"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","typeStatus","fieldNumber","class","individualCount","relatedCatalogItem"
"11","2020-11-04 11:14:42-03","ESALQ","ESA","49670","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Marlierea","angustifolia","Marlierea angustifolia","(O.Berg) Mattos","Kawasaki, M.L.","Leoni, L.S.","3987.0","1998","07","23",NA,"Brasil","Minas Gerais",NA,"-41.8683013916016","-20.4333000183105",NA,NA,"ESA049670",NA,"Alto Caparaó",NA,NA,NA,NA,NA,"21645","auto",NA,NA,NA,NA,NA,NA,NA
"12","2020-11-04 11:14:42-03","ESALQ","ESA","86047","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Marlierea","angustifolia","Marlierea angustifolia","(O. Berg) Mattos","Mazine-Capelo, F.F.","Forster, W. ; Romão, G.O.","743.0","2000","10","17",NA,"Brasil","Minas Gerais","Parque Nacional do Caparaó. Vale Encantado. Floresta estacional semidecidual, com transição para campo de altitude. 1700 m de altitude.","-41.8683013916016","-20.4333000183105",NA,"Frutos imaturos vermelhos, os maduros negros.","ESA086047",NA,"Alto Caparaó",NA,NA,NA,NA,NA,"21645","auto",NA,NA,NA,NA,NA,NA,NA
"13","2020-11-04 11:14:42-03","ESALQ","ESA","61851","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Marlierea","angustifolia","Marlierea angustifolia","(O.Berg) Mattos","Kawasaki, M.L.","Mazine, F.F. et al.","156.0","1999","08","17",NA,"Brasil","Minas Gerais",NA,"-41.8683013916016","-20.4333000183105",NA,NA,"ESA061851",NA,"Alto Caparaó",NA,NA,NA,NA,NA,"21645","auto",NA,NA,NA,NA,NA,NA,NA
"14","2020-11-04 11:14:42-03","ESALQ","ESA","61857","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Marlierea","angustifolia","Marlierea angustifolia","(O.Berg) Mattos","Kawasaki, M.L.","Mazine, F.F. et al.","158.0","1999","08","17",NA,"Brasil","Minas Gerais",NA,"-41.8683013916016","-20.4333000183105",NA,NA,"ESA061857",NA,"Alto Caparaó",NA,NA,NA,NA,NA,"21645","auto",NA,NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:14:42-03","ESALQ","ESA","62654","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Marlierea","angustifolia","Marlierea angustifolia","(O.Berg) Mattos","Mazine, F.F.","Mazine, F.F. et al.","213.0","1999","08","20",NA,"Brasil","Minas Gerais",NA,"-41.8683013916016","-20.4333000183105",NA,NA,"ESA062654",NA,"Alto Caparaó",NA,NA,NA,NA,NA,"21645","auto",NA,NA,NA,NA,NA,NA,NA
"16","2020-11-04 11:14:42-03","ESALQ","ESA","62643","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Marlierea","angustifolia","Marlierea angustifolia","(O.Berg) Mattos","Mazine, F.F.","Mazine, F.F. et al.","221.0","1999","10","20",NA,"Brasil","Minas Gerais",NA,"-41.8683013916016","-20.4333000183105",NA,NA,"ESA062643",NA,"Alto Caparaó",NA,NA,NA,NA,NA,"21645","auto",NA,NA,NA,NA,NA,NA,NA
"17","2020-11-04 11:14:42-03","ESALQ","ESA","61853","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Marlierea","angustifolia","Marlierea angustifolia","(O.Berg) Mattos","Mazine, F.F.","Mazine, F.F. et al.","152.0","1999","08","17",NA,"Brasil","Minas Gerais",NA,"-41.8683013916016","-20.4333000183105",NA,NA,"ESA061853",NA,"Alto Caparaó",NA,NA,NA,NA,NA,"21645","auto",NA,NA,NA,NA,NA,NA,NA
"18","2020-11-04 11:14:42-03","ESALQ","ESA","64386","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Marlierea","angustifolia","Marlierea angustifolia","(O.Berg) Mattos","Mazine, F.F.","Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23229.0","2000","02","16",NA,"Brasil","Minas Gerais","Parque Nacional do Caparaó. Divisa MG/ES. Cachoeira Bonita (Córrego José Pedro) . Transição mata/campo. Ca. 20o24'S; 41o50'W, 1960msm","-41.8683013916016","-20.4333000183105",NA,"Arbusto, ca. 2m alt.; flores alvo-rosadas","ESA064386",NA,"Alto Caparaó",NA,NA,NA,NA,NA,"21645","auto",NA,NA,NA,NA,NA,NA,NA
"19","2020-11-04 11:14:56-03","ESALQ","ESA","34066","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Myrcia","lenheirensis","Myrcia lenheirensis","Kiaersk.","Valdemarin, K.S.","Ferretti, A. et al.",NA,"1996","12","13",NA,"Brasil","São Paulo",NA,"-44.9599990844727","-23.0699996948242",NA,NA,"ESA034066",NA,"Cunha",NA,NA,"2018","02","27","38855","auto",NA,NA,NA,NA,NA,NA,NA
"20","2020-12-20 21:18:40-03","UFV","VIC","19527","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","lenheirensis","Myrcia lenheirensis","Kiaersk.",NA,"Santos, M.F.; et al.","69","2006","01","09",NA,"Brasil","Minas Gerais","Serra de Ouro Branco","-43.6918983459473","-20.5207996368408",NA,"Arbusto de 1,5 m, Hipanto e cálice externamnete ocráceos, corola e estames alvos","VIC019527","VIC019527","Ouro Branco",NA,NA,NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA,NA
"21","2020-12-20 21:18:40-03","UFV","VIC","19528","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","lenheirensis","Myrcia lenheirensis","Kiaersk.",NA,"Santos, M.F.; et al.","80","2006","01","09",NA,"Brasil","Minas Gerais","Serra de Ouro Branco","-43.6918983459473","-20.5207996368408",NA,"Arvoreta de 2,5 m, Hipanto e cálice externamente ocráceos, corola e estames alvos.","VIC019528","VIC019528","Ouro Branco",NA,NA,NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA,NA
"22","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0010491","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Marlierea","angustifolia","Marlierea angustifolia","(O. Berg) Mattos","M. Ibrahim","A. A. Conceição; D. Cardoso","1299","2005","4","17",NA,"Brazil","Bahia","Mucugê, Serra do Esbarrancado.","-43.5","-12.6833",NA,"Árvore 4 m alt. Folhas coriáceas. Fronde atro-vináceos.",NA,NA,NA,"1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0057408","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Marlierea","angustifolia","Marlierea angustifolia","(O. Berg) Mattos","M. Sobral","R. C. Forzza; A. C. S. Andrade, J. Costa Silva, M. Saavedra","3986","2005","5","26",NA,"Brazil","Minas Gerais","Lima Duarte, Parque Estadual da Serra do Ibitipoca, Ponte de Pedra.","-43.88333","-21.66667",NA,"Arbusto 2 m alt., folhas discolores, frutos verdes passando a vinaceos.",NA,NA,NA,"1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0055146","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","lenheirensis","Myrcia lenheirensis","Kiaersk.","M. Peron, 23/Jan/1989.","D. Sucre","6798","1970","5","14",NA,"Brazil","Minas Gerais","Serra do Ibitipoca, Pico do Piao.","-43.9","-21.7",NA,"Arbusto umbrofilo da mata com +/- 2m de altura; frutos maduros roxos.",NA,NA,NA,"1350","1450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2018-03-08 09:18:16-03","ASU","ASU-PLANTS",NA,"PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Myrcia","lenheirensis","Myrcia lenheirensis","Kiaersk.",NA,"H. S. Irwin; R. Reis dos Santos, R. Souza, and S. F. da Fonseca","23532","1969","2","19",NA,"Brazil","Minas Gerais","ca. 15 km west of Grao Mogol. Serra do Espinhaco","-42.9","-16.5667",NA,"PHOTO-MICH; Shrub ca. 2 m tall. In bud. Fruit light green, maturing red. cerrado",NA,NA,NA,"950",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-11-21 14:40:10-03","UFJF","CESJ","31205","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Marlierea","angustifolia","Marlierea angustifolia","(O.Berg) Mattos","K. Matsumoto","F.F. Mazine; W. Forster; L.S. Leoni","152","1999","08","17","América do Sul","Brasil","Minas Gerais","Parque Nacional do Caparaó, Cachoeira Bonita; perto da água, logo depois que acaba a escada de acesso à cachoeira (lado direito da escada).","-41.8683013916016","-20.4333000183105",NA,"Arbusto 1,5m; frutos imaturos verde claros e maduros vinho.","CESJ031205","CESJ031205","Alto Caparaó",NA,NA,"2011",NA,NA,"21645","auto",NA,NA,NA,NA,NA,NA,NA
"27","2019-11-21 14:40:10-03","UFJF","CESJ","31227","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Marlierea","angustifolia","Marlierea angustifolia","(O.Berg) Mattos","K. Matsumoto","V.C. Souza; J. Paula-Souza; W. Forster; F.F. Mazine","23229","2000","02","16","América do Sul","Brasil","Minas Gerais","Parque Nacional do Caparaó, Divisa MG/ES, Cachoeira Bonita (Córrego José Pedro).","-41.8683013916016","-20.4333000183105",NA,"Arbusto, ca. 2m alt.; flores alvo-rosadas. Transição mata/campo.","CESJ031227","CESJ031227","Alto Caparaó","1960","1960","2011",NA,NA,"21645","auto",NA,NA,NA,NA,NA,NA,NA
"28","2019-11-21 14:40:10-03","UFJF","CESJ","68595","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Marlierea","angustifolia","Marlierea angustifolia","(O.Berg) Mattos","K. Antunes","B. Moreira; L.C.D. Dias","261","2015","05","22","América do Sul","Brasil","Minas Gerais","Parque Estadual do Ibitipoca, Nanofloresta nebular, trilha da janela do céu, próxima ao areal","-43.878056","-21.679444",NA,"Arvoreta, frutos maduros, vináceos, 2m. Interior de mata","CESJ068595",NA,"Lima Duarte","1600","1600","2016",NA,NA,NA,NA,"-43.878056","-21.679444",NA,NA,NA,NA,NA
"29","2019-11-21 14:40:10-03","UFJF","CESJ","48560","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Marlierea","angustifolia","Marlierea angustifolia","(O.Berg) Mattos","M. Sobral; K. Antunes","K. Antunes; N.L. Abreu; P.L. Viana; F.S. Souza; N.F.O. Mota; T.E. Almeida; A.M. Teles; B.No","252","2007","04","10","América do Sul","Brasil","Minas Gerais","Serra Negra, Burro de Ouro.","-43.8278007507324","-22.0891990661621",NA,"Árvore, 5m, campo com solo arenoso, local de pouca luminosidade e muita umidade. Frutos avermelhados. Frequente na área","CESJ048560",NA,"Rio Preto",NA,NA,"2007","04","27","20815","auto",NA,NA,NA,NA,NA,NA,NA
"30","2019-11-21 14:40:10-03","UFJF","CESJ","31214","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Marlierea","angustifolia","Marlierea angustifolia","(O.Berg) Mattos","K. Matsumoto","F.F. Mazine; W. Forster; L.S. Leoni","156","1999","08","17","América do Sul","Brasil","Minas Gerais","Parque Nacional do Caparaó, Vale Encantado, ao lado do córrego José Pedro, aproximadamente 50m depois da entrada no vale (córrego), lado direito subindo o córrego.","-41.8683013916016","-20.4333000183105",NA,"Arbusto 80cm, frutos meio vermelhos e meio verdes.","CESJ031214","CESJ031214","Alto Caparaó","1780","1780","2011",NA,NA,"21645","auto",NA,NA,NA,NA,NA,NA,NA
"31","2019-11-21 14:40:10-03","UFJF","CESJ","31206","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Marlierea","angustifolia","Marlierea angustifolia","(O.Berg) Mattos","K. Matsumoto","F.F. Mazine; W. Forster; M. Sobral","221","1999","01","02","América do Sul","Brasil","Minas Gerais","Parque Nacional do Caparaó, Vale Encantado (parte de baixo)","-41.8683013916016","-20.4333000183105",NA,"Arbusto 1m. Frutos maduros negros ou avermelhados. Na beira de rio.","CESJ031206","CESJ031206","Alto Caparaó",NA,NA,"2011",NA,NA,"21645","auto",NA,NA,NA,NA,NA,NA,NA
"32","2019-11-21 14:40:10-03","UFJF","CESJ","68707","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Marlierea","angustifolia","Marlierea angustifolia","(O.Berg) Mattos","K. Antunes","B. Moreira; L.C.D. Dias","373","2015","09","20","América do Sul","Brasil","Minas Gerais","Parque Estadual do Ibitipoca, Nanofloresta nebular, atrás das casas dos gestores","-43.899167","-21.715278",NA,"Árvore, Interior de mata","CESJ068707",NA,"Lima Duarte","1340","1340","2016",NA,NA,NA,NA,"-43.899167","-21.715278",NA,NA,NA,NA,NA
"33","2019-11-21 14:40:10-03","UFJF","CESJ","48850","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Marlierea","angustifolia","Marlierea angustifolia","(O.Berg) Mattos","M. Sobral; K. Antunes","K. Antunes; N.L. Abreu; P.L. Viana; F.S. Souza; N.F.O. Mota; T.E. Almeida; A.M. Teles; B.No","242","2007","04","10","América do Sul","Brasil","Minas Gerais","Serra Negra, Trilha para o Burro de Ouro.","-43.8278007507324","-22.0891990661621",NA,"Árvore, ca. 10m, mata nebular em uma grota, beira de curso d'água. Frutos avermelhados.","CESJ048850",NA,"Rio Preto",NA,NA,"2007","04","27","20815","auto",NA,NA,NA,NA,NA,NA,NA
"34","2019-11-21 14:40:19-03","UFJF","CESJ","68320","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","lenheirensis","Myrcia lenheirensis","Kiaersk.","K. Antunes","K. Antunes; F.R.G. Salimena; P.H. Nobre; S.G. Furtado; J.H.C. Ribeiro","644","2016","09","09","América do Sul","Brasil","Minas Gerais","Parque Nacional do Caparaó, Cachoeira Bonita",NA,NA,NA,"Arbusto, 1,5 m de alt., beira de curso d'água, borda de Floresta Ombrófila. Frutos quando maduros roxos à nigrescentes","CESJ068320",NA,"Alto do Caparaó",NA,NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-11-21 14:40:19-03","UFJF","CESJ","68322","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","lenheirensis","Myrcia lenheirensis","Kiaersk.","K. Antunes","K. Antunes; F.R.G. Salimena; P.H. Nobre; S.G. Furtado; J.H.C. Ribeiro","646","2016","09","09","América do Sul","Brasil","Minas Gerais","Parque Nacional do Caparaó, Cachoeira Bonita",NA,NA,NA,"Arbusto, 2,0 m alt., beira de curso d'água, borda de Floresta Ombrófila. Frutos imaturos amarelados - avermelhados, quando maduros roxos.","CESJ068322",NA,"Alto do Caparaó",NA,NA,"2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-11-21 14:40:19-03","UFJF","CESJ","69158","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","lenheirensis","Myrcia lenheirensis","Kiaersk.","M. Sobral","G.B. Oliveira; J.H.C. Ribeiro","166","2016","04","28","América do Sul","Brasil","Minas Gerais","Parque Estadual do Ibitipoca, Nanofloresta Nebular, Gruta da Cruz, 15-20m da entrada da gruta","-43.897222","-21.696944",NA,"Arbusto, frutos imaturos esverdeados","CESJ069158",NA,"Lima Duarte","1660","1660","2019","05",NA,NA,NA,"-43.897222","-21.696944",NA,NA,NA,NA,NA
"37","2019-11-21 14:40:19-03","UFJF","CESJ","69175","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","lenheirensis","Myrcia lenheirensis","Kiaersk.","M. Sobral","G.B. Oliveira; F.R.G. Salimena; P.H. Nobre; F. Santos-Silva; M.A. Manhães","192","2016","05","20","América do Sul","Brasil","Minas Gerais","Parque Estadual do Ibitipoca, Nanofloresta Nebular, Gruta dos Moreiras, 15-20m da entrada da gruta","-43.882222","-21.676667",NA,NA,"CESJ069175",NA,"Lima Duarte","1650","1650","2019","05",NA,NA,NA,"-43.882222","-21.676667",NA,NA,NA,NA,NA
"38","2019-11-21 14:40:19-03","UFJF","CESJ","69248","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","lenheirensis","Myrcia lenheirensis","Kiaersk.","M. Sobral","G.B. Oliveira; G.C. Iote","292","2016","09","26","América do Sul","Brasil","Minas Gerais","Parque Estadual do Ibitipoca, Nanofloresta Nebular, Gruta da Cruz, 15-20m da entrada da gruta","-43.897222","-21.696944",NA,"Arbusto ca. 1 m, frutos imaturos verde passando para o avermelhado, borda de mata","CESJ069248",NA,"Lima Duarte","1660","1660","2019","05",NA,NA,NA,"-43.897222","-21.696944",NA,NA,NA,NA,NA
"39","2019-11-21 14:40:19-03","UFJF","CESJ","22580","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","lenheirensis","Myrcia lenheirensis","Kiaersk.","M.F. Santos","L. Krieger; et al.","CESJ22580","1988","09","18","América do Sul","Brasil","Minas Gerais","Parque Nacional do Caparaó, Vale encantado","-41.9043998718262","-20.523099899292",NA,"Arbusto, com frutos.","CESJ022580","CESJ022580 CESJ022580_1","Caparaó",NA,NA,"2014",NA,NA,"15056","auto",NA,NA,NA,NA,NA,NA,NA
"40","2019-11-21 14:40:19-03","UFJF","CESJ","69186","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","lenheirensis","Myrcia lenheirensis","Kiaersk.","M. Sobral","G.B. Oliveira; A. Cabral; M.C.A. Mota","215","2016","06","26","América do Sul","Brasil","Minas Gerais","Parque Estadual do Ibitipoca, Nanofloresta Nebular, Gruta da Cruz, 15-20m da entrada da gruta","-43.897222","-21.696944",NA,"Arbusto ca. 2,5 m, frutos passando de verde para vermelho","CESJ069186",NA,"Lima Duarte","1660","1660","2019","05",NA,NA,NA,"-43.897222","-21.696944",NA,NA,NA,NA,NA
"41","2019-11-06 09:56:39-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","angustifolia","Marlierea angustifolia","(O.Berg) Mattos",NA,"Magalhães-Gomes","s.n.","1895","05","12",NA,"Indisponível",NA,NA,NA,NA,NA,"Arbusto, frutos Vermelhos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-11-06 09:56:42-03","UFOP","OUPR","27812","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","lenheirensis","Myrcia lenheirensis","Kiaersk.","Sobral, M.","Ramos, M.B.C.","104","2013","03","18",NA,"Brasil","Minas Gerais","Parque Estadual Serra do Ouro Branco, Coletada próximo ao balneário do PESOB. Mata Ripária","-43.676231","-20.492181",NA,"Arbusto",NA,NA,"Ouro Branco","1237","1237","2014",NA,NA,NA,NA,"-43.676231","-20.492181",NA,NA,NA,NA,NA
"43","2021-02-19 17:01:49-03","UFRRJ","RBR","55107","S","Plantae",NA,NA,"Myrtaceae","Myrcia","lenheirensis","Myrcia lenheirensis","Kiaersk.","L.F. Gonçalves","L.F. Gonçalves","465","2017","10","13",NA,"Brasil","Rio de Janeiro","Parque Nacional da Serra dos Órgãos. Parque Nacional da Serra dos Órgãos. Travessia Teresópolis x Petrópolis, matinha nebular antes da chegada ao Paraíso. Parque Nacional da Serra dos Órgãos","-43.054444","-22.475556",NA,NA,"RBR00055107","RBR00055107","Guapimirim","2063","2063",NA,NA,NA,NA,NA,"43º3'16''W","22º28'32''S",NA,NA,NA,NA,NA
"44","2020-12-21 16:36:53-03","MBM","MBM","306349","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","angustifolia","Marlierea angustifolia","(O.Berg) Mattos","Sobral, M.","Kollmann, L.; et al.; et al.","7172","2004","10","30","Southern America","Brazil","Espírito Santo","Parque Estadual do Forno Grande","-41.184700012207","-20.6035995483398",NA,NA,"MBM306349","MBM306349","Castelo",NA,NA,NA,NA,NA,"23588","auto",NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:36:53-03","MBM","MBM","193631","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","angustifolia","Marlierea angustifolia","(O.Berg) Mattos","Kawasaki, M.L.","Sucre, D.; et al.; et al.","6798","1970","05","14","Southern America","Brazil","Minas Gerais","Serra de Ibitipoca, pico do Pião",NA,NA,NA,NA,"MBM193631","MBM193631",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:36:53-03","MBM","MBM","45513","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Marlierea","angustifolia","Marlierea angustifolia","(O.Berg) Mattos",NA,"Mattos, J.","10666",NA,NA,NA,"Southern America","Brazil","São Paulo","Estação de Campo Grande",NA,NA,NA,NA,"MBM045513","MBM045513",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
