"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","01177114","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","miliacea","Fimbristylis miliacea","(L.) Vahl","M. H. Nee",NA,NA,NA,"M. H. Nee",NA,NA,NA,"Brazil","Amazonas","Manaus","ca 80 km N de Manaus, Distrito Agropecuário da SUFRAMA, Rodovia BR 174, km 64, depois 21 km leste na ZF3, Fazenda Porto Alegre. Projeto Dinâmica Biológica de Fragmentos Florestais, Reserva No.3402.","-60.08","-2.32",NA,NA,"50","125","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1413865' target='other'> <mi>dwc_moreinfo</mi></a>","NY01177114","NY01177114_01","Magnoliophyta","Poales","42911","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","622944","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","miliacea","Fimbristylis miliacea","(L.) Vahl","T. M. Koyama",NA,NA,NA,"S. Tsugaru","1987","09","01","Brazil","Pernambuco","Cabo do Santo Agostinho","Engenho Trapiche, Municipio de Cabo, suburbs of Recife. At the small farm.",NA,NA,NA,NA,NA,NA,"Herb. Oomoto Kameyama Botanical Garden <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=431946' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622944","NY00622944_01","Magnoliophyta","Poales","B-1427","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01177078","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","miliacea","Fimbristylis miliacea","(L.) Vahl","T. M. Koyama",NA,NA,NA,"W. A. Egler","1960","07","27","Brazil","Amapá",NA,"between Oiapoque and Clevelandia.","-51.843262","3.8237989",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1412380' target='other'> <mi>dwc_moreinfo</mi></a>","NY01177078","NY01177078_01","Magnoliophyta","Poales","47187","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01177074","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","miliacea","Fimbristylis miliacea","(L.) Vahl","R. Kral",NA,NA,NA,"G. T. Prance","1977","02","12","Brazil","Amazonas",NA,"Rio Solimoes. North bank, Ilha de Marrecao.","-60.73212","-3.354622",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1412366' target='other'> <mi>dwc_moreinfo</mi></a>","NY01177074","NY01177074_01","Magnoliophyta","Poales","24395","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"15","2016-09-30 02:28:00-03","NY","NYBG","01177115","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","miliacea","Fimbristylis miliacea",NA,"M. de N. do C. Bastos",NA,NA,NA,"M. R. dos Santos","1979","06","25","Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1413867' target='other'> <mi>dwc_moreinfo</mi></a>","NY01177115","NY01177115_01","Magnoliophyta","Poales","661","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"16","2016-09-30 02:28:00-03","NY","NYBG","01177077","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","miliacea","Fimbristylis miliacea",NA,"M. de N. do C. Bastos",NA,NA,NA,"R. de S. Secco","1979","12","11","Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1412372' target='other'> <mi>dwc_moreinfo</mi></a>","NY01177077","NY01177077_01","Magnoliophyta","Poales","52","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01177081","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","miliacea","Fimbristylis miliacea","(L.) Vahl","T. M. Koyama",NA,NA,NA,"G. T. Prance","1974","03","13","Brazil","Amazonas",NA,"Manaus-Porto Velho Highway, BR319, Manaus-Porto Velho Road, km. 245, 3km. south of Igapó Açu","-61.29","-4.7086",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1412676' target='other'> <mi>dwc_moreinfo</mi></a>","NY01177081","NY01177081_01","Magnoliophyta","Poales","20480","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01177108","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","miliacea","Fimbristylis miliacea","(L.) Vahl","T. M. Koyama",NA,NA,NA,"M. G. da Silva","1964","02","21","Brazil","Roraima",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1413731' target='other'> <mi>dwc_moreinfo</mi></a>","NY01177108","NY01177108_01","Magnoliophyta","Poales","19","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","622942","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","miliacea","Fimbristylis miliacea","(L.) Vahl",NA,NA,NA,NA,"Charudatan","1995","11","18","Brazil","Pernambuco",NA,"Senir (Projeto Nilo Coelho). Petrolina.",NA,NA,NA,NA,NA,NA,"CV 4. Amostra Sueli 007 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=431955' target='other'> <mi>dwc_moreinfo</mi></a>","NY00622942","NY00622942_01","Magnoliophyta","Poales","3","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01177080","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","miliacea","Fimbristylis miliacea","(L.) Vahl","W. A. Rodrigues",NA,NA,NA,"G. T. Prance","1975","02","21","Brazil","Amazonas",NA,"Fazenda Santa Terezinha, Costa de Terra Nova, Ilha do Careiro, Rio Amazonas","-59.719153","-3.1771155",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1412627' target='other'> <mi>dwc_moreinfo</mi></a>","NY01177080","NY01177080_01","Magnoliophyta","Poales","23291","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01177084","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","miliacea","Fimbristylis miliacea","(L.) Vahl","T. M. Koyama",NA,NA,NA,"M. G. da Silva","1972","07","12","Brazil","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1412685' target='other'> <mi>dwc_moreinfo</mi></a>","NY01177084","NY01177084_01","Magnoliophyta","Poales","545","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01177113","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","miliacea","Fimbristylis miliacea","(L.) Vahl","T. M. Koyama",NA,NA,NA,"E. Lleras","1973","08","06","Brazil","Amazonas",NA,"Behind airstrip of Palmeiras Army Post, Rio Javari","-72.810217","-5.126578",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1413863' target='other'> <mi>dwc_moreinfo</mi></a>","NY01177113","NY01177113_01","Magnoliophyta","Poales","P17202","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01177110","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","miliacea","Fimbristylis miliacea","(L.) Vahl","T. M. Koyama",NA,NA,NA,"G. T. Prance","1964","08","24","Brazil","Pará",NA,"Vicinity of Cachoeira, BR-22.","-46.537506","-1.765546",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1413737' target='other'> <mi>dwc_moreinfo</mi></a>","NY01177110","NY01177110_01","Magnoliophyta","Poales","58841","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"24","2016-09-30 02:28:00-03","NY","NYBG","01177079","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","miliacea","Fimbristylis miliacea",NA,NA,NA,NA,NA,"B. V. Rabelo","1982","09","10","Brazil","Amapá",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1412476' target='other'> <mi>dwc_moreinfo</mi></a>","NY01177079","NY01177079_01","Magnoliophyta","Poales","1688","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"25","2016-09-30 02:28:00-03","NY","NYBG","01177099","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","miliacea","Fimbristylis miliacea",NA,NA,NA,NA,NA,"F. E. L. de Miranda","1983","10","10","Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1413661' target='other'> <mi>dwc_moreinfo</mi></a>","NY01177099","NY01177099_01","Magnoliophyta","Poales","521","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01177072","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","miliacea","Fimbristylis miliacea","(L.) Vahl",NA,NA,NA,NA,"B. Maguire","1963","08","07","Brazil","Pará",NA,"Vicinity sawmill, Km 105, Belém-Brasilia Highway.","-47.5733221","-1.359023",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1412356' target='other'> <mi>dwc_moreinfo</mi></a>","NY01177072","NY01177072_01","Magnoliophyta","Poales","56045","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01177104","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","miliacea","Fimbristylis miliacea","(L.) Vahl","R. Kral",NA,NA,NA,"N. T. da Silva","1969","08","05","Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1413676' target='other'> <mi>dwc_moreinfo</mi></a>","NY01177104","NY01177104_01","Magnoliophyta","Poales","2601","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00925827","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","miliacea","Fimbristylis miliacea","(L.) Vahl",NA,NA,NA,NA,"B. M. T. Walter","1992","06","08","Brazil","Goiás","Niquelândia","Fazenda Serra Negra (Niqueltocantins); arredores da Serra Negra. ao lado do Rio Bagagem. Bacia de inundação da UHE Serra da Mesa.","-48.3","-14.02",NA,NA,"420","420","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1001835' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925827","NY00925827_01","Magnoliophyta","Poales","1460","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"29","2016-09-30 02:28:00-03","NY","NYBG","01177073","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","miliacea","Fimbristylis miliacea",NA,NA,NA,NA,NA,"N. T. da Silva","1969","08","05","Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1412364' target='other'> <mi>dwc_moreinfo</mi></a>","NY01177073","NY01177073_01","Magnoliophyta","Poales","2601","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01177082","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","miliacea","Fimbristylis miliacea","(L.) Vahl","T. M. Koyama",NA,NA,NA,"E. Lleras","1973","07","27","Brazil","Amazonas",NA,"Rio Javari, Reposa","-71.9616938","-4.6077301",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1412678' target='other'> <mi>dwc_moreinfo</mi></a>","NY01177082","NY01177082_01","Magnoliophyta","Poales","P16888","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01177102","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","miliacea","Fimbristylis miliacea","(L.) Vahl","M. T. Strong",NA,NA,NA,"F. R. Fosberg","1947","12","01","Brazil","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1413668' target='other'> <mi>dwc_moreinfo</mi></a>","NY01177102","NY01177102_01","Magnoliophyta","Poales","29232","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"32","2016-09-30 02:28:00-03","NY","NYBG","01177098","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","miliacea","Fimbristylis miliacea",NA,NA,NA,NA,NA,"E. Lima","1983","10","18","Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1413659' target='other'> <mi>dwc_moreinfo</mi></a>","NY01177098","NY01177098_01","Magnoliophyta","Poales","27","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01177093","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","miliacea","Fimbristylis miliacea","(L.) Vahl","T. M. Koyama",NA,NA,NA,"E. de Oliveira","1965","09","29","Brazil","Pará",NA,"Marajõ, Rio Genipapo, Igarapé da Faz. Tauá.","-50.7972222","-3.3722222",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1413637' target='other'> <mi>dwc_moreinfo</mi></a>","NY01177093","NY01177093_01","Magnoliophyta","Poales","3423","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01177088","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","miliacea","Fimbristylis miliacea","(L.) Vahl","E. R. Guaglionone",NA,NA,NA,"T. C. Plowman","1982","12","02","Brazil","Amazonas","Tefé","Banks of Lago Tefé","-64.8792887","-3.4491668",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1412695' target='other'> <mi>dwc_moreinfo</mi></a>","NY01177088","NY01177088_01","Magnoliophyta","Poales","12067","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"35","2016-09-30 02:28:00-03","NY","NYBG","01177100","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","miliacea","Fimbristylis miliacea",NA,"W. A. Rodrigues",NA,NA,NA,"W. J. Junk","1974","11","08","Brazil","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1413664' target='other'> <mi>dwc_moreinfo</mi></a>","NY01177100","NY01177100_01","Magnoliophyta","Poales","151","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01177095","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","miliacea","Fimbristylis miliacea","(L.) Vahl",NA,NA,NA,NA,"G. T. Prance","1968","07","30","Brazil","Rondônia",NA,"Basin of Rio Madeira. E. bank of Rio Madeira at Misericórdia between Cachoeiras Misericórdia and Madeira.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1413644' target='other'> <mi>dwc_moreinfo</mi></a>","NY01177095","NY01177095_01","Magnoliophyta","Poales","6622","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","01177092","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","miliacea","Fimbristylis miliacea","(L.) Vahl","T. M. Koyama",NA,NA,NA,"W. C. Steward","1977","11","21","Brazil","Roraima",NA,"BR 174 Manaus-Venezuela Highway. Estrada Manaus-Caracaraí, km 513. Acampamento Nova Paraiso","-60.4684281","1.2462491",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1413634' target='other'> <mi>dwc_moreinfo</mi></a>","NY01177092","NY01177092_01","Magnoliophyta","Poales","127","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"38","2016-09-30 02:28:00-03","NY","NYBG","01177085","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","miliacea","Fimbristylis miliacea",NA,NA,NA,NA,NA,"J. Revilla","1983","10","12","Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1412688' target='other'> <mi>dwc_moreinfo</mi></a>","NY01177085","NY01177085_01","Magnoliophyta","Poales","8630","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01177112","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","miliacea","Fimbristylis miliacea","(L.) Vahl","T. M. Koyama",NA,NA,NA,"G. T. Prance","1974","03","13","Brazil","Amazonas",NA,"Manaus-Porto Velho Highway, BR319, Manaus-Porto Velho Road, km. 245, 3km. south of Igapó Açu","-61.29","-4.7086",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1413745' target='other'> <mi>dwc_moreinfo</mi></a>","NY01177112","NY01177112_01","Magnoliophyta","Poales","20480","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"40","2016-10-28 15:19:00-02","NY","NYBG","00925830","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","miliacea","Fimbristylis miliacea",NA,"G. C. Tucker",NA,NA,NA,"F. Chagas e Silva","1979","08","08","Brazil","Piauí","Teresina","Margem do Rio Parnaíba.","-42.8017","-5.0894",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1001859' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925830","NY00925830_01","Magnoliophyta","Poales","82","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","44133","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","miliacea","Fimbristylis miliacea","(L.) Vahl","R. Kral",NA,NA,NA,"D. E. Williams","1989","09","13","Bolivia","El Beni","José Ballivián","Carmen Florida. Tacana Indian village 7 km upstream of Rurrenabaque on Río Beni","-67.5","-14.5",NA,NA,"230","230","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=431950' target='other'> <mi>dwc_moreinfo</mi></a>","NY00044133",NA,"Magnoliophyta","Poales","971","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"42","2016-09-30 02:28:00-03","NY","NYBG","01177086","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","miliacea","Fimbristylis miliacea",NA,NA,NA,NA,NA,"P. L. Krieger","1974","01","24","Brazil","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1412689' target='other'> <mi>dwc_moreinfo</mi></a>","NY01177086","NY01177086_01","Magnoliophyta","Poales","12653","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"43","2016-10-28 15:19:00-02","NY","NYBG","00925829","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","miliacea","Fimbristylis miliacea",NA,"N. T. da Silva",NA,NA,NA,"J. Jangoux","1978","12","04","Brazil","Maranhão","Pinheiro","Rio Alto Turiaçu. Nova Esperança.","-45.75","-2.92",NA,NA,NA,"100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1001852' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925829","NY00925829_01","Magnoliophyta","Poales","192","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","01177075","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","miliacea","Fimbristylis miliacea","(L.) Vahl",NA,NA,NA,NA,"G. T. Prance","1964","08","24","Brazil","Pará",NA,"Vicinity of Cachoeira, BR-22.","-46.537506","-1.765546",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1412370' target='other'> <mi>dwc_moreinfo</mi></a>","NY01177075","NY01177075_01","Magnoliophyta","Poales","58841","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","01177103","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","miliacea","Fimbristylis miliacea","(L.) Vahl","E. R. Guaglionone",NA,NA,NA,"T. C. Plowman","1982","12","02","Brazil","Amazonas","Tefé","Banks of Lago Tefé","-64.8792887","-3.4491668",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1413673' target='other'> <mi>dwc_moreinfo</mi></a>","NY01177103","NY01177103_01","Magnoliophyta","Poales","12067","South America","sheet",NA,NA,NA,NA,NA,NA,NA
