"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","relatedCatalogItem"
"11","2021-03-01 16:36:32-03","UNICAMP","UEC","200694","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","bicolor","Myrcia bicolor","Kiaersk.","Meireles, LD","Pereira, LS; Belinello, R; Gomes, JAMA","N1110","2007","12",NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.183333","-23.4","990","1045",NA,"Parcela N - Projeto Biota-FAPESP. Árvore com 6.5 metros de altura. Frequência da espécie na parcela: n=12; Mata Atlântica","UEC158086",NA,NA,"2017","-45.183333","-23.4",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-01 16:36:32-03","UNICAMP","UEC","125789","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","bicolor","Myrcia bicolor","Kiaersk.","Lughadha, EN","Kollmann, L; Bausen, E; Pizziolo, W","644","1998","09","30",NA,"Brazil","Espírito Santo","Santa Teresa","São Lourenço, Mata fria. Terreno de Clério Loss. Mata de encosta.","-40.533333","-19.966667","750","750",NA,"Árvore 12m. Dap 25cm. Fuste 9m. Flores amarelas.","UEC012932","UEC012932",NA,"1999","-40.533333","-19.966667",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-01 16:36:32-03","UNICAMP","UEC","200196","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","bicolor","Myrcia bicolor","Kiaersk.","Meireles, LD","Padgurschi, MCG; Belinello, R","M1261","2009",NA,NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.183333","-23.4","990","1045",NA,"Parcela M - Projeto Biota-FAPESP. Árvore com 7.5 metros de altura. Frequência da espécie na parcela: n=6","UEC177741",NA,NA,"2016","-45.183333","-23.4",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-01 16:36:32-03","UNICAMP","UEC","84599","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","bicolor","Myrcia bicolor","Kiaersk.",NA,"Ávila, NS; Neves, LF; Bellenzani, MLR","388","1994","09","14",NA,"Brazil","São Paulo","São Paulo","Centro Paulus Região sul do Municipio de São Paulo.","-46.716944","-23.818611",NA,NA,NA,"Árvore 5m de alt, botões verdes.; Mata.","UEC065114","UEC065114",NA,NA,"-46.716944","-23.818611",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-01 16:36:32-03","UNICAMP","UEC","182751","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","bicolor","Myrcia bicolor","Kiaersk.","Sobral, M","Sartori, ALB; Sciamarelli, A; Koch, I; Goldenberg, R; Mansano, VF","182","1996","08","20",NA,"Brazil","Espírito Santo","Santa Teresa","Reserva biológica de Santa Lúcia.","-40.6002998352051","-19.9356002807617",NA,NA,NA,"Árvore 14 m, frutos amarelo-esverdeados.; Floresta ripária.","UEC020424","UEC020424",NA,"2005",NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA
"16","2021-03-01 16:36:32-03","UNICAMP","UEC","119803","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","bicolor","Myrcia bicolor","Kiaersk.","Matsumoto, K","Pessoa, SVA; et al.","529","1990","06","03",NA,"Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima, Taquaraoca do Rio Macae.","-42.5311012268066","-22.2819004058838",NA,NA,NA,"Árvore 20m de alt, heliófila, folhas discolores verdes, frutos imaturos verdes.","UEC008441","UEC008441",NA,"2011",NA,NA,"06","29","33190","auto",NA,NA,NA,NA
"17","2019-08-16 08:40:15-03","UTFPR","HCF","21157","S","Plantae",NA,NA,"Myrtaceae","Myrcia","bicolor","Myrcia bicolor","Kiaersk.","M.F. Santos","G. Hatschbach","69113","1999","05","17",NA,"Brasil","ES","Venda Nova do Imigrante","Varzeão","-41.1347007751465","-20.3397006988525","900","900",NA,"árvore 4 m. Floresta Atlântica.",NA,NA,NA,"2014",NA,NA,NA,NA,"15909","auto",NA,NA,NA,NA
"18","2020-06-29 09:31:34-03","UFRRJ","RBR","44135","S","Plantae",NA,NA,"Myrtaceae","Myrcia","bicolor","Myrcia bicolor","Kiaersk.","M.C. Souza","R.A. Coelho; M.C. Souza, J. Costa","5","2018","03","27",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Campus Fiocruz Mata Atlântica. Parque Estadual da Pedra Branca","-43.42","-22.945278",NA,NA,NA,NA,"RBR00044135",NA,NA,"2018","43º25'12''W","22º56'43''S","04","05",NA,NA,NA,NA,NA,NA
"19","2020-06-29 09:31:34-03","UFRRJ","RBR","46872","S","Plantae",NA,NA,"Myrtaceae","Myrcia","bicolor","Myrcia bicolor","Kiaersk.","L.F. Gonçalves","L.F. Gonçalves","484","2017","12","22",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos. Parque Nacional da Serra dos Órgãos. Estrada da Barragem.","-42.988333","-22.449444","1012","1012",NA,NA,"RBR00046872","RBR00046872",NA,NA,"42º59'18''W","22º26'58''S",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-12-21 16:37:06-03","MBM","MBM","425715","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","bicolor","Myrcia bicolor","Kiaersk.","Gonçalves, L.F.","Gonçalves, L.F.","484","2017","12","22","Southern America","Brazil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra do Órgãos, Estrada da barragem.","-42.988333","-22.449444","1012","1012",NA,"árvore de aprox. 10m. Folhas com face adaxial verde escuro e face abaxial verde claro; inflorescência em botão e com flores abertas brancas.","MBM425715",NA,NA,NA,"-42.988333","-22.449444",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:37:06-03","MBM","MBM","179352","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","bicolor","Myrcia bicolor","Kiaersk.","Stadnik, A.; Melo, J.O.O.","Sant'Ana, S.C.; Carvalho, A.M. de; Jardim, J.G.; Santos, E.B. dos; Lisboa, S.; G; Carvalho, A.M. de; Jardim, J.G.; Santos, E.B. dos; Lisboa, S.; Gois Neto, A.","337","1993","07","28","Southern America","Brazil","Bahia","Una","Entrada à direita, no km 10,4 da rod. Una / Ilhéus","-39.0752983093262","-15.2932996749878",NA,NA,NA,"Árvore com ca. 8m de altura. Frutos imaturos verdes, quando maduros roxos, quase negros.; Restinga arbórea.","MBM179352","MBM179352",NA,"2019",NA,NA,"07",NA,"36070","auto",NA,NA,NA,NA
"22","2020-12-21 16:37:06-03","MBM","MBM","94970","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","bicolor","Myrcia bicolor","Kiaersk.","Sobral, M.","Callejas, R.; et al.; et al.","1573","1983","10","28","Southern America","Brazil","Bahia","Itabuna","Fazenda Santo Antônio","-39.2803001403809","-14.7855997085571",NA,NA,NA,NA,"MBM094970","MBM094970",NA,NA,NA,NA,NA,NA,"30592","auto",NA,NA,NA,NA
"23","2020-12-21 16:37:06-03","MBM","MBM","171335","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","bicolor","Myrcia bicolor","Kiaersk.","Sobral, M.","Hatschbach, G.; Silva, J.M.; Silva, J.M.","61597","1995","01","17","Southern America","Brazil","Espírito Santo","Venda Nova do Imigrante","Mata Fria","-41.1347007751465","-20.3397006988525",NA,NA,NA,NA,"MBM171335","MBM171335",NA,NA,NA,NA,NA,NA,"15909","auto",NA,NA,NA,NA
"24","2019-12-18 19:59:27-03","UESC","UESC","11704","S","Plantae","Angiospermae","Florideophycidae","Myrtaceae","Myrcia","bicolor","Myrcia bicolor","Kiaersk.","M.Sobral","André M.V. de Carvalho","6829","1999","09","25",NA,"Brasil","Bahia","Jussari",NA,"-39.4953002929688","-15.1913995742798",NA,NA,NA,"Árvore com ca. 5m alt.","UESC0011704",NA,NA,"2003",NA,NA,NA,NA,"21386","auto","Dicotyledoneae",NA,NA,NA
"25","2015-10-04 05:35:03-03","MNHN","RECOLNAT_MNHN_P","P00161318","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","bicolor","Myrcia bicolor","Kiaerk.",NA,"Glaziou, A.",NA,"1878","11","20",NA,"Brésil",NA,NA,"Floresta da Tijuca (Rio)",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00161318' target='other'> <mi>dwc_moreinfo</mi></a>","P00161318","P00161318_01","isotype",NA,NA,NA,NA,NA,NA,NA,NA,"10797",NA,NA
"26","2015-10-04 05:35:21-03","MNHN","RECOLNAT_MNHN_P","P00161319","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","bicolor","Myrcia bicolor","Kiaerk.",NA,"Glaziou, A.",NA,"1878","11","20",NA,"Brésil",NA,NA,"Floresta da Tijuca (Rio)",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00161319' target='other'> <mi>dwc_moreinfo</mi></a>","P00161319","P00161319_01","isotype",NA,NA,NA,NA,NA,NA,NA,NA,"10797",NA,NA
"27","2015-09-04 20:45:03-03","MNHN","RECOLNAT_MNHN_P","P00161320","PreservedSpecimen",NA,NA,NA,"Myrtaceae","Myrcia","bicolor","Myrcia bicolor","Kiaerk.",NA,"Glaziou, A.",NA,"1878","11","20",NA,"Brésil",NA,NA,"Floresta da Tijuca (Rio)",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00161320' target='other'> <mi>dwc_moreinfo</mi></a>","P00161320","P00161320_01","isotype",NA,NA,NA,NA,NA,NA,NA,NA,"10797",NA,NA
"28","2020-12-11 11:39:22-03","UFMG","BHCB","110005","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","bicolor","Myrcia bicolor","Kiaersk.",NA,"Amorim, AMA; Fiaschi, P; Paixão, J; Sant'Ana, SC de; Gomes, LC","4975","2005","05","14","Southern America","Brasil","Bahia","Arataca","Serra do Peito-de-Moça, Estrada que liga Arataca à Una, ramal ca. 22,4 km de Arataca com entrada no assentamento Santo Antônio. RPPN Caminho das Pedras","-39.341667","-15.173611","1000","1000",NA,"Árvore, ca. 12m alt. Folhas verdes discolores, face superior escura e brilhante. Frutos verdes a vermelhos vistosos; Floresta Ombrófila Densa Montana","BHCB032928",NA,NA,"2007","-39.341667","-15.173611",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-11 11:39:22-03","UFMG","BHCB","109615","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","bicolor","Myrcia bicolor","Kiaersk.",NA,"Thomas, WW; Amorim, AMA; Fiaschi, P; Paixão, JL; Sant'Ana, SC de","13637","2004","01","30","Southern America","Brasil","Minas Gerais","Bandeiras","Fazenda Boi Rajado, 5,9 km E da estrada Macarani-Bandeiras na estrada da fazenda, ca. 12 km N de bandeiras (Fazenda Canadá).","-40.518056","-15.806389","830","850",NA,"Árvore 10m. Folhas verde escuro em cima, claras e verde-amareladas abaixo. Fruto verde claro tornando-se vermelho escuro.; Floresta ùmida montana.",NA,NA,NA,"2007","-40.518056","-15.806389",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-11 11:39:22-03","UFMG","BHCB","173997","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","bicolor","Myrcia bicolor","Kiaersk.",NA,"Kollmann, L; Pizziolo, W; Bausen, E","4776","2001","09","27","Southern America","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi","-40.560361","-19.920583","800","800",NA,"Arvore 9 m. Flores brancas.","BHCB019331",NA,NA,"2011","-40.560361","-19.920583",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-11 11:39:22-03","UFMG","BHCB","173998","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","bicolor","Myrcia bicolor","Kiaersk.",NA,"Kollmann, L; Pizziolo, W; Bausen, E","5156","2001","12","06","Southern America","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi","-40.559722","-19.906389","850","850",NA,"Arvoreto 5 m. Frutos verdes.","BHCB019332",NA,NA,"2011","-40.559722","-19.906389",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-11 11:39:22-03","UFMG","BHCB","91231","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","bicolor","Myrcia bicolor","Kiaersk.",NA,"Fiaschi, P; Amorim, AMA; Paixão, JL; Temponi, LG","2203","2004","04","02","Southern America","Brasil","Bahia","Uruçuca","Parque Estadual da Serra do Conduru, Área do inventário do plano de manejo do parque. Mata da torre do celular. Estrada de Serra Grande para Uruçuca.","-39.115","-14.499722","38","38",NA,"Árvore ca. 15m alt. Folhas discolores. Frutos amarelos.","BHCB012404","BHCB012404",NA,"2005","-39.115","-14.499722",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-11 11:39:22-03","UFMG","BHCB","91305","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","bicolor","Myrcia bicolor","Kiaersk.",NA,"Jardim, JG; Sant'Ana, SC de; Juchum, F; Paixão, JL da","2409","2000","01","14","Southern America","Brasil","Bahia","Jussarí","RPPN Serra do Teimoso., Entrada a 7,5 km na Rod. Jussari / Palmira. Fazenda Teimoso 1,7 km da entrada. Parcela 29","-39.536111","-15.160278",NA,NA,NA,"ÁRV.: 848. DAP.: 14,8CM. Frutos imaturos verde-claro","BHCB032970",NA,NA,"2003","-39.536111","-15.160278",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-11 11:39:22-03","UFMG","BHCB","174009","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","bicolor","Myrcia bicolor","Kiaersk.",NA,"Demuner, V; Bausen, E; Pizziolo, W","25","1999","09","22","Southern America","Brasil","Espírito Santo","Santa Teresa",NA,"-40.6002998352051","-19.9356002807617",NA,NA,NA,"Árvore 10m de altura, DAP 8 cm, Fuste 5m, inflorescência cor branca.","BHCB019343",NA,NA,"2011",NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA
"35","2020-12-11 11:39:22-03","UFMG","BHCB","16513","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","bicolor","Myrcia bicolor","Kiaersk.",NA,"Costa, LVC; Pequeno, PHA","s.n.","1989","11",NA,"Southern America","Brasil","Minas Gerais","Belo Horizonte","Bairro União. Matinha do Estado.","-43.937801361084","-19.9207992553711",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA
"36","2020-12-11 11:39:22-03","UFMG","BHCB","96279","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","bicolor","Myrcia bicolor","Kiaersk.",NA,"Silva Neto, SJ; et al.","1614","2002","01","15","Southern America","Brasil","Rio de Janeiro","Nova Iguaçu","Estara do Ouro, Após as três voltas","-43.451099395752","-22.7591991424561",NA,NA,NA,"Árvore semi-ciófila, ca 8m de alt., folhas breve discolores cartáceas, frutos imaturos verdes","BHCB032976",NA,NA,"2014",NA,NA,NA,NA,"25743","auto",NA,NA,NA,NA
"37","2020-12-11 11:39:22-03","UFMG","BHCB","24448","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","bicolor","Myrcia bicolor","Kiaersk.",NA,"Pessoa, SVA","529","1990","06","03","Southern America","Brasil","Rio de Janeiro","Nova Friburgo","Macaé de Cima, Taquaraoca, cabeceira do rio Macae","-42.5311012268066","-22.2819004058838",NA,NA,NA,"Ávore de 20m, heliófila, folhas discolores verde, frutos imaturos verdes","BHCB049987",NA,NA,"2019",NA,NA,"05",NA,"33190","auto",NA,NA,NA,NA
"38","2020-12-11 11:39:22-03","UFMG","BHCB","174010","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","bicolor","Myrcia bicolor","Kiaersk.",NA,"Kollmann, L; Bausen, E; Pizziolo, W","5048","2001","11","28","Southern America","Brasil","Espírito Santo","Santa Teresa","Reserva Biológica Augusto Ruschi","-40.6002998352051","-19.9356002807617","750","750",NA,"Arvoreto 9 m. Dap 18 cm. Fuste 4,5 m. Frutos verdes.","BHCB019344",NA,NA,"2011",NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA
"39","2020-12-11 11:39:22-03","UFMG","BHCB","91304","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","bicolor","Myrcia bicolor","Kiaersk.",NA,"Caravalho, AMV; Turma do mestrado da UFBA","6829","1999","09","25","Southern America","Brasil","Bahia","Jussari","RPPN Serra do Teimoso, Ca. 7,5km na estrada Jussari/Palmira. Região de mata higrófila sul baiana.","-39.4953002929688","-15.1913995742798",NA,NA,NA,"Árvore com ca. 5m alt. Flores cremes.","BHCB012403","BHCB012403",NA,"2003",NA,NA,NA,NA,"21386","auto",NA,NA,NA,NA
"40","2020-12-11 11:39:22-03","UFMG","BHCB","77527","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","bicolor","Myrcia bicolor","Kiaersk.",NA,"Kollmann, L; Bausen, E; Pizziolo, W","828","1998","10","28","Southern America","Brasil","Espírito Santo","Santa Teresa","São Lourenço., Terreno de Clério Loss","-40.6002998352051","-19.9356002807617","750","750",NA,"Árvore, 14m. DAP 60cm. Fuste 8m. Flores velhas amarelas; Mata de encosta, mata fria","BHCB032984",NA,NA,"2014",NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA
"41","2020-12-11 11:39:22-03","UFMG","BHCB","113487","PreservedSpecimen","Plantae","Dicotyledon",NA,"Myrtaceae","Myrcia","bicolor","Myrcia bicolor","Kiaersk.",NA,"Demuner, V; Bausen, E; Pizziolo, W","1357","2000","08","08","Southern America","Brasil","Espírito Santo","Santa Teresa","Valsugana Velha, Propriedade de Ebi José Bringhenth","-40.6002998352051","-19.9356002807617",NA,NA,NA,"Arvoreta 11m, botões florais de cor verde; Interior de mata. Baixada, úmido","BHCB032938",NA,NA,"2007",NA,NA,NA,NA,"23813","auto",NA,NA,NA,NA
"42","2021-02-11 17:20:43-03","UFPR","UPCB","81104","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","bicolor","Myrcia bicolor","Kiaersk.","Lima, D.F.","Lima, D.F.","355","2013","08","27",NA,"Brasil","São Paulo","Itapeva","Estação Experimental de Itapeva. Trilha para afloramentos rochosos próximo ao Rio Pirituba.","-48.8699989318848","-23.9799995422363",NA,NA,NA,"Árvore 1,5m. Frutos imaturos verdes e frutos maduros vermelhos. Mata ciliar. DNA..","UPCB0024780","UPCB0024780",NA,"2016",NA,NA,NA,NA,"42926","auto",NA,NA,NA,NA
"43","2018-06-26 05:23:00-03","MO","MOBOT","101009870","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","bicolor","Myrcia bicolor","Kiaersk.","M. Sobral","Jomar G. Jardim|Sérgio C. de Sant'Ana|F.S. Juchum|J. Lima da Paixão","Jardim 2409","2000","1","14","South America","Brazil","Bahia","Jussari","Entrada a 7.5 km na Rod. Jussari/Palmira. Faz. Teimoso, 1.7 km da entrada. Reserva Particrular do Patrimônio Natural (RPPN) Serra do Teimoso. Parcela 29.","-39.5361111","-15.1602778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"44","2020-05-02 04:38:00-03","MO","MOBOT","101047732","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","bicolor","Myrcia bicolor","Kiaersk.","M.F. Santos","Pedro Fiaschi|André M. Amorim|A. Martini|J. Lima da Paixão|Lívia G. Temponi","Fiaschi 2203","2004","4","2","South America","Brazil","Bahia","Uruçuca","Estrada de Serra Grande para Uruçuca. Área do inventário do plano de manejo do Parque Estadual da Serra do Conduru.","-39.115","-14.4997222","380.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
