"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","stateProvince","county","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","phylum","order","scientificNameAuthorship","identifiedBy","decimalLongitude","decimalLatitude","imagecode","yearIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","relationshipType","relatedCatalogItem","individualCount","fieldNumber","typeStatus","infraspecificEpithet"
"11","2021-03-15 16:37:00-03","NY","NYBG","00649368","PreservedSpecimen","Plantae","Ranunculaceae","Ranunculus","flagelliformis","Ranunculus flagelliformis","H. S. Irwin","18215","South America","Brazil","Distrito Federal","Brasília","Jardím Zoológico, Brasília.","1000","1000","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=43673' target='other'> <mi>dwc_moreinfo</mi></a>","NY00649368","1966","07","14","Magnoliophyta","Ranunculales","Sm.","A. Lourteig","-47.9294","-15.7797","NY00649368_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","649364","PreservedSpecimen","Plantae","Ranunculaceae","Ranunculus","flagelliformis","Ranunculus flagelliformis","G. Eiten","6672","South America","Brazil","Rio de Janeiro","Resende","Mt. Itatiáia, west edge of planalto, at km 12 along road to shelter house Abrigo Rebouças","2250","2250","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=43676' target='other'> <mi>dwc_moreinfo</mi></a>","NY00649364","1965","11","06","Magnoliophyta","Ranunculales","Sm.","J. H. Kirkbride Jr.","-44.7","-22.42","NY00649364_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00649367","PreservedSpecimen","Plantae","Ranunculaceae","Ranunculus","flagelliformis","Ranunculus flagelliformis","H. S. Irwin","18215","South America","Brazil","Distrito Federal","Brasília","Jardím Zoológico, Brasília.","1000","1000","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=43672' target='other'> <mi>dwc_moreinfo</mi></a>","NY00649367","1966","07","14","Magnoliophyta","Ranunculales","Sm.","A. Lourteig","-47.9294","-15.7797","NY00649367_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","02852089","PreservedSpecimen","Plantae","Ranunculaceae","Ranunculus","flagelliformis","Ranunculus flagelliformis","R. Callejas Posada","3140","South America","Colombia","Antioquia","Urrao","Carretera Urrao-Caicedo, 1 km. antes del Alto de Caicedo, bosques a lo largo de Quebrada Villa Riaga, bhm-bhmb.","2180","2180","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2217568' target='other'> <mi>dwc_moreinfo</mi></a>","NY02852089","1986","12","05","Magnoliophyta","Ranunculales","Sm.","O. Kosovsky","-76.17","6.47","NY02852089_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","649359","PreservedSpecimen","Plantae","Ranunculaceae","Ranunculus","flagelliformis","Ranunculus flagelliformis","G. G. Hatschbach","22545","South America","Brazil","Paraná","Guarapuava","Rio Jordao, Entre Rios",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=43674' target='other'> <mi>dwc_moreinfo</mi></a>","NY00649359","1969","10","21","Magnoliophyta","Ranunculales","Sm.","A. Lourteig","-51.4581","-25.3956","NY00649359_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-09-27 04:32:00-03","NY","NYBG","649366","PreservedSpecimen","Plantae","Ranunculaceae","Ranunculus","flagelliformis","Ranunculus flagelliformis","S. G. Tressens","6353","South America","Argentina","Misiones","Guaraní","Predio Guaraní, alrededores de la aldea aborígen (Caramelito)",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=43675' target='other'> <mi>dwc_moreinfo</mi></a>","NY00649366","1999","08","31","Magnoliophyta","Ranunculales",NA,"H. Keller",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","649369","PreservedSpecimen","Plantae","Ranunculaceae","Ranunculus","flagelliformis","Ranunculus flagelliformis","J. A. Steyermark",NA,"South America","Venezuela","Lara",NA,"3-6km al sur de Agua Negra, 17-20 km al este de Cubiro, Distrito Menez","1600","1800","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=43671' target='other'> <mi>dwc_moreinfo</mi></a>","NY00649369","1974","07","05","Magnoliophyta","Ranunculales","Sm.","P. Sklenár","-69.5","9.78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","649361","PreservedSpecimen","Plantae","Ranunculaceae","Ranunculus","flagelliformis","Ranunculus flagelliformis","J. E. Leite","538","South America","Brazil","Rio Grande do Sul",NA,"Vicinity of Sao Leopoldo",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=43669' target='other'> <mi>dwc_moreinfo</mi></a>","NY00649361","1941","10",NA,"Magnoliophyta","Ranunculales","Sm.","J. V. Monachino","-51.143791","-29.75136","NY00649361_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-13 09:20:47-03","UFRJ","RFA","22838","PreservedSpecimen","Plantae","Ranunculaceae","Ranunculus","flagelliformis","Ranunculus flagelliformis","F. Segadas-Vianna; L. Dau; W.T. Ormond; G.C. Machline","Serra-I 1214",NA,"Brasil","Rio de Janeiro","Resende","Serra do Itatiaia",NA,NA,NA,NA,NA,"RFA18731","1953",NA,NA,NA,NA,"Sm.","A. Lourteig","-44.4467010498047","-22.468900680542",NA,"1964","36089","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-02 16:29:16-03","CPAN-UFMS","COR","591","PreservedSpecimen","Plantae","Ranunculaceae","Ranunculus","flagelliformis","Ranunculus flagelliformis","Sobral, M.","2407",NA,"Brasil","Rio Grande do Sul","Camapuã","Pessegueiro",NA,NA,NA,NA,"Erva Habito: Erva",NA,"1983","10","12",NA,NA,"Sm.","Sobral, M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-02-08 10:22:07-03","NBC","NL-BOTANY","AMD.97480","PreservedSpecimen","Plantae","Ranunculaceae","Ranunculus","flagelliformis","Ranunculus flagelliformis","Cleef AM",NA,"Southern America","Colombia",NA,NA,"Cauca: Volcan Purace. Valle Cortaderal, aprox 1 km S-SW del Alto. 100 m E de Laguna rellena concojines flotantes de Plantago rigida.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.97480 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-AMD97480","1972","03","23",NA,"Ranunculales","Sm.",NA,NA,NA,"NL-AMD97480",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-02-08 10:22:07-03","NBC","NL-BOTANY","AMD.98121","PreservedSpecimen","Plantae","Ranunculaceae","Ranunculus","flagelliformis","Ranunculus flagelliformis","Cleef AM",NA,"Southern America","Colombia",NA,NA,"Cundinamarca: Paramo de Sumapaz, Valle Quebrada Honda, unos 2 km al SW de Andabobos.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.98121 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-AMD98121","1972","02","10",NA,"Ranunculales","Sm.",NA,NA,NA,"NL-AMD98121",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 10:22:07-03","NBC","NL-BOTANY","L.1739558","PreservedSpecimen","Plantae","Ranunculaceae","Ranunculus","flagelliformis","Ranunculus flagelliformis","Pedersen TM",NA,"Southern America","Argentina",NA,NA,"Plantae Argentinae. In water a few ins. deep, leaves floating. Estancia,, Garruchos'. Dep. Santo Tome. Prov. Corrientes.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1739558 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1739558","1969","04","24",NA,"Ranunculales","Sm.",NA,NA,NA,"NL-L1739558",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 10:22:07-03","NBC","NL-BOTANY","L.1739560","PreservedSpecimen","Plantae","Ranunculaceae","Ranunculus","flagelliformis","Ranunculus flagelliformis","Hatschbach GG",NA,"Southern America","Brazil",NA,NA,"Barra rio Papagaios (mun. Bala Nova) Parana.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1739560 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1739560","1968","09","12",NA,"Ranunculales","Sm.",NA,NA,NA,"NL-L1739560",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-02-08 10:22:07-03","NBC","NL-BOTANY","L.1739561","PreservedSpecimen","Plantae","Ranunculaceae","Ranunculus","flagelliformis","Ranunculus flagelliformis","Balansa B",NA,"Southern America","Paraguay",NA,NA,"Pl. du Paraguay. Bopi-cua, pres de Yaguarson, dans les mares desscheres.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1739561 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1739561","1880","10","30",NA,"Ranunculales","Sm.",NA,NA,NA,"NL-L1739561",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-02-08 10:22:07-03","NBC","NL-BOTANY","L.4200744","PreservedSpecimen","Plantae","Ranunculaceae","Ranunculus","flagelliformis","Ranunculus flagelliformis","Straaten H van",NA,"Southern America","Colombia",NA,NA,"Huila, Pitalito, Turbera con arbustos, gramines y ciperäceas en la superficie de la laguna anterior. ?",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4200744 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4200744","1987","01","01",NA,"Ranunculales","Sm.",NA,NA,NA,"NL-L4200744",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-02-08 10:22:07-03","NBC","NL-BOTANY","L.4200767","PreservedSpecimen","Plantae","Ranunculaceae","Ranunculus","flagelliformis","Ranunculus flagelliformis","Restrepo C; Duque A",NA,"Southern America","Colombia",NA,NA,"Cali, Zona central río Blanco y río Negro, hondonada anagosa, de la carretera Coconuco - San José de Isnos, Insp. Mpal Paletará.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4200767 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4200767","1986","10","16",NA,"Ranunculales","Sm.",NA,NA,NA,"NL-L4200767",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-02-08 10:22:07-03","NBC","NL-BOTANY","L.4206172","PreservedSpecimen","Plantae","Ranunculaceae","Ranunculus","flagelliformis","Ranunculus flagelliformis","Cleef AM",NA,"Southern America","Colombia",NA,NA,"Colombiana. Hab.: Cundinamarca: Paramo de Palacio, km 19 de la carretera, cabeceras Rio Negro.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4206172 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4206172","1972","05","22",NA,"Ranunculales","Sm.",NA,NA,NA,"NL-L4206172",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-02-08 10:22:07-03","NBC","NL-BOTANY","U.1546711","PreservedSpecimen","Plantae","Ranunculaceae","Ranunculus","flagelliformis","Ranunculus flagelliformis","Alston AHG",NA,"Southern America","Colombia",NA,NA,"Department of Norte de Santander. Paramo de Fontibon, Pamplona. Ditch.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1546711 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1546711","1939","02","19",NA,"Ranunculales","Sm.",NA,NA,NA,"NL-U1546711",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-02-08 10:22:07-03","NBC","NL-BOTANY","L.4206212","PreservedSpecimen","Plantae","Ranunculaceae","Ranunculus","flagelliformis","Ranunculus flagelliformis","Cleef AM",NA,"Southern America","Colombia",NA,NA,"Colombiana. Hab.: Boyaca: Paramo de Pisva, carretera Socha-La Punta km 61. Alto de Calarca; lado E. Vallecito pantanoso con drenaje continuo.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4206212 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4206212","1973","05","22",NA,"Ranunculales","Sm.",NA,NA,NA,"NL-L4206212",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-02-08 10:22:07-03","NBC","NL-BOTANY","L.4206220","PreservedSpecimen","Plantae","Ranunculaceae","Ranunculus","flagelliformis","Ranunculus flagelliformis","Boots M",NA,"Southern America","Colombia",NA,NA,"Risaralda. Camino Termales de S. Rosa de Cabal a la Sierra. Finca Berlin.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4206220 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4206220","1987","01","01",NA,"Ranunculales","Sm.",NA,NA,NA,"NL-L4206220",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-02-08 10:22:07-03","NBC","NL-BOTANY","L.4210050","PreservedSpecimen","Plantae","Ranunculaceae","Ranunculus","flagelliformis","Ranunculus flagelliformis","Koops CG",NA,"Southern America","Colombia",NA,NA,"Colombia, Risaralda, parque natural nacional Los Nevados. Alrededores de la Laguna Otun.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4210050 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4210050","1992","01","01",NA,"Ranunculales","Sm.",NA,NA,NA,"NL-L4210050",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-02-08 10:22:07-03","NBC","NL-BOTANY","L.4210051","PreservedSpecimen","Plantae","Ranunculaceae","Ranunculus","flagelliformis","Ranunculus flagelliformis","Koops CG",NA,"Southern America","Colombia",NA,NA,"Colombia, Risaralda, parque natural nacional Los Nevados. Alrededores de la Laguna Otun.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4210051 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4210051","1992","01","01",NA,"Ranunculales","Sm.",NA,NA,NA,"NL-L4210051",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-02-08 10:22:07-03","NBC","NL-BOTANY","U.1546623","PreservedSpecimen","Plantae","Ranunculaceae","Ranunculus","flagelliformis","Ranunculus flagelliformis","Herter WG",NA,"Southern America","Uruguay",NA,NA,"Dep. de Montevideo, Santiago Vasquez.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1546623 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1546623","1927","09","18",NA,"Ranunculales","Sm.",NA,NA,NA,"NL-U1546623",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-02-08 10:22:07-03","NBC","NL-BOTANY","U.1546624","PreservedSpecimen","Plantae","Ranunculaceae","Ranunculus","flagelliformis","Ranunculus flagelliformis","O'Donell CA; Rodriguez V JM",NA,"Southern America","Argentina",NA,NA,"Prov. de Córdoba, Dep. Punilla, El Durazno.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1546624 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1546624","1944","03","18",NA,"Ranunculales","Sm.",NA,NA,NA,"NL-U1546624",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-02-08 10:22:07-03","NBC","NL-BOTANY","U.1546625","PreservedSpecimen","Plantae","Ranunculaceae","Ranunculus","flagelliformis","Ranunculus flagelliformis","Herter WG",NA,"Southern America","Uruguay",NA,NA,"Dep. de Rocha, Castillos.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1546625 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1546625","1931","11","01",NA,"Ranunculales","Sm.",NA,NA,NA,"NL-U1546625",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-02-08 10:22:07-03","NBC","NL-BOTANY","U.1546702","PreservedSpecimen","Plantae","Ranunculaceae","Ranunculus","flagelliformis","Ranunculus flagelliformis","Solomon JC",NA,"Southern America","Bolivia",NA,NA,"Province of Murillo. Departamento of La Paz: Ca. 1km NW of Ovejuyo. Small canyon in heavuly eroded, unconsolidated sediments of gravel, red clay. In shallow water.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1546702 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1546702","1982","03","21",NA,"Ranunculales","Sm.",NA,"-68.05","-16.533333","NL-U1546702",NA,NA,NA,"Magnoliopsidae","-68.05","-16.533333",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-02-08 10:22:07-03","NBC","NL-BOTANY","U.1546703","PreservedSpecimen","Plantae","Ranunculaceae","Ranunculus","flagelliformis","Ranunculus flagelliformis","Cleef AM",NA,"Southern America","Colombia",NA,NA,"Cundinamarca: Páramo de Palacio, km 19 de la carretera, cabeceras Rio Negro.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1546703 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1546703","1972","05","22",NA,"Ranunculales","Sm.",NA,NA,NA,"NL-U1546703",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-02-08 10:22:07-03","NBC","NL-BOTANY","U.1546704","PreservedSpecimen","Plantae","Ranunculaceae","Ranunculus","flagelliformis","Ranunculus flagelliformis","Wessels Boer JG",NA,"Southern America","Venezuela",NA,NA,"Estado Mérida, Páramo de Los Conejos, about 8km n.e. of Mérida; páramo.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1546704 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1546704","1967","12","28",NA,"Ranunculales","Sm.",NA,"-71.25","8.666667","NL-U1546704",NA,NA,NA,"Magnoliopsidae","-71.25","8.666667",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-02-08 10:22:07-03","NBC","NL-BOTANY","U.1546705","PreservedSpecimen","Plantae","Ranunculaceae","Ranunculus","flagelliformis","Ranunculus flagelliformis","Cleef AM",NA,"Southern America","Colombia",NA,NA,"Cundinamarca: Paramo de Sumapaz, Valle Quebrada Honda, unos 2 km al SW de Andabobos.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1546705 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1546705","1972","02","10",NA,"Ranunculales","Sm.",NA,NA,NA,"NL-U1546705",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-02-08 10:22:07-03","NBC","NL-BOTANY","U.1546706","PreservedSpecimen","Plantae","Ranunculaceae","Ranunculus","flagelliformis","Ranunculus flagelliformis","Alston AHG",NA,"Southern America","Colombia",NA,NA,"Department of Norte de Santander. Paramo de Fontibon, Pamplona. Ditch.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1546706 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1546706","1939","02","19",NA,"Ranunculales","Sm.",NA,NA,NA,"NL-U1546706",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
