"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","individualCount","occurrenceRemarks","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","decimalLongitude","decimalLatitude","preparationType","barcode","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","typeStatus","relatedCatalogItem"
"19","2020-11-19 10:22:47-03","CPAP","CPAP","14131","PreserverdSpecimen","Plantae",NA,NA,NA,"Arecaceae","Acrocomia","hassleri","Acrocomia hassleri","(Barb.Rodr.) W.J.Hahn",NA,"Acaule. FLOR: . FRUTO: ferrugineo. INTERESSE: Levantamento florístico. FREQUÊNCIA: . AMBIENTE: Cerrado. SUBSTRATO: solo arenoso. RELEVO: plano.","A.C.Marcato","Salis, S. M.","836","1995","09","19",NA,"Brasil","MT","Itiquira","-54.698889","-17.266389",NA,NA,NA,"Reserva da fazenda Vital Paulino, 7km Leste do km 25 da BR-163",NA,NA,"2005","54°41'56'' W","17°15'59'' S",NA,NA,NA,NA,NA,NA,NA
"20","2020-11-19 10:22:47-03","CPAP","CPAP","14132","PreserverdSpecimen","Plantae",NA,NA,NA,"Arecaceae","Acrocomia","hassleri","Acrocomia hassleri","(Barb.Rodr.) W.J.Hahn",NA,"Acaule. FLOR: . FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: . AMBIENTE: Cerrado. SUBSTRATO: solo arenoso. RELEVO: plano.","A.C.Marcato","Salis, S. M.","837","1995","09","19",NA,"Brasil","MT","Itiquira","-54.698889","-17.266389",NA,NA,NA,"Reserva da fazenda Vital Paulino, 7km Leste do km 25 da BR-163",NA,NA,"2005","54°41'56'' W","17°15'59'' S",NA,NA,NA,NA,NA,NA,NA
"21","2020-11-19 10:22:47-03","CPAP","CPAP","18424","PreserverdSpecimen","Plantae",NA,NA,NA,"Arecaceae","Acrocomia","hassleri","Acrocomia hassleri","(Barb.Rodr.) W.J.Hahn",NA,"Palmeira acaule. FLOR: não vista. FRUTO: ainda verde. INTERESSE: Fruto para fauna e forrageira.. FREQUÊNCIA: Ocasional. AMBIENTE: Cerradão regenerado após quebrado c/ correntão. SUBSTRATO: solo arenoso. RELEVO: encosta inferior. <ll>dwc_commonname:</ll> Macaubin",NA,"Pott, A.","8143","1999","10","28",NA,"Brasil","MS","Alcinópolis","-53.9","-18.216667",NA,NA,NA,"Fazenda Água Limpa; Sub-bacia do córrego Água Limpa","450","450",NA,"53°54' W","18°13' S",NA,NA,NA,NA,NA,NA,NA
"22","2015-07-02 14:00:35-03","JBP","HPL","11200","S","Plantae",NA,NA,NA,"Arecaceae","Acrocomia","hassleri","Acrocomia hassleri","(Barb. Rodr.) W.J. Hahn",NA,NA,"H. Lorenzi","H. Lorenzi","6512","2008","09","08",NA,"Brasil","MS","Ponta Porã","-55.7256","-22.5361",NA,NA,NA,"Coletado na estrada para Antonio João, do lado direito junto a estrada de ferro, a cerca de 21 km de Ponta Porã e a 1 km do posto fiscal Aquidabá-Paraguai. Haste única, rizoma ereto e profundo.",NA,NA,"2010",NA,NA,"02","10","102608","auto",NA,NA,NA
"23","2015-07-02 14:55:14-03","JBP","HPL","11478","S","Plantae",NA,NA,NA,"Arecaceae","Acrocomia","hassleri","Acrocomia hassleri","(Barb. Rodr.) W.J. Hahn",NA,NA,"H. Lorenzi","H. Lorenzi, K. Soares & R. Campos","6768","2009","11","17",NA,"Brasil","MS","Ponta Porã","-55.733056","-22.365194",NA,NA,NA,"Estrada para Antonio João, ca. 26 km de P. Porã, ao longo da antiga estrada de ferro; antigo cerrado arenoso. Infloresc. Saindo do rizoma e ao nível do solo; bráctea peduncular revestida por tomento marrom.","680","680","2010","55° 43' 59 W","22° 21' 54,7 S","02","10",NA,NA,NA,NA,NA
"24","2021-04-07 11:41:09-03","UFMS","CGMS","44558","PreservedSpecimen","Plantae",NA,NA,NA,"Arecaceae","Acrocomia","hassleri","Acrocomia hassleri","(Barb.Rodr.) W.J.Hahn",NA,"Flor não vista. Fruto ainda verde. Frutos ao nível do solo. Habitat: Cerradão regenerado após quebrado com correntão. Solo arenoso. Relevo: encosta inferior. Habito: Palmeira acaule. Ocasional.",NA,"A. Pott; V.J. Pott","8143","1999","10","28",NA,"Brasil","Mato Grosso do Sul","Alcinópolis","-53.9","-18.2166667",NA,"CGMS1074523",NA,"Fazenda Água Limpa, sub-bacia do Córrego Água Limpa.","450","450",NA,"-53,9","-18,2166667",NA,NA,NA,NA,NA,NA,NA
"25","2019-08-20 09:59:05-03","UNICAMP","UEC",NA,"S","Plantae","Liliopsida",NA,NA,"Arecaceae","Acrocomia","hassleri","Acrocomia hassleri","(Barb.Rodr.) W.J.Hahn",NA,"Flores amarelo cremoso, sementes com penugem, marrom queimado, maduras. Coleta entre set/nov.","Noblick, LR","Hutchison, PC","8545","1983","11",NA,NA,"Brazil","Mato Grosso","Alto Araguaia","-53.2153015136719","-17.3146991729736",NA,"UEC001372",NA,"62 Km da cidade, BR-364, Direção Rondonópolis.",NA,NA,"1993",NA,NA,NA,NA,"100273","auto",NA,NA,NA
"26","2019-08-20 09:59:05-03","UNICAMP","UEC","50713","S","Plantae","Liliopsida",NA,NA,"Arecaceae","Acrocomia","hassleri","Acrocomia hassleri","(Barb.Rodr.) W.J.Hahn",NA,"Flores amarelo cremoso, sementes com penugem, marrom queimado, maduras. Coleta entre set/nov.","Noblick, LR","Hutchison, PC","8545","1983","11",NA,NA,"Brazil","Mato Grosso","Alto Araguaia","-53.2153015136719","-17.3146991729736",NA,"UEC001384","UEC001384","62 Km da cidade, BR-364, Direção Rondonópolis.",NA,NA,"1993",NA,NA,NA,NA,"100273","auto",NA,NA,NA
"27","2019-08-16 08:38:22-03","UTFPR","HCF","2762","S","Plantae",NA,NA,NA,"Arecaceae","Acrocomia","hassleri","Acrocomia hassleri","(Barb.Rodr.) W.J.Hahn",NA,"Herbácea, acaule, com folhas compostas pinadas, com espinhos no raque. Bainha floral pubescente.","G.A. Dettke","V.M. Corneli","1","2005","09","10",NA,"Brasil","PR","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,NA,"Cerrado",NA,NA,"2014",NA,NA,"05","19","28572","auto",NA,NA,NA
"28","2008-05-27 22:02:00-03","MO","MOBOT","1004687","PreservedSpecimen","Plantae",NA,NA,NA,"Arecaceae","Acrocomia","hassleri","Acrocomia hassleri","(Barb. Rodr.) W.J. Hahn","4",NA,"A. Henderson (NY)","Elsa M. Zardini|A. Vargas","Zardini 43541","1995","8","24","South America","Paraguay","San Pedro",NA,"-56.21333","-23.82944",NA,NA,NA,"Yaguareté forest (Sustainable Forest Systems Site). Trail to confluence. Cerrado scrub on red, sandy soil.","270.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1027",NA,NA
"29","2008-05-27 22:02:00-03","MO","MOBOT","1004838","PreservedSpecimen","Plantae",NA,NA,NA,"Arecaceae","Acrocomia","hassleri","Acrocomia hassleri","(Barb. Rodr.) W.J. Hahn","4",NA,"W. Hahn (NY)","Elsa M. Zardini|A. Vargas","Zardini 43657","1995","8","24","South America","Paraguay","San Pedro",NA,"-56.21138","-23.79611",NA,NA,NA,"Yaguareté forest (Sustainable Forest Systems Site). Around aserradero. South side. Cerrado scrub on red, sandy soil.","210.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1029",NA,NA
"30","2008-05-27 22:02:00-03","MO","MOBOT","1164257","PreservedSpecimen","Plantae",NA,NA,NA,"Arecaceae","Acrocomia","hassleri","Acrocomia hassleri","(Barb. Rodr.) W.J. Hahn","4",NA,"A. Henderson (NY)","Elsa M. Zardini|S. Zavala","Zardini 45596","1996","10","30","South America","Paraguay","San Pedro",NA,"-56.21138","-23.79611",NA,NA,NA,"Yaguarete Forest (Sustainable Forest Systems site): around aserradero. Cerrado scrub on red sandy soil.","210.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1078",NA,NA
"31","2008-05-27 22:02:00-03","MO","MOBOT","1164353","PreservedSpecimen","Plantae",NA,NA,NA,"Arecaceae","Acrocomia","hassleri","Acrocomia hassleri","(Barb. Rodr.) W.J. Hahn","4",NA,"A. Henderson (NY)","Elsa M. Zardini|S. Zavala","Zardini 45659","1996","10","30","South America","Paraguay","San Pedro",NA,"-56.11277","-23.80944",NA,NA,NA,"Yaguarete Forest (Sustainable Forest Systems site). Cerrado scrub on red sandy soil.","180.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1079",NA,NA
"32","2017-03-16 11:26:00-03","MO","MOBOT","1226832","PreservedSpecimen","Plantae",NA,NA,NA,"Arecaceae","Acrocomia","hassleri","Acrocomia hassleri","(Barb. Rodr.) W.J. Hahn","4",NA,"A. Henderson (NY)","Elsa M. Zardini|Leongino Guerrero","Zardini 46512","1997","2","26","South America","Paraguay","Amambay",NA,"-56.0105556","-22.6861111",NA,NA,NA,"Parque Nacional Cerro Corá. Buffer zone.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1094",NA,NA
"33","2013-10-15 12:49:00-03","MO","MOBOT","1407631","PreservedSpecimen","Plantae",NA,NA,NA,"Arecaceae","Acrocomia","hassleri","Acrocomia hassleri","(Barb. Rodr.) W.J. Hahn","4",NA,"W. Hahn (NY)","Elsa M. Zardini|S. Ramírez B.","Zardini 51085","1999","9","22","South America","Paraguay","Canindeyú",NA,"-55.28","-24.1836111",NA,NA,NA,"Mbaracayú Natural Reserve administered by Fundación Moisés Bertoni: Aguará Ñú.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1177",NA,NA
"34","2015-05-07 07:12:00-03","MO","MOBOT","1410217","PreservedSpecimen","Plantae",NA,NA,NA,"Arecaceae","Acrocomia","hassleri","Acrocomia hassleri","(Barb. Rodr.) W.J. Hahn","3",NA,"W. Hahn (NY)","Elsa M. Zardini|S. Ramírez B.","Zardini 51378","1999","9","24","South America","Paraguay","Canindeyú",NA,"-55.285","-24.1597222",NA,NA,NA,"Mbaracayú, Natural Reserve administered by Fundación Moisés Bertoni: Aguará-Ñú-Horqueta Mi. On red sandy soil.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1179",NA,NA
"35","2014-03-13 16:35:00-03","MO","MOBOT","1514077","PreservedSpecimen","Plantae",NA,NA,NA,"Arecaceae","Acrocomia","hassleri","Acrocomia hassleri","(Barb. Rodr.) W.J. Hahn","6",NA,"A. Henderson (NY)","Elsa M. Zardini|Idilfo Franco","Zardini 54935","2000","8","28","South America","Paraguay","Canindeyú",NA,"-55.28","-24.1836111",NA,NA,NA,"Aguara Ñu. Cerrado forest and cerrado scrub.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1214",NA,NA
"36","2008-05-27 22:02:00-03","MO","MOBOT","1514095","PreservedSpecimen","Plantae",NA,NA,NA,"Arecaceae","Acrocomia","hassleri","Acrocomia hassleri","(Barb. Rodr.) W.J. Hahn","4",NA,"A. Henderson (NY)","Elsa M. Zardini|Idilfo Franco","Zardini 54953","2000","8","28","South America","Paraguay","Canindeyú",NA,"-55.28","-24.18361",NA,NA,NA,"Aguara Ñu. Cerrado forest and cerrado scrub.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1214",NA,NA
"37","2016-11-15 05:15:00-02","MO","MOBOT","2492331","PreservedSpecimen","Plantae",NA,NA,NA,"Arecaceae","Acrocomia","hassleri","Acrocomia hassleri","(Barb. Rodr.) W.J. Hahn","1",NA,NA,"Antonio C. Krapovickas|R.M. Harley|Carmen L. Cristóbal|Aurelio Schinini","Krapovickas 45931","1994","10","23","South America","Paraguay","Amambay",NA,"-55.7333333","-22.5666667",NA,NA,NA,"Alrededores de Pedro Juan Caballero, ruta 5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2014-11-20 05:44:00-02","MO","MOBOT","2492345","PreservedSpecimen","Plantae",NA,NA,NA,"Arecaceae","Acrocomia","hassleri","Acrocomia hassleri","(Barb. Rodr.) W.J. Hahn",NA,NA,NA,"Belén Jiménez|Griselda Marín O.","Jiménez 1323",NA,NA,NA,"South America","Paraguay","Canindeyú",NA,"-55.41666","-24.08333",NA,NA,NA,"Reserva Nacional del Bosque Mbaracayú",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2016-08-26 09:16:03-03","UFSM","HDCF","6230","S","Plantae",NA,NA,NA,"Arecaceae","Acrocomia","hassleri","Acrocomia hassleri","(Barb. Rodr.) W. J. Hahm",NA,"Folha e bráctea peduncular","Soares, K. P.","Soares, K. P.; Pimenta, R. S.","6","2012","06","08","América","Brasil","Mato Grosso do Sul","Ponta Porã","-55.7256011962891","-22.5361003875732",NA,NA,NA,"Linha do trem",NA,NA,"2012",NA,NA,"06","08","102608","auto",NA,NA,NA
"40","2020-09-12 05:00:02-03","US","US","2121817","PreservedSpecimen","Plantae",NA,"Monocotyledonae","Arecales","Arecaceae","Acanthococos","sericea","Acanthococos sericea","Burret","1",NA,NA,"W. A. Archer & A. Gehrt","36432","1936","8","31","South America - Neotropics","Brazil","Mato Grosso",NA,NA,NA,NA,"US00060230","US00060230_01","Estacao Decervo, Planta Rasteira.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA
"41","2020-09-12 05:00:02-03","US","US","2121818","PreservedSpecimen","Plantae",NA,"Monocotyledonae","Arecales","Arecaceae","Acrocomia","hassleri","Acrocomia hassleri","(Barb. Rodr.)","1",NA,NA,"W. A. Archer & A. Gehrt","122","1936","9","6","South America - Neotropics","Brazil","Mato Grosso",NA,NA,NA,NA,"US00060228","US00060228_01","Boliche secco, campo grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-09-12 05:00:02-03","US","US","2196902","PreservedSpecimen","Plantae",NA,"Monocotyledonae","Arecales","Arecaceae","Acrocomia","hassleri","Acrocomia hassleri","(Barb. Rodr.)","1",NA,NA,"A. Macedo","2614","1950","9","30","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,"US00060229","US00060229_01","Illegible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-09-02 16:20:23-03","Cenargen","CEN","34945","PreservedSpecimen","Plantae",NA,NA,NA,"Arecaceae","Acrocomia","hassleri","Acrocomia hassleri","(Toledo) Lorenzi","1",NA,"E. L. Perez","Eduardo Lleras Perez","2412","1987","09","04",NA,"Brasil","CE","BELA CRUZ","-48.75","-19.283333","Exsicatas","CEN00034945","CEN00034945 CEN00034945_1 CEN00034945_2","15,5 km do encroncamento da BR-153 com Rodovia Prata - Uberlândia.","740","740","2011","-48.75","-19.283333","07",NA,NA,NA,NA,NA,NA
"44","2020-07-23 11:58:11-03","CEPLAC","CEPEC","47555","PreservedSpecimen","Plantae",NA,NA,NA,"Arecaceae","Acrocomia","hassleri","Acrocomia hassleri",NA,NA,NA,"J. Dransfield","R. M. Harley","27165","1988","12","13",NA,"Brasil","Bahia","RIO DE CONTAS","-41.916667","-13.533333",NA,NA,NA,"Pico das Almas. Vertente leste, estrada Faz. Brumadinho-Faz. Silvina.",NA,NA,NA,"41W55'0","13S32'0",NA,NA,NA,NA,NA,NA,"30/12/1995"
"45","2020-11-20 17:59:23-03","UFMT","UFMT","34381","S","Plantae",NA,NA,NA,"Arecaceae","Acrocomia","hassleri","Acrocomia hassleri","(Barb. Rodr.) W.J. Hahn.",NA,"Doação BIRD/PRODEAGRO/SEPLAN-MT.; Palmeira acaule, frutos castanho.; Savana arborizada (cerrado aberto), com palmeiras abundantes no estrato herbáceo.",NA,"Souza, V.C.; Souza, J.P.; Duarte, A.R.; Mazine, F.F.","14084","1997","03","14",NA,"Brasil","Mato Grosso","São Félix do Araguaia","-50.943972","-11.580528",NA,"UFMT00034381",NA,"Estrada São Félix do Araguaia- Alto Boa Vista cerca 36 Km de São Félix do Araguaia .",NA,NA,NA,"-50.943972","-11.580528",NA,NA,NA,NA,NA,NA,NA
