"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","occurrenceRemarks","barcode","imagecode","locality","identifiedBy","year","month","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","1173362","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","repens","Paspalum repens","P.J. Bergius","M. G. da Silva","826","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400143' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173362","NY01173362_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1173070","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","repens","Paspalum repens","P.J. Bergius","S. H. K. Keel","323","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400065' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173070","NY01173070_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1173092","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","repens","Paspalum repens","P.J. Bergius","W. A. Rodrigues","752","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1401967' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173092","NY01173092_01","Rio Negro, Arquipélago de Anavilhanas. Margem alagada do rio; na beira de ilha; muito comum durante a época da enchente do rio.",NA,"1958","12","22","Novo Airão","-60.8158493","-2.6292723",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1173088","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","repens","Paspalum repens","P.J. Bergius","G. T. Prance","16831","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1401965' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173088","NY01173088_01","Rio Solimões, path along bank between Leticia and El Marco.","C. E. Calderón","1973","07","24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","764106","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","repens","Paspalum repens","P.J. Bergius","M. B. Casari","478","South America","Brazil","Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=113216' target='other'> <mi>dwc_moreinfo</mi></a>","NY00764106","NY00764106_01","La. Feia, Canto do Toco",NA,"1981","03","10","Campos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","778449","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","repens","Paspalum repens","P.J. Bergius","M. Borgo","613","South America","Brazil","São Paulo","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=794287' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778449","NY00778449_01","Rio Ribeira.","I. I. Boldrini","2000","02","09","Iguape","-47.55","-24.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1173084","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","repens","Paspalum repens","P.J. Bergius","S. A. Mori","21719","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1401962' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173084","NY01173084_01","Rio Solimões, Paraná do Mamuri; near Lago Janauacá; várzea.&nf;Common in grass meadows along Solimões River.","G. Davidse","1991","07","15",NA,"-60.283333","-3.466667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1173082","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","repens","Paspalum repens","P.J. Bergius","T. C. Plowman","9914","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400761' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173082","NY01173082_01","Banks of the Rio Tocantins, upriver 1-5km from Represa Tucuruí.",NA,"1980","03","22","Tucuruí","-49.6353292","-3.8753925","30","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1173079","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","repens","Paspalum repens","P.J. Bergius","S. Tsugaru","B-809","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400101' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173079","NY01173079_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1173369","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","repens","Paspalum repens","P.J. Bergius","P. von Luetzelburg","21333","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400076' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173369","NY01173369_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","764107","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","repens","Paspalum repens","P.J. Bergius","J. P. P. Carauta","3786","South America","Brazil","Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=113217' target='other'> <mi>dwc_moreinfo</mi></a>","NY00764107","NY00764107_01","Santo Antônio de Pádua, Aperibé, nas pedras do leito do Rio Pomba",NA,"1981","04","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","764108","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","repens","Paspalum repens","P.J. Bergius","M. B. Casari","478","South America","Brazil","Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=113211' target='other'> <mi>dwc_moreinfo</mi></a>","NY00764108","NY00764108_01","Lagoa Feia, Canto do Toco","M. Casari","1981","03","10","Campos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1173080","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","repens","Paspalum repens","P.J. Bergius","T. C. Plowman","12573","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1401959' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173080","NY01173080_01","Lago Tefé, mouth of Rio Bauana; forming large mats in open estuary. Growing with #12574.","G. Davidse","1982","12","13","Tefé","-64.7114028930664","-3.35417008399963",NA,NA,"340205","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00895914","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","repens","Paspalum repens","P.J. Bergius","G. Schaller","249","South America","Brazil","Mato Grosso","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968643' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895914","NY00895914_01","Pantanal. Transpantanal Highway. Fazenda Jofre.","G. Davidse","1978","11","02","Poconé","-56.6227989196777","-16.2567005157471",NA,NA,"200792","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1173089","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","repens","Paspalum repens","P.J. Bergius","B. W. P. de Albuquerque","140","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400088' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173089","NY01173089_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1173083","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","repens","Paspalum repens","P.J. Bergius","G. T. Prance","30433","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1401961' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173083","NY01173083_01","Marajó, Rio Mocoões, a 2 Km acima de Anajás. Floresta de várzea inundada.","G. Davidse","1987","11","12",NA,"-49.933333","-0.95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1173366","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","repens","Paspalum repens","P.J. Bergius","J. R. Swallen","5104","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400792' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173366","NY01173366_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1173076","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","repens","Paspalum repens","P.J. Bergius","S. Tsugaru","B-871","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400107' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173076","NY01173076_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1173071","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","repens","Paspalum repens","P.J. Bergius","G. Davidse","18130","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1401956' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173071","NY01173071_01","Rio Quatipuru, in vicinity of Miraselvas, ca. 30 Km by road west of Bragança. Margin of river; upper portion of culms floating; forming large colonies.","G. Davidse","1980","04","09","Capanema","-46.983333","-1.066667","50","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00895940","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","repens","Paspalum repens","P.J. Bergius","J. R. Swallen","9570","South America","Brazil","Mato Grosso do Sul","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=968648' target='other'> <mi>dwc_moreinfo</mi></a>","NY00895940","NY00895940_01","Porto Esperança, Territory of Ponta Pora. Margin of Rio Paraguay",NA,"1946","06","26","Corumbá","-57.6531","-19.0094",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1173073","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","repens","Paspalum repens","P.J. Bergius","E. A. Goeldi","120","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400756' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173073","NY01173073_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","764105","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","repens","Paspalum repens","P.J. Bergius","D. S. D. de Araújo","s.n.","South America","Brazil","Rio de Janeiro","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=113215' target='other'> <mi>dwc_moreinfo</mi></a>","NY00764105","NY00764105_01","Lagoa Feia, próx. a Lagoa da Samambaia",NA,"1979","06","07","Campos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1173068","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","repens","Paspalum repens","P.J. Bergius","G. T. Prance","13764","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1401954' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173068","NY01173068_01","Rio Purus; Lago Preto, 2 Km north of Lábrea; lake margins.","E. C. Tenório","1971","06","26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1173075","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","repens","Paspalum repens","P.J. Bergius","J. Jangoux","1577","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400749' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173075","NY01173075_01","Rio Amazonas, entre Alenquer e rio Curuá.",NA,"1981","07",NA,NA,"-54.83","-1.92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2016-09-30 02:18:00-03","NY","NYBG","1173090","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","repens","Paspalum repens",NA,"G. Marlier","s.n.","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400148' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173090","NY01173090_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1173078","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","repens","Paspalum repens","P.J. Bergius","S. Tsugaru","B-809","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400059' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173078","NY01173078_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1173081","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","repens","Paspalum repens","P.J. Bergius","M. G. da Silva","3071","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1401960' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173081","NY01173081_01","Rio Tocantins, Jatobal, Estação da antiga estrada de ferro de Tucuruí; solo arenoso.",NA,"1977","05","04","Jacundá","-49.3927664","-4.6157373",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1173069","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","repens","Paspalum repens","P.J. Bergius","G. T. Prance","13373","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1401955' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173069","NY01173069_01","Rio Purus between Aiapuá and Moibanda",NA,"1971","06","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1173086","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","repens","Paspalum repens","P.J. Bergius","E. Lleras","16828","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400102' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173086","NY01173086_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1173085","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","repens","Paspalum repens","P.J. Bergius","C. A. Cid Ferreira","2417","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1401963' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173085","NY01173085_01","Rio Trombetas, margem esquerda, lago Iripixi. Mata de igapó, solo mal drenado.","G. Davidse","1980","09","12","Oriximiná","-55.8319992","-1.7682579",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","764110","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","repens","Paspalum repens","P.J. Bergius","J. Revilla","s.n.","South America","Peru","Loreto","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=113213' target='other'> <mi>dwc_moreinfo</mi></a>","NY00764110",NA,"Distrito: Iquitos; Río Itaya, Moena Caño, 4 km de Iquitos","G. Davidse","1976","04","01","Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","1173074","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","repens","Paspalum repens","P.J. Bergius","S. R. Hill","13039","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1401958' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173074","NY01173074_01","Ilha Tupinambarana, paraná Urariá, white water, between rio Abacaxis and rio Paraconi, várzea; a component of the floating riverside and island grass mats.","G. Davidse","1983","07","09",NA,"-58.5","-3.833333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2016-09-28 14:41:00-03","NY","NYBG","764109","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","repens","Paspalum repens",NA,"Á. L. Cabrera","7145","South America","Argentina","Buenos Aires","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=113218' target='other'> <mi>dwc_moreinfo</mi></a>","NY00764109",NA,"Partido de San Nicolás: San Nicolás",NA,"1941","03","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","195663","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","repens","Paspalum repens","P.J. Bergius","W. de Jong","30","South America","Peru","Loreto",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=535090' target='other'> <mi>dwc_moreinfo</mi></a>","NY00195663",NA,"Santa Rosa, Ucayali River","G. Davidse","1987","04","12","Requena","-73.75","-4.92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","1173087","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","repens","Paspalum repens","P.J. Bergius","B. W. Nelson","1161","South America","Brazil","Amazonas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1401964' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173087","NY01173087_01","Lago Calado.-Lago Calado; vegetation of flooded varzea lake.Dominant component of most floating meadows.",NA,"1981","05","23","Manacapurú","-60.6206","-3.29972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","1173365","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Paspalum","repens","Paspalum repens","P.J. Bergius","J. R. Swallen","5104","South America","Brazil","Pará","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400793' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173365","NY01173365_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
