"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","month","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","year","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","411890","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Fridericia","caudigera",NA,"Fridericia caudigera","(S.Moore) L.G.Lohmann",NA,"A. H. Gentry","50108","02","South America","Brazil","29 km W of Crato CE-090, mata vegetation on N slope of Chapada do Araripe.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=582858' target='other'> <mi>dwc_moreinfo</mi></a>","NY00411890","NY00411890_01","1985","15","Ceará","Santana do Cariri","-39.83","-7.25","700","730",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","411885","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Fridericia","caudigera",NA,"Fridericia caudigera","(S.Moore) L.G.Lohmann",NA,"G. G. Hatschbach","15744","01","South America","Brazil","Serra dos Dourados, by road from Umuarama to Icaraima.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=582851' target='other'> <mi>dwc_moreinfo</mi></a>","NY00411885","NY00411885_01","1967","19","Paraná","Umuarama","-53.325","-23.7664",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","411888","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Bignoniaceae","Fridericia","caudigera",NA,"Fridericia caudigera","(S.Moore) L.G.Lohmann",NA,"G. G. Hatschbach","40531","12","South America","Brazil","Rio S. Francisco Falso","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=582852' target='other'> <mi>dwc_moreinfo</mi></a>","NY00411888","NY00411888_01","1977","08","Paraná","Santa Helena","-54.3328","-24.8606",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-01-06 11:41:57-03","UFPI-MRV","HDELTA","6173","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Fridericia","caudigera",NA,"Fridericia caudigera","(S.Moore) L.G.Lohmann",NA,"Araújo, L.S.; Lemos, J.R.","2","03",NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll> cipó de escada","HDELTA006173",NA,"2018","03","Piauí","Brasileira","-41.7811012268066","-4.13166999816895",NA,NA,"Santos, D.A.","2019","11","14","51782","auto",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-12-15 11:14:30-03","FUNED","FUNED-POL","3604","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Arrabidaea","coleocalyx",NA,"Arrabidaea coleocalyx",NA,NA,"Sandra Matoso",NA,NA,NA,"Brasil","Mapa do Paraiso-Viçosa",NA,NA,"POL003604","POL003604_p01 POL003604_p02 POL003604_p03 POL003604_p04 POL003604_p05 POL003604_p06 POL003604_p07 POL003604_p08",NA,NA,"MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:35:27-03","EAO","IAN","53273","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Bignoniaceae","Arrabidaea","coleocalyx",NA,"Arrabidaea coleocalyx","Bureau & K. Schum.",NA,"Rojas, T","13075",NA,NA,"Paraguai","Jardim Botânico.",NA,NA,"IAN053273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2013-07-03 10:35:03-03","EBDA","BAH","7359","S","Plantae",NA,NA,"Bignoniaceae","Arrabidaea","coleocalyx",NA,"Arrabidaea coleocalyx","Bureau & K.Schum.",NA,"M. Messias Santos","122","07",NA,"Brasil","Estrada Teixeira de Freitas/Prado.",NA,"Cipó; flor tabulosa, corola gamopétala de cor carmim, possui gavinhas, folhas grandes.",NA,NA,"1984","28","Bahia","Alcobaça","-39.566667","-17.5","80","80","Marli Pires","1986","07",NA,NA,NA,"39W 34' 00","17S 30' 00",NA,NA,NA,NA,NA,NA
"18","2021-03-02 16:28:40-03","CPAN-UFMS","COR","5910","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Fridericia","caudigera",NA,"Fridericia caudigera","(S.Moore) L.G.Lohmann",NA,"Damasceno-Júnior, G. A.; Ishii, I. H. & Gonçalves, P. V.","2000","10",NA,"Brasil","Fazenda São Marcelo; rancho do Sr. Buguinho e arredores; mata semidecídua do córrego Bandalta",NA,"Trepadeira; flor lilás Habito: Trepadeira",NA,NA,"2000","26","Mato Grosso do Sul","Corumbá","-57.584722","-19.198889","800","800","Assis, M. A.",NA,NA,NA,NA,NA,"57º35'5''W","19º11'56''S",NA,NA,NA,NA,NA,NA
"19","2020-11-26 18:07:20-03","CPAN-UFMS","COR","65","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Fridericia","caudigera",NA,"Fridericia caudigera","(S.Moore) L.G.Lohmann",NA,"Conceição, C. A.","1319","04",NA,"Brasil","Fazenda Carandá",NA,"Flor lilás",NA,NA,"1983","04","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-11-26 18:07:20-03","CPAN-UFMS","COR","8610","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Fridericia","caudigera",NA,"Fridericia caudigera","(S.Moore) L.G.Lohmann",NA,"Damasceno Junior, G.A.; Nakajima, J.N.; Romero, R. Pott, V.J.","3120","11",NA,"Brasil","Reserva indígena Guató - Trilha do Carandá. Mata semidecidua; argiloso; plano ondulado (morro).",NA,"Com Flor: lilás",NA,NA,"2001","26","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561",NA,NA,"Assis, M.A.",NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-10-09 11:11:46-03","UFBA","ALCB","17761","PreservedSpecimen","Plantae","Dicotyledon",NA,"Bignoniaceae","Fridericia","caudigera",NA,"Fridericia caudigera","(S.Moore) L.G.Lohmann",NA,"Santos, MM dos","122","07","Southern America","Brasil","Estrada de cor carmim, possui gavinhas, folha grande.",NA,"flor tabulosa, corola gamopetala de cor carmim, possui gavinhas, folha grande.; Secundária. Densa. Solo argilo-arenoso. Relevo forte ondulado",NA,NA,"1984","28","Bahia","Alcobaça","-39.566667","-17.5","80","80","Pires, M","1986","07",NA,NA,NA,"-39.566667","-17.5",NA,NA,NA,NA,NA,NA
"22","2020-02-08 09:30:03-03","NBC","NL-BOTANY","L.2813715","PreservedSpecimen","Plantae",NA,"Lamiales","Bignoniaceae","Arrabidaea","caudigera",NA,"Arrabidaea caudigera","(S.Moore) A.H.Gentry",NA,"Zardini EM; Velásquez C",NA,"12","Southern America","Paraguay","Cordillera de Ybytyruzú",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2813715 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2813715","NL-L2813715","1988","17","Guairá",NA,"-56.25","-25.916667",NA,NA,"Gentry AH",NA,NA,NA,NA,NA,"-56.25","-25.916667","Magnoliopsidae","L 0254707",NA,NA,NA,NA
"23","2020-02-08 09:30:03-03","NBC","NL-BOTANY","L.2813716","PreservedSpecimen","Plantae",NA,"Lamiales","Bignoniaceae","Arrabidaea","caudigera",NA,"Arrabidaea caudigera","(S.Moore) A.H.Gentry",NA,"Hassler E",NA,"01","Southern America","Paraguay","Plantae Paraguarienses. Paraguaria Centralis: In regione lacus Ypacaray.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2813716 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2813716","NL-L2813716","1913","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"24","2020-02-08 09:30:03-03","NBC","NL-BOTANY","L.2813717","PreservedSpecimen","Plantae",NA,"Lamiales","Bignoniaceae","Arrabidaea","caudigera",NA,"Arrabidaea caudigera","(S.Moore) A.H.Gentry",NA,"Fiebrig K",NA,"01","Southern America","Paraguay","N. Paraguay: Zwischen Rio Apa und Rio Aquidaban. Villa Sana.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2813717 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2813717","NL-L2813717","1908","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"25","2020-02-08 09:30:03-03","NBC","NL-BOTANY","L.2813718","PreservedSpecimen","Plantae",NA,"Lamiales","Bignoniaceae","Arrabidaea","caudigera",NA,"Arrabidaea caudigera","(S.Moore) A.H.Gentry",NA,"Fiebrig K",NA,"11","Southern America","Paraguay","Plantae Paraguayenses. Cordillera de Altos.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2813718 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2813718","NL-L2813718","1902","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"26","2020-02-08 09:30:03-03","NBC","NL-BOTANY","U.1155449","PreservedSpecimen","Plantae",NA,"Lamiales","Bignoniaceae","Arrabidaea","caudigera",NA,"Arrabidaea caudigera","(S.Moore) A.H.Gentry",NA,"Simonis JE; Pérez de Molas LF; Hahn WJ; Duré R",NA,"03","Southern America","Paraguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1155449 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1155449","NL-U1155449","1983","16","Caaguazú",NA,NA,NA,NA,NA,"Gentry AH","1983","11","01",NA,NA,NA,NA,"Magnoliopsidae","U 0141822",NA,NA,NA,NA
"27","2020-02-08 09:30:03-03","NBC","NL-BOTANY","U.1155450","PreservedSpecimen","Plantae",NA,"Lamiales","Bignoniaceae","Arrabidaea","caudigera",NA,"Arrabidaea caudigera","(S.Moore) A.H.Gentry",NA,"Bernardi M",NA,"12","Southern America","Paraguay","Amambay.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1155450 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1155450","NL-U1155450","1978","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"28","2020-02-08 09:30:03-03","NBC","NL-BOTANY","U.1155451","PreservedSpecimen","Plantae",NA,"Lamiales","Bignoniaceae","Arrabidaea","caudigera",NA,"Arrabidaea caudigera","(S.Moore) A.H.Gentry",NA,"Bernardi M",NA,"12","Southern America","Paraguay","Amamabay.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1155451 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1155451","NL-U1155451","1978","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"29","2020-02-08 09:30:03-03","NBC","NL-BOTANY","U.1155452","PreservedSpecimen","Plantae",NA,"Lamiales","Bignoniaceae","Arrabidaea","caudigera",NA,"Arrabidaea caudigera","(S.Moore) A.H.Gentry",NA,"Woolston AL",NA,"12","Southern America","Paraguay","Depto. San Pedro, Alto Paraguay: Primavera. Open low woodland.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1155452 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1155452","NL-U1155452","1958","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"30","2020-02-08 09:30:03-03","NBC","NL-BOTANY","U.1155453","PreservedSpecimen","Plantae",NA,"Lamiales","Bignoniaceae","Arrabidaea","caudigera",NA,"Arrabidaea caudigera","(S.Moore) A.H.Gentry",NA,"Mexia YEJ",NA,"11","Southern America","Brazil","State of Minas Geraes. Vicosa. Fazenda do Deserto; Morro das Pocas; streamside.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1155453 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1155453","NL-U1155453","1930","28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"31","2020-02-08 09:30:03-03","NBC","NL-BOTANY","U.1155454","PreservedSpecimen","Plantae",NA,"Lamiales","Bignoniaceae","Arrabidaea","caudigera",NA,"Arrabidaea caudigera","(S.Moore) A.H.Gentry",NA,"Woolston AL",NA,"11","Southern America","Paraguay","Depto. San pedro, Alto Paraguay: Primavera. High Campo.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1155454 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1155454","NL-U1155454","1960","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"32","2020-02-08 09:30:03-03","NBC","NL-BOTANY","U.1155455","PreservedSpecimen","Plantae",NA,"Lamiales","Bignoniaceae","Arrabidaea","caudigera",NA,"Arrabidaea caudigera","(S.Moore) A.H.Gentry",NA,"Bernardi M",NA,"01","Southern America","Paraguay","in relictis nemorosis circa Capitan Bado, Amambay.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1155455 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1155455","NL-U1155455","1979","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"33","2020-02-08 09:30:03-03","NBC","NL-BOTANY","U.1155456","PreservedSpecimen","Plantae",NA,"Lamiales","Bignoniaceae","Arrabidaea","caudigera",NA,"Arrabidaea caudigera","(S.Moore) A.H.Gentry",NA,"Hatschbach GG; Haas JH de",NA,"01","Southern America","Brazil","Brasiliae Australis. Hab. Est. Parana. Serra dos Dourados, by road Umuarama - Icaraima.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1155456 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1155456","NL-U1155456","1966","19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"34","2020-02-08 09:30:03-03","NBC","NL-BOTANY","U.1155457","PreservedSpecimen","Plantae",NA,"Lamiales","Bignoniaceae","Arrabidaea","caudigera",NA,"Arrabidaea caudigera","(S.Moore) A.H.Gentry",NA,"Rojas T",NA,"12","Southern America","Paraguay","Chaco Paraguayo, Fuerta olimpo.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1155457 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1155457","NL-U1155457","1946","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"35","2020-02-08 09:30:03-03","NBC","NL-BOTANY","U.1155458","PreservedSpecimen","Plantae",NA,"Lamiales","Bignoniaceae","Arrabidaea","caudigera",NA,"Arrabidaea caudigera","(S.Moore) A.H.Gentry",NA,"Simonis JE; Pérez de Molas LF; Hahn WJ; Duré R",NA,"03","Southern America","Paraguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1155458 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1155458","NL-U1155458","1983","19","Amambay",NA,NA,NA,NA,NA,"Gentry AH","1983","11","01",NA,NA,NA,NA,"Magnoliopsidae","U 0141823",NA,NA,NA,NA
"36","2021-03-31 10:25:56-03","UFPI","TEPB","19889","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Arrabidaea","caudigera",NA,"Arrabidaea caudigera","(S.Moore) A. H. Gentry",NA,"CHAVES, E. M. F.","268","05",NA,"Brasil","Várzea",NA,"Liana, 2m, trepadeira, flor branca, frequencia baixa, substrato arenoso Ambiente: Carrasco",NA,NA,"2003","03","Piauí","Cocal","-41.573611","-3.501667","150","150","Marco Antônio de Assis","2004","02","04",NA,NA,"41°34'25W","03°30'06S",NA,NA,NA,NA,NA,NA
"37","2015-07-02 14:01:10-03","JBP","HPL","1755","S","Plantae",NA,NA,"Bignoniaceae","Fridericia","caudigera",NA,"Fridericia caudigera","(S.Moore) L.G.Lohmann",NA,"E.R. Salviani & H. Lorenzi","444","08",NA,"Brasil","Coletado em cerrado para loteamento.",NA,NA,NA,NA,"1999","05","SP","Mogi Mirim","-46.95","-22.43",NA,NA,"V.C. Souza","2013","05","20","19575","auto",NA,NA,NA,NA,NA,NA,NA,NA
"38","2015-07-02 14:01:10-03","JBP","HPL","1764","S","Plantae",NA,NA,"Bignoniaceae","Fridericia","caudigera",NA,"Fridericia caudigera","(S.Moore) L.G.Lohmann",NA,"E.R. Salviani & H. Lorenzi","1498","06",NA,"Brasil","Sentido Ubajara-Tianguá-CE.",NA,NA,NA,NA,"2000","28","CE","Tianguá","-40.9917","-3.73222",NA,NA,"V.C. Souza","2013","05","20","36695","auto",NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-02-15 11:34:55-02","IPA","IPA","8456","S","Plantae","Plantae",NA,"Bignoniaceae","Arrabidaea","coleocalyx",NA,"Arrabidaea coleocalyx","Bureau & K. Schum.",NA,"Ducke, A.","2529","03","Southern America","Brasil","(arredores de Fortaleza) Maracanaú.",NA,"Cipó grande; corola rubro-violacea.; Mata ciliar do Rio Pau Serrado.","IPA0008456",NA,"1956","03","Ceará",NA,NA,NA,NA,NA,"Sandwich","1956",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-20 21:16:11-03","UFV","VIC","1033","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Fridericia","caudigera",NA,"Fridericia caudigera","(S.Moore) L.G.Lohmann",NA,"Mexia, Y.","5373","11",NA,"Brasil","Morro das Poças, Altitude de 715 metros.",NA,"Trepadeira lenhosa, escalando árvore de 18 metros de altura. Flores róseo-lilás.","VIC001033","VIC001033","1930","28","Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,"Sandwith",NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-20 21:16:11-03","UFV","VIC","9447","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Fridericia","caudigera",NA,"Fridericia caudigera","(S.Moore) L.G.Lohmann",NA,"Soares, M.F.","163","12",NA,"Brasil","Campus da UFV, Localizada 100 metros após o término do asfalto depois da pocilga.",NA,"Trepadeira, flores rosas com tubo internamente branco.","VIC009447","VIC009447","1985","20","Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,"Lopes, M.M.M.","2003","09","01","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-20 21:16:11-03","UFV","VIC","30078","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Fridericia","caudigera",NA,"Fridericia caudigera","(S.Moore) L.G.Lohmann",NA,"Carvalho, E.O.; Lopes, M.M.M.","18","12",NA,"Brasil","Campus da UFV, Mata do Paraíso, aceiro pela esquerda (23K 0723276 7698523).",NA,"Trepadeira; flores rosas. Floram coletados visitantes florais.","VIC030078","VIC030078","2002","07","Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-20 21:16:11-03","UFV","VIC","2660","PreservedSpecimen","Plantae",NA,NA,"Bignoniaceae","Fridericia","caudigera",NA,"Fridericia caudigera","(S.Moore) L.G.Lohmann",NA,"Kuhlmann, J.G.","s.n.","06",NA,"Brasil","E. S. A. V.",NA,NA,"VIC002660","VIC002660","1935","19","Minas Gerais","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,"Lopes, M.M.M.","2005","06","08","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA
