"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","identifiedBy","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","coordinatePrecision","geoFlag"
"11","2020-02-08 10:24:14-03","NBC","NL-BOTANY","U.1424796","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","schippii","Ficus schippii","Standl.","VEN; Sobrevila C",NA,"1978","11","29","Southern America","Venezuela","Miranda",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1424796 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1424796","NL-U1424796","Magnoliopsidae",NA,NA,"U 0024913","Berg CC","1983","05","01",NA,NA,NA,NA
"12","2020-02-08 10:24:14-03","NBC","NL-BOTANY","U.1424797","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","schippii","Ficus schippii","Standl.","Steyermark JA",NA,"1966","03","30","Southern America","Venezuela","Carabobo",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1424797 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1424797","NL-U1424797","Magnoliopsidae",NA,NA,"U 0024916","Vázquez Avila MD",NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 10:24:14-03","NBC","NL-BOTANY","U.1424798","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","schippii","Ficus schippii","Standl.","Revilla J",NA,"1977","05","14","Southern America","Peru","Loreto",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1424798 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1424798","NL-U1424798","Magnoliopsidae",NA,NA,"U 0024917","Vázquez Avila MD",NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 10:24:14-03","NBC","NL-BOTANY","U.1424799","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","schippii","Ficus schippii","Standl.","Gentry AH",NA,"1979","02","21","Southern America","Peru","Loreto",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1424799 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1424799","NL-U1424799","Magnoliopsidae",NA,NA,"U 0024878","Vázquez Avila MD",NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 10:24:14-03","NBC","NL-BOTANY","U.1424800","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","schippii","Ficus schippii","Standl.","León H; et al.",NA,"1986","06","06","Southern America","Colombia","Nariño",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1424800 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1424800","NL-U1424800","Magnoliopsidae",NA,NA,"U 0024879","Berg CC",NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 10:24:14-03","NBC","NL-BOTANY","U.1424801","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","schippii","Ficus schippii","Standl.","Díaz Santibanez C",NA,"1979","09","15","Southern America","Peru","Loreto",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1424801 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1424801","NL-U1424801","Magnoliopsidae",NA,NA,"U 0024880","Vázquez Avila MD",NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 10:24:14-03","NBC","NL-BOTANY","U.1424802","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","schippii","Ficus schippii","Standl.","Forero E",NA,"1979","04","23","Southern America","Colombia","Chocó",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1424802 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1424802","NL-U1424802","Magnoliopsidae",NA,NA,"U 0024887","Berg CC","1980","04","01",NA,NA,NA,NA
"18","2020-02-08 10:24:14-03","NBC","NL-BOTANY","U.1424803","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","schippii","Ficus schippii","Standl.","Forero E",NA,"1979","03","28","Southern America","Colombia","Chocó",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1424803 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1424803","NL-U1424803","Magnoliopsidae",NA,NA,"U 0024888","Berg CC","1980","04","01",NA,NA,NA,NA
"19","2020-02-08 10:24:14-03","NBC","NL-BOTANY","U.1424804","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","schippii","Ficus schippii","Standl.","Forero E",NA,"1979","04","01","Southern America","Colombia","Chocó",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1424804 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1424804","NL-U1424804","Magnoliopsidae",NA,NA,"U 0024886","Berg CC","1980","04","01",NA,NA,NA,NA
"20","2020-02-08 10:24:14-03","NBC","NL-BOTANY","U.1424805","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","schippii","Ficus schippii","Standl.","Forero E",NA,"1977","02","24","Southern America","Colombia","Chocó",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1424805 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1424805","NL-U1424805","Magnoliopsidae",NA,NA,"U 0024884",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-02-08 10:24:14-03","NBC","NL-BOTANY","U.1424807","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","schippii","Ficus schippii","Standl.","Davidson C; Jones J",NA,"1979","12","09","Southern America","Peru","Loreto",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1424807 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1424807","NL-U1424807","Magnoliopsidae",NA,NA,"U 0024882","Berg CC","1980","08","01",NA,NA,NA,NA
"22","2020-02-08 10:24:14-03","NBC","NL-BOTANY","U.1424808","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","schippii","Ficus schippii","Standl.","Berg CC",NA,"1988","08","02","Southern America","Peru","Cuzco",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1424808 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1424808","NL-U1424808","Magnoliopsidae",NA,NA,"U 0024876","Berg CC",NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 10:24:14-03","NBC","NL-BOTANY","U.1424976","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","schippii","Ficus schippii","Standl.","Berg CC",NA,"1983","05","19","Southern America","Venezuela","Aragua",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1424976 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1424976","NL-U1424976","Magnoliopsidae",NA,NA,"U 0024877","Berg CC","1984","09","01",NA,NA,NA,NA
"24","2020-02-08 10:24:14-03","NBC","NL-BOTANY","U.1424977","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","schippii","Ficus schippii","Standl.","Flora Falcon",NA,"1979","01","27","Southern America","Venezuela","Falcón",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1424977 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1424977","NL-U1424977","Magnoliopsidae",NA,NA,"U 0024351","Berg CC","2010","02","19",NA,NA,NA,NA
"25","2020-02-08 10:24:14-03","NBC","NL-BOTANY","U.1424978","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","schippii","Ficus schippii","Standl.","Flora Falcon",NA,"1979","01","27","Southern America","Venezuela","Falcón",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1424978 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1424978","NL-U1424978","Magnoliopsidae",NA,NA,"U 0024362","Berg CC","2010","07","19",NA,NA,NA,NA
"26","2020-02-08 10:24:14-03","NBC","NL-BOTANY","U.1424979","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","schippii","Ficus schippii","Standl.","Flora Falcon",NA,"1979","05","23","Southern America","Venezuela","Falcón",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1424979 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1424979","NL-U1424979","Magnoliopsidae",NA,NA,"U 0024352","Berg CC","2010","07","19",NA,NA,NA,NA
"27","2020-02-08 10:24:14-03","NBC","NL-BOTANY","U.1424980","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","schippii","Ficus schippii","Standl.","Forero E",NA,"1980","03","10","Southern America","Colombia","Chocó",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1424980 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1424980","NL-U1424980","Magnoliopsidae",NA,NA,"U 0024914","Vázquez Avila MD",NA,NA,NA,NA,NA,NA,NA
"28","2020-02-08 10:24:14-03","NBC","NL-BOTANY","U.1424981","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","schippii","Ficus schippii","Standl.","Steyermark JA",NA,"1972","06","19","Southern America","Venezuela","Yaracuy",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1424981 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1424981","NL-U1424981","Magnoliopsidae",NA,NA,"U 0024881","Berg CC",NA,NA,NA,NA,NA,NA,NA
"29","2020-02-08 10:24:14-03","NBC","NL-BOTANY","U.1424982","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","schippii","Ficus schippii","Standl.","Forero E",NA,"1980","03","10","Southern America","Colombia","Chocó",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1424982 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1424982","NL-U1424982","Magnoliopsidae",NA,NA,"U 0024915","Berg CC",NA,NA,NA,NA,NA,NA,NA
"30","2020-02-08 10:24:14-03","NBC","NL-BOTANY","U.1433095","PreservedSpecimen","Plantae",NA,"Rosales","Moraceae","Ficus","schippii","Ficus schippii","Standl.","Krukoff BA",NA,"1933","06","17","Southern America","Brazil","Amazonas",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1433095 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1433095","NL-U1433095","Magnoliopsidae",NA,NA,"U 0023699","Berg CC","1979","03","01",NA,NA,NA,NA
"31","2020-12-21 16:35:59-03","MBM","MBM","58547","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standley","Trujillo, B.; et al.; et al.","14492",NA,NA,NA,"Southern America","Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM058547",NA,NA,NA,NA,NA,"Berg, C.C.",NA,NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:35:59-03","MBM","MBM","78664","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standley","Forero, E.; et al.; et al.","4174",NA,NA,NA,"Southern America","Colombia",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM078664","MBM078664",NA,NA,NA,NA,"Berg, C.C.",NA,NA,NA,NA,NA,NA,NA
"33","2015-09-04 18:18:48-03","MNHN","RECOLNAT_MNHN_P","P00756634","PreservedSpecimen",NA,NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Pittier, H.",NA,"1917","5","6",NA,"Venezuela",NA,NA,"La Quesera above Caracas",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00756634' target='other'> <mi>dwc_moreinfo</mi></a>","P00756634","P00756634_01",NA,NA,NA,NA,"Berg",NA,NA,NA,"7133",NA,NA,NA
"34","2015-09-05 11:43:34-03","MNHN","RECOLNAT_MNHN_P","P06753384","PreservedSpecimen",NA,NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Aguila, L.T.R.",NA,"1968","5","14",NA,"Peru",NA,NA,"Bella Tingo María, distr. Rupa-Rupa, depto Huánuco, prov. Leoncio Prado. Peru",NA,NA,"672",NA,"hb",". . This tree, given field number 193-TM, was visited periodically to obtain complete herbarium material which was determinated and distributed by Field Museum of Natural History. The tree was them felled to obtain wood specimens for testing and distribution by U.S. Forest Products Laboratory. The material was collected by Servicio Forestal y de Caza, Lima, Peru, under U.S. Public Law 480, Proj. S8, FS,1 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p06753384' target='other'> <mi>dwc_moreinfo</mi></a>","P06753384","P06753384_01",NA,NA,NA,NA,NA,NA,NA,NA,"31",NA,NA,NA
"35","2010-02-09 21:32:00-02","MO","MOBOT","3083708","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Enrique Forero|Roberto Jaramillo M.|Luis E. Forero|Nelly Hernández","Forero 4174","1979","3","28","South America","Colombia","Chocó",NA,"Hoya del Rio San Juan. Quebrada El Quicharo, afluente del rio San Juan. Ca. 5 m alt. ca.","-77.13333","4.16666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Berg",NA,NA,NA,NA,NA,NA,NA
"36","2010-02-09 16:13:00-02","MO","MOBOT","2599472","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Enrique Forero|Roberto Jaramillo M.","Forero 4435","1979","4","1","South America","Colombia","Chocó",NA,"Hoya el Rio San Juan. quebrada La Sierpe, afluente del Rio San Juan.","-77.16666","4.16666","5.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"A. Gentry",NA,NA,NA,NA,NA,NA,NA
"37","2011-04-24 17:08:00-03","MO","MOBOT","100369021","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Manuel J. Macía|Romel Montúfar|Comunidad Huaorani de Tiputini","Macía 1649","1997","9","30","South America","Ecuador","Orellana",NA,"Parque Nacional Yasuní. Carretera Pompeya Sur - Iro Km 32,4. En territorio de la comunidad Huaorani de Tiputini. Parcela temporal de muestreo (0.1 ha) Nº 12.","-76.4559667","-0.6001333","250.00000000","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"M. J. Macía",NA,NA,NA,"97-12","2",NA,NA
"38","2014-06-16 20:27:00-03","MO","MOBOT","3075487","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Carlos Morales|Diego Reyes","Morales 1971","2006","10","7","South America","Ecuador","Zamora-Chinchipe","El Pangui","Cordillera del Cóndor. Cantón El Pangui. Parroquia Tundayme. Cuenca alta del Río Wawaime, afluyente del Río Quimi. Alrededores de la plataforma de la futura mina de cobre de EcuaCorriente. Subestrato de roca arenisca. Bosque muy húmedo.","-78.4352777","-3.5788889","1330.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg (BG/L)",NA,NA,NA,"17","10",NA,NA
"39","2009-04-11 14:38:00-03","MO","MOBOT","3076436","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Diego Reyes|Carlos Morales","Reyes 1224","2006","10","7","South America","Ecuador","Zamora-Chinchipe","El Pangui","Cordillera del Cóndor. Valle del Río Quimi, parroquia Tundayme. Cuenca alta del Río Wawaime. Alrededores de la plataforma de la futura mina de cobre de EcuaCorriente. Subestrato de roca arenisca. Bosque muy húmedo; bosque denso y bajo.","-78.4352777","-3.5788889","1320.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg (BG/L)",NA,NA,NA,"11","11",NA,NA
"40","2019-09-03 04:36:00-03","MO","MOBOT","1427132","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Homero Vargas|Efraín Freire|J.C. Valenzuela|Carlos Morales|H. Ricachi","Vargas López 3949","1999","8","12","South America","Ecuador","Sucumbíos","Gonzalo Pizarro","Reserva Ecológica Cayambe-Coca, sector Río Azuela, vía Baeza-Lago Agrio, 300 m; parcela temporal de 50 m x 50 m, bosque húmedo premontano, vegetación primaria, suelo colinado bien drenado.","-77.56666","-0.06666","1650.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2011-11-08 05:06:00-02","MO","MOBOT","100249098","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Ricardo Callejas|et al.","Callejas Posada 6211","1988","3","23","South America","Colombia","Antioquia","Yarumal","Vereda El Cedro, sobre la vía Ventanas-El Cedro, kms 1-9, bmh.",NA,NA,"1710.00000000","1900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg",NA,NA,NA,NA,"1",NA,NA
"42","2014-07-28 21:52:00-03","MO","MOBOT","100276342","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Rocío Rojas|G. Ortiz|L. Chuck|Erika Fernández|Diana Rodríguez M.","Rojas Gonzáles 5507","2008","3","28","South America","Peru","Pasco","Oxapampa","Dist. Palcazú. Comunidad Nativa Alto Lagarto.","-75.3922222","-10.1522222","600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"I. Villalba (HOXA)",NA,NA,NA,NA,"4",NA,NA
"43","2016-12-02 15:00:00-02","MO","MOBOT","100334941","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Abel Wisum","Wisum 1468","2009","6","24","South America","Ecuador","Morona-Santiago","Morona","Cordillera de Cutucú, en la base occidental de la Cordillera, al este del Río Upano. Parroquia Sevilla Don Bosco. Centro Shuar Sevilla Don Bosco. Sur de Sevilla. Bosque muy húmedo premontano. Bosque intervenido con pastizal.","-78.0952777","-2.3261111","985.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"C.C. Berg (BG)",NA,NA,NA,"35","5",NA,NA
"44","2014-07-28 17:36:00-03","MO","MOBOT","100344655","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Juan Perea|J.L. Mateo|R. Rivera","Perea 3977","2010","3","17","South America","Peru","Pasco","Oxapampa","Dist. Oxapampa. Sector Muchuymayo. Zona de amortiguamiento del Parque Nacional Yanachaga Chemillén.","-75.5233334","-10.3269445","2062.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"I. Villalba (HOXA)",NA,NA,NA,"6","5",NA,NA
"45","2019-01-25 04:36:00-02","MO","MOBOT","100392420","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Luis Valenzuela G.|Antonio Peña|J.L. Mateo","Valenzuela Gamarra 12517","2009","4","21","South America","Peru","Pasco","Oxapampa","Dist. Villa Rica. Bosque de proteccion San Matias-San Carlos, Puellas-Yuncullmas, Quebrada Yuncullmas.","-75.0825","-10.5802778","730.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"I. Villalba (HOXA)",NA,NA,NA,"7","7",NA,NA
"46","2019-01-25 04:36:00-02","MO","MOBOT","100394048","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Luis Valenzuela G.|Antonio Peña|J.L. Mateo","Valenzuela Gamarra 13047","2009","5","28","South America","Peru","Pasco","Oxapampa","Dist. Palcazú. Ataz - Quebrada Ataz .","-75.3230556","-10.1683334","407.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"I. Villalba (HOXA)",NA,NA,NA,"18","8",NA,NA
"47","2014-07-28 21:45:00-03","MO","MOBOT","100405513","PreservedSpecimen","Plantae",NA,NA,"Moraceae","Ficus","schippii","Ficus schippii","Standl.","Rocío Rojas|G. Ortiz","Rojas Gonzáles 6763","2009","5","20","South America","Peru","Pasco","Oxapampa","Dist. Palcazú. Comunidad Nativa Alto Lagarto - Reserva Comunal Yanesha.","-75.3683334","-10.1344444","500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"I. Villalba (HOXA)",NA,NA,NA,"7","4",NA,NA
