"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","typeStatus","infraspecificEpithet","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","00917086","PreservedSpecimen","Plantae","Melastomataceae","Miconia","elegans","Miconia elegans","D. R. Hunt","1966","05","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990394' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917086","5683","Magnoliophyta","Myrtales","Cogn.","J. J. Wurdack","Mato Grosso","Água Boa","Xavantina - Cachimbo road, 85 km. from Xavantina.","-52.1583","-14.0503",NA,NA,"NY00917086_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00917067","PreservedSpecimen","Plantae","Melastomataceae","Miconia","elegans","Miconia elegans","H. S. Irwin","1965","08","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990103' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917067","7806","Magnoliophyta","Myrtales","Cogn.","J. J. Wurdack","Distrito Federal","Brasília","Ca. 15 km E of Brasília","-47.77671","-15.7833","1000","1000","NY00917067_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00917082","PreservedSpecimen","Plantae","Melastomataceae","Miconia","elegans","Miconia elegans","H. S. Irwin","1964","09","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990351' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917082","6028","Magnoliophyta","Myrtales","Cogn.","J. J. Wurdack","Distrito Federal","Brasília","Ca. 35 km. S.W. of Brasília, rd. to Anápolis.","-48.23","-15.98","700","1000","NY00917082_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","02210530","PreservedSpecimen","Plantae","Melastomataceae","Miconia","elegans","Miconia elegans","R. Goldenberg","2011","08","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2503788' target='other'> <mi>dwc_moreinfo</mi></a>","NY02210530","1568","Magnoliophyta","Myrtales","Cogn.",NA,"Minas Gerais","Jaboticatubas","Serra do Cipó","-43.539757","-19.388386",NA,NA,"NY02210530_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1145647","PreservedSpecimen","Plantae","Melastomataceae","Miconia","elegans","Miconia elegans","H. P. Bautista","2001","07","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1320921' target='other'> <mi>dwc_moreinfo</mi></a>","NY01145647","3314","Magnoliophyta","Myrtales","Cogn.","A. K. A. dos Santos","Bahia",NA,"Erico Cardoso; Capão. Estrada Porteira em direção à Vereda.","-42.1425","-13.2811","1099","1099","NY01145647_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00917064","PreservedSpecimen","Plantae","Melastomataceae","Miconia","elegans","Miconia elegans","J. H. Kirkbride Jr.","1982","09","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990083' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917064","4867","Magnoliophyta","Myrtales","Cogn.","J. J. Wurdack","Distrito Federal","Brasília","Região de Palma.","-48.03","-15.57","870","870","NY00917064_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1018348","PreservedSpecimen","Plantae","Melastomataceae","Miconia","elegans","Miconia elegans","M. M. Saavedra","2007","07","17","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1255722' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018348","400","Magnoliophyta","Myrtales","Cogn.","R. Goldenberg","Goiás","Cristalina","Margem do Rio Arrojado. Cachoeira do Arrokado. 7 km do trevo da entrada de Cristalina. BR 040.","-47.5244","-16.7933","992","992","NY01018348_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00917080","PreservedSpecimen","Plantae","Melastomataceae","Miconia","elegans","Miconia elegans","H. S. Irwin","1964","08","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990265' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917080","5373","Magnoliophyta","Myrtales","Cogn.","J. J. Wurdack","Distrito Federal","Brasília","Ca. 50 km E of Brasilia.","-47.9294","-15.7797","700","1000","NY00917080_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00917083","PreservedSpecimen","Plantae","Melastomataceae","Miconia","elegans","Miconia elegans","H. S. Irwin","1965","10","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990353' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917083","8919","Magnoliophyta","Myrtales","Cogn.","J. J. Wurdack","Distrito Federal","Brasília","Ca. 15 km. E. of Brasília, near Planaltina","-47.83071","-15.68385","1200","1200","NY00917083_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00917068","PreservedSpecimen","Plantae","Melastomataceae","Miconia","elegans","Miconia elegans","H. S. Irwin","1966","05","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990104' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917068","16145","Magnoliophyta","Myrtales","Cogn.","J. J. Wurdack","Mato Grosso",NA,"Ca. 160 km. N. of Xavantina. Serra do Roncador.","-51.82","-13.3","500","500","NY00917068_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00917059","PreservedSpecimen","Plantae","Melastomataceae","Miconia","elegans","Miconia elegans","S. A. Mori","1984","07","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990038' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917059","16688","Magnoliophyta","Myrtales","Cogn.","J. J. Wurdack","Distrito Federal","Brasília","On road to Gama, DF 16, 3-7 km from junction with BR 040.","-48.03","-15.97","1100","1100","NY00917059_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","566244","PreservedSpecimen","Plantae","Melastomataceae","Miconia","elegans","Miconia elegans","A. M. Amorim","1999","04","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=751661' target='other'> <mi>dwc_moreinfo</mi></a>","NY00566244","2827","Magnoliophyta","Myrtales","Cogn.","R. Goldenberg","Bahia","Rio de Contas","Estrada para o Pico do Itobira, ca. 1.5 km da Fazendola, em direçao a Rio de Contas","-41.8114","-13.5792",NA,NA,"NY00566244_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00917061","PreservedSpecimen","Plantae","Melastomataceae","Miconia","elegans","Miconia elegans","J. H. Kirkbride Jr.","1981","09","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990049' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917061","4427","Magnoliophyta","Myrtales","Cogn.","J. J. Wurdack","Distrito Federal","Brasília","Córrego da Onça, Fazenda Água Limpa, campo experimental da Universidade de Brasília.","-47.9","-15.95","1070","1070","NY00917061_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00917071","PreservedSpecimen","Plantae","Melastomataceae","Miconia","elegans","Miconia elegans","H. S. Irwin","1966","07","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990205' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917071","18292","Magnoliophyta","Myrtales","Cogn.","J. J. Wurdack","Distrito Federal","Brasília","Planaltina.","-47.6667","-15.6167",NA,NA,"NY00917071_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00917085","PreservedSpecimen","Plantae","Melastomataceae","Miconia","elegans","Miconia elegans","D. R. Hunt","1966","05","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990357' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917085","5630","Magnoliophyta","Myrtales","Cogn.","J. J. Wurdack","Mato Grosso","Ribeirão Cascalheira","Xavantina - Cachimbo road, 200 km. from Xavantina.","-51.8242","-12.9419","600","1000","NY00917085_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00917070","PreservedSpecimen","Plantae","Melastomataceae","Miconia","elegans","Miconia elegans","H. S. Irwin","1966","07","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990199' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917070","18292","Magnoliophyta","Myrtales","Cogn.","J. J. Wurdack","Distrito Federal","Brasília","Planaltina.","-47.6667","-15.6167",NA,NA,"NY00917070_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00917087","PreservedSpecimen","Plantae","Melastomataceae","Miconia","elegans","Miconia elegans","D. R. Hunt","1966","06","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990395' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917087","6247","Magnoliophyta","Myrtales","Cogn.","J. J. Wurdack","Goiás","Caiapônia","Between Jataí and Caiapônia, 45 km from Caiapônia.","-51.8103","-16.9569",NA,NA,"NY00917087_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","521566","PreservedSpecimen","Plantae","Melastomataceae","Miconia","elegans","Miconia elegans","R. M. Harley","1988","10","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=751662' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521566","25803","Magnoliophyta","Myrtales","Cogn.","J. J. Wurdack","Bahia","Rio de Contas","Pico das Almas: vertente leste. Rio perto da Fazenda Brumadinho, 17 km ao N-O da cidade","-41.92","-13.53","1250","1250","NY00521566_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","4218262","PreservedSpecimen","Plantae","Melastomataceae","Miconia","elegans","Miconia elegans","F. Almeda","2005","09","17","South America","Brazil","Sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4451402' target='other'> <mi>dwc_moreinfo</mi></a>","NY04218262","9065","Magnoliophyta","Myrtales","Cogn.",NA,"Minas Gerais","Serro","unspecified","-43.49216843","-18.4675827","1600","1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00917084","PreservedSpecimen","Plantae","Melastomataceae","Miconia","elegans","Miconia elegans","H. S. Irwin","1970","01","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990354' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917084","25771","Magnoliophyta","Myrtales","Cogn.","J. J. Wurdack","Minas Gerais","Patrocínio","Ca. 12 km N. of Patrocínio","-46.9925","-18.9439","1000","1000","NY00917084_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00917072","PreservedSpecimen","Plantae","Melastomataceae","Miconia","elegans","Miconia elegans","D. Smith","1927","05",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990209' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917072","164","Magnoliophyta","Myrtales","Cogn.",NA,"Mato Grosso",NA,"Near source of Rio Paraguay (Rio Amolar).",NA,NA,"610","610","NY00917072_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00917076","PreservedSpecimen","Plantae","Melastomataceae","Miconia","elegans","Miconia elegans","G. G. Hatschbach","1970","08","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990245' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917076","24645","Magnoliophyta","Myrtales","Cogn.","J. J. Wurdack","Mato Grosso do Sul","Rio Brilhante","Rod. BR 163.","-54.5464","-21.8019",NA,NA,"NY00917076_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","521565","PreservedSpecimen","Plantae","Melastomataceae","Miconia","elegans","Miconia elegans","A. M. Amorim","1992","06","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=751664' target='other'> <mi>dwc_moreinfo</mi></a>","NY00521565","565","Magnoliophyta","Myrtales","Cogn.","J. J. Wurdack","Bahia","Barreiras","Estrada para Brasilia BR 242, Estrada no km 70 a partir da sede do municipio, ca. 23 km em direçao a Cooperativa de Cotia; Cachoeira do Acaba Vida no Rio de Janeiro","-44.99","-12.15",NA,NA,"NY00521565_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00917073","PreservedSpecimen","Plantae","Melastomataceae","Miconia","elegans","Miconia elegans","A. P. Duarte","1950","08","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990228' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917073","2819","Magnoliophyta","Myrtales","Cogn.","R. Goldenberg","Minas Gerais",NA,"Serra de Catiara.","-46.677362","-19.172913","950","950","NY00917073_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00917088","PreservedSpecimen","Plantae","Melastomataceae","Miconia","elegans","Miconia elegans","D. R. Hunt","1966","07","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990397' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917088","6685","Magnoliophyta","Myrtales","Cogn.","J. J. Wurdack","Distrito Federal","Brasília","Fazenda Vargem Bonita, ca. 10 km south of Brasília.","-47.9294","-15.7797","900","1150","NY00917088_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00917089","PreservedSpecimen","Plantae","Melastomataceae","Miconia","elegans","Miconia elegans","E. P. Heringer","1974","09","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990399' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917089","13951","Magnoliophyta","Myrtales","Cogn.","J. J. Wurdack","Distrito Federal","Brasília","Reserva Biológica Águas Emendadas.","-47.9294","-15.7797",NA,NA,"NY00917089_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00917081","PreservedSpecimen","Plantae","Melastomataceae","Miconia","elegans","Miconia elegans","H. S. Irwin","1964","08","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990266' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917081","5831","Magnoliophyta","Myrtales","Cogn.","J. J. Wurdack","Distrito Federal","Brasília","Parque Municipal do Gama, ca. 20 km S of Brasília.","-48.0638","-16.01719","700","1000","NY00917081_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00917065","PreservedSpecimen","Plantae","Melastomataceae","Miconia","elegans","Miconia elegans","H. S. Irwin","1966","05","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990092' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917065","15758","Magnoliophyta","Myrtales","Cogn.","J. J. Wurdack","Distrito Federal","Brasília","Côrrego Landim, ca. 20 km N.E. of Brasília","-47.78472222","-15.6555","900","900","NY00917065_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","3909706","PreservedSpecimen","Plantae","Melastomataceae","Miconia","elegans","Miconia elegans","F. Almeda","2005","09","14","South America","Brazil","Sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4451395' target='other'> <mi>dwc_moreinfo</mi></a>","NY03909706","9041","Magnoliophyta","Myrtales","Cogn.",NA,"Minas Gerais","São Roque de Minas","Serra da Canastra National Park. Trailhead to its terminus at Cachoeira Casca d'Anta parte alta.","-46.52236557","-20.28091621","1120","1120","NY03909706_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00917078","PreservedSpecimen","Plantae","Melastomataceae","Miconia","elegans","Miconia elegans","G. G. Hatschbach","1972","08","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990259' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917078","29932","Magnoliophyta","Myrtales","Cogn.","J. J. Wurdack","Minas Gerais","Jaboticatubas","Serra do Cipó.","-43.539757","-19.388386",NA,NA,"NY00917078_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00917075","PreservedSpecimen","Plantae","Melastomataceae","Miconia","elegans","Miconia elegans","R. Romero","1994","08","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990237' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917075","1146","Magnoliophyta","Myrtales","Cogn.","R. Romero","Minas Gerais","São Roque de Minas","Estrada para a cachoeira Casca D'Anta, PARNA Serra da Canastra.","-46.3657989501953","-20.2453002929688",NA,NA,"NY00917075_01","57119","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00917069","PreservedSpecimen","Plantae","Melastomataceae","Miconia","elegans","Miconia elegans","G. T. Prance","1964","07","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990109' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917069","58480","Magnoliophyta","Myrtales","Cogn.","J. J. Wurdack","Tocantins",NA,"South of Miracema do Norte.","-48.375738","-9.661235",NA,NA,"NY00917069_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","1144903","PreservedSpecimen","Plantae","Melastomataceae","Miconia","elegans","Miconia elegans","J. E. de Paula","1979","02","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1300973' target='other'> <mi>dwc_moreinfo</mi></a>","NY01144903","1173","Magnoliophyta","Myrtales","Cogn.","R. Goldenberg","Alagoas",NA,"Município de Camaragibe (usina Camaragibe).","-35.550262","-9.129076",NA,NA,"NY01144903_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","00917090","PreservedSpecimen","Plantae","Melastomataceae","Miconia","elegans","Miconia elegans","J. H. Kirkbride Jr.","1983","04","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=990400' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917090","5270","Magnoliophyta","Myrtales","Cogn.","J. J. Wurdack","Distrito Federal","Brasília","Perto da Cabeceira Comprida.","-48.07","-15.62","1250","1250","NY00917090_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
