"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","stateProvince","county","identifiedBy","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","relatedCatalogItem","fieldNumber","individualCount"
"16","2021-03-15 16:37:00-03","NY","NYBG","02692045","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Trichomanes","lucens","Trichomanes lucens","Sw.","T. Katan","462","2006","06","10","South America","Ecuador","Parroquia La Paz. Centro Shuar Kiim. Reserva Tiwi Nuka, Cordillera Chiichim Naint. Bosque denso y bajo, el el cumbre de la cordillera.","2900",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2979595' target='other'> <mi>dwc_moreinfo</mi></a>","NY02692045",NA,"-78.9558","-3.8006","Zamora-Chinchipe","Yacuambi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","815592","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Trichomanes","lucens","Trichomanes lucens","Sw.","J. A. Steyermark","126086","1982","02","03","South America","Venezuela","Cerro Marahuaca - Fhuif.","2330","2470","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=803762' target='other'> <mi>dwc_moreinfo</mi></a>","NY00815592",NA,"-65.33","3.58","Amazonas","Mun. Atabapo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","3929564","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Trichomanes","lucens","Trichomanes lucens","Sw.","P. C. Hutchison","5552","1964","06","06","South America","Peru","Cerros Calla Calla","3100",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4215009' target='other'> <mi>dwc_moreinfo</mi></a>","NY03929564","NY03929564_01",NA,NA,"Amazonas","Chachapoyas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","3929549","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Trichomanes","lucens","Trichomanes lucens","Sw.","R. Vásquez Martínez","30190","2004","03","18","South America","Peru","Dist. Huancabamba, Sector Milpo","2900",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4214994' target='other'> <mi>dwc_moreinfo</mi></a>","NY03929549",NA,"-75.6436","-10.375","Pasco","Oxapampa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","3929562","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Trichomanes","lucens","Trichomanes lucens","Sw.","A. L. Monteagudo Mendoza","9529","2005","08","17","South America","Peru","Dist. Huancabamba. Parque Nacional Yanachaga-Chemillén. Sector-hito San Daniel.","2500","2750","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4215007' target='other'> <mi>dwc_moreinfo</mi></a>","NY03929562",NA,"-75.25","-10.25","Pasco","Oxapampa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","3929571","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Trichomanes","lucens","Trichomanes lucens","Sw.","J. A. Steyermark","129299","1983","03","30","South America","Venezuela","Departamento Atabapo: CERRO MARAHUACA: Cumbre, extremo noreste.","2580","2600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4215016' target='other'> <mi>dwc_moreinfo</mi></a>","NY03929571","NY03929571_01","-65.47","3.83","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","02316360","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Trichomanes","lucens","Trichomanes lucens","Sw.","M. A. Sundue","3239B","2012","09","06","South America","Colombia","Corregimiento Carauta, Parque Nacional Natural Las Orquídeas, sector Tres Bocas, cañón del Río Tercero, cerca a la finca la Pradera","1740","1800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1950493' target='other'> <mi>dwc_moreinfo</mi></a>","NY02316360","NY02316360_01","-76.22989","6.63406","Antioquia","Frontino","M. A. Sundue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","3929553","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Trichomanes","lucens","Trichomanes lucens","Sw.","R. Vásquez Martínez","28555","2004","01","12","South America","Peru","Distrito Oxapampa. Parque Nacional Yanachaga-Chemillen, Sector chacos-Antena. Bosque enano (pajonal) sobre la cumbre de la montaña.","2750",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4214998' target='other'> <mi>dwc_moreinfo</mi></a>","NY03929553",NA,"-75.28","-10.62","Pasco","Oxapampa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","3929552","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Trichomanes","lucens","Trichomanes lucens","Sw.","J. Perea","0865","2003","10","22","South America","Peru","Distrito Huancabamba. Localidad de Lanturachi, sector Santa Barbara, alrededor del campamento a Milpo, antiguo camino a Santa Barbara.","3000",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4214997' target='other'> <mi>dwc_moreinfo</mi></a>","NY03929552",NA,"-75.6","-10.37","Pasco","Oxapampa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","2063344","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Trichomanes","lucens","Trichomanes lucens","Sw.","J. B. S. Pereira","402","2008","12","20","South America","Brazil","Parque Estadual Pico Paraná. Morro Camapuã","1250","1350","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2463595' target='other'> <mi>dwc_moreinfo</mi></a>","NY02063344","NY02063344_01","-48.87","-25.25","Paraná","Campina Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","3929575","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Trichomanes","lucens","Trichomanes lucens","Sw.","F. Prieto","E4951","1945","08","20","South America","Ecuador","Near junction of ríos Pailas and Negro. Prov. Santiago-Zamora (Oriente): Eastern slopes of the cordillera, valley of the río Negro, down to the río Pailas (on the trail to Mendez).","1829","2286","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4215020' target='other'> <mi>dwc_moreinfo</mi></a>","NY03929575",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","815591","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Trichomanes","lucens","Trichomanes lucens","Sw.","B. Løjtnant","12285","1979","04","12","South America","Ecuador","Summit of road from Playón de San Francisco to El Carmelo.","3200","3200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=803761' target='other'> <mi>dwc_moreinfo</mi></a>","NY00815591",NA,"-77.63","0.63","Carchi",NA,"B. Øllgaard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","02565929","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Trichomanes","lucens","Trichomanes lucens","Sw.","G. H. H. Tate","446","1927","11","28","South America","Guyana","British Guiana. Mt. Roraima: summit.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2825820' target='other'> <mi>dwc_moreinfo</mi></a>","NY02565929","NY02565929_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","2565931","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Trichomanes","lucens","Trichomanes lucens","Sw.","B. Maguire","60485","1965","12","02","South America","Brazil","Río Negro, Rio Cauaburí.","2500","2800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2825822' target='other'> <mi>dwc_moreinfo</mi></a>","NY02565931","NY02565931_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","3929557","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Trichomanes","lucens","Trichomanes lucens","Sw.","W. D. Rodríguez-Duque","3533","2002","07","23","South America","Colombia","MPIO. San José de la Montaña. Vereda La Margarita, sector La Margarita, camino Alto El Cristo.","3110",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4215002' target='other'> <mi>dwc_moreinfo</mi></a>","NY03929557",NA,"-75.69469","6.77175","Antioquia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","3929568","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Trichomanes","lucens","Trichomanes lucens","Sw.","F. Prieto","P218","1945","09","10","South America","Ecuador","Oriente Border: Eastern Cordillera, between Oña and the río Yacuambi. West slope.","2438","2896","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4215013' target='other'> <mi>dwc_moreinfo</mi></a>","NY03929568",NA,NA,NA,"Azuay",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","3929550","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Trichomanes","lucens","Trichomanes lucens","Sw.","R. D. Rojas Gonzales","2621","2004","06","03","South America","Peru","Dist. Oxapampa. Sector Chacos pajonal","2100",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4214995' target='other'> <mi>dwc_moreinfo</mi></a>","NY03929550",NA,"-75.2953","-10.6236","Pasco","Oxapampa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","3929548","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Trichomanes","lucens","Trichomanes lucens","Sw.","B.R. Chambi","280","2006","04","06","South America","Peru","Cusco, Waiquichas.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4214993' target='other'> <mi>dwc_moreinfo</mi></a>","NY03929548",NA,"-71.59","-13.19","Cusco","Paucartambo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","3929569","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Trichomanes","lucens","Trichomanes lucens","Sw.","E. P. Killip","11335","1922","09","11","South America","Colombia","Department of El Valle. La Cumbre. Cordillera Occidental.","1700","2200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4215014' target='other'> <mi>dwc_moreinfo</mi></a>","NY03929569","NY03929569_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","02708144","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Trichomanes","lucens","Trichomanes lucens","Sw.","R. Vásquez Martínez","32752","2007","08","16","South America","Peru","Distrito Oxapampa. Chacos","2500",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2994335' target='other'> <mi>dwc_moreinfo</mi></a>","NY02708144",NA,"-75.29","-10.6425","Pasco","Oxapampa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","02576622","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Trichomanes","lucens","Trichomanes lucens","Sw.","N. Y. Paniagua Zambrana","8740","2012","11","04","South America","Peru","Dist. Uchumarca. Polylepis - Axinaea forest east of Laguna Huayllabamba.","3040",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2828058' target='other'> <mi>dwc_moreinfo</mi></a>","NY02576622",NA,"-77.7228","-6.9861","La Libertad","Bolívar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","3929554","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Trichomanes","lucens","Trichomanes lucens","Sw.","V. Quipuscoa S.","1291","1998","08","17","South America","Peru","Distrito: Leymebamba. Alrededor de la Laguna de Los Cóndores, camino a la catarata.","2500","2700","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4214999' target='other'> <mi>dwc_moreinfo</mi></a>","NY03929554",NA,"-77.69025","-6.85169","Amazonas","Chachapoyas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","3929551","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Trichomanes","lucens","Trichomanes lucens","Sw.","M. A. Sundue","1243","2007","04","17","South America","Colombia","Mun. Santuario. PNN Tatamá, camino que lleva al páramo de Tatamá, subiendo hacia Morro Zancudo.","2723",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4214996' target='other'> <mi>dwc_moreinfo</mi></a>","NY03929551",NA,"-73.04183","5.12447","Risaralda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","3929570","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Trichomanes","lucens","Trichomanes lucens","Sw.","R. L. Liesner","24696","1988","10","12","South America","Venezuela","Dpto. Atabapo: Cerro Marahuaca. Summit of SE corner.","2700",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4215015' target='other'> <mi>dwc_moreinfo</mi></a>","NY03929570","NY03929570_01","-65.35","3.62","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","3929565","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Trichomanes","lucens","Trichomanes lucens","Sw.","J. J. Wurdack","1335","1962","07","11","South America","Peru","Middle eastern Calla-Calla slopes, near Kms. 411-416 of Leimebamba-Balsas road","3100","3250","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4215010' target='other'> <mi>dwc_moreinfo</mi></a>","NY03929565",NA,NA,NA,"Amazonas","Chachapoyas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","2565932","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Trichomanes","lucens","Trichomanes lucens","Sw.","J. A. Steyermark","103894","1970","10","10","South America",NA,"CERRO DE LA NEBLINA. Venezuelan-Brazilian Frontier. Planicie de Zuloaga, Rio Titirico.","2300",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2825823' target='other'> <mi>dwc_moreinfo</mi></a>","NY02565932",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","815590","PreservedSpecimen","Plantae","Pteridophyta","Hymenophyllales","Hymenophyllaceae","Trichomanes","lucens","Trichomanes lucens","Sw.","J. N. Rose","20798","1915","08","12","South America","Brazil","Organ Mountains.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=803760' target='other'> <mi>dwc_moreinfo</mi></a>","NY00815590","NY00815590_01","-43.073169","-22.496706","Rio de Janeiro",NA,"C. A. Weatherby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-04-05 09:58:52-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","5979","S","Plantae","Tracheophyta","Hymenophyllales","Hymenoplyllaceae","Trichomanes","lucens","Trichomanes lucens","Sw.","Ollgaard, B.","99961","1991","12","05","América Central","Equador","Road to El Carmelo, Km 13.7 from southern junction to Panamerican Highway",NA,NA,NA,NA,NA,NA,NA,NA,"Carchi",NA,NA,"Polypodiopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-04-08 20:48:31-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","02952","S","Plantae","Tracheophyta","Hymenophyllales","Hymenoplyllaceae","Trichomanes","lucens","Trichomanes lucens","Sw.","B. Ollgaard et Windisch","5082","1988","08","12","América do Sul","Brasil","serra do mar",NA,NA,NA,"GEOGRAFIA: mata pluvial, local úmido;",NA,NA,"-44.9599990844727","-23.0699996948242","São Paulo","Cunha","B. Ollgaard et Windisch","Polypodiopsida","38855","auto",NA,NA,NA,NA,NA,NA,NA,NA
