"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","year","month","day","stateProvince","locality","decimalLongitude","decimalLatitude","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","county","coordinatePrecision","geoFlag","fieldNumber","minimumElevationInMeters","individualCount","maximumElevationInMeters","previousCatalogNumber","sex"
"11","2020-02-08 08:56:18-03","NBC","NL-BOTANY","L.4190702","PreservedSpecimen","Plantae",NA,"Caryophyllales","Polygonaceae","Coccoloba","paraguariensis",NA,"Coccoloba paraguariensis","Lindau",NA,"Pedersen TM",NA,"Southern America","Argentina",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4190702 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4190702","NL-L4190702",NA,"1964","04","03",NA,"Dep. Itatí. Prov.Corrientes.",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 08:56:18-03","NBC","NL-BOTANY","L.1662223","PreservedSpecimen","Plantae",NA,"Caryophyllales","Polygonaceae","Coccoloba","paraguariensis",NA,"Coccoloba paraguariensis","Lindau",NA,"Hassler E",NA,"Southern America","Paraguay",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1662223 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1662223","NL-L1662223",NA,"1913","10","01",NA,"Paraguaria Centralis: In regione lacus Ypacaray.",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 08:56:18-03","NBC","NL-BOTANY","L.1662224","PreservedSpecimen","Plantae",NA,"Caryophyllales","Polygonaceae","Coccoloba","paraguariensis",NA,"Coccoloba paraguariensis","Lindau",NA,"Hassler E",NA,"Southern America","Paraguay",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1662224 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1662224","NL-L1662224",NA,"1913","01","01",NA,"Paraguaria Centralis: In regione lacus Ypacaray.",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 08:56:18-03","NBC","NL-BOTANY","L.1662225","PreservedSpecimen","Plantae",NA,"Caryophyllales","Polygonaceae","Coccoloba","paraguariensis",NA,"Coccoloba paraguariensis","Lindau",NA,"Fiebrig K",NA,"Southern America","Paraguay",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1662225 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1662225","NL-L1662225",NA,"1903","03","12",NA,"Laguna Ipacaray.",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 08:56:18-03","NBC","NL-BOTANY","U.1519520","PreservedSpecimen","Plantae",NA,"Caryophyllales","Polygonaceae","Coccoloba","paraguariensis",NA,"Coccoloba paraguariensis","Lindau",NA,"Solomon JC",NA,"Southern America","Bolivia",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1519520 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1519520","NL-U1519520",NA,"1985","11","18",NA,"Dpto. Beni; Prov. Ballivian. Estancia El Porvenir, 50km E of the Rio Maniqui (San Borja) on the road to Trinidad. Forest Islands and savannas.","-66.416667","-14.816667","Magnoliopsidae","-66.416667","-14.816667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 08:56:18-03","NBC","NL-BOTANY","WAG.1546837","PreservedSpecimen","Plantae",NA,"Caryophyllales","Polygonaceae","Coccoloba","paraguariensis",NA,"Coccoloba paraguariensis","Lindau",NA,"Pedersen TM",NA,"Southern America","Argentina",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1546837 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1546837","NL-WAG1546837",NA,"1964","04","03",NA,"Dep. Itatí. Prov.Corrientes.",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 08:56:18-03","NBC","NL-BOTANY","WAG.1546838","PreservedSpecimen","Plantae",NA,"Caryophyllales","Polygonaceae","Coccoloba","paraguariensis",NA,"Coccoloba paraguariensis","Lindau",NA,"Pedersen TM",NA,"Southern America","Argentina",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1546838 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1546838","NL-WAG1546838",NA,"1964","04","03",NA,"Dep. Itatí. Prov.Corrientes.",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-02-02 14:38:55-02","BGBM","B","B 10 0249301","S","Plantae",NA,NA,"Polygonaceae","Coccoloba","paraguariensis",NA,"Coccoloba paraguariensis","Lindau","type","S. Moore","1038","Middle and South America","Brazil",NA,"Iter Matogrossense 1891, 1892 <a href=http://herbarium.bgbm.org/object/B100249301 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100249301","B100249301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0029564","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","paraguariensis",NA,"Coccoloba paraguariensis","Lindau",NA,"G. Rotta","434",NA,"Argentina",NA,"Árbol 6m alt, flor esferoidal amarilla.",NA,NA,"W. A. Medina","2007","2","24","Chaco","San Fernando. Barranqueras, Paranácito.","-58.933411","-27.4823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0029566","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Polygonaceae","Coccoloba","spinescens",NA,"Coccoloba spinescens","Morong",NA,"A. Schinini","4850",NA,"Argentina",NA,"Flores amarillas.",NA,NA,NA,"1972","6","25","Corrientes","Dep. San Cosme. Paso de la Patria","-58.583328","-27.31667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-07 11:47:50-03","UFMS","CGMS","49898","PreservedSpecimen","Plantae",NA,NA,"Polygonaceae","Coccoloba","paraguariensis",NA,"Coccoloba paraguariensis","Lindau",NA,"A. Guerra","71",NA,"Brasil",NA,"Flor ausente. Habitat: Chaco Arborizado. Habito: Arbusto, 1,5m de altura.","CGMS1079830",NA,"A. Guerra","2014","09","24","Mato Grosso do Sul","Fazenda Anahí.","-57.7347222","-21.6866666",NA,"-57,7347222","-21,6866666","2014","09","25","Porto Murtinho",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-04-07 11:47:50-03","UFMS","CGMS","58355","PreservedSpecimen","Plantae",NA,NA,"Polygonaceae","Coccoloba","paraguariensis",NA,"Coccoloba paraguariensis","Lindau",NA,"V.A. Assunção","785",NA,"Brasil",NA,"Flor branca. Habitat: Chaco florestado. Habito: Arbusto. 2,6m de altura.","CGMS1088269",NA,"V.A. Assunção","2014","06","15","Mato Grosso do Sul","Fazenda Santa Virgínia Borda de chaco florestado.","-57.8930555","-21.9986111",NA,"-57,8930555","-21,9986111","2014",NA,NA,"Porto Murtinho",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-07 11:47:50-03","UFMS","CGMS","27682","PreservedSpecimen","Plantae",NA,NA,"Polygonaceae","Coccoloba","paraguariensis",NA,"Coccoloba paraguariensis","Lindau",NA,"E.P. Seleme; A.L.B. Sartori","177",NA,"Brasil",NA,"Flor branca. Fruto verde. Amostra retirada para estudo científico, cortes anatômicos. Angélica Guerra em 20.V.2014. Habitat: Chaco. Habito: Árvore. 4,00m de altura.","CGMS1057125",NA,"E.P. Seleme","2008","12","15","Mato Grosso do Sul","Fazenda flores.","-57.8975","-21.7175",NA,"-57,8975","-21,7175",NA,NA,NA,"Porto Murtinho",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-04-07 11:47:50-03","UFMS","CGMS","27738","PreservedSpecimen","Plantae",NA,NA,"Polygonaceae","Coccoloba","paraguariensis",NA,"Coccoloba paraguariensis","Lindau",NA,"E.P. Seleme; A.L.B. Sartori","233",NA,"Brasil",NA,"Botão floral verde ócreas Habitat: Chaco. Habito: Arbóreo. 3m de altura","CGMS1057182",NA,"E.P. Seleme","2008","12","16","Mato Grosso do Sul","Fazenda Retiro Conceição.","-57.7636111","-21.7052778",NA,"-57,7636111","-21,7052778","2009","12","17","Porto Murtinho",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-04-07 11:47:50-03","UFMS","CGMS","43490","PreservedSpecimen","Plantae",NA,NA,"Polygonaceae","Coccoloba","paraguariensis",NA,"Coccoloba paraguariensis","Lindau",NA,"F.S. Carvalho; Z.R. Holsback; B.E.M. Pinto","258",NA,"Brasil",NA,"Com flor. Com fruto. Habitat: Savana Estépica Arborizada. Chaco. Habito: Árvore.","CGMS1073474",NA,"F.S. Carvalho","2009","12","14","Mato Grosso do Sul","Fazenda Retiro Conceição. Parcela 08.","-57.7794445","-21.6811111",NA,"-57,7794445","-21,6811111","2010",NA,NA,"Porto Murtinho",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-04-07 11:47:50-03","UFMS","CGMS","58296","PreservedSpecimen","Plantae",NA,NA,"Polygonaceae","Coccoloba","paraguariensis",NA,"Coccoloba paraguariensis","Lindau",NA,"V.A. Assunção","866",NA,"Brasil",NA,"Flor esverdeada. Fruto verde. Habitat: Chaco florestado. Habito: Arbusto. 2,5m de altura.","CGMS1088209",NA,"V.A. Assunção","2013","11","18","Mato Grosso do Sul","Fazenda Santa Virgínia Chaco florestado.","-58.4844444","-22.6694445",NA,"-58,4844444","-22,6694445","2014",NA,NA,"Porto Murtinho",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-04-07 11:47:50-03","UFMS","CGMS","43242","PreservedSpecimen","Plantae",NA,NA,"Polygonaceae","Coccoloba","paraguariensis",NA,"Coccoloba paraguariensis","Lindau",NA,"F.S. Carvalho; Z.R. Holsback; B.E.M. Pinto","222",NA,"Brasil",NA,"Fruto maduro. Fruto maduro. Habitat: Savana Estépica Arborizada. Chaco. Habito: Árvore. 3,00m de altura.","CGMS1073226",NA,"F.S. Carvalho","2009","10","20","Mato Grosso do Sul","Fazenda Retiro Conceição. Parcela 05.","-57.7788889","-21.6822223",NA,"-57,7788889","-21,6822223","2009",NA,NA,"Porto Murtinho",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-04-07 11:47:50-03","UFMS","CGMS","58351","PreservedSpecimen","Plantae",NA,NA,"Polygonaceae","Coccoloba","paraguariensis",NA,"Coccoloba paraguariensis","Lindau",NA,"V.A. Assunção","754",NA,"Brasil",NA,"Flor branca. Fruto verde. Habitat: Chaco florestado. Habito: Arbusto. 1,9m de altura.","CGMS1088265",NA,"V.A. Assunção","2013","06","20","Mato Grosso do Sul","Fazenda Santa Virgínia Borda de chaco florestado antropizado.","-57.8694445","-22.0227778",NA,"-57,8694445","-22,0227778","2014",NA,NA,"Porto Murtinho",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-04-07 11:47:50-03","UFMS","CGMS","27794","PreservedSpecimen","Plantae",NA,NA,"Polygonaceae","Coccoloba","paraguariensis",NA,"Coccoloba paraguariensis","Lindau",NA,"E.P. Seleme; I.M. Neves; V.A. Assunção","289",NA,"Brasil",NA,"Flor branca. Fruto verde, Fruto imaturo. Amostra retirada para estudo científico, cortes anat}omicos. Angélica Guerra em 20.V.2014. Habitat: Chaco. Habito: Árvore. 5,00m de altura.","CGMS1057239",NA,"E.P. Seleme","2009","02","16","Mato Grosso do Sul","Fazenda flores.","-57.8975","-21.7175",NA,"-57,8975","-21,7175",NA,NA,NA,"Porto Murtinho",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-04-07 11:47:50-03","UFMS","CGMS","43487","PreservedSpecimen","Plantae",NA,NA,"Polygonaceae","Coccoloba","paraguariensis",NA,"Coccoloba paraguariensis","Lindau",NA,"F.S. Carvalho; Z.R. Holsback; B.E.M. Pinto","255",NA,"Brasil",NA,"Com frutos maduros e imaturos. Habitat: Savana Estépica Arborizada. Chaco. Habito: Árvore.","CGMS1073471",NA,"F.S. Carvalho","2009","11","12","Mato Grosso do Sul","Fazenda Retiro Conceição. Parcela 08.","-57.7794445","-21.6811111",NA,"-57,7794445","-21,6811111","2010",NA,NA,"Porto Murtinho",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-21 16:41:26-03","MBM","MBM","104104","PreservedSpecimen","Plantae",NA,NA,"Polygonaceae","Coccoloba","paraguariensis",NA,"Coccoloba paraguariensis","Lindau",NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.","49256","Southern America","Brazil",NA,NA,"MBM104104","MBM104104","Melo França, E. de",NA,NA,NA,"Mato Grosso do Sul","Porto Murtinho","-57.8824996948242","-21.6989002227783",NA,NA,NA,NA,NA,NA,"Porto Murtinho","185577","auto",NA,NA,NA,NA,NA,NA
"32","2020-12-21 16:41:26-03","MBM","MBM","191783","PreservedSpecimen","Plantae",NA,NA,"Polygonaceae","Coccoloba","spinescens",NA,"Coccoloba spinescens","Morong",NA,"Cervi, A.C.; et al.; et al.","4208","Southern America","Brazil",NA,NA,"MBM191783","MBM191783","Melo França, E. de",NA,NA,NA,"Mato Grosso do Sul","Fazenda Nhumirim, Pantanal","-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,"Corumbá","295160","auto",NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:41:26-03","MBM","MBM","128182","PreservedSpecimen","Plantae",NA,NA,"Polygonaceae","Coccoloba","spinescens",NA,"Coccoloba spinescens","Morong",NA,"Hahn, W.","2143","Southern America","Paraguay",NA,NA,"MBM128182","MBM128182","Hahn, W.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:41:26-03","MBM","MBM","162099","PreservedSpecimen","Plantae",NA,NA,"Polygonaceae","Coccoloba","spinescens",NA,"Coccoloba spinescens","Morong",NA,"Krapovickas, A.; et al.; et al.","44271","Southern America","Paraguay",NA,NA,"MBM162099","MBM162099","Schinini, A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2015-09-29 19:32:06-03","MNHN","RECOLNAT_MNHN_P","P00734676","PreservedSpecimen",NA,NA,NA,"Polygonaceae","Coccoloba","paraguariensis",NA,"Coccoloba paraguariensis","Lindau","isotype","Balansa, B.",NA,NA,"Paraguay","hb","reçu le 07 mai 1878 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00734676' target='other'> <mi>dwc_moreinfo</mi></a>","P00734676","P00734676_01","Brandbyge","1876","5",NA,NA,"Berges escarpées du Rio-Paraguay, à l'Assomption",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2060",NA,NA,NA,NA,NA
"36","2015-10-22 16:00:11-02","MNHN","RECOLNAT_MNHN_P","P00734677","PreservedSpecimen",NA,NA,NA,"Polygonaceae","Coccoloba","paraguariensis",NA,"Coccoloba paraguariensis","Lindau","isotype","Balansa, B.",NA,NA,"Paraguay","hb","reçu le 07 mai 1878 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00734677' target='other'> <mi>dwc_moreinfo</mi></a>","P00734677","P00734677_01","Brandbyge","1876","5",NA,NA,"Berges escarpées du Rio-Paraguay, à l'Assomption",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2060",NA,NA,NA,NA,NA
"37","2015-09-29 19:31:56-03","MNHN","RECOLNAT_MNHN_P","P00734675","PreservedSpecimen",NA,NA,NA,"Polygonaceae","Coccoloba","paraguariensis",NA,"Coccoloba paraguariensis","Lindau","isotype","Balansa, B.",NA,NA,"Paraguay","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00734675' target='other'> <mi>dwc_moreinfo</mi></a>","P00734675","P00734675_01",NA,"1876","5",NA,NA,"Berges escarpées du Rio-Paraguay, à l'Assomption",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2060",NA,NA,NA,NA,NA
"38","2015-09-04 17:07:08-03","MNHN","RECOLNAT_MNHN_P","P05008827","PreservedSpecimen",NA,NA,NA,"Polygonaceae","Coccoloba","paraguariensis",NA,"Coccoloba paraguariensis","Lindau",NA,NA,NA,NA,"Paraguay","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05008827' target='other'> <mi>dwc_moreinfo</mi></a>","P05008827","P05008827_01",NA,"1874","5","1","Asunción - Distrito Capital","L'Assomption","-57.63738","-25.28619",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2015-09-04 17:07:08-03","MNHN","RECOLNAT_MNHN_P","P05008829","PreservedSpecimen",NA,NA,NA,"Polygonaceae","Coccoloba","paraguariensis",NA,"Coccoloba paraguariensis","Lindau",NA,"Balansa|Benjamin",NA,NA,"Paraguay","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05008829' target='other'> <mi>dwc_moreinfo</mi></a>","P05008829","P05008829_01",NA,"1875","6","1","Asunción - Distrito Capital","Plaines argileuses longeant le Rio Paraguay, à l'Assomption","-57.66792","-25.29748",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2008-05-27 22:02:00-03","MO","MOBOT","1396888","PreservedSpecimen","Plantae",NA,NA,"Polygonaceae","Coccoloba","paraguariensis",NA,"Coccoloba paraguariensis","Lindau",NA,"A.M. Carrión|E. Rivera","Carrión Cuellar 806","South America","Bolivia",NA,NA,NA,NA,"A. Carrión","1999","9","19","Santa Cruz","Prov. Angel Sandoval, ANMI-San Matias; Estancia Vista Hermosa. A 170 km SE de Roboré. Vegetación arbustiva cerca a la laguna. Suelo arcillo arenoso, area inundada, dominancia de Copernicia alba en los margenes de la laguna.","-65.78333","-17.5",NA,NA,NA,NA,NA,NA,"Angel Sandoval",NA,NA,NA,"110.00000000",NA,NA,NA,NA
"41","2008-05-27 22:02:00-03","MO","MOBOT","3226220","PreservedSpecimen","Plantae",NA,NA,"Polygonaceae","Coccoloba","paraguariensis",NA,"Coccoloba paraguariensis","Lindau",NA,"Troels M. Pedersen","Pedersen 7003","South America","Argentina",NA,NA,NA,NA,"J. Brandbyge","1964","4","3","Corrientes","Low ground by the river",NA,NA,NA,NA,NA,NA,NA,NA,"Itatí",NA,NA,NA,NA,NA,NA,NA,NA
"42","2008-05-27 22:02:00-03","MO","MOBOT","3226221","PreservedSpecimen","Plantae",NA,NA,"Polygonaceae","Coccoloba","paraguariensis",NA,"Coccoloba paraguariensis","Lindau",NA,"A. Wurth","Wurth 122","South America","Argentina",NA,NA,NA,NA,NA,"1945","6","5","Corrientes","Paso de la Patria",NA,NA,NA,NA,NA,NA,NA,NA,"San Cosme",NA,NA,NA,NA,NA,NA,NA,NA
"43","2008-05-27 22:02:00-03","MO","MOBOT","3226222","PreservedSpecimen","Plantae",NA,NA,"Polygonaceae","Coccoloba","paraguariensis",NA,"Coccoloba paraguariensis","Lindau",NA,"G. Schmeda","Schmeda 1364","South America","Paraguay",NA,NA,NA,NA,"S.F. Smith","1990","11","1","Nueva Asuncion","Gesudi, km 22 N Montanía",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2009-11-02 12:08:00-02","MO","MOBOT","100224862","PreservedSpecimen","Plantae",NA,NA,"Polygonaceae","Coccoloba","paraguariensis",NA,"Coccoloba paraguariensis","Lindau",NA,"J. de Egea Juvinel|R. Elsam","de Egea Juvinel 847","South America","Paraguay",NA,NA,NA,NA,"J. de Egea","2005","11","27","Presidente Hayes","Estancia Vanguardia.","-58.6555556","-24.285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"45","2012-08-02 17:06:00-03","MO","MOBOT","100225457","PreservedSpecimen","Plantae",NA,NA,"Polygonaceae","Coccoloba","paraguariensis",NA,"Coccoloba paraguariensis","Lindau",NA,"J. de Egea Juvinel|M. Peña-Chocarro","de Egea Juvinel 784","South America","Paraguay",NA,NA,NA,NA,"M. Vera","2005","2","3","Presidente Hayes","Riacho Heê.","-58.5405555","-24.3144444",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,NA
"46","2008-05-27 22:02:00-03","MO","MOBOT","1529812","PreservedSpecimen","Plantae",NA,NA,"Polygonaceae","Coccoloba","paraguariensis",NA,"Coccoloba paraguariensis","Lindau",NA,"Michael H. Nee","Nee 40149","South America","Bolivia",NA,NA,NA,NA,"R. Howard",NA,NA,NA,"Santa Cruz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"250.00000000",NA,NA,NA,NA
