"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","yearIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","fieldNumber","individualCount","typeStatus"
"11","2020-12-21 16:12:28-03","MBM","MBM","119611","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","refractifolia","Ditassa refractifolia","K. Schum.","Fontella, J.","Hatschbach, G.; Cervi, A.C.; Guimarães, O.; Cervi, A.C.; Guimarães, O.","50933","1987","03","15","Southern America","Brazil","Minas Gerais","Diamantina","Rodovia Guinda - Conselheiro Mata","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"MBM119611",NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA
"12","2020-12-21 16:12:28-03","MBM","MBM","244561","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","refractifolia","Ditassa refractifolia","K. Schum.","Rapini, A.","Souza, V.C.; et al.; et al.","8326","1995","03","11","Southern America","Brazil","Minas Gerais","Serro","Serro","-43.3793983459473","-18.604700088501",NA,NA,NA,NA,"MBM244561",NA,NA,NA,"37754","auto",NA,NA,NA,NA,NA,NA,NA
"13","2020-12-21 16:12:28-03","MBM","MBM","243714","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","refractifolia","Ditassa refractifolia","K. Schum.","Rapini, A.","Menezes, N.L.; et al.; et al.","9269","1986","01","27","Southern America","Brazil","Minas Gerais",NA,"Estrada Serro - Diamantina, Trinta Reis",NA,NA,NA,NA,NA,NA,"MBM243714",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-12-21 16:12:28-03","MBM","MBM","65279","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","refractifolia","Ditassa refractifolia","K. Schum.","Spellmann, D.","Irwin, H.S.; et al.; et al.","22567","1969","01","24","Southern America","Brazil","Minas Gerais",NA,"Serra do Espinhaço",NA,NA,NA,NA,NA,NA,"MBM065279",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-12-21 16:12:28-03","MBM","MBM","243713","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","refractifolia","Ditassa refractifolia","K. Schum.","Rapini, A.","Semir, J.; et al.; et al.","9512","1986","02","23","Southern America","Brazil","Minas Gerais","Diamantina","Estrada para Conselheiro Mata, km 184","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"MBM243713",NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA
"16","2009-05-18 15:52:56-03","MNHN","RECOLNAT_MNHN_P","P00643446","PreservedSpecimen",NA,NA,NA,"Apocynaceae","Minaria","refractifolia","Minaria refractifolia","(K.Schum.) T.U.P.Konno & Rapini","Rapini","Glaziou, A.",NA,"1892","4","5",NA,"Brésil",NA,NA,"Minas Geraes: Tombador près de Diamantina",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00643446' target='other'> <mi>dwc_moreinfo</mi></a>","P00643446","P00643446_01",NA,NA,NA,NA,NA,NA,NA,NA,"19638",NA,NA
"17","2015-09-25 01:21:09-03","MNHN","RECOLNAT_MNHN_P","P00643447","PreservedSpecimen",NA,NA,NA,"Apocynaceae","Minaria","refractifolia","Minaria refractifolia","(K.Schum.) T.U.P.Konno & Rapini","Rapini","Glaziou, A.",NA,"1892","4","5",NA,"Brésil",NA,NA,"Minas Geraes: Tombador près de Diamantina",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00643447' target='other'> <mi>dwc_moreinfo</mi></a>","P00643447","P00643447_01",NA,NA,NA,NA,NA,NA,NA,NA,"19638",NA,NA
"18","2015-09-24 20:06:19-03","MNHN","RECOLNAT_MNHN_P","P00643448","PreservedSpecimen",NA,NA,NA,"Apocynaceae","Minaria","refractifolia","Minaria refractifolia","(K.Schum.) T.U.P.Konno & Rapini","Rapini","Glaziou, A.",NA,"1892","3","23",NA,"Brésil",NA,NA,"(Minas) Biribiry",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00643448' target='other'> <mi>dwc_moreinfo</mi></a>","P00643448","P00643448_01",NA,NA,NA,NA,NA,NA,NA,NA,"19639",NA,NA
"19","2020-12-11 11:31:47-03","UFMG","BHCB","61057","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Ditassa","refractifolia","Ditassa refractifolia","Schum.",NA,"Mello-Silva, R de; Forzza, RC","1760","2000","01","30","Southern America","Brasil","Minas Gerais","Diamantina","1,5 km na estrada para Biribiri, a partir da BR-367(Diamantina - Araçuaí), em estrada vicinal para o riacho no fundo do vale.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Flores amarelo-esverdeadas. Látex branco tornando-se azulado.; Sobre afloramento rochoso.",NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA
"20","2020-12-11 11:31:47-03","UFMG","BHCB","57369","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Ditassa","refractifolia","Ditassa refractifolia","Schum.",NA,"Stehmann, JR; Melo, LCN; Gonçalves, M; Oliveira, PG; Moura, MZD","2826","2001","02","12","Southern America","Brasil","Minas Gerais","Diamantina","APA Pau-de-Fruta, COPASA.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Flores amarelas.; Vegetação secundária na margem do rio.",NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA,NA
"21","2020-12-11 11:31:47-03","UFMG","BHCB","60637","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Ditassa","refractifolia","Ditassa refractifolia","Schum.",NA,"Souza, VC de; Miyagi, PH; Souza, JP","8326","1995","03","11","Southern America","Brasil","Minas Gerais","Serro","Ca. 11km de Serro em direção a Milho Verde.","-43.3793983459473","-18.604700088501","1000","1000",NA,"Erva, flores creme-esverdeadas.; Campo rupestre.",NA,NA,NA,NA,"37754","auto",NA,NA,NA,NA,NA,NA,NA
"22","2020-12-11 11:31:47-03","UFMG","BHCB","79986","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Ditassa","refractifolia","Ditassa refractifolia","Schum.",NA,"Mota, RC da","1812","2003","02","01","Southern America","Brasil","Minas Gerais","Serro","Milho Verde","-43.3793983459473","-18.604700088501",NA,NA,NA,"Erva coletada em campo rupestre; flores verde-amareladas; Serra do Ouro.",NA,NA,NA,NA,"37754","auto",NA,NA,NA,NA,NA,NA,NA
"23","2020-12-11 11:31:54-03","UFMG","BHCB","107819","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Minaria","refractifolia","Minaria refractifolia","Schum.",NA,"Viana, PL; Mota, NFO; Teles, AM; Batista, JAN; Mota, RC da","2753","2007","03","21","Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto","-43.316667","-18.2","1450","1450",NA,"Densos arbustos com flores cremes. Látex branco.; Campo rupestre.",NA,NA,NA,NA,NA,NA,"-43.316667","-18.2",NA,NA,NA,NA,NA
"24","2020-12-11 11:31:54-03","UFMG","BHCB","52328","PreservedSpecimen","Plantae","Dicotyledon",NA,"Apocynaceae","Minaria","refractifolia","Minaria refractifolia","Schum.",NA,"Menezes, NL de; Zappi, DC; Wagner, HL; Cordeiro, I","CFCR9269","1986","01","27","Southern America","Brasil","Minas Gerais","Presidente Kubitschek","Trinta Réis, Estrada Serro - Diamantina.","-43.562198638916","-18.6144008636475",NA,NA,NA,"Erva, 0,4 m alt., flores creme, frutos imaturos verdes.; Local pedregoso (lajedo). Entre pedras.",NA,NA,NA,NA,"13347","auto",NA,NA,NA,NA,NA,NA,NA
"25","2011-08-01 11:45:00-03","MO","MOBOT","2826409","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Minaria","refractifolia","Minaria refractifolia","(K. Schum.) T.U.P. Konno & Rapini","T. Konno","William R. Anderson|M.T. Stieber|Joseph H. Kirkbride, Jr.","Anderson 35536","1972","2","5","South America","Brazil","Minas Gerais","Datas","Ca. 15 km S of Diamantina, Municipio de Datas; sandstone hills with steep rock faces and grassy or shrubby vegetation","-43.6557998657227","-18.4456005096436","1250.00000000",NA,NA,NA,NA,NA,NA,NA,"23532","auto",NA,NA,NA,NA,NA,"1",NA
"26","2011-08-01 15:50:00-03","MO","MOBOT","100397594","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Minaria","refractifolia","Minaria refractifolia","(K. Schum.) T.U.P. Konno & Rapini",NA,"Auguste F.M. Glaziou","Glaziou 19639","1861",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Isotype"
"27","2014-08-23 05:35:00-03","MO","MOBOT","2826192","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Minaria","refractifolia","Minaria refractifolia","(K. Schum.) T.U.P. Konno & Rapini","T. Konno","Howard S. Irwin|R. Reis dos Santos|R. Souza|S.F. da Fonsêca","Irwin 21897","1969","1","14","South America","Brazil","Minas Gerais",NA,"Rocky slopes ca. 29 km SW of Diamantina on road to Gouveia",NA,NA,"1300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"28","2020-03-29 04:36:00-03","MO","MOBOT","2826332","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Minaria","refractifolia","Minaria refractifolia","(K. Schum.) T.U.P. Konno & Rapini","T. Konno","Nanuza Luiza de Menezes","Menezes 9269","1986","1","27","South America","Brazil","Minas Gerais",NA,"Trinta Réis. Estrada Serro-Diamantina. Local pedregoso (lajedo)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"29","2014-08-23 05:35:00-03","MO","MOBOT","2824167","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Minaria","refractifolia","Minaria refractifolia","(K. Schum.) T.U.P. Konno & Rapini","T. Konno","Howard S. Irwin|R. Reis dos Santos|R. Souza|S.F. da Fonsêca","Irwin 22567","1969","1","24","South America","Brazil","Minas Gerais","Datas","Campo bordering meadow and slow creek, with adjacent outcrops, vicinity of Datas.","-43.6557998657227","-18.4456005096436","1300.00000000",NA,NA,NA,NA,NA,NA,NA,"23532","auto",NA,NA,NA,NA,NA,"1",NA
"30","2020-08-31 08:52:22-03","INPA","INPA","203404","S","Plantae","Dicotyledon","Gentianales","Asclepiadaceae","Minaria","refractifolia","Minaria refractifolia","(K.Schum.) T.U.P.Konno & Rapini","Rapini, A","Rapini, A","797","1999","03","15","Southern America","Brasil","Minas Gerais","Diamantina","Km 578 da BR-367, próximo ao córrego Soberbo.","-43.6002998352051","-18.2493991851807",NA,NA,NA,NA,"INPA0203404","INPA0203404 INPA0203404_e",NA,"2009","101169","auto",NA,NA,"04",NA,NA,NA,NA
"31","2020-09-12 05:00:02-03","US","US","2918814","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Ditassa","refractifolia","Ditassa refractifolia","K. Schum.",NA,"H. S. Irwin, R. Reis dos Santos, R. Souza & S. F. Fonsêca","22567","1969","1","24","South America - Neotropics","Brazil","Minas Gerais",NA,"The Planalto do Brasil. Serra do Espinhaço, vicinity of Datas.",NA,NA,"1300",NA,NA,NA,"US03263527","US03263527_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"32","2020-09-12 05:00:02-03","US","US","2796206","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Ditassa","refractifolia","Ditassa refractifolia","K. Schum.",NA,"H. S. Irwin, R. Reis dos Santos, R. Souza & S. F. Fonsêca","21897","1969","1","14","South America - Neotropics","Brazil","Minas Gerais",NA,"The Planalto do Brasil. Serra do Espinhaço. Rocky slopes ca. 29km S.W. of Diamantina on road to Gouveia.",NA,NA,"1300",NA,NA,NA,"US03263528","US03263528_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"33","2020-09-12 05:00:02-03","US","US","2752773","PreservedSpecimen","Plantae",NA,"Gentianales","Asclepiadaceae","Ditassa","refractifolia","Ditassa refractifolia","K. Schum.",NA,"W. Anderson, M. Stieber & J. H. Kirkbride","35536","1972","2","5","South America - Neotropics","Brazil","Minas Gerais",NA,"The Planalto do Brasil. Serra do Espinhaço. Município de Datas.",NA,NA,"1250",NA,NA,NA,"US03263526","US03263526_01","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"34","2021-03-15 18:24:38-03","USP","SPF","176031","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Ditassa","refractifolia","Ditassa refractifolia","K.Schum.","Rapini, A","Konno, TUP","845","2002","03","13",NA,"Brasil","Minas Gerais","Diamantina","Estrada para Biribiri, Cachoeira dos Cristais.","-43","-18.156667",NA,NA,NA,"Heliófila. subarbusto ca. 30 cm alt., folhas cordadas, fortemetne reflexas. Flores alvas. Odor fétido.","SPF00176031",NA,NA,"2008",NA,NA,"-43","-18.156667",NA,NA,NA,NA,NA
"35","2019-11-13 11:15:13-03","USP","SPF","127174","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Minaria","refractifolia","Minaria refractifolia","(K.Schum.) T.U.P.Konno & Rapini","Rapini, A","Rapini, A","465","1998","01","12",NA,"Brasil","Minas Gerais","Diamantina","Estrada Conselheiro Mata - Guinda.","-43.833333","-18.283333","1100","1100",NA,"Subarbusto entre rochas. Flores creme-esverdeado.","SPF00127174",NA,NA,"2008",NA,NA,"-43.833333","-18.283333",NA,NA,NA,NA,NA
"36","2019-11-13 11:15:13-03","USP","SPF","127175","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Minaria","refractifolia","Minaria refractifolia","(K.Schum.) T.U.P.Konno & Rapini","Rapini, A","Rapini, A","467","1998","01","12",NA,"Brasil","Minas Gerais","Diamantina","Estrada Conselheiro Mata-Guinda.","-43.838056","-18.298611","1150","1150",NA,"Subarbusto sobre rochas. Flores creme-esverdeado.","SPF00127175",NA,NA,"2008",NA,NA,"-43.838056","-18.298611",NA,NA,NA,NA,NA
"37","2019-11-13 11:15:13-03","USP","SPF","198611","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Minaria","refractifolia","Minaria refractifolia","(K.Schum.) T.U.P.Konno & Rapini","Farinaccio, MA","Costa, FN","801","2004","06","29",NA,"Brasil","Minas Gerais","Diamantina","Próximo a Curralinho. Estrada para ponte-do-acaba-mundo. Campo rupestre.","-43.511806","-18.254667","1205","1205",NA,"Arbusto sobre rocha. Frutos verdes. Sementes alvas. Grande quantidade de sementes em dispersão.","SPF00198611",NA,NA,"2010",NA,NA,"-43.511806","-18.254667",NA,NA,NA,NA,NA
"38","2019-11-13 11:15:13-03","USP","SPF","23536","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Minaria","refractifolia","Minaria refractifolia","(K.Schum.) T.U.P.Konno & Rapini","Rapini, A","Rossi, L","CFCR3329","1982","04","11",NA,"Brasil","Minas Gerais","Diamantina","Estrada Conselheiro Mata a 2 km do asfalto.","-43.716667","-18.266667",NA,NA,NA,"Subarbusto muito ramificado. Flores creme e frutos verdes.","SPF00023536",NA,NA,"2008",NA,NA,"-43.716667","-18.266667",NA,NA,NA,NA,NA
"39","2019-11-13 11:15:13-03","USP","SPF","140679","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Minaria","refractifolia","Minaria refractifolia","(K.Schum.) T.U.P.Konno & Rapini","Rapini, A","Mello-Silva, R","1760","2000","01","30",NA,"Brasil","Minas Gerais","Diamantina","1.5 km na estrada para Biribiri, a partir da BR 367 (Diamantina-Araçuaí), em estrada vicinal para o riacho no fundo do vale.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Sobre afloramento rochoso. Flores amarelo-esverdeadas. Látex branco tornando-se azulado.","SPF00140679",NA,NA,"2008","101169","auto",NA,NA,NA,NA,NA,NA,NA
"40","2019-11-13 11:15:13-03","USP","SPF","42761","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Minaria","refractifolia","Minaria refractifolia","(K.Schum.) T.U.P.Konno & Rapini","Rapini, A","Semir, J","CFCR9512","1986","02","23",NA,"Brasil","Minas Gerais","Diamantina","Estrada Conselheiro Mata - Diamantina, km 184.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Subarbusto formando touceiras, crescendo sobre rochas, ca. 30 cm alt. Flores creme.","SPF00042761",NA,NA,"2008","101169","auto",NA,NA,NA,NA,NA,NA,NA
"41","2019-11-13 11:15:13-03","USP","SPF","135139","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Minaria","refractifolia","Minaria refractifolia","(K.Schum.) T.U.P.Konno & Rapini","Rapini, A","Rapini, A","797","1999","03","15",NA,"Brasil","Minas Gerais","Diamantina","Km 578 da BR 367, próximo ao Córrego Soberbo.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Arbusto em rocha. Flores creme-esverdeadas. Frutos esverdeados, castanhos para a base.","SPF00135139",NA,NA,"2008","101169","auto",NA,NA,NA,NA,NA,NA,NA
"42","2019-11-13 11:15:13-03","USP","SPF","131316","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Minaria","refractifolia","Minaria refractifolia","(K.Schum.) T.U.P.Konno & Rapini","Rapini, A","Forzza, RC","663","1998","02","28",NA,"Brasil","Minas Gerais","Diamantina","Km 606 BR 259, estrada para Gouveia.","-43.6002998352051","-18.2493991851807",NA,NA,NA,"Entre rochas. Flores creme-esverdeadas. Látex leitoso passando a azulado.","SPF00131316",NA,NA,"2008","101169","auto",NA,NA,NA,NA,NA,NA,NA
"43","2019-11-13 11:15:13-03","USP","SPF","21688","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Minaria","refractifolia","Minaria refractifolia","(K.Schum.) T.U.P.Konno & Rapini","Rapini, A","Semir, J","CFCR174","1980","07","19",NA,"Brasil","Minas Gerais","Gouveia","Fazenda Prata (de Everaldo Gonçalves).","-43.7407989501953","-18.4543991088867",NA,NA,NA,"Erva latescente com frutos secos.","SPF00021688",NA,NA,"2008","37970","auto",NA,NA,NA,NA,NA,NA,NA
"44","2019-11-13 11:15:13-03","USP","SPF","41660","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Minaria","refractifolia","Minaria refractifolia","(K.Schum.) T.U.P.Konno & Rapini","Rapini, A","Menezes, NL","CFCR9269","1986","01","27",NA,"Brasil","Minas Gerais","Presidente Kubitschek","Trinta Réis, Estrada Serro-Diamantina. Local pedregoso (lajedo).","-43.562198638916","-18.6144008636475",NA,NA,NA,"Erva, 0.4 m alt., flores creme, entre pedras, frutos imaturos verdes.","SPF00041660",NA,NA,"2008","13347","auto",NA,NA,NA,NA,NA,NA,NA
"45","2019-11-13 11:15:13-03","USP","SPF","135722","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Minaria","refractifolia","Minaria refractifolia","(K.Schum.) T.U.P.Konno & Rapini","Rapini, A","Souza, VC","8326","1995","03","11",NA,"Brasil","Minas Gerais","Serro","Ca. 11 km de Serro em direção a Milho Verde. Campo rupestre.","-43.3793983459473","-18.604700088501","1000","1000",NA,"Erva; flores creme-esverdeadas.","SPF00135722",NA,NA,"2008","37754","auto",NA,NA,NA,NA,NA,NA,NA
"46","2019-11-13 11:15:13-03","USP","SPF","128245","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Minaria","refractifolia","Minaria refractifolia","(K.Schum.) T.U.P.Konno & Rapini","Rapini, A","Rapini, A","510","1998","03","01",NA,"Brasil","Minas Gerais","Serro","Trinta-Réis.","-43.3793983459473","-18.604700088501",NA,NA,NA,"Touceira sobre rocha. Flores esverdeadas.","SPF00128245",NA,NA,"2008","37754","auto",NA,NA,NA,NA,NA,NA,NA
"47","2019-10-07 09:13:39-03","UEFS","HUEFS","230008","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Minaria","refractifolia","Minaria refractifolia","(K.Schum.) T.U.P.Konno & Rapini","A.Rapini","Ribeiro, P.L.","541","2012","09","09",NA,"Brasil","Minas Gerais","Diamantina","Parque nacional da Sempre Vivas, morro à esquerda do alojamento.","-43.798611","-17.908611",NA,NA,NA,"Campo rupestre.","HUEFS0230008","HUEFS0230008","Asteranae","2019",NA,NA,"43W47'55''","17S54'31''","04",NA,NA,NA,NA
"48","2019-10-07 09:13:39-03","UEFS","HUEFS","241305","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Apocynaceae","Minaria","refractifolia","Minaria refractifolia","(K.Schum.) T.U.P.Konno & Rapini",NA,"Bitencourt, C.","359","2016","04","21",NA,"BR","Minas Gerais","Datas","Na estrada a esquerd Campos rupestres com solo marcadamente quartzítico.","-43.6557998657227","-18.4456005096436",NA,NA,NA,NA,"HUEFS0241305",NA,"Asteranae",NA,"23532","auto",NA,NA,NA,NA,NA,NA,NA
