"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","typeStatus","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","fieldNumber","individualCount","coordinatePrecision","geoFlag","class","relatedCatalogItem","sex"
"11","2020-03-25 10:56:00-03","MO","MOBOT","101188621","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","mensicola","Mimosa mensicola","Barneby","Howard S. Irwin|R.M. Harley|Gerald L. Smith","Irwin 32552","1971","2","19","South America","Brazil","Bahia",NA,"Serra do Tombador. Ca. 5 km S of town of Morro do Chapéu, near base of Morro do Chapéu.",NA,NA,NA,NA,NA,NA,NA,"1100.00000000",NA,"Holotype",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"12","2021-02-04 10:28:41-03","UFRPE","HST","8501","PreservedSpecimen","Plantae",NA,NA,"Leguminosae Mimosoideae","Mimosa","mensicola","Mimosa mensicola","Barneby","L.P.Félix; et G.Trajano","8577","1998","07","15",NA,"Brasil","Bahia","Morro do Chapéu",NA,"-41.1561012268066","-11.5500001907349",NA,"Arbusto ca. 2 m alt.; flores brancas; frutos imaturos verde-amarronzado.","HST008501",NA,"A.M.Miranda",NA,NA,NA,"2019","01",NA,NA,"17",NA,NA,"98143","auto",NA,NA,NA
"13","2020-09-12 05:00:02-03","US","US","2965608","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Mimosa","mensicola","Mimosa mensicola","Barneby","R. M. Harley, G. L. Bromley, A. M. Carvalho, J. M. Soares Nunes & et al.","229997","1980","6","2","South America - Neotropics","Brazil","Bahia",NA,"Morro do Chapeu, c.a 4 km. SW of the town of Morro do Chapeu on the road to Utinga, scrubby campos gerais vegetation","-41.18","-11.58",NA,NA,"US02206419","US02206419_01",NA,"1150",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"Dicotyledonae",NA,NA
"14","2020-09-12 05:00:02-03","US","US","2965599","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Mimosa","mensicola","Mimosa mensicola","Barneby","R. M. Harley, G. L. Bromley, A. M. Carvalho, J. M. Soares Nunes & et al.","22812","1980","5","30","South America - Neotropics","Brazil","Bahia",NA,"Morro do Chapeu, Summit of Morro do Chapeu, ca. 8 km. SW of the town of Morro do Chapeu to the west of th rroad to Utinga, sandstone rocks, with open sand in flatter area, D6","-41.2","-11.58",NA,NA,"US02206422","US02206422_01",NA,"1000",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"Dicotyledonae",NA,NA
"15","2020-09-12 05:00:02-03","US","US","3032666","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Mimosa","mensicola","Mimosa mensicola","Barneby","H. S. Irwin","32552","1971","2","19","South America - Neotropics","Brazil","Bahia",NA,"Serra do Tombador, 5 km S of town of Morro do Chapeu, near base of Morro do Chapeu.",NA,NA,NA,NA,"US00108014","US00108014_01",NA,"1100","1100","Isotype",NA,NA,NA,NA,NA,NA,"1",NA,NA,"Dicotyledonae",NA,NA
"16","2020-09-12 05:00:02-03","US","US","2965607","PreservedSpecimen","Plantae",NA,"Rosales","Fabaceae","Mimosa","mensicola","Mimosa mensicola","Barneby","R. M. Harley, G. L. Bromley, A. M. Carvalho, J. M. Soares Nunes & et al.","22996","1980","6","2","South America - Neotropics","Brazil","Bahia",NA,"Morro do Chapeu, c.a 4 km. SW of the town of Morro do Chapeu on the road to Utinga, scrubby campos gerais vegetation","-41.18","-11.58",NA,NA,"US02206421","US02206421_01",NA,"1150",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,"Dicotyledonae",NA,NA
"17","2019-11-13 11:22:48-03","USP","SPF","115821","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","mensicola","Mimosa mensicola","Barneby","Atkinson, R","PCD2383","1996","03","14",NA,"Brasil","Bahia","Morro do Chapéu",NA,"-41.208056","-11.591389",NA,NA,"SPF00115821",NA,"Silva, JS","1400","1400",NA,"2011","08","-41.208056","-11.591389",NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-11-13 11:22:48-03","USP","SPF","173354","PreservedSpecimen","Plantae",NA,NA,"Leguminosae","Mimosa","mensicola","Mimosa mensicola","Barneby","Pirani, JR","5427","2004","04","04",NA,"Brasil","Bahia","Morro do Chapéu",NA,"-41.2075","-11.591667",NA,NA,"SPF00173354",NA,"Silva, JS","1220","1220",NA,"2011","08","-41.2075","-11.591667",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-05-08 11:10:43-03","UEFS","HUEFS","185540","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","mensicola","Mimosa mensicola","Barneby","Carvalho-Sobrinho, J.G.de","3239","2012","01","15",NA,"Brasil","Bahia","Morro do Chapéu",NA,"-41.1561012268066","-11.5500001907349",NA,"Carrasco.","HUEFS0185540","HUEFS0185540",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98143","auto","Rosanae",NA,NA
"20","2020-05-08 11:10:43-03","UEFS","HUEFS","19707","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","mensicola","Mimosa mensicola","Barneby","Queiroz, L.P.de","4289","1995","03","14",NA,"Brasil","Bahia","Morro do Chapéu",NA,"-41.1561012268066","-11.5500001907349",NA,NA,"HUEFS0019707","HUEFS0019707",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98143","auto","Rosanae",NA,NA
"21","2020-05-08 11:10:43-03","UEFS","HUEFS","170213","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","mensicola","Mimosa mensicola","Barneby","Souza, E.R.de","613","2011","02","20",NA,"Brasil","Bahia","Morro do Chapéu","Descida do Morrão.","-41.1561012268066","-11.5500001907349",NA,NA,"HUEFS0170213","HUEFS0170213","L.P.de Queiroz",NA,NA,NA,"2011","05",NA,NA,NA,NA,NA,"98143","auto","Rosanae",NA,NA
"22","2020-05-08 11:10:43-03","UEFS","HUEFS","110314","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","mensicola","Mimosa mensicola","Barneby","Gonçalves, J.M.","17","2006","04","28",NA,"Brasil","Bahia","Morro do Chapéu","Parque Morro do Chapéu. Estrada para Barracão.","-41.206389","-11.423889",NA,NA,"HUEFS0110314","HUEFS0110314",NA,"1113","1113",NA,"2006","09","41W12'23''","11S25'26''",NA,NA,NA,NA,NA,"Rosanae",NA,NA
"23","2020-05-08 11:10:43-03","UEFS","HUEFS","121479","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","mensicola","Mimosa mensicola","Barneby","França, F.","5658","2007","05","04",NA,"Brasil","Bahia","Morro do Chapéu","Guariba.","-41.194167","-11.44",NA,NA,"HUEFS0121479","HUEFS0121479","L.P.de Queiroz & R.M.Santos","1073","1073",NA,"2007","09","41W11'39''","11S26'24''",NA,NA,NA,NA,NA,"Rosanae",NA,NA
"24","2020-05-08 11:10:43-03","UEFS","HUEFS","128418","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","mensicola","Mimosa mensicola","Barneby","Melo, E.","5238","2007","10","12",NA,"Brasil","Bahia","Morro do Chapéu","ca. 5,0 Km da entrada da Fazenda Guariba.","-41.220556","-11.410556",NA,"Cerrado, borda da mata.","HUEFS0128418","HUEFS0128418","J.S.Silva","1040","1040",NA,"2013","05","41W13'14''","11S24'38''",NA,NA,NA,NA,NA,"Rosanae",NA,NA
"25","2020-05-08 11:10:43-03","UEFS","HUEFS","167616","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","mensicola","Mimosa mensicola","Barneby","França, F.","5705","2008","05","16",NA,"Brasil","Bahia","Morro do Chapéu","Estrada para Irecê.","-41.2325","-11.516667",NA,"Cerrado","HUEFS0167616","HUEFS0167616 HUEFS0167616_01","L.P.de Queiroz","1111","1111",NA,"2011","05","41W13'57''","11S31'0''",NA,NA,NA,NA,NA,"Rosanae",NA,NA
"26","2020-05-08 11:10:43-03","UEFS","HUEFS","214859","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","mensicola","Mimosa mensicola","Barneby","Queiroz, L.P.de","16044","2014","10","29",NA,"Brasil","Bahia","Morro do Chapéu","Ca. 7 km NW do entroncamento da BA-144 com a estrada para Lagoinha.","-41.2625","-11.510278",NA,"Caatinga arbustiva aberta com dossel a ca. 1,7-2,0 m alt., solo arenoso com afloramentos de arenito.","HUEFS0214859",NA,NA,"1000","1000",NA,NA,NA,"41W15'45''","11S30'37''",NA,NA,NA,NA,NA,"Rosanae",NA,NA
"27","2020-05-08 11:10:43-03","UEFS","HUEFS","249242","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","mensicola","Mimosa mensicola","Barneby","Queiroz, L.P.de","16615","2019","05","07",NA,"Brasil","Bahia","Morro do Chapéu","Ca. 6 km do entroncamento com a BA-144 (Morro do Chapéu - Utinga) na estrada para o Morrão (entrando a a ca. 1 km Sul de Morro do Chapéu).","-41.201944","-11.585556",NA,"Vegetação localmente conhecida por Carrasco: arbustal denso perenifólio e não espinescente com elementos de Caatinga e de Cerrado. Solo arenoso vermelho.","HUEFS0249242","HUEFS0249242",NA,"1126","1126",NA,NA,NA,"41W12'7''","11S35'8''",NA,NA,NA,NA,NA,"Rosanae",NA,NA
"28","2020-05-08 11:10:43-03","UEFS","HUEFS","29532","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","mensicola","Mimosa mensicola","Barneby","Atkinson, R.","PCD2383","1996","03","14",NA,"Brasil","Bahia","Morro do Chapéu","5 km ao sul de Morro do Chapéu.","-41.208056","-11.591389",NA,"Solo arenoso com afloramentos rochosos.","HUEFS0029532","HUEFS0029532","L.P.de Queiroz","1400","1400",NA,"2005","01","41W12'29''","11S35'29''",NA,NA,NA,NA,NA,"Rosanae",NA,NA
"29","2020-05-08 11:10:43-03","UEFS","HUEFS","37498","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","mensicola","Mimosa mensicola","Barneby","França, F.","2840","1999","05","02",NA,"Brasil","Bahia","Morro do Chapéu","13km W de Morro do Chapéu.","-41.271389","-11.528889",NA,"Vegetação arbustiva antropizada em afloramento calcáreo.","HUEFS0037498","HUEFS0037498",NA,"1125","1125",NA,NA,NA,"41W16'17''","11S31'44''",NA,NA,NA,NA,NA,"Rosanae",NA,NA
"30","2020-05-08 11:10:43-03","UEFS","HUEFS","61167","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","mensicola","Mimosa mensicola","Barneby","Bautista, H.P.","PCD3224","1996","06","29",NA,"Brasil","Bahia","Morro do Chapéu","Serra Pé do Morro.","-41.206667","-11.590833",NA,"Campo rupestre.","HUEFS0061167","HUEFS0061167",NA,"1293","1293",NA,"2007","01","41W12'24''","11S35'27''",NA,NA,NA,NA,NA,"Rosanae",NA,NA
"31","2020-05-08 11:10:43-03","UEFS","HUEFS","74892","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","mensicola","Mimosa mensicola","Barneby","França, F.","4687","2003","06","13",NA,"Brasil","Bahia","Morro do Chapéu",NA,"-41.25","-11.494722",NA,"Cerrado arbustivo arbóreo. Árvores isoladas. Solo pedregoso-arenoso.","HUEFS0074892","HUEFS0074892",NA,"1065","1105",NA,"2006","07","41W15'","11S29'41''",NA,NA,NA,NA,NA,"Rosanae",NA,NA
"32","2020-05-08 11:10:43-03","UEFS","HUEFS","75987","PreservedSpecimen","Plantae","Angiospermae","Fabales","Leguminosae Subfam. Caesalpinioideae (Mimosoide)","Mimosa","mensicola","Mimosa mensicola","Barneby","Irwin, H.S.","-32552-","1971","02","19",NA,"Brasil","Bahia","Morro do Chapéu","Ca. 5km S of town of Morro do Chapéu, near base of Morro do Chapéu.","-41.1561012268066","-11.5500001907349",NA,"Cerrado and low woodland","HUEFS0075987",NA,NA,NA,NA,"Isótipo",NA,NA,NA,NA,NA,NA,NA,"98143","auto","Rosanae",NA,NA
"33","2020-07-23 12:14:33-03","CEPLAC","CEPEC","30716","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Mimosa","mensicola","Mimosa mensicola",NA,"R. M. Harley","22812","1980","05","30",NA,"Brasil","Bahia","MORRO DO CHAPÉU","Topo do Morro do Chapéu. Ca. 8Km ao SW da cidade, a W da Rod. p/ Utinga.","-41.2","-11.583333",NA,NA,NA,NA,"R. C. Barneby",NA,NA,"Paratipo",NA,NA,"41W12'0","11S35'0",NA,NA,NA,NA,NA,NA,"30/12/1985",NA
"34","2020-07-23 12:14:33-03","CEPLAC","CEPEC","31861","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Mimosa","mensicola","Mimosa mensicola",NA,"R. M. Harley","22996","2004","06","02",NA,"Brasil","Bahia","MORRO DO CHAPÉU","Ca. 4Km ao SW da cidade, Rod. Para Utinga.","-41.183333","-11.583333",NA,"<ll>dwc_commonname:</ll> Catinga-de-tamandua, Unha-de-boi-do-campo",NA,NA,"R. C. Barneby",NA,NA,"Paratipo",NA,NA,"41W11'0","11S35'0",NA,NA,NA,NA,NA,NA,"30/12/1985",NA
"35","2020-07-23 12:14:33-03","CEPLAC","CEPEC","31862","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Mimosa","mensicola","Mimosa mensicola",NA,"R. M. Harley","22997","2004","06","02",NA,"Brasil","Bahia","MORRO DO CHAPÉU","Ca. 4Km ao SW da cidade, Rod. p/ Utinga.","-41.183333","-11.583333",NA,NA,NA,NA,"R. C. Barneby",NA,NA,"Paratipo",NA,NA,"41W11'0","11S35'0",NA,NA,NA,NA,NA,NA,"30/12/1985",NA
"36","2020-07-23 12:14:33-03","CEPLAC","CEPEC","73148","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Mimosa","mensicola","Mimosa mensicola",NA,"R. Atkinson","2383","1996","03","14",NA,"Brasil","Bahia","MORRO DO CHAPÉU","5Km ao S da cidade.","-41.208056","-11.591389",NA,NA,NA,NA,"M. P. Morim",NA,NA,NA,NA,NA,"41W12'29","11S35'29",NA,NA,NA,NA,NA,NA,"30/09/2006",NA
"37","2020-07-23 12:14:33-03","CEPLAC","CEPEC","48359","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Mimosa","mensicola","Mimosa mensicola",NA,"H. C. de Lima","3891","1990","09","08",NA,"Brasil","Bahia","MORRO DO CHAPÉU","Chap. Diamantina. Rod. p/ Utinga, ramal p/ Tor. TELEBAHIA.","-41.1561012268066","-11.5500001907349",NA,NA,NA,NA,"H. C. de Lima",NA,NA,NA,NA,NA,"0*0'0","0*0'0",NA,NA,NA,"98143","auto",NA,"30/12/1990",NA
"38","2021-03-05 16:10:02-03","MN","R-TIPOS","162603","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Mimosa","mensicola","Mimosa mensicola","Barneby","Irwin, H.S.; Harley, R.M. & Smith, G.L.","32552","1971","02","19",NA,"Brasil","Bahia","Morro do Chapéu","Serra do Trombador","-41.1561012268066","-11.5500001907349",NA,NA,"R000162603","R000162603_001","Barneby, R.","1100","1100","Isotypus de Mimosa mensicola Barneby","1984",NA,NA,NA,NA,NA,NA,"98143","auto",NA,NA,NA
"39","2010-08-16 16:42:51-03","GH","HU-HERB","GH 00064775","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Mimosa","mensicola","Mimosa mensicola","Barneby","H. S. Irwin, R. M. Harley & Gary L. Smith","32552","1971","2","19","South America","Brazil","Bahia",NA,"Serra do Tombador, ca. 5 km. south of town of Morro do Chapéu, near base of Morro do Chapéu, cerrado and low woodland, ca. 1100 m.",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,"32552",NA,NA,NA,NA,NA,"undetermined"
"40","2014-09-23 10:47:32-03","G","G","G00371491","S","Plantae",NA,NA,"Fabaceae","Mimosa","mensicola","Mimosa mensicola","Barneby","Irwin, H. S., R. M. Harley & G. L. Smith","32552","1971","02","19","AMERIQUE DU SUD","Brazil","Bahia",NA,NA,"-41.99722222","-12.18305556",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00371491",NA,"Barneby, R.","1100","1100","ISOTYPUS of Mimosa mensicola Barneby","1984","01","-41.99722222","-12.18305556","01",NA,NA,NA,NA,NA,NA,NA
