"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","geoFlag","recordNumber","continentOcean","preparationType","barcode","imagecode","class","typeStatus","relatedCatalogItem","fieldNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","898784","PreservedSpecimen","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","glabra","Vellozia glabra","J.C.Mikan","L. B. Smith",NA,NA,NA,"B. Maguire","1959","12","19","Brazil","Minas Gerais",NA,"Serra Cipó, 3-1/2 miles from Hotel Chapeu de Sol",NA,NA,"1128","1128","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977409' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"44639","South America","sheet","NY00898784","NY00898784_01",NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","898793","PreservedSpecimen","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","glabra","Vellozia glabra","J.C.Mikan","R. de Mello-Silva",NA,NA,NA,"N. L. de Menezes","1975","12","14","Brazil","Minas Gerais","Diamantina","ca. 8 km em direção a Conselheiro Mata",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977439' target='other'> <mi>dwc_moreinfo</mi></a>","-43.6003","-18.2494",NA,NA,NA,"553","South America","sheet","NY00898793","NY00898793_01",NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","898790","PreservedSpecimen","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","glabra","Vellozia glabra","J.C.Mikan","L. B. Smith",NA,NA,NA,"H. S. Irwin","1968","02","14","Brazil","Minas Gerais",NA,"Serra do Cipó, ca. km 120 (ca. 145km N of Belo Horizonte).",NA,NA,"1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977421' target='other'> <mi>dwc_moreinfo</mi></a>","-43.4","-18.87",NA,NA,NA,"20044","South America","sheet","NY00898790","NY00898790_01",NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","898788","PreservedSpecimen","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","glabra","Vellozia glabra","J.C.Mikan","R. de Mello-Silva",NA,NA,NA,"R. de Mello-Silva","1985","11","23","Brazil","Minas Gerais","Diamantina","estrada para São João da Chapada, perto de Sopa.",NA,NA,"1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=977417' target='other'> <mi>dwc_moreinfo</mi></a>","-43.6003","-18.2494",NA,NA,NA,"CFCR8630","South America","sheet","NY00898788","NY00898788_01",NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","899028","PreservedSpecimen","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","phalocarpa","Vellozia phalocarpa","Pohl","P. C. Standley",NA,NA,NA,"Y. E. J. Mexia","1931","05","19","Brazil","Minas Gerais","Diamantina","Barao; high slopes of Serra do Capão.",NA,NA,"1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=978852' target='other'> <mi>dwc_moreinfo</mi></a>","-43.6003","-18.2494",NA,NA,NA,"5873","South America","sheet","NY00899028","NY00899028_01",NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","899027","PreservedSpecimen","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","phalocarpa","Vellozia phalocarpa","Pohl","L. B. Smith",NA,NA,NA,"W. R. Anderson","1972","02","02","Brazil","Minas Gerais","Gouveia","Serra do Espinhaço, ca. 35 km SW of Gouveia, km 243 on MG-259",NA,NA,"1080","1080","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=978851' target='other'> <mi>dwc_moreinfo</mi></a>","-43.98545","-18.6094",NA,NA,NA,"35101","South America","sheet","NY00899027","NY00899027_01",NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","899025","PreservedSpecimen","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","phalocarpa","Vellozia phalocarpa","Pohl","L. B. Smith",NA,NA,NA,"H. S. Irwin","1971","01","18","Brazil","Minas Gerais",NA,"Serra do Espinhaço, slopes of Serra da Piedade, ca. 35 km E. of Belo Horizonte, near BR-31",NA,NA,"1800","1800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=978843' target='other'> <mi>dwc_moreinfo</mi></a>","-43.67613","-19.82237",NA,NA,NA,"28693","South America","sheet","NY00899025","NY00899025_01",NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","899026","PreservedSpecimen","Plantae","Magnoliophyta","Pandanales","Velloziaceae","Vellozia","phalocarpa","Vellozia phalocarpa","Pohl","L. B. Smith",NA,NA,NA,"W. R. Anderson","1972","02","12","Brazil","Minas Gerais",NA,"Serra do Espinhaço, eastern slopes of Pico do Itambé",NA,NA,"1550","1550","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=978848' target='other'> <mi>dwc_moreinfo</mi></a>","-43.392","-18.43185",NA,NA,NA,"35855","South America","sheet","NY00899026","NY00899026_01",NA,NA,NA,NA
"19","2021-03-30 12:54:32-03","EAO","IAN","63189","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Velloziaceae","Vellozia","glabra","Vellozia glabra","Spreng.","Smith, LB","1960","07",NA,"Pires, JM; Black, GA","1951","01","13","Brasil","Minas Gerais",NA,"Serra do Cipó.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2732","Southern America",NA,"IAN063189","IAN063189 IAN063189_e IAN063189_e1",NA,NA,NA,NA
"20","2021-03-30 12:54:32-03","EAO","IAN","63264","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Velloziaceae","Vellozia","glabra","Vellozia glabra","Spreng.","Smith, LB","1960","07",NA,"Pires, JM; Black, GA","1951","01","16","Brasil","Minas Gerais",NA,"Serra do Cipó.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"956","Southern America",NA,"IAN063264","IAN063264 IAN063264_e",NA,NA,NA,NA
"21","2021-03-30 12:54:32-03","EAO","IAN","69887","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Velloziaceae","Vellozia","glabra","Vellozia glabra","Spreng.","Smith, LB","1960","06",NA,"Black, GA; Magalhães, MG","1951","04","05","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"Serra do Cipó.",NA,NA,NA,NA,NA,"12063","Southern America",NA,"IAN069887",NA,NA,NA,NA,NA
"22","2021-03-30 12:54:34-03","EAO","IAN","63197","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Velloziaceae","Vellozia","phalocarpa","Vellozia phalocarpa","Pohl","Menezes, NL de","1984","09",NA,"Pires, JM; Black, GA","1951","01","13","Brasil","Minas Gerais",NA,"Serra do Cipó.",NA,NA,NA,NA,"Flor roxa.",NA,NA,NA,NA,NA,"s.n.","Southern America",NA,"IAN063197","IAN063197 IAN063197_e IAN063197_e1",NA,NA,NA,NA
"23","2020-02-08 10:09:44-03","NBC","NL-BOTANY","L 0041306","PreservedSpecimen","Plantae",NA,"Pandanales","Velloziaceae","Vellozia","glabra","Vellozia glabra","J.C.Mikan","Mello-Silva R de","2007","04","20","Glaziou AFM","1890","07","28","Brazil",NA,NA,"Brasilia: Sommet de L'Itacolang pres d'ouro Preto",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200041306 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Southern America",NA,"NL-L0041306","NL-L0041306","Magnoliopsidae","holotype","93779135",NA
"24","2020-02-08 10:09:44-03","NBC","NL-BOTANY","U.1752332","PreservedSpecimen","Plantae",NA,"Pandanales","Velloziaceae","Vellozia","glabra","Vellozia glabra","J.C.Mikan",NA,NA,NA,NA,"Mello-Silva R de; Thomas W; Pirani JR; Cavalcanti TB","1985","11","23","Brazil",NA,NA,"Campos Rupestres, M.G. Diamantina, Estrada para Sao Joao da Chapada, Campo rupestre.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1752332 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Southern America",NA,"NL-U1752332","NL-U1752332","Magnoliopsidae",NA,NA,NA
"25","2020-02-08 10:09:44-03","NBC","NL-BOTANY","U.1752333","PreservedSpecimen","Plantae",NA,"Pandanales","Velloziaceae","Vellozia","glabra","Vellozia glabra","J.C.Mikan",NA,NA,NA,NA,"Mello-Silva R de; et al.","1986","02","24","Brazil",NA,NA,"Campos Rupestres, MG. Gouveia Fazenda Contagem.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1752333 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"Southern America",NA,"NL-U1752333","NL-U1752333","Magnoliopsidae",NA,NA,NA
"26","2021-01-14 15:33:52-03","MN","R","112707","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","glabra","Vellozia glabra","Mart.","Smith, L.B.","1961",NA,NA,"Maguire, B. 49048; Magalhães, G.M. & Maguire, C.K.","1960","08","06","Brasil","Minas Gerais",NA,"Serra do Cipó, along road from Hotel Chapeu between km 11 and 120",NA,NA,"1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,"R010058784","R010058784",NA,NA,NA,NA
"27","2021-01-14 15:33:52-03","MN","R","235448","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","glabra","Vellozia glabra","Mart.","Mello-Silva, R.","1987","08","14","Silveira, A.A.","1905","04",NA,"Brasil","Minas Gerais","Capão Redondo","Serra do Cipó",NA,NA,NA,NA,"Herbarium Silveira",NA,NA,NA,NA,NA,NA,NA,NA,"R010059305","R010059305 R010059305_1",NA,NA,NA,NA
"28","2021-01-15 14:42:37-03","MN","R","235466","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","glabra","Vellozia glabra","Mart.","Mello-Silva, R.","1986","01","31","Mello Silva, R.; Thomas, W.; Pirani, J.R. & Cavalcanti, T.B.","1985","01","23","Brasil","Minas Gerais","Diamantina","estrada para São João da Chapada",NA,NA,"1180","1180",NA,"-43.6002998352051","-18.2493991851807","101169",NA,"auto","CFCR - 8658",NA,NA,"R010058783","R010058783",NA,NA,NA,NA
"29","2021-01-29 12:45:35-03","UNICAMP","UEC","45996","S","Plantae","Liliopsida",NA,"Velloziaceae","Vellozia","glabra","Vellozia glabra","Spreng.","Mello-Silva, R","1986","08",NA,"Mello-Silva, R; Cavalcanti, TB; Menezes, NL; Semir, J; Chukr, NS","1986","02","24","Brazil","Minas Gerais","Gouveia","Fazenda Contagem","-48.9","-18.6",NA,NA,"flor, Planta com 1,5 m, crescendo em solo arenoso a beira de riacho. Flores roxas","-48.9","-18.6",NA,NA,NA,"s.n.",NA,NA,"UEC000765","UEC000765",NA,NA,NA,NA
"30","2019-08-20 10:01:50-03","UNICAMP","UEC","60199","S","Plantae","Liliopsida",NA,"Velloziaceae","Vellozia","glabra","Vellozia glabra","Spreng.","Mello-Silva, R","1985","12",NA,"Mello-Silva, R; Cavalcanti, TB; Pirani, JR; Thomas, WW","1985","11","23","Brazil","Minas Gerais","Diamantina","Estrada para São João da Chapada. Campo",NA,NA,"1200","1200","flor, Entre rochas, até 1,5m de altura, ramificação. Flores roxas, cerca de 30 estames amarelos","-43.6002998352051","-18.2493991851807","101169",NA,"auto","s.n.",NA,NA,"UEC000764","UEC000764",NA,NA,NA,NA
"31","2019-08-20 10:01:50-03","UNICAMP","UEC","17562","S","Plantae","Liliopsida",NA,"Velloziaceae","Vellozia","glabra","Vellozia glabra","Spreng.","Mello-Silva, R","2003","06",NA,"Semir, J; Sazima, M","1973","12","10","Brazil","Minas Gerais","Jaboticatubas","Ao longo da rodovia, Km 132.",NA,NA,NA,NA,NA,"-43.7449989318848","-19.513599395752","31264",NA,"auto","4771",NA,NA,"UEC000763","UEC000763",NA,NA,NA,NA
"32","2019-08-20 10:01:50-03","UNICAMP","UEC","17563","S","Plantae","Liliopsida",NA,"Velloziaceae","Vellozia","glabra","Vellozia glabra","Spreng.","Mello-Silva, R","1987","12",NA,"Semir, J","1978","11","03","Brazil","Minas Gerais","Jaboticatubas","Serra do Cipó km 136",NA,NA,NA,NA,"flor, Arbusto de 4 m, em um grande aglomerado. Flores roxas-azuladas","-43.7449989318848","-19.513599395752","31264",NA,"auto","8660",NA,NA,"UEC000766","UEC000766",NA,NA,NA,NA
"33","2019-11-06 09:57:51-03","UFOP","OUPR","14244","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","glabra","Vellozia glabra","J.C.Mikan","Mello-Silva, R.","2000","11",NA,"s.col.",NA,NA,NA,"Brasil","Minas Gerais",NA,"Serra do Cipó",NA,NA,NA,NA,"Campo. Erva. Flores violaceas",NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-11-06 09:57:51-03","UFOP","OUPR","7297","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","glabra","Vellozia glabra","J.C.Mikan","Roschel, M.B.","1998","02",NA,"Roschel, M.B.","1997","04","11","Brasil","Minas Gerais","Ouro Preto","Antônio Pereira, Corrego do Macaco - Alegria Sul",NA,NA,NA,NA,"Campo ferruginoso. Arbusto 1,65m. Hipanto amarelo. Corola lilás. Estigma e estames alaranjados. Pedúnculo repleto de tricomas glandulares","-43.5080986022949","-20.2875003814697","44599",NA,"auto","512",NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-11-06 09:57:51-03","UFOP","OUPR","6649","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","glabra","Vellozia glabra","J.C.Mikan","Roschel, M.B.","1997","03","17","Roschel, M.B.","1997","03","16","Brasil","Minas Gerais","Ouro Preto","Antônio Pereira, Estrada da Torre - Samarco Mineração",NA,NA,NA,NA,"Campo ferruginoso. Dracenóide. Hipanto amarelo. Tépalas lilazes. Estigma e estames amerelo gema","-43.5080986022949","-20.2875003814697","44599",NA,"auto","s.n.",NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-11-06 09:57:51-03","UFOP","OUPR","21294","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","glabra","Vellozia glabra","J.C.Mikan","Messias, M.C.T.B.",NA,NA,NA,"Ataíde, E.S.","2008","03","14","Brasil","Minas Gerais","Ouro Preto","Antônio Pereira, Samarco - Alegria 7",NA,NA,NA,NA,"Arbusto. Campo ferruginoso.","-43.5080986022949","-20.2875003814697","44599",NA,"auto","195",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:46:51-03","MBM","MBM","302090","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","glabra","Vellozia glabra","Mikan","Mello-Silva, R.","2004",NA,NA,"Mello-Silva, R.; Pirani, J.R.; Calió, M.F.A.; Lepis, K.B.; Riina, R.; Lovo, J.; Pirani, J.R.; Calió, M.F.A.; Lepis, K.B.; Riina, R.; Lovo, J.","2004","01","20","Brazil","Minas Gerais","Congonhas do Norte","Serra do Cipó, Serra Talhada. Serra do Joaquim Gomes. Estrada para o vale do rio Preto, 11,4 km SO da estrada Congonhas do Norte - Gouveia, entrada a 3,7 km NO de Congonhas do Norte. Encostas da serra no vale do rio Preto","-43.748611","-18.255278","1273","1273","Plantas até 1,5 m de altura. Bainhas castanhas, as velhas com ápice cinéreo. Folhas espirotrísticas, arqueadas. Pedúnculo e hipanto verde-acastanhado. Floras passadas. Tépalas roxo-claras. Apêndices estaminais alvos. Estilete roxo-cl","-43.748611","-18.255278",NA,NA,NA,"2400","Southern America",NA,"MBM302090","MBM302090",NA,NA,NA,NA
"38","2020-12-21 16:46:51-03","MBM","MBM","152144","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","glabra","Vellozia glabra","Mikan","Mello-Silva, R.",NA,NA,NA,"Menezes, N.L.; et al.; et al.",NA,NA,NA,"Brazil","Minas Gerais",NA,"Estrada Diamantina - Mendanha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8832","Southern America",NA,"MBM152144","MBM152144",NA,NA,NA,NA
"39","2020-12-21 16:46:51-03","MBM","MBM","139058","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","glabra","Vellozia glabra","Mikan","Menezes, N.L.",NA,NA,NA,"Giulietti, A.M.; et al.; et al.",NA,NA,NA,"Brazil","Minas Gerais","Gouveia","Margem da Estrada Gouveia - Diamantina",NA,NA,NA,NA,NA,"-43.7407989501953","-18.4543991088867","37970",NA,"auto","20984","Southern America",NA,"MBM139058","MBM139058",NA,NA,NA,NA
"40","2020-12-21 16:46:51-03","MBM","MBM","425572","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","glabra","Vellozia glabra","Mikan","Mello-Silva, R.","2018","02","08","Martinelli, G.; Lima, T.; Moraes, L.; Lima, T.; Moraes, L.","2016","03","19","Brazil","Minas Garais","Diamantina","PE do Rio Preto, Localidade de Lajeado","-43.340278","-18.237222","1627","1627","Arbusto, 3,40m, heliófila, saxícola; folhas verdes, concolores; flores com pedicelo verde, ovário verde, tepalos lilázes, anteras amarelas, estigma amarelo.; Campos rupestres.","-43.340278","-18.237222",NA,NA,NA,"19138","Southern America",NA,"MBM425572",NA,NA,NA,NA,NA
"41","2020-12-21 16:46:51-03","MBM","MBM","31166","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","glabra","Vellozia glabra","Mikan","Mello-Silva, R.",NA,NA,NA,"Menezes, N.L.",NA,NA,NA,"Brazil","Minas Gerais",NA,"Km 138, Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"147","Southern America",NA,"MBM031166","MBM031166",NA,NA,NA,NA
"42","2020-12-21 16:46:51-03","MBM","MBM","160869","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","glabra","Vellozia glabra","Mikan","Mello-Silva, R.",NA,NA,NA,"Mello-Silva, R.; et al.; et al.",NA,NA,NA,"Brazil","Minas Gerais","Alvorada de Minas","7km de Itapanhoacanga",NA,NA,NA,NA,NA,"-43.3652992248535","-18.7360992431641","18475",NA,"auto","253","Southern America",NA,"MBM160869","MBM160869",NA,NA,NA,NA
"43","2020-12-21 16:46:51-03","MBM","MBM","155090","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","glabra","Vellozia glabra","Mikan","Mello-Silva, R.",NA,NA,NA,"Menezes, N.L.",NA,NA,NA,"Brazil","Minas Gerais","Diamantina","Diamantina",NA,NA,NA,NA,NA,"-43.6002998352051","-18.2493991851807","101169",NA,"auto","553","Southern America",NA,"MBM155090","MBM155090",NA,NA,NA,NA
"44","2020-12-21 16:46:51-03","MBM","MBM","139056","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","glabra","Vellozia glabra","Mikan","Mello-Silva, R.",NA,NA,NA,"Mello-Silva, R.; et al.; et al.",NA,NA,NA,"Brazil","Minas Gerais","Diamantina","Estrada para São João da Chapada",NA,NA,NA,NA,NA,"-43.6002998352051","-18.2493991851807","101169",NA,"auto","40267","Southern America",NA,"MBM139056","MBM139056",NA,NA,NA,NA
"45","2020-12-21 16:46:51-03","MBM","MBM","113465","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","glabra","Vellozia glabra","Mikan","Mello-Silva, R.",NA,NA,NA,"Hatschbach, G.; et al.; et al.",NA,NA,NA,"Brazil","Minas Gerais","Diamantina","Rodovia Guinda - Conselheiro Mata",NA,NA,NA,NA,NA,"-43.6002998352051","-18.2493991851807","101169",NA,"auto","50965","Southern America",NA,"MBM113465","MBM113465",NA,NA,NA,NA
"46","2020-12-21 16:46:51-03","MBM","MBM","155088","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","glabra","Vellozia glabra","Mikan","Mello-Silva, R.",NA,NA,NA,"Cordeiro, I.; et al.; et al.",NA,NA,NA,"Brazil","Minas Gerais","Gouveia","Próximo a Gouveia",NA,NA,NA,NA,NA,"-43.7407989501953","-18.4543991088867","37970",NA,"auto","4072","Southern America",NA,"MBM155088","MBM155088",NA,NA,NA,NA
"47","2020-12-21 16:46:51-03","MBM","MBM","20096","PreservedSpecimen","Plantae",NA,NA,"Velloziaceae","Vellozia","glabra","Vellozia glabra","Mikan","Smith, L.B.; Ayensu, E.",NA,NA,NA,"Hatschbach, G.; Smith, L.B.; Ayensu, E.; Smith, L.B.; Ayensu, E.",NA,NA,NA,"Brazil","Minas Gerais","Jaboticatubas","Serra do Cipó",NA,NA,NA,NA,NA,"-43.7449989318848","-19.513599395752","31264",NA,"auto","28677","Southern America",NA,"MBM020096","MBM020096",NA,NA,NA,NA
