"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","maximumElevationInMeters","typeStatus","yearIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","monthIdentified","order","dayIdentified","individualCount","fieldNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","02444119","PreservedSpecimen","Plantae","Bryophyta","Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) Jaeger","S. P. Churchill","S. Carreño","1018","2011","08","20","South America","Bolivia","Santa Cruz","Vallegrande","Monte Paulo (Sawintales) situado a 25 km al norte de Vallegrande, camino entre Vallegrande a Loma Larga","-63.9167","-18.6775","2363","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2663612' target='other'> <mi>dwc_moreinfo</mi></a>","NY02444119",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","2121018","PreservedSpecimen","Plantae","Bryophyta","Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) Jaeger",NA,"T. Feuerer","15452a","1981","04","20","South America","Bolivia","La Paz","Bautista Saavedra","Charazani-Tal, an den Serpentinen des Weges oberhalb Playa Richtung Chullina, linke Talseite.",NA,NA,"3300","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2279836' target='other'> <mi>dwc_moreinfo</mi></a>","NY02121018","NY02121018_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","2121014","PreservedSpecimen","Plantae","Bryophyta","Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) Jaeger","E. De Luna","Illegible collector name","s.n.","1915","04","29","South America","Peru",NA,NA,"[Illegible collection information.]",NA,NA,"3000","packeted","[Collection label obscured.] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2279832' target='other'> <mi>dwc_moreinfo</mi></a>","NY02121014","NY02121014_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","2121012","PreservedSpecimen","Plantae","Bryophyta","Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) Jaeger","E. De Luna","P. C. Hutchison","1142","1957","08","12","South America","Peru","Junín","Tarma","Canyon of Río Huasahuasi, below Huasahuasi in valley bottom, mouth of gorge, near river.",NA,NA,"2400","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2279830' target='other'> <mi>dwc_moreinfo</mi></a>","NY02121012","NY02121012_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","02121009","PreservedSpecimen","Plantae","Bryophyta","Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) Jaeger","E. De Luna","P. D. Hegewald","8370","1977","06","10","South America","Peru","Junín","Tarma","Rio Yanamayo hinter Palca zw. Tarma u. San Ramon.",NA,NA,"2700","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2279826' target='other'> <mi>dwc_moreinfo</mi></a>","NY02121009","NY02121009_01","2750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","2121016","PreservedSpecimen","Plantae","Bryophyta","Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) Jaeger","E. De Luna","Illegible collector name","s.n.","1915","05","01","South America","Peru",NA,NA,"[Illegible collection information.]",NA,NA,NA,"packeted","[Collection label obscured.] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2279834' target='other'> <mi>dwc_moreinfo</mi></a>","NY02121016","NY02121016_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","2121019","PreservedSpecimen","Plantae","Bryophyta","Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) Jaeger",NA,"M. A. Lewis","79-940","1979","03","05","South America","Bolivia","La Paz","Bautista Saavedra","Trail between Charasani and Niño Karine, NNW of Chuma.",NA,NA,"3200","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2279837' target='other'> <mi>dwc_moreinfo</mi></a>","NY02121019","NY02121019_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","913953","PreservedSpecimen","Plantae","Bryophyta","Hedwigiaceae","Hedwigia","plicata","Hedwigia plicata","Mitt.",NA,"Bridges","s.n.","1846",NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,"packeted","Data on packet: Hedwigia plicata (Mitt) Quito Jameson 1846 [Jameson data marked out] Bolivia Bridges 1846 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1235874' target='other'> <mi>dwc_moreinfo</mi></a>","NY00913953","NY00913953_01",NA,"possible type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1244170","PreservedSpecimen","Plantae","Bryophyta","Hedwigiaceae","Hedwigia","plicata","Hedwigia plicata","Mitt.",NA,"W. Jameson","s.n.",NA,NA,NA,"South America","Ecuador",NA,NA,"Quito",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1476446' target='other'> <mi>dwc_moreinfo</mi></a>","NY01244170","NY01244170_01",NA,"type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1244171","PreservedSpecimen","Plantae","Bryophyta","Hedwigiaceae","Hedwigia","plicata","Hedwigia plicata","Mitt.",NA,"W. Jameson","s.n.",NA,NA,NA,"South America","Ecuador",NA,NA,"Quito",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1476449' target='other'> <mi>dwc_moreinfo</mi></a>","NY01244171","NY01244171_01",NA,"type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","913932","PreservedSpecimen","Plantae","Bryophyta","Hedwigiaceae","Hedwigia","plicata","Hedwigia plicata","Mitt.",NA,"Bridges","s.n.",NA,NA,NA,"South America","Bolivia",NA,NA,NA,NA,NA,NA,"packeted","Data written on specimen mounting board, Bolivia Bridges Hb Hooker <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1235017' target='other'> <mi>dwc_moreinfo</mi></a>","NY00913932","NY00913932_01",NA,"probable type",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-09 17:04:36-03","IAP","PACA-BRYOPHYTES","80916","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) Jaeg","Sehnem, A.","Sehnem, A.","7752","1961","01","02",NA,"Brasil","RS","São Francisco de Paula","Taimbé","-50.5835990905762","-29.4480991363525","900",NA,"1ª vez para o Brasil? Habitat: Ad petram apprico","PACA080916",NA,"900",NA,"1975","76715","auto",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 10:39:44-03","NBC","NL-BOTANY","U 0090552","PreservedSpecimen","Plantae",NA,"Musci","Braunia","plicata","Braunia plicata","(Mitt.) A.Jaeger",NA,"Lewis MC",NA,"1979","03","05","Southern America","Bolivia","La Paz",NA,NA,"-69.066667","-15.183333",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200090552 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0090552",NA,NA,NA,NA,NA,NA,"Musci","-69.066667","-15.183333",NA,NA,NA,NA,NA
"24","2020-02-08 10:39:44-03","NBC","NL-BOTANY","U 0090553","PreservedSpecimen","Plantae",NA,"Musci","Braunia","plicata","Braunia plicata","(Mitt.) A.Jaeger",NA,"Lewinsky J",NA,"1979","03","05","Southern America","Bolivia","La Paz",NA,NA,"-69.05","-15.133333",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200090553 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0090553",NA,NA,NA,NA,NA,NA,"Musci","-69.05","-15.133333",NA,NA,NA,NA,NA
"25","2019-11-08 08:52:27-03","FURB","FURB","36519","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A.Jaeger","Peralta, DF","Wasum, R.","4065","2007","04","13",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Vila Seca - Marrecas.","-51.1794013977051","-29.1681003570557","780",NA,NA,"FURB04945","FURB04945","780",NA,"2010","49662","auto",NA,NA,NA,"04",NA,NA,NA,NA
"26","2021-03-16 17:55:34-03","UCS","HUCS","48699","PreservedSpecimen","Plantae","Bryophyta","Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","Peralta, D.F.","Gonzatti, F.","4574","2018","09","07",NA,"Brasil","Rio Grande do Sul","Manoel Viana","Cerro do Tigre, Ponte de Pedra","-55.394444","-29.666111",NA,NA,"Epífito em troncos de árvores na mata de encosta",NA,NA,NA,NA,"2018",NA,NA,NA,"-55.394444","-29.666111","11","Hedwigiales",NA,NA,NA
"27","2021-03-16 17:55:34-03","UCS","HUCS","45946","PreservedSpecimen","Plantae","Bryophyta","Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","Peralta, D.F.","Gonzatti, F.","1587","2015","01","28",NA,"Brasil","Rio Grande do Sul","Canguaçú","Rizotini - Rancho Velho","-52.93275","-31.310167","439",NA,"Musgo rupícola em interior de capão de mata.",NA,NA,"439",NA,"2018",NA,NA,NA,"-52.93275","-31.310167","03","Hedwigiales",NA,NA,NA
"28","2021-03-16 17:55:34-03","UCS","HUCS","27803","PreservedSpecimen","Plantae","Bryophyta","Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","Yano, O.","Wasum, R.A.","3569","2006","02","23",NA,"Brasil","Rio Grande do Sul","Candiota","Seival-Alto de Santa Rosa","-53.767222","-31.501667","200",NA,"sobre rochedos",NA,NA,"200",NA,"2007",NA,NA,NA,"-53.767222","-31.501667","03","Hedwigiales",NA,NA,NA
"29","2021-03-16 17:55:34-03","UCS","HUCS","33156","PreservedSpecimen","Plantae","Bryophyta","Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","Churchill, S.P.","Loano, R.","2406","2007","05","31",NA,"Bolívia","Chuquisaca","Oropeza","Lechuguillas ca. 30 km NE de Sucre","-65.227778","-19.029167","2426",NA,"Missouri Botanical Garden Herbarium MO; quebrada subhúmeda con pequenñas cascadas",NA,NA,"2426",NA,"2007",NA,NA,NA,"-65.227778","-19.029167",NA,"Hedwigiales",NA,NA,NA
"30","2021-03-16 17:55:34-03","UCS","HUCS","41678","PreservedSpecimen","Plantae","Bryophyta","Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","Churchill, S.P.","Linneo, I.","1918","2010","04","14",NA,"Bolívia","Cochabamba","Independencia","A 2km al NE del pueblo Independencia, por el camino.","-66.803056","-17.080833","2532",NA,"Herbarium MO; crece sobre corteza del tronco de Anacardiaceae.",NA,NA,"2532",NA,"2011",NA,NA,NA,"-66.803056","-17.080833",NA,"Hedwigiales",NA,NA,NA
"31","2021-03-16 17:55:34-03","UCS","HUCS","50373","PreservedSpecimen","Plantae","Bryophyta","Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","Carreno, S.","Carreño, S.","521","2011","04","13",NA,"Bolivia","Santa Cruz","Vallegrande","Las Pampitas (El Rodeo) a 23 km norte de Vallegrande camino de Vallegrande a Alto Seco, camino antigua de las rutas del Che.","-64.124167","-18.643333","2890",NA,"Doação Missouri Botanical Garden Herbarium - MO; predominan las formaciones vegetales de Prepuna, bosque abierto",NA,NA,"2890",NA,"2012",NA,NA,NA,"-64.124167","-18.643333",NA,"Hedwigiales",NA,NA,NA
"32","2021-03-16 17:55:34-03","UCS","HUCS","48712","PreservedSpecimen","Plantae","Bryophyta","Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","Peralta, D.F.","Gonzatti, F.","4561a","2018","09","07",NA,"Brasil","Rio Grande do Sul","Manoel Viana","Cerro do Tigre, Ponte de Pedra","-55.394444","-29.666111",NA,NA,"Corticícola em mata de encosta",NA,NA,NA,NA,"2018",NA,NA,NA,"-55.394444","-29.666111","11","Hedwigiales",NA,NA,NA
"33","2021-03-16 17:55:34-03","UCS","HUCS","30367","PreservedSpecimen","Plantae","Bryophyta","Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","Yano, O.","Pasini, E.","147","2006","11","24",NA,"Brasil","Rio Grande do Sul","Jaquirana","Camping Princesa dos Campos","-50.3577995300293","-28.8847007751465","800",NA,"sobre rochedos - junto à cachoeira",NA,NA,"800",NA,"2008","31282","auto",NA,NA,NA,"07","Hedwigiales","18",NA,NA
"34","2021-03-16 17:55:34-03","UCS","HUCS","26118","PreservedSpecimen","Plantae","Bryophyta","Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","Yano, O.","Wasum, R.A.","2959","2005","05","26",NA,"Brasil","Rio Grande do Sul","Bom Jesus","Fazenda do Cilho","-50.4166984558105","-28.6678009033203","1050",NA,"sobre rochas em orla da mata",NA,NA,"1050",NA,"2005","55856","auto",NA,NA,NA,"11","Hedwigiales","18",NA,NA
"35","2021-03-16 17:55:34-03","UCS","HUCS","25964","PreservedSpecimen","Plantae","Bryophyta","Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","Yano, O.","Wasum, R.A.","2965b","2005","05","26",NA,"Brasil","Rio Grande do Sul","Bom Jesus","Fazenda do Cilho- Sede","-50.4166984558105","-28.6678009033203","1050",NA,"sobre rochedos",NA,NA,"1050",NA,"2005","55856","auto",NA,NA,NA,"11","Hedwigiales","18",NA,NA
"36","2021-03-16 17:55:34-03","UCS","HUCS","12051","PreservedSpecimen","Plantae","Bryophyta","Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","Yano, O.","Wasum, R.A.","s.n.","1997","05","01",NA,"Brasil","Rio Grande do Sul","Cambará do Sul","Fortaleza","-50.1446990966797","-29.0478000640869","1200",NA,"sobre rochedos",NA,NA,"1200",NA,"2004","30776","auto",NA,NA,NA,"03","Hedwigiales",NA,NA,NA
"37","2021-03-16 17:55:34-03","UCS","HUCS","30043","PreservedSpecimen","Plantae","Bryophyta","Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","Yano, O.","Pasini, E.","74","2006","04","19",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Loreto","-51.1794013977051","-29.1681003570557","780",NA,"sobre rochedos - no paredão",NA,NA,"780",NA,"2008","49662","auto",NA,NA,NA,"07","Hedwigiales","18",NA,NA
"38","2021-03-16 17:55:34-03","UCS","HUCS","35906","PreservedSpecimen","Plantae","Bryophyta","Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","Yano, O.","Wasum, R.A.","4609","2010","04","13",NA,"Brasil","Rio Grande do Sul","Nova Petrópolis","Parque Aldeia do Imigrante","-51.1143989562988","-29.3763999938965","580",NA,"sobre troncos, orla da mata",NA,NA,"580",NA,"2010","14669","auto",NA,NA,NA,"12","Hedwigiales",NA,NA,NA
"39","2021-03-16 17:55:34-03","UCS","HUCS","31064","PreservedSpecimen","Plantae","Bryophyta","Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","Yano, O.","Sartori, M.","213","2007","05","07",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Vila Seca - Fazenda A. Scopel","-51.1794013977051","-29.1681003570557","780",NA,"lajeado úmido",NA,NA,"780",NA,"2008","49662","auto",NA,NA,NA,"07","Hedwigiales","25",NA,NA
"40","2021-03-16 17:55:34-03","UCS","HUCS","31333","PreservedSpecimen","Plantae","Bryophyta","Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","Peralta, D.F.","Wasum, R.A.","4065","2007","04","13",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Vila Seca - Marrecas","-51.1794013977051","-29.1681003570557","780",NA,"sobre rochedos - no campo",NA,NA,"780",NA,"2010","49662","auto",NA,NA,NA,"04","Hedwigiales",NA,NA,NA
"41","2020-12-21 16:29:20-03","MBM","MBM","329796","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) Jaeg.","Yano, O.","Wasum, R.; et al.; et al.","3569","2006","02","23","Southern America","Brazil","Rio Grande do Sul","Candiota","Seival, Alto de Santa Rosa","-53.6725006103516","-31.5580997467041","200",NA,"Sobre rochedos","MBM329796",NA,"200",NA,"2007","28623","auto",NA,NA,NA,"03",NA,NA,NA,NA
"42","2020-12-21 16:29:20-03","MBM","MBM","347599","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) Jaeg.","Yano, O.","Pasini, E.","74","2006","04","19","Southern America","Brazil","Rio Grande do Sul","Caxias do Sul","Loreto","-51.1794013977051","-29.1681003570557","780",NA,"Sobre rochedos, no paredão","MBM347599",NA,"780",NA,"2008","49662","auto",NA,NA,NA,"07",NA,"18",NA,NA
"43","2020-12-21 16:29:20-03","MBM","MBM","360031","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) Jaeg.","Yano, O.","Wasum, R.","2959","2005","05","26","Southern America","Brazil","Rio Grande do Sul","Bom Jesus","Fazenda do Cilho","-50.4166984558105","-28.6678009033203","1050",NA,"Sobre rochas, orla da mata","MBM360031",NA,"1050",NA,"2005","55856","auto",NA,NA,NA,"11",NA,"18",NA,NA
"44","2020-12-21 16:29:20-03","MBM","MBM","359990","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) Jaeg.","Yano, O.","Wasum, R.","2965B","2005","05","26","Southern America","Brazil","Rio Grande do Sul","Bom Jesus","Fazenda do Cilho, Sede","-50.4166984558105","-28.6678009033203","1050",NA,"Sobre rochedos","MBM359990",NA,"1050",NA,"2005","55856","auto",NA,NA,NA,"11",NA,"18",NA,NA
"45","2020-12-21 16:29:20-03","MBM","MBM","361565","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) Jaeg.","Peralta, D.F.","Wasum, R.","4065","2007","04","13","Southern America","Brazil","Rio Grande do Sul","Caxias do Sul","Vila Seca, Marrecas","-51.1794013977051","-29.1681003570557","780",NA,"Sobre rochedos, no campo","MBM361565",NA,"780",NA,"2010","49662","auto",NA,NA,NA,"04",NA,NA,NA,NA
"46","2020-12-21 16:29:20-03","MBM","MBM","347600","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) Jaeg.","Yano, O.","Pasini, E.","147","2006","11","24","Southern America","Brazil","Rio Grande do Sul","Jaquirana","Camping Princesa dos Campos","-50.3577995300293","-28.8847007751465","800",NA,"Sobre rochedos, junto à cachoeira","MBM347600",NA,"800",NA,"2008","31282","auto",NA,NA,NA,"07",NA,"18",NA,NA
"47","2019-05-02 10:53:36-03","IBt","SP-BRYOPHYTA","192026","S","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","Peralta, D.F.","Sehnem, A.","s.n.","1947","06","07","Southern America","BRASIL","Rio Grande do Sul","Montenegro",NA,"-51.461111","-29.688611","500",NA,NA,NA,NA,"500",NA,"2010",NA,NA,NA,"-51.461111","-29.688611","03",NA,NA,NA,NA
"48","2009-01-09 17:03:00-02","MO","MOBOT","100156570","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","S. Churchill","Marisol Garvizu|Miguelina Muñoz|A. Arimosa","Garvizu s.n.","2008","4","21","South America","Bolivia","Santa Cruz","Manuel Maria Caballero","LLocalidad Pulquina, entre las comunidades de Chañara y Anamal, lugar denominado La Escalera.","-64.4163889","-18.2236111","1567.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"49","2009-01-09 17:36:00-02","MO","MOBOT","100156571","PreservedSpecimen","Plantae",NA,"Hedwigiaceae","Braunia","plicata","Braunia plicata","(Mitt.) A. Jaeger","S. Churchill","Marisol Garvizu|Miguelina Muñoz|A. Arimosa","Garvizu s.n.","2008","4","23","South America","Bolivia","Santa Cruz","Manuel Maria Caballero","Localidad Pulquina, entre las localidades de Buitrón y La Tranca.","-64.4772223","-18.1591667","1931.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA
