"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","class","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","dayIdentified","typeStatus","fieldNumber","individualCount","relatedCatalogItem"
"11","2019-10-09 11:24:01-03","UFBA","ALCB","04109","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E. Lucas","Noblick, LR","1301","1979","05","05","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Dunas de Itapoan","-38.5","-12.966667",NA,"ca de 1 m de altura. Flores brancas.",NA,NA,"Taylor, CM",NA,NA,NA,"2012",NA,"-38.5","-12.966667",NA,NA,NA,NA,NA,NA,NA
"12","2019-10-09 11:24:01-03","UFBA","ALCB","04110","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E. Lucas","Costa, AL","s/n","1975","03","23","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Dunas de Itapoan, entre o Aeroporto e Stella Maris.","-38.5","-12.966667",NA,NA,NA,NA,"Taylor, CM",NA,NA,NA,"2012",NA,"-38.5","-12.966667",NA,NA,NA,NA,NA,NA,NA
"13","2019-10-09 11:24:01-03","UFBA","ALCB","043595","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E. Lucas","Guedes, ML; Orge, MDR","6597","1998","02","09","Southern America","Brasil","Bahia","Entre Rios","Litoral Norte, caminho para Massarandupió.","-38.083333","-11.933333",NA,"2 m. Folhas coriáceas, discolores. Botões alvos.; arbórea de ca. 4 m.",NA,NA,"Taylor, CM",NA,NA,NA,"2012",NA,"-38.083333","-11.933333",NA,NA,NA,NA,NA,NA,NA
"14","2019-10-09 11:24:01-03","UFBA","ALCB","08454","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E. Lucas","Guedes, ML","226","1981","05","24","Southern America","Brasil","Bahia","Salvador","Dunas de Itapuã.","-38.5","-12.966667",NA,"De mais ou menos 2m de altura. Folhas concolor, coriáceas. Inflorescência terminais com frutos verdes.",NA,NA,"Taylor, CM",NA,NA,NA,"2012",NA,"-38.5","-12.966667",NA,NA,NA,NA,NA,NA,NA
"15","2019-10-09 11:24:01-03","UFBA","ALCB","08787","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E. Lucas","Noblick, LR; Faria, LSS; Guedes, ML","1738","1980","03","16","Southern America","Brasil","Bahia","Salvador","Dunas de Itapuã.","-38.35","-12.933333",NA,"De 1,5m de altura com folhas coriáceas e flores terminais alvas.",NA,NA,"Taylor, CM",NA,NA,NA,"2012",NA,"-38.35","-12.933333",NA,NA,NA,NA,NA,NA,NA
"16","2019-10-09 11:24:01-03","UFBA","ALCB","09686","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E. Lucas","Guedes, ML","323","1982","01","02","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Dunas do Aeroporto","-38.5","-12.966667",NA,"ca de 1,50 m de altura. Folhas discolores, coriáceas. Flores alvas carnosas.",NA,NA,"Taylor, CM",NA,NA,NA,"2012",NA,"-38.5","-12.966667",NA,NA,NA,NA,NA,NA,NA
"17","2019-10-09 11:24:01-03","UFBA","ALCB","09801","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E. Lucas","Queiroz, LP de; Guedes, ML","246","1982","05","22","Southern America","Brasil","Bahia","Salvador","Dunas próximo ao Aeroporto.","-38.5","-12.966667",NA,"De mais 2,0m de altura. Folhas muito coriáceas, discolor. Flores alvas, suculentas.",NA,NA,"Taylor, CM",NA,NA,NA,"2012",NA,"-38.5","-12.966667",NA,NA,NA,NA,NA,NA,NA
"18","2019-10-09 11:24:01-03","UFBA","ALCB","10236","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E. Lucas","Queiroz, LP de","488","1983","02","27","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, BR-Ba Município de Salvador - Dunas de Itapoan","-38.5","-12.966667",NA,"pouco ramificado, ca 2,50 m de altura, com lenho cinzento. folhas fortemente coriáceas, discolores. Flores de cálice esverdeado e corola alva. Frutos imaturos verdes, carnosos.",NA,NA,"Taylor, CM",NA,NA,NA,"2012",NA,"-38.5","-12.966667",NA,NA,NA,NA,NA,NA,NA
"19","2019-10-09 11:24:01-03","UFBA","ALCB","104838","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E. Lucas","Guedes, ML; Oliveira, DSC de; et al.","s/n","2012","03","25","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Itapuã, próximo ao Hotel Sky","-38.516667","-12.983333",NA,"Folhas cartáceas, discolores.; Área antropizada.","ALCB009498","ALCB009498","Jardim, JG",NA,NA,NA,"2013","03","-38.516667","-12.983333",NA,NA,NA,NA,NA,NA,NA
"20","2021-02-08 21:33:02-03","UFBA","ALCB","10772","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E. Lucas","Alunos de Botânica III","s/n","1985","06","11","Southern America","Brasil","Bahia","Camaçari","Condomínio Busca Vida. Coletada no 1º cordão de dunas a mais ou menos 2km da praia.","-38.316667","-12.683333",NA,NA,NA,NA,"Taylor, CM",NA,NA,NA,"2012",NA,"-38.316667","-12.683333",NA,NA,NA,NA,NA,NA,NA
"21","2019-10-09 11:24:01-03","UFBA","ALCB","111897","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E. Lucas","Guedes, ML; Gomes, FS; Costa, TF","21069","2013","12","17","Southern America","Brasil","Bahia","Salvador","Região Metropolitana de Salvad, UNIDUNAS.","-38.336111","-12.936111",NA,"ca 2m. de altura. Folhas coreáceas, discolores. Inflorescência terminal. Frutos imaturos, verdes.",NA,NA,"Guedes, ML",NA,NA,NA,"2013","12","-38.336111","-12.936111",NA,NA,NA,NA,NA,NA,NA
"22","2019-10-09 11:24:01-03","UFBA","ALCB","111917","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E. Lucas","Guedes, ML; Gomes, FS; Costa, TF","21089","2013","12","17","Southern America","Brasil","Bahia","Salvador","Região Metropolitana de Salvad","-38.336111","-12.936111",NA,"de ca 2,80 m de altura. Folhas coreáceas, discolores. Inflorescência com flores alvas.",NA,NA,"Guedes, ML",NA,NA,NA,"2013","12","-38.336111","-12.936111",NA,NA,NA,NA,NA,NA,NA
"23","2021-02-08 21:33:02-03","UFBA","ALCB","19114","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E. Lucas","Conceição, EM da","s/n","1975","09","21","Southern America","Brasil","Bahia","Dias D'Ávila","Região Metropolitana Salvador, Estrada - Km mais ou menos 20.","-38.283333","-12.6",NA,"Planta com folhas coriáceas e flores alvas.",NA,NA,"Jardim, JG",NA,NA,NA,"2014","10","-38.283333","-12.6",NA,NA,NA,NA,NA,NA,NA
"24","2019-10-09 11:24:01-03","UFBA","ALCB","126306","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E. Lucas","Guedes, ML; Barbosa, MCF; Sales, EF; Teixeira, Lde J","25117","2016","10","31","Southern America","Brasil","Bahia","Lauro de Freitas","UNIDUNAS.","-38.318333","-12.92",NA,"Folhascoriáceas, discolores. Inflorescência com flores em botões cremes.","ALCB027377","ALCB027377","Guedes, ML",NA,NA,NA,"2016","11","-38.318333","-12.92",NA,NA,NA,NA,NA,NA,NA
"25","2019-10-09 11:24:01-03","UFBA","ALCB","64546","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E. Lucas","Rigueira, D","s/n","2003","08","24","Southern America","Brasil","Bahia","Cairu","Baixo Sul, Garapuá","-39.035833","-13.4925",NA,"de ca. 4m. Folhas coriáceas, discolores. Inflorescência com botões verdes, flores com pétalas alvas.; Restinga",NA,NA,"Jardim, JG",NA,NA,NA,"2014","10","-39.035833","-13.4925",NA,NA,NA,NA,NA,NA,NA
"26","2019-10-09 11:24:01-03","UFBA","ALCB","97583","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E. Lucas","Silva, FO da","s/n","2009","11","21","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Parque das Dunas","-38.5","-12.966667",NA,"2,0 m alt. Folhas coriáceas, pedicelo curto (subsésseis), margem inteira, ondulada, espessada, glabra, discolores, face adaxial verde-escura-brilhante, e abaxial verde-oliva, opostas, estípulas interpeciolares. Inflorescência terminal, pedunculo +/-",NA,NA,"Jardim, JG",NA,NA,NA,"2014","10","-38.5","-12.966667",NA,NA,NA,NA,NA,NA,NA
"27","2019-10-09 11:24:01-03","UFBA","ALCB","99558","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E. Lucas","Guedes, ML; Costa, MA; Alunos do PARFOR","18204","2011","06","11","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Parque das Dunas, Praia do Flamengo","-38.5","-12.966667",NA,"de ca 1,60 m de altura. Folhas coriáceas, discolores. Frutos imaturos verdes.",NA,NA,"Jardim, JG",NA,NA,NA,"2014","10","-38.5","-12.966667",NA,NA,NA,NA,NA,NA,NA
"28","2019-10-09 11:24:01-03","UFBA","ALCB","022989","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E. Lucas","Gusmão, EF de","s/n","1976","01","04","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Salvador-BA. Dunas de Itapoan, entre o Aeroporto e Stella Maris","-38.510799407959","-12.9710998535156",NA,NA,NA,NA,"Taylor, CM",NA,NA,NA,"2012",NA,NA,NA,"26018","auto",NA,NA,NA,NA,NA
"29","2019-10-09 11:24:01-03","UFBA","ALCB","022931","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E. Lucas","Conceição, EM da","s/n","1975","09","21","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, BR-BA Dias D'Ávila","-38.510799407959","-12.9710998535156",NA,NA,NA,NA,"Taylor, CM",NA,NA,NA,"2012",NA,NA,NA,"26018","auto",NA,NA,NA,NA,NA
"30","2019-10-09 11:24:01-03","UFBA","ALCB","022962","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E. Lucas","Guedes, ML; Gusmão, EF de","s/n","1986","10","18","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Itapoan","-38.510799407959","-12.9710998535156",NA,"ca de 2,00 m e altura. folhas coriáceas. discolores. Flores alvas.",NA,NA,"Taylor, CM",NA,NA,NA,"2012",NA,NA,NA,"26018","auto",NA,NA,NA,NA,NA
"31","2019-10-09 11:24:01-03","UFBA","ALCB","09228","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E. Lucas","Santana, W","s/n","1970","01","10","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Itapoan","-38.510799407959","-12.9710998535156",NA,NA,NA,NA,"Taylor, CM",NA,NA,NA,"2012",NA,NA,NA,"26018","auto",NA,NA,NA,NA,NA
"32","2019-10-09 11:24:01-03","UFBA","ALCB","021952","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E. Lucas","Gusmão, EF de","288","1976","03","21","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Salvador-BA. dunas de Itapoan, entre o Aeroporto e Stella Maris","-38.510799407959","-12.9710998535156",NA,NA,NA,NA,"Taylor, CM",NA,NA,NA,"2012",NA,NA,NA,"26018","auto",NA,NA,NA,NA,NA
"33","2019-10-09 11:24:01-03","UFBA","ALCB","19143","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E. Lucas","Gusmão, EF de","274","1976","01","04","Southern America","Brasil","Bahia","Salvador","Região Metropolitana Salvador, Salvador-BA. Dunas de Itapoan, entre o Aeroporto e Stella Maris","-38.510799407959","-12.9710998535156",NA,"ca de 1,50 a 2,00 m de altura. Ramosa ao lado de outras. Folhas coriáceas Flores alvas.",NA,NA,"Taylor, CM",NA,NA,NA,"2012",NA,NA,NA,"26018","auto",NA,NA,NA,NA,NA
"34","2020-11-04 11:18:57-03","ESALQ","ESA","84084","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E.Lucas","Viana, B.F. et al.","81.0","1996","05","01",NA,"Brasil","Bahia","Salvador",NA,"-38.510799407959","-12.9710998535156",NA,NA,"ESA084084","ESA084084",NA,NA,NA,NA,NA,NA,NA,NA,"26018","auto",NA,NA,NA,NA,NA
"35","2019-02-15 11:49:53-02","IPA","IPA","54146","S","Plantae","Plantae",NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E. Lucas","Gusmão, E.F. de","508","1988","06","06","Southern America","Brasil","Bahia","Salvador","Dunas de Itapoã","-38.510799407959","-12.9710998535156",NA,"Arvoreta de 2-3 m com flores alvas e frutos amarelos.; Restinga, dunas litorrâneas.","IPA0054146",NA,"Taylor, C.M.",NA,NA,NA,"2012","07",NA,NA,"26018","auto","25",NA,NA,NA,NA
"36","2021-03-01 16:40:15-03","UNICAMP","UEC","163716","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E.Lucas","Jardim, JG; Stapf, MNS; Passos, VM; Souza, RD; Costa, ACA","4635","2005","06","19",NA,"Brazil","Bahia","Santa Cruz Cabrália","Ca. 13,7 Km da Ponta de Santo Antônio, rodovia para Belmonte. &nf;Restinga arbórea sofrendo corte seletivo.","-38.971111","-16.172778",NA,"Arbusto com 2-4 m alt. Folhas coriáceas, verde-brilhantes com a face inferior mais clara. Flores brancas. Frutos imaturos verdes. DNA. foto.","UEC092129","UEC092129",NA,NA,NA,NA,NA,NA,"-38.971111","-16.172778",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-01 16:40:15-03","UNICAMP","UEC","131068","S","Plantae","Magnoliopsida",NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E.Lucas","Viana, BF; Neves, MF; Vieira, OJZ","81","1996","05","01",NA,"Brazil","Bahia","Salvador","Abaeté","-38.510799407959","-12.9710998535156",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"26018","auto",NA,NA,NA,NA,NA
"38","2019-11-19 14:09:21-03","UFRPE","PEUFR","33093","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E. Lucas","E. F. Gusmão","508","1988","06","06",NA,"Brasil","Bahia","Salvador","Dunas de Itapuã","-38.510799407959","-12.9710998535156",NA,"Arvoreta de 2-3m; flores alvas; frutos amarelos.","PEUFR033093",NA,NA,NA,NA,NA,NA,NA,NA,NA,"26018","auto",NA,NA,NA,NA,NA
"39","2020-04-22 16:24:34-03","UFPB","JPB","36330","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","(Zappi) & E. Lucas","Jardim, JG","H4250","2004","07","18","Southern America","Brasil","Bahia","Elísio Medrado","Serra da Jibóia, Reserva Jequitibá/GAMBÁ. Interior da floresta.","-39.471667","-12.869444",NA,"; DESC: Arbusto ca. 3m alt. Folhas coriaceas, verde-brilhantes com a face inferior opaca. Frutos imaturos laranja.",NA,NA,"Zappi, DC","600","650",NA,"2005","06","-39.471667","-12.869444",NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:43:55-03","MBM","MBM","131632","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E.Lucas","Hatschbach, G.; Hatschbach, M.; Nicolack, V.; Hatschbach, M.; Nicolack, V.","53489","1989","09","18","Southern America","Brazil","Bahia","Santa Cruz Cabrália","5-10km S","-39.0247001647949","-16.2780990600586",NA,"Arbusto 1,50m, flores alvas.; Restinga arbustiva.","MBM131632","MBM131632","Zappi, D.",NA,NA,NA,"2004","07",NA,NA,"49584","auto",NA,"PARATYPE",NA,NA,NA
"41","2020-12-21 16:43:55-03","MBM","MBM","131629","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E.Lucas","Hatschbach, G.; Hatschbach, M.; Nicolack, V.; Hatschbach, M.; Nicolack, V.","53487","1989","09","18","Southern America","Brazil","Bahia","Santa Cruz Cabrália","5-10km S","-39.0247001647949","-16.2780990600586",NA,"Arbusto 3m, flores alvas.; Interior da restinga arbórea.","MBM131629","MBM131629","Zappi, D.",NA,NA,NA,"2004","07",NA,NA,"49584","auto",NA,"PARATYPE",NA,NA,NA
"42","2015-09-05 02:39:42-03","MNHN","RECOLNAT_MNHN_P","P05058460","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E.Lucas","Villiers, J.F.|Sarthou, C.",NA,"1998","5","9",NA,"Guyane Française",NA,NA,"Inselberg Trinité","-53.35","4.58333","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05058460' target='other'> <mi>dwc_moreinfo</mi></a>","P05058460","P05058460_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6294",NA,NA
"43","2015-09-18 11:54:00-03","MO","MOBOT","3233674","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E. Lucas","Scott A. Mori|Talmon S. dos Santos|C.B. Thompson","Mori 10894","1978","10","21","South America","Brazil","Bahia","Santa Cruz Cabrália","Município de Sta.Cruz de Cabrália. 2-4 Km a W de Sta. Cruz de Cabrália, pela estrada antiga. Area de Campos e Restinga. Folha SE-24 (16-39c)","-39.0247001647949","-16.2780990600586",NA,NA,NA,NA,"C.M. Taylor",NA,NA,NA,NA,NA,NA,NA,"49584","auto",NA,NA,NA,"1",NA
"44","2018-01-08 16:10:00-02","MO","MOBOT","101021264","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E. Lucas","W. Wayt Thomas|Jacquelyn A. Kallunki|Sérgio C. de Sant'Ana|H.S. Brito","Thomas 10872","1995","5","10","South America","Brazil","Bahia","Jussari","Ca. 9 km. north of Jussari, east off road to Palmira on farm road past cattle fazenda of Alciato Carvalho.","-39.5327778","-15.1161111",NA,NA,NA,NA,"C.M. Taylor (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"45","2018-02-06 15:12:00-02","MO","MOBOT","101021285","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E. Lucas","W. Wayt Thomas|Jacquelyn A. Kallunki|Jomar G. Jardim","Thomas 11917","1999","1","12","South America","Brazil","Bahia","Jussari","Serra do Teimoso, 7.5 km N then W of Jussari on road to Palmira, then 2 kms S to Fazenda Teimoso, Reserva da Fazenda Teimoso, southern end","-39.5166667","-15.15",NA,NA,NA,NA,"C.M. Taylor (MO)","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"46","2015-09-18 11:25:00-03","MO","MOBOT","3234035","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Rudgea","crassifolia","Rudgea crassifolia","Zappi & E. Lucas","Jomar G. Jardim","Jardim 2250","1999","8","15","South America","Brazil","Bahia",NA,"Municipio de Maraú. Rod. Maraú/Campinhos, ca. 8,6 km do Povoado de Saquaíra. Restinga Arbórea e Campos de Restinga. Estrada que leva á praia próximo a Lagoa do Casange.","-38.9488889","-13.9961111",NA,NA,NA,NA,"C.M. Taylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
