"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","phylum","order","scientificNameAuthorship","typeStatus","stateProvince","locality","identifiedBy","county","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","infraspecificEpithet","fieldNumber","individualCount"
"14","2021-03-30 12:50:03-03","EAO","IAN","128010","PreservedSpecimen","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Silva, NT da","1634","Southern America","Brasil",NA,NA,"Árvore de 12m x 15cm de diâmetro. Flor creme.","IAN128010","1969","01","16","Dicotiledônea",NA,"G. Perkins",NA,"Pará","Estrada do Munguba. Mata de terra firme.","Oliveira, E",NA,NA,NA,NA,NA,NA,"1972","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:50:03-03","EAO","IAN","134063","PreservedSpecimen","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Silva, NT da","2209","Southern America","Brasil",NA,NA,"Árvore de 12m e 10cm de diâmetro.","IAN134063","1969","06","17","Dicotiledônea",NA,"G. Perkins",NA,"Pará","Estrada entre Tinguelim e Braço, km 16.&nf;Mata de terra firme.","Cordeiro, MR",NA,NA,NA,NA,NA,NA,"1982","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:50:03-03","EAO","IAN","136472","PreservedSpecimen","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Silva, NT da","3418","Southern America","Brasil",NA,NA,"Árvore de 14m e 25cm de diâmetro. Flor branca.","IAN136472","1970","12","15","Dicotiledônea",NA,"G. Perkins",NA,"Pará","Estrada Nova, km 6. Mata de terra firme.","Cordeiro, MR",NA,NA,NA,NA,NA,NA,"1982","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-30 12:50:03-03","EAO","IAN","140864","PreservedSpecimen","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Pena, BS da","431","Southern America","Brasil",NA,NA,"Árvore de 8m de altura; flor amarela.","IAN140864","1973","12","05","Dicotiledônea",NA,"G. Perkins",NA,"Amazonas","Margem do RIo Trombetas, Local Porteira, base do Proj. RADAM. Q. SA-21-VD.","Cordeiro, MR",NA,NA,NA,NA,NA,NA,"1982","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-30 12:50:03-03","EAO","IAN","190294","PreservedSpecimen","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Santos, AA","3471","Southern America","Brasil",NA,NA,"Árvore com 8 m de altura; frutos Imaturos verdes","IAN190294","2011","07","26","Dicotiledônea",NA,"G. Perkins",NA,"Rondônia","BR 364, km 771. Linha de transmissão (LT) 56.1 fazenda Realeza. Floresta Ombrófila Densa; relevo Plano; Solo argiloso.","Cordeiro, MR","Porto Velho","-64.180833","-9.162222",NA,NA,NA,"2019","03","14","-64.180833","-9.162222",NA,NA,NA,NA,NA,NA
"19","2021-03-30 12:50:03-03","EAO","IAN","127971","PreservedSpecimen","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Silva, NT da","1595","Southern America","Brasil",NA,NA,"Árvore de 12m; cálice creme; corola branca; estame amalero.","IAN127971","1969","01","10","Dicotiledônea",NA,"G. Perkins",NA,"Pará","Monte Dourado, Rio Jarí, estrada do Bandeira; mata de terra firme.","Oliveira, E","Almeirim","-52.5816993713379","-1.52332997322083",NA,NA,NA,"1972","02",NA,NA,NA,"564600","auto",NA,NA,NA,NA
"20","2021-03-30 12:50:03-03","EAO","IAN","36097","PreservedSpecimen","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Silva, NT da","66","Southern America","Brasil",NA,NA,"Árvore; flor média, cor rosa.","IAN036097","1948","01","16","Dicotiledônea",NA,"G. Perkins",NA,"Pará","Bosque Municipal.",NA,"Belém","-48.5043983459473","-1.4558299779892","IAN036097 IAN036097_e",NA,NA,NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA
"21","2021-03-30 12:50:03-03","EAO","IAN","17489","PreservedSpecimen","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Pires, JM; Black, GA","437","Southern America","Brasil",NA,NA,"Árvore pequena.","IAN017489","1945","10","16","Dicotiledônea",NA,"G. Perkins",NA,"Pará","Bosque Municipal.","Ducke, A","Belém","-48.5043983459473","-1.4558299779892","IAN017489 IAN017489_e",NA,NA,NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA
"22","2021-03-30 12:50:03-03","EAO","IAN","19848","PreservedSpecimen","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Ducke, A","1960","Southern America","Brasil",NA,NA,NA,"IAN019848","1946","08","01","Dicotiledônea",NA,"G. Perkins",NA,"Pará","Bosque municipal, mata da Terra firme.",NA,"Belém","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA
"23","2021-03-30 12:50:03-03","EAO","IAN","20167","PreservedSpecimen","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Ducke, A","2033","Southern America","Brasil",NA,NA,"Árvore pequena; flor branca.","IAN020167","1946","12","04","Dicotiledônea",NA,"G. Perkins",NA,"Pará","Bosque Municipal. Mata de terra firme.",NA,"Belém","-48.5043983459473","-1.4558299779892","IAN020167 IAN020167_e",NA,NA,NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA
"24","2021-03-30 12:50:03-03","EAO","IAN","169258","PreservedSpecimen","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Cordeiro, MR","4396","Southern America","Brasil",NA,NA,NA,"IAN169258","1999","09","29","Dicotiledônea",NA,"G. Perkins",NA,"Pará","Bosque Rodrigues Alves; terra firme. Inventário de 1998. Árvore B-1764.",NA,"Belém","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA
"25","2021-03-30 12:50:03-03","EAO","IAN","169625","PreservedSpecimen","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Cordeiro, MR","4763","Southern America","Brasil",NA,NA,NA,"IAN169625","1999","09","30","Dicotiledônea",NA,"G. Perkins",NA,"Pará","Bosque Rodrigues Alves; terra firme. Inventário de 1998. Árvore B-4412.",NA,"Belém","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA
"26","2021-03-30 12:50:03-03","EAO","IAN","169074","PreservedSpecimen","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Cordeiro, MR","4212","Southern America","Brasil",NA,NA,NA,"IAN169074","1999","09","28","Dicotiledônea",NA,"G. Perkins",NA,"Pará","Bosque Rodrigues Alves; terra firme. Inventário de 1998. Árvore B-663.",NA,"Belém","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA
"27","2021-03-30 12:50:03-03","EAO","IAN","29328","PreservedSpecimen","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Black, GA","829","Southern America","Brasil",NA,NA,"Arbusto; flor branca.","IAN029328","1947","11","15","Dicotiledônea",NA,"G. Perkins",NA,"Pará","Mata.","Pires, JM","Belém","-48.5043983459473","-1.4558299779892","IAN029328 IAN029328_e",NA,NA,"1956",NA,NA,NA,NA,"48462","auto",NA,NA,NA,NA
"28","2021-04-08 17:44:21-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Oliveira, GJ; Feitosa, RNS","s.n.","Southern America","Brasil",NA,NA,"Árvore de 12m alt. x 24cm DAP; fuste tortuoso; base com sapopemas; ritidoma marrom, rugoso, com desprendimento esfoliante papiráceo; casca morta marrom, 1mm espess.; casca viva vermelho-escura, 8mm espess.; cheiro fraco; alburno amarelo.",NA,"2004","05","18","Dicotiledônea",NA,"G. Perkins",NA,"Pará","Mata primária, solo argiloso. Área de estudo do projeto Dendrogene.","Cordeiro, MR","Belterra","-54.937198638916","-2.63638997077942",NA,NA,NA,"2004","08",NA,NA,NA,"74752","auto",NA,NA,NA,NA
"29","2021-03-30 12:50:03-03","EAO","IAN","79966","PreservedSpecimen","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Fróes, RL","29979","Southern America","Brasil",NA,NA,"Árvore de 5 metros.","IAN079966","1953","07","03","Dicotiledônea",NA,"G. Perkins",NA,"Pará","Entre Capopeira e Olha D'Água.","Oliveira, E","Conceição do Araguaia","-49.2647018432617","-8.25778007507324",NA,NA,NA,"1972","02",NA,NA,NA,"73105","auto",NA,NA,NA,NA
"30","2021-03-30 12:50:03-03","EAO","IAN","172266","PreservedSpecimen","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Grogan, J","441","Southern America","Brasil",NA,NA,"Habit: Medium tree < 20m Leaves: alt simple, mid to large, with blue US.","IAN172266","1998","09","27","Dicotiledônea",NA,"G. Perkins",NA,"Pará","Marajoara",NA,"Pau D'arco","-50.0443992614746","-7.83305978775024",NA,NA,NA,NA,NA,NA,NA,NA,"50942","auto",NA,NA,NA,NA
"31","2021-03-30 12:50:03-03","EAO","IAN","172389","PreservedSpecimen","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Grogan, J","566","Southern America","Brasil",NA,NA,"Habit: Medium tree < 20m Leaves: alt simple, mid to large, with blue US.","IAN172389","1998","09","03","Dicotiledônea",NA,"G. Perkins",NA,"Pará","Marajoara",NA,"Pau D'arco","-50.0443992614746","-7.83305978775024",NA,NA,NA,NA,NA,NA,NA,NA,"50942","auto",NA,NA,NA,NA
"32","2021-03-30 12:50:03-03","EAO","IAN","193264","PreservedSpecimen","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Grogan, J","617","Southern America","Brasil",NA,NA,"Arbusto.","IAN193264","1998","08","22","Dicotiledônea",NA,"G. Perkins",NA,"Pará","Santana do Araguaia",NA,"Pau D'arco","-50.0443992614746","-7.83305978775024",NA,NA,NA,NA,NA,NA,NA,NA,"50942","auto",NA,NA,NA,NA
"33","2021-03-30 12:50:03-03","EAO","IAN","187453","PreservedSpecimen","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Cordeiro, MR; Ana Dilza","4877","Southern America","Brasil",NA,NA,"Árvore de 3m com corola branca e estames amarelos","IAN187453","2002","01","10","Dicotiledônea",NA,"G. Perkins",NA,"Pará","Sul do Pará, terra firme","Cordeiro, MR","Rio Maria","-50.0483016967773","-7.31056022644043",NA,NA,NA,"2002","01","10",NA,NA,"98115","auto",NA,NA,NA,NA
"34","2021-03-30 12:50:03-03","EAO","IAN","86429","PreservedSpecimen","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Fróes, RL","31475","Southern America","Brasil",NA,NA,NA,"IAN086429","1955","02",NA,"Dicotiledônea",NA,"G. Perkins",NA,"Pará","Santa Rosa, Planalto onde foi feito o Lavantamento Estatístico Florestal pelo IAN, SPVEA e FAO.","Pires, JM","Santarém","-54.7083015441895","-2.44305992126465",NA,NA,NA,"1956",NA,NA,NA,NA,"205258","auto",NA,NA,NA,NA
"35","2020-02-08 09:04:58-03","NBC","NL-BOTANY","U.1739439","PreservedSpecimen","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Murça Pires J; Black GA",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1739439 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1739439",NA,NA,NA,NA,"Ericales","Perkins",NA,NA,"Amazonia, Estado do Pará, Belém.",NA,NA,NA,NA,"NL-U1739439",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"36","2020-02-08 09:04:58-03","NBC","NL-BOTANY","U.1739468","PreservedSpecimen","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Steinbach J",NA,"Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1739468 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1739468","1926","01","04",NA,"Ericales","Perkins",NA,NA,"Prov. Sara; Depart. Santa Cruz.",NA,NA,NA,NA,"NL-U1739468",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"37","2020-02-08 09:04:58-03","NBC","NL-BOTANY","U.1739428","PreservedSpecimen","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Ducke A",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1739428 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1739428","1946","12","04",NA,"Ericales","Perkins",NA,NA,"Amazonas, Belém, Bosque Municipal, ma ta da terra firme. Est. do Pará.",NA,NA,NA,NA,"NL-U1739428",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"38","2020-02-08 09:04:58-03","NBC","NL-BOTANY","U.1739429","PreservedSpecimen","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Ducke A",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1739429 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1739429","1926","11","23",NA,"Ericales","Perkins",NA,NA,"Belem do Pará ad urbem loco batú silva non inundabili.",NA,NA,NA,NA,"NL-U1739429",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"39","2020-02-08 09:04:58-03","NBC","NL-BOTANY","U.1739430","PreservedSpecimen","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Rosa NA; Nascimento FC",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1739430 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1739430","1988","11","26",NA,"Ericales","Perkins",NA,NA,"Amazônia, Serra ds Carajas municipio de Marabá, Estado do Pará.",NA,NA,NA,NA,"NL-U1739430",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"40","2020-02-08 09:04:58-03","NBC","NL-BOTANY","U.1739431","PreservedSpecimen","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Rosa NA; Nascimento FC",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1739431 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1739431","1988","11","26",NA,"Ericales","Perkins",NA,NA,"Amazônia, Serra ds Carajas municipio de Marabá, Estado do Pará.",NA,NA,NA,NA,"NL-U1739431",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"41","2020-02-08 09:04:58-03","NBC","NL-BOTANY","U.1739432","PreservedSpecimen","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Silva NT",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1739432 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1739432","1969","01","10",NA,"Ericales","Perkins",NA,NA,"Amazônia, Região do Rio Jarí. Monte Dourado, Estrado do Bandeira; mata de terra firme.",NA,NA,NA,NA,"NL-U1739432",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"42","2020-02-08 09:04:58-03","NBC","NL-BOTANY","U.1739433","PreservedSpecimen","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Rosa NA; Santos MR",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1739433 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1739433","1977","06","12",NA,"Ericales","Perkins",NA,NA,"Amazonia, Mato Grosso, picadão que da acesso do rio Jurue na a pista do garimpo do mesmo nome, floresta densa, terra firme, solo argiloso.",NA,NA,NA,NA,"NL-U1739433",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"43","2020-02-08 09:04:58-03","NBC","NL-BOTANY","U.1739434","PreservedSpecimen","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Prance GT; Hill RJ; Pennington TD; Ramos JM",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1739434 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1739434","1976","10","29",NA,"Ericales","Perkins",NA,NA,"Amazonia, State of Amazonas, Rio Javari above mouth of Rio Taquari. Flooded river bank.",NA,NA,NA,NA,"NL-U1739434",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"44","2020-02-08 09:04:58-03","NBC","NL-BOTANY","U.1739435","PreservedSpecimen","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Prance GT; Ramos JF; Farias LG",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1739435 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1739435","1968","11","05",NA,"Ericales","Perkins",NA,NA,"Amazonia, Basin of Rio Purus, Municipality of Lábrea, Margin of Lábrea airstrip. Varzea forest.",NA,NA,NA,NA,"NL-U1739435",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"45","2020-02-08 09:04:58-03","NBC","NL-BOTANY","U.1739438","PreservedSpecimen","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Prance GT; Silva NT",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1739438 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1739438","1964","10","22",NA,"Ericales","Perkins",NA,NA,"New Brazilian Highways, Serra do Caiapó, Goiás. 66km north of Jatai. Fry forest.",NA,NA,NA,NA,"NL-U1739438",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"46","2020-02-08 09:04:58-03","NBC","NL-BOTANY","U.1739469","PreservedSpecimen","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Steinbach J",NA,"Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1739469 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1739469","1924","12","08",NA,"Ericales","Perkins",NA,NA,"Bosques campo-region Buenavista. Prov. Sara; Depto Santa Cruz.",NA,NA,NA,NA,"NL-U1739469",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"47","2020-02-08 09:04:58-03","NBC","NL-BOTANY","U.1739470","PreservedSpecimen","Plantae","Styracaceae","Styrax","sieberi","Styrax sieberi","Steinbach J",NA,"Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1739470 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1739470","1916","08","29",NA,"Ericales","Perkins",NA,NA,"Prov. del Sara, Depto. Canton Buenavista, Santa Cruz.",NA,NA,NA,NA,"NL-U1739470",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
