"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","class","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","individualCount"
"11","2020-11-19 10:22:55-03","CPAP","CPAP","12242","PreserverdSpecimen","Plantae",NA,NA,"Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.",NA,"Ratter, J. A.","2615","1972","10","09",NA,"Brasil","GO","Cavalcante","Chapada dos Veadeiros","-47.583333","-14",NA,NA,NA,NA,NA,NA,NA,"47°35' W","14°00' S",NA,NA,NA,NA,NA,NA
"12","2021-04-07 11:41:40-03","UFMS","CGMS","53866","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.",NA,"J.A. Ratter; S.G. da Fonseca; R.A. de Castro","2615","1972","10","09",NA,"Brasil","Goiás","Goiás","Chapada dos Veadeiros.","-47.5833333","-14",NA,"Leafless. Habitat: Quartz rocks on high campo. Habito: Shrub 2 m.","CGMS1083834",NA,NA,NA,NA,"-47,5833333","-14",NA,NA,NA,NA,NA,NA
"13","2019-11-27 13:46:27-03","UFS","ASE","38620","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.",NA,"Bautista, HP","2937","1999","07","15","Southern America","Brasil","Bahia","Piatã","Três Morros, Próximo à fazenda Porteiras.","-41.5255","-13.0347",NA,"Árvore 4m de altura, abundantemente ramificada, entre pedras, inflorescências terminais, capítulos com flores cremes; Campo Rupestre.","ASE0040058",NA,"1360","1360",NA,"-41.5255","-13.0347",NA,NA,"1997","10",NA,NA
"14","2020-12-21 16:17:49-03","MBM","MBM","130538","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wunderlichia","bahiensis","Wunderlichia bahiensis","Maguire & Barroso","Robinson, H.","Hatschbach, G.; Hatschbach, M.; Nicolack, V.; Hatschbach, M.; Nicolack, V.","53421","1989","09","17","Southern America","Brazil","Bahia","Rio de Contas","Mato Grosso","-41.8114013671875","-13.5789003372192",NA,NA,"MBM130538","MBM130538",NA,NA,NA,NA,NA,"49773","auto",NA,NA,NA,NA
"15","2020-12-21 16:17:49-03","MBM","MBM","261740","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.","Munhoz, C.","Oliveira, R.C.; et al.; et al.","1103","1998","05","03","Southern America","Brazil","Goiás","Alto Paraíso","Fazenda Água Fria",NA,NA,NA,NA,"MBM261740","MBM261740",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-12-21 16:17:49-03","MBM","MBM","423429","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.","Oliveira, J.A.S.","Chacon, R.G.; Oliveira, J.A.S.; Oliveira, J.A.S.","1575","2017","09","26","Southern America","Brazil","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros, Trilha para Cachoeira Corredeiras. Cerrado rupestre","-47.836111","-14.157778",NA,"Arbusto de 4m, flor com pápus dourados.","MBM423429",NA,NA,NA,NA,"-47.836111","-14.157778",NA,NA,"2017","09","28",NA
"17","2020-12-21 16:17:49-03","MBM","MBM","150665","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.","Hunt, D.R.","Mattos Silva, L.A.; et al.; et al.","s.n.","1989","05","20","Southern America","Brazil","Bahia","Andaraí","Km 8 da antiga estrada Andaraí - Mucugê","-41.3314018249512","-12.8072004318237",NA,NA,"MBM150665","MBM150665",NA,NA,NA,NA,NA,"58558","auto",NA,NA,NA,NA
"18","2020-12-21 16:17:49-03","MBM","MBM","272635","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.","Hind, D.J.N.","Bautista, H.P.; et al.; et al.","4224","1996","11","12","Southern America","Brazil","Bahia","Piatã","Estrada para Boninal","-41.7728004455566","-13.1519002914429",NA,NA,"MBM272635","MBM272635",NA,NA,NA,NA,NA,"41184","auto",NA,NA,NA,NA
"19","2020-12-21 16:17:49-03","MBM","MBM","301934","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.","Pirani, J.R.","Magenta, M.; et al.; et al.","263","2000","07","31","Southern America","Brazil","Goiás","Alto Paraíso de Goiás","Rod. GO-118","-47.5099983215332","-14.1324996948242",NA,NA,"MBM301934","MBM301934",NA,NA,NA,NA,NA,"44724","auto",NA,NA,NA,NA
"20","2020-12-21 16:17:49-03","MBM","MBM","230265","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.","Guedes, M.L.","Guedes, M.L.; et al.; et al.","6100","1998","09","29","Southern America","Brazil","Bahia","Palmeiras","Palmeiras","-41.5588989257812","-12.5289001464844",NA,NA,"MBM230265",NA,NA,NA,NA,NA,NA,"20767","auto",NA,NA,NA,NA
"21","2019-10-11 15:59:18-03","UESC","UESC","8945","S","Plantae","Angiospermae","Florideophycidae","Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.",NA,"Roque, N.","571","2001","07","04",NA,"Brasil","Bahia","Érico Cardoso",NA,"-42.067778","-13.275833",NA,"Cerrado.; Árvore ca. 6 m de altura.","UESC0008945",NA,"1103","1103","Dicotyledoneae","42W4'4''","13S16'33''",NA,NA,NA,NA,NA,NA
"22","2020-10-01 14:15:55-03","JBB","HEPH","14078","S","Plantae","Dicotyledon","Asterales","Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.","Souza-Buturi, FO","Oliveira, RC; Munhoz, CBR; Cunha, MMR","1103","1998","05","03","Southern America","Brasil","Goiás","Alto Paraíso de Goiás","Fazenda Água Fria","-47.509167","-14.091111",NA,"Frequente",NA,NA,"1377","1377",NA,"-47.509167","-14.091111",NA,NA,"2010","10",NA,NA
"23","2020-10-01 14:15:55-03","JBB","HEPH","14078","S","Plantae","Dicotyledon","Asterales","Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.","Souza-Buturi, FO","Oliveira, RC; Munhoz, CBR; Cunha, MMR","1103","1998","05","03","Southern America","Brasil","Goiás","Alto Paraíso de Goiás","Fazenda Água Fria","-47.509167","-14.091111",NA,"Frequente",NA,NA,"1377","1377",NA,"-47.509167","-14.091111",NA,NA,"2010","10",NA,NA
"24","2020-10-01 14:15:55-03","JBB","HEPH","33115","S","Plantae","Dicotyledon","Asterales","Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.","Oliveira, JAS","Chacon, RG; Oliveira, JAS","1575","2017","09","26","Southern America","Brasil","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros, Trilha para Cachoeira Corredeiras","-47.836111","-14.157778",NA,NA,NA,NA,"868","868",NA,"-47.836111","-14.157778",NA,NA,"2017","09","28",NA
"25","2020-10-01 14:15:55-03","JBB","HEPH","33142","S","Plantae","Dicotyledon","Asterales","Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.","Oliveira, JAS","Chacon, RG; Oliveira, JAS; Mercadante, M","1602","2017","09","27","Southern America","Brasil","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros, Trilha da Sete Quedas, após o ponto de apoio até o córrego","-47.746667","-14.116111",NA,"Comum",NA,NA,"1221","1221",NA,"-47.746667","-14.116111",NA,NA,"2017","09","28",NA
"26","2020-10-01 14:15:55-03","JBB","HEPH","34111","S","Plantae","Dicotyledon","Asterales","Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.","Rosa, PO","Rosa, PO; Proença, CEB; Silveira, DS","2253","2018","06","30","Southern America","Brasil","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros, Entre Alto Paraíso e São Jorge. Camping Canela D'Ema. Borda direita da estrada","-47.63","-14.163056",NA,NA,NA,NA,"1150","1150",NA,"-47.63","-14.163056",NA,NA,"2018","06",NA,NA
"27","2020-10-01 14:15:55-03","JBB","HEPH","8060","S","Plantae","Dicotyledon","Asterales","Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.","Souza-Buturi, FO","Lima, IV","92","1993","05","24","Southern America","Brasil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros","-47.5099983215332","-14.1324996948242",NA,NA,NA,NA,NA,NA,NA,NA,NA,"44724","auto","2010","10",NA,NA
"28","2020-06-15 15:28:58-03","UNESP-RC","HRCB","48378","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.","Souza-Buturi, F.O.","Queiroz, L.P. de","6346","2000","08","23",NA,"Brasil","Bahia","Rio de Contas","Subida para o Pico das Almas","-41.383333","-13.55",NA,"Árvore de ca. 4,0 m alt., copa aberta, ramos suberosos. Folhas coriáceas. Capítulo com filárias verde co mmargens vináceas, flores concolores brancas.",NA,NA,NA,NA,NA,"41º23'W","13º33'S",NA,NA,"2013","10","10",NA
"29","2021-02-04 10:26:35-03","UFRPE","HST","20965","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.","M.L.Guedes","M.L.Guedes; Alunos de Botânica BIOC05, 2014.1","21849","2014","06","14",NA,"Brasil","Bahia","Piatã","Chapada Diamantina","-41.904444","-13.0775",NA,"Árvore; folhas curto peciolada, lâmina obovada, venação proeminente; inflorescência terminal, capítulos com filárias multiseriadas; flores cremes.","HST020965",NA,"1367","1367",NA,"41W54'16''","13S4'39''",NA,NA,"2014","07",NA,NA
"30","2020-09-12 05:00:02-03","US","US","3091280","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wunderlichia","bahiensis","Wunderlichia bahiensis","Maguire & G.M. Barroso",NA,"A. Furlan, J. R. Pirani, M. C. R. Amaral, J. Diacui & N. Castro","SPF 18758/CFCR 1963",NA,NA,NA,"South America","Brazil",NA,NA,"Campos Rupestres, BA, Mucuge, Estrada Mucuge-Guine a5 km de Mucuge. Campo rupestre",NA,NA,NA,NA,"US01622112","US01622112_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"31","2020-09-12 05:00:02-03","US","US","3135030","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wunderlichia","bahiensis","Wunderlichia bahiensis","Maguire & G.M. Barroso",NA,"G. Hatschbach, M. M. Hatschbach & V. Nicolack","53421","1989","9","17","South America - Neotropics","Brazil","Bahia",NA,"Mato Grosso (mun. Rio de Contas) Bahia",NA,NA,NA,NA,"US01622113","US01622113_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"32","2020-09-12 05:00:02-03","US","US","(Bulky)","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wunderlichia","bahiensis","Wunderlichia bahiensis","Maguire & G.M. Barroso",NA,"A. Furlan, J. R. Pirani, M. C. E. Amaral, J. Diacui & N. Castro","SPF 18758","1981","9","7","South America - Neotropics","Brazil",NA,NA,"BA, Muouge. Estrada Muouge-Guine, a 5 km de Muouge.",NA,NA,NA,NA,"US00635689",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"33","2020-09-12 05:00:02-03","US","US","3091260","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wunderlichia","bahiensis","Wunderlichia bahiensis","Maguire & G.M. Barroso",NA,"A. Furlan, J. R. Pirani, I. Cordeiro, L. Rossi & et al.","SPF 18575/CFCR 1703",NA,NA,NA,"South America","Brazil",NA,NA,"Campos Rupestres, BA. Rio de Contras. Estrada para a Cachoeira do Fraga, no Rio Brumado, a 3 km de Municipio de Rio de Contas",NA,NA,NA,NA,"US01622114","US01622114_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"34","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.",NA,"V. A. Funk","12109","1998","5","18","South America","Brazil",NA,NA,"Air-dried leaves (originally collected in Brazil and sent to US Kew)",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"35","2020-09-12 05:00:02-03","US","US","3249743","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.",NA,"R. M. Harley, D. J. N. Hind, R. Simão & J. Fothergill","25720","1988","10","28","South America - Neotropics","Brazil","Bahia",NA,"Mun.: Rio de Contas. Pico das Almas. Vertente leste. 13-14 km ao N-O da cidade","-41.9","-13.53",NA,NA,"US01622124","US01622124_01","1180","1200","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"36","2020-09-12 05:00:02-03","US","US","3263271","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.",NA,"W. Ganev","943","1992","8","22","South America - Neotropics","Brazil","Bahia",NA,"Estado da Bahia, municipio de Piata; Serra do Ataiho, entre Cravada e Cravadinha","-41.9","-13.12",NA,NA,"US01622123","US01622123_01","1400",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"37","2020-09-12 05:00:02-03","US","US","2569539","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.",NA,"H. S. Irwin, R. Souza & R. Reis dos Santos","9314","1965","10","19","South America - Neotropics","Brazil","Goiás",NA,"The Planatlo do Brasil. Chapada dos Veadeoros, Estado de Goias. Rocky hillside, Chapado dos Veadeiros, 12 km N.W. of Veadeiros",NA,NA,NA,NA,"US01622132","US01622132_01","1200",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"38","2020-09-12 05:00:02-03","US","US","3435076","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.",NA,"N. Roque","1756","2008","2","3","South America - Neotropics","Brazil","Bahia",NA,"Brasil, Bahia, Chapada Diamantina, Lencois, Pai Inacio",NA,NA,NA,NA,"US01622126","US01622126_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"39","2020-09-12 05:00:02-03","US","US","3339997","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.",NA,"G. T. Prance & N. T. Silva","58282","1964","7","21","South America - Neotropics","Brazil","Goiás",NA,"New Brazilian Highways. Chapada dos Veadeiros, Goais. 5-15 km. souith Veadeiros, road to San Joao d'Alianca",NA,NA,NA,NA,"US01622127","US01622127_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"40","2020-09-12 05:00:02-03","US","US","2922391","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.",NA,"R. M. King & L. E. Bishop","8898A","1981","2","8","South America - Neotropics","Brazil","Goiás",NA,"5-12 S of Alto Paraiso de Goias, mostly E of road to Sao da Alianca",NA,NA,NA,NA,"US01622131","US01622131_01","1006","1158","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"41","2020-09-12 05:00:02-03","US","US","3311723","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.",NA,"W. Ganev","3488",NA,NA,NA,"South America - Neotropics","Brazil","Bahia",NA,"Municipio de Abaira: Engenho de Baixo. Morro do Cuscuzeiro, caminho Casa Velha de Arthur para Boa Vista","-41.82","-13.32",NA,NA,"US01622125","US01622125_01","1150",NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"42","2020-09-12 05:00:02-03","US","US","3249744","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.",NA,"R. M. Harley, D. J. N. Hind, R. Simão & J. Fothergill","25720","1988","10","28","South America - Neotropics","Brazil","Bahia",NA,"Mun.: Rio de Contas. Pico das Almas. Vertente leste, 13-14 km ao N-O da cidade","-41.9","-13.53",NA,NA,"US01622122","US01622122_01","1180","1200","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"43","2020-09-12 05:00:02-03","US","US","2248947","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.",NA,"A. Macedo","3527","1951","12","14","South America - Neotropics","Brazil","Goiás",NA,"Caixa Postal. 178, Ituiutaba, Minas Gerais, Brasil",NA,NA,NA,NA,"US01622130","US01622130_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"44","2020-09-12 05:00:02-03","US","US","3432895","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.",NA,"M. A. Silva, T. S. Filgueiras, J. C. S. Silva & J. B. Santos","2134","1994","7","29","South America - Neotropics","Brazil","Goiás",NA,"Chapada dos Veadeiros; 16 km de Alto Paraiso/Terezina de Goias","-47.5203","-14.0025",NA,NA,"US01622121","US01622121_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"45","2020-09-12 05:00:02-03","US","US","3319372","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.",NA,"N. L. Menezes, A. M. Giulietti, J. Semir, A. Furlan & et al.","SFP 18384/ CFCR 1472",NA,NA,NA,"South America","Brazil",NA,NA,"Campos Rupestres, BA, Mucuge. Margem da estrada Mucuge - Cascavel, Km 3 a6. Prox. ao Rio Paraguacu [interpreted]",NA,NA,NA,NA,"US01622128","US01622128_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"46","2020-09-12 05:00:02-03","US","US","3348209","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.",NA,"F. R. Mendonca, J. M. Felfili, M. C. Silva Jr. & N. R. Oliveira","2627","1996","9","10","South America - Neotropics","Brazil","Goiás",NA,"MUnicipio de Alto Paraiso; Parque Nacional Chapado dos Veadeiros - PNCV; trilha para as cachoeira","-47.8008","-14.1747",NA,NA,"US01622120","US01622120_01","80","120","Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"47","2020-09-12 05:00:02-03","US","US","2248948","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.",NA,"A. Macedo","3870","1955","7","22","South America - Neotropics","Brazil","Goiás",NA,"Sena",NA,NA,NA,NA,"US01622129","US01622129_01",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,"1"
"48","2020-09-02 16:21:49-03","Cenargen","CEN","104261","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.","J. B. Bringel","João Bernardo de Azevedo Bringel Jr.","1073","2014","11","01",NA,"Brasil","GO","ALTO PARAISO DE GOIAS","PARNA Chapada dos Veadeiros, entrada a partir da GO - 118. Cerrado rupestre próximo à casa de vigilância.","-47.532222","-14.029166","Exsicatas","Capítulos secos disperssando os frutos.","CEN00104261","CEN00104261","1500","1500",NA,"-47.532222","-14.029166",NA,NA,"2014","11",NA,"3"
"49","2020-09-02 16:21:49-03","Cenargen","CEN","105425","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wunderlichia","crulsiana","Wunderlichia crulsiana","Taub.","G. M. Antar","Guilherme de M. Antar","1743","2017","07","27",NA,"Brasil","GO","CAVALCANTE","Reserva Particular do Patrimônio Natural Renascer. Trilha para a Ponte de Pedra.","-47.425555","-13.8525","Exsicatas","Árvore muito ramificada. Planta sem folhas. Filárias com a base verde e o ápice vináceo. Pappus alvo passando a castanho, corola creme. Doação Universidade de São Paulo - Herbário SPF.","CEN00105425","CEN00105425","892","892",NA,"-47.425555","-13.8525",NA,NA,"2018","11",NA,"1"
