"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","class","fieldNumber","individualCount"
"11","2021-01-14 15:31:11-03","MN","R","85205","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus","Lourenço, A.R.","Asplund, E.","13898","1940","10","07",NA,"Peru","Lima","Villa",NA,NA,NA,NA,"Iter Regnellianum quartum. Flora peruviana","R010069715","R010069715",NA,"2019","01","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-11-19 10:23:57-03","CPAP","CPAP","10276","PreserverdSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus",NA,"Bueno, N. C.","512","1993","02","28",NA,"Brasil","MS","Corumbá","Km 718/BR-262, beira do Pantanal","-57.016667","-19.233333",NA,"Erva aquática flutuante livre. FLOR: não vista. FRUTO: . INTERESSE: . FREQUÊNCIA: Pouco frequente. AMBIENTE: Lagoa temporária, brejo. Lagoa com muita Lemna aequinoctialis welwitsch e Wolffia columbiana Karsten. SUBSTRATO: solo calcário. RELEVO: quase pla",NA,NA,NA,NA,NA,NA,"57°01' W","19°14' S",NA,NA,"90","90",NA,NA,NA
"13","2020-11-19 10:23:57-03","CPAP","CPAP","13915","PreserverdSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus","R. R. Haynes","Pott, V. J.","2621","1995","04","26",NA,"Brasil","MS","Bonito","Baía Bonita, ponto turístico (aquário natural)","-56.442778","-21.165278",NA,"Erva aquática submersa fixa. FLOR: não vista. FRUTO: não visto. INTERESSE: Ornamental. FREQUÊNCIA: Frequente. AMBIENTE: Lagoa com ressurgência de água subterrânea, límpida. SUBSTRATO: solo calcário. RELEVO: plano.",NA,NA,NA,"1996",NA,NA,"56°26'34'' W","21°09'55'' S",NA,NA,"350","350",NA,NA,NA
"14","2020-11-19 10:23:57-03","CPAP","CPAP","15844","PreserverdSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus","V. J. Pott","Pott, V. J.","3228","1996","09","08",NA,"Brasil","MS","Bonito","Baía Bonita, metade do trajeto para o rio Formosinho","-56.439722","-21.162778",NA,"Erva aquática submersa. FLOR: não visto. FRUTO: . INTERESSE: Ornamental. FREQUÊNCIA: Muito frequente. AMBIENTE: Rio com correnteza e água translúcida. SUBSTRATO: solo calcário. RELEVO: plano.",NA,NA,NA,"1996","09","08","56°26'23'' W","21°09'46'' S",NA,NA,"350","350",NA,NA,NA
"15","2020-11-19 10:23:57-03","CPAP","CPAP","18343","PreserverdSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus","V. J. Pott","Pott, V. J.","3962","1999","08","07",NA,"Brasil","MS","Bonito","Rio baía Bonita","-56.433611","-21.3",NA,"Erva aquática submersa fixa. FLOR: não visto. FRUTO: . INTERESSE: Despoluidora.. FREQUÊNCIA: Muito frequente. AMBIENTE: Calha de rio cristalino, calcário, 1-20m profundidade c/ correnteza moderada. SUBSTRATO: solo calcário. RELEVO: plano.",NA,NA,NA,"1999","08",NA,"56°26'01'' W","21°18'00'' S",NA,NA,NA,NA,NA,NA,NA
"16","2020-11-19 10:23:57-03","CPAP","CPAP","18348","PreserverdSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus","V. J. Pott","Pott, V. J.","3967","1999","08","07",NA,"Brasil","MS","Bonito","Rio baía Bonita","-56.433611","-21.3",NA,"Erva aquática submersa fixa. Planta verde. FLOR: . FRUTO: . INTERESSE: Despoluidora.. FREQUÊNCIA: Muito frequente. AMBIENTE: Ressurgência de água cristalina, calcária. SUBSTRATO: solo calcário. RELEVO: plano.",NA,NA,NA,NA,NA,NA,"56°26'01'' W","21°18'00'' S",NA,NA,NA,NA,NA,NA,NA
"17","2020-11-19 10:23:57-03","CPAP","CPAP","19026","PreserverdSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus","V. J. Pott","Resende, U. M.","1621","1998","09","04",NA,"Brasil","MS","Bonito","Baía Bonita - logradouro","-56.433611","-21.3",NA,"Erva aquática submersa. AMBIENTE: Brejo. RELEVO: plano.",NA,NA,NA,"1999","04",NA,"56°26'01 W","21°18'00'' S",NA,NA,NA,NA,NA,NA,NA
"18","2020-11-19 10:23:57-03","CPAP","CPAP","2211","PreserverdSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus",NA,"Pott, V. J.","250","1986","06","14",NA,"Brasil","MS","Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - Salina do Oito","-56.65","-18.983333",NA,"Erva aquática. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: . SUBSTRATO: solo arenoso. RELEVO: plano.",NA,NA,NA,NA,NA,NA,"56°39' W","18°59' S",NA,NA,"90","90",NA,NA,NA
"19","2020-11-19 10:23:57-03","CPAP","CPAP","22288","PreserverdSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus","V. J. Pott","Pott, V. J.","6211","2003","04","25",NA,"Brasil","MS","Bonito","Rio Baía Bonita, entre 100m da nascente","-56.441944","-21.165",NA,"Erva aquática submersa fixa, 1m de altura. flores e frutos ausentes, planta . Frequente.. Pequeno rio cristalino, 1-1,5m de profundidade, com correnteza forte,. Solo: calcário,. Relevo: plano.",NA,NA,NA,"2003","04",NA,"56°26'31'' W","21°09'54'' S",NA,NA,NA,NA,NA,NA,NA
"20","2020-11-19 10:23:57-03","CPAP","CPAP","2453","PreserverdSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus",NA,"Rego, S. C. A.","777","1986","08","09",NA,"Brasil","MS","Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal","-56.65","-18.983333",NA,"RELEVO: plano.",NA,NA,NA,NA,NA,NA,"56°39' W","18°59' S",NA,NA,"90","90",NA,NA,NA
"21","2020-11-19 10:23:57-03","CPAP","CPAP","7739","PreserverdSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus","R. R. Haynes","Pott, V. J.","1414","1990","07","03",NA,"Brasil","MS","Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - cordilheira, próximo a baía do Jacaré","-56.65","-18.983333",NA,"Trepadeira. Muito látex branco. FLOR: não visto. FRUTO: marrom. INTERESSE: . FREQUÊNCIA: Frequente. AMBIENTE: Cordilheira - cerrado. SUBSTRATO: solo arenoso. RELEVO: plano.",NA,NA,NA,"1996",NA,NA,"56°39' W","18°59' S",NA,NA,"90","90",NA,NA,NA
"22","2020-11-19 10:23:57-03","CPAP","CPAP","9316","PreserverdSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus","R. R. Haynes","Bueno, N. C.","355","1992","06","11",NA,"Brasil","MS","Corumbá","Laje de rocha calcária, próximo do Clube de Laço, estrada da Manga (MT-228)","-57.65","-19.016667",NA,"Erva aquática submersa. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Frequente. AMBIENTE: Aquático. SUBSTRATO: afloramento de rocha calcária preta. RELEVO: plano.",NA,NA,NA,"1996",NA,NA,"57°39' W","19°01' S",NA,NA,"140","140",NA,NA,NA
"23","2020-11-19 10:23:57-03","CPAP","CPAP","9936","PreserverdSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus","R. R. Haynes","Pott, V. J.","1811","1992","05","21",NA,"Brasil","MS","Corumbá","Riacho, a 11.5km do Posto Esdras, estrada do Tamarineiro","-57.783333","-19.1",NA,"Erva aquática submersa fixa. FLOR: esbranquiçada. FRUTO: esbranquiçado. INTERESSE: Levantamento florístico. FREQUÊNCIA: Muito frequente. AMBIENTE: Riacho de beira de mata , secundária, calcária. Água corrente. SUBSTRATO: solo calcário, muita matéria orgâ",NA,NA,NA,"1996",NA,NA,"57°47' W","19°06' S",NA,NA,"120","120",NA,NA,NA
"24","2020-11-19 10:23:57-03","CPAP","CPAP","21844","PreserverdSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus","V. J. Pott","Pott, V. J.","4233","2000","09","15",NA,"Brasil","MS","Bonito","Lagoa das pedras","-56.4818992614746","-21.1210994720459",NA,"Erva aquática subemersa fixa flores esverdeada, fruto de cor creme, planta . Frequente.. Açude pequeno com água de chuva,. Solo: matéria orgânica sobre rocha calcária,. Relevo: plano. <ll>dwc_commonname:</ll> Lodo",NA,NA,NA,"2000","09",NA,NA,NA,"71352","auto",NA,NA,NA,NA,NA
"25","2020-11-19 10:23:57-03","CPAP","CPAP","2378","PreserverdSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus",NA,"Rego, S. C. A.","601","1986","07","26",NA,"Brasil","MS","Corumbá","Lagoa do Jacadigo, Pantanal","-57.6533012390137","-19.0091991424561",NA,"FLOR: estéril. RELEVO: plano.",NA,NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"26","2019-02-15 11:40:26-02","IPA","IPA","91160","S","Plantae","Plantae",NA,"Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus","Santos, V.V.","Santos, V.V.","444","2010","07","22","Southern America","Brasil","Bahia","Jequié","Reservatório de Pedra","-40.0835990905762","-13.8575000762939",NA,"Material botânico para fins de publicação de artigo científico - Depto. De Biologia da UFRPE, sob a orientação da Profª Karine Matos Magalhães.; Macrófita aquática, submersa fixa. Ornamental.; Zona de transição Caatinga / Mata Atlânti","IPA0091160",NA,NA,"2010","07","22",NA,NA,"49443","auto",NA,NA,NA,NA,NA
"27","2021-04-07 11:45:03-03","UFMS","CGMS","71599","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus","V.J. Pott","M.R. Oliveira; V.J. Pott, J.P.S.P. Bento","241","2018","11","08",NA,"Brasil","Mato Grosso do Sul","Bonito","Fazenda Trevo.","-56.4433333","-21.1794445",NA,NA,"CGMS1104402",NA,NA,"2018","11","08","-56,4433333","-21,1794445",NA,NA,"284","284",NA,NA,NA
"28","2021-04-07 11:39:16-03","UFMS","CGMS","67943","PreservedSpecimen",NA,NA,NA,"Najaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus",NA,"V.J. Pott; E. Scremin-Dias; A. Pott","8446","2005","12","08",NA,"Brasil","Mato Grosso do Sul","Porto Murtinho","Fazenda Harmonia, 200m leste da sede, entorno do Parque Nacional da Serra da Bodoquena.","-56.7655556","-21.2147222",NA,"Estéril. Habitat: Borda de nascente, sombreada por figueira. Solo calcário. Relevo inclinado. Habito: Erva aquática submersa fixa, 10cm de altura. Mancha ocasional.","CGMS1100902",NA,NA,NA,NA,NA,"-56,7655556","-21,2147222",NA,NA,"555","555",NA,NA,NA
"29","2021-04-07 11:39:16-03","UFMS","CGMS","67942","PreservedSpecimen",NA,NA,NA,"Najaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus","V.J. Pott","V.J. Pott; E. Scremin-Dias; M. Tanaka; S. Rodrigues","6211","2003","04","25",NA,"Brasil","Mato Grosso do Sul","Bonito","Rio Baia Bonita, entre 100m da nascente.","-56.4419444","-21.165",NA,"Flor ausente. Fruto ausente. Habitat: Pequeno rio cristalino, 1-1,5m de profundidade, com correnteza forte. Solo calcário. Relevo plano. Habito: Erva aquática submersa fixa, 1m de altura. Frequente.","CGMS1100901",NA,NA,NA,NA,NA,"-56,4419444","-21,165",NA,NA,NA,NA,NA,NA,NA
"30","2021-04-07 11:45:03-03","UFMS","CGMS","51009","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus",NA,"V.J. Pott; E. Scremin-Dias; A. Pott","8045","2005","08","30",NA,"Brasil","Mato Grosso do Sul","Bodoquena","Rio Salobra, Fazenda Rancho Branco, próximo ao curral da sede.","-56.7605556","-20.6702778",NA,"Habitat: Rio correntozo, límpido, 20-50cm de profundidade. Solo seicho rolado e afloramento rochoso. Relevo vale. Habito: Erva aquática submersa fixa. 10-20cm de altura. Frequente.","CGMS1080994",NA,NA,NA,NA,NA,"-56,7605556","-20,6702778",NA,NA,"160","160",NA,NA,NA
"31","2021-04-07 11:45:03-03","UFMS","CGMS","67915","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus","V.J. Pott","L.A. Mattos-Silva","4721","2003","03","17",NA,"Brasil","Bahia","Itarantim","Nascente e manancial do Rio Jundiá, responsável pelo abastecimento de água potável para a cidade.","-40.065601348877","-15.6597003936768",NA,"Estéril. Espécie muito frequente.","CGMS1100874",NA,NA,"2003","05","21",NA,NA,"42570","auto",NA,NA,NA,NA,NA
"32","2021-04-07 11:46:37-03","UFMS","CGMS","6091","PreservedSpecimen","Plantae",NA,NA,"Najadaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus",NA,"E. Scremin-Dias; et al.","201","1995","04","26",NA,"Brasil","Mato Grosso do Sul","Bonito","Baía Bonita - aquário natural.","-56.4818992614746","-21.1210994720459",NA,"Planta constituindo grandes populações.","CGMS1016883",NA,NA,NA,NA,NA,NA,NA,"71352","auto",NA,NA,NA,NA,NA
"33","2021-04-07 11:39:16-03","UFMS","CGMS","67944","PreservedSpecimen",NA,NA,NA,"Najaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus","V.J. Pott","V.J. Pott; P.R. de Souza; E. Scremin-Dias","4233","2000","09","15",NA,"Brasil","Mato Grosso do Sul","Bonito","Lagoa das Pedras.","-56.4818992614746","-21.1210994720459",NA,"Flor esverdeada. Fruto creme. Plantas estavam arrancadas e boiando na borda da lagoa entre a vegetação afogada (gramíneas) pela água da chuva. Habitat: Açude pequeno com água de chuva. Solo matéria orgânica sobre rocha calcária. Rele","CGMS1100903",NA,NA,NA,NA,NA,NA,NA,"71352","auto",NA,NA,NA,NA,NA
"34","2021-04-07 11:46:37-03","UFMS","CGMS","11441","PreservedSpecimen","Plantae",NA,NA,"Najadaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus","V.J. Pott","E. Scremin-Dias",NA,"2003","01","27",NA,"Brasil","Mato Grosso do Sul","Bonito","Rio Sucuri.","-56.4818992614746","-21.1210994720459",NA,NA,"CGMS1040763",NA,NA,"2008","06","24",NA,NA,"71352","auto",NA,NA,NA,NA,NA
"35","2021-04-07 11:46:37-03","UFMS","CGMS","2222","PreservedSpecimen","Plantae",NA,NA,"Najadaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus",NA,"A. Rego","777","1986","08","09",NA,"Brasil","Mato Grosso do Sul","Corumbá","Planície.","-57.6533012390137","-19.0091991424561",NA,NA,"CGMS1016884",NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA
"36","2020-06-09 16:54:26-03","UFRPE","PEUFR","52902","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus",NA,"M.C. Tonizza",NA,"2014","02","15",NA,"Brasil","Pernambuco","Santa Maria da Boa Vista",NA,"-39.825556","-8.808056",NA,"Coordenadas geográficas do município.","PEUFR052902",NA,NA,NA,NA,NA,"39º49'32 W","8º48'29 S",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-16 17:50:02-03","UCS","HUCS","7657","PreservedSpecimen","Plantae","Angiospermae","Alismatales","Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng) Morong",NA,"Brooks, R.E.","s.n.","1988","08","19",NA,"Estados Unidos","Johnson Count","Kansas","Overland Park",NA,NA,NA,"draiange channel pond just east of Antioch Road",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:29:26-03","MBM","MBM","414866","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus",NA,"Pott, V.J.; Scremim-Dias, E.; Pott, A.; Scremim-Dias, E.; Pott, A.","8045","2005","08","30","Southern America","Brazil","Mato Grosso do Sul","Bodoquena","Fazenda Rancho Branco, Rio Salobra, próximo ao curral da sede.","-56.760556","-20.670361",NA,"Erva aquática submersa fixa, 10-20 cm alt. Frequente.; Rio correntoso, límpido, 20-50cm de perof. Solo seixo rolado e afloramento rochoso. Relevo vale.","MBM414866",NA,NA,NA,NA,NA,"-56.760556","-20.670361",NA,NA,"160","160",NA,NA,NA
"39","2020-12-21 16:37:44-03","MBM","MBM","88414","PreservedSpecimen","Plantae",NA,NA,"Najadaceae","Najas","guadalupensis","Najas guadalupensis","(Sprengel) Magnus","Lot, A.","Mendoza, A.G.","760",NA,NA,NA,"Northern America","Mexico",NA,NA,NA,NA,NA,NA,NA,"MBM088414","MBM088414",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:29:26-03","MBM","MBM","414543","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus","Pott, V.J.","Pott, V.J.; Souza, P.R.; Scremim-Dias, E.; Souza, P.R.; Scremim-Dias, E.","4233","2000","09","15","Southern America","Brazil","Mato Grosso do Sul","Bonito","Lagoa das Pedras","-56.4818992614746","-21.1210994720459",NA,"Erva aquática submersa fixa. Frequente. Flor: esverdeada. Fruto: creme.&nf;Obs.: Plantas estavam arrancadas e boiando na borda da lagoa entre a vegetação afogada (gramíneas) pela água da chuva.; Açude pequeno com água de chuva. Solo ma","MBM414543",NA,NA,"2000","09",NA,NA,NA,"71352","auto",NA,NA,NA,NA,NA
"41","2020-12-21 16:37:44-03","MBM","MBM","190127","PreservedSpecimen","Plantae",NA,NA,"Najadaceae","Najas","guadalupensis","Najas guadalupensis guadalupensis","(Sprengel) Magnus",NA,"Haynes, R.R.","8579",NA,NA,NA,"Southern America","Nicaragua",NA,NA,NA,NA,NA,NA,NA,"MBM190127","MBM190127","guadalupensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:37:44-03","MBM","MBM","214586","PreservedSpecimen","Plantae",NA,NA,"Najadaceae","Najas","guadalupensis","Najas guadalupensis guadalupensis","(Sprengel) Magnus",NA,"Martínez, A.; et al.; et al.","858",NA,NA,NA,"Northern America","Mexico",NA,NA,NA,NA,NA,NA,NA,"MBM214586","MBM214586","guadalupensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:37:44-03","MBM","MBM","214587","PreservedSpecimen","Plantae",NA,NA,"Najadaceae","Najas","guadalupensis","Najas guadalupensis guadalupensis","(Sprengel) Magnus",NA,"Mijangos, A.","843",NA,NA,NA,"Northern America","Mexico",NA,NA,NA,NA,NA,NA,NA,"MBM214587","MBM214587","guadalupensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-01-08 19:58:41-03","UESC","UESC","9095","S","Plantae","Angiospermae","Florideophycidae","Najadaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus",NA,"L.A.Mattos Silva","4721","2003","03","17",NA,"Brasil","Bahia","Itarantim",NA,"-40.065601348877","-15.6597003936768",NA,"Aquática, submersa. Estéril.; Espécie muito frequente, principalmente no trecho da nascente principal do rio, ao ponto de trazer certos transtornos de acordo com informações prestadas pelo Técnico do Deptº de Vigilância Sanitária de","UESC0009095",NA,NA,NA,NA,NA,NA,NA,"42570","auto",NA,NA,"Monocotyledoneae",NA,NA
"45","2020-12-11 11:44:11-03","UFMG","BHCB","28471","PreservedSpecimen","Plantae","Monocotyledon",NA,"Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Itabirito","Pico do Itabirito","-43.801399230957","-20.2532997131348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20553","auto",NA,NA,NA,NA,NA
"46","2013-11-06 11:18:00-02","MO","MOBOT","3387814","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus","R.R. Haynes","A. Braun","Braun s.n.","1856",NA,NA,"South America","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2013-11-06 11:18:00-02","MO","MOBOT","3387615","PreservedSpecimen","Plantae",NA,NA,"Hydrocharitaceae","Najas","guadalupensis","Najas guadalupensis","(Spreng.) Magnus",NA,"* NOVARE","NOVARE 2491","1982","3","1","South America","Argentina","Salta",NA,"Capital. Paque San Martin, Em el lago.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
