"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","typeStatus","fieldNumber","preparationType","occurrenceRemarks","phylum","continentOcean","class","order","coordinatePrecision","individualCount","geoFlag","relatedCatalogItem","previousCatalogNumber","sex","yearIdentified","monthIdentified","dayIdentified"
"12","2020-12-11 11:39:08-03","UFMG","BHCB","162330","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cinerascens","Eugenia cinerascens","Gardner",NA,"Nadruz, MA; Costa, D; Alves, A; Cronemberg, C","1742","2007","03","20","Brasil","Rio de Janeiro","Teresópolis","Pedra da Pipoca, Trilha da travessia no caminho","-43.036111","-22.461389","-43.036111","-22.461389","2081","2081","BHCB5536",NA,NA,NA,NA,"Mata Atlântica de altitude, arvoreta, lâmina membranácea, eserdeada discolor, sépalas esverdeadas, pétalas até avinosadas, androceu e gineceu esbranquiçadas; Mata Atlântica de altitude, arvoreta, lâmina membranácea, eserdeada discolor,","Dicotyledon","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-09-12 05:00:02-03","US","US","2342892","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cinerascens","Eugenia cinerascens","Gardner",NA,"O. Barth",NA,"1960","2","18","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional de Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"US01897793","US01897793_01 US01897793_02",NA,NA,NA,NA,NA,"South America - Neotropics","Dicotyledonae","Myrtales","19648","1","auto",NA,NA,NA,NA,NA,NA
"14","2019-10-07 09:35:13-03","UEFS","HUEFS","87646","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cinerascens","Eugenia cinerascens","Gardner",NA,"Gardner, G.","5717",NA,NA,NA,"Brasil","Rio de Janeiro",NA,"Montanha dos Órgãos.",NA,NA,NA,NA,NA,NA,"HUEFS0087646",NA,"Isótipo",NA,NA,NA,"Angiospermae",NA,"Rosanae","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-10-07 09:35:13-03","UEFS","HUEFS","87647","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cinerascens","Eugenia cinerascens","Gardner",NA,"Gardner, G.","5717",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0087647",NA,"Isótipo",NA,NA,NA,"Angiospermae",NA,"Rosanae","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-09-04 18:51:25-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cinerascens","Eugenia cinerascens",NA,NA,"G. Gardner","5717","1842","7",NA,"Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,"Spermatophyta","South America","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-07-23 12:15:44-03","CEPLAC","CEPEC","125439","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cinerascens","Eugenia cinerascens",NA,"M. Sobral","R. C. Forzza","4998","2008","02","13","Brasil","Espírito Santo","castelo","Parque Estadual do Forno Grande. Localidade de Bateias.","-41.101667","-20.526944","41W6'6","20S31'37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2010",NA,NA,NA,NA,NA
"18","2020-07-23 12:15:44-03","CEPLAC","CEPEC","125649","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cinerascens","Eugenia cinerascens",NA,"M. Sobral","A. P. Fontana","5416","2008","07","18","Brasil","Espírito Santo","castelo","Parque Estadual do Forno Grande. Balança.","-41.101667","-20.526944","41W6'6","20S31'37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/12/2010",NA,NA,NA,NA,NA
"19","2016-08-23 10:59:56-03","NHMLondon","NHM-LONDON-BOT","BM000799608","S","Plantae","Myrtaceae","Eugenia","cinerascens","Eugenia cinerascens","Gardner",NA,"George Gardner; b.1812; d.1849; Gardner","5717","1841","03",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Type",NA,NA,"<a href=http://www.nhm.ac.uk/services/media-store/asset/ea0bbf0067a3e8483f3eef566296c24e08b53a18/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4991911",NA,NA,NA,NA
"20","2021-03-23 08:08:49-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cinerascens","Eugenia cinerascens","Gardner","Gonçalves, LF","Gonçalves, LF","487","2018","01","01","Brasil","Rio de Janeiro","Guapimirim","Parque Nacional da Serra dos òrgãos. Trilha para o São Pedro, saindo da Baleia","-43.025278","-22.461389","-43.025278","-22.461389","2095","2095",NA,NA,NA,NA,NA,"Árvore aprox. 3,5m. Folhas com fae adaxial verde escuro e face abaxial verde claro. Inflorescencia em botão e em frutos imaturos verdes e amarelos","Dicotyledoneae","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2017-09-11 17:11:12-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Myrtaceae","Eugenia","cinerascens","Eugenia cinerascens","Gardner",NA,"Gardner, G","5717",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"in montibus Serra dos Orgaos, Dryas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OXF ISOTYPE; Dryas; HABITAT: Dryas",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2010-08-16 16:42:50-03","GH","HU-HERB","GH 00069350","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","cinerascens","Eugenia cinerascens","Gardner",NA,"George Gardner","5717",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"Organ Mountains",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype","5717","Sheet",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"undetermined",NA,NA,NA
"23","2014-09-23 10:58:54-03","G","G","G00227944","S","Plantae","Myrtaceae","Eugenia","cinerascens","Eugenia cinerascens","Gardner","Mazine-Capelo, F.","Gardner, G.","5717","1842",NA,"00","Brazil","Rio de Janeiro","Serra dos Orgãos",NA,"-43","-22.43333333","-43.0","-22.43333333",NA,NA,"G00227944","G00227944","ISOTYPUS of Eugenia cinerascens Gardner",NA,NA,"Coordinate uncertainty: In a radius bigger than 3'500 m. Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=210293&base=img&lang=en",NA,"AMERIQUE DU SUD",NA,NA,NA,NA,NA,NA,NA,NA,"2004","01","01"
