"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","coordinatePrecision","geoFlag","typeStatus","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","01112732","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Siparuna","reginae","Siparuna reginae","(Tul.) A.DC.","N. M. F. da Silva; S. M. P. de B. Guimares","L. C. d. S. Giordano","1169","1991","09","26","South America","Brazil","Rio de Janeiro","Jardim Botânico do Rio de Janeiro, Horto Florestal","-43.2075","-22.9031","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1262114' target='other'> <mi>dwc_moreinfo</mi></a>","NY01112732","NY01112732_01","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1550247","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Siparuna","reginae","Siparuna reginae","(Tul.) A.DC.",NA,"L. Riedel","1015","1832","10",NA,"South America","Brazil","Rio de Janeiro","Corcovado.","-43.212076","-22.951842","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1810212' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550247","NY01550247_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1550262","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Siparuna","reginae","Siparuna reginae","(Tul.) A.DC.","J. A. Kallunki","G. T. Prance","24118","1976","10","26","South America","Brazil","Amazonas","Rio Curuçá, 8 miles above mouth.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1810237' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550262","NY01550262_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2017-02-01 14:11:00-02","NY","NYBG","454453","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Siparuna","reginae","Siparuna reginae",NA,"S. S. Renner","B. G. Stergios D.","12571","1988","05","09","South America","Venezuela","Bolívar","A la cuenca alta del Rio Caura (Hoja NB-20-10). A la altura del raudal Guanaguahana","-64.2","5.1","sheet","Expedicion Proyecto I.R.N.R.G. Convenio Unellez-C.V.G. (Techin, C.A.) <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=148220' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454453",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","2210386","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Siparuna","reginae","Siparuna reginae","(Tul.) A.DC.",NA,"C. A. Cid Ferreira","6964","1986","03","22","South America","Brazil","Amazonas","Rio Uatumã, próx. ao local Nazaré acima da foz do rio Pitinga (a montante da UHE de Balbina)","-60.0250015258789","-2.03444004058838","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2338669' target='other'> <mi>dwc_moreinfo</mi></a>","NY02210386",NA,"Presidente Figueiredo","229398","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","55407","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Siparuna","reginae","Siparuna reginae","(Tul.) A.DC.","S. S. Renner","J. A. Kallunki","703","1995","04","21","South America","Brazil","Espírito Santo","Fazenda Santa Angelica, gated dirt road to right at 9 km from church in Bananal on paved road from Bananal to Novo Brasil.","-40.3333015441895","-19.2649993896484","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=148221' target='other'> <mi>dwc_moreinfo</mi></a>","NY00055407","NY00055407_01","Rio Bananal","22148","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","709586","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Siparuna","reginae","Siparuna reginae","(Tul.) A.DC.","S. S. Renner","P. J. M. Maas","8987","2001","10","16","South America","Brazil","Acre","Km 6 of Cruzeiro do Sul-Boa Fé road (BR-307), Ramal dos Carobas","-72.8214","-7.4728","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=468208' target='other'> <mi>dwc_moreinfo</mi></a>","NY00709586","NY00709586_01","Cruzeiro do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1182859","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Siparuna","reginae","Siparuna reginae","(Tul.) A.DC.",NA,"A. da S. Medeiros","s.n.","2009","02",NA,"South America","Brazil","Pará","Igarapé Xingú.","-56.4869","-2.10417","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1410328' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182859","NY01182859_01","Terra Santa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1550257","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Siparuna","reginae","Siparuna reginae","(Tul.) A.DC.","J. A. Kallunki","R. P. Belém","3295","1967","02","08","South America","Brazil","Bahia","Santa Cruz Cabrália","-39.039317","-16.289196","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1810227' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550257","NY01550257_01","Santa Cruz Cabrália",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01112746","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Siparuna","reginae","Siparuna reginae","(Tul.) A.DC.",NA,"R. Marquete","1178","1993","08","17","South America","Brazil","Rio de Janeiro","Horto Florestal, caminho para o Parque da Cidade.","-43.2075","-22.9031","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1262851' target='other'> <mi>dwc_moreinfo</mi></a>","NY01112746","NY01112746_01","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","02210378","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Siparuna","reginae","Siparuna reginae","(Tul.) A.DC.",NA,"C. Farney","1763","1987","10","22","South America","Brazil","Amazonas","Vista Alegre, margem do Rio Negro e foz do Rio Xié.","-67.333333","0.916667","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2338661' target='other'> <mi>dwc_moreinfo</mi></a>","NY02210378","NY02210378_01","São Gabriel da Cachoeira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","528758","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Siparuna","reginae","Siparuna reginae","(Tul.) A.DC.","A. L. Peixoto","A. M. V. de Carvalho","6175","1995","12","12","South America","Brazil","Bahia","Reserva Biológica do Mico-leao (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una","-39.08","-15.15","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=69176' target='other'> <mi>dwc_moreinfo</mi></a>","NY00528758","NY00528758_01","Una",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1018150","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Siparuna","reginae","Siparuna reginae","(Tul.) A.DC.",NA,"S. de V. A. Pessôa","835","1995","09","14","South America","Brazil","Rio de Janeiro","Reserva Biológica de Poço das Antas, Encosta do morro do rio Preto.","-42.3917","-22.6508","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1249467' target='other'> <mi>dwc_moreinfo</mi></a>","NY01018150","NY01018150_01","Silva Jardim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2017-02-01 14:11:00-02","NY","NYBG","454454","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Siparuna","reginae","Siparuna reginae",NA,"S. S. Renner","R. Vásquez Martínez","9770","1987","10","12","South America","Peru","Loreto","Ramón Castilla, Pevas","-71.83","-3.33","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=148222' target='other'> <mi>dwc_moreinfo</mi></a>","NY00454454",NA,NA,NA,NA,NA,"106","106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1550253","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Siparuna","reginae","Siparuna reginae","(Tul.) A.DC.",NA,"L. Riedel","1015","1832","10",NA,"South America","Brazil","Rio de Janeiro","Corcovado.","-43.212076","-22.951842","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1810220' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550253","NY01550253_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1550248","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Siparuna","reginae","Siparuna reginae","(Tul.) A.DC.",NA,"L. Riedel","1015","1832","10",NA,"South America","Brazil","Rio de Janeiro","Corcovado.","-43.212076","-22.951842","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1810214' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550248","NY01550248_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1550123","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Siparuna","surinamensis","Siparuna surinamensis","Lanj.","J. A. Kallunki","G. T. Prance","25587","1977","11","20","South America","Brazil","Pará","Vicinity of Igarapé Kazuo, km 1221","-55.688295","-6.01862","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1807617' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550123","NY01550123_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","354731","PreservedSpecimen","Plantae","Magnoliophyta","Laurales","Monimiaceae","Siparuna","surinamensis","Siparuna surinamensis","Lanj.",NA,"J. Lanjouw","907","1933","09","20","South America","Suriname",NA,"Voltzberg.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=72793' target='other'> <mi>dwc_moreinfo</mi></a>","NY00354731","NY00354731_01",NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-03-20 11:47:26-03","MCN-PUC-MINAS","HPUC-MG","ANG145","S","Plantae",NA,NA,"Siparunaceae","Siparuna","reginae","Siparuna reginae",NA,"Martins, JC; Santos, RM.","Gomes, J.A.S; Colombini, M.A.G.; Afonso, C.G.;Resende, LGM; Starling, M.F.V.; Pereira, CE; Terra, B.",NA,"2007","12","10",NA,"Brasil","Minas Gerais","Mata PUC Minas","-43.937801361084","-19.9207992553711",NA,"Nº5D",NA,NA,"Belo Horizonte","17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-06-29 11:32:37-03","UFRJ","RFA","10597","PreservedSpecimen","Plantae",NA,NA,"Siparunaceae","Siparuna","reginae","Siparuna reginae","(Tul.) A.DC.","A.L. Peixoto","A.P. Duarte","7173","1962","09","10",NA,"Brasil","Amazonas","Alto Solimões","-70.0310974121094","-4.38305997848511",NA,NA,"RFA46014",NA,"Benjamin Constant","293020","auto",NA,NA,NA,"2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-06-29 11:32:37-03","UFRJ","RFA","17294","PreservedSpecimen","Plantae",NA,NA,"Siparunaceae","Siparuna","reginae","Siparuna reginae","(Tul.) A.DC.","M.V.L. Pereira","P. Occhioni","7896","1976","03",NA,NA,"Brasil","Rio de Janeiro","Próximo a Magé","-43.2075004577637","-22.9027996063232",NA,"Arbusto 2 - 4 m de altura; flores esverdeadas","RFA45991",NA,"Rio de Janeiro","57442","auto",NA,NA,NA,"1989","09","28",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-06-29 11:32:38-03","UFRJ","RFA","42827","PreservedSpecimen","Plantae",NA,NA,"Siparunaceae","Siparuna","reginae","Siparuna reginae","(Tul.) A.DC.",NA,"P.H.A. Nascimento; E.C. Pereira; S. Coelho","5","2015","08","16",NA,"Brasil","Amazonas","Reserva Florestal Adolfo Ducke. Coletada na área 1, marco 584, planta 1728","-60.0250015258789","-3.10193991661072",NA,"Árvore de tronco médio 22 m de altura, copa aberta com galhos e folhas bem espassadas","RFA38635",NA,"Manaus","138090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-06-29 11:32:37-03","UFRJ","RFA","31790","PreservedSpecimen","Plantae",NA,NA,"Siparunaceae","Siparuna","reginae","Siparuna reginae","(Tul.) A.DC.","Sebastião José Silva Neto","Vânia Alves Garcia",NA,"2000","05","00",NA,"Brasil","Minas Gerais","Mata Bela Fama","-43.1664009094238","-21.9500007629395",NA,"Mate","RFA20615",NA,"Santana do Deserto","12740","auto",NA,NA,NA,"2001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-07-03 08:32:01-03","UNEMAT","TANG","1355","S","Plantae",NA,NA,"Siparunaceae","Siparuna","reginae","Siparuna reginae","(Tul.) A. DC.",NA,"Silva, CA","329","2011","08","17",NA,"Brasil","Mato Grosso","Fazenda Maracanã, fragmento 14.","-57.4858016967773","-14.6194000244141",NA,"Flores pequenas, vermelhas, ocorre em área inundável do interior da mata, próximo ao igarapé.","TANG000001355",NA,"Tangará da Serra","175746","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:49:51-03","EAO","IAN","86239","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Siparunaceae","Siparuna","micrantha","Siparuna micrantha","A.DC.","Smith, AC","Smith, SG; Idrobo-Muñoz, JM","1463","1950","08","19",NA,"Colômbia",NA,"In partial shade. Dense forest. North side of river near junction of Guelar and Zanza river, north end of Cordilhera Macarena.",NA,NA,NA,"Irregularly branching shrub ca. 2m tall; flowers green, fruit red, both cut stem and fruit with strong odor.","IAN086239",NA,NA,NA,NA,NA,NA,NA,"1952",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:49:51-03","EAO","IAN","102051","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Siparunaceae","Siparuna","rionegrensis","Siparuna rionegrensis","J.J.Jangoux","Jangoux, JJ","Rodrigues, JS; Pires, JM; Silva, NT da","30","1959","02","07","Southern America","Brasil","Amazonas","Rio Negro, mata de terra firme.",NA,NA,NA,"RENNER & HAUSNER (2005:85) citaram: Type: Brazil. Amazonas: Rio Negro, Tapuruquara [= Santa Izabel do Rio Negro], Rodrigues, Pires & Silva 30 (holotype, IAN n.v.).; Árvore de 6 metros.","IAN102051",NA,NA,NA,NA,"holotipo",NA,NA,"1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:49:51-03","EAO","IAN","144573","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Siparunaceae","Siparuna","surinamensis","Siparuna surinamensis","Lanj.","Jangoux, IJ","Pires, JM; Leite, PF","s.n.","1974","06","22","Southern America","Brasil","Roraima","Rodvia BR-174 a 4km da fronteira, mata alta de encosta, acidentada, com blocos de granito. Quadrícula NA-20-ZD. Ponto 2A.","-59.254167","0.737222",NA,"Arbusto.","IAN144573",NA,NA,NA,NA,NA,NA,NA,"1979",NA,NA,"-59.254167","0.737222",NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:49:51-03","EAO","IAN","149563","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Siparunaceae","Siparuna","surinamensis","Siparuna surinamensis","Lanj.","Lindeman, JC","sc","69","1926","01","25","Southern America","Suriname",NA,"Boven-Suriname Rivier bij Goddo. Expeditie near het Wilhelminagebergte.","-56.5","3.6",NA,"Tall tree.","IAN149563",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-56.5","3.6",NA,NA,NA,NA,NA,NA
"39","2019-10-09 11:25:03-03","UFBA","ALCB","023427","PreservedSpecimen","Plantae","Dicotyledon",NA,"Siparunaceae","Siparuna","reginae","Siparuna reginae","(Tul.) A.DC.","Lírio, EG","Guedes, ML","s/n","1991","09","29","Southern America","Brasil","Bahia","Recôncavo Sul, Vale do Iguapé. Fazenda Esperança","-38.7","-12.533333",NA,"ca. 6m de altura. Folhas coriáceas, pilosas, discolor. Inflorescência axilares, verdes.","ALCB003700","ALCB003700","Santo Amaro",NA,NA,NA,NA,NA,"2019","05","15","-38.7","-12.533333",NA,NA,NA,NA,NA,NA
"40","2019-10-09 11:25:03-03","UFBA","ALCB","56341","PreservedSpecimen","Plantae","Dicotyledon",NA,"Siparunaceae","Siparuna","reginae","Siparuna reginae","(Tul.) A.DC.","Lírio, EG","Alves, L. de J.; Guedes, ML; Santana, DL; Loureiro, DM","323","2001","12","18","Southern America","Brasil","Bahia","Litoral Sul, Assentamento Mirante","-39.349722","-13.905556",NA,"Ramos escandentes. Folhas coriáceas, discolores, pubescentes. Flores axilares, com botões esverdeados. Ocasional.; Mata de cabruca.","ALCB003706","ALCB003706","Igrapiúna",NA,NA,NA,NA,NA,"2019","05","15","-39.349722","-13.905556",NA,NA,NA,NA,NA,NA
"41","2019-10-09 11:25:03-03","UFBA","ALCB","78888","PreservedSpecimen","Plantae","Dicotyledon",NA,"Siparunaceae","Siparuna","reginae","Siparuna reginae","(Tul.) A.DC.","Lírio, EG","Valadão, RM; Guedes, ML","697","2006","02","19","Southern America","Brasil","Bahia","Litoral Sul, Fragmento do Corte Alto, N° - 736, Parcela - 07",NA,NA,NA,"de ca. 5,0m de altura e CAP de 17,0cm . Folhas membranáceas e tomentosas. Material estéril.; Arbórea.","ALCB003680","ALCB003680","Ituberá/Grapiúna",NA,NA,NA,NA,NA,"2019","05","15",NA,NA,NA,NA,NA,NA,NA,NA
"42","2019-10-09 11:25:03-03","UFBA","ALCB","131596","PreservedSpecimen","Plantae","Dicotyledon",NA,"Siparunaceae","Siparuna","reginae","Siparuna reginae","(Tul.) A.DC.","Miranda, AM","Miranda, AM; Martins, K","6815","2017","10","19","Southern America","Brasil","Bahia","Distrito de cabuçu, fazenda Cabuçu.","-38.7686004638672","-12.7375001907349",NA,"ca 6 m de altura, caule verde-amarronzado, folhas papiráceas, flores com botões verdes.","ALCB048261","ALCB048261","Saubara","14104","auto",NA,NA,NA,"2013","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-02-08 09:37:23-03","NBC","NL-BOTANY","U.1745279","PreservedSpecimen","Plantae",NA,"Laurales","Monimiaceae","Siparuna","reginae","Siparuna reginae","(Tul.) A.DC.","Renner SS","Sothers CA; Pereira EC",NA,"1995","10","25","Southern America","Brazil","Amazonas",NA,"-59.966667","-2.883333",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1745279 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1745279","NL-U1745279",NA,NA,NA,NA,NA,NA,"1996","05","01","-59.966667","-2.883333","Magnoliopsidae","U 0060814",NA,NA,NA,NA
