"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","relatedCatalogItem","occurrenceRemarks","barcode","continentOcean","preparationType","previousCatalogNumber","typeStatus","minimumElevationInMeters","maximumElevationInMeters","phylum","order","imagecode","identifiedBy","coordinatePrecision","geoFlag","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","individualCount","sex"
"23","2016-09-30 10:06:00-03","NY","NYBG","1747723","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","crassifolia","Byrsonima crassifolia",NA,"J. M. Pires","6242","1956","12","14","Brazil","Pará",NA,"Serra do Cachimbo.",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2010428' target='other'> <mi>dwc_moreinfo</mi></a>","NY01747723","South America","sheet",NA,NA,"425","425","Magnoliophyta","Malpighiales","NY01747723_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-09-30 19:28:00-03","NY","NYBG","2360999","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","crassifolia","Byrsonima crassifolia",NA,"G. H. H. Tate","25","1927","09","06",NA,NA,NA,"British Guiana and northern Brazil. Frechal",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2544329' target='other'> <mi>dwc_moreinfo</mi></a>","NY02360999","South America","sheet",NA,NA,NA,NA,"Magnoliophyta","Malpighiales","NY02360999_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-09-30 19:28:00-03","NY","NYBG","2361000","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","crassifolia","Byrsonima crassifolia",NA,"G. H. H. Tate","56","1927","09","08",NA,NA,NA,"Frechal. Mount Roraima and vicinity. British Guiana and Northern Brazil",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2544330' target='other'> <mi>dwc_moreinfo</mi></a>","NY02361000","South America","sheet",NA,NA,NA,NA,"Magnoliophyta","Malpighiales","NY02361000_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00893491","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","crassifolia","Byrsonima crassifolia","(L.) Kunth","W. R. Anderson","11524","1975","02","22","Brazil","Minas Gerais","Felixlândia","30 km W of Curvelo","-44.7012","-18.75",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=969618' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893491","South America","sheet",NA,NA,"750","750","Magnoliophyta","Malpighiales","NY00893491_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00893489","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","crassifolia","Byrsonima crassifolia","(L.) Kunth","H. S. Irwin","35068","1972","01","25","Brazil","Goiás","Niquelândia","ca. 11 km S. of Niquelândia","-48.45","-14.54942",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=969613' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893489","South America","sheet",NA,NA,NA,NA,"Magnoliophyta","Malpighiales","NY00893489_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1747674","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","crassifolia","Byrsonima crassifolia","(L.) Kunth","W. A. Archer","7756","1942","10","30","Brazil","Pará","Belém","In fields of the I. A. N.","-48.4447503","-1.4380977",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2007649' target='other'> <mi>dwc_moreinfo</mi></a>","NY01747674","South America","sheet",NA,NA,NA,NA,"Magnoliophyta","Malpighiales","NY01747674_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-09-30 10:04:00-03","NY","NYBG","1747613","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","crassifolia","Byrsonima crassifolia",NA,"C. A. Cid Ferreira","9413","1987","11","04","Brazil","Pará","Alenquer","Estrada Cuamba (ramal a direita da Estr. Lauro Sodré), 12 km de Alenquer, a caminho da Faz. Capintuba","-54.65","-1.88",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2007317' target='other'> <mi>dwc_moreinfo</mi></a>","NY01747613","South America","sheet",NA,NA,NA,NA,"Magnoliophyta","Malpighiales","NY01747613_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","818171","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","crassifolia","Byrsonima crassifolia","(L.) Kunth","H. S. Irwin","18856","1968","01","20","Brazil","Goiás","Cocalzinho de Goiás","70 km N. of Corumbá de Goiás on road to Niquelândia, valley of Rio Maranhão. Serra dos Pirineus.","-48.63","-15.35",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=858240' target='other'> <mi>dwc_moreinfo</mi></a>","NY00818171","South America","sheet",NA,NA,"700","700","Magnoliophyta","Malpighiales","NY00818171_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1747640","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","crassifolia","Byrsonima crassifolia","(L.) Kunth","D. F. Austin","7101","1979","10","18","Brazil","Amapá",NA,"Entre km. 105 e Local Areal, 5 km. E de Porto Grande. Posto Sop. ao Norte","-51.4106","0.71",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2007556' target='other'> <mi>dwc_moreinfo</mi></a>","NY01747640","South America","sheet",NA,NA,NA,NA,"Magnoliophyta","Malpighiales","NY01747640_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1747668","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","crassifolia","Byrsonima crassifolia","(L.) Kunth","H. S. Irwin","47242","1960","07","30","Brazil","Amapá",NA,"immediately south of airfield, about 2 km NE of Oiapoque.",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2007617' target='other'> <mi>dwc_moreinfo</mi></a>","NY01747668","South America","sheet",NA,NA,NA,NA,"Magnoliophyta","Malpighiales","NY01747668_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00893487","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","crassifolia","Byrsonima crassifolia","(L.) Kunth","H. S. Irwin","26168","1970","02","06","Brazil","Minas Gerais","Paracatú","Serra da Anta, summit of chapada, ca. 12 km N. of Paracatú","-46.95105","-17.14195",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=969609' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893487","South America","sheet",NA,NA,"950","950","Magnoliophyta","Malpighiales","NY00893487_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-09-30 10:06:00-03","NY","NYBG","1747724","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","crassifolia","Byrsonima crassifolia",NA,"R. Vilhena","323","1978","12","15","Brazil","Pará","Santarém","Platô da serra Piroca.","-54.9624538","-2.4820477",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2010461' target='other'> <mi>dwc_moreinfo</mi></a>","NY01747724","South America","sheet",NA,NA,NA,NA,"Magnoliophyta","Malpighiales","NY01747724_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2016-09-30 19:18:00-03","NY","NYBG","880187","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","crassifolia","Byrsonima crassifolia",NA,"G. K. Croft","125","2011","04","20","Brazil","Pará","São Francisco do Pará","Granja Maratom, km 28, PA-140, N of Castanhal, before Igarape Acu. Side patio of house with >20B.","-47.7483","-1.1228",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2536890' target='other'> <mi>dwc_moreinfo</mi></a>","NY00880187","South America","sheet",NA,NA,"35",NA,"Magnoliophyta","Malpighiales","NY00880187_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2016-09-30 10:04:00-03","NY","NYBG","1747656","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","crassifolia","Byrsonima crassifolia",NA,"B. G. S. Ribeiro","1618","1976","11","28","Brazil","Amapá",NA,"Matapí.",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2007584' target='other'> <mi>dwc_moreinfo</mi></a>","NY01747656","South America","sheet",NA,NA,NA,NA,"Magnoliophyta","Malpighiales","NY01747656_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2016-09-30 10:12:00-03","NY","NYBG","1747731","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","crassifolia","Byrsonima crassifolia",NA,"W. R. Anderson","10951","1974","02","14","Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2017426' target='other'> <mi>dwc_moreinfo</mi></a>","NY01747731","South America","sheet",NA,NA,NA,NA,"Magnoliophyta","Malpighiales","NY01747731_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2016-09-30 10:04:00-03","NY","NYBG","1747651","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","crassifolia","Byrsonima crassifolia",NA,"K. Kubitzki","79-40","1979","08","24","Brazil","Amazonas","Humaitá","Campos 2 km SW of the town.","-63.0208","-7.50611",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2007574' target='other'> <mi>dwc_moreinfo</mi></a>","NY01747651","South America","sheet",NA,NA,NA,NA,"Magnoliophyta","Malpighiales","NY01747651_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1379866","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","crassifolia","Byrsonima crassifolia","(L.) Kunth","R. A. Howard","10504","1950","02","09","Trinidad and Tobago",NA,NA,"Trinidad. Sangre Grande, Aripo Savannah at Waller Field",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1639892' target='other'> <mi>dwc_moreinfo</mi></a>","NY01379866","South America","sheet",NA,NA,NA,NA,"Magnoliophyta","Malpighiales","NY01379866_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-09-29 21:23:00-03","NY","NYBG","00893402","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","crassifolia","Byrsonima crassifolia",NA,"R. de Lemos Fróes","11788","1939","02",NA,"Brazil","Maranhão","São Luís","Island of São Luiz.","-44.201115","-2.577323",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=969225' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893402","South America","sheet",NA,NA,NA,NA,"Magnoliophyta","Malpighiales","NY00893402_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00893409","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","crassifolia","Byrsonima crassifolia","(L.) Kunth","B. A. Krukoff","1445","1931","11",NA,"Brazil","Rondônia",NA,"Near Tabajara, upper Machado River region.",NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=969247' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893409","South America","sheet",NA,NA,NA,NA,"Magnoliophyta","Malpighiales","NY00893409_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00893488","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","crassifolia","Byrsonima crassifolia","(L.) Kunth","H. S. Irwin","34718","1972","01","21","Brazil","Goiás","Niquelândia","ca. 14 km S. of Niquelândia","-48.45","-14.57653",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=969612' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893488","South America","sheet",NA,NA,"1000","1000","Magnoliophyta","Malpighiales","NY00893488_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00893505","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","crassifolia","Byrsonima crassifolia","(L.) Kunth","T. C. Plowman","8150","1980","01","31","Brazil","Tocantins","Presidente Kennedy","Road from highway BR-153 to Itaporã, 12 km west of village of Presidente Kennedy, Fazenda Primavera along Ribeirão Feínho.","-48.6008","-8.5006",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=969801' target='other'> <mi>dwc_moreinfo</mi></a>","NY00893505","South America","sheet",NA,NA,"400","500","Magnoliophyta","Malpighiales","NY00893505_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","1747642","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","crassifolia","Byrsonima crassifolia","(L.) Kunth","G. T. Prance","28518","1983","11","12","Brazil","Pará",NA,"On Alter do Chão Hill, Rio Tapajós","-54.93","-2.48",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2007558' target='other'> <mi>dwc_moreinfo</mi></a>","NY01747642","South America","sheet",NA,NA,NA,NA,"Magnoliophyta","Malpighiales","NY01747642_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
