"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","dayIdentified","typeStatus","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","396173","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","W. H. A. Hekking","J. R. Pirani","2957","1994","02","12","South America","Brazil","Bahia","Una","A 33 km S de Olivença na rodovia Ilhéus-Una","-39.032498","-15.2209902","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=176370' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396173","NY00396173_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1738338","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.",NA,"P. da C. Gadelha Neto","3178","2012","03","06","South America","Brazil","Paraná",NA,"João Pesoa. Jardim Botânico: Trilha da Nascente. Floresta Estacional Semidecidual das Terras Baixas.","-34.87","-7.1","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1988501' target='other'> <mi>dwc_moreinfo</mi></a>","NY01738338","NY01738338_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","396174","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","J. A. Kallunki","J. R. Pirani","2355","1988","02","19","South America","Brazil","Bahia","Una","Estrada Una - Sao José, a ca. 8 km W do Núcleo Colonial de Una","-39.33","-15.25","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=176390' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396174","NY00396174_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","298239","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","B. M. Torke","W. W. Thomas","10339","1994","02","09","South America","Brazil","Bahia","Uruçuca","7.4 km north of Serra Grande on road to Itacaré, Fazenda Lagoa do Conjunto Fazenda Santa Cruz.","-39.0606","-14.4233","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=176363' target='other'> <mi>dwc_moreinfo</mi></a>","NY00298239",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","396168","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","W. H. A. Hekking","A. M. V. de Carvalho","5549","1995","01","13","South America","Brazil","Bahia","Ilhéus","Mata da Esperança. Entrada a 2 km a partir da antiga ponte do Rio Fundao","-39.06916667","-14.7819444","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=176367' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396168","NY00396168_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1462290","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","J. D. García-González","J. D. García-González","1139","2009","08","18","South America","Brazil","Pernambuco","Igarassu","Usina São José. Mata de Piedade, area protegida de propriedade de Usina São José.","-35.0011","-7.8322","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1740684' target='other'> <mi>dwc_moreinfo</mi></a>","NY01462290","NY01462290_01","126",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","798886","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","W. W. Thomas","W. W. Thomas","12412","2001","05","14","South America","Brazil","Alagoas","Murici","Poço D'Anta, ca. 16-19 km NNW of Muricí by road. Mata de Muricí","-35.8796","-9.2255","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=488804' target='other'> <mi>dwc_moreinfo</mi></a>","NY00798886","NY00798886_01","550","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","396176","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","S. A. Mori","S. A. Mori","12708","1979","08","14","South America","Brazil","Bahia","Santa Cruz Cabrália","Antiga Rodovia que liga a Estação Ecológica Pau-brasil a Sta. Cruz, 7 km ao NE da estação. Ca. 12 km ao NNW de Porto Seguro","-39.13","-16.38","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=176388' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396176","NY00396176_01","80","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01873547","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","J. P. de Souza Lima","W. W. Thomas","13156","2002","11","02","South America","Brazil","Alagoas","Flexeiras","Serra das Aguas Belas. 18.5 km N of jct. BR 101 and road to Maceió, then 2 - 3 km W on cobblestone road","-35.78158","-9.242217","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=683461' target='other'> <mi>dwc_moreinfo</mi></a>","NY01873547","NY01873547_01","400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","396170","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","A. M. Amorim","A. M. V. de Carvalho","3549","1991","09","11","South America","Brazil","Bahia","Uruçuca","Distrito de Serra Grande. 7.3 km na estrada Serra Grande/Itacaré, Fazenda Lagoa do Conjunto Fazenda Santa Cruz","-39.0617","-14.4231","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=176383' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","396156","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","W. H. A. Hekking","A. M. V. de Carvalho","4082","1992","10","21","South America","Brazil","Bahia","Una","Reserva Biológica do Mico-leao (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una. Regiao da Mata Higrófila Sul Baiana","-39.08","-15.15","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=176371' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396156","NY00396156_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","396164","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","W. W. Thomas","W. W. Thomas","8095","1991","07","01","South America","Brazil","Bahia","Uruçuca","7.3 km N of Serra Grande on rd to Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz. Southern Bahian moist forest. Parcel 28","-39.0617","-14.4231","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=176381' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396164","NY00396164_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","396180","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","W. H. A. Hekking","L. Riedel","418","1821","11",NA,"South America","Brazil","Bahia","Ilhéus","In sylvis pr. Ilhéus Castelnovo","-39.2","-14.6333","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=176379' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396180","NY00396180_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","396158","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","A. M. Amorim","A. M. Amorim","686","1992","08","26","South America","Brazil","Bahia","Uruçuca","Estrada que liga Serra Grande/Itacaré, coletas a 8 km partindo de Serra Grande. Mata higrófila perturbada","-39.2842","-14.5933","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=176386' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396158","NY00396158_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","396171","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","W. H. A. Hekking","A. M. Amorim","802","1992","10","06","South America","Brazil","Bahia","Uruçuca","Distrito de Serra Grande. 7.3 km na estrada Serra Grande/Itacaré, Fazenda Lagoa do Conjunto Fazenda Santa Cruz","-39.0617","-14.4231","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=176373' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","396172","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","W. W. Thomas","A. M. V. de Carvalho","4490","1994","04","06","South America","Brazil","Bahia","Porto Seguro","Reserva da Brasil Holanda de Ind. S/A. Entrada no km 22 da Rod. Eunápolis/P. Seguro. Ca. 9.5 km na entrada. Mata Higrófila Sul Baiana","-39.3253","-16.4625","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=176382' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396172","NY00396172_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","396177","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","W. H. A. Hekking","L. A. Mattos Silva","2938","1993","04","02","South America","Brazil","Bahia","Wenceslau Guimaraes","Reserva Estadual. Coletas próximas ao Pico do Urubu","-39.4792","-13.6869","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=176380' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396177","NY00396177_01","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","396178","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","W. H. A. Hekking","R. M. Harley","18185","1977","01","23","South America","Brazil","Bahia","Una","20 km North along the road from Una to Ilhéus","-39.03","-15.18","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=176374' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396178","NY00396178_01",NA,"100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","778041","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.",NA,"H. C. H. Silva","116","2003","12","12","South America","Brazil","Pernambuco","Igarassu","Mata da Usina Sao José","-35.0028","-7.8389","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=176394' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778041","NY00778041_01","110","110",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","396166","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","B. M. Torke","W. W. Thomas","6036","1988","02","20","South America","Brazil","Bahia","Porto Seguro","Reserva Florestal Pau Brasil do CEPEC-CEPLAC, 15 km W of Porto Seguro on BR 367 to Eunápolis","-39.17","-16.42","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=176366' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396166","NY00396166_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01197918","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","X. Cornejo","P. Fiaschi","1726","2003","10","23","South America","Brazil","Bahia","Uruçuca","Rodovia Ilhéus-Itacaré, entrada à esquerda, na rotatória de acesso à Uruçuca, ca. 9,5 km, ramal à esq. Parque Estadual Serra do Conduru.","-39.1","-14.48","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1408108' target='other'> <mi>dwc_moreinfo</mi></a>","NY01197918","NY01197918_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","396169","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","A. M. Amorim","A. M. V. de Carvalho","3625","1991","09","07","South America","Brazil","Bahia","Uruçuca","Distrito de Serra Grande. 7.3 km na estrada Serra Grande/Itacaré, Fazenda Lagoa do Conjunto Fazenda Santa Cruz","-39.0617","-14.4231","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=176384' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396169","NY00396169_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","396159","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","B. M. Torke","A. M. Amorim","896","1992","12","14","South America","Brazil","Bahia","Itacaré","Estrada Itacaré/Taboquinhas, Ca. 6 km de Itacaré. Loteamento da Marambaia. Mata Higrófila Sul Baiana","-39.026455","-14.310972","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=176364' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396159",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","487198","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","J. A. Kallunki","M. Oliveira","31","1995","04","18","South America","Brazil","Pernambuco","Sao Vicente Ferrer","Sao Vicente Ferrer, Mata do Estado","-36","-8.31","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=754518' target='other'> <mi>dwc_moreinfo</mi></a>","NY00487198","NY00487198_01","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:50:23-03","EAO","IAN","2417","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.",NA,"Blanchet, JS","3212",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,"IAN002417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:50:23-03","EAO","IAN","126952","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","Smith, LB","Tavares, AS","544","1960","11","12","Southern America","Brasil","Pernambuco","Recife","Vecência Mata de Engenho.","-34.8810997009277","-8.05389022827148",NA,"Árvore; flores alvas.","IAN126952",NA,NA,NA,"1962","02","18865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:50:23-03","EAO","IAN","126952","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","Smith, LB","Tavares, AS","544","1960","11","12","Southern America","Brasil","Pernambuco","Recife","Vecência Mata de Engenho.","-34.8810997009277","-8.05389022827148",NA,"Árvore; flores alvas.","IAN126952",NA,NA,NA,"1962","02","18865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-10-09 11:25:40-03","UFBA","ALCB","043880","PreservedSpecimen","Plantae","Dicotyledon",NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.",NA,"Guedes, ML; Cabral, L; Lima, SS dos","6771","1999","10","22","Southern America","Brasil","Bahia","Santa Cruz Cabrália","Extremo Sul, de ca. 5 m. de altura. Folíolos cori ceos, discolores. Frutos imaturos","-39.016667","-16.266667",NA,"de ca. 2,5 m de altura. Folhas coriáceas, inflorescência com flores róseas.; borta da mata.","ALCB043076","ALCB043076 ALCB043076_1",NA,NA,"2000","01",NA,NA,"-39.016667","-16.266667",NA,NA,NA,NA,NA,NA,NA
"39","2019-10-09 11:25:40-03","UFBA","ALCB","114787","PreservedSpecimen","Plantae","Dicotyledon",NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","Guedes, ML","Borges, RL","21","2011","10",NA,"Southern America","Brasil","Bahia","Ilhéus","Ponto 49","-39.1","-14.736111",NA,"Fruto castanho; Floresta ombrófila densa","ALCB043080","ALCB043080",NA,NA,"2014","02",NA,NA,"-39.1","-14.736111",NA,NA,NA,NA,NA,NA,NA
"40","2019-10-09 11:25:40-03","UFBA","ALCB","043689","PreservedSpecimen","Plantae","Dicotyledon",NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","Guedes, ML","Guedes, ML; Cabral, L; Oliveira, H","6673","1997","04","03","Southern America","Brasil","Bahia","Santa Cruz Cabrália","Extremo Sul, Projeto Cedro da Veracel Celulose","-39.016667","-16.266667",NA,"de ca. 2 m. de altura. Folhas cartáceas, comum. Flores em botões. Frutos cápsula.; Mata ombrófila densa em estádio médio de regeneração.","ALCB043077","ALCB043077",NA,NA,"2000","01",NA,NA,"-39.016667","-16.266667",NA,NA,NA,NA,NA,NA,NA
"41","2019-10-09 11:25:40-03","UFBA","ALCB","121254","PreservedSpecimen","Plantae","Dicotyledon",NA,"Violaceae","Paypayrola","blanchetiana","Paypayrola blanchetiana","Tul.","Gomes, FS","Gomes, FS","1473","2013","03","27","Southern America","Brasil","Bahia","Una",NA,"-39.184722","-15.340278",NA,"Folhas cartáceas, discolores. 33.1.","ALCB049606","ALCB049606",NA,NA,"2013","11",NA,NA,"-39.184722","-15.340278",NA,NA,NA,NA,NA,NA,NA
