"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","individualCount","fieldNumber","class","relatedCatalogItem"
"44","2008-05-27 22:02:00-03","MO","MOBOT","1796756","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","Gerrit Davidse","Gerrit Davidse|T.P. Ramamoorthy","Davidse 10612","1976","2","25","South America","Brazil","Minas Gerais",NA,"25 km W of Caxambu along Highway 267 to Cambuquira. Marshy meadow.",NA,NA,"900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1111",NA,NA
"45","2008-05-27 22:02:00-03","MO","MOBOT","1803124","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","Gerrit Davidse","Gerrit Davidse|T.P. Ramamoorthy","Davidse 10703","1976","2","27","South America","Brazil","Minas Gerais",NA,"19 km SE of Consolheiro Lafaiete along Highway 135 to Barbacena.",NA,NA,"1040.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1123",NA,NA
"46","2008-05-27 22:02:00-03","MO","MOBOT","1811898","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","Gerrit Davidse","Gerrit Davidse|T.P. Ramamoorthy|Daniel M. Vital","Davidse 11431","1976","3","27","South America","Brazil","Minas Gerais",NA,"Ca. 3 km NE of Leopoldina along Highway BR-116.",NA,NA,"220.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1183",NA,NA
"47","2014-04-13 05:22:00-03","MO","MOBOT","1882025","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase",NA,"Gerrit Davidse|Alwyn H. Gentry|Fany Llanos","Davidse 5757","1974","1","11","South America","Colombia","Caquetá",NA,"15 km SW of Florencia; rather extensive marsh with standing water next to Morichal.",NA,NA,"320.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"949",NA,NA
"48","2018-05-17 05:28:00-03","MO","MOBOT","2251315","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","Denham, S. S.","María E. Múlgura|Manuel J. Belgrano|Silvia S. Denham|M.A. Romero","Múlgura 2794","2000","11","19","South America","Argentina","Misiones","San Ignacio","Parque Provincial Teyú-cuaré, peñón de la Reina Victoria","-55.58333","-27.26666","150.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2013-08-20 12:57:00-03","MO","MOBOT","230633","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","O. Morrone, 1999 (SI)","Elsa M. Zardini|R. Velázquez","Zardini 19102","1990","2","25","South America","Paraguay","Cordillera",NA,"14 km W of Arroyos y Esteros. Right side of basin.","-57.2","-25.1333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","291",NA,NA
"50","2013-08-20 12:57:00-03","MO","MOBOT","230677","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","F.O. Zuloaga & O. Morrone (SI)","Elsa M. Zardini|R. Velázquez","Zardini 19106","1990","2","25","South America","Paraguay","Cordillera",NA,"14 km W of Arroyos y Esteros. Right side of basin.","-57.2","-25.1333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","291",NA,NA
"51","2011-06-09 17:27:00-03","MO","MOBOT","231005","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","F.O. Zuloaga & O. Morrone (SI)","Elsa M. Zardini|Tulio Tillería","Zardini 29474","1991","12","16","South America","Paraguay","Central",NA,"Tavarory, 2.5 km from administration on the direction to Arroyo Abai. Savanna.","-57.5","-25.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5","632",NA,NA
"52","2014-12-11 12:42:00-02","MO","MOBOT","231707","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","F.O. Zuloaga & O. Morrone (SI)","Elsa M. Zardini|C. Velázquez","Zardini 27527","1991","6","18","South America","Paraguay","Central",NA,"Tavarory. Avaí River near confluence with Paraguay River.","-57.5","-25.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","585",NA,NA
"53","2013-10-15 11:02:00-03","MO","MOBOT","231999","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","F.O. Zuloaga & O. Morrone (SI)","Elsa M. Zardini|C. Velázquez","Zardini 19315","1990","2","25","South America","Paraguay","Cordillera",NA,"Western side of Río Piribebuy basin, 27 km W of Arroyos y Esteros.","-57.3","-25.1333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","297",NA,NA
"54","2014-12-11 12:50:00-02","MO","MOBOT","232078","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","plenum","Paspalum plenum","Chase","F.O. Zuloaga & O. Morrone (SI)","Elsa M. Zardini|C. Velázquez","Zardini 23459","1990","9","9","South America","Paraguay","Central",NA,"Tavarory, on Arroyo Avaí near confluence with Río Paraguay.","-57.5","-25.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","439",NA,NA
