"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","typeStatus","individualCount","fieldNumber","infraspecificEpithet","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","925054","PreservedSpecimen","Plantae","Lycopodiophyta","Selaginellales","Selaginellaceae","Selaginella","tenuissima","Selaginella tenuissima","Fée","I. A. Valdespino","D. M. Vital","11544","1984","09","15","South America","Brazil","Minas Gerais","Caparaó Novo","Parque Nacional do Caparaó, along the road from park entrance to end of road (Tronqueira)","-41.83","-20.45","1000","1970","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993772' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925054","NY00925054_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","925046","PreservedSpecimen","Plantae","Lycopodiophyta","Selaginellales","Selaginellaceae","Selaginella","tenuissima","Selaginella tenuissima","Fée","I. A. Valdespino","D. M. Vital","11588","1984","09","15","South America","Brazil","Minas Gerais","Caparaó Novo","Parque Nacional do Caparaó, at Cachoeira Bonita.","-41.83","-20.45","1600","1600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993764' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925046","NY00925046_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1017163","PreservedSpecimen","Plantae","Lycopodiophyta","Selaginellales","Selaginellaceae","Selaginella","tenuissima","Selaginella tenuissima","Fée","P. H. Labiak E.","P. H. Labiak E.","4458","2008","01","11","South America","Brazil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia. Subida para o Pico das Agulhas Negras.","-44.6631","-22.38","2650","2650","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1199849' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017163","NY01017163_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","807192","PreservedSpecimen","Plantae","Lycopodiophyta","Selaginellales","Selaginellaceae","Selaginella","tenuissima","Selaginella tenuissima","Fée","I. A. Valdespino","H. S. Irwin","30741","1971","02","21","South America","Brazil","Bahia",NA,"Serra do Tombador. Rio Ferro Doido, ca. 18km E of Morro do Chapéu.",NA,NA,"1100","1100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=796864' target='other'> <mi>dwc_moreinfo</mi></a>","NY00807192","NY00807192_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","925055","PreservedSpecimen","Plantae","Lycopodiophyta","Selaginellales","Selaginellaceae","Selaginella","tenuissima","Selaginella tenuissima","Fée","I. A. Valdespino","W. R. Buck","27064","1994","10","31","South America","Brazil","Minas Gerais","Caparaó","Parque Nacional do Caparaó, along trail fromTronqueira to Terreirão. Along Rio José Pedro.","-41.73","-20.43","1970","2350","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=993773' target='other'> <mi>dwc_moreinfo</mi></a>","NY00925055","NY00925055_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-13 09:20:58-03","UFRJ","RFA","43033","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","tenuissima","Selaginella tenuissima","Fée","A.C.R. Cruz","A.C.R. Cruz; L.A.Q. Ferreira","s.n.","2018","09","21",NA,"Brasil","Rio de Janeiro","Itatiaia","Base das Prateleiras, entre a Pedra da Maçã e Pedra da Tartaruga. Parque Nacional do Itatiaia","-44.668056","-22.399167","2427","2427",NA,"Habitat: Em cima de pedra com bastante matéria orgânica acumulada. Habito: Rupícola","RFA42844",NA,"2018","09","25","44º40'5''W","22º23'57''S",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-08 20:48:28-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","05346","S","Plantae","Tracheophyta","Selaginellales","Selaginellaceae","Selaginella","tenuissima","Selaginella tenuissima","Fée","Castellani, E.D.","Máximo F. Morel","125","1990","02","12","América do Sul","Brasil","Rio de Janeiro","Parna Itatiaia","abrigo rebouças, próximo ao rio campo belo",NA,NA,NA,NA,NA,"GEOGRAFIA: terrestre, na base da pedra;",NA,NA,NA,NA,NA,NA,NA,"Lycopodiopsida",NA,NA,NA,NA,NA,NA,NA
"18","2021-04-08 20:48:28-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","06405","S","Plantae","Tracheophyta","Selaginellales","Selaginellaceae","Selaginella","tenuissima","Selaginella tenuissima","Fée","Hirai, R.Y.","P.G. Windisch","6824a","1992","03","04","América do Sul","Brasil","São Paulo","Campos da Bocaina","serra do mar",NA,NA,NA,NA,NA,"GEOGRAFIA: campo de altitude com capões de mata nebular;",NA,NA,NA,NA,NA,NA,NA,"Lycopodiopsida",NA,NA,NA,NA,NA,NA,NA
"19","2021-04-08 20:48:28-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","05351","S","Plantae","Tracheophyta","Selaginellales","Selaginellaceae","Selaginella","tenuissima","Selaginella tenuissima","Fée","Castellani, E.D.","Máximo F. Morel","129","1990","02","12","América do Sul","Brasil","Rio de Janeiro","Parna Itatiaia","trilha para A. Negras",NA,NA,NA,NA,NA,"GEOGRAFIA: base da pedra, local úmido;",NA,NA,NA,NA,NA,NA,NA,"Lycopodiopsida",NA,NA,NA,NA,NA,NA,NA
"20","2021-04-08 20:48:28-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","03639","S","Plantae","Tracheophyta","Selaginellales","Selaginellaceae","Selaginella","tenuissima","Selaginella tenuissima","Fée","Brade","Brade","8626","1913","01","01","América do Sul","Brasil","Rio de Janeiro","Parna Itatiaia","arredores",NA,NA,NA,NA,NA,"GEOGRAFIA: nada consta;",NA,NA,NA,NA,NA,NA,NA,"Lycopodiopsida",NA,NA,NA,NA,NA,NA,NA
"21","2021-04-05 09:58:48-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","04860","S","Plantae","Tracheophyta","Selaginellales","Selaginellaceae","Selaginella","tenuissima","Selaginella tenuissima","Fée","Castellani, E.D.","P.G. Windisch","6069","1991","03","22","América do Sul","Brasil","Minas Gerais","Camanducaia","serra da mantiqueira","-46.1446990966797","-22.7553005218506",NA,NA,NA,"GEOGRAFIA: plateau cercado por matinha nebular, com ilhotas de vegetação herbácea e pontos com solo;",NA,NA,NA,NA,NA,NA,NA,"Lycopodiopsida","22140","auto",NA,NA,NA,NA,NA
"22","2021-04-05 09:58:48-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","25718","S","Plantae","Tracheophyta","Selaginellales","Selaginellaceae","Selaginella","tenuissima","Selaginella tenuissima","Fée",NA,"F.R. Nonato","359","1997","07","12","América do Sul","Brasil","Minas Gerais","Marmelópolis","caminho para Pico dos Marins","-45.1652984619141","-22.4491996765137",NA,NA,NA,"GEOGRAFIA: mata nebular, interior da mata de encosta, margem da trilha;",NA,NA,NA,NA,NA,NA,NA,"Lycopodiopsida","8983","auto",NA,NA,NA,NA,NA
"23","2021-04-05 09:58:48-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","20618","S","Plantae","Tracheophyta","Selaginellales","Selaginellaceae","Selaginella","tenuissima","Selaginella tenuissima","Fée",NA,"F.R. Nonato","345","1997","07","12","América do Sul","Brasil","Minas Gerais","Marmelópolis","serra da mantiqueira","-45.1652984619141","-22.4491996765137",NA,NA,NA,"GEOGRAFIA: mata de encosta passando a matinha nebular;",NA,NA,NA,NA,NA,NA,NA,"Lycopodiopsida","8983","auto",NA,NA,NA,NA,NA
"24","2020-02-08 08:42:12-03","NBC","NL-BOTANY","U.1033894","PreservedSpecimen","Plantae",NA,"Selaginellales","Selaginellaceae","Selaginella","tenuissima","Selaginella tenuissima","Fée",NA,"Maas PJM; Martinelli G",NA,"1977","10","11","Southern America","Brazil",NA,NA,"Edo. Rio de Janeiro, Parque NAcional do Itatiaia, Abrigo Rebouças.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1033894 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1033894","NL-U1033894",NA,NA,NA,NA,NA,"Lycopsida",NA,NA,NA,NA,NA,NA,NA
"25","2020-02-08 08:42:12-03","NBC","NL-BOTANY","U.1033895","PreservedSpecimen","Plantae",NA,"Selaginellales","Selaginellaceae","Selaginella","tenuissima","Selaginella tenuissima","Fée",NA,"Hatschbach GG; Lindeman JC; Haas H",NA,"1966","02","14","Southern America","Brazil",NA,NA,"Est. Parana, Mun. Porto Vitoria, Rio Iguaçu, Salto Grande.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1033895 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1033895","NL-U1033895",NA,NA,NA,NA,NA,"Lycopsida",NA,NA,NA,NA,NA,NA,NA
"26","2020-11-04 11:19:45-03","ESALQ","ESA","36017","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Selaginellaceae","Selaginella","tenuissima","Selaginella tenuissima",NA,"Hiroi, R.Y","Salino, A.","2980.0","1996","12","18",NA,"Brasil","São Paulo","Cunha",NA,"-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,"ESA036017",NA,"2009",NA,NA,NA,NA,NA,"38855","auto",NA,NA,NA,NA,NA
"27","2021-01-14 15:33:34-03","MN","R","237953","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","tenuissima","Selaginella tenuissima","Fée","Gonçalves, M.T.A & Azevedo, V.M.","Gonçalves, M.T.A.; Azevedo, V.M.",NA,"2019","09","05",NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia","-44.67868","-22.38619","2383","2383",NA,NA,"R010071339","R010071339","2019","09","10","-44.67868","-22.38619",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-01-14 15:33:34-03","MN","R","232845","PreservedSpecimen","Plantae",NA,NA,"Selaginellaceae","Selaginella","tenuissima","Selaginella tenuissima","Fée",NA,"Damasceno, E. R.; Sylvestre, L.S & Costa, T.V","712","2013","08","17",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Parque Estadual dos Três Picos","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"R010043964",NA,NA,NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA
"29","2016-02-02 14:39:13-02","BGBM","B","B 20 0120911_a","S","Plantae",NA,NA,"Selaginellaceae","Selaginella","tenuissima","Selaginella tenuissima","Fée","G. Hieronymus","C. Jürgens","10","1904","01",NA,"Middle and South America","Brazil",NA,NA,"Rio Grande do Sul. im Schatten an Eisensteinfelsen der Serra da Boca Esperanza. Municipio Rio Pardo.",NA,NA,NA,NA,NA,"Material of top capsule (a). <a href=http://herbarium.bgbm.org/object/B200120911 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B200120911","B200120911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-02-02 14:39:13-02","BGBM","B","B 20 0120911_b","S","Plantae",NA,NA,"Selaginellaceae","Selaginella","tenuissima","Selaginella tenuissima","Fée","G. Hieronymus","J. H. R. Schenck","2839","1887","02","26","Middle and South America","Brazil",NA,NA,"Häufig in den Campos das Antas: feuchte Stellen. Kamm der Sierra dos Orgãos.",NA,NA,NA,NA,NA,"Material of central capsule (a). <a href=http://herbarium.bgbm.org/object/B200120911 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B200120911","B200120911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2016-02-02 14:39:13-02","BGBM","B","B 20 0120913_a","S","Plantae",NA,NA,"Selaginellaceae","Selaginella","tenuissima","Selaginella tenuissima","Fée","G. Hieronymus","C. A. W. Schwacke","5897","1887","09","11","Middle and South America","Brazil",NA,NA,"Minas Geraes: auf Felsen am Pic von Itabiza.",NA,NA,NA,NA,NA,"Material of left capsule at the top (a). <a href=http://herbarium.bgbm.org/object/B200120913 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B200120913","B200120913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2016-02-02 14:39:13-02","BGBM","B","B 20 0120913_b","S","Plantae",NA,NA,"Selaginellaceae","Selaginella","tenuissima","Selaginella tenuissima","Fée",NA,"A. A. da Silveira","2603","1897","11",NA,"Middle and South America","Brazil",NA,NA,"In campis in Serra do Papagaio (Minas).",NA,NA,NA,NA,NA,"Material of right capsule (b). <a href=http://herbarium.bgbm.org/object/B200120913 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B200120913","B200120913",NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA,NA
"33","2016-02-02 14:39:13-02","BGBM","B","B 20 0120913_c","S","Plantae",NA,NA,"Selaginellaceae","Selaginella","tenuissima","Selaginella tenuissima","Fée","G. Hieronymus","C. A. W. Schwacke","1640","1879",NA,NA,"Middle and South America","Brazil",NA,NA,"Minas Geraes: Sierra do Picú.",NA,NA,"1900","1900",NA,"Material of bottom left capsules (c). <a href=http://herbarium.bgbm.org/object/B200120913 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B200120913","B200120913",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-02-02 14:39:13-02","BGBM","B","B 20 0095602","S","Plantae",NA,NA,"Selaginellaceae","Selaginella","tenuissima","Selaginella tenuissima","Fée",NA,"A. F. M. Glaziou","4499",NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B200095602 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B200095602","B200095602",NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA,NA
"35","2016-02-02 14:39:13-02","BGBM","B","B 20 0120911_c","S","Plantae",NA,NA,"Selaginellaceae","Selaginella","tenuissima","Selaginella tenuissima","Fée",NA,"A. A. da Silveira","2755","1897","11",NA,"Middle and South America","Brazil",NA,NA,"In campis in Serra do Papagaio (Minas).",NA,NA,NA,NA,NA,"Material of bottom capsule (c). <a href=http://herbarium.bgbm.org/object/B200120911 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B200120911","B200120911",NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA,NA
"36","2019-08-27 13:36:49-03","IAP","PACA-AGP","75942","PreservedSpecimen","Plantae","Pteridophyta","Selaginellales","Selaginellaceae","Selaginella","tenuissima","Selaginella tenuissima","Fée",NA,"P. L. Krieger","13920","1975","07","03",NA,"Brasil","MG",NA,"Parque Estadual de Ibitipoca",NA,NA,NA,NA,NA,"Habitat: sobre arenito","PACA075942",NA,NA,NA,NA,NA,NA,"Lycopodiopsida",NA,NA,NA,NA,NA,NA,NA
"37","2019-08-27 13:36:49-03","IAP","PACA-AGP","77322","PreservedSpecimen","Plantae","Pteridophyta","Selaginellales","Selaginellaceae","Selaginella","tenuissima","Selaginella tenuissima","Fée","E. D. Castellani","Camargo, O. R.","3715","1962","07","28",NA,"Brasil","RS","Bento Goncalves",NA,NA,NA,NA,NA,NA,"Det. S. muscosa Spring por A. Sehnem Habitat: campo barrnaco umido","PACA077322",NA,"1989",NA,NA,NA,NA,"Lycopodiopsida",NA,NA,NA,NA,NA,NA,NA
"38","2019-08-27 13:36:49-03","IAP","PACA-AGP","77389","PreservedSpecimen","Plantae","Pteridophyta","Selaginellales","Selaginellaceae","Selaginella","tenuissima","Selaginella tenuissima","Fée","A. Sehnem SJ","U. Confucio","9591","1970","12","01",NA,"Brasil","RJ",NA,"Paty de Alferes - Reserva Florestal",NA,NA,NA,NA,NA,"Habitat: na mata junto de cachoeira","PACA077389",NA,"1979",NA,NA,NA,NA,"Lycopodiopsida",NA,NA,NA,NA,NA,NA,NA
"39","2019-08-27 13:36:49-03","IAP","PACA-AGP","77392","PreservedSpecimen","Plantae","Pteridophyta","Selaginellales","Selaginellaceae","Selaginella","tenuissima","Selaginella tenuissima","Fée","A. Sehnem SJ","P. L. Krieger","5207","1954","05",NA,NA,"Aus",NA,NA,"Munsten",NA,NA,NA,NA,NA,"Habitat: erva cultivada nao rastejante","PACA077392",NA,"1979",NA,NA,NA,NA,"Lycopodiopsida",NA,NA,NA,NA,NA,NA,NA
"40","2019-08-27 13:36:49-03","IAP","PACA-AGP","89925","PreservedSpecimen","Plantae","Pteridophyta","Selaginellales","Selaginellaceae","Selaginella","tenuissima","Selaginella tenuissima","Fée","E. D. Castellani","Windisch, P. G.","6069","1991","03","22",NA,"Brasil","MG","Camanducaia","Vila Monte Verde (Serra da Mantiqueira), plateau rochoso.","-45.916667","-22.8","1950","1950",NA,"HASU 7920.&nf;Terrestre sobre Sphagnum. Habitat: Plateau cercado por matinha nebular, com ilhotas de vegetação herbácea . Hábito: terrícola","PACA089925",NA,"1991","04",NA,"45°55'W","22°48'S","Lycopodiopsida",NA,NA,NA,NA,NA,NA,NA
"41","2019-08-27 13:36:49-03","IAP","PACA-AGP","77390","PreservedSpecimen","Plantae","Pteridophyta","Selaginellales","Selaginellaceae","Selaginella","tenuissima","Selaginella tenuissima","Fée","A. Sehnem SJ","P. L. Krieger","11458","1972","02","10",NA,"Brasil","MG","Antônio Carlos","Serra da Mantiqueira","-43.7467002868652","-21.3180999755859",NA,NA,NA,"Habitat: na mata lugares claros","PACA077390",NA,"1979",NA,NA,NA,NA,"Lycopodiopsida","30131","auto",NA,NA,NA,NA,NA
"42","2019-08-27 13:36:49-03","IAP","PACA-AGP","77387","PreservedSpecimen","Plantae","Pteridophyta","Selaginellales","Selaginellaceae","Selaginella","tenuissima","Selaginella tenuissima","Fée","A. Sehnem SJ","J. Pivetta",NA,"1973","01","29",NA,"Brasil","MG","Coração de Jesus",NA,"-44.3650016784668","-16.6853008270264",NA,NA,NA,"Habitat: in umbra","PACA077387",NA,NA,NA,NA,NA,NA,"Lycopodiopsida","49842","auto",NA,NA,NA,NA,NA
"43","2019-08-27 13:36:49-03","IAP","PACA-AGP","77391","PreservedSpecimen","Plantae","Pteridophyta","Selaginellales","Selaginellaceae","Selaginella","tenuissima","Selaginella tenuissima","Fée","A. Sehnem SJ","Lucia","16232","1978","09","22",NA,"Brasil","MG","Juiz de Fora","Morro do Imperador","-43.3502998352051","-21.7642002105713",NA,NA,NA,"Habitat: barranco lugar sombrio e umido","PACA077391",NA,"1979",NA,NA,NA,NA,"Lycopodiopsida","36144","auto",NA,NA,NA,NA,NA
"44","2020-12-21 16:37:36-03","IAP","PACA-AGP","114832","PreservedSpecimen","Plantae","Pteridophyta","Selaginellales","Selaginellaceae","Selaginella","tenuissima","Selaginella tenuissima","Fée","A. Sehnem","Castellanos, A.","22762","1960","05","24",NA,"Brasil","RJ","Rio de Janeiro","Floresta do Tijuca, Estrada do Imperador","-43.2075004577637","-22.9027996063232",NA,NA,NA,"Habitat: na encosta úmida e rochosa","PACA114832",NA,NA,NA,NA,NA,NA,"Lycopodiopsida","57442","auto",NA,NA,NA,NA,NA
"45","2019-08-27 13:36:49-03","IAP","PACA-AGP","114837","PreservedSpecimen","Plantae","Pteridophyta","Selaginellales","Selaginellaceae","Selaginella","tenuissima","Selaginella tenuissima","Fée","A. Sehnem 15103","L. Monteiro","24","1968","04","07",NA,"Brasil","RJ","Rio de Janeiro","Hosto da Estção Biológica da Estrada da Vista Chinesa, Km 2","-43.2075004577637","-22.9027996063232",NA,NA,NA,"Herbácea, mais ou menos 5 cm. Verde-forte Habitat: Em barranco úmido","PACA114837",NA,NA,NA,NA,NA,NA,"Lycopodiopsida","57442","auto",NA,NA,NA,NA,NA
"46","2019-08-27 13:36:49-03","IAP","PACA-AGP","89923","PreservedSpecimen","Plantae","Pteridophyta","Selaginellales","Selaginellaceae","Selaginella","tenuissima","Selaginella tenuissima","Fée","A. L. Schneider","Enes",NA,NA,NA,NA,NA,"Brasil","RS","Gravataí","Morungava, RS 020, PDA 101.","-50.9919013977051","-29.9444007873535",NA,NA,NA,"HASU 12381. Habitat: Margem da estrada.","PACA089923",NA,"2003","08","06",NA,NA,"Lycopodiopsida","25424","auto",NA,NA,NA,NA,NA
