"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","continentOcean","country","locality","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","typeStatus","stateProvince","year","month","day","relatedCatalogItem","recordNumber","county","decimalLongitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","decimalLatitude","preparationType","phylum","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"11","2020-02-08 09:56:43-03","NBC","NL-BOTANY","L.1857961","PreservedSpecimen","Plantae","Magnoliopsidae","Malpighiales","Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","Schwacke CAW","Southern America","Brazil","Prov. Santha Catharina, Rio Itayahy, near Blumenau.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1857961 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1857961","NL-L1857961",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 09:56:43-03","NBC","NL-BOTANY","L.1857962","PreservedSpecimen","Plantae","Magnoliopsidae","Malpighiales","Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","Pedersen TM","Southern America","Argentina","Arroyo Garabí, Estancia,,Garruchos', Dep. Santo Tomé, prov. Corrientes.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1857962 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1857962","NL-L1857962",NA,NA,NA,NA,NA,NA,"1969","10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 09:56:43-03","NBC","NL-BOTANY","L.1857963","PreservedSpecimen","Plantae","Magnoliopsidae","Malpighiales","Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","Glaziou AFM","Southern America","Brazil","S. Paulo.","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1857963 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1857963","NL-L1857963",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-01-14 15:33:12-03","MN","R","213059","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","Philbrick, C.T. ; Novelo, A.R.; Gastal, C.V.S. & Irgang, B.E.",NA,"Brasil",NA,"Plants of Brazil Santa Catarina",NA,NA,NA,NA,NA,NA,NA,"Santa Catarina","1998","01","23",NA,"5168","Pouso Redondo","-50.049972","50°02'59,9W","27°17'65,0S","466","466",NA,NA,NA,NA,NA,NA,NA
"15","2021-01-14 15:33:12-03","MN","R","213055","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","Philbrick, C.T. ; Novelo, A.R. & Gastal, C.V.S.",NA,"Brasil",NA,"Plants of Brazil Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,"Rio Grande do Sul","1999","01","10",NA,"5358","Gaurama","-52.4645","52°27'52,2W","27°33'31,3S","329","329","-27.558694",NA,NA,NA,NA,NA,NA
"16","2021-01-14 15:33:12-03","MN","R","213057","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","Philbrick, C.T. ; Novelo, A.R. & Gastal, C.V.S.",NA,"Brasil",NA,"Plants of Brazil Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,"Rio Grande do Sul","1999","01","10",NA,"5356","Gaurama","-52.4645","52°27'52,2W","27°33'31,3S","329","329","-27.558694",NA,NA,NA,NA,NA,NA
"17","2021-01-14 15:33:12-03","MN","R","213056","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","Philbrick, C.T. ; Novelo, A.R.; Gastal, C.V.S. & Irgang, B.E.",NA,"Brasil",NA,"Plants of Brazil Santa Catarina",NA,NA,NA,NA,NA,NA,NA,"Santa Catarina","1999","01","11",NA,"5389","Concórdia","-52.169444","52°10'10,0W","27°11'55,4S","350","350","-27.198722",NA,NA,NA,NA,NA,NA
"18","2021-01-14 15:33:12-03","MN","R","213058","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","Philbrick, C.T. ; Novelo, A.R. & Gastal, C.V.S.",NA,"Brasil",NA,"Plants of Brazil Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,"Rio Grande do Sul",NA,NA,NA,NA,"5316","Marcelino Ramos","-51.993556","51°59'36,8W","27°25'05,8S","347","347","-27.418278",NA,NA,NA,NA,NA,NA
"19","2021-01-14 15:33:12-03","MN","R","213060","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","Philbrick, C.T. ; Novelo, A.R.; Gastal, C.V.S. & Irgang, B.E.",NA,"Brasil",NA,"Plants of Brazil Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,"Rio Grande do Sul","1999","01","05",NA,"5214",NA,"-53.884472","53°53'04,1W","27°08'55,1S","201","201","-27.148639",NA,NA,NA,NA,NA,NA
"20","2021-01-14 15:33:12-03","MN","R","213062","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","Philbrick, C.T. ; Novelo, A.R.; Gastal, C.V.S. & Irgang, B.E.",NA,"Brasil",NA,"Plants of Brazil Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,"Rio Grande do Sul","1998","01","17",NA,"5038",NA,NA,"54°44'88,1W","29°22'87,9S","112","112",NA,NA,NA,NA,NA,NA,NA
"21","2021-01-14 15:33:12-03","MN","R","213063","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","Philbrick, C.T. ; Novelo, A.R. & Gastal, C.V.S.",NA,"Brasil",NA,"Plants of Brazil Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,"Rio Grande do Sul","1999","01","05",NA,"5238",NA,"-54.014639","54°00'52,7W","27°16'39,3S","256","256","-27.277583",NA,NA,NA,NA,NA,NA
"22","2021-01-14 15:33:12-03","MN","R","213064","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","Philbrick, C.T. ; Novelo, A.R. & Gastal, C.V.S.",NA,"Brasil",NA,"Plants of Brazil Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,"Rio Grande do Sul","1999","01","05",NA,"5234",NA,"-54.014639","54°00'52,7W","27°16'39,3S","256","256","-27.277583",NA,NA,NA,NA,NA,NA
"23","2021-01-14 15:33:12-03","MN","R","213061","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","Philbrick, C.T. ; Novelo, A.R.; Gastal, C.V.S. & Irgang, B.E.",NA,"Brasil",NA,"Plants of Brazil Santa Catarina",NA,NA,NA,NA,NA,NA,NA,"Santa Catarina","1999","01","14",NA,"5504","Apiúna",NA,"49°21'72,7W","27°03'24,4S","152","152","-27.056778",NA,NA,NA,NA,NA,NA
"24","2021-01-14 15:33:12-03","MN","R","214905","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","Moço, M.C.C.",NA,"Brasil",NA,"Coleção líquida Podostemaceae",NA,NA,NA,NA,NA,NA,NA,"Paraná","2007","05",NA,NA,"46",NA,NA,NA,NA,NA,NA,NA,"Álcool 70%",NA,NA,NA,NA,NA
"25","2019-08-27 13:34:21-03","IAP","PACA-AGP","60293","PreservedSpecimen","Plantae","Magnoliopsida","Podostemales","Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","Rambo, B.",NA,"Brasil",NA,"Habitat: Ad pedras in flumine Fenofase: flor e fruto","PACA060293",NA,"A.S.Melo","2010","07","01",NA,"SC","1957","01","03",NA,NA,"Itapiranga","-53.7122001647949",NA,NA,NA,NA,"-27.1693992614746",NA,"Magnoliophyta","18767","auto",NA,NA
"26","2021-03-01 16:38:07-03","UNICAMP","UEC","127072","S","Plantae",NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","Sazima, M",NA,"Brazil","Brasil, SP, Picinguaba-Ubatuba, Cachoeira da Estrada, Rod. Rio-Santos, Km.1","Ocorrendo sobre rochas em corredeiras.","UEC106686","UEC106686","Aona, LYS",NA,NA,NA,NA,"São Paulo","2002","08","09",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"27","2020-12-21 16:41:11-03","MBM","MBM","197200","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warning","Tiepolo, G.; et al.; et al.","Southern America","Brazil","Rio Jordão","Herbácea, aquática, na cachoeira da Tia Chica, nas rochas. Floresta estacional Semidecídua Aluvial","MBM197200",NA,"Mello, A.S.","2009","10","29",NA,"Paraná","1996","03","11",NA,"281","Candói","-52.0558013916016",NA,NA,NA,NA,"-25.5722007751465",NA,NA,"42664","auto",NA,NA
"28","2020-12-21 16:41:11-03","MBM","MBM","334112","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warning","Ribas, O.S.; Silva, J.M.; Andrade, C.C.A.; Silva, J.M.; Andrade, C.C.A.","Southern America","Brazil","Parque Nacional do Iguaçu","Planta afixada sobre as rochas das cachoeiras. Submersa. Floresta Estacional Semidecídua","MBM334112",NA,"Mello, A.S.","2009","10","28",NA,"Paraná","2006","10","05",NA,"7452","Céu Azul","-53.8485984802246",NA,NA,NA,NA,"-25.1466999053955",NA,NA,"51148","auto",NA,NA
"29","2020-12-21 16:41:11-03","MBM","MBM","320669","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warning","Labiak, P.; et al.; et al.","Southern America","Brazil","Parque Nacional do Iguaçu. Trilha para o Rio Azul","Planta aquática. Rupícola em cachoeira do rio Azul. Floresta Estacional Semi-decidual.","MBM320669","MBM320669",NA,NA,NA,NA,NA,"Paraná","2006","10","04",NA,"3851","Céu Azul","-53.8485984802246",NA,NA,"450","450","-25.1466999053955",NA,NA,"51148","auto",NA,NA
"30","2020-12-21 16:41:11-03","MBM","MBM","296892","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warning","Ribas, O.S.; Straube, F.C.; Marques, P.H.C.; Straube, F.C.; Marques, P.H.C.","Southern America","Brazil","Rio Floriano, Parque Nacional do Iguaçu","Aquática, botão floral alaranjado. Junto às corredeiras do rio. Floresta Estacional Semidecídua","MBM296892",NA,"Mello, A.S.","2009","10","28",NA,"Paraná","2004","03","19",NA,"6133","Céu Azul","-53.8485984802246",NA,NA,NA,NA,"-25.1466999053955",NA,NA,"51148","auto",NA,NA
"31","2020-12-21 16:41:11-03","MBM","MBM","63654","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warning","Hatschbach, G.","Southern America","Brazil","Rio dos Patos, Salto Rio Branco","Das rochas do salto","MBM063654",NA,"Mello, A.S.","2009","10","28",NA,"Paraná","1972","12","27",NA,"31061","Prudentópolis","-50.9777984619141",NA,NA,NA,NA,"-25.2131004333496",NA,NA,"61049","auto",NA,NA
"32","2020-12-21 16:41:11-03","MBM","MBM","18039","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warning","Pedersen, T.M.","Southern America","Argentina","Dep. Santo Tomé, Estancia Garruchos","On stones in the shallow, swiftly flowing water of the Arroyo Garabí","MBM018039",NA,"Mello, A.S.","2009","10","28",NA,"Corrientes","1969","10","10",NA,"9236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:41:11-03","MBM","MBM","38669","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warning","Hatschbach, G.","Southern America","Brazil","Parque Nacional, Cataratas","Das paredes pedregosas da Catarata do Iguaçu","MBM038669",NA,"Mello, A.S.","2009","10","28",NA,"Paraná","1964","04","17",NA,"11219","Foz do Iguaçu","-54.5881004333496",NA,NA,"800","800","-25.5478000640869",NA,NA,"39570","auto",NA,NA
"34","2020-12-21 16:41:11-03","MBM","MBM","37920","PreservedSpecimen","Plantae",NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warning","Hatschbach, G.","Southern America","Brazil","Rio dos Patos, salto Rio Branco","Nas rochas do salto","MBM037920",NA,"Mello, A.S.","2009","10","22",NA,"Paraná","1972","12","27",NA,"31059","Prudentópolis","-50.9777984619141",NA,NA,NA,NA,"-25.2131004333496",NA,NA,"61049","auto",NA,NA
"35","2017-01-03 14:59:32-02","MNHN","RECOLNAT_MNHN_P","P00101809","PreservedSpecimen",NA,NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","Glaziou, A.",NA,"Brésil","Iporanga, rio Iguape","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00101809' target='other'> <mi>dwc_moreinfo</mi></a>","P00101809","P00101809_01 P00101809_02","Bove",NA,NA,NA,NA,NA,"1886","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,"16359",NA
"36","2017-01-03 14:59:32-02","MNHN","RECOLNAT_MNHN_P","P00101810","PreservedSpecimen",NA,NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","Glaziou, A.",NA,"Brésil","Iporanga, rio Iguape","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00101810' target='other'> <mi>dwc_moreinfo</mi></a>","P00101810","P00101810_01","Philbrick",NA,NA,NA,NA,NA,"1886","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,"16359",NA
"37","2017-01-03 14:59:32-02","MNHN","RECOLNAT_MNHN_P","P00101811","PreservedSpecimen",NA,NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","Glaziou, A.",NA,"Brésil","Iporanga, rio Iguape","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00101811' target='other'> <mi>dwc_moreinfo</mi></a>","P00101811","P00101811_01 P00101811_02","Bove",NA,NA,NA,NA,NA,"1886","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,"16359",NA
"38","2015-09-03 20:33:36-03","MNHN","RECOLNAT_MNHN_P","P00101812","PreservedSpecimen",NA,NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","Glaziou, A.",NA,"Brésil","Iporanga, rio Iguape","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00101812' target='other'> <mi>dwc_moreinfo</mi></a>","P00101812","P00101812_01 P00101812_02","Bove",NA,NA,NA,NA,NA,"1886","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,"16359",NA
"39","2015-09-05 05:17:28-03","MNHN","RECOLNAT_MNHN_P","P00101831","PreservedSpecimen",NA,NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","Ule, E.",NA,"Brésil","Estado de Sta. Catharina: No Itajahy ao Belchior perto de Blumenau","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00101831' target='other'> <mi>dwc_moreinfo</mi></a>","P00101831","P00101831_01","Philbrick",NA,NA,NA,NA,NA,"1888","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,"862",NA
"40","2015-09-28 15:41:50-03","MNHN","RECOLNAT_MNHN_P","P00101832","PreservedSpecimen",NA,NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","Puiggari, J.I.",NA,"Brésil","Viaje de Iporanga","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00101832' target='other'> <mi>dwc_moreinfo</mi></a>","P00101832","P00101832_01","Bove",NA,NA,NA,NA,NA,"1879","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,"279",NA
"41","2015-09-05 05:17:28-03","MNHN","RECOLNAT_MNHN_P","P00101833","PreservedSpecimen",NA,NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","Glaziou, A.",NA,"Brésil","S. Paulo, Rio Piracicaba","Donné par Mme Simart, sa fille, en 1907 ; Attaché avec P00167747 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00101833' target='other'> <mi>dwc_moreinfo</mi></a>","P00101833","P00101833_01 P00101833_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,"19816",NA
"42","2015-09-05 05:17:28-03","MNHN","RECOLNAT_MNHN_P","P00101834","PreservedSpecimen",NA,NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","Glaziou, A.",NA,"Brésil","S. Paulo","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00101834' target='other'> <mi>dwc_moreinfo</mi></a>","P00101834","P00101834_01","Philbrick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,"15443",NA
"43","2015-09-04 03:21:22-03","MNHN","RECOLNAT_MNHN_P","P00101835","PreservedSpecimen",NA,NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","Glaziou, A.",NA,"Brésil","S. Paulo","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00101835' target='other'> <mi>dwc_moreinfo</mi></a>","P00101835","P00101835_01","Philbrick",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,"16358",NA
"44","2015-09-29 01:31:43-03","MNHN","RECOLNAT_MNHN_P","P00101836","PreservedSpecimen",NA,NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","Glaziou, A.",NA,"Brésil","S. Paulo","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00101836' target='other'> <mi>dwc_moreinfo</mi></a>","P00101836","P00101836_01 P00101836_02","Bove",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,"16358",NA
"45","2015-09-04 03:52:32-03","MNHN","RECOLNAT_MNHN_P","P00101837","PreservedSpecimen",NA,NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","Glaziou, A.",NA,"Brésil",NA,"Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00101837' target='other'> <mi>dwc_moreinfo</mi></a>","P00101837","P00101837_01",NA,NA,NA,NA,"isolectotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,"15444 c",NA
"46","2015-09-05 05:17:56-03","MNHN","RECOLNAT_MNHN_P","P00167739","PreservedSpecimen",NA,NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","Ule, E.",NA,"Brésil","Em pedras no Tubavao perto de Pedras-Grandos, Esatdo de Sta Catharina","Donné par Mme Simard, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00167739' target='other'> <mi>dwc_moreinfo</mi></a>","P00167739","P00167739_01","Bove",NA,NA,NA,NA,NA,"1891","7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,"1876",NA
"47","2015-09-05 05:17:56-03","MNHN","RECOLNAT_MNHN_P","P00167747","PreservedSpecimen",NA,NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","Glaziou, A.",NA,"Brésil","San Paolo, Rio Piracicaba","Donné par Mme Simart, sa fille, en 1907 ; Attaché avec P00101833 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00167747' target='other'> <mi>dwc_moreinfo</mi></a>","P00167747","P00167747_01 P00167747_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,"19816",NA
"48","2015-09-26 21:59:46-03","MNHN","RECOLNAT_MNHN_P","P00167756","PreservedSpecimen",NA,NA,NA,"Podostemaceae","Podostemum","muelleri","Podostemum muelleri","Warm.","Pedersen, T.M.",NA,"Argentine","On stones in the shallow, swiftly flowing water of the Arroyo Garabi","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00167756' target='other'> <mi>dwc_moreinfo</mi></a>","P00167756","P00167756_01 P00167756_02","Bove",NA,NA,NA,NA,NA,"1969","10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,"9236",NA
