"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","stateProvince","decimalLongitude","decimalLatitude","maximumElevationInMeters","county","minimumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","monthIdentified","dayIdentified","fieldNumber","typeStatus","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","02678502","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","dentata","Clidemia dentata",NA,"K. Ruokolainen","11826","1998","03","19","South America","Ecuador","Km 82 along the road traversing Yasuni National Park","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2939035' target='other'> <mi>dwc_moreinfo</mi></a>","NY02678502","NY02678502_01","Pav. ex D.Don","Napo","-76.3","-0.85","300",NA,"200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","3785829","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","dentata","Clidemia dentata","F. A. Michelangeli","R. Vásquez Martínez","29887","2004","03","02","South America","Peru","Dist. Palcazú. Comunidad Yanesha-Nueva Aldea. Bosque primario, sobre suelos arcilloso-rojizos.","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4143812' target='other'> <mi>dwc_moreinfo</mi></a>","NY03785829","NY03785829_01","Pav. ex D.Don","Pasco","-75.07388","-10.38805","530","Oxapampa","530",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","03320693","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","dentata","Clidemia dentata","F. A. Michelangeli","T. B. Croat","99690","2007","10","13","South America","Ecuador","Along road between Lita and San Lorenzo, at edge of Río Piquambí.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3637987' target='other'> <mi>dwc_moreinfo</mi></a>","NY03320693",NA,"Pav. ex D.Don","Esmeraldas","-78.5444","0.8742","797",NA,"797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","03375521","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","dentata","Clidemia dentata",NA,"T. B. Croat","104416","2012","10","17","South America","Ecuador","Parroquia El Chical; vicinity of El Chical, forest along Río San Juan, property of James Levy; primary forest remnant","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3703869' target='other'> <mi>dwc_moreinfo</mi></a>","NY03375521",NA,"Pav. ex D.Don","Carchi",NA,NA,"1200","Tulcán","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00835819","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","dentata","Clidemia dentata","R. Goldenberg","W. W. Thomas","14191","2004","09","19","South America","Brazil","Serra Corcovado, 9.8 km SW of Coarci on road to Almadina, then N into Fazenda São José.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=828062' target='other'> <mi>dwc_moreinfo</mi></a>","NY00835819","NY00835819_01","Pav. ex D.Don","Bahia","-39.6033333","-14.7058333","750","Almadina","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1743021","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","dentata","Clidemia dentata",NA,"L. Uribe-Uribe","3066","1957","12",NA,"South America","Colombia","Bajo magdalena. Barrancabermeja.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1991935' target='other'> <mi>dwc_moreinfo</mi></a>","NY01743021","NY01743021_01","Pav. ex D.Don","Santander",NA,NA,NA,NA,"120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1187502","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","dentata","Clidemia dentata","F. A. Michelangeli","F. A. Michelangeli","1428","2009","02","15","South America","Brazil","Fazenda Experimental Catuaba, 30 km East of Rio Branco along BR 364","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1225461' target='other'> <mi>dwc_moreinfo</mi></a>","NY01187502",NA,"Pav. ex D.Don","Acre","-67.6169","-10.0669",NA,"Senador Guiomard",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","02675909","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","dentata","Clidemia dentata","F. A. Michelangeli","B. M. Torke","1055","2011","05","20","South America","Brazil","Parque Nacional da Amazônia: Km 93 on the Transamazonian Road, 0-3 km W of road, following old logging grade","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2772132' target='other'> <mi>dwc_moreinfo</mi></a>","NY02675909","NY02675909_01","Pav. ex D.Don","Pará","-56.46425","-4.66725",NA,"Itaituba","113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-09-27 08:16:00-03","NY","NYBG","01855800","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","dentata","Clidemia dentata","F. A. Michelangeli","T. B. Croat","98638","2007","09","15","South America","Ecuador","Vicinity of Las Orchideas, Cabañas Yankuam; along Río Nangaritza in secondary vegetation.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2145148' target='other'> <mi>dwc_moreinfo</mi></a>","NY01855800","NY01855800_01",NA,"Zamora-Chinchipe","-78.65777","-4.25138",NA,NA,"860",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","477922","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","dentata","Clidemia dentata","M. Souza","M. Sobral","5737","1988","01",NA,"South America","Brazil","Quadra D, CEPEC","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=80270' target='other'> <mi>dwc_moreinfo</mi></a>","NY00477922","NY00477922_01","Pav. ex D.Don","Bahia","-39.22095","-14.7739696",NA,"Ilhéus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","3697078","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","dentata","Clidemia dentata",NA,"G. Calatayud Hermoza","2441","2004","07","17","South America","Peru","Dist. Vilcabamba, Chuhuankiri, Bosque intervenido rodeado de Cultivos.","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3913794' target='other'> <mi>dwc_moreinfo</mi></a>","NY03697078","NY03697078_01","Pav. ex D.Don","Cusco","-73.135","-12.75444","881","La Convención","881",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1075655","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","dentata","Clidemia dentata","F. A. Michelangeli","R. Goldenberg","1376","2009","02","10","South America","Brazil","Rio Tarauacá, downstream Jordão, Colocação do Sebastião","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1225553' target='other'> <mi>dwc_moreinfo</mi></a>","NY01075655","NY01075655_01","Pav. ex D.Don","Acre","-71.7844","-8.815","250","Jordão","230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1743026","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","dentata","Clidemia dentata","J. J. Wurdack","J. Salick","7669","1988","07","12","South America","Peru","Central Selva, Palcazu Valley, Iscozacin above PEPP project camp.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1992129' target='other'> <mi>dwc_moreinfo</mi></a>","NY01743026","NY01743026_01","Pav. ex D.Don","Pasco","-75.2","-10.15",NA,"Oxapampa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","02629793","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","dentata","Clidemia dentata",NA,"K. Ruokolainen","16493","2012","05","16","South America","Brazil","Ca, 1.5 km north-west from the village of Diamantina, Rio Tarauaca","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2933058' target='other'> <mi>dwc_moreinfo</mi></a>","NY02629793","NY02629793_01","Pav. ex D.Don","Amazonas","-69.83","-7.12",NA,NA,"150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1743032","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","dentata","Clidemia dentata","J. J. Wurdack","G. S. Bunting","11468","1982","05","01","South America","Venezuela","Alrededores de la Estación Hidrológica Aricuaisá-Pie de Monte.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1992254' target='other'> <mi>dwc_moreinfo</mi></a>","NY01743032","NY01743032_01","Pav. ex D.Don","Zulia","-72.8986","9.5917","250","Perijá","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1743025","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","dentata","Clidemia dentata","J. J. Wurdack","P. Acevedo-Rodríguez","9158","1997","01","27","South America","Peru","Dist. Camisea. Campamento Armihuari, Camimisea Production Unit. Surrounding camp.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1992052' target='other'> <mi>dwc_moreinfo</mi></a>","NY01743025","NY01743025_01","Pav. ex D.Don","Cusco","-72.7789","-11.8633",NA,"Cusco","469",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1743033","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","dentata","Clidemia dentata","J. J. Wurdack","J. C. Lindeman","603","1980","09","24","South America","Suriname","W of km 110.2.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1992279' target='other'> <mi>dwc_moreinfo</mi></a>","NY01743033","NY01743033_01","Pav. ex D.Don","Nickerie","-57.5161","4.08","130",NA,"30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-09-30 03:47:00-03","NY","NYBG","01164759","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","dentata","Clidemia dentata","F. A. Michelangeli","S. R. Stern","367","2009","02","06","South America","Ecuador","±15 km East of town of Patricai Pilar.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1512977' target='other'> <mi>dwc_moreinfo</mi></a>","NY01164759","NY01164759_01",NA,"Los Ríos","-79.3681","-0.575",NA,NA,"300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01855627","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","dentata","Clidemia dentata","F. A. Michelangeli","R. Vásquez Martínez","20973","1996","05","25","South America","Peru","Dist. Imaza - Yamayakat. Bosque Transicional - Primario.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2121530' target='other'> <mi>dwc_moreinfo</mi></a>","NY01855627","NY01855627_01","Pav. ex D.Don","Amazonas","-78.3166667","-4.9166667",NA,"Bagua","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1075660","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","dentata","Clidemia dentata","F. A. Michelangeli","R. Goldenberg","1292","2009","02","06","South America","Brazil","Ao longo do Rio Jordão","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1225468' target='other'> <mi>dwc_moreinfo</mi></a>","NY01075660","NY01075660_01","Pav. ex D.Don","Acre","-71.9739","-9.2244","250","Jordão","230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2016-09-30 02:46:00-03","NY","NYBG","1653243","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","dentata","Clidemia dentata","F. A. Michelangeli","C. V. Martin","481","2004","11","18","South America","French Guiana","Camp Arataye","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1434078' target='other'> <mi>dwc_moreinfo</mi></a>","NY01653243","NY01653243_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","03320692","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","dentata","Clidemia dentata","F. A. Michelangeli","W. Quizhpe","2619","2007","03","10","South America","Ecuador","Región del Río Chinchipe; en la unión del Río Numbala y Río Palanda","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3637975' target='other'> <mi>dwc_moreinfo</mi></a>","NY03320692",NA,"Pav. ex D.Don","Zamora-Chinchipe","-79.0936","-4.7536","800","Palanda","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01874405","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","dentata","Clidemia dentata","R. Garcia","R. Vásquez Martínez","19111","1994","09","08","South America","Peru","Distrito El Cenepa: Región Nororiental del Marañón. Comunidad Yamayakat. Trocha hacia Putuim.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2526200' target='other'> <mi>dwc_moreinfo</mi></a>","NY01874405","NY01874405_01","Pav. ex D.Don","Amazonas","-78.3","-4.85","320","Condorcanqui","320",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","2530434","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","dentata","Clidemia dentata",NA,"J.-J. de Granville","14439","2000","11","26","South America","Guyana","Massif Dékou-Dékou 4, Región de Paul-Isnard.","sheet","[Invalid Lat.: 4° 42' 0. Invalid Long.: 53° 57' 0. No direction provided.] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2808906' target='other'> <mi>dwc_moreinfo</mi></a>","NY02530434","NY02530434_01","Pav. ex D.Don",NA,"-53.95","4.7",NA,NA,"570",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","3697087","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","dentata","Clidemia dentata","F. A. Michelangeli","I. Huamantupa Chuquimaco","7761","2006","06","23","South America","Peru","Dist. Nauta, localidad de Yarina, río Yanayacu, Bosque primario","Sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3914169' target='other'> <mi>dwc_moreinfo</mi></a>","NY03697087","NY03697087_01","Pav. ex D.Don","Loreto","-73.98361","-4.74555","120","Loreto","120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","03236033","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","dentata","Clidemia dentata",NA,"C. Ulloa","2581","2016","12","19","South America","Ecuador","Via Pactoloma-Mashpi Lodge, Reserva Mashpi, Teleférico, colecciones en el dosel del bosque realizadas desde la góndola.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3507160' target='other'> <mi>dwc_moreinfo</mi></a>","NY03236033",NA,"Pav. ex D.Don","Pichincha","-78.8789","0.1661","954",NA,"954",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2016-11-07 16:53:00-02","NY","NYBG","02612677","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","dentata","Clidemia dentata",NA,"C. Ulloa Ulloa","2200","2012","04","24","South America","Ecuador","Carretero secundario. Los Bancos-Pacto.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2865747' target='other'> <mi>dwc_moreinfo</mi></a>","NY02612677","NY02612677_01",NA,"Pichincha","-78.9089","-0.0561",NA,"San Miguel de los Bancos","1012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1289363","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","dentata","Clidemia dentata","J. J. Wurdack","G. T. Prance","12045","1971","04","18","South America","Brazil","Rio Moa, between Igarape Ipiranga and Aquidaba","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1758822' target='other'> <mi>dwc_moreinfo</mi></a>","NY01289363","NY01289363_01","Pav. ex D.Don","Acre","-72.8956","-7.6144",NA,"Mâncio Lima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01198026","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","dentata","Clidemia dentata","F. A. Michelangeli","M. M. M. Lopes","386","2005","11","22","South America","Brazil","Serra do Corcovado, 13,8 km ao SW de Coaraci, na estrada para Almadina. Fazenda São José. Propietário Senhor Francisco.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1408913' target='other'> <mi>dwc_moreinfo</mi></a>","NY01198026","NY01198026_01","Pav. ex D.Don","Bahia","-39.6033","-14.7058","900","Almadina","650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","03145178","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","dentata","Clidemia dentata",NA,"L. Dannouse","s.n.","1902","04","03","South America","Trinidad and Tobago","Santa Cruz","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3408075' target='other'> <mi>dwc_moreinfo</mi></a>","NY03145178",NA,"Pav. ex D.Don",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","477913","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","dentata","Clidemia dentata","J. J. Wurdack","A. L. Weitzman","225","1987","08","20","South America","French Guiana","Maroni river, above mouth of Marouini river, island in river near Antecum Pata","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=80279' target='other'> <mi>dwc_moreinfo</mi></a>","NY00477913","NY00477913_01","Pav. ex D.Don",NA,"-54.1","3.32","140",NA,"140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","477911","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","dentata","Clidemia dentata","J. J. Wurdack","D. Philcox","7187","1973","06","18","South America","Trinidad and Tobago","Trinidad. 3.5 miles along Valencia to Cumaca road","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=80275' target='other'> <mi>dwc_moreinfo</mi></a>","NY00477911","NY00477911_01","Pav. ex D.Don",NA,NA,NA,"167.6",NA,"167.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2016-11-07 14:01:00-02","NY","NYBG","2530435","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Melastomataceae","Clidemia","dentata","Clidemia dentata",NA,"C. I. Orozco","2372","1991","09","20","South America","Colombia","Correg. de Geguadas, entre Pisones y Geguadas.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2808907' target='other'> <mi>dwc_moreinfo</mi></a>","NY02530435","NY02530435_01",NA,"Risaralda",NA,NA,"1800","Mistrató","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
