"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","phylum","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","continentOcean","class","order","typeStatus"
"15","2020-12-21 16:31:04-03","MBM","MBM","423051","PreservedSpecimen","Plantae","Lauraceae","Ocotea","curucutuensis","Ocotea curucutuensis","J.B. Baitello","Brotto, M.L.","2019","06","26","Brotto, M.L.; Cordeiro, J.; Cordeiro, J.","3601","2019","04","10","Brazil","Rio de Janeiro","Paraty","Pedra da Macela, estrada","-44.816389","-23.142778",NA,NA,NA,"1674","1674","Árvore com 5 m de altura; flores femininas internamente amarelas, externamente castanhas.; Floresta Ombrófila Densa Altomontana.","MBM423051",NA,"-44.816389","-23.142778","Southern America",NA,NA,NA
"16","2020-12-21 16:31:04-03","MBM","MBM","423057","PreservedSpecimen","Plantae","Lauraceae","Ocotea","curucutuensis","Ocotea curucutuensis","J.B. Baitello","Brotto, M.L.","2019","06","26","Brotto, M.L.; Cordeiro, J.; Cordeiro, J.","3607","2019","04","10","Brazil","Rio de Janeiro","Paraty","Pedra da Macela, estrada","-44.813333","-23.140278",NA,NA,NA,"1800","1800","Árvore com 6 m de altura; flores masculinas internamente amarelas, externamente castanhas.; Floresta Ombrófila Densa Altomontana.","MBM423057",NA,"-44.813333","-23.140278","Southern America",NA,NA,NA
"17","2020-12-21 16:31:04-03","MBM","MBM","269234","PreservedSpecimen","Plantae","Lauraceae","Ocotea","curucutuensis","Ocotea curucutuensis","J.B. Baitello",NA,NA,NA,NA,"Farah, F.T.; et al.; et al.","2156","2001","04","12","Brazil","São Paulo","São Paulo","Parque Estadual da Serra do Mar","-46.6300010681152","-23.5400009155273","53584","auto",NA,NA,NA,NA,"MBM269234","MBM269234",NA,NA,"Southern America",NA,NA,NA
"18","2020-07-10 09:46:41-03","MBML","MBML-HERBARIO","37375",NA,"Plantae","Lauraceae","Ocotea","curucutuensis","Ocotea curucutuensis","J.B.Baitello","J.B.Baitello/03-05-2001","2001","05","03","J.B.Baitello","989","2001","05","03","Brasil","São Paulo","Cubatão","Parque Estadual da Serra do Mar, Rodovia Imigrantes, km.42","-46.4199981689453","-23.8899993896484","15123","auto",NA,NA,NA,"Arvoreta 8m altura, flores ferrugíneas","MBML037375","MBML037375",NA,NA,NA,NA,NA,NA
"19","2021-03-04 11:05:32-03","UFRB","HURB","3614","PreservedSpecimen","Plantae","Lauraceae","Ocotea","curucutuensis","Ocotea curucutuensis","Baitello","J.B. Baitello","2008","01","17","Arzolla, F.A.R.D.P.; et al.","1248","2007","01","18","Brasil","São Paulo","Campos do Jordão","margem da estrada de acesso ao Pico do Itapeva; estrato superior da floresta","-45.541","-22.768306",NA,NA,NA,"1870","1870","planta feminina.","HURB000003614",NA,"45°32'27,6 W","22°46'05,9 S",NA,NA,NA,NA
"20","2021-02-25 10:12:39-03","CVRD","CVRD","14650","PreservedSpecimen","Plantae","Lauraceae","Ocotea","curucutuensis","Ocotea curucutuensis","Baitello","J.B. Baitello","2001","05","30","Baitello, J.B.","990","2001","05","03","BRASIL","SP","Cubatão",NA,"-46.4199981689453","-23.8899993896484","15123","auto","Magnoliophyta",NA,NA,"Rodovia Imigrantes, km 42. <ll>dwc_commonname:</ll> Canela ferrugem","CVRD014650","CVRD014650",NA,NA,"América do Sul","Magnoliopsida","Laurales",NA
"21","2019-11-13 11:21:09-03","USP","SPF","168573","PreservedSpecimen","Plantae","Lauraceae","Ocotea","curucutuensis","Ocotea curucutuensis","Baitello","Assis, LCS","2005","04",NA,"Farah, FT","2156","2001","04","12","Brasil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Rio Branco.","-46.7","-23.983333",NA,NA,NA,"700","800",NA,"SPF00168573",NA,"-46.7","-23.983333",NA,NA,NA,NA
"22","2019-11-13 11:21:09-03","USP","SPF","202666","PreservedSpecimen","Plantae","Lauraceae","Ocotea","curucutuensis","Ocotea curucutuensis","Baitello","Assis, LCS","2011","05",NA,"Assis, LCS","1194","2006","11","27","Brasil","São Paulo","Itanhaém","Parque Estadual da Serra do Mar, Núcleo Curucutu.","-46.738722","-23.999556",NA,NA,NA,"775","775",NA,"SPF00202666",NA,"-46.738722","-23.999556",NA,NA,NA,NA
"23","2019-11-13 11:21:09-03","USP","SPF","166539","PreservedSpecimen","Plantae","Lauraceae","Ocotea","curucutuensis","Ocotea curucutuensis","Baitello","Garcia, RJF","2001","11",NA,"Affonso, P","540","2011","08","17","Brasil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu. Trilha do Mirante (10 m do marco do Mirante).&nf;Coordenadas: X = 322960 - Y = 7346102.","-46.6300010681152","-23.5400009155273","53584","auto",NA,NA,NA,NA,"SPF00166539",NA,NA,NA,NA,NA,NA,NA
"24","2019-10-07 09:23:02-03","UEFS","HUEFS","178403","PreservedSpecimen","Plantae","Lauraceae","Ocotea","curucutuensis","Ocotea curucutuensis","J.B. Baitello",NA,NA,NA,NA,"Baitello, J.B.","989","2001","05","03","Brasil","São Paulo","Cubatão","Parque Estadual da Serra do Mar, rodovia imigrantes, Km 42.","-46.4199981689453","-23.8899993896484","15123","auto","Angiospermae",NA,NA,NA,"HUEFS0178403","HUEFS0178403",NA,NA,NA,"Magnolianae","Laurales",NA
"25","2021-03-04 15:44:08-03","IF","SPSF","27967","PreservedSpecimen","Plantae","Lauraceae","Ocotea","curucutuensis","Ocotea curucutuensis",NA,"J.B.Baitello","2001","05","03","J.B.Baitello","990","2001","05","03","Brasil","SP","Paraibuna","Parque Estadual da Serra do Mar","-45.6599998474121","-23.3799991607666","30824","auto","Magnoliophyta",NA,NA,"COLETA: XLS: SPSFAntigo&nf;Arvoreta 7-9m altura; flores ferrugíneas; GEOGRAFIA: rodovia dos Imigrantes, km 42&nf;;",NA,NA,NA,NA,"América do Sul","Magnoliopsida","Laurales",NA
"26","2021-03-04 15:44:08-03","IF","SPSF","27966","PreservedSpecimen","Plantae","Lauraceae","Ocotea","curucutuensis","Ocotea curucutuensis",NA,NA,NA,NA,NA,"J.B.Baitello","989","2001","05","03","Brasil","SP","Paraibuna","Parque Estadual da Serra do Mar","-45.6599998474121","-23.3799991607666","30824","auto","Magnoliophyta",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: rodovia Imigrantes, km 42&nf;;",NA,NA,NA,NA,"América do Sul","Magnoliopsida","Laurales",NA
"27","2021-03-04 15:44:08-03","IF","SPSF","30881","PreservedSpecimen","Plantae","Lauraceae","Ocotea","curucutuensis","Ocotea curucutuensis",NA,NA,NA,NA,NA,"J.B.Baitello","1412","2003","01","14","Brasil","SP","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutú","-46.6300010681152","-23.5400009155273","53584","auto","Magnoliophyta",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"América do Sul","Magnoliopsida","Laurales",NA
"28","2021-03-04 15:44:08-03","IF","SPSF","32893","PreservedSpecimen","Plantae","Lauraceae","Ocotea","curucutuensis","Ocotea curucutuensis",NA,NA,NA,NA,NA,"J.B.Baitello","1641","2003","12","17","Brasil","SP","São Paulo","P.E.Serra do Mar","-46.6300010681152","-23.5400009155273","53584","auto","Magnoliophyta",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"América do Sul","Magnoliopsida","Laurales",NA
"29","2021-03-04 15:44:08-03","IF","SPSF","27868","PreservedSpecimen","Plantae","Lauraceae","Ocotea","curucutuensis","Ocotea curucutuensis",NA,NA,NA,NA,NA,"J.B.Baitello","978","2001","03","05","Brasil","SP","São Paulo","P.E.Serra do Mar","-46.6300010681152","-23.5400009155273","53584","auto","Magnoliophyta",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: nucleo Curucutu, mata baixa&nf;;",NA,NA,NA,NA,"América do Sul","Magnoliopsida","Laurales",NA
"30","2021-03-04 15:44:08-03","IF","SPSF","16688","PreservedSpecimen","Plantae","Lauraceae","Ocotea","curucutuensis","Ocotea curucutuensis","J. B. Baitello","J.B.Baitello","2008","03","13","G.Martinelli","11931","1986","11","26","Brasil","RJ","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima","-42.05","-22",NA,NA,"Magnoliophyta","1100","1100","COLETA: Pequena árvore, folhas na face ventral verde, face dorsal castanho-avermelhado com nervuras verdes; frutos aveludados de cor castanho avermelhado.; GEOGRAFIA: nascente do rio das Flores.;",NA,NA,NA,NA,"América do Sul","Magnoliopsida","Laurales",NA
"31","2021-03-04 15:44:08-03","IF","SPSF","37132","PreservedSpecimen","Plantae","Lauraceae","Ocotea","curucutuensis","Ocotea curucutuensis","J. B. Baitello","J.B.Baitello","2007","04","16","F.A.R.D.P.Arzolla & J.D.Braz","1018","2005","09","09","Brasil","SP","Pindamonhangaba","fazenda Sãom Sebastião do Riberião Grande","-45.475261","-22.737061",NA,NA,"Magnoliophyta",NA,NA,"COLETA: XLS: SPSFNovo; GEOGRAFIA: floresta ombrofila densa montana/alto-montana&nf;;",NA,NA,NA,NA,"América do Sul","Magnoliopsida","Laurales",NA
"32","2021-03-04 15:44:08-03","IF","SPSF","37477","PreservedSpecimen","Plantae","Lauraceae","Ocotea","curucutuensis","Ocotea curucutuensis","J. B. Baitello","J. B. Baitello","2007","04","11","F.A.R.D.Arzolla & G.C.R.de Paula","1073","2007","03","23","Brasil","SP","Pindamonhangaba","estrada de acesso ao Pico do Itapeva","-45.541111","-22.768333",NA,NA,"Magnoliophyta","1870","1870","COLETA: Árvore 10m altura, botões florais e flores; parte interna das tápalas de coloração branca e parte externa ferrugínea.&nf;Floresta Ombrófila Densa Altomontana; GEOGRAFIA: margem do caminho.;",NA,NA,NA,NA,"América do Sul","Magnoliopsida","Laurales",NA
"33","2021-03-04 15:44:08-03","IF","SPSF","39261","PreservedSpecimen","Plantae","Lauraceae","Ocotea","curucutuensis","Ocotea curucutuensis","J. B. Baitello","J.B.Baitello","2008","01","17","J.B.Baitello & F. A. R. D. P. Arzolla","2004","2007","01","18","Brasil","SP","Pindamonhangaba","estrada de acesso ao Pico do Itapeva","-45.541111","-22.768333",NA,NA,"Magnoliophyta","1870","1870","COLETA: Floresta Ombrófila Densa Alto-montana&nf;Árvore masculina, estrato superior da floresta, 12m altura, face externa da tépala esbranquiçada e face interna ferrugínea.; GEOGRAFIA: Margem da estrada.;",NA,NA,NA,NA,"América do Sul","Magnoliopsida","Laurales",NA
"34","2021-03-04 15:44:08-03","IF","SPSF","39262","PreservedSpecimen","Plantae","Lauraceae","Ocotea","curucutuensis","Ocotea curucutuensis","J. B. Baitello","J.B.Baitello","2008","01","17","F. A. R. D. P. Arzolla & J.B.Baitello","1248","2007","01","10","Brasil","SP","Pindamonhangaba","estrada de acesso ao Pico do Itapeva","-45.541111","-22.768333",NA,NA,"Magnoliophyta",NA,NA,"COLETA: Floresta Ombrófila Densa Alto-montana.&nf;Árvore masculina, estrato superior da floresta, 16m altura, face externa da tépala esbranquiçada e face interna ferrugínea. Frutos com densa pilosidade ferrugínea.; GEOGRAFIA: Margem da estrada.;",NA,NA,NA,NA,"América do Sul","Magnoliopsida","Laurales",NA
"35","2021-03-04 15:44:08-03","IF","SPSF","45698","PreservedSpecimen","Plantae","Lauraceae","Ocotea","curucutuensis","Ocotea curucutuensis","J. B. Baitello","N.M.Ivanauskas","2012","03","26","N.M.Ivanauskas & E.Rocha & D.Souza & F.M.Souza & S.Alves","6383","2011","08","31","Brasil","SP","Bananal","Estação Ecológica de Bananal","-44.367222","-22.808889",NA,NA,"Magnoliophyta","1123","1123","COLETA: Árvore 6m altura; frutos imaturos verdes.;",NA,NA,NA,NA,"América do Sul","Magnoliopsida","Laurales",NA
"36","2021-03-04 15:44:08-03","IF","SPSF","45757","PreservedSpecimen","Plantae","Lauraceae","Ocotea","curucutuensis","Ocotea curucutuensis","J. B. Baitello","J.B.Baitello","2012","07","24","L.Pedroso & F.A.R.D.P.Arzolla & F.E.S.P.Vilela","1","2012","07","24","Brasil","SP","Pindamonhangaba","estrada de acesso ao Pico do Itapeva","-45.541389","-22.768056",NA,NA,"Magnoliophyta","1880","1880","COLETA: Floresta Ombrófila Densa Alto-Montana.&nf;Árvore 12m altura; indivíduo feminino com botões florais e flores.; GEOGRAFIA: Próximo à divisa com Campos do Jordão.;",NA,NA,NA,NA,"América do Sul","Magnoliopsida","Laurales",NA
"37","2021-03-04 15:44:08-03","IF","SPSF","45758","PreservedSpecimen","Plantae","Lauraceae","Ocotea","curucutuensis","Ocotea curucutuensis","J. B. Baitello","J.B.Baitello","2012","07","24","L.Pedroso & F.A.R.D.P.Arzolla & F.E.S.P.Vilela","02","2012","07","24","Brasil","SP","Pindamonhangaba","estrada de acesso ao Pico do Itapeva","-45.541389","-22.768056",NA,NA,"Magnoliophyta","1880","1880","COLETA: Floresta Ombrófila Densa Alto-Montana.&nf;Árvore 10m altura; individuo feminino em início de frutificação.; GEOGRAFIA: Próximo à divisa com Campos do Jordão.;",NA,NA,NA,NA,"América do Sul","Magnoliopsida","Laurales",NA
"38","2021-03-04 15:44:08-03","IF","SPSF","45759","PreservedSpecimen","Plantae","Lauraceae","Ocotea","curucutuensis","Ocotea curucutuensis","J. B. Baitello","J.B.Baitello","2012","07","24","F.A.R.D.P.Arzolla & F.E.S.P.Vilela & L.Pedroso","1533","2012","07","24","Brasil","SP","Pindamonhangaba","estrada de acesso ao Pico do Itapeva","-45.541389","-22.768056",NA,NA,"Magnoliophyta","1880","1880","COLETA: Floresta Ombrófila Densa Alto-Montana.&nf;Árvore 8m altura; individuo masculino com flores.; GEOGRAFIA: Próximo à divisa com Campos do Jordão.;",NA,NA,NA,NA,"América do Sul","Magnoliopsida","Laurales",NA
"39","2021-03-04 15:44:08-03","IF","SPSF","45760","PreservedSpecimen","Plantae","Lauraceae","Ocotea","curucutuensis","Ocotea curucutuensis","J. B. Baitello","J.B.Baitello","2012","07","24","F.A.R.D.P.Arzolla & F.E.S.P.Vilela & L.Pedroso","1534","2012","07","24","Brasil","SP","Pindamonhangaba","estrada de acesso ao Pico do Itapeva","-45.541389","-22.768056",NA,NA,"Magnoliophyta","1880","1880","COLETA: Floresta Ombrófila Densa Alto-Montana.&nf;Árvore 8m altura; individuo feminino com flores e fruto jovem.; GEOGRAFIA: Próximo à divisa com Campos do Jordão.;",NA,NA,NA,NA,"América do Sul","Magnoliopsida","Laurales",NA
"40","2021-03-04 15:44:08-03","IF","SPSF","29541","PreservedSpecimen","Plantae","Lauraceae","Ocotea","curucutuensis","Ocotea curucutuensis",NA,"J.B.Baitello","2004","03","29","F.T.Farah & S.Aguiar & T.B.Breier & R.R.Rodrigues","2156","2001","04","12","Brasil","SP","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutú","-46.6300010681152","-23.5400009155273","53584","auto","Magnoliophyta",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"América do Sul","Magnoliopsida","Laurales",NA
"41","2021-03-04 15:44:08-03","IF","SPSF","27968","PreservedSpecimen","Plantae","Lauraceae","Ocotea","curucutuensis","Ocotea curucutuensis",NA,NA,NA,NA,NA,"J.B.Baitello","991","2001","04","11","Brasil","SP","São Paulo","P.E.Serra do Mar","-46.6300010681152","-23.5400009155273","53584","auto","Magnoliophyta",NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: nucleo Curucutu, mata baixa&nf;;",NA,NA,NA,NA,"América do Sul","Magnoliopsida","Laurales",NA
"42","2021-03-04 15:44:08-03","IF","SPSF","22901","PreservedSpecimen","Plantae","Lauraceae","Ocotea","curucutuensis","Ocotea curucutuensis",NA,"J.B.Baitello",NA,NA,NA,"P.Affonso","168","1998","03","06","Brasil","SP","São Paulo","P.E.Serra do Mar, Curucutu","-46.6300010681152","-23.5400009155273","53584","auto","Magnoliophyta",NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,NA,NA,"América do Sul","Magnoliopsida","Laurales","Holótipo"
