"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","typeStatus","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","coordinatePrecision","geoFlag","individualCount","fieldNumber"
"11","2020-11-19 10:24:56-03","CPAP","CPAP","10586","PreserverdSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi","A. Pott","Salis, S. M.","722","1992","11","12",NA,"Brasil","MS","Aquidauana","Fazenda Fazendinha, Pantanal - invernada Fartura","-56.383333","-19.483333","90","90",NA,"Erva cespitosa. FLOR: esverdeada. FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: Pouco frequente. AMBIENTE: Beira de caapão. SUBSTRATO: solo arenoso. RELEVO: plano.",NA,NA,"1993",NA,"02",NA,"56°23' W","19°29' S",NA,NA,NA,NA,NA
"12","2020-11-19 10:24:56-03","CPAP","CPAP","17327","PreserverdSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi",NA,"Pott, A.","8094","1998","12","09",NA,"Brasil","MS","Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - próximo a lagoa 10","-56.65","-18.983333","95","95",NA,"Erva anual, ereta. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Esparsa. AMBIENTE: Cerrado, com Bromelia balansae. SUBSTRATO: solo arenoso. RELEVO: plano convexo.",NA,NA,NA,NA,NA,NA,"56°39' W","18°59' S",NA,NA,NA,NA,NA
"13","2020-11-19 10:24:56-03","CPAP","CPAP","2208","PreserverdSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi","J. F. M. Valls","Pott, V. J.","247","1986","06","14",NA,"Brasil","MS","Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - Salina do Cabecinha","-56.65","-18.983333","90","90",NA,"Erva. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: . AMBIENTE: . SUBSTRATO: solo arenoso. RELEVO: plano.",NA,NA,NA,NA,NA,NA,"56°39' W","18°59' S",NA,NA,NA,NA,NA
"14","2020-11-19 10:24:56-03","CPAP","CPAP","8185","PreserverdSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi",NA,"Pott, A.","5719","1990","11","16",NA,"Brasil","MS","Corumbá","Fazenda Santo Estevão, Sub-região da Nhecolândia, Pantanal","-56.833333","-19.066667","88","88",NA,"Erva anual, cespitosa, ereta, glauca. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Esparsa. AMBIENTE: Vale de inundação do corixão, (corixão = defluente do rio Taquari), com mata ciliar de Vochysia licania, campo estacional de dicotiledónea anuais",NA,NA,NA,NA,NA,NA,"56°50' W","19°04' S",NA,NA,NA,NA,NA
"15","2020-11-19 10:24:56-03","CPAP","CPAP","8689","PreserverdSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi",NA,"Pott, A.","5884","1991","02","07",NA,"Brasil","MS","Aquidauana","Fazenda Fazendinha (área de cerradão), área rio Negro, Pantanal","-56.383333","-19.483333","90","90",NA,"Erva cespitosa, inflorescência escabrosa. FLOR: . FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Frequente. AMBIENTE: Borda de cerradão em cordilheira (paleodique), não alagável. SUBSTRATO: solo arenoso (Podzol Hidromórfico). RELEVO: plano.",NA,NA,NA,NA,NA,NA,"56°23' W","19°29' S",NA,NA,NA,NA,NA
"16","2019-02-15 11:48:16-02","IPA","IPA","26764","S","Plantae","Plantae",NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi",NA,"Coradin, L.; Porzecanski, I.; Ataíde, M.; Porzecanski, I.; Ataíde, M.","2630","1980","05","28","Southern America","Brasil","Maranhão","Timom","Caxias, Br- 316. km 40 Cerrado. Areia quartzoza. Altura 80m.",NA,NA,NA,NA,NA,"Ereto. Folhas, inflorescência. Independente. Forrageiro. Frequente.","IPA0026764",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-02-15 11:48:16-02","IPA","IPA","59596","S","Plantae","Plantae",NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi","Oliveira, R.P.","Bona-Nascimento, M.S.; Renoize; Renoize","1184","1998","04","23","Southern America","Brasil","Maranhão","Caxias","Trinta quilômetros após Timon, na estrada para Caxias. Área de cerrado. Área situada em relevo plano, área de cerrado e campo. Solo de texura arenosa, drenagem boa.","-43.312222","-4.888889","135","135",NA,"Ereta: Porte herbáceo. Planta forrageiro sendo comestível as folhas, frutos e caule. Com média aceitação por caprinos, boa aceitação por caprinos, ovinos e cavalos.","IPA0059596",NA,"2006",NA,"02","14","-43.312222","-4.888889",NA,NA,NA,NA,NA
"18","2021-04-07 11:47:36-03","UFMS","CGMS","2023","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi","R.C. Oliveira","C.A. Conceição","2415","1989","01","29",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Chácara Cambará, próximo à subestação NOB Aero Rural.","-54.6464004516602","-20.4428005218506",NA,NA,NA,NA,"CGMS1014501",NA,"2010",NA,"10","16",NA,NA,NA,"161190","auto",NA,NA
"19","2019-08-20 10:01:34-03","UNICAMP","UEC","35236","S","Plantae","Liliopsida",NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi","Filgueiras, TS","s/ coletor","s.n.",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Vegetação em forma de capim, existentes em touceiras, com sementes nas bordas.","UEC088579","UEC088579","2000",NA,"05",NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-08-20 10:01:34-03","UNICAMP","UEC","21790","S","Plantae","Liliopsida",NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi","Valls, JFM","Allem, AC; Vieira, G","1222","1977","11","15",NA,"Brazil","Mato Grosso do Sul","Corumbá","Faz. Santo Estevão, Paiaguás., Interior de cerrado, solo arenoso.","-57.6533012390137","-19.0091991424561",NA,NA,NA,"Erva cespitosa, 20-30 cm alt., anual.&nf;Procurada pelo gado. Folhas glaucas, em fresco.","UEC088577",NA,"1990",NA,"07","25",NA,NA,NA,"295160","auto",NA,NA
"21","2019-08-20 10:01:34-03","UNICAMP","UEC","34785","S","Plantae","Liliopsida",NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi","Valls, JFM","Pereira, CA","15763","1984","01","12",NA,"Brazil","São Paulo","Araçatuba","Introduzida em pastagem com sementes de Brachyaria","-50.4300003051758","-21.2000007629395",NA,NA,NA,"Herbáceo, cespitoso.","UEC088580","UEC088580","1990",NA,"07","25",NA,NA,NA,"59490","auto",NA,NA
"22","2019-08-16 08:40:39-03","UTFPR","HCF","25167","S","Plantae",NA,NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi","R.C. Oliveira","C.A. Conceição","2415","1989","01","29",NA,"Brasil","MS","Campo Grande","Chácara Cambará","-54.6464004516602","-20.4428005218506",NA,NA,NA,"erva cespitosa. 0,20-0,30 m de altura. Próximo à subestação NOB Aero Rural.",NA,NA,"2010",NA,"10","16",NA,NA,NA,"161190","auto",NA,NA
"23","2020-12-21 16:40:48-03","MBM","MBM","13737","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi","Valls, J.F.M.","Hatschbach, G.","23571",NA,NA,NA,"Southern America","Brazil","Mato Grosso","Bataguaçu","Córrego Feio",NA,NA,NA,NA,NA,NA,"MBM013737","MBM013737",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-21 16:40:48-03","MBM","MBM","19090","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi","Oliveira, R.C.","Hatschbach, G.","26020",NA,NA,NA,"Southern America","Brazil","Mato Grosso","Bataguaçu","Rod. BR-267",NA,NA,NA,NA,NA,NA,"MBM019090","MBM019090",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-10-01 14:27:02-03","JBB","HEPH","15931","S","Plantae","Monocotyledon","Poales","Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi","Oliveira, RC","Kuhlmann, MP","4117","1957","05","22","Southern America","Brasil","São Paulo","São Simão","Estação Bento Quirino","-47.5499992370605","-21.4699993133545",NA,NA,NA,NA,NA,NA,"1957",NA,NA,NA,NA,NA,NA,"27881","auto",NA,NA
"26","2014-04-02 13:15:00-03","MO","MOBOT","100697701","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi","Z. Rugolo","J.R.I. Wood|Fabiana Mamani M.","Wood 13482",NA,NA,NA,"South America","Bolivia","Santa Cruz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"27","2008-05-27 22:02:00-03","MO","MOBOT","1214798","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi","F.O. Zuloaga & O. Morrone (SI)","Renée H. Fortunato|et al.","Fortunato 965","1986","12","20","South America","Paraguay","Amambay",NA,"Ruta Yby Yau/P.J. Caballero, a 200 m de la entrada al monumento Nac. del Mariscal Lopez, en el Parg. Nac. Cerro Cora.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"28","2011-02-28 16:38:00-03","MO","MOBOT","1227060","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi","O. Morrone, 1999 (SI)","Elsa M. Zardini|M. Vera","Zardini 46599","1997","2","27","South America","Paraguay","Amambay",NA,"Parque Nacional Cerro Corá. Cerrado scrub and patches of cerrado forest on red sandy soil.","-56.0144444","-22.6477777","270.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","1095"
"29","2008-05-27 22:02:00-03","MO","MOBOT","1362574","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi","O. Morrone, 1999 (SI)","Gert G. Hatschbach","Hatschbach 23571","1970","2","15","South America","Brazil","Mato Grosso",NA,"Mpio. Bataguaçu: Corrego Feio; do cerrdo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2013-01-28 05:13:00-02","MO","MOBOT","1438382","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi","O. Morrone (SI)","Rubén Mostacedo|J. Richard Abbott","Mostacedo 2884",NA,NA,NA,"South America","Bolivia","Santa Cruz","Chiquitos","Camino Roboré-San José, a 73 km W de Roboré, sobre el camino. Vegetación de Cerrado, campo cerrado, con indicios de quema. Strypnodendron, Erythroxylum, Dipteryx, Brosimum, Anacardium, Qualea, Pseudobombax, Tabebuia. Suelo rojizo, arenoso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2011-12-22 05:00:00-02","MO","MOBOT","210787","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi",NA,"Teodoro Rojas","Rojas 6723","1934","3",NA,"South America","Paraguay","Amambay",NA,"Cerro Corá, Sierra de Amambay.","-56.08333","-22.66666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2008-05-27 22:02:00-03","MO","MOBOT","223217","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi","Zuloaga, F. O.","Osvaldo Morrone|José F. Pensiero","Morrone 430","1992","4","30","South America","Paraguay","Amambay",NA,"Parque Nac. Cerro Corá, borde de pista de aterrizaje militar.","-56.08333","-22.58333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","31"
"33","2018-06-19 08:36:00-03","MO","MOBOT","223239","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi","O. Morrone, 1999 (SI)","Osvaldo Morrone|José F. Pensiero","Morrone 526","1992","5","2","South America","Paraguay","Amambay",NA,"Parque Nacional Cerro Corá, camino a Colonia Naranjaí, próximo naciente arroyo Aquidabán.","-56.0833333","-22.6666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","36"
"34","2009-10-24 07:52:00-02","MO","MOBOT","2518725","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi","Zuloaga, F. O. & Morrone, O., V-","Fernando O. Zuloaga|Osvaldo Morrone","Zuloaga 7261","2001","5","5","South America","Paraguay","Amambay",NA,"Parque Nacional Cerro Corá, costado de la pista de aviación","-56.01666","-22.63333","210.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2010-03-01 19:04:00-03","MO","MOBOT","2968755","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi","T.S. Filgueiras","F. Javier Fernández Casas|J. Molero","Fernández Casas 6099","1982","2","8","South America","Paraguay","Amambay",NA,"Parque Nacional Cerro Corá, cerca de la Casa Forestal, arenas.","-56.02583","-22.65111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2011-02-08 08:13:00-02","MO","MOBOT","2969359","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi","O. Morrone","Antonio C. Allem|G. Vieira","Allem 1222","1977","11","15","South America","Brazil","Mato Grosso do Sul",NA,"Mun. Corumbá; Faz. Sto Estevão, Dist Paiaguás.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2011-02-08 08:13:00-02","MO","MOBOT","2970568","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi","O. Morrone","Antonio C. Allem|G. Vieira","Allem 1219","1977","11","15","South America","Brazil","Mato Grosso do Sul",NA,"Mun. Corumbá, Faz. Sto Estevão-Dist. Paiaguás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2010-07-20 15:13:00-03","MO","MOBOT","1362575","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi","O. Morrone, 1999 (SI)","Timothy C. Plowman|Gerrit Davidse|Nelson A. Rosa|Carlos S. Rosário|M.R. dos Santos","Plowman 9223","1980","2","27","South America","Brazil","Tocantins","Tocantinópolis","Belém-Brasília Highway (BR-153), 55 km southwest of Estreito. Ribeirão do Corrego.","-47.8166667","-6.8166667","480.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11","28"
"39","2011-02-08 08:13:00-02","MO","MOBOT","2970861","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi","O. Morrone","Antonio C. Allem|G. Vieira","Allem 1217","1977","11","15","South America","Brazil","Mato Grosso do Sul",NA,"Faz. Sto Estevão, Dist. Paiaguás, Mun. Corumbá.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2011-12-21 10:08:00-02","MO","MOBOT","2971008","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi",NA,"José Arechavaleta","Arechavaleta y Balpardo 873","1887",NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2012-04-30 12:26:00-03","MO","MOBOT","3246452","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi","O. Morrone (SI)","Isabel Basualdo|Nélida Soria","Basualdo 6498","1999","2","26","South America","Paraguay","Amambay",NA,"Parque Nacional Cerro Cora. Orillas de la pista de aviación. Orillas del camino.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"42","2008-05-27 22:02:00-03","MO","MOBOT","240927","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi","F.O. Zuloaga & O. Morrone (SI)","Elsa M. Zardini|et al.","Zardini 4104","1988","1","6","South America","Paraguay","Amambay",NA,"Parque Nacional Cerro Corá. Cerrado camino al Cerro Muralla.","-57.96666","-22.41666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","88-4"
"43","2012-04-25 17:00:00-03","MO","MOBOT","2969043","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi",NA,"Agnes Chase","Chase 11970","1950","4","11","South America","Brazil","Mato Grosso do Sul",NA,"Northwest of Sao Lourenco.","-55","-16.3333333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"44","2012-08-18 05:19:00-03","MO","MOBOT","214417","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","piresii","Paspalum piresii","G.A. Black",NA,"João Murça Pires|George A. Black","Pires 2210","1950","5","26","South America","Brazil","Maranhão",NA,"North of Porto de Carolina, Lope da Serra da Malicia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-08-31 09:21:36-03","INPA","INPA","122731","S","Plantae","Monocotyledon","Poales","Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi","Prance, GT","Plowman, T","9223","1980","02","27","Southern America","Brasil","Goiás","Tocantinópolis","Ribeirão do Côrrego, 55 Km, southwest of Estreito along Belém-Brasília highway (BR 153). Cerrado among sandstone mesas with rocky and sandy soil. In cerrado woodland on deep sandy soil.","-47.816667","-6.816667","480","480",NA,NA,"INPA0122731","INPA0122731 INPA0122731_e INPA0122731_e1","2014",NA,"06",NA,"-47.816667","-6.816667",NA,NA,NA,NA,NA
"46","2020-08-31 09:21:36-03","INPA","INPA","122691","S","Plantae","Monocotyledon","Poales","Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi","Prance, GT","Plowman, T","9173","1980","02","26","Southern America","Brasil","Goiás","Babaçulândia","18 Km southwest of Wanderlândia along Belém-Brasília highway (BR 153). Open cerrado with scattered trees on sandy soil, dominant grass Mesosetum sp.","-48.083333","-6.933333","420","420",NA,NA,"INPA0122691","INPA0122691 INPA0122691_e INPA0122691_nd","2014",NA,"06",NA,"-48.083333","-6.933333",NA,NA,NA,NA,NA
"47","2021-01-10 20:52:27-03","INPA","INPA","141345","S","Plantae","Monocotyledon","Poales","Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi","Oliveira, RC","Jangoux, JJ","1396","1981","03","19","Southern America","Brasil","Mato Grosso","Chapada dos Guimarães","Chapada dos Guimaraães, 12 km, Estrada Cuiabá-Chapada dos Guimarães, a 12 Km de Chapada dos Guimaraães; cerrado. Terra mexida na margem da estrada; solo arenoso.","-56.8","-16.9","630","630",NA,NA,"INPA0141345","INPA0141345 INPA0141345_e","2015",NA,"04","24","-56.8","-16.9",NA,NA,NA,NA,NA
"48","2020-09-12 05:00:02-03","US","US","2855769","PreservedSpecimen","Plantae",NA,"Cyperales","Poaceae","Paspalum","piresii","Paspalum piresii","G.A. Black",NA,"J. M. Pires & G. A. Black","2210","1950","5","26","South America - Neotropics","Brazil","Maranhão",NA,"North of Porto de Carolina, Lope da Serra da Malicia.",NA,NA,NA,NA,NA,NA,"US00140740","US00140740_01",NA,"Type fragment",NA,NA,NA,NA,"Monocotyledonae",NA,NA,"1",NA
"49","2020-09-02 16:37:24-03","Cenargen","CEN","5895","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Paspalum","macranthecium","Paspalum macranthecium","Parodi","R. C. Oliveira","Lídio Coradin","2630","1980","05","28",NA,"Brasil","MA","TIMON","BR-316, Timon - Caxias, Km 40.","-42.8367004394531","-5.09417009353638","80","80","Exsicatas","Área quartzosa.","CEN00005895","CEN00005895","2004",NA,"12",NA,NA,NA,NA,"44730","auto","2",NA
