"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","stateProvince","county","minimumElevationInMeters","maximumElevationInMeters","class","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","relatedCatalogItem","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","812796","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","R. C. Moran","J. L. Clark","4906","1998","03","20","South America","Ecuador","Quininde Cantón. Bilsa Biological Station. Reserva Ecologica Mache-Chindul, 35 km W of Quinindé. Permanent Plot #3.","-79.73","0.35","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=807955' target='other'> <mi>dwc_moreinfo</mi></a>","NY00812796","NY00812796_01","Esmeraldas","Quinindé","500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","55431","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.","S. V. Heald; R. Yahr","S. V. Heald","21","1995","09","18","South America","French Guiana","Saül and vicinity. Route de Bélizon, 1 km north of Eaux Claires.","-53.2","3.62","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=594861' target='other'> <mi>dwc_moreinfo</mi></a>","NY00055431","NY00055431_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","02554691","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Anetium","citrifolium","Anetium citrifolium","(L.) Splitg.",NA,"W. A. Egler","46694","1961","08","27","South America","Brazil","Rio Jari. Near Cachoeira Macacoara","-53.35","0.88","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2819081' target='other'> <mi>dwc_moreinfo</mi></a>","NY02554691","NY02554691_01","Amapá",NA,"200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","3924098","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Polytaenium","citrifolium","Polytaenium citrifolium","(L.) Schuettp.",NA,"M. Alem Zabalaga","MAZ127","2003","09","12","South America","Bolivia","Localidad Los Guácharos","-65.49864","-17.07761","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4218800' target='other'> <mi>dwc_moreinfo</mi></a>","NY03924098","NY03924098_01","Cochabamba","Tiraque","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","3924093","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Polytaenium","citrifolium","Polytaenium citrifolium","(L.) Schuettp.",NA,"J.-J. de Granville","11457","1991","04","23","South America","French Guiana","D.Z. de Crique Jupiter, Bassin du Sinnamary.","-53.1619","4.0675","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4218795' target='other'> <mi>dwc_moreinfo</mi></a>","NY03924093","NY03924093_01",NA,NA,"100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","3935402","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Polytaenium","citrifolium","Polytaenium citrifolium","(L.) Schuettp.",NA,"B. M. Boom","2030","1982","10","13","South America","French Guiana","Saül: Monts La Fumée","-53.2","3.62","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4218945' target='other'> <mi>dwc_moreinfo</mi></a>","NY03935402",NA,"Saul",NA,"200","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","3924100","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Polytaenium","citrifolium","Polytaenium citrifolium","(L.) Schuettp.",NA,"J. T. Mickel","9601","1984","07","15","South America","Trinidad and Tobago","Trinidad. 10 1/4 mile Gulley on Blanchesseuse road.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4218802' target='other'> <mi>dwc_moreinfo</mi></a>","NY03924100","NY03924100_01",NA,NA,"701",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","3924096","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Polytaenium","citrifolium","Polytaenium citrifolium","(L.) Schuettp.",NA,"A. Fendler","137","1877",NA,NA,"South America","Trinidad and Tobago","Trinidad.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4218798' target='other'> <mi>dwc_moreinfo</mi></a>","NY03924096","NY03924096_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","3935382","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Polytaenium","citrifolium","Polytaenium citrifolium","(L.) Schuettp.",NA,"E. P. Killip","28881","1929","09","01","South America","Peru","Santa Rosa, lower Río Huallaga below Yurimaguas","-76.19239","-5.81195","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4218924' target='other'> <mi>dwc_moreinfo</mi></a>","NY03935382","NY03935382_01","Loreto",NA,"135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","3935379","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Polytaenium","citrifolium","Polytaenium citrifolium","(L.) Schuettp.",NA,"R. Vásquez Martínez","22580","1997","02","14","South America","Peru","Distrito El Cenepa, Comunidad de Mamayaque, Cerro Sakee-gaig.","-78.2336","-4.5828","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4218921' target='other'> <mi>dwc_moreinfo</mi></a>","NY03935379",NA,"Amazonas","Condorcanqui","1010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","3935367","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Polytaenium","citrifolium","Polytaenium citrifolium","(L.) Schuettp.",NA,"I. Jiménez-Pérez","2032","2003","08","11","South America","Bolivia","comunidad Santa Rosa, río arriba por el Madre de Dios desde Riberalta, entrando por Valparaiso","-66.17","-10.87","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4218909' target='other'> <mi>dwc_moreinfo</mi></a>","NY03935367","NY03935367_01","Pando","Manuripi","130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","3935366","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Polytaenium","citrifolium","Polytaenium citrifolium","(L.) Schuettp.",NA,"I. Jiménez-Pérez","2007","2003","08","06","South America","Bolivia","desde Puerto Rico rio abajo por el Orthon, laguna Chantay.","-67.5","-11.02","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4218908' target='other'> <mi>dwc_moreinfo</mi></a>","NY03935366","NY03935366_01","Pando","Manuripi","180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","3935397","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Polytaenium","citrifolium","Polytaenium citrifolium","(L.) Schuettp.",NA,"R. C. Ek","455","1986","09",NA,"South America","French Guiana","2 km SW of Saul, track Limonade.","-53.2","3.53","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4218940' target='other'> <mi>dwc_moreinfo</mi></a>","NY03935397","NY03935397_01",NA,NA,"180","210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","3935374","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Polytaenium","citrifolium","Polytaenium citrifolium","(L.) Schuettp.",NA,"R. S. Williams","1297","1902","08","12","South America","Bolivia","Rio Guanai [Río Guanay]",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4218916' target='other'> <mi>dwc_moreinfo</mi></a>","NY03935374","NY03935374_01","La Paz","Larecaja","1219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","03924091","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Polytaenium","citrifolium","Polytaenium citrifolium","(L.) Schuettp.",NA,"A. Fendler","137","1877",NA,NA,"South America","Trinidad and Tobago","Trinidad.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4218784' target='other'> <mi>dwc_moreinfo</mi></a>","NY03924091","NY03924091_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","3935359","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Polytaenium","citrifolium","Polytaenium citrifolium","(L.) Schuettp.",NA,"J. M. Beitel","85221","1985","02","19","South America","Venezuela","Dpto. Río Negro. Cerro de La Neblina Expedition. Neblina Base Camp on Rio Barío (=Rio Mawarinuma), right bank (east side of river, across river from Base Camp).","-66.1611","0.8306","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4218901' target='other'> <mi>dwc_moreinfo</mi></a>","NY03935359",NA,"Amazonas",NA,"140",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","3924099","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Polytaenium","citrifolium","Polytaenium citrifolium","(L.) Schuettp.",NA,"L. Valenzuela Gamarra","2255","2003","11","19","South America","Peru","Dist. Las Piedras, Reserva Amazónica, Trocha G.","-69.0522","-12.5336","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4218801' target='other'> <mi>dwc_moreinfo</mi></a>","NY03924099",NA,"Madre de Dios","Tambopata","184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","229932","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Polytaenium","citrifolium","Polytaenium citrifolium","(L.) Schuettp.","J. Prado","D. C. Daly","8269","1994","09","20","South America","Brazil","Rio Tarauacá, river at low water. Seringal Universo, Colocaçao Praia do Carapaná, proposed Kaxinawá Indian reserve.","-71.3533","-8.4417","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=594868' target='other'> <mi>dwc_moreinfo</mi></a>","NY00229932",NA,"Acre","Tarauacá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","3935395","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Polytaenium","citrifolium","Polytaenium citrifolium","(L.) Schuettp.",NA,"A. C. Smith","3012","1938","01","08","South America","Guyana","British Guiana. Basin of Shodikar Creek (Essequibo tributary).",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4218938' target='other'> <mi>dwc_moreinfo</mi></a>","NY03935395","NY03935395_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","3935380","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Polytaenium","citrifolium","Polytaenium citrifolium","(L.) Schuettp.",NA,"R. Vásquez Martínez","11347","1988","12","04","South America","Peru","Indiana, Yanamono. Explorama lodge.","-72.83","-3.47","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4218922' target='other'> <mi>dwc_moreinfo</mi></a>","NY03935380",NA,"Loreto","Maynas","106",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","3935376","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Polytaenium","citrifolium","Polytaenium citrifolium","(L.) Schuettp.",NA,"W. D. Rodríguez-Duque","4235","2003","11","10","South America","Colombia","Mpio: Anorí. Vereda San Antonio, finca El Cielo, quebrada San Antonio.","-75.06633","7.26444","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4218918' target='other'> <mi>dwc_moreinfo</mi></a>","NY03935376",NA,"Antioquia",NA,"720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","3935388","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Polytaenium","citrifolium","Polytaenium citrifolium","(L.) Schuettp.",NA,"H. S. Irwin","54573","1963","08","07","South America","Suriname","Lower slopes of Frederik Top, 2 km SE of Juliana Top.","-56.533","3.642","sheet","[3° 36' - 3° 41' N, 56° 30' - 56° 34' W] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4218930' target='other'> <mi>dwc_moreinfo</mi></a>","NY03935388","NY03935388_01",NA,NA,"325",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","3935393","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Polytaenium","citrifolium","Polytaenium citrifolium","(L.) Schuettp.",NA,"B. Maguire","39293","1955","01","22","South America","Guyana","British Guiana. Matthew's Ridge. Barima River. Drainage, NW District Britich Guiana.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4218936' target='other'> <mi>dwc_moreinfo</mi></a>","NY03935393","NY03935393_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","3935372","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Polytaenium","citrifolium","Polytaenium citrifolium","(L.) Schuettp.",NA,"R. C. Moran","7465","2005","02","15","South America","Ecuador","ca.50 km W of Tena, Jatun Sacha Biological Station","-77.62","-1.0658","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4218914' target='other'> <mi>dwc_moreinfo</mi></a>","NY03935372",NA,"Napo",NA,"430",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","3935373","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Polytaenium","citrifolium","Polytaenium citrifolium","(L.) Schuettp.",NA,"R. S. Williams","1297bis","1902","02","10","South America","Bolivia","Ipurima. [Ipurama]",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4218915' target='other'> <mi>dwc_moreinfo</mi></a>","NY03935373","NY03935373_01","La Paz","Franz Tamayo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","3935398","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Polytaenium","citrifolium","Polytaenium citrifolium","(L.) Schuettp.",NA,"B. M. Boom","10759","1994","09","08","South America","French Guiana","Säul [Saül] and vicinity: Mt. Galbao, lower slopes to notch between eastern two peaks.","-53.27","3.6","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4218941' target='other'> <mi>dwc_moreinfo</mi></a>","NY03935398",NA,NA,NA,"225","525",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","3935369","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Polytaenium","citrifolium","Polytaenium citrifolium","(L.) Schuettp.",NA,"J. L. Clark","7131","2003","02","12","South America","Ecuador","Parroquia: Alta Tambo. Awá Indigenous Territory. Río Bogotá community (future biological research station), 2 km south of Lita-San Lorenzo road. Near Quebrada Pambilar. Coordinates: 00°58'57N, 078°35'60W",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4218911' target='other'> <mi>dwc_moreinfo</mi></a>","NY03935369",NA,"Esmeraldas","San Lorenzo","350","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","3935375","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Polytaenium","citrifolium","Polytaenium citrifolium","(L.) Schuettp.",NA,"I. Jiménez","2553","2004","07","03","South America","Bolivia","Parque Nacional Madidi","-67.92","-14.17","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4218917' target='other'> <mi>dwc_moreinfo</mi></a>","NY03935375","NY03935375_01","La Paz","Abel Iturralde","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","3935391","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Polytaenium","citrifolium","Polytaenium citrifolium","(L.) Schuettp.",NA,"G. S. Jenman","s.n.","1897",NA,NA,"South America","Guyana","British Guiana. Pomeroon River.","-58.61143","7.413225","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4218934' target='other'> <mi>dwc_moreinfo</mi></a>","NY03935391","NY03935391_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","3935399","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Polytaenium","citrifolium","Polytaenium citrifolium","(L.) Schuettp.",NA,"S. A. Mori","23147","1993","08","06","South America","French Guiana","Saul and vicinity: Sentier Botanique just before the big leafcutter nest and beyond to point 1540.","-53.2","3.62","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4218942' target='other'> <mi>dwc_moreinfo</mi></a>","NY03935399","NY03935399_01",NA,NA,"200","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","3924094","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Polytaenium","citrifolium","Polytaenium citrifolium","(L.) Schuettp.",NA,"W. E. Broadway","9933","1922","01","10","South America","Trinidad and Tobago","Heights of Aripo",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4218796' target='other'> <mi>dwc_moreinfo</mi></a>","NY03924094","NY03924094_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","3935381","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Polytaenium","citrifolium","Polytaenium citrifolium","(L.) Schuettp.",NA,"J. M. Schunke-Vigo","301","1935","02","20","South America","Peru","Rio Mazann. Salinas Trail.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4218923' target='other'> <mi>dwc_moreinfo</mi></a>","NY03935381",NA,"Loreto",NA,"100","125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","3935362","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Polytaenium","citrifolium","Polytaenium citrifolium","(L.) Schuettp.",NA,"J. A. Steyermark","115025","1977","10","20","South America","Venezuela","Depto. Antonio Díaz: wet savanna and open scattered swampy woodland, vicinity of Caño Jotajana (=tierra.alta), tributary of Caño Guiniquina, northwest of Epaña near boundary with Depto. Tucupita.","-61.17","9.25","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4218904' target='other'> <mi>dwc_moreinfo</mi></a>","NY03935362","NY03935362_01","Delta Amacuro",NA,"50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","3935354","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Pteridaceae","Polytaenium","citrifolium","Polytaenium citrifolium","(L.) Schuettp.",NA,"N. L. Britton","2343","1921","03","16","South America","Trinidad and Tobago","Trinidad. Vicinity of Valencia.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4218896' target='other'> <mi>dwc_moreinfo</mi></a>","NY03935354",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
