"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","individualCount","fieldNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","645174","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","melvilla","Cuphea melvilla","Lindl.","S. A. T. Graham","W. J. Burchell","8570","1828","03","24","South America","Brazil","Tocantins","Porto Real, west side of river","-48.4169","-10.7083",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=672481' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645174","NY00645174_01","Porto Nacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","2108148","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","melvilla","Cuphea melvilla","Lindl.",NA,"B. A. Krukoff","5936","1934","08","29","South America","Brazil","Pará","Near Bocca do Paru","-52.636156","-1.534215",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2261789' target='other'> <mi>dwc_moreinfo</mi></a>","NY02108148","NY02108148_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","445749","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","melvilla","Cuphea melvilla","Lindl.","S. A. T. Graham","J. A. Steyermark","115316","1977","10","24","South America","Venezuela","Delta Amacuro","Depto. Tucupita: Caño Jota-Sabuca, between Laguna del Consejo and Caño Mariusa, north of Río Grande of Río Orinoco","-61.97","8.72","50","50","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=672473' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445749",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00940049","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","melvilla","Cuphea melvilla","Lindl.","S. A. T. Graham","S. L. M. Moore","767","1891",NA,NA,"South America","Brazil","Mato Grosso","Iter Matogrossense",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985724' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940049","NY00940049_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-09-27 01:47:00-03","NY","NYBG","445750","PreservedSpecimen","Plantae",NA,"Myrtales","Lythraceae","Cuphea","melvilla","Cuphea melvilla",NA,"S. A. T. Graham","E. M. Zardini","39937","1994","07","01","South America","Paraguay","Concepción","Arroyo Trementina, 15 km east of Paso Barreto","-57.0114","-23.0442","210","210","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=672475' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","645168","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","melvilla","Cuphea melvilla","Lindl.","S. A. T. Graham","J. G. Kuhlmann","104","1934","03","30","South America","Brazil","Espírito Santo","Lagoa do Juparaná, Linhares, Rio Doce","-40.0719","-19.3911",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=672484' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645168","NY00645168_01","Linhares",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","2108135","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","melvilla","Cuphea melvilla","Lindl.",NA,"G. L. Sobel","4858","1984","10","28","South America","Brazil","Pará","About 2 km downstream from Bela Vista, on Rio Mocões, Ilha de Marajó","-49.7326612","-0.7998302",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2261082' target='other'> <mi>dwc_moreinfo</mi></a>","NY02108135","NY02108135_01","Anajás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","2108132","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","melvilla","Cuphea melvilla","Lindl.",NA,"J. A. Silva","530","1986","07","31","South America","Brazil","Roraima","BR 401 que liga Boa Vista, Bonfim, km 3.","-60.67","2.83",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2261079' target='other'> <mi>dwc_moreinfo</mi></a>","NY02108132","NY02108132_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1182662","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","melvilla","Cuphea melvilla","Lindl.","D. C. Zappi","D. C. Zappi","864","2008","01","27","South America","Brazil","Mato Grosso","Parque Estadual Cristalino. Campo, mata alta aberta e mata baixa na região sudeste do Parque. Entrada pela Fazenda AJJ.","-55.203","-9.582044","358","358","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1407774' target='other'> <mi>dwc_moreinfo</mi></a>","NY01182662","NY01182662_01","Novo Mundo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00940053","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","melvilla","Cuphea melvilla","Lindl.","A. Lourteig","H. S. Irwin","26793","1970","03","03","South America","Brazil","Minas Gerais","Rio Bicudo, ca. 20 km W of Corinto","-44.6088","-18.30355","525","525","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985855' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940053","NY00940053_01","Corinto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00940050","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","melvilla","Cuphea melvilla","Lindl.","S. A. T. Graham","G. Gardner","4131",NA,NA,NA,"South America","Brazil","Goiás","Prov. Goyaz",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985727' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940050","NY00940050_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00940060","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","melvilla","Cuphea melvilla","Lindl.","A. Lourteig","A. Lima","66","1968","04","11","South America","Brazil","Goiás","Abadiana. Fz. São Mateus.","-48.7067","-16.2044",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986497' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940060","NY00940060_01","Abadiânia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","645169","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","melvilla","Cuphea melvilla","Lindl.","A. Lourteig","R. M. Harley","17466","1974","03","26","South America","Brazil","Bahia","Belmonte, on SW outskirts of town","-38.88","-15.87",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=672471' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645169","NY00645169_01","Belmonte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","2108556","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","melvilla","Cuphea melvilla","Lindl.",NA,"E. Lleras","17360","1973","08","17","South America","Brazil","Amazonas","Rio Solimões, Barrio de Odorio, São Paulo de Olivença","-68.9422","-3.4675",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2261797' target='other'> <mi>dwc_moreinfo</mi></a>","NY02108556","NY02108556_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00940059","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","melvilla","Cuphea melvilla","Lindl.","A. Lourteig","G. G. Hatschbach","26074","1971","01","23","South America","Brazil","Mato Grosso do Sul","Santa Fé","-54.9614","-20.9319",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986495' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940059","NY00940059_01","Sidrolândia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","2108136","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","melvilla","Cuphea melvilla","Lindl.",NA,"N. T. da Silva","2597","1969","08","05","South America","Brazil","Pará","Jari, estrada do Caracurú.","-52.6095611","-1.0289849",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2261083' target='other'> <mi>dwc_moreinfo</mi></a>","NY02108136","NY02108136_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00940054","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","melvilla","Cuphea melvilla","Lindl.","S. A. T. Graham","E. P. Heringer","914","1979","01","28","South America","Brazil","Mato Grosso do Sul","Campo Grande, estrada de Três Lagoas","-54.6464","-20.4431",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=985904' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940054","NY00940054_01","Campo Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","445748","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","melvilla","Cuphea melvilla","Lindl.","B. V. Rabelo","B. V. Rabelo","1848","1983","03","04","South America","Brazil","Amapá","Rio Matapi entre a estrada do Matapi e a Foz do rio.","-51.207594","0.0872",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=672478' target='other'> <mi>dwc_moreinfo</mi></a>","NY00445748","NY00445748_01","Macapá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00940056","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","melvilla","Cuphea melvilla","Lindl.","S. A. T. Graham","M. G. da Silva","3183","1977","06","25","South America","Brazil","Mato Grosso","Rio Juruena, Aripuanã, Fontanilha, RADAM SC-21-YD","-58.3384833","-11.3389652",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986361' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940056","NY00940056_01","Juína",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00940063","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","melvilla","Cuphea melvilla","Lindl.","T. B. Cavalcanti","T. B. Cavalcanti","470","1989","03","18","South America","Brazil","Goiás","Entroncamento Rodovia Itapuranga-Goiania-Uruana, km. 14.","-49.72","-15.53","490","490","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986507' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940063","NY00940063_01","Itapuranga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","645175","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","melvilla","Cuphea melvilla","Lindl.","S. A. T. Graham","W. J. Burchell","8570","1828","03","24","South America","Brazil","Tocantins","Porto Real, west side of river","-48.4169","-10.7083",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=672483' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645175","NY00645175_01","Porto Nacional",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00940057","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","melvilla","Cuphea melvilla","Lindl.","S. A. T. Graham","N. A. Rosa","2012","1977","05","23","South America","Brazil","Mato Grosso","Rio Juruena","-58.3804411","-11.0249185",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986432' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940057","NY00940057_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","2108145","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","melvilla","Cuphea melvilla","Lindl.",NA,"N. A. Rosa","1521","1977","02","16","South America","Brazil","Roraima","Área pantanosa.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2261786' target='other'> <mi>dwc_moreinfo</mi></a>","NY02108145","NY02108145_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","02108142","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","melvilla","Cuphea melvilla","Lindl.",NA,"S. Tsugaru","B-852","1987","08","09","South America","Brazil","Amazonas","River side and small islets of Rio Amazonas within 100 km lower reaches from Manaus.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2261781' target='other'> <mi>dwc_moreinfo</mi></a>","NY02108142","NY02108142_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","687433","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","melvilla","Cuphea melvilla","Lindl.","T. B. Cavalcanti","M. Groppo, Jr.","482","2001","01","23","South America","Brazil","Mato Grosso do Sul","Mun. de Chapadão do Sul, BR-060, ca. 200 m do rio Paraíso.","-53.00222222","-19.0205556","575","575","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=875051' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687433","NY00687433_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","2108130","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","melvilla","Cuphea melvilla","Lindl.",NA,"I. L. do Amaral","237","1982","10","30","South America","Brazil","Amazonas","Rio Japurá, margem direita.","-66.8767405","-1.8362477",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2261077' target='other'> <mi>dwc_moreinfo</mi></a>","NY02108130","NY02108130_01","Maraã",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","2108141","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","melvilla","Cuphea melvilla","Lindl.",NA,"M. J. G. Hopkins","599","1986","06","08","South America","Brazil","Roraima","Ilha de Maracá. Furo Santa Rosa of Rio Uraricoera.-Ilha de Maracá. SEMA Estação. Furo Santa Rosa of Rio Uraricuera. Trail behind Casa Santa Rosa. Ca 1 km from river","-61.33","3.4",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2261088' target='other'> <mi>dwc_moreinfo</mi></a>","NY02108141","NY02108141_01","Alto Alegre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","2108134","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","melvilla","Cuphea melvilla","Lindl.",NA,"C. Farney","1960","1987","11","20","South America","Brazil","Pará","Rio Erepecurú, Mata de Terra Firme próxima à pista de pouso da Paciência. 5 km da Cachoeira da Paciência.","-56","0.33",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2261081' target='other'> <mi>dwc_moreinfo</mi></a>","NY02108134","NY02108134_01","Oriximiná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2016-09-30 13:59:00-03","NY","NYBG","2108146","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","melvilla","Cuphea melvilla",NA,NA,"J. J. Strudwick","3250","1981","07","17","South America","Brazil","Pará","Lageira, airstrip on Rio Maicuru, within 100m of Maicuru river bank.","-54.433333","-0.916667",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2261787' target='other'> <mi>dwc_moreinfo</mi></a>","NY02108146","NY02108146_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00940065","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","melvilla","Cuphea melvilla","Lindl.","T. B. Cavalcanti","T. B. Cavalcanti","423","1989","03","13","South America","Brazil","Goiás","Rodovia Goiania-Pires do rio. Entroncamento para Piracanjuba; km. 25.","-48.9","-17.33","630","630","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986861' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940065","NY00940065_01","Ipameri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00940064","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","melvilla","Cuphea melvilla","Lindl.","T. B. Cavalcanti","T. B. Cavalcanti","416","1989","03","12","South America","Brazil","Goiás","BR-050. Cristalina-Ipameri; km. 31. As margens do Rio Verissimo.","-47.93","-17.8","640","640","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986521' target='other'> <mi>dwc_moreinfo</mi></a>","NY00940064","NY00940064_01","Ipameri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","02108126","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","melvilla","Cuphea melvilla","Lindl.",NA,"T. C. Plowman","9030","1980","02","23","South America","Brazil","Pará","Alacilândia, 42 km west of Conceição do Araguaia along highway PA-287 at Rio Arraias do Araguaia.","-49.6","-8.2166669","300","300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2261070' target='other'> <mi>dwc_moreinfo</mi></a>","NY02108126","NY02108126_01","Conceição do Araguaia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","3909834","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","melvilla","Cuphea melvilla","Lindl.",NA,"P. Acevedo-Rodríguez","16704","2017","09","05","South America","Brazil","Mato Grosso do Sul","along Paraguay River north of Corumbá","-57.6481","-18.9686","92",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4506211' target='other'> <mi>dwc_moreinfo</mi></a>","NY03909834",NA,"Corumbá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","2108553","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Lythraceae","Cuphea","melvilla","Cuphea melvilla","Lindl.",NA,"G. T. Prance","8036","1968","10","29","South America","Brazil","Amazonas","Basin of Rio Purus area. Lago Preto, 3km. North of Lábrea. Flooded lake bank.","-64.7982109","-7.23797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2261794' target='other'> <mi>dwc_moreinfo</mi></a>","NY02108553","NY02108553_01","Lábrea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
