"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","eventTime","fieldNumber","individualCount","infraspecificEpithet"
"11","2021-04-05 14:25:56-03","UNESC","CRI","1230","PreservedSpecimen","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","Vanilde Citadini- Zanette",NA,NA,NA,"Vanilde Citadini-Zanette; Aurélio José de Aguiar","1475","1992","11","13","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300","Habitat: interior de mata atlântica secundária de encosta Habito: arvoreta","CRI004887","CRI004887",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:25:56-03","UNESC","CRI","9617","PreservedSpecimen","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","M. Verdi","2009","06","17","M. Verdi; R. P. Hasckel & G. Klemz","2366","2009","06","17","Brasil","Santa Catarina","Anitápolis","Rio do Meio.","-49.23","-27.9","49º13'48''W","27º54'0''S","602","602","Floresta Ombrófila Densa Habito: arbustiva","CRI004891","CRI004891",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-05 14:25:56-03","UNESC","CRI","1215","PreservedSpecimen","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","Marcos Sobral",NA,NA,NA,"Vanilde Citadini-Zanette; Robson dos Santos","1460","1992","10","15","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300","Habitat: interior de mata atlântica secundária de encosta Habito: arvoreta","CRI004897","CRI004897",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-05 14:25:56-03","UNESC","CRI","1171","PreservedSpecimen","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","Daniel de Barcellos Falkenberg",NA,NA,NA,"Vanilde Citadini-Zanette; Aurélio José de Aguiar & Robson dos Santos","1420","1992","08","14","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300","Habitat: mata atlântica secundária de encosta Habito: arvoreta","CRI004888","CRI004888",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-05 14:25:56-03","UNESC","CRI","9685","PreservedSpecimen","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","M. Verdi","2010","03","30","M. Verdi; D.h. klettenberg e G. Klemz","3890","2010","03","12","Brasil","Santa Catarina","Orleans","Rio Mirador (próximo ao Parque Estadual da Serra Furada).","-49.41","-28.17","49º24'36''W","28º10'12''S","431","431","Floresta Ombrófila Densa Habitat: interior do fragmento Habito: arbusto","CRI004893","CRI004893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-09-23 10:41:41-03","E","E","360301","PreservedSpecimen","Plantae","Myrsinaceae","Ardisia","guianensis","Ardisia guianensis",NA,NA,NA,NA,NA,"Smith, Herbert H.","430",NA,NA,NA,"CO",NA,NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00360301 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00360301",NA,"W. Tropical South America","herbarium specimen of unspecif","BGBASE:391328",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1187779","PreservedSpecimen","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","T. T. Carrijo",NA,NA,NA,"D. C. Daly","11464","2002","03","19","Brazil","Acre","Manoel Urbano","Rio Chandless (tributary of Rio Purus), right bank, Canamari.","-69.9447","-9.3833",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=263347' target='other'> <mi>dwc_moreinfo</mi></a>","NY01187779","NY01187779_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01165925","PreservedSpecimen","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez",NA,NA,NA,NA,"C. C. Berg","BG746",NA,NA,NA,"Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1300052' target='other'> <mi>dwc_moreinfo</mi></a>","NY01165925","NY01165925_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1187653","PreservedSpecimen","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","T. T. Carrijo",NA,NA,NA,"P. G. Delprete","8623","2002","04","19","Brazil","Acre","Tarauacá","Basin of Rio Muru, Colocaçao Igarapé Pau Caido","-70.77","-8.33",NA,NA,"180","180","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=381234' target='other'> <mi>dwc_moreinfo</mi></a>","NY01187653","NY01187653_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01165929","PreservedSpecimen","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez",NA,NA,NA,NA,"G. T. Prance","1810","1965","10","29","Brazil","Pará",NA,"Road BR 22, Capanema to Maranhão. Vicinity of Cachoeira, km. 96.","-46.537506","-1.765546",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1300153' target='other'> <mi>dwc_moreinfo</mi></a>","NY01165929","NY01165929_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01165928","PreservedSpecimen","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez",NA,NA,NA,NA,"G. T. Prance","13534",NA,NA,NA,"Brazil","Roraima",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1300144' target='other'> <mi>dwc_moreinfo</mi></a>","NY01165928","NY01165928_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2017-01-26 15:44:00-02","NY","NYBG","02104009","PreservedSpecimen","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis",NA,"J. M. Ricketson",NA,NA,NA,"F. A. Michelangeli","2188","2013","08","24","Suriname","Sipaliwini",NA,"Tributary of the Saramaca river, 6 km E of Rudi Kappel airstrip","-56.10619","3.7739",NA,NA,"205",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2177827' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104009","NY02104009_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","02852121","PreservedSpecimen","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","J. M. Ricketson",NA,NA,NA,"L. J. Dorr","5772","1988","07","03","Venezuela","Barinas","Pedraza","Trail from El Algarrobo (ca. 8°31'N; 70°35'W) to Mesa de Canagua (ca. 8°34'N; 70°40'W)",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2209578' target='other'> <mi>dwc_moreinfo</mi></a>","NY02852121","NY02852121_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","2446987","PreservedSpecimen","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","J. M. Ricketson",NA,NA,NA,"A. M. Amorim","6533","2006","10","22","Brazil","Bahia","Camacan","RPPN Serra Bonita. 9,7 km de Camacã na estrada para Jacarecí. Daí 6 km SW na estrada para a RPPN e torre da Embratel.","-39.5653","-15.3917",NA,NA,"900","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2354802' target='other'> <mi>dwc_moreinfo</mi></a>","NY02446987","NY02446987_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01165930","PreservedSpecimen","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez",NA,NA,NA,NA,"G. T. Prance","1749","1965","10","28","Brazil","Pará",NA,"Banks of Rio Piria, North of Km 90.","-46.591256","-1.736043",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1300159' target='other'> <mi>dwc_moreinfo</mi></a>","NY01165930","NY01165930_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","495796","PreservedSpecimen","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","T. T. Carrijo",NA,NA,NA,"R. P. Belém","1788","1965","09","23","Brazil","Bahia","Itabuna","Margem do Rio Cachoeira","-39.2803","-14.7858",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=714943' target='other'> <mi>dwc_moreinfo</mi></a>","NY00495796","NY00495796_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1187773","PreservedSpecimen","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","T. T. Carrijo",NA,NA,NA,"D. C. Daly","8870","1996","05","06","Brazil","Acre","Mâncio Lima","Parque Nacional Serra do Divisor, Serra do Moa, eastern piedmont.","-73.6242","-7.4667",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=263405' target='other'> <mi>dwc_moreinfo</mi></a>","NY01187773","NY01187773_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2017-01-26 16:27:00-02","NY","NYBG","01481813","PreservedSpecimen","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis",NA,"T. T. Carrijo",NA,NA,NA,"L. J. Dorr","7780","1990","11","23","Venezuela","Barinas","Pedraza","Trail from Pozo Negro to Mesa de Canagua.","-70.642","8.558",NA,NA,"400","600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1410817' target='other'> <mi>dwc_moreinfo</mi></a>","NY01481813",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01165933","PreservedSpecimen","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez",NA,NA,NA,NA,"B. A. Krukoff","4675",NA,NA,NA,"Brazil","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1300187' target='other'> <mi>dwc_moreinfo</mi></a>","NY01165933","NY01165933_01 NY01165933_02","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","01165927","PreservedSpecimen","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez",NA,NA,NA,NA,"B. A. Krukoff","6293",NA,NA,NA,"Brazil","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1300088' target='other'> <mi>dwc_moreinfo</mi></a>","NY01165927","NY01165927_01 NY01165927_02","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01165921","PreservedSpecimen","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez",NA,NA,NA,NA,"B. V. Rabelo","2031",NA,NA,NA,"Brazil","Amapá",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1300045' target='other'> <mi>dwc_moreinfo</mi></a>","NY01165921","NY01165921_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","01165945","PreservedSpecimen","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez",NA,NA,NA,NA,"P. R. J. Bamps","5229",NA,NA,NA,"Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1301281' target='other'> <mi>dwc_moreinfo</mi></a>","NY01165945","NY01165945_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01165923","PreservedSpecimen","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","J. J. Pipoly",NA,NA,NA,"G. T. Prance","10599","1971","02","18","Brazil","Roraima",NA,"Between Maitá and Paramiteri Indian village",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1294997' target='other'> <mi>dwc_moreinfo</mi></a>","NY01165923","NY01165923_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","496774","PreservedSpecimen","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","T. T. Carrijo",NA,NA,NA,"E. M. N. Ferraz","592","1999","01","29","Brazil","Pernambuco",NA,"Sao Vicente Férrer, Mata do Estado","-35.5","-7.58",NA,NA,"600","600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=263435' target='other'> <mi>dwc_moreinfo</mi></a>","NY00496774","NY00496774_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","01165920","PreservedSpecimen","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","T. T. Carrijo",NA,NA,NA,"W. A. Rodrigues","3926","1961","12","07","Brazil","Amazonas","Maués","Rio Parauari, Mucajá. Terra firme, solo arenoso.","-57.5385788","-3.9567841",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1295000' target='other'> <mi>dwc_moreinfo</mi></a>","NY01165920","NY01165920_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01165932","PreservedSpecimen","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez",NA,NA,NA,NA,"G. T. Prance","10285","1969","02","27","Brazil","Amazonas",NA,"Basin of Rio Demeni, vicinity of Tototobí","-63.5471213","1.576736",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1300178' target='other'> <mi>dwc_moreinfo</mi></a>","NY01165932","NY01165932_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","01165924","PreservedSpecimen","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez",NA,NA,NA,NA,"R. P. Bahia","65",NA,NA,NA,"Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1300046' target='other'> <mi>dwc_moreinfo</mi></a>","NY01165924","NY01165924_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","01195782","PreservedSpecimen","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","J. M. Ricketson",NA,NA,NA,"P. Fiaschi","2829","2005","03","17","Brazil","Bahia","Arataca","Serra das lontras, ca. 7 km no ramal que liga a povoao de Itatigui a Serra das Lontras","-39.4081","-15.2028",NA,NA,"600","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1401090' target='other'> <mi>dwc_moreinfo</mi></a>","NY01195782",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01165926","PreservedSpecimen","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez",NA,NA,NA,NA,"C. C. Berg","BG746",NA,NA,NA,"Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1300078' target='other'> <mi>dwc_moreinfo</mi></a>","NY01165926","NY01165926_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","01165922","PreservedSpecimen","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","J. J. Pipoly",NA,NA,NA,"G. T. Prance","13627","1971","02","11","Brazil","Roraima",NA,"Between Botamatatedi - Maitá","-63.45397","3.129109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1295008' target='other'> <mi>dwc_moreinfo</mi></a>","NY01165922","NY01165922_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01165931","PreservedSpecimen","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez",NA,NA,NA,NA,"G. T. Prance","P25417","1977","11","15","Brazil","Pará",NA,"BR 163; km 1131. Vicinity of Igarapé Natal","-55.4792619","-6.7316953",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1300169' target='other'> <mi>dwc_moreinfo</mi></a>","NY01165931","NY01165931_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","1181486","PreservedSpecimen","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","D. C. Zappi",NA,NA,NA,"D. C. Zappi","1177","2008","02","10","Brazil","Mato Grosso","Novo Mundo","Parque Estadual Cristalino. Acampamento 35 km acima da pousada.","-55.51533","-9.506353",NA,NA,"264","264","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1375824' target='other'> <mi>dwc_moreinfo</mi></a>","NY01181486","NY01181486_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","1187772","PreservedSpecimen","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","T. T. Carrijo",NA,NA,NA,"D. C. Daly","8712","1995","11","21","Brazil","Acre","Tarauacá","Basin of Rio Juruá, Rio Tarauacá, right bank, Reserva Indígena Praia do Carapaná, Seringal Universo, Colocaçao Vista Alegre.","-71.3491667","-8.4494444",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=566489' target='other'> <mi>dwc_moreinfo</mi></a>","NY01187772","NY01187772_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","1075405","PreservedSpecimen","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","J. J. Pipoly",NA,NA,NA,"L. A. de Lima","311","1992","02","21","Brazil","Acre","Brasiléia","Reserva Extrativista Chico Mendes, Seringal Porongaba, transecto 1.","-72.7","-9.12",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=263430' target='other'> <mi>dwc_moreinfo</mi></a>","NY01075405","NY01075405_01","South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-06-29 11:32:09-03","UFRJ","RFA","43782","PreservedSpecimen","Plantae","Primulaceae","Ardisia","guianensis","Ardisia guianensis","(Aubl.) Mez","Vanilde Citadini-Zanette",NA,NA,NA,"Jairo J. Zocche; Rogério & Marinalda",NA,NA,NA,NA,"Brasil","Santa Catarina","Santa Catarina","Turvo, Floresta ombrófita densa.","-49.681944","-28.928056","49º40'55''W","28º55'41''S",NA,NA,"Hábito Arbóreo","RFA56230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
