"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","locality","preparationType","class","coordinatePrecision","geoFlag","individualCount","relatedCatalogItem"
"11","2021-04-05 09:58:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","16535","S","Plantae","Aspleniaceae","Asplenium","lacinulatum","Asplenium lacinulatum","Schrad",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","Monte Alto","-48.4900016784668","-21.2600002288818",NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Polypodiales","América do Sul",NA,NA,"Polypodiopsida","21949","auto",NA,NA
"12","2021-04-05 09:58:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","12079","S","Plantae","Aspleniaceae","Asplenium","lacinulatum","Asplenium lacinulatum","Schrad",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","Jaci","-49.5699996948242","-20.8799991607666",NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Polypodiales","América do Sul",NA,NA,"Polypodiopsida","16340","auto",NA,NA
"13","2021-04-05 09:58:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","15079","S","Plantae","Aspleniaceae","Asplenium","lacinulatum","Asplenium lacinulatum","Schrad",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","Mirassol","-49.5200004577637","-20.8099994659424",NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Polypodiales","América do Sul",NA,NA,"Polypodiopsida","18310","auto",NA,NA
"14","2021-04-05 09:58:53-03","UNESP-IBILCE","SJRP-PTERIDOPHYTA","16958","S","Plantae","Aspleniaceae","Asplenium","lacinulatum","Asplenium lacinulatum","Schrad",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","São Paulo","Monte Alto","-48.4900016784668","-21.2600002288818",NA,NA,NA,NA,NA,NA,NA,"Tracheophyta","Polypodiales","América do Sul",NA,NA,"Polypodiopsida","21949","auto",NA,NA
"15","2020-11-04 11:21:12-03","ESALQ","ESA","61865","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","lacinulatum","Asplenium lacinulatum",NA,NA,NA,NA,NA,"Kozera, C. et al.","857.0","1999","01","11","Brasil","São Paulo","Iguape","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,"ESA061865","ESA061865","Pteridophyta",NA,NA,NA,NA,NA,"55628","auto",NA,NA
"16","2021-01-14 15:23:49-03","MN","R","213371","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","lacinulatum","Asplenium lacinulatum","Schrad.",NA,NA,NA,NA,NA,"540","1933","08","02","Brasil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA
"17","2021-04-02 18:54:34-03","MN","R","15763","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","lacinulatum","Asplenium lacinulatum","Schrad.",NA,NA,NA,NA,"Brade, A.C.","8324","1922","04",NA,"Brasil","São Paulo","Iguape","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"Herbarium Brasiliense - Alexander Curt Brade nº 8324",NA,NA,NA,NA,NA,NA,NA,NA,"55628","auto",NA,NA
"18","2021-03-24 17:08:41-03","UFES","SAMES","5704","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","lacinulatum","Asplenium lacinulatum","Schrad.","Sylvestre,L.","2014","02","21","Giaretta,A.O.; Monteiro,M.M.","425","2008","12","13","Brasil","Espírito Santo","Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,"Pl. em área sombreada não alagada. Habitat: Mata de restinga sobre cordão arenoso arenoso próximo de uma área entre cordões dominada por Montrichardia. Área atrás da fazendo Jequitaia.","SAMES05704",NA,NA,NA,NA,"Itaúnas. Mata de restinga sobre cordão arenoso arenoso próximo de uma área entre cordões dominada por Montrichardia. Área atrás da fazendo Jequitaia.",NA,NA,"41644","auto",NA,NA
"19","2021-03-24 17:08:41-03","UFES","SAMES","5706","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","lacinulatum","Asplenium lacinulatum","Schrad.","Sylvestre,L.","2014","02","21","Lopes,L.C.M.; Giaretta,A.O.","18","2009","05","31","Brasil","Espírito Santo","Conceição da Barra","-39.7322006225586","-18.5932998657227","-397191667.0","-184205556.0",NA,NA,"Planta terrestre. Habitat: Mata seca de restinga, sobre cordão arenoso. Fragmento atrás da Fazenda Jequitaia.","SAMES05706",NA,NA,NA,NA,"Itaúnas. Mata seca de restinga, sobre cordão arenoso. Fragmento atrás da Fazenda Jequitaia.",NA,NA,"41644","auto",NA,NA
"20","2021-03-24 17:08:41-03","UFES","SAMES","5705","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","lacinulatum","Asplenium lacinulatum","Schrad.","Sylvestre,L.","2014","02","21","Giaretta,A.O.; Ribeiro,M.;Marcarini,L.","1164","2012","01","17","Brasil","Espírito Santo","Conceição da Barra","-39.7322006225586","-18.5932998657227","-397191667.0","-184205556.0",NA,NA,"Sombreada, soros marrons. Habito: Erva terrestre","SAMES05705",NA,NA,NA,NA,"Parque Estadual de Itaúnas. Mata seca de restinga sobre cordão arenoso, próximo de uma área entre cordões dominadas po Montrichordia, área atrás da Fazenda Jequitaia.",NA,NA,"41644","auto",NA,NA
"21","2019-11-21 14:51:29-03","UFJF","CESJ","25026","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","lacinulatum","Asplenium lacinulatum","Schrad.","L.Sylvestre","2000","03",NA,"A. Araújo","6797","1985","04","03","Brasil","Rio de Janeiro","Angra dos Reis","-44.283333","-23.166667","-44.283333","-23.166667",NA,NA,"Na mata seca de restinga. Terrestre pouco frequente. Umbrófila. Pecíolo marrom escuro.","CESJ025026","CESJ025026","Polypodiopsida",NA,"América do Sul","Ilha Grande, Reserva Biológica Est. Praia do Sul. 23º10'S 44º17'W. Praia do Sul,",NA,NA,NA,NA,NA,NA
"22","2020-10-14 09:58:41-03","FURB","FURB","14510","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","lacinulatum","Asplenium lacinulatum","Schrad.","Gasper, AL de","2009","09","16","Gasper, A.L. de; Cadorin, T.J. & Schmitt, J.","2372","2009","09","16","Brasil","Santa Catarina","Porto Belo","-48.6019444","-27.1494444","-48.6019444","-27.1494444","3","3","Florística IFFSC e8002a (Erva Terrícola) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio médio de regeneração Habito: erva terrícola;","FURB00022","FURB00022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-10-14 09:58:41-03","FURB","FURB","20785","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","lacinulatum","Asplenium lacinulatum","Schrad.","Gasper, AL de","2010","03","10","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1351","2010","02","05","Brasil","Santa Catarina","Porto Belo","-48.6019444","-27.1494444","-48.6019444","-27.1494444","55","55","Florística IFFSC e8002b (Erva Terrícola) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio Médio a avançado; interior do fragmento Habito: erva terrícola;","FURB05713","FURB05713",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-10-14 09:58:41-03","FURB","FURB","29479","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","lacinulatum","Asplenium lacinulatum","Schrad.","Gasper, AL de","2010","09","30","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","2967","2010","06","30","Brasil","Santa Catarina","Porto Belo","-48.6019444","-27.1494444","-48.6019444","-27.1494444","6","6","Florística IFFSC e8002c (Erva Terrícola) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio Avançado; interior do fragmento Habito: erva terrícola;","FURB05712","FURB05712",NA,NA,NA,"Margem da BR 101.",NA,NA,NA,NA,NA,NA
"25","2020-04-27 16:08:46-03","UFES","VIES","9708","S","Plantae","Aspleniaceae","Asplenium","lacinulatum","Asplenium lacinulatum","Schrad.","Behar, L.","1992","06",NA,"Pereira, O.J.","3273","1992","04","14","Brasil","Espírito Santo","Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,NA,"VIES009708","VIES009708",NA,NA,NA,NA,NA,NA,"41644","auto",NA,NA
"26","2020-04-27 16:08:46-03","UFES","VIES","7128","S","Plantae","Aspleniaceae","Asplenium","lacinulatum","Asplenium lacinulatum","Schrad.","Pereira, O.J.","1993","08","12","Pereira, O.J.; Gomes, J.M.L.","4827","1993","08","12","Brasil","Espírito Santo","Conceição da Barra","-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,NA,"VIES007128","VIES007128",NA,NA,NA,"Área 157 da Aracruz Celulose S.A.",NA,NA,"41644","auto",NA,NA
"27","2020-04-27 16:08:46-03","UFES","VIES","3161","S","Plantae","Aspleniaceae","Asplenium","lacinulatum","Asplenium lacinulatum","Schrad.","J.P. Condack","2015","01",NA,"Behar, L.; Viégas, G.M.F.","229","1988","10","31","Brasil","Espírito Santo","Guarapari","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,"Dentro da mata, na parte mais alota onde o solo é mais seco.","VIES003161","VIES003161",NA,NA,NA,"Restinga às margens da Rodovia do Sol - Setiba - Km 32.",NA,NA,"28401","auto",NA,NA
"28","2020-04-27 16:08:46-03","UFES","VIES","4937","S","Plantae","Aspleniaceae","Asplenium","lacinulatum","Asplenium lacinulatum","Schrad.","Condack, J.P.","2015","01",NA,"Behar, L.; Viégas, G.M.F.","302","1990","08","02","Brasil","Espírito Santo","Guarapari","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,NA,"VIES004937","VIES004937",NA,NA,NA,"Setiba - Km 32.",NA,NA,"28401","auto",NA,NA
"29","2020-06-29 09:29:19-03","UFRRJ","RBR","28633","S","Plantae","Aspleniaceae","Asplenium","lacinulatum","Asplenium lacinulatum","Schrad.",NA,NA,NA,NA,"L. Behar","229","1988","10","17","Brasil","Espírito Santo","Guarapari","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,NA,"RBR00028633",NA,NA,NA,NA,NA,NA,NA,"28401","auto",NA,NA
"30","2020-07-15 17:55:34-03","UFRRJ","RBR","14494","S","Plantae","Aspleniaceae","Asplenium","lacinulatum","Asplenium lacinulatum","Schrad.",NA,NA,NA,NA,"L. Behar; G.M.F. Viegas","229","1988","11","30","Brasil","Espírito Santo","Guarapari","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,NA,"RBR00014494",NA,NA,NA,NA,"Guarapari, restinga da Rodovia do Sol - Setiba. Restinga. Plano.",NA,NA,"28401","auto",NA,NA
"31","2020-06-29 09:29:19-03","UFRRJ","RBR","18646","S","Plantae","Aspleniaceae","Asplenium","lacinulatum","Asplenium lacinulatum","Schrad.","L.S. Sylvestre","2015","12","18","D. Araújo; M.V.S. Alves","9024","1989","11","28","Brasil","Rio de Janeiro","Angra dos Reis","-44.3180999755859","-23.0067005157471",NA,NA,NA,NA,NA,"RBR00018646",NA,NA,NA,NA,"Ilha Grande, Reserva Biológica da Praia do Sul",NA,NA,"32988","auto",NA,NA
"32","2020-07-15 17:55:34-03","UFRRJ","RBR","14502","S","Plantae","Aspleniaceae","Asplenium","lacinulatum","Asplenium lacinulatum","Schrad.",NA,NA,NA,NA,"O.J. Pereira","302,97","1990","08","02","Brasil","Espírito Santo","Guarapari","-40.5110015869141","-20.6580009460449",NA,NA,NA,NA,NA,"RBR00014502",NA,NA,NA,NA,"Setiba - Guarapari. Restinga da Rodovia do Sol - 32. Restinga Plano.",NA,NA,"28401","auto",NA,NA
"33","2020-09-29 14:53:08-03","UFPR","UPCB","57571","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","lacinulatum","Asplenium lacinulatum","Schrad.","Labiak, P.H.","2006","08",NA,"Labiak, P.H.","3111","2004","02","15","Brasil","Paraná","Paranaguá","-48.318889","-25.512222","-48.318889","-25.512222","3","3","Terrestre, sobre solo com deposição de húmus abundante. Restinga arbórea, região intercordão, com lençol freático aflorando à superfície..","UPCB0001406","UPCB0001406","Polypodiophyta",NA,NA,"Ilha do Mel, Estação Ecológica.",NA,NA,NA,NA,NA,NA
"34","2020-09-29 14:53:08-03","UFPR","UPCB","57584","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","lacinulatum","Asplenium lacinulatum","Schrad.","Labiak, P.H.","2004","05",NA,"Labiak, P.H.","3125","2004","02","15","Brasil","Paraná","Paranaguá","-48.318889","-25.512222","-48.318889","-25.512222","3","3","Epífita na base das árvores. Restinga arbórea, região intercordão, com lençol freático aflorando à superfície..","UPCB0001403","UPCB0001403","Polypodiophyta",NA,NA,"Ilha do Mel, Estação Ecológica.",NA,NA,NA,NA,NA,NA
"35","2020-09-29 14:53:08-03","UFPR","UPCB","49642","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","lacinulatum","Asplenium lacinulatum","Schrad.","Labiak, P.H.","2000","08",NA,"Isernhagen, I.","408","2000","06","30","Brasil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Epífita, floresta ombrófila densa das terras baixas..","UPCB0001407","UPCB0001407","Polypodiophyta",NA,NA,"Estação Ecológica de Guaraguaçu, lote 34",NA,NA,"24916","auto",NA,NA
"36","2020-09-29 14:53:08-03","UFPR","UPCB","23756","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","lacinulatum","Asplenium lacinulatum","Schrad.","Salino, A.","1992","10",NA,"Salino, A.","1512","1992","10","10","Brasil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Terrestre. Local rochoso, encosta do morro..","UPCB0001408","UPCB0001408","Polypodiophyta",NA,NA,"Ilha do Mel, Morro da Baleia",NA,NA,"24916","auto",NA,NA
"37","2020-09-12 05:00:02-03","US","US","1280930","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","lacinulatum","Asplenium lacinulatum","Schrad.",NA,NA,NA,NA,"P. K. Dusén","13561","1911","12","16","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"US01511423","US01511423_01",NA,"Polypodiales","South America","Brasilienses, Paraná: Pontal, in silvila.",NA,"Pteridophyte",NA,NA,"1",NA
"38","2020-09-12 05:00:02-03","US","US","1516398","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","lacinulatum","Asplenium lacinulatum","Schrad.",NA,NA,NA,NA,"P. K. Dusén","15473","1914","8","31","Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"US01511421","US01511421_01",NA,"Polypodiales","South America","Brasilienses, Paraná: Kilometre 6 prope Porto Dom Pedro II",NA,"Pteridophyte",NA,NA,"1",NA
"39","2020-09-12 05:00:02-03","US","US","1516111","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","lacinulatum","Asplenium lacinulatum","Schrad.",NA,NA,NA,NA,"A. C. Brade","8324","1923",NA,NA,"Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"US01511422","US01511422_01",NA,"Polypodiales","South America - Neotropics","Iguape. Peroupava. [interpreted]",NA,"Pteridophyte",NA,NA,"1",NA
"40","2020-09-12 05:00:02-03","US","US","832189","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","lacinulatum","Asplenium lacinulatum","Schrad.",NA,NA,NA,NA,"Riedel, --","99","1885","12",NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"US01511424","US01511424_01",NA,"Polypodiales","South America","Brasilia.",NA,"Pteridophyte",NA,NA,"1",NA
"41","2021-03-25 13:51:32-03","UNIVILLE","JOI","11473","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","lacinulatum","Asplenium lacinulatum","Schrad.","A.L. de Gasper","2010","09","30","J.L. Schmitt","2967","2010","06","30","Brasil","Santa Catarina","Porto Belo","-48.601944","-27.149444","48º36'7''W","27º8'58''S","6","6","Florística IFFSC e8002c; HABITAT: interior do fragmento; HABITO: erva terrícola; TIPO VEGETACIONAL: Floresta Ombrófila Densa de Terras Baixas","JOI011473","JOI011473",NA,NA,NA,"Margem da BR 101.",NA,NA,NA,NA,NA,NA
"42","2020-07-23 11:58:30-03","CEPLAC","CEPEC","126057","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","lacinulatum","Asplenium lacinulatum",NA,"F. B. Matos",NA,NA,NA,"F. B. Matos","1725","2009","06","13","Brasil","Bahia","PORTO SEGURO","-39.25","-16.5","39W15'","16S30'",NA,NA,NA,NA,NA,NA,NA,NA,"Parque Nacional do Pau-brasil.",NA,NA,NA,NA,NA,"30/06/2009"
"43","2020-07-23 11:58:30-03","CEPLAC","CEPEC","19555","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","lacinulatum","Asplenium lacinulatum",NA,"L. S. Sylvestre",NA,NA,NA,"R. M. Harley","18284","1977","01","26","Brasil","Bahia","UNA","-39.016667","-15.283333","39W1'","15S17'",NA,NA,NA,NA,NA,NA,NA,NA,"6Km a E de Una, ao longo da antiga Rod. P/ povoado de Pedras.",NA,NA,NA,NA,NA,"30/12/2002"
"44","2020-07-23 11:58:30-03","CEPLAC","CEPEC","23455","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","lacinulatum","Asplenium lacinulatum",NA,"L. S. Sylvestre",NA,NA,NA,"J. L. Hage","877","1978","06","05","Brasil","Bahia","CANAVIEIRAS","-38.9472007751465","-15.6750001907349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ramal a 21Km na Rod. Canavieiras/Una. BA-001. Ramal da Faz. Campo Lúcio.",NA,NA,"48203","auto",NA,"30/12/2002"
"45","2020-07-23 11:58:30-03","CEPLAC","CEPEC","6140","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","lacinulatum","Asplenium lacinulatum",NA,"L. S. Sylvestre",NA,NA,NA,"T. S. dos Santos","1150","1970","09","23","Brasil","Bahia","CANAVIEIRAS","-38.9472007751465","-15.6750001907349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Santa Maria Eterna. Estrada a Canavieiras.",NA,NA,"48203","auto",NA,"30/12/2002"
"46","2020-07-23 11:58:30-03","CEPLAC","CEPEC","7039","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","lacinulatum","Asplenium lacinulatum",NA,"L. S. Sylvestre",NA,NA,NA,"T. S. dos Santos","1804","1971","08","13","Brasil","Bahia","CANAVIEIRAS","-38.9472007751465","-15.6750001907349",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Santa Maria Eterna, Km 1 a Canavieiras.",NA,NA,"48203","auto",NA,"30/12/2002"
"47","2020-07-23 11:58:30-03","CEPLAC","CEPEC","4493","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","lacinulatum","Asplenium lacinulatum",NA,"L. S. Sylvestre",NA,NA,NA,"R. P. Belém","3685","1968","06","09","Brasil","Bahia","UNA","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Margem do Rio Una.",NA,NA,"36070","auto",NA,"30/12/2002"
"48","2020-07-23 11:58:30-03","CEPLAC","CEPEC","22678","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","lacinulatum","Asplenium lacinulatum",NA,"L. S. Sylvestre",NA,NA,NA,"L. A. Mattos-Silva","1055","1980","08","12","Brasil","Bahia","VALENÇA","-39.0731010437012","-13.3703002929688",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ramal a esquerda da Rod. que liga Valença/Guaibim (litoral), Km 9.",NA,NA,"43634","auto",NA,"30/12/2002"
"49","2019-12-19 16:20:33-03","UFMG","BHCB-SL","47895","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","lacinulatum","Asplenium lacinulatum","Schrad.","Salino, A",NA,NA,NA,"Kozera, C; Vanini, A; Hayashi, AH; Lima, CBK","857","1999","01","11","Brasil","São Paulo","Iguape","-47.633333","-24.7","-47.633333","-24.7",NA,NA,"Epífita a 50 cm.","BHCB052649",NA,NA,NA,"América","Estação Ecológica de Chauás, Floresta Ombrófila Densa. Acesso pela estrada de Iguape-Jairê. Coordenadas aproximadas.",NA,NA,NA,NA,NA,NA
"50","2019-12-19 16:20:33-03","UFMG","BHCB-SL","30735","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","lacinulatum","Asplenium lacinulatum","Schrad.","Salino, A",NA,NA,NA,"Salino, A; Silva, SM; Britez, RM; Marques, MCM","1512","1992","10","10","Brasil","Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Terrestre, em local rochoso, no interior da floresta, na encosta do Morro. Herbáceo.","BHCB052650",NA,NA,NA,"América","Ilha do Mel, Morro da Baleia.",NA,NA,"24916","auto",NA,NA
"51","2021-01-12 15:23:37-03","UFMG","BHCB-SL","59084","PreservedSpecimen","Plantae","Aspleniaceae","Asplenium","lacinulatum","Asplenium lacinulatum","Schrad.","Salino, A","2001","05",NA,"Salino, A; Dittrich, VAO; Meinberg, AC; Carvalho, AC; Teixeira, LCRS","6692","2001","05","03","Brasil","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"Epífita a 1,50m de altura no interior de floresta","BHCB052647",NA,NA,NA,"América","Parque Estadual da Serra do Mar; Núcleo de Picingu",NA,NA,"34265","auto",NA,NA
