"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","typeStatus","relatedCatalogItem","previousCatalogNumber","sex"
"11","2016-09-29 13:26:00-03","NY","NYBG","791710","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Egletes","viscosa","Egletes viscosa","J. F. Pruski","S. A. Pierotti","1394","1945","05","16","South America","Argentina","Salta","Orán","Río Bermejo",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=458179' target='other'> <mi>dwc_moreinfo</mi></a>","NY00791710",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","791707","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Egletes","viscosa","Egletes viscosa","G. M. Barroso","J. I. de A. Falcao","1082","1954","09","14","South America","Brazil","Paraíba",NA,"Sumé",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=458184' target='other'> <mi>dwc_moreinfo</mi></a>","NY00791707","NY00791707_01","(L.) Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","02482425","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Egletes","viscosa","Egletes viscosa",NA,"S. Moore","477","1891",NA,NA,"South America","Brazil",NA,NA,"Inter Matogrossense",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2711162' target='other'> <mi>dwc_moreinfo</mi></a>","NY02482425","NY02482425_01","(L.) Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00855993","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Egletes","viscosa","Egletes viscosa","G. M. Barroso","G. T. Prance","58546","1964","08","04","South America","Brazil","Tocantins","Filadélfia","West bank of Rio Tocantins, 8 km. north of Filadélfia.","-47.517972","-7.286786","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=937693' target='other'> <mi>dwc_moreinfo</mi></a>","NY00855993","NY00855993_01","(L.) Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-09-29 20:56:00-03","NY","NYBG","00855994","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Egletes","viscosa","Egletes viscosa","J. F. Pruski","D. C. Daly","D406","1980","10","01","South America","Brazil","Maranhão",NA,"Road from Sao Luiz Gonzaga to Santo Antonio, 53 to 35 km from Bacabal.","-44.67","-4.32","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=937709' target='other'> <mi>dwc_moreinfo</mi></a>","NY00855994","NY00855994_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-10-18 16:23:59-02","UNEMAT","TANG","1329","S","Plantae",NA,NA,"Asteraceae","Egletes","viscosa","Egletes viscosa",NA,"Seabra, S","s.n.","2010","08","28",NA,"Brasil","Mato Grosso","Cáceres","Cáceres.","-57.6789016723633","-16.0706005096436",NA,"Erva, próxima a baía, número intenso de indivíduos em várias localidades.","TANG000001329",NA,"(L.) Less.",NA,NA,"172193","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-11-19 15:43:19-03","UNEB","HUNEB","14124","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Asteraceae","Egletes","viscosa","Egletes viscosa",NA,"Marcondes Oliveira","5181","2010","10","30",NA,"Brasil","Pernambuco","Parnamirim","Açude entre Montes","-39.939722",NA,NA,NA,"HUNEB0014124",NA,"(L.) Less.","387","387",NA,NA,"Dicotyledoneae","39W56'23''","8S57'80''",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-11-19 15:43:19-03","UNEB","HUNEB","13788","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Asteraceae","Egletes","viscosa","Egletes viscosa",NA,"DIAS,V.L.O","42","2011","11","27",NA,"Brasil","Bahia","Alagoinhas","Boa União Fazenda Cangula","-38.505833","-12.160278",NA,"Floresta Ombrófila Densa","HUNEB0013788",NA,"(L.) Less.",NA,NA,NA,NA,"Dicotyledoneae","38W30'21''","12S9'37''",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-11-19 15:43:19-03","UNEB","HUNEB","14105","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Asteraceae","Egletes","viscosa","Egletes viscosa",NA,"Silva, A.C.C.P.","12","2010","08","17",NA,"Brasil","Pernambuco","Custódia","Lote 11, Riacho do Boi, Açude DNOCS","-37.599722","-8.075833",NA,"Savana Estépica","HUNEB0014105",NA,"(L.) Less.","566","566",NA,NA,"Dicotyledoneae","37W35'59''","8S4'33''",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-11-19 15:43:19-03","UNEB","HUNEB","14120","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Asteraceae","Egletes","viscosa","Egletes viscosa",NA,"A.P. Fontana","7199","2010","10","23",NA,"Brasil","Pernambuco","Ibimirim","Açude Poço da Cruz","-37.613056","-8.377222",NA,NA,"HUNEB0014120",NA,"(L.) Less.","446","446",NA,NA,"Dicotyledoneae","37W36'47''","8S22'38''",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-11-19 15:43:19-03","UNEB","HUNEB","14125","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Asteraceae","Egletes","viscosa","Egletes viscosa",NA,"Marcondes Oliveira","5219","2010","10","31",NA,"Brasil","Ceará","Mauriti","Açude Quixabinha","-38.7475","-7.5025",NA,NA,"HUNEB0014125",NA,NA,"421","421",NA,NA,"Dicotyledoneae","38W44'51''","7S30'9''",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-11-19 15:43:19-03","UNEB","HUNEB","14127","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Asteraceae","Egletes","viscosa","Egletes viscosa",NA,"A.J.S. Santos","38","2011","10","22",NA,"Brasil","Pernambuco","Petrolina","Estrada da Tapera, Chácara Nossa Senhora de Fátima","-40.5475","-9.417778",NA,NA,"HUNEB0014127",NA,"(L.) Less.","368","368",NA,NA,"Dicotyledoneae","40W32'51''","9S25'4''",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-11-19 15:43:19-03","UNEB","HUNEB","14138","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Asteraceae","Egletes","viscosa","Egletes viscosa",NA,"Silva, A.C.C.P.","61","2011","01","26",NA,"Brasil","Pernambuco","Terra Nova","Açude Terra Nova","-39.372778","-8.22",NA,NA,"HUNEB0014138",NA,"(L.) Less.",NA,NA,NA,NA,"Dicotyledoneae","39W22'22''","8S13'12''",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-11-19 15:43:19-03","UNEB","HUNEB","14142","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Asteraceae","Egletes","viscosa","Egletes viscosa",NA,"Souza, E.","88","2011","01","15",NA,"Brasil","Pernambuco","Sertania","Lote 12. Lagoa natural",NA,"-8.023889",NA,NA,"HUNEB0014142",NA,"(L.) Less.","587","587",NA,NA,"Dicotyledoneae","15W34'80''","8S1'26''",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-11-19 15:43:19-03","UNEB","HUNEB","14141","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Asteraceae","Egletes","viscosa","Egletes viscosa",NA,"Pimenta, W.A.","44","2011","02","17",NA,"Brasil","Pernambuco","Salgueiro","Lote 4, Açude Algodão","-39.065","-8.023056",NA,NA,"HUNEB0014141",NA,"(L.) Less.","434","434",NA,NA,"Dicotyledoneae","39W3'54''","8S1'23''",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-30 12:34:38-03","EAO","IAN","197849","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Egletes","viscosa","Egletes viscosa",NA,"Catarino, L; Freitas, JC","2770","2018","08","29","Southern America","Brasil","Pará","São Geraldo do Araguaia","Parque Estadual da Serra dos Martírios-Andorinhas / APA Araguaia.","-48.71075","-6.509778",NA,"Erva aromática, vivaz, c. 30cm, com inflorescências brancas e amarelas.; Vegetação predominantemente herbácea. Margens do Rio Araguaia.","IAN197849",NA,"(L.) Less.",NA,NA,NA,NA,NA,"-48.71075","-6.509778",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:34:38-03","EAO","IAN","29189","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Egletes","viscosa","Egletes viscosa","Barroso, GM","Miranda, R","54","1945","12",NA,"Southern America","Brasil","Ceará",NA,"Região de Araripe, sertão.",NA,NA,NA,NA,"IAN029189","IAN029189 IAN029189_e","(L.) Less.",NA,NA,NA,NA,NA,NA,NA,"1949","09",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:34:38-03","EAO","IAN","42254","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Egletes","viscosa","Egletes viscosa",NA,"Fróes, RL","23604","1948","09","15","Southern America","Brasil","Pará","Remansão","Estrada de Ferro Tocantins.",NA,NA,NA,"Herbaceous plant, yellow flowers growing, on sandy bank of the river.","IAN042254",NA,"(L.) Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:34:38-03","EAO","IAN","50113","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Egletes","viscosa","Egletes viscosa","Barroso, GM","Pires, JM; Black, GA","1530","1949","07","29","Southern America","Brasil","Maranhão",NA,"Ilha do Bote, próximo de Carolina. Rio Tocantins.",NA,NA,NA,NA,"IAN050113",NA,"(L.) Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:34:38-03","EAO","IAN","88340","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Egletes","viscosa","Egletes viscosa","Barroso, GM","Macêdo, A","3932","1955","07","27","Southern America","Brasil","Goiás",NA,"Pto. Nacional.",NA,NA,NA,"Subarbusto em formação. Brancas de aluvião com folhas aromáticas.","IAN088340",NA,"(L.) Less.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:34:38-03","EAO","IAN","105480","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Egletes","viscosa","Egletes viscosa","Barroso, GM","Magalhães, MG","4701","1951","09","23","Southern America","Brasil","Minas Gerais","Pirapora","Vasante a margem de lagoa semi-seca, Guaicuí.","-44.9418983459473","-17.3449993133545",NA,"Erva de 0,10-0,30m de altura. Flor amarela.","IAN105480",NA,"(L.) Less.",NA,NA,"25004","auto",NA,NA,NA,"1954",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:34:38-03","EAO","IAN","51138","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Egletes","viscosa","Egletes viscosa",NA,"Fróes, RL; Black, GA","24680","1949","06","26","Southern America","Brasil","Pará","Marabá","Rio Tocantins, Ilha da Praia, terreno arenoso, muito exposto ao sol.","-49.1178016662598","-5.36860990524292",NA,"Erva viscida; flor branca, ruderal.","IAN051138",NA,"(L.) Less.",NA,NA,"262883","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:34:38-03","EAO","IAN","174129","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Egletes","viscosa","Egletes viscosa","Rosa, NA","Silva, JP da","631","1989","11","03","Southern America","Brasil","Pará","Parauapebas","Serra dos Carajás, a margem da Rodovia PA-275, próximo a olaria do Km 30. Ocorre em solo argiloso.","-49.9021987915039","-6.06750011444092",NA,"Planta herbácea com 40cm de altura, inflorescência em capítulos de cor amarelo e branco, planta aromática.","IAN174129",NA,"(L.) Less.",NA,NA,"147801","auto",NA,NA,NA,"1989","12",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:34:38-03","EAO","IAN","49985","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Egletes","viscosa","Egletes viscosa","Barroso, GM","Pires, JM","1805","1949","11","19","Southern America","Brasil","Pará","Santarém","Cacaual Grande.","-54.7083015441895","-2.44305992126465",NA,"Capítulos amarelos, pétalas brancas.","IAN049985",NA,"(L.) Less.",NA,NA,"205258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:34:38-03","EAO","IAN","61570","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Egletes","viscosa","Egletes viscosa","Barroso, GM","Black, GA; Ledoux, PVD","10279","1950","10","27","Southern America","Brasil","Pará","Santarém","Cacaual Grande.","-54.7083015441895","-2.44305992126465",NA,"Anual, com ligula e flores brancas.","IAN061570","IAN061570 IAN061570_e","(L.) Less.",NA,NA,"205258","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2013-07-03 10:29:33-03","EBDA","BAH","4688","S","Plantae",NA,NA,"Asteraceae","Egletes","viscosa","Egletes viscosa",NA,"G. C. P. Pinto et S. B. da Silva,","202/83","1983","08","08",NA,"Brasil","Bahia","Curaçá","Brasil, Bahia, Curaçá","-39.9094","-8.99028",NA,"Herbácea, prostrata, em leito e margens arenosas de rios intermitentes.",NA,NA,"Less.",NA,NA,"105662","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2013-07-03 10:29:33-03","EBDA","BAH","3868","S","Plantae",NA,NA,"Asteraceae","Egletes","viscosa","Egletes viscosa","H.P. Bautista","Berenice C. Bastos","201","1981","10","21",NA,"Brasil","Bahia","Uauá","Fazenda experimental DNOS Quadra n° 6.","-39.4817","-9.84139",NA,"Erva de flor branca e estames amarelados.",NA,NA,"(L.) Less.",NA,NA,"50844","auto",NA,NA,NA,"2001","01",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-29 18:02:02-03","CPAN-UFMS","COR","8781","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Egletes","viscosa","Egletes viscosa","Heiden, G.","Damasceno-Júnior, G. A.; Nakajima, J. N.; Romero, R. & Pott, V. J.","2931","2001","11","19",NA,"Brasil","Mato Grosso do Sul","Corumbá","Próximo à sede do Parque Nacional do Pantanal","-57.401389","-17.850833",NA,"Subarbusto, 50 cm de altura; flores esverdeadas, perfumadas Habito: Subarbusto",NA,NA,"(L.) Less.","92","92",NA,NA,NA,"57º24'5''W","17º51'3''S","2016","04","26",NA,NA,NA,NA,NA,NA
"39","2019-10-09 11:10:21-03","UFBA","ALCB","133375","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Egletes","viscosa","Egletes viscosa","Guedes, ML","Guedes, ML; Alunos de Botânica Econômica","30606","2018","06","29","Southern America","Brasil","Bahia","Canudos",NA,"-39","-9",NA,"Folhas pinatilobadas, pubescentes. Inflorescência com flores do disco andróginas, flores femininas dispostas em 1-2 séries; corola ligulada; papus coroniforme, constituído por uma orla mais ou menos carnosa.","ALCB053029","ALCB053029","(L.) Less.",NA,NA,NA,NA,NA,"-39","-9","2018","10",NA,NA,NA,NA,NA,NA,NA
"40","2019-10-09 11:10:21-03","UFBA","ALCB","033638","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Egletes","viscosa","Egletes viscosa",NA,"Giulietti, AM; Smith, S; Hind, DJN; Harley, RM; Guedes, ML; Silva, EM da","PCD&nf;2980","1996","06","23","Southern America","Brasil","Bahia","Xique-Xique","Irecê, Dunas do Rio São Francisco","-42.772778","-10.787778",NA,"0,05-0,12 m, ramos ligeiramente patentes a eretos. Inflorescência com brácteas involucrais verdes, flores lilás-claro. Ocasional.; Vegetação arbustivo-espinhosa, perenifólia, xerófilas com muitas leguminosas, euforbiáceas, cactáceas e bromélias. Solo",NA,NA,"(L.) Less.","548","548",NA,NA,NA,"-42.772778","-10.787778",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-10-09 11:10:21-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Egletes","viscosa","Egletes viscosa","Hind, DJN","Giulietti, AM; Smith, S; Hind, DJN; Harley, RM; Guedes, ML; Silva, EM da","PCD&nf;2981","1996","06","23","Southern America","Brasil","Bahia","Xique-Xique","Irecê, Dunas do Rio São Francisco","-42","-10",NA,"0,05-0,30 m, viscosa, aromática, ramos eretos e prostrados.; Vegetação arbustivo-espinhosa, perenifólia, xerófilas com muitas leguminosas, euforbiáceas, cactáceas e bromélias. Solo arenoso.",NA,NA,"(L.) Less.","548","548",NA,NA,NA,"-42","-10","1996","06",NA,NA,NA,NA,NA,NA,NA
"42","2019-10-09 11:10:21-03","UFBA","ALCB","022731","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Egletes","viscosa","Egletes viscosa","Hind, DJN","Silva, GOM; Silva, LB da","37","1987","01","22","Southern America","Brasil","Bahia","Rodelas","Nordeste, Mocó","-38.75","-8.85",NA,"Aroma agradável. Folhas membranáceas, discolores. Botões esverdeados.",NA,NA,"(L.) Less.",NA,NA,NA,NA,NA,"-38.75","-8.85","1991","12",NA,NA,NA,NA,NA,NA,NA
"43","2019-10-09 11:10:21-03","UFBA","ALCB","026933","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Egletes","viscosa","Egletes viscosa","Queiroz, LP de","Queiroz, LP de","s/n","1983","07","08","Southern America","Brasil","Bahia","Paulo Afonso","Nordeste, Raso da Catarina","-38.216667","-9.4",NA,"Aromática, prostrada, viscosa. Folhas concolores, membranáceas. Capítulos com brácteas. Flores alvas.",NA,NA,"(L.) Less.",NA,NA,NA,NA,NA,"-38.216667","-9.4","1983","12",NA,NA,NA,NA,NA,NA,NA
"44","2019-10-09 11:10:21-03","UFBA","ALCB","033698","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Egletes","viscosa","Egletes viscosa","Hind, DJN","Hind, DJN; Guedes, ML; Harley, RM; Smith, S; Silva, EM da","PCD&nf;2937","1996","06","22","Southern America","Brasil","Bahia","Xique-Xique","Irecê","-42.727222","-10.809444",NA,"0,05-0,30 m, viscosa, aromática, ramos eretos e prostrados. Folhas simples. Inflorescência em capítulos, flores alvas no raio, amarelas no disco. Frequente.",NA,NA,"(L.) Less.","510","510",NA,NA,NA,"-42.727222","-10.809444","1996","06",NA,NA,NA,NA,NA,NA,NA
"45","2019-10-09 11:10:21-03","UFBA","ALCB","09203","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Egletes","viscosa","Egletes viscosa",NA,"Lordêlo, RP","60","1960","12",NA,"Southern America","Brasil","Bahia","Queimadas","Nordeste","-39.616667","-10.966667",NA,"Amarga, tônica e emenagoga.; Em baixios alagáveis.",NA,NA,"(L.) Less.",NA,NA,NA,NA,NA,"-39.616667","-10.966667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-10-09 11:10:21-03","UFBA","ALCB","16702","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Egletes","viscosa","Egletes viscosa",NA,"Pinto, GCP; Silva, SB da","202/83","1983","08","08","Southern America","Brasil","Bahia","Curaçá","Baixo Médio São Francisco","-39.7","-9.75",NA,"Em leito de margens arenosas de rios intermitentes.",NA,NA,"(L.) Less.",NA,NA,NA,NA,NA,"-39.7","-9.75",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-10-09 11:10:21-03","UFBA","ALCB","26340","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Egletes","viscosa","Egletes viscosa","Alves, M","Roque, AA; Cardoso, D; São-Mateus, WMB","1443","2012","10","20","Southern America","Brasil","Rio Grande do Norte","Santana do Matos","Serra de Santana, margens de um riacho.","-36.691944","-6.071389",NA,"Ereta ca. 50 cm de alt. Folhas verde-escuras. Flores brancas.; Caatinga.","ALCB038605",NA,"(L.) Less.","533","533",NA,NA,NA,"-36.691944","-6.071389","2019","03","04",NA,NA,NA,NA,NA,NA
