"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","year","month","day","county","decimalLongitude","decimalLatitude","imagecode","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","89755","PreservedSpecimen","Plantae","Salicaceae","Casearia","aculeata","Casearia aculeata",NA,"C. M. Peters","34","South America","Peru","Loreto","Along the edge of Caño Supay; Rio Ucayali","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=138977' target='other'> <mi>dwc_moreinfo</mi></a>","NY00089755","Magnoliophyta","Malpighiales","Jacq.","R. L. Liesner","1985","01","22","Requena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","374737","PreservedSpecimen","Plantae","Salicaceae","Casearia","aculeata","Casearia aculeata",NA,"J. C. Lindeman","4274","South America","Brazil","Paraná","From Icaraima to Pôrto Camargo","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=138972' target='other'> <mi>dwc_moreinfo</mi></a>","NY00374737","Magnoliophyta","Malpighiales","Jacq.","H. O. Sleumer","1967","01","20","Icaraíma","-53.6139","-23.3958","NY00374737_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","2149795","PreservedSpecimen","Plantae","Salicaceae","Casearia","aculeata","Casearia aculeata",NA,"R. de Lemos Fróes","20668","South America","Brazil","Amazonas",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2303860' target='other'> <mi>dwc_moreinfo</mi></a>","NY02149795","Magnoliophyta","Malpighiales","Jacq.",NA,"1945","04","06","Fonte Boa","-66.0916976928711","-2.51389002799988","NY02149795_01 NY02149795_02","142505","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","02149793","PreservedSpecimen","Plantae","Salicaceae","Casearia","aculeata","Casearia aculeata",NA,"W. A. Ducke","390","South America","Brazil","Amazonas","Rio Camatiá.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2303856' target='other'> <mi>dwc_moreinfo</mi></a>","NY02149793","Magnoliophyta","Malpighiales","Jacq.",NA,"1937","01","29","São Paulo de Olivença","-68.8724975585938","-3.37832999229431","NY02149793_01","362329","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","2149811","PreservedSpecimen","Plantae","Salicaceae","Casearia","aculeata","Casearia aculeata",NA,"B. L. Stannard","779","South America","Brazil","Roraima","Reserva Ecológica de Maracá. Ilha de Maracá: beira do igarapé do acampamento ao norte da ilha próximo da entrada do Rio Trairão.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2303889' target='other'> <mi>dwc_moreinfo</mi></a>","NY02149811","Magnoliophyta","Malpighiales","Jacq.",NA,"1987","03","24","Boa Vista","-61.7","3.5","NY02149811_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","2149818","PreservedSpecimen","Plantae","Salicaceae","Casearia","aculeata","Casearia aculeata",NA,"G. T. Prance","10323","South America","Brazil","Amazonas","Basin of Rio Demeni, Vicinity of Tototobí; Margin of Rio Tototobí, near Tototobí.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2303896' target='other'> <mi>dwc_moreinfo</mi></a>","NY02149818","Magnoliophyta","Malpighiales","Jacq.",NA,"1969","02","28",NA,"-63.5471213","1.576736","NY02149818_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","2149817","PreservedSpecimen","Plantae","Salicaceae","Casearia","aculeata","Casearia aculeata",NA,"M. Silva","844","South America","Brazil","Amazonas","Rio Solimões, Careiro, lago do Rei.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2303895' target='other'> <mi>dwc_moreinfo</mi></a>","NY02149817","Magnoliophyta","Malpighiales","Jacq.",NA,"1967","04","12",NA,NA,NA,"NY02149817_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","2149797","PreservedSpecimen","Plantae","Salicaceae","Casearia","aculeata","Casearia aculeata",NA,"J. A. Ratter","R6257","South America","Brazil","Roraima","SEMA Ecological Reserve, Ilha de Maracá. N. end of the Trilha de Preguiça (very close to the Furo de Santa Rosa).","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2303862' target='other'> <mi>dwc_moreinfo</mi></a>","NY02149797","Magnoliophyta","Malpighiales","Jacq.",NA,"1988","02","09",NA,"-61.47","3.43","NY02149797_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","823163","PreservedSpecimen","Plantae","Salicaceae","Casearia","aculeata","Casearia aculeata",NA,"J. G. Jardim","1506","South America","Brazil","Bahia","Rod. Jussari/Palmira. Entrada ca. 7.5 km percorrendo mais 1.7 km até a sede da Faz. Teimoso. Serra do Teimoso. RPPN Serra do Teimoso.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=937318' target='other'> <mi>dwc_moreinfo</mi></a>","NY00823163","Magnoliophyta","Malpighiales","Jacq.","R. L. Liesner","1998","02","04","Jussari","-39.58","-15.17","NY00823163_01",NA,NA,"300","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","02060404","PreservedSpecimen","Plantae","Salicaceae","Casearia","aculeata","Casearia aculeata",NA,"R. Spruce","s.n.","South America","Peru",NA,"Prope Tarapoto","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2502620' target='other'> <mi>dwc_moreinfo</mi></a>","NY02060404","Magnoliophyta","Malpighiales","Jacq.",NA,"1855",NA,NA,NA,NA,NA,"NY02060404_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","374739","PreservedSpecimen","Plantae","Salicaceae","Casearia","aculeata","Casearia aculeata",NA,"G. G. Hatschbach","15772","South America","Brazil","Paraná","Pto. Camargo","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=138978' target='other'> <mi>dwc_moreinfo</mi></a>","NY00374739","Magnoliophyta","Malpighiales","Jacq.","H. O. Sleumer","1967","01","20","Icaraíma","-53.6139","-23.3958","NY00374739_01",NA,NA,"200","200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00896923","PreservedSpecimen","Plantae","Salicaceae","Casearia","aculeata","Casearia aculeata",NA,"R. de Lemos Fróes","2064","South America","Brazil","Goiás","Near Boa Vista; along the upper Rio Tocantins","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=970217' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896923","Magnoliophyta","Malpighiales","Jacq.",NA,"1933","04","21",NA,NA,NA,"NY00896923_01 NY00896923_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","2149815","PreservedSpecimen","Plantae","Salicaceae","Casearia","aculeata","Casearia aculeata",NA,"J. M. de S. Miralha","85","South America","Brazil","Amazonas","03 km ao S da parte central da Serra Aracá e 08 km ao E do rio Jauarí.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2303893' target='other'> <mi>dwc_moreinfo</mi></a>","NY02149815","Magnoliophyta","Malpighiales","Jacq.",NA,"1984","03",NA,"Barcelos","-63.316667","-0.816667","NY02149815_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","2149794","PreservedSpecimen","Plantae","Salicaceae","Casearia","aculeata","Casearia aculeata",NA,"R. de Lemos Fróes","12210/123","South America","Brazil","Amazonas","Basin of Rio Solimões (Rio Tonantins)","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2303859' target='other'> <mi>dwc_moreinfo</mi></a>","NY02149794","Magnoliophyta","Malpighiales","Jacq.",NA,"1941","08","17",NA,"-68.1439233","-2.7150365","NY02149794_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","374740","PreservedSpecimen","Plantae","Salicaceae","Casearia","aculeata","Casearia aculeata",NA,"W. W. Thomas","6745","South America","Peru","Loreto","Yanamono, Explorama Tourist Lodge, halfway between Indiana and mouth of Rio Napo","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=138974' target='other'> <mi>dwc_moreinfo</mi></a>","NY00374740","Magnoliophyta","Malpighiales","Jacq.","T. A. Zanoni","1989","04","18",NA,"-72.792","-3.458",NA,NA,NA,"105","130",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00896924","PreservedSpecimen","Plantae","Salicaceae","Casearia","aculeata","Casearia aculeata",NA,"G. Eiten","10285","South America","Brazil","Maranhão","At village of Copaíba on the old Grajaú-Barra do Corda road, 26 km east of center of village of Alto Alegre, or ca. 30 km west of city of Barra do Corda","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=970222' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896924","Magnoliophyta","Malpighiales","Jacq.","H. O. Sleumer","1970","01","12","Barra do Corda","-45.52","-5.48","NY00896924_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","2149816","PreservedSpecimen","Plantae","Salicaceae","Casearia","aculeata","Casearia aculeata",NA,"G. T. Prance","11261","South America","Brazil","Amazonas","Igarapé Ipixuna, Lower Rio Negro opposite Manaus Igapó","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2303894' target='other'> <mi>dwc_moreinfo</mi></a>","NY02149816","Magnoliophyta","Malpighiales","Jacq.",NA,"1971","04","01","Manaus","-59.984695","-3.196117","NY02149816_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","374742","PreservedSpecimen","Plantae","Salicaceae","Casearia","aculeata","Casearia aculeata",NA,"M. H. Nee","39812","South America","Bolivia","Santa Cruz","Vic. El Cairo, 5 km. SW of Buena Vista.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=138960' target='other'> <mi>dwc_moreinfo</mi></a>","NY00374742","Magnoliophyta","Malpighiales","Jacq.","M. H. Nee","1990","11","08","Ichilo","-63.7","-17.47",NA,NA,NA,"325","325",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","2149810","PreservedSpecimen","Plantae","Salicaceae","Casearia","aculeata","Casearia aculeata",NA,"I. L. do Amaral","469","South America","Brazil","Amazonas","Vila Bittencourt, rio Japurá, margem direita","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2303888' target='other'> <mi>dwc_moreinfo</mi></a>","NY02149810","Magnoliophyta","Malpighiales","Jacq.",NA,NA,NA,NA,NA,"-69.4264","-1.3994","NY02149810_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","2149813","PreservedSpecimen","Plantae","Salicaceae","Casearia","aculeata","Casearia aculeata",NA,"A. J. Henderson","577","South America","Brazil","Roraima","Ilha de Maracá, along edge of Rio Maracá","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2303891' target='other'> <mi>dwc_moreinfo</mi></a>","NY02149813","Magnoliophyta","Malpighiales","Jacq.",NA,"1986","07","13","Alto Alegre","-61.43","3.4","NY02149813_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","2149814","PreservedSpecimen","Plantae","Salicaceae","Casearia","aculeata","Casearia aculeata",NA,"J. M. Pires","6546","South America","Brazil","Pará","Maícurú","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2303892' target='other'> <mi>dwc_moreinfo</mi></a>","NY02149814","Magnoliophyta","Malpighiales","Jacq.",NA,"1956","12","20",NA,NA,NA,"NY02149814_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00896921","PreservedSpecimen","Plantae","Salicaceae","Casearia","aculeata","Casearia aculeata",NA,"G. T. Prance","26216","South America","Brazil","Mato Grosso","Transpantaneira Highway, Fazenda Jofre","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=970211' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896921","Magnoliophyta","Malpighiales","Jacq.","J. A. Kallunki","1979","06","14",NA,NA,NA,"NY00896921_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","476256","PreservedSpecimen","Plantae","Salicaceae","Casearia","aculeata","Casearia aculeata",NA,"L. Riedel","1222","South America","Brazil",NA,"Brasilia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=138971' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476256","Magnoliophyta","Malpighiales","Jacq.","R. L. Liesner",NA,NA,NA,NA,NA,NA,"NY00476256_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00896922","PreservedSpecimen","Plantae","Salicaceae","Casearia","aculeata","Casearia aculeata",NA,"G. E. Schatz","749","South America","Brazil","Maranhão","Municipio de Fortuna and Municipio de Buriti-Bravo anlong the Rio Itapecuru, the border between the two Municipios, 15 km SE of Fortuna.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=970212' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896922","Magnoliophyta","Malpighiales","Jacq.","R. L. Liesner","1983","02","22",NA,"-44.05","-5.8","NY00896922_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","02149808","PreservedSpecimen","Plantae","Salicaceae","Casearia","aculeata","Casearia aculeata",NA,"J. A. Ratter","R5848","South America","Brazil","Roraima","Sema Ecological Station, Ilha de Maracá, Riverine forest on the Furo de Maracá near the E end of the island.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2303884' target='other'> <mi>dwc_moreinfo</mi></a>","NY02149808","Magnoliophyta","Malpighiales","Jacq.",NA,"1987","03","27",NA,"-61.416667","3.366667","NY02149808_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00896920","PreservedSpecimen","Plantae","Salicaceae","Casearia","aculeata","Casearia aculeata",NA,"G. T. Prance","26140","South America","Brazil","Mato Grosso","Vicinity of Acurizal","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=970208' target='other'> <mi>dwc_moreinfo</mi></a>","NY00896920","Magnoliophyta","Malpighiales","Jacq.","J. A. Kallunki","1979","06","10",NA,"-57.53","-17.87","NY00896920_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","2149812","PreservedSpecimen","Plantae","Salicaceae","Casearia","aculeata","Casearia aculeata",NA,"B. L. Stannard","639","South America","Brazil","Roraima","Reserva Ecológica de Maracá. Ilha de Maracá. Furo Maracá.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2303890' target='other'> <mi>dwc_moreinfo</mi></a>","NY02149812","Magnoliophyta","Malpighiales","Jacq.",NA,"1987","03","09","Boa Vista","-61.83","3.58","NY02149812_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","97945","PreservedSpecimen","Plantae","Salicaceae","Casearia","hassleri","Casearia hassleri","possible type","E. Hassler","7612","South America","Paraguay",NA,NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=435574' target='other'> <mi>dwc_moreinfo</mi></a>","NY00097945","Magnoliophyta","Malpighiales","Briq.",NA,NA,NA,NA,NA,NA,NA,"NY00097945_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00897142","PreservedSpecimen","Plantae","Salicaceae","Casearia","hirsuta","Casearia hirsuta",NA,"R. de Lemos Fróes","11918","South America","Brazil","Maranhão","Island of São Luiz.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=971437' target='other'> <mi>dwc_moreinfo</mi></a>","NY00897142","Magnoliophyta","Malpighiales","Sw.","H. O. Sleumer","1940","09",NA,"São Luís","-44.201115","-2.577323","NY00897142_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","107355","PreservedSpecimen","Plantae","Salicaceae","Casearia","microphylla","Casearia microphylla","isotype","L. Riedel","s.n.","South America","Brazil",NA,"Brasilia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=686362' target='other'> <mi>dwc_moreinfo</mi></a>","NY00107355","Magnoliophyta","Malpighiales","Eichler","H. O. Sleumer",NA,NA,NA,NA,NA,NA,"NY00107355_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","107361","PreservedSpecimen","Plantae","Salicaceae","Casearia","obtusifolia","Casearia obtusifolia","holotype","M. Bang","2421","South America","Bolivia",NA,"Coroico, Yungas.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=319791' target='other'> <mi>dwc_moreinfo</mi></a>","NY00107361","Magnoliophyta","Malpighiales","Rusby","H. O. Sleumer","1894","09","08",NA,NA,NA,"NY00107361_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","107366","PreservedSpecimen","Plantae","Salicaceae","Casearia","rufidula","Casearia rufidula","syntype","J. J. Triana","s.n.","South America","Colombia",NA,"Nouvelle-Grenade: Guataqui, sur le Magdalena, Mariquita.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=39858' target='other'> <mi>dwc_moreinfo</mi></a>","NY00107366","Magnoliophyta","Malpighiales","Triana & Planch.","H. O. Sleumer",NA,NA,NA,NA,NA,NA,"NY00107366_01",NA,NA,"500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","107369","PreservedSpecimen","Plantae","Salicaceae","Casearia","spinosa","Casearia spinosa coriacifolia","holotype","C. E. O. Kuntze","s.n.","South America","Brazil","Mato Grosso do Sul","Corumba.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=315766' target='other'> <mi>dwc_moreinfo</mi></a>","NY00107369","Magnoliophyta","Malpighiales","Kuntze","H. O. Sleumer","1892","08",NA,"Corumbá","-57.6531","-19.0094","NY00107369_01",NA,NA,NA,NA,"coriacifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
