"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","individualCount","typeStatus","relatedCatalogItem","previousCatalogNumber"
"32","2021-03-15 16:37:00-03","NY","NYBG","00983920","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dioclea","glabra","Dioclea glabra","Mart. ex Benth.","R. H. Maxwell","H. S. Irwin","21608","1968","03","21","South America","Brazil","Tocantins","Guaraí","Ca. 15 km S.E. of Guará on road to Tupirama.","-48.38","-9.05","500","500","wood sample","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1118324' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983920","NY00983920_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","595683","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dioclea","glabra","Dioclea glabra","Mart. ex Benth.","R. H. Maxwell","A. P. Duarte","7729","1963","04","28","South America","Brazil","Minas Gerais","Várzea da Palma","Varzoa da Palma, Faz. da Mâo d'Agua","-44.7306","-17.5983",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=442276' target='other'> <mi>dwc_moreinfo</mi></a>","NY00595683","NY00595683_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01417584","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dioclea","glabra","Dioclea glabra","Mart. ex Benth.","R. H. Maxwell","P. B. Cavalcante","2808","1981","07","25","South America","Brazil","Pará","Altamira","km 74 da estrada Transamazônica, no rumo de Itaituba","-52.2064","-3.20333",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1660878' target='other'> <mi>dwc_moreinfo</mi></a>","NY01417584","NY01417584_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","01417588","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dioclea","glabra","Dioclea glabra","Mart. ex Benth.","R. H. Maxwell","G. T. Prance","5185","1968","06","25","South America","Brazil","Rondônia",NA,"between Jaciparaná and Rio Madeira","-64.408483","-9.232415",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1377962' target='other'> <mi>dwc_moreinfo</mi></a>","NY01417588","NY01417588_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00983944","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dioclea","glabra","Dioclea glabra","Mart. ex Benth.","R. H. Maxwell","H. S. Irwin","s.n.","1968","03","30","South America","Brazil","Distrito Federal","Brasília","Serra dos Pirineus. Gama Park","-47.9294","-15.7797",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1118322' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983944","NY00983944_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00983921","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dioclea","glabra","Dioclea glabra","Mart. ex Benth.","R. H. Maxwell","H. S. Irwin","18315","1966","07","21","South America","Brazil","Goiás","Planaltina","Near São Gabriel, ca. 50 km N. of Planaltina, on road to Veadeiros, Goiás.","-47.55","-15.23",NA,NA,"separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1118326' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983921","NY00983921_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","01417579","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dioclea","glabra","Dioclea glabra","Mart. ex Benth.",NA,"J. M. de S. Miralha","160","1989","01","23","South America","Brazil","Amazonas","Coarí","Porto Urucu, arredores do Alojamento da Anta, RUC-3","-63.1414","-4.085",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1383981' target='other'> <mi>dwc_moreinfo</mi></a>","NY01417579","NY01417579_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01417580","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dioclea","glabra","Dioclea glabra","Mart. ex Benth.","R. H. Maxwell","D. C. Daly","1621","1981","12","01","South America","Brazil","Pará","Itupiranga","Rio Tocantins near Igarape Cajazeirinha, approx 30 km N of Itapiranga.","-49.35","-4.016667",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1660874' target='other'> <mi>dwc_moreinfo</mi></a>","NY01417580",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00983949","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dioclea","glabra","Dioclea glabra","Mart. ex Benth.","R. H. Maxwell","J. M. Pires","57891","1964","06","07","South America","Brazil","Goiás","Hidrolândia","30 km ao Sul de Goiãnia","-49.2281","-16.9622",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1118340' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983949","NY00983949_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01417589","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dioclea","glabra","Dioclea glabra","Mart. ex Benth.","R. H. Maxwell","N. A. Rosa","435","1975","08","06","South America","Brazil","Rondônia",NA,"Margem esquerda do Rio Urupá.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1660882' target='other'> <mi>dwc_moreinfo</mi></a>","NY01417589","NY01417589_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00984443","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dioclea","glabra","Dioclea glabra","Mart. ex Benth.",NA,"L. P. de Queiroz","4121","1994","10","13","South America","Brazil","Bahia","Riachao das Neves","Ca 11 km N de Riachâo das Neves, na BR 135 (estrada Formosa do Rio Preto-Barreiras","-44.95","-11.68",NA,NA,"separate fruit","Foto <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1122088' target='other'> <mi>dwc_moreinfo</mi></a>","NY00984443","NY00984443_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00983945","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Dioclea","glabra","Dioclea glabra","Mart. ex Benth.","R. H. Maxwell","H. S. Irwin","17497","1966","06","21","South America","Brazil","Goiás","Piranhas","Ca. 78 km. S. E. of Aragarças. Drainage of the Upper Rio Araguaia.","-51.97","-16.42","700","700","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1118325' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983945","NY00983945_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
