"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber","sex"
"12","2021-03-15 16:37:00-03","NY","NYBG","00838085","PreservedSpecimen","Plantae","Magnoliophyta","Cornales","Alismataceae","Echinodorus","paniculatus","Echinodorus paniculatus","Micheli","E. Guimarães","80","1998","07","19","South America","Brazil","Mato Grosso do Sul","Passo do Lontra. Pantanal do Miranda-Abrobral, MS 184, próximo à Fazenda Búfalo-EMBRAPA.","-57.5","-19","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931856' target='other'> <mi>dwc_moreinfo</mi></a>","NY00838085","NY00838085_01","Corumbá","E. Guimarães",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","04071025","PreservedSpecimen","Plantae","Magnoliophyta","Cornales","Alismataceae","Echinodorus","paniculatus","Echinodorus paniculatus","Micheli","W. Rodriguez","6968","2010","08","31","South America","Colombia","Caquetá","vereda La Alternativa, Caño La Niñera en la desembocadura con el río Caquetá","-75.38355556","0.758055556","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2353624' target='other'> <mi>dwc_moreinfo</mi></a>","NY04071025",NA,"Solano","W. Rodriguez","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","393787","PreservedSpecimen","Plantae","Magnoliophyta","Cornales","Alismataceae","Echinodorus","paniculatus","Echinodorus paniculatus","Micheli","L. B. Holm-Nielsen","27747","1980","10","24","South America","Ecuador","Guayas","Road Babahoyo - Guayaquil, near Yaguachi Nuevo","-79.72","-2.1","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=749730' target='other'> <mi>dwc_moreinfo</mi></a>","NY00393787",NA,NA,"R. R. Haynes; L. B. Holm-Nielsen","50","50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00877614","PreservedSpecimen","Plantae","Magnoliophyta","Cornales","Alismataceae","Echinodorus","paniculatus","Echinodorus paniculatus","Micheli","S. L. M. Moore","69","1891",NA,NA,"South America","Brazil","Mato Grosso",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=940743' target='other'> <mi>dwc_moreinfo</mi></a>","NY00877614","NY00877614_01",NA,"K. Rataj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","02482703","PreservedSpecimen","Plantae","Magnoliophyta","Cornales","Alismataceae","Echinodorus","paniculatus","Echinodorus paniculatus","Micheli","J. P. Edwards","2663","1987","03","28","South America","Brazil","Roraima","Reserva Ecológica de Maracá.","-61.497501373291","2.89582991600037","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2793007' target='other'> <mi>dwc_moreinfo</mi></a>","NY02482703","NY02482703_01","Alto Alegre",NA,NA,NA,NA,NA,"327834","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","311449","PreservedSpecimen","Plantae","Magnoliophyta","Cornales","Alismataceae","Echinodorus","paniculatus","Echinodorus paniculatus dubius","Fassett","E. P. Killip","6218","1922","06","02","South America","Colombia","Valle del Cauca","Cauca Valley, Guanabanal",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=545409' target='other'> <mi>dwc_moreinfo</mi></a>","NY00311449","NY00311449_01",NA,"R. R. Haynes; L. B. Holm-Nielsen","1020","1040","dubius","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-02-18 09:28:30-03","UNESP-IBB","BOTU","27448","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Echinodorus","paniculatus","Echinodorus paniculatus","Micheli","Barbosa, S.B.","91","2010","10","29",NA,"Brasil","Mato Grosso do Sul","Próximo ao Lontra Pantanal Hotel","-57.036194","-19.587139",NA,NA,"BOTU027448","BOTU027448","Miranda","Barbosa, S.B.",NA,NA,NA,NA,NA,NA,"2010","10","29","57º02'10,3w","19º35'13,7s",NA,NA,NA,NA,NA,NA
"19","2021-02-18 09:28:30-03","UNESP-IBB","BOTU","27443","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Echinodorus","paniculatus","Echinodorus paniculatus","Micheli","Barbosa, S.B.","91","2010","10","29",NA,"Brasil","Mato Grosso do Sul","Próximo ao Lontra Pantanal Hotel","-57.036194","-19.587139",NA,NA,"BOTU027443",NA,"Miranda","Barbosa, S.B.",NA,NA,NA,NA,NA,NA,"2010","10","29","57º02'10,3w","19º35'13,7s",NA,NA,NA,NA,NA,NA
"20","2021-02-18 09:28:30-03","UNESP-IBB","BOTU","27319","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Echinodorus","paniculatus","Echinodorus paniculatus","Micheli","Barbosa, S.B.","92","2010","10","29",NA,"Brasil","Mato Grosso do Sul","Próximo ao Lontra Pantanal Hotel","-57.036194","-19.587139",NA,NA,"BOTU027319","BOTU027319","Miranda","Barbosa, S.B.",NA,NA,NA,NA,NA,NA,"2010","10","29","57º02'10,3w","19º35'13,7s",NA,NA,NA,NA,NA,NA
"21","2021-01-06 11:41:48-03","UFPI-MRV","HDELTA","2295","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Echinodorus","paniculatus","Echinodorus paniculatus","Micheli","Reis, R. B.","55","2010","01","26",NA,"Brasil","Piauí",NA,NA,NA,NA,NA,"HDELTA002295",NA,NA,"Reis, R. B.",NA,NA,NA,NA,NA,NA,"2010","01","26",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-01-06 11:41:49-03","UFPI-MRV","HDELTA","78","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Echinodorus","paniculatus","Echinodorus paniculatus","Micheli","Silva, A. P. M.","39","2010","02","26",NA,"Brasil","Piauí","Lagoa Seca","-41.7766990661621","-2.90472006797791",NA,"Erva com flores brancas, 3 petalas","HDELTA000078",NA,"Parnaíba",NA,NA,NA,NA,NA,"25571","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-15 11:14:18-03","FUNED","FUNED-POL","37","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Echinodorus","paniculatus","Echinodorus paniculatus",NA,NA,NA,"1990","01","29",NA,"Brasil","MG","Funed",NA,NA,NA,NA,"POL000037",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-15 11:14:18-03","FUNED","FUNED-POL","36","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Echinodorus","paniculatus","Echinodorus paniculatus",NA,NA,NA,"1990","01","29",NA,"Brasil","MG","Funed",NA,NA,NA,NA,"POL000036","POL000036_p01 POL000036_p02 POL000036_p03 POL000036_p04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-10-18 16:23:28-02","UNEMAT","TANG","1296","S","Plantae",NA,NA,"Alismataceae","Echinodorus","paniculatus","Echinodorus paniculatus","Micheli","Abdo, MSA","154","2012","09","27",NA,"Brasil","Mato Grosso","Rio Alegre, Porto Janú.","-59.966028","-15.1065",NA,NA,"TANG000001296",NA,"VBS Trindade","Abdo, MSA",NA,NA,NA,NA,NA,NA,"2012","10","10","-59.966028","-15.1065",NA,NA,NA,NA,NA,NA
"26","2016-10-18 16:23:28-02","UNEMAT","TANG","1292","S","Plantae",NA,NA,"Alismataceae","Echinodorus","paniculatus","Echinodorus paniculatus","Micheli","Abdo, MSA","128","2012","09","04",NA,"Brasil","Mato Grosso","Rio Barbado, àguas escuras (chá) e com grande presença de várias espécies de macrófitas.","-60.042906","-15.510694",NA,NA,"TANG000001292",NA,"VBS Trindade","Abdo, MSA",NA,NA,NA,NA,NA,NA,"2012","10","10","-60.042906","-15.510694",NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:51:12-03","EAO","IAN","132210","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Alismataceae","Echinodorus","paniculatus","Echinodorus paniculatus","Rataj","Pena, BS da","159","1969","11","05","Southern America","Brasil","Pará","Ilha dos Camaleoes, proximo a Fazenda Sao Sebastiao, contra costa do Marajo. Municipe de Chaves.",NA,NA,NA,NA,"IAN132210",NA,NA,"Rataj, K",NA,NA,NA,NA,NA,NA,"1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:51:12-03","EAO","IAN","54222","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Alismataceae","Echinodorus","paniculatus","Echinodorus paniculatus","Rataj","Black, GA","508897","1950","02","20","Southern America","Brasil","Pará","Rio Paracauari, Fazenda Menino Deus.",NA,NA,NA,NA,"IAN054222",NA,"Ilha do Marajó","Rataj, K",NA,NA,NA,NA,NA,NA,"1966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:51:12-03","EAO","IAN","54301","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Alismataceae","Echinodorus","paniculatus","Echinodorus paniculatus","Rataj","Black, GA","508974","1950","02","22","Southern America","Brasil","Pará",NA,NA,NA,NA,NA,"IAN054301",NA,NA,"Rataj, K",NA,NA,NA,NA,NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:51:12-03","EAO","IAN","54487","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Alismataceae","Echinodorus","paniculatus","Echinodorus paniculatus","Rataj","Black, GA","509816","1950","03","16","Southern America","Brasil","Pará","Municipe de Soure entre as fazendas Desterra e Cajueirinho, mondongo.",NA,NA,NA,NA,"IAN054487",NA,NA,"Rataj, K",NA,NA,NA,NA,NA,NA,"1966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:51:12-03","EAO","IAN","64261","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Alismataceae","Echinodorus","paniculatus","Echinodorus paniculatus","Rataj","Fróes, RL","27243","1951","07","05","Southern America","Brasil","Amapá","Rio Macacoari, Municipio de Macapa.",NA,NA,NA,NA,"IAN064261","IAN064261 IAN064261_e","Municipio de Macapa","Rataj, K",NA,NA,NA,NA,NA,NA,"1966",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:51:12-03","EAO","IAN","74122","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Alismataceae","Echinodorus","paniculatus","Echinodorus paniculatus","Rataj","Black, GA","14394","1952","05","02","Southern America","Brasil","Pará","Rio Arari, Fazenda Tuiuiu.",NA,NA,NA,NA,"IAN074122",NA,"Ilha do Marajo","Rataj, K",NA,NA,NA,NA,NA,NA,"1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:51:12-03","EAO","IAN","74143","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Alismataceae","Echinodorus","paniculatus","Echinodorus paniculatus","Rataj","Black, GA","14415","1952","05","04","Southern America","Brasil","Pará","Rio Arari, Fazenda Tuiuiu.",NA,NA,NA,NA,"IAN074143",NA,"Ilha do Marajo","Rataj, K",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:51:12-03","EAO","IAN","58429","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Alismataceae","Echinodorus","paniculatus","Echinodorus paniculatus","Rataj","Pires, JM; Black, GA","1999","1950","05","24","Southern America","Brasil","Maranhão","Ilha dos Botes, duas léguas abaixo de Carolina, Rio Tocantins, beira dágua.","-47.4693984985352","-7.33277988433838",NA,"Flôres brancas.","IAN058429",NA,"Carolina","Rataj, K",NA,NA,NA,NA,"99438","auto","1967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:10:38-03","CPAN-UFMS","COR","914","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Echinodorus","paniculatus","Echinodorus paniculatus","Micheli","Almeida Rego","756","1986","08","07",NA,"Brasil","Mato Grosso do Sul",NA,"-57.653611","-19.009722",NA,"Erva; plântulas e planta fértil Habito: Erva",NA,NA,"Corumbá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57º39'13''W","19º0'35''S",NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:10:38-03","CPAN-UFMS","COR","12258","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Echinodorus","paniculatus","Echinodorus paniculatus","Micheli","Pereira-Júnior, R.; Carvalho-Júnior, J. C.; Coelho, A. G.; Ferreira, F. O.; Almeida, F. L.; Sá, W. A. & Gaeta, D. F.","2","2005","10","21",NA,"Brasil","Mato Grosso do Sul","Margem esquerda do rio Paraguai","-57.621389","-18.996111",NA,"Erva aquática, emergente, ereta, 40 cm de altura; flor branca com interior azul Habito: Erva",NA,NA,"Corumbá",NA,"90","90",NA,NA,NA,NA,NA,NA,NA,"57º37'17''W","18º59'46''S",NA,NA,NA,NA,NA,NA
"37","2021-03-29 18:02:02-03","CPAN-UFMS","COR","742","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Echinodorus","paniculatus","Echinodorus paniculatus","Micheli","Almeida Rego","569","1986","07","23",NA,"Brasil","Mato Grosso do Sul","Baía do Tuiuiú; rio Paraguai; à aproximadamente 15 Km da cidade","-57.666111","-18.830556",NA,"Erva; com flores e frutos Habito: Erva",NA,NA,"Corumbá",NA,"90","90",NA,NA,NA,NA,NA,NA,NA,"57º39'58''W","18º49'50''S",NA,NA,NA,NA,NA,NA
"38","2021-03-29 18:02:02-03","CPAN-UFMS","COR","8994","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Echinodorus","paniculatus","Echinodorus paniculatus","Micheli","Macedo, F. A.","2","2002","11","30",NA,"Brasil","Mato Grosso do Sul","Porto da Manga; rodovia estadual MS-228","-57.237222","-19.2575",NA,"Erva aquática emergente; pecíolo três quinas Habito: Erva",NA,NA,"Corumbá","Assis, E. L. M.","89","89",NA,NA,NA,NA,"2003","02","19","57º14'14''W","19º15'27''S",NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:10:38-03","CPAN-UFMS","COR","848","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Echinodorus","paniculatus","Echinodorus paniculatus","Micheli","Almeida Rego","685","1986","07","30",NA,"Brasil","Mato Grosso do Sul","Beira do rio Paraguai","-57.664722","-18.830556",NA,"Erva Habito: Erva",NA,NA,"Corumbá",NA,"90","90",NA,NA,NA,NA,NA,NA,NA,"57º39'53''W","18º49'50''S",NA,NA,NA,NA,NA,NA
"40","2021-03-29 18:02:02-03","CPAN-UFMS","COR","6976","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Echinodorus","paniculatus","Echinodorus paniculatus","Micheli","Amarílio, E. B. S.; Santos, A. L. & Moura, M. A. D.","7","2000","11","18",NA,"Brasil","Mato Grosso do Sul","Passo do Lontra; UFMS/BEP - Base de Estudos do Pantanal","-57.018889","-19.576944",NA,"Erva; flor alva Habito: Erva",NA,NA,"Corumbá","De Paula, L. H. F.","90","90",NA,NA,NA,NA,"2000","11","22","57º1'8''W","19º34'37''S",NA,NA,NA,NA,NA,NA
"41","2021-03-29 18:02:02-03","CPAN-UFMS","COR","4849","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Echinodorus","paniculatus","Echinodorus paniculatus","Micheli","Silva, L. M.; Bortolotto, I. M. & Almeida, E. N.","5","1996","09","07",NA,"Brasil","Mato Grosso do Sul","Estrada da Codrasa; próximo à Baía do Arroz","-57.510833","-19.021667",NA,"Erva, 60 cm de altura Habito: Erva",NA,NA,"Ladário","Silva, R. R.","90","90",NA,NA,NA,NA,"2000","05","18","57º30'39''W","19º1'18''S",NA,NA,NA,NA,NA,NA
"42","2021-03-29 18:02:02-03","CPAN-UFMS","COR","12259","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Echinodorus","paniculatus","Echinodorus paniculatus","Micheli","Pereira-Júnior, R.; Carvalho-Júnior, J. C.; Coelho, A. G.; Ferreira, F. O.; Almeida, F. L.; Sá, W. A. & Gaeta, D. F.","2","2005","12","10",NA,"Brasil","Mato Grosso do Sul","Margem esquerda do rio Paraguai","-57.621389","-18.996111",NA,"Erva aquática emergente; flor branca com interior azul Habito: Erva",NA,NA,"Corumbá","Sá, W. A.","90","90",NA,NA,NA,NA,NA,NA,NA,"57º37'17''W","18º59'46''S",NA,NA,NA,NA,NA,NA
"43","2021-03-02 16:28:33-03","CPAN-UFMS","COR","1226","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Echinodorus","paniculatus","Echinodorus paniculatus","Micheli","Palmeira, S. S.","9","1987","08","02",NA,"Brasil","Mato Grosso do Sul","Estrada da Manga","-57.351389","-19.259167",NA,"Erva Habito: Erva",NA,NA,"Corumbá","Palmeira, S. S.","85","85",NA,NA,NA,NA,"1987","08","23","57º21'5''W","19º15'33''S",NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:10:38-03","CPAN-UFMS","COR","962","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Echinodorus","paniculatus","Echinodorus paniculatus","Micheli","Almeida Rego","807","1986","08","09",NA,"Brasil","Mato Grosso do Sul",NA,"-57.653611","-19.009722",NA,"Erva Habito: Erva",NA,NA,"Corumbá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57º39'13''W","19º0'35''S",NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:10:38-03","CPAN-UFMS","COR","1809","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Echinodorus","paniculatus","Echinodorus paniculatus","Micheli","Bastos, G.; Juracy, A. R. M.","1","1990","05","19",NA,"Brasil","Mato Grosso do Sul",NA,"-57.653611","-19.009722",NA,"Erva aquática fixa Habito: Erva",NA,NA,"Corumbá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57º39'13''W","19º0'35''S",NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:10:38-03","CPAN-UFMS","COR","847","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Echinodorus","paniculatus","Echinodorus paniculatus","Micheli","Almeida Rego","684","1986","07","30",NA,"Brasil","Mato Grosso do Sul","Baía do Tuiuiu","-57.666111","-18.830556",NA,"Erva; folhas submersas Habito: Erva",NA,NA,"Corumbá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57º39'58''W","18º49'50''S",NA,NA,NA,NA,NA,NA
"47","2020-11-26 18:06:51-03","CPAN-UFMS","COR","607","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Echinodorus","paniculatus","Echinodorus paniculatus","Micheli","S.T.Vasconcellos et al.","16","1986","06","15",NA,"Brasil","Mato Grosso do Sul",NA,NA,NA,NA,"Com Flor: brancas",NA,NA,"Corumbá(Nhecolândia)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:10:38-03","CPAN-UFMS","COR","1203","PreservedSpecimen","Plantae",NA,NA,"Alismataceae","Echinodorus","paniculatus","Echinodorus paniculatus","Micheli","Almeida Lescano","13","1987","08","02",NA,"Brasil","Mato Grosso do Sul",NA,"-57.653611","-19.009722",NA,"Erva; flor amarela Habito: Erva",NA,NA,"Corumbá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"57º39'13''W","19º0'35''S",NA,NA,NA,NA,NA,NA
