X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,recordedBy,recordNumber,year,month,day,country,stateProvince,county,locality,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,imagecode,phylum,order,typeStatus,continentOcean,minimumElevationInMeters,maximumElevationInMeters,preparationType,yearIdentified,monthIdentified,dayIdentified,class,coordinatePrecision,geoFlag,fieldNumber,individualCount,infraspecificEpithet,previousCatalogNumber,NM_MUNICIP,CD_GEOCMU
-46.9099998474121,-23.6000003814697,"189",2019-11-21 10:11:55-03,IBt,SP,"343185",S,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Kawasaki, ML","Catharino, ELM; et al.","2311","1998","09","01",Brasil,São Paulo,Cotia,"Reserva Florestal de Morro Grande, Estrada de acesso ao reservatório Pedro Beicht",-46.9099998474121,-23.6000003814697,NA,NA,NA,SP057684,SP057684,NA,NA,NA,NA,NA,NA,NA,"2000","07","05",NA,"23869",auto,NA,NA,NA,NA,COTIA,"3513009"
-46.560001373291,-23.6900005340576,"193",2019-11-21 10:11:55-03,IBt,SP,"7353",S,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Landrum, LR","Brade, AC","7407","1913","10","26",Brasil,São Paulo,São Bernardo do Campo,NA,-46.560001373291,-23.6900005340576,NA,NA,NA,SP057688,SP057688,NA,NA,NA,NA,NA,NA,NA,"1980",NA,NA,NA,"31119",auto,NA,NA,NA,NA,SÃO BERNARDO DO CAMPO,"3548708"
-46.6300010681152,-23.5400009155273,"194",2019-11-21 10:11:55-03,IBt,SP,"26967",S,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Landrum, LR","Usteri, A",s.n.,"1906","09","16",Brasil,São Paulo,São Paulo,Avenida Paulista.,-46.6300010681152,-23.5400009155273,NA,NA,NA,SP057690,SP057690,NA,NA,NA,NA,NA,NA,NA,"1980",NA,NA,NA,"53584",auto,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"195",2019-11-21 10:11:55-03,IBt,SP,"339226",S,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Kawasaki, ML","Hashimoto, G","16788","1939","10","08",Brasil,São Paulo,São Paulo,Campos de Congonhas.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2000",NA,NA,NA,"53584",auto,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"196",2019-11-21 10:11:55-03,IBt,SP,"26965",S,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Landrum, LR","Luederwaldt, H",s.n.,"1913","11",NA,Brasil,São Paulo,São Paulo,Ipiranga.,-46.6300010681152,-23.5400009155273,NA,NA,NA,SP057696,SP057696,NA,NA,NA,NA,NA,NA,NA,"1980",NA,NA,NA,"53584",auto,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"197",2019-11-21 10:11:55-03,IBt,SP,"27011",S,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Landrum, LR","Luederwaldt, H",s.n.,"1907","08",NA,Brasil,São Paulo,São Paulo,Ipiranga.,-46.6300010681152,-23.5400009155273,NA,NA,Arbusto.,SP057689,SP057689,NA,NA,NA,NA,NA,NA,NA,"1980",NA,NA,NA,"53584",auto,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"198",2019-11-21 10:11:55-03,IBt,SP,"339046",S,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Kawasaki, ML","Hashimoto, G","16957","1948","10","24",Brasil,São Paulo,São Paulo,Jabaquara.,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2000",NA,NA,NA,"53584",auto,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"199",2019-11-21 10:11:55-03,IBt,SP,"158091",S,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Kawasaki, ML","Landrum, LR","2754","1977","12","01",Brasil,São Paulo,São Paulo,Jardim Botãnico de São Paulo.,-46.6300010681152,-23.5400009155273,NA,NA,Shrub 2m high.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"200",2019-11-21 10:11:55-03,IBt,SP,"339080",S,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Kawasaki, ML","Hashimoto, G","16919","1939","09","09",Brasil,São Paulo,São Paulo,"Liberdade, Morro do Piolho.",-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2000",NA,NA,NA,"53584",auto,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"201",2019-11-21 10:11:55-03,IBt,SP,"28199",S,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Landrum, LR","Hoehne, FC",s.n.,"1931","09","28",Brasil,São Paulo,São Paulo,Nativa no Jardim Botânico.,-46.6300010681152,-23.5400009155273,NA,NA,"Árvore pequena, flores alvas.",SP057687,SP057687,NA,NA,NA,NA,NA,NA,NA,"1980",NA,NA,NA,"53584",auto,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"202",2019-11-21 10:11:55-03,IBt,SP,"339647",S,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Kawasaki, ML","Hashimoto, G","17226","1987","07","04",Brasil,São Paulo,São Paulo,"Perus, Parque Anhanguera.",-46.6300010681152,-23.5400009155273,NA,NA,"Árvore nativa, de capoeira, com britos vermelhos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2000",NA,NA,NA,"53584",auto,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"203",2019-11-21 10:11:55-03,IBt,SP,"2403",S,Plantae,Myrtaceae,Myrceugenia,rufescens,Myrceugenia rufescens,(DC.) D.Legrand & Kausel,"Landrum, LR","Hoehne, FC",s.n.,"1918","09","14",Brasil,São Paulo,São Paulo,Villa Cerqueira Cesar.,-46.6300010681152,-23.5400009155273,NA,NA,"Árvore pequena do campo, flores alvas.",SP057691,SP057691,NA,NA,NA,NA,NA,NA,NA,"1980",NA,NA,NA,"53584",auto,NA,NA,NA,NA,SÃO PAULO,"3550308"
