X,Y,record_id,modified,institutionCode,collectionCode,catalogNumber,basisOfRecord,kingdom,family,genus,specificEpithet,scientificName,scientificNameAuthorship,identifiedBy,yearIdentified,monthIdentified,dayIdentified,recordedBy,country,stateProvince,county,decimalLongitude,decimalLatitude,verbatimLongitude,verbatimLatitude,occurrenceRemarks,barcode,imagecode,recordNumber,year,month,day,locality,minimumElevationInMeters,maximumElevationInMeters,phylum,class,order,continentOcean,preparationType,coordinatePrecision,geoFlag,relatedCatalogItem,relationshipType,individualCount,fieldNumber,typeStatus,NM_MUNICIP,CD_GEOCMU
-47.060001373291,-23.9300003051758,"461",2021-02-12 15:01:54-03,UFSCar,SPSC,"6296",PreservedSpecimen,Plantae,Arecaceae,Euterpe,edulis,Euterpe edulis,Mart.,E.F.L.P. Silva & W.A. Ferreira,NA,NA,NA,"E.F.L.P Silva;W.A. Ferreira",Brasil,São Paulo,Juquitiba,-47.060001373291,-23.9300003051758,NA,NA,Floresta ombrófila densa <ll>dwc_commonname:</ll> Palmito Juçara,NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24559",auto,NA,NA,NA,NA,NA,JUQUITIBA,"3526209"
-47.060001373291,-23.9300003051758,"462",2021-02-12 15:01:54-03,UFSCar,SPSC,"6298",PreservedSpecimen,Plantae,Arecaceae,Euterpe,edulis,Euterpe edulis,Mart.,E.F.L.P. Silva & W.A. Ferreira,NA,NA,NA,"E.F.L.P Silva;W.A. Ferreira",Brasil,São Paulo,Juquitiba,-47.060001373291,-23.9300003051758,NA,NA,Floresta ombrófila densa <ll>dwc_commonname:</ll> Palmito Juçara,NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24559",auto,NA,NA,NA,NA,NA,JUQUITIBA,"3526209"
-47.060001373291,-23.9300003051758,"463",2021-02-12 15:01:54-03,UFSCar,SPSC,"6291",PreservedSpecimen,Plantae,Arecaceae,Euterpe,edulis,Euterpe edulis,Mart.,E.F.L.P. Silva & W.A. Ferreira,NA,NA,NA,"E.F.L.P Silva;W.A. Ferreira",Brasil,São Paulo,Juquitiba,-47.060001373291,-23.9300003051758,NA,NA,Floresta ombrófila densa <ll>dwc_commonname:</ll> Palmito Juçara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24559",auto,NA,NA,NA,NA,NA,JUQUITIBA,"3526209"
-47.060001373291,-23.9300003051758,"464",2021-02-12 15:01:54-03,UFSCar,SPSC,"6294",PreservedSpecimen,Plantae,Arecaceae,Euterpe,edulis,Euterpe edulis,Mart.,E.F.L.P. Silva & W.A. Ferreira,NA,NA,NA,"E.F.L.P Silva;W.A. Ferreira",Brasil,São Paulo,Juquitiba,-47.060001373291,-23.9300003051758,NA,NA,Floresta ombrófila densa <ll>dwc_commonname:</ll> Palmito Juçara,NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24559",auto,NA,NA,NA,NA,NA,JUQUITIBA,"3526209"
-47.060001373291,-23.9300003051758,"465",2021-02-12 15:01:54-03,UFSCar,SPSC,"6299",PreservedSpecimen,Plantae,Arecaceae,Euterpe,edulis,Euterpe edulis,Mart.,E.F.L.P. Silva & W.A. Ferreira,NA,NA,NA,"E.F.L.P Silva;W.A. Ferreira",Brasil,São Paulo,Juquitiba,-47.060001373291,-23.9300003051758,NA,NA,Floresta ombrófila densa <ll>dwc_commonname:</ll> Palmito Juçara,NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24559",auto,NA,NA,NA,NA,NA,JUQUITIBA,"3526209"
-47.060001373291,-23.9300003051758,"466",2021-02-12 15:01:54-03,UFSCar,SPSC,"6290",PreservedSpecimen,Plantae,Arecaceae,Euterpe,edulis,Euterpe edulis,Mart.,E.F.L.P. Silva & W.A. Ferreira,NA,NA,NA,"E.F.L.P Silva;W.A. Ferreira",Brasil,São Paulo,Juquitiba,-47.060001373291,-23.9300003051758,NA,NA,Floresta ombrófila densa <ll>dwc_commonname:</ll> Palmito Juçara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24559",auto,NA,NA,NA,NA,NA,JUQUITIBA,"3526209"
-47.060001373291,-23.9300003051758,"467",2021-02-12 15:01:54-03,UFSCar,SPSC,"6306",PreservedSpecimen,Plantae,Arecaceae,Euterpe,edulis,Euterpe edulis,Mart.,E.F.L.P. Silva & W.A. Ferreira,NA,NA,NA,"E.F.L.P Silva;W.A. Ferreira",Brasil,São Paulo,Juquitiba,-47.060001373291,-23.9300003051758,NA,NA,Floresta ombrófila densa <ll>dwc_commonname:</ll> Palmito Juçara,NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24559",auto,NA,NA,NA,NA,NA,JUQUITIBA,"3526209"
-47.060001373291,-23.9300003051758,"468",2021-02-12 15:01:54-03,UFSCar,SPSC,"6297",PreservedSpecimen,Plantae,Arecaceae,Euterpe,edulis,Euterpe edulis,Mart.,E.F.L.P. Silva & W.A. Ferreira,NA,NA,NA,"E.F.L.P Silva;W.A. Ferreira",Brasil,São Paulo,Juquitiba,-47.060001373291,-23.9300003051758,NA,NA,Floresta ombrófila densa <ll>dwc_commonname:</ll> Palmito Juçara,NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24559",auto,NA,NA,NA,NA,NA,JUQUITIBA,"3526209"
-47.060001373291,-23.9300003051758,"469",2021-02-12 15:01:54-03,UFSCar,SPSC,"6304",PreservedSpecimen,Plantae,Arecaceae,Euterpe,edulis,Euterpe edulis,Mart.,E.F.L.P. Silva & W.A. Ferreira,NA,NA,NA,"E.F.L.P Silva;W.A. Ferreira",Brasil,São Paulo,Juquitiba,-47.060001373291,-23.9300003051758,NA,NA,Floresta ombrófila densa <ll>dwc_commonname:</ll> Palmito Juçara,NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24559",auto,NA,NA,NA,NA,NA,JUQUITIBA,"3526209"
-47.060001373291,-23.9300003051758,"470",2021-02-12 15:01:54-03,UFSCar,SPSC,"6302",PreservedSpecimen,Plantae,Arecaceae,Euterpe,edulis,Euterpe edulis,Mart.,E.F.L.P. Silva & W.A. Ferreira,NA,NA,NA,"E.F.L.P Silva;W.A. Ferreira",Brasil,São Paulo,Juquitiba,-47.060001373291,-23.9300003051758,NA,NA,Floresta ombrófila densa <ll>dwc_commonname:</ll> Palmito Juçara,NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24559",auto,NA,NA,NA,NA,NA,JUQUITIBA,"3526209"
-47.060001373291,-23.9300003051758,"471",2021-02-12 15:01:54-03,UFSCar,SPSC,"6303",PreservedSpecimen,Plantae,Arecaceae,Euterpe,edulis,Euterpe edulis,Mart.,E.F.L.P. Silva & W.A. Ferreira,NA,NA,NA,"E.F.L.P Silva;W.A. Ferreira",Brasil,São Paulo,Juquitiba,-47.060001373291,-23.9300003051758,NA,NA,Floresta ombrófila densa <ll>dwc_commonname:</ll> Palmito Juçara,NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24559",auto,NA,NA,NA,NA,NA,JUQUITIBA,"3526209"
-47.060001373291,-23.9300003051758,"472",2021-02-12 15:01:54-03,UFSCar,SPSC,"6295",PreservedSpecimen,Plantae,Arecaceae,Euterpe,edulis,Euterpe edulis,Mart.,E.F.L.P. Silva & W.A. Ferreira,NA,NA,NA,"E.F.L.P Silva;W.A. Ferreira",Brasil,São Paulo,Juquitiba,-47.060001373291,-23.9300003051758,NA,NA,Floresta ombrófila densa <ll>dwc_commonname:</ll> Palmito Juçara,NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24559",auto,NA,NA,NA,NA,NA,JUQUITIBA,"3526209"
-47.060001373291,-23.9300003051758,"473",2021-02-12 15:01:54-03,UFSCar,SPSC,"6293",PreservedSpecimen,Plantae,Arecaceae,Euterpe,edulis,Euterpe edulis,Mart.,E.F.L.P. Silva & W.A. Ferreira,NA,NA,NA,"E.F.L.P Silva;W.A. Ferreira",Brasil,São Paulo,Juquitiba,-47.060001373291,-23.9300003051758,NA,NA,Floresta ombrófila densa <ll>dwc_commonname:</ll> Palmito Juçara,NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24559",auto,NA,NA,NA,NA,NA,JUQUITIBA,"3526209"
-47.060001373291,-23.9300003051758,"474",2021-02-12 15:01:54-03,UFSCar,SPSC,"6300",PreservedSpecimen,Plantae,Arecaceae,Euterpe,edulis,Euterpe edulis,Mart.,E.F.L.P. Silva & W.A. Ferreira,NA,NA,NA,"E.F.L.P Silva;W.A. Ferreira",Brasil,São Paulo,Juquitiba,-47.060001373291,-23.9300003051758,NA,NA,Floresta ombrófila densa <ll>dwc_commonname:</ll> Palmito Juçara,NA,NA,NA,"1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"24559",auto,NA,NA,NA,NA,NA,JUQUITIBA,"3526209"
-46.759722,-23.454444,"495",2021-03-04 15:41:56-03,IF,SPSF,"39153",PreservedSpecimen,Plantae,Arecaceae,Euterpe,edulis,Euterpe edulis,Mart.,G.A.D.C. Franco,"2008","01","30",F.M.Souza & R.C.Sousa & D.Souza & R.L.M.Garcia,Brasil,SP,São Paulo,-46.759722,-23.454444,NA,NA,"COLETA: Palmeira, 15m. Frutos imaturos verdes. Comprimento da folha 2,84m. Comprimento da infrutescência, 78,5 cm.; GEOGRAFIA: Trilha do Pai Zé;",NA,NA,"1045","2008","01","30",Parque Estadual do Jaraguá,"886","886",Magnoliophyta,Liliopsida,Arecales,América do Sul,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"497",2021-03-04 15:41:56-03,IF,SPSF,"38688",PreservedSpecimen,Plantae,Arecaceae,Euterpe,edulis,Euterpe edulis,Mart.,A.P.Ribeiro,"2007","09","15",A.P.Ribeiro,Brasil,SP,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,"COLETA: Nomes populares: palmito branco, palmito jussasra, palmito doce&nf;Árvore 2m, cultivada, frutos roxos.; GEOGRAFIA: Área Administrativa, próximo ao Herbário D. Bento Pickel.;",NA,NA,NA,"2007","09","15",Parque Estadual Alberto Löfgren,NA,NA,Magnoliophyta,Liliopsida,Arecales,América do Sul,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"498",2021-03-04 15:41:56-03,IF,SPSF,"02491",PreservedSpecimen,Plantae,Arecaceae,Euterpe,edulis,Euterpe edulis,Mart.,D.Bento Jose Pickel,NA,NA,NA,D.Bento Pickel,Brasil,SP,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,"COLETA: Nomes populares - Palmito doce. Jussará; GEOGRAFIA: Colhido por D. Bento José Pickel, em um jardim.;",NA,NA,NA,"1947","04","01",São Bento,NA,NA,Magnoliophyta,Liliopsida,Arecales,América do Sul,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-47.216667,-24.05,"535",2019-11-21 09:59:28-03,IBt,SP,"288626",S,Plantae,Arecaceae,Euterpe,edulis,Euterpe edulis,Mart.,NA,NA,NA,NA,"Pirani, JR; Garcia, RJF",Brasil,São Paulo,Miracatu,-47.216667,-24.05,"-47.216667","-24.05",NA,SP055893,SP055893 SP055893_01 SP055893_02 SP055893_03,"3136","1994","04","20","Serra de Paranapiacaba, Fazenda Itereí, BR 116, Km 350. Trilha do morro Yolanda","550","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MIRACATU,"3529906"
-46.774444,-23.9,"536",2019-11-21 09:59:28-03,IBt,SP,"288634",S,Plantae,Arecaceae,Euterpe,edulis,Euterpe edulis,Mart.,"Boudet Fernandes, HQ","1997","11","06","Ávila, NS; Bellenzani, MLR; Garcia, RJF",Brasil,São Paulo,São Paulo,-46.774444,-23.9,"-46.774444","-23.9",NA,NA,NA,"330","1994","09","12","Camping Ana Paula. Área aberta, próxima aos quiosques. Região sul do município de São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.774444,-23.9,"537",2019-11-21 09:59:28-03,IBt,SP,"288729",S,Plantae,Arecaceae,Euterpe,edulis,Euterpe edulis,Mart.,"Boudet Fernandes, HQ","1997","11","06","Godoy, SAP; Pereira, DL; Ferreira, GMP; Garcia, RJF; Sordi, SJ",Brasil,São Paulo,São Paulo,-46.774444,-23.9,"-46.774444","-23.9",NA,NA,NA,"473","1995","04","19",Parelheiros. Camping Ana Paula,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-48.033333,-24.266667,"538",2019-11-21 09:59:28-03,IBt,SP,"315199",S,Plantae,Arecaceae,Euterpe,edulis,Euterpe edulis,Mart.,NA,NA,NA,NA,"Boudet Fernandes, HQ; Mathes, LAF; Marcato, AC; Belinello, R",Brasil,São Paulo,Sete Barras,-48.033333,-24.266667,"-48.033333","-24.266667",NA,NA,NA,"3228","1997","07","25","Parque Estadual Intervales, Bacia do rio Saibadela. Trilha do Quilombo (ou do Araçá)","100","270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-48.033333,-24.266667,"539",2019-11-21 09:59:28-03,IBt,SP,315199a,Carpo,Plantae,Arecaceae,Euterpe,edulis,Euterpe edulis,Mart.,NA,NA,NA,NA,"Boudet Fernandes, HQ; Mathes, LAF; Marcato, AC; Belinello, R",Brasil,São Paulo,Sete Barras,-48.033333,-24.266667,"-48.033333","-24.266667",NA,NA,NA,"3228","1997","07","25","Parque Estadual Intervales, Bacia do rio Saibadela. Trilha do Quilombo (ou do Araçá)","100","270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-48.033333,-24.266667,"540",2019-11-21 09:59:28-03,IBt,SP,"315962",S,Plantae,Arecaceae,Euterpe,edulis,Euterpe edulis,Mart.,NA,NA,NA,NA,"Boudet Fernandes, HQ; Matthes, LAF; Marcato, AC; Belinello, R; Vieira, J; Jorge, A",Brasil,São Paulo,Sete Barras,-48.033333,-24.266667,"-48.033333","-24.266667",NA,SP055895,SP055895 SP055895_01 SP055895_02 SP055895_03,"3227","1997","07","25","Parque Estadual Intervales, Bacia do rio Saibadela. Trilha do Quilombo (ou do Araçá). Abundante na área. Associada a Geonoma elegans, G. pohliana, G. schottiana, Bactris setosa e Astrocaryum aculeatissimum","100","270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETE BARRAS,"3551801"
-46.1883010864258,-23.5228004455566,"548",2019-11-21 09:59:28-03,IBt,SP,"347398",S,Plantae,Arecaceae,Euterpe,edulis,Euterpe edulis,Mart.,NA,NA,NA,NA,"Tomasulo, PLB",Brasil,São Paulo,Mogi das Cruzes,-46.1883010864258,-23.5228004455566,NA,NA,NA,NA,NA,"396","1994","04","28",Parque Municipal da Serra do Itapeti,NA,NA,NA,NA,NA,NA,NA,"28666",auto,NA,NA,NA,NA,NA,MOGI DAS CRUZES,"3530607"
-46.5299987792969,-23.6599998474121,"555",2019-11-21 09:59:28-03,IBt,SP,"252938",S,Plantae,Arecaceae,Euterpe,edulis,Euterpe edulis,Mart.,"Kirizawa, M","1992","04","30","Mazzoni Viveiros, SC",Brasil,São Paulo,Santo André,-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,NA,"98","1991","04","04",E.B. do Alto da Serra de Paranapiacaba,NA,NA,NA,NA,NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"556",2019-11-21 09:59:28-03,IBt,SP,"252165",S,Plantae,Arecaceae,Euterpe,edulis,Euterpe edulis,Mart.,"Afonso Filho, A","1991","12","10","Afonso Filho, A; et al.",Brasil,São Paulo,Santo André,-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,NA,1A,"1991","11","19",E.B. do Alto da Serra de Paranapiacaba,"700","800",NA,NA,NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"557",2019-11-21 09:59:28-03,IBt,SP,"238407",S,Plantae,Arecaceae,Euterpe,edulis,Euterpe edulis,Mart.,"Kirizawa, M","1990","05","18","Kirizawa, M; Sugiyama, M",Brasil,São Paulo,Santo André,-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,NA,"2266","1990","03","08",E.B. do Alto da Serra de Paranapiacaba,NA,NA,NA,NA,NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"558",2019-11-21 09:59:28-03,IBt,SP,"212657",S,Plantae,Arecaceae,Euterpe,edulis,Euterpe edulis,Mart.,"Kirizawa, M","1986","09","10","Kirizawa, M; Sugiyama, M",Brasil,São Paulo,Santo André,-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,NA,"1754","1986","10","07",E.B. do Alto da Serra de Paranapiacaba,NA,NA,NA,NA,NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"559",2019-11-21 09:59:28-03,IBt,SP,"202432",S,Plantae,Arecaceae,Euterpe,edulis,Euterpe edulis,Mart.,"Sugiyama, M; Kirizawa, M","1985","06",NA,"Sugiyama, M; Kirizawa, M",Brasil,São Paulo,Santo André,-46.5299987792969,-23.6599998474121,NA,NA,NA,SP055892,SP055892,"604","1985","05",NA,E.B. do Alto da Serra de Paranapiacaba,NA,NA,NA,NA,NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"560",2019-11-21 09:59:28-03,IBt,SP,"50357",S,Plantae,Arecaceae,Euterpe,edulis,Euterpe edulis,Mart.,NA,NA,NA,NA,"Pereira, MA; Lemos, C",Brasil,São Paulo,Santo André,-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,NA,s.n.,"1944","01","14","E.B. do Alto da Serra de Paranapiacaba, Procedente do Jardim Botânico de São Paulo, cultivada no Alto da Serra",NA,NA,NA,NA,NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.5299987792969,-23.6599998474121,"561",2019-11-21 09:59:28-03,IBt,SP,50357a,Carpo,Plantae,Arecaceae,Euterpe,edulis,Euterpe edulis,Mart.,NA,NA,NA,NA,"Pereira, MA; Lemos, C",Brasil,São Paulo,Santo André,-46.5299987792969,-23.6599998474121,NA,NA,NA,NA,NA,s.n.,"1944","01","14","E.B. do Alto da Serra de Paranapiacaba, Procedente do Jardim Botânico de São Paulo, cultivada no Alto da Serra",NA,NA,NA,NA,NA,NA,NA,"27258",auto,NA,NA,NA,NA,NA,SANTO ANDRÉ,"3547809"
-46.6300010681152,-23.5400009155273,"562",2019-11-21 09:59:28-03,IBt,SP,12226a,Carpo,Plantae,Arecaceae,Euterpe,edulis,Euterpe edulis,Mart.,"Luederwaldt, H","1916",NA,NA,"Luederwaldt, H",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,s.n.,"1915","07",NA,"Horto Botânico, Ypiranga",NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
-46.6300010681152,-23.5400009155273,"563",2019-11-21 09:59:28-03,IBt,SP,"12226",S,Plantae,Arecaceae,Euterpe,edulis,Euterpe edulis,Mart.,"Luederwaldt, H","1916",NA,NA,"Luederwaldt, H",Brasil,São Paulo,São Paulo,-46.6300010681152,-23.5400009155273,NA,NA,NA,NA,NA,s.n.,"1915","07",NA,"Horto Botânico, Ypiranga",NA,NA,NA,NA,NA,NA,NA,"53584",auto,NA,NA,NA,NA,NA,SÃO PAULO,"3550308"
