"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","typeStatus","locality","phylum","order","scientificNameAuthorship","stateProvince","minimumElevationInMeters","decimalLongitude","decimalLatitude","identifiedBy","county","maximumElevationInMeters","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","929753","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","subulata","Utricularia subulata","H. S. Irwin","19915","1968","02","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997620' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929753",NA,"Serra de Itabirito, ca. 45 km S.E. of Belo Horizonte.","Magnoliophyta","Lamiales","L.","Minas Gerais","1600","-43.8","-20.2","P. G. Taylor",NA,"1600","NY00929753_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","778378","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","subulata","Utricularia subulata","L. O. A. Teixeira","1063","1982","06","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=793408' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778378",NA,"Estrada Humaitá-Lábrea, km. 17.","Magnoliophyta","Lamiales","L.","Amazonas",NA,"-63.1607866","-7.5898993",NA,"Humaitá",NA,"NY00778378_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01173314","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","subulata","Utricularia subulata","G. T. Prance","9163","1969","01","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1387977' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173314",NA,"Dormida, foothills of Serra da Lua.","Magnoliophyta","Lamiales","L.","Roraima",NA,"-60.183333","2.416667","P. G. Taylor",NA,NA,"NY01173314_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01171671","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","subulata","Utricularia subulata","W. R. Anderson","10680",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1388126' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171671",NA,NA,"Magnoliophyta","Lamiales","L.","Pará",NA,NA,NA,"P. G. Taylor",NA,NA,"NY01171671_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","3857861","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","subulata","Utricularia subulata","O. Huber","5631","1980","08","21","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4136415' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857861",NA,"sabanas y bosques en la región de Rincones de Chacorro, a unos 30 km. al N de Puerto Ayacucho y a unos 5 km. al NE de Galipero","Magnoliophyta","Lamiales","L.","Amazonas","80","-67.33","5.8",NA,"Atures",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","3857796","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","subulata","Utricularia subulata","L. C. M. Croizat","59","1951","07","06","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4136350' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857796",NA,"Between Rio Atabapo and La Esmeralda","Magnoliophyta","Lamiales","L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","3857816","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","subulata","Utricularia subulata","J. A. Steyermark","693","1960","04","24","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4136370' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857816",NA,"vicinity of road campamento 150 at km. 150 in valley of savanna of Río Uarama below Uarama-tepui, northeast of Luepa","Magnoliophyta","Lamiales","L.","Bolívar","1220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","3857815","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","subulata","Utricularia subulata","J. A. Steyermark","980","1955","02","20","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4136369' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857815",NA,"Face and damp bluffs of upper falls of Caño Mojado east of north escarpment","Magnoliophyta","Lamiales","L.","Bolívar","1910",NA,NA,NA,NA,"1970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","3857824","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","subulata","Utricularia subulata","G. T. Prance","28354","1983","08","30","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4136378' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857824",NA,"Sabana de Topopo. W margin of lower Río Caroni opposite Arekuna","Magnoliophyta","Lamiales","L.","Bolívar","400","-62.92","6.5",NA,"Heres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","929749","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","subulata","Utricularia subulata","G. G. Hatschbach","34013","1974","02","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997598' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929749",NA,"Coxim, arredores","Magnoliophyta","Lamiales","L.","Mato Grosso do Sul",NA,"-54.7454089","-18.50569","P. G. Taylor","Coxim",NA,"NY00929749_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","3857795","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","subulata","Utricularia subulata","O. Huber","9876","1984","11","21","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4136349' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857795",NA,"Meseta del Guaiquinima, sector nororiental. Vegetación herbáceo-arbustiva sobre terrenos rocosos de arenisca, aprox. 2000 m al S de la cumbre Norte","Magnoliophyta","Lamiales","L.","Bolívar","1450","-63.48","5.97",NA,"Heres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","3857876","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","subulata","Utricularia subulata","J. A. Steyermark","59066","1944","10","01","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4136430' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857876",NA,"between Kun and Uaduara-parú, in valley of Río Kukenán, south of Mount Roraima","Magnoliophyta","Lamiales","L.","Bolívar","1065",NA,NA,NA,"Gran Sabana","1220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","3857765","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","subulata","Utricularia subulata","B. Maguire","29746","1950","11","25","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4136319' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857765",NA,"Cerro Duida, Río Cunucunuma, Culebra Creek just above Culebra Falls","Magnoliophyta","Lamiales","L.","Amazonas","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","400576","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","subulata","Utricularia subulata","R. M. Harley","17144","1974","03","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=371881' target='other'> <mi>dwc_moreinfo</mi></a>","NY00400576",NA,"5 km S of Santa Cruz Cabrália","Magnoliophyta","Lamiales","L.","Bahia",NA,"-39.02","-16.32","P. G. Taylor",NA,NA,"NY00400576_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","3857806","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","subulata","Utricularia subulata","O. Huber","7729a","1983","06","28","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4136360' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857806",NA,"sabana arbustiva ubicada en el paso entre Ptari-tepui y Sororopán-tepui, al N de Kavanayén","Magnoliophyta","Lamiales","L.","Bolívar","1370","-61.75","5.7",NA,"Piar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01173315","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","subulata","Utricularia subulata","S. A. Mori","15717","1983","07","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1387979' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173315",NA,"Parque Florestal da Fazendinha, 12 km S of Macapá","Magnoliophyta","Lamiales","L.","Amapá",NA,"-51.09569","-0.04072",NA,"Macapá",NA,"NY01173315_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","3857780","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","subulata","Utricularia subulata","B. Maguire","46005","1961","08","30","South America","Guyana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4136334' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857780",NA,"Southern Pakaraima Mountains, Kopinang Savanna, Kopinang Falls","Magnoliophyta","Lamiales","L.",NA,"823",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","3857797","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","subulata","Utricularia subulata","B. K. Holst","2538","1985","11","04","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4136351' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857797",NA,"Quebrada La Flore, affluent of Caño Ore which joins the Río Parguaza, 230 kms S of Caicara del Orinoco by road","Magnoliophyta","Lamiales","L.","Bolívar","100","-67.08","6.28",NA,"Cedeño",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","3857841","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","subulata","Utricularia subulata","B. Maguire","42339","1957","12","11","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4136395' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857841",NA,"Upper Canon Grande, Cerro de la Neblina, Rio Yatua","Magnoliophyta","Lamiales","L.","Amazonas","1900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","687000","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","subulata","Utricularia subulata","R. M. Harley","22263","1980","05","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=847650' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687000",NA,"Serras dos Lençois. Lower slopes of Morro do Pai Inácio. Ca. 14.5 km NW of Lençois just N of the main Seabra - Itaberaba road. E6.","Magnoliophyta","Lamiales","L.","Bahia","700","-41.47","-12.45",NA,"Palmeiras","1000","NY00687000_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","3857873","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","subulata","Utricularia subulata","O. Huber","8541","1983","12","10","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4136427' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857873",NA,"Altiplanicie del Auyan-tepui. Sector SE, aprox. 5 km al ESE del Churún-merú (Salto Churún). Vegetación arbustiva a lo largo de un lecho rocoso de río","Magnoliophyta","Lamiales","L.","Bolívar","1800","-62.5","5.85",NA,"Piar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","01171669","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","subulata","Utricularia subulata","G. T. Prance","2638","1966","10","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1388124' target='other'> <mi>dwc_moreinfo</mi></a>","NY01171669",NA,"Manaus and vicinity. Rio Negro, near to Tarumã.","Magnoliophyta","Lamiales","L.","Amazonas",NA,"-60.1107502","-3.0440972","P. G. Taylor",NA,NA,"NY01171669_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01173318","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","subulata","Utricularia subulata","G. T. Prance","4993","1968","06","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1387984' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173318",NA,"Serra da Lua, Rio Urubu, between Cachoeira Iracema and Natal.","Magnoliophyta","Lamiales","L.","Amazonas",NA,NA,NA,"P. G. Taylor",NA,NA,"NY01173318_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","686999","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","subulata","Utricularia subulata","R. M. Harley","19206","1977","03","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=847645' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686999",NA,"19.5 km SE of Morro do Chapéu on the BA 052 road to Mundo Novo by the Rio Ferro Doido.","Magnoliophyta","Lamiales","L.","Bahia","900","-41.03","-11.63","P. Taylor","Morro do Chapéu","900","NY00686999_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","01173319","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","subulata","Utricularia subulata","R. Vilhena","172",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1387986' target='other'> <mi>dwc_moreinfo</mi></a>","NY01173319",NA,NA,"Magnoliophyta","Lamiales","L.","Pará",NA,NA,NA,"M. G. A. Lobo",NA,NA,"NY01173319_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","3857764","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","subulata","Utricularia subulata","B. Maguire","29239","1950","10","24","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4136318' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857764",NA,"on rock outcrop behind (east of) Hotel Amazonas","Magnoliophyta","Lamiales","L.","Amazonas","150",NA,NA,NA,"Mun. Atures",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","929751","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","subulata","Utricularia subulata","N. A. Rosa","1980","1977","05","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997602' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929751",NA,"Rio Juruena, margem direita","Magnoliophyta","Lamiales","L.","Mato Grosso",NA,"-58.3804411","-11.0249185",NA,NA,NA,"NY00929751_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","02706198","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","subulata","Utricularia subulata","G. H. H. Tate","376","1927","11","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2995829' target='other'> <mi>dwc_moreinfo</mi></a>","NY02706198",NA,"Mount Roraima and vicinity. Mt. Roraima: summit.","Magnoliophyta","Lamiales","L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","929755","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","subulata","Utricularia subulata","H. S. Irwin","28944","1971","01","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=997626' target='other'> <mi>dwc_moreinfo</mi></a>","NY00929755",NA,"Serra do Espinhaço, lower slopes of Serra da Caraça, ca. 10 km W. of Barão de Cocais","Magnoliophyta","Lamiales","L.","Minas Gerais","1400","-43.4927778","-20.1263",NA,NA,"1400","NY00929755_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00748858","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","subulata","Utricularia subulata","H. S. Irwin","24184","1969","03","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=882633' target='other'> <mi>dwc_moreinfo</mi></a>","NY00748858",NA,"Chapada dos Veadeiros, ca. 8 km south of Cavalcante","Magnoliophyta","Lamiales","L.","Goiás","1000","-47.5","-13.87231",NA,"Cavalcante","1000","NY00748858_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","3857817","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","subulata","Utricularia subulata","J. A. Steyermark","125954","1982","01","31","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4136371' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857817",NA,"Cerro Marahuaca - Huha. Cumbre altiplanicie no arbolada, más o menos plana, con piedras expuestas, río abajo","Magnoliophyta","Lamiales","L.","Amazonas","2580","-65.5","3.67",NA,"Atabapo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","3857852","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","subulata","Utricularia subulata","B. Maguire","53931","1963","06","30","South America","Suriname","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4136406' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857852",NA,"Wilhelmina Gebergte, Zuid Rivier, ca. 25 km above confluence with Lucie Rivier","Magnoliophyta","Lamiales","L.",NA,"270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","3857842","PreservedSpecimen","Plantae","Lentibulariaceae","Utricularia","subulata","Utricularia subulata","R. L. Liesner","8824","1980","01","28","South America","Venezuela","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4136396' target='other'> <mi>dwc_moreinfo</mi></a>","NY03857842",NA,"Ca 6 km NE of San Carlos de Rio Negro","Magnoliophyta","Lamiales","L.","Amazonas",NA,"-67.02","1.88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
