"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","class","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","typeStatus","individualCount","relatedCatalogItem","fieldNumber","sex"
"11","2019-11-19 15:43:23-03","UNEB","HUNEB","10623","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Asteraceae","Paralychnophora","bicolor","Paralychnophora bicolor",NA,"Guedes, M.L.","ALCB 72874","2006","04","30",NA,"Brasil","Bahia","Catolés","Chapada Diamantina, Serra do Barbado.","-41.833333","-13.283333",NA,NA,NA,"Arbustiva herbácea.","HUNEB0010623",NA,NA,"Dicotyledoneae",NA,NA,"41W50'0''","13S17'",NA,NA,NA,NA,NA,NA,NA,NA
"12","2013-07-03 10:29:33-03","EBDA","BAH","6979","S","Plantae",NA,NA,"Asteraceae","Eremanthus","bicolor","Eremanthus bicolor","(DC.) Baker","Luciano, Lenise, Norma, Herb.","10789","1983","06","29",NA,"Brasil","Bahia","Lençóis","Caminho da Serra Pai Inácio - Lençois - Bahia.","-41.39","-12.5631",NA,NA,NA,"Arbusto de + ou - 2,5m de altura. Folhas semicoriáceas discolor. Inflorescências de flores liláses.",NA,NA,"M. L. Guedes",NA,"47385","auto",NA,NA,"1985","11",NA,NA,NA,NA,NA,NA
"13","2013-07-03 10:29:33-03","EBDA","BAH","9073","S","Plantae",NA,NA,"Asteraceae","Eremanthus","bicolor","Eremanthus bicolor","(DC.) Baker","M. Pignal",NA,"1993","09","12",NA,"Brasil","Bahia","Mucugé",NA,"-41.3708","-13.0053",NA,NA,NA,NA,NA,NA,"Neves, M. Fagundes",NA,"52493","auto",NA,NA,"2011","08",NA,NA,NA,NA,NA,NA
"14","2013-07-03 10:29:33-03","EBDA","BAH","8099","S","Plantae",NA,NA,"Asteraceae","Eremanthus","bicolor","Eremanthus bicolor","(DC.) Baker","Estenio,","123","1988","08","04",NA,"Brasil","Bahia","Lençóis","Lençois - Bahia","-41.39","-12.5631",NA,NA,NA,"Flor lilás. Arbusto + ou - 2m de altura.",NA,NA,"J. D. C. Arouck Ferreira",NA,"47385","auto",NA,NA,"1989","03",NA,NA,NA,NA,NA,NA
"15","2019-10-09 11:10:26-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Eremanthus","bicolor","Eremanthus bicolor","Baker","Mello-Silva, R de; Pirani, JR; Furlan, A; Harley, RM; Lewis, GP","7638","1984","12","26","Southern America","Brasil","Bahia","Senhor do Bonfim","Piemonte da Diamantina, Serra de Santana","-40.183333","-10.45","900","900",NA,"1,20 m de altura. Capítulo amarelo-pardacento.",NA,NA,"Nakajima, JN",NA,NA,NA,"-40.183333","-10.45","1998",NA,NA,NA,NA,NA,NA,NA
"16","2019-10-09 11:11:02-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","bicolor","Paralychnophora bicolor","(DC.) MacLeish","Harley, RM; Hind, DJN; Smith, S; Bautista, HP; Giulietti, AM","PCD&nf;3518","1996","07","08","Southern America","Brasil","Bahia","Lençóis","Chapada Diamantina, Serra da Chapadinha","-41","-12",NA,NA,NA,"2,50 m.; Floresta úmida.",NA,NA,"Hind, DJN",NA,NA,NA,"-41","-12","1996","07",NA,NA,NA,NA,NA,NA
"17","2019-10-09 11:11:02-03","UFBA","ALCB","19442","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","bicolor","Paralychnophora bicolor","(DC.) MacLeish","Guedes, ML","1442","1987","10","10","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina","-41","-13",NA,NA,NA,"Ca. de 3 m de alt. Folhas coriáceas, tomentosas. Inflorescência com flores amarelo pálido.",NA,NA,"Hind, DJN",NA,NA,NA,"-41","-13","1991","12",NA,NA,NA,NA,NA,NA
"18","2021-02-24 18:13:30-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","bicolor","Paralychnophora bicolor","(DC.) MacLeish","Hind, DJN; Bautista, HP; Smith, S","PCD&nf;3550","1996","07","12","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina, Estrada Andaraí-MucugÆ, ao lado da torre da Embratel","-41","-13","1250","1250",NA,"4,00 m, ramos castanhos tomentosos.; Substrato lilólico, às vezes areno-humoso.",NA,NA,"Hind, DJN",NA,NA,NA,"-41","-13","1996","07",NA,NA,NA,NA,NA,NA
"19","2019-10-09 11:11:02-03","UFBA","ALCB","72874","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","bicolor","Paralychnophora bicolor","(DC.) MacLeish","Guedes, ML; Valadão, RM; Santos, JS; Carvalho, G; Alunos de Botânica III","12235","2006","04","30","Southern America","Brasil","Bahia","Catolés","Chapada Diamantina, Serra do Barbado","-41.833333","-13.283333",NA,NA,NA,"de ca 3m. Folhas discolores, com a face abaxial tomentosa. Flores em capítulos, flores purpúreas. Freqüente.; arbustiva-herbácea.",NA,NA,"Guedes, ML",NA,NA,NA,"-41.833333","-13.283333","2006","07",NA,NA,NA,NA,NA,NA
"20","2019-10-09 11:11:02-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","bicolor","Paralychnophora bicolor","(DC.) MacLeish","Orlandi, RP; Guedes, ML; Bautista, HP; Pereira, A","PCD89","1994","07","26","Southern America","Brasil","Bahia","Palmeiras","Chapada Diamantina, Morro do Pai Inácio","-41.466667","-12.45","800","800",NA,NA,NA,NA,"Hind, DJN",NA,NA,NA,"-41.466667","-12.45","1996","11",NA,NA,NA,NA,NA,NA
"21","2019-10-09 11:11:02-03","UFBA","ALCB","031151","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","bicolor","Paralychnophora bicolor","(DC.) MacLeish","Guedes, ML","5158","1997","06","28","Southern America","Brasil","Bahia","Palmeiras","Chapada Diamantina, Pai Inácio","-41.472222","-12.456111",NA,NA,NA,"ca. 3 m. Folhas simples, discolores. Capítulo cilíndrico, sessil; aquênio ocasionalmente com 4 angulos.",NA,NA,"Loeuille, B",NA,NA,NA,"-41.472222","-12.456111","2011","12",NA,NA,NA,NA,NA,NA
"22","2019-10-09 11:11:02-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","bicolor","Paralychnophora bicolor","(DC.) MacLeish","Guedes, ML; Guaré, F; Roque, NF; Martins, DV; Muniz, CV","6107","1998","09","19","Southern America","Brasil","Bahia","Palmeiras","Chapada Diamantina, Morro do Pai In cio","-41.466667","-12.45","1044","1044",NA,"2,00 m, caule tomentoso. Folhas discolores, face abaxial tomentosa. Flores liláses.",NA,NA,"Guedes, ML",NA,NA,NA,"-41.466667","-12.45","1998","09",NA,NA,NA,NA,NA,NA
"23","2019-10-09 11:11:02-03","UFBA","ALCB","52423","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","bicolor","Paralychnophora bicolor","(DC.) MacLeish","Stradmann, MTS; Gomes, DF; Ribeiro, B; Sales, MC","0652","1999","10","12","Southern America","Brasil","Bahia","Lençóis","Chapada Diamantina, Foz do rio Capivara, situado a 14 Km de Lençóis, com acesso pela estrada de terra Lençóis/Andaraí. Localizado nos limites do Parque Nacional da Chapada Diamantina e a APA de Iraquara/Marimbus. Dissertação Mestrado em fitossociolog","-41.369167","-12.635556","950","950",NA,"2,50 m, terrestre. Folhas coriaáceas, discolores, face abaxial branca e de textura aveludada Frequente.; Vegetação arbustiva/arbórea, pouco antropizada pela ação dos garimpeiros. Influenciada pela vegetação adjacente dos campos rupestres e da Mata Es",NA,NA,"Stradmann, MTS",NA,NA,NA,"-41.369167","-12.635556","2000","06",NA,NA,NA,NA,NA,NA
"24","2019-10-09 11:11:02-03","UFBA","ALCB","59765","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","bicolor","Paralychnophora bicolor","(DC.) MacLeish","Roque, N; Bautista, HP; Ribeiro, T","526","2001","07","02","Southern America","Brasil","Bahia","Lençóis","Chapada Diamantina","-41.408333","-12.464444",NA,NA,NA,"Ca. 2,5 de alt. Folhas cartáceas, discolores. Infloresncência com capítulos passados.",NA,NA,"Locuille, B",NA,NA,NA,"-41.408333","-12.464444","2007","09",NA,NA,NA,NA,NA,NA
"25","2019-10-09 11:11:02-03","UFBA","ALCB","62603","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","bicolor","Paralychnophora bicolor","(DC.) MacLeish","Rocha, FF; Funch, L","31","1999","04","29","Southern America","Brasil","Bahia","Lençóis","Chapada Diamantina, Capitinga","-41.316667","-12.65",NA,NA,NA,"2,0 m alt. Folhas grandes, discolores, face adaxial verde brilhante, e abaxial cinza, pubescente, coriácea. Flores roxas.; De solo arenoso profundo, de fisionomia semelhante a vegetação de restinga.",NA,NA,"Roque, N; Locuille, B",NA,NA,NA,"-41.316667","-12.65","2007","09",NA,NA,NA,NA,NA,NA
"26","2019-10-09 11:11:02-03","UFBA","ALCB","64814","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","bicolor","Paralychnophora bicolor","(DC.) MacLeish","Roque, N","s/n",NA,NA,NA,"Southern America","Brasil","Bahia","Andaraí","Chapada Diamantina, 3 km de Andaraí em direção a Mucugê","-41.325556","-12.83","406","406",NA,"ca. 4 m de alt. Folhas discolores. Inflorescências passadas.",NA,NA,NA,NA,NA,NA,"-41.325556","-12.83",NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-10-09 11:11:02-03","UFBA","ALCB","65489","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","bicolor","Paralychnophora bicolor","(DC.) MacLeish","Roque, N; Watanabe, MTC; Mota, AC da; Passos Júnior, LA; Botelho, RB; Santos, TM; Anjos,","937",NA,NA,NA,"Southern America","Brasil","Bahia","Piatã","Chapada Diamantina, Piatã. Estrada Piatã-Abaíra. No entrocamento para Catolés","-41.749167","-13.228611","1056","1056",NA,"Planta cinérea. Brácteas involucrais verde-cinéreas, flores lilases.",NA,NA,"Roque, N",NA,NA,NA,"-41.749167","-13.228611",NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-10-09 11:11:02-03","UFBA","ALCB","67735","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","bicolor","Paralychnophora bicolor","(DC.) MacLeish","Roque, N; Alunos de Botânica III","1125","2004","09","03","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina","-41.001389","-11.635833","767","767",NA,"até 3m de altura. Flores lilases.",NA,NA,"Roque, N",NA,NA,NA,"-41.001389","-11.635833","2004","09",NA,NA,NA,NA,NA,NA
"29","2019-10-09 11:11:02-03","UFBA","ALCB","73280","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","bicolor","Paralychnophora bicolor","(DC.) MacLeish","Cardoso, PHCB; Xavier, AB","66","2006","05","01","Southern America","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, Cachoeira do Ferro doido","-41.15","-11.55",NA,NA,NA,"Arvore de 2m. folhas coriaceas, discolores com a face abaxial tomentosa. Inflorescência glomérulo, com flor lilás.",NA,NA,"Guedes, ML",NA,NA,NA,"-41.15","-11.55","2006","05",NA,NA,NA,NA,NA,NA
"30","2019-10-09 11:11:02-03","UFBA","ALCB","78442","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","bicolor","Paralychnophora bicolor","(DC.) MacLeish","Roque, N; Alunos de Botânica III","1606","2007","05","19","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina, Parque Municipal de Mucugê, trilha para a Cachoeira das Andorinhas","-41.343889","-13.016667","948","948",NA,"ca. 2m alt.; folhas discolores. Brácteas involucrais verdes, flroes róseas a alvas.",NA,NA,"Roque, N",NA,NA,NA,"-41.343889","-13.016667","2007","05",NA,NA,NA,NA,NA,NA
"31","2019-10-09 11:11:02-03","UFBA","ALCB","81500","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","bicolor","Paralychnophora bicolor","(DC.) MacLeish","Roque, N; Ferreira, SC; Alunos de Botânica III","s/n","2006","07","08","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina, Parque Municipal de Mucugê, trilha para a Cachoeira das Andorinhas","-41.345278","-13.001389",NA,NA,NA,"Até 4m alt.; Folhas discolores. Flores róseas.",NA,NA,"Roque, N; Liro, RM",NA,NA,NA,"-41.345278","-13.001389","2007","12",NA,NA,NA,NA,NA,NA
"32","2019-10-09 11:11:02-03","UFBA","ALCB","81500","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","bicolor","Paralychnophora bicolor","(DC.) MacLeish","Roque, N; Ferreira, SC; Alunos de Botânica III","s/n","2006","07","08","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina, Parque Municipal de Mucugê, trilha para a Cachoeira das Andorinhas","-41.345278","-13.001389","915","915",NA,"até 4m alt.; folhas discolores. Flores róseas.",NA,NA,"Roque, N; Liro, RM",NA,NA,NA,"-41.345278","-13.001389","2007","12",NA,NA,NA,NA,NA,NA
"33","2019-10-09 11:11:02-03","UFBA","ALCB","81500","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","bicolor","Paralychnophora bicolor","(DC.) MacLeish","Roque, N; Ferreira, SC; Alunos de Botânica III","s/n","2006","07","08","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina, Trilha para a Cachoeira das Andorinhas","-41.345278","-13.001389","915","915",NA,"até 4m alt.; folhas discolores. Flores róseas.",NA,NA,"Roque, N; Lyro, RM",NA,NA,NA,"-41.345278","-13.001389","2007","12",NA,NA,NA,NA,NA,NA
"34","2019-10-09 11:11:02-03","UFBA","ALCB","81500","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","bicolor","Paralychnophora bicolor","(DC.) MacLeish","Roque, N; Ferreira, SC; Alunos de Botânica III","s/n","2006","07","08","Southern America","Brasil","Bahia","Mucugê","Chapada Diamantina, Trilha para a Cachoeira das Andorinhas","-41.345278","-13.001389","915","915",NA,"até 4m alt.; folhas discolores. Flores róseas.",NA,NA,"Roque, N; Liro, RM",NA,NA,NA,"-41.345278","-13.001389","2007","12",NA,NA,NA,NA,NA,NA
"35","2019-10-09 11:11:02-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Paralychnophora","bicolor","Paralychnophora bicolor","(DC.) MacLeish","Melo, E; Costa, J; Melo, E; Ferreira, MC","PCD1751","1995","04","24","Southern America","Brasil","Bahia","Palmeiras","Chapada Diamantina, Topo do Morro de Pai In cio, próximo ao cruzeiro.","-41.466667","-12.45","1180","1180",NA,"2,00 m.; Vegetação herbáceo-arbustiva esparsa. Afloramentos rochosos de arenito.",NA,NA,"Hind, DJN",NA,NA,NA,"-41.466667","-12.45","1996","11",NA,NA,NA,NA,NA,NA
"36","2020-02-08 08:49:01-03","NBC","NL-BOTANY","U.1118207","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Eremanthus","bicolor","Eremanthus bicolor","(DC.) Baker","Harley RM; Hind DJN",NA,"1988","12","16","Southern America","Brazil",NA,NA,"Bahia. Mun.: Rio de contas. Picos das Almas. Vertente leste, Alto do vale acima da Faz, Silvina.","-41.966667","-13.516667",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1118207 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1118207","NL-U1118207",NA,"Magnoliopsidae",NA,NA,"-41.966667","-13.516667",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-02-08 08:49:01-03","NBC","NL-BOTANY","U.1118208","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Eremanthus","bicolor","Eremanthus bicolor","(DC.) Baker","Harley RM; Simao R; Hind DJN; Fothergill JM",NA,"1988","10","24","Southern America","Brazil",NA,NA,"Bahia. Mun.: Rio de Contas, Povado de MAto Grosso arredores. Campo rupestre, Entre pedras.","-41.833333","-13.466667",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1118208 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1118208","NL-U1118208",NA,"Magnoliopsidae",NA,NA,"-41.833333","-13.466667",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-02-08 08:49:01-03","NBC","NL-BOTANY","U.1118209","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Eremanthus","bicolor","Eremanthus bicolor","(DC.) Baker","Harley RM; et al.",NA,"1980","05","22","Southern America","Brazil",NA,NA,"Brazil: Estado da Bahia, Serra dos Lencois, Serra do Brejao ca. 14 km N.W. of Lencois, Municipio of Lencois.","-41.45","-12.45",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1118209 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1118209","NL-U1118209",NA,"Magnoliopsidae",NA,NA,"-41.45","-12.45",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-02-08 08:49:01-03","NBC","NL-BOTANY","U.1118210","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Eremanthus","bicolor","Eremanthus bicolor","(DC.) Baker","Harley RM; et al.",NA,"1980","05","31","Southern America","Brazil",NA,NA,"Brazil: Estado Da Bahia. Morro do chapeu. Rio do Ferro Doido, 19.5 km SE of Morro do cahpeu on the BA 052 highway to Mundo Novo, with water-worn.","-41.033333","-11.633333",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1118210 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1118210","NL-U1118210",NA,"Magnoliopsidae",NA,NA,"-41.033333","-11.633333",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-02-08 08:49:01-03","NBC","NL-BOTANY","U.1118211","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Eremanthus","bicolor","Eremanthus bicolor","(DC.) Baker","Harley RM; et al.",NA,"1980","05","30","Southern America","Brazil",NA,NA,"Brazil: estado da Bahia, Morro do chapeu, summit of Morro do Chapeu, c. 8 km SW of the town of Morro do chapeu to the west of the road to Utinga.","-41.2","-11.583333",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1118211 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1118211","NL-U1118211",NA,"Magnoliopsidae",NA,NA,"-41.2","-11.583333",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-02-08 08:49:01-03","NBC","NL-BOTANY","U.1118212","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Eremanthus","bicolor","Eremanthus bicolor","(DC.) Baker","Harley RM; et al.",NA,"1974","02","04","Southern America","Brazil",NA,NA,"Brazil: Estado da Bahia, By Rio Cumbuca ca.3km S. of Mucuge, near site of small dam on road to Cascavel.","-41.35","-13.016667",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1118212 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1118212","NL-U1118212",NA,"Magnoliopsidae",NA,NA,"-41.35","-13.016667",NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-02-08 08:49:01-03","NBC","NL-BOTANY","U.1118213","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Eremanthus","bicolor","Eremanthus bicolor","(DC.) Baker","Harley RM; et al.",NA,"1974","01","17","Southern America","Brazil",NA,NA,"Brazil: Estado da Bahia, 12-14km N. of town of Rio de Contas on the road to Mato Grosso.","-41.833333","-13.466667",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1118213 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1118213","NL-U1118213",NA,"Magnoliopsidae",NA,NA,"-41.833333","-13.466667",NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-02-15 11:34:11-02","IPA","IPA","92752","S","Plantae","Plantae",NA,"Asteraceae","Eremanthus","bicolor","Eremanthus bicolor","(DC.)Baker","Costa, G.; et al.; et al.","2245","2016","12","11","Southern America","Brasil","Bahia","Lençóis","Mucugezinho.","-41.3899993896484","-12.563099861145",NA,NA,NA,"Arbusto ca. 2,5m de altura, inflorescência creme.; Afloramento rochoso com histórico de fogo.","IPA0092752",NA,NA,NA,"47385","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
