"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","identifiedBy","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"25","2019-11-21 14:38:12-03","UFJF","CESJ","7716","PreservedSpecimen","Plantae","Angiosperma",NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","L. Krieger","CESJ7716","1969","12","26","América do Sul","Brasil","Paraná","Ponta Grossa",NA,"-50.1618995666504","-25.0949993133545",NA,NA,NA,"No brejo, meio enterrada na lama, flores amarelas.","CESJ007716","E.Fromm-Trinta",NA,"1989",NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA
"26","2021-04-07 11:45:19-03","UFMS","CGMS","50931","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","V.J. Pott; L.C.P. Lima; A. Pott","5806","2002","09","16",NA,"Brasil","Mato Grosso do Sul","São Gabriel do Oeste","Estrada do Assentamento Campanário, próximo ao Pontilhão da Nascente do Rio Coxim, cerva de 4 Km do asfalto, lado esquerdo.","-54.5997222","-19.2805556","650","650",NA,"Flor amarela. Material em álcool 70%. Habitat: Vereda de buriti, próximo a Pontilhão. Solo areno-siltoso hidromórfico. Relevo plano. Habito: Erva. Mancha ocasional.","CGMS1080915","V.J. Pott",NA,"2019",NA,"-54,5997222","-19,2805556",NA,NA,NA,NA,NA,NA,NA
"27","2021-04-07 11:45:19-03","UFMS","CGMS","68720","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","V.J. Pott; S.N. Moreira; A. Pott","11472","2012","10","10",NA,"Brasil","Mato Grosso do Sul","Paraíso das Águas","Fazenda Estella 4, próximo 2,2 Km das cachoeiras da estrada vicinal da Fazenda Potreiro do Sucuriú, a 22,2 Km da estrada MS-316.","-53.1936111","-18.9808334","508","508",NA,"Flor amarela-clara. Nome comum local do ambiente: 'coval' ou 'pântano'. Habitat: Campo úmido em nascente, com buriti (distante) na mata de galeria, em domínio de Cerrado. Solo siltoso, hidromórfico. Relevo plano em vale. Habito: Erva","CGMS1101678","V.J. Pott",NA,NA,NA,"-53,1936111","-18,9808334",NA,NA,NA,NA,NA,NA,NA
"28","2021-04-07 11:45:19-03","UFMS","CGMS","76007","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","S.N. Moreira; V.J. Pott, A. Pott & J.B. Fabri","1158","2012","10","05",NA,"Brasil","Mato Grosso do Sul","Paraíso das Águas ","Fazenda Stella 4.","-53.1933333","-18.9808334","510","510",NA,"Flor amarela. Habitat: Nos veios de água. Solo orgânico encharcado. Relevo plano deprimido. Campo graminoso úmido com Mauritia flexuosa em domínio de Cerrado. Habito: Erva anfíbia até 30cm.","CGMS1108962",NA,NA,NA,NA,"-53,1933333","-18,9808334",NA,NA,NA,NA,NA,NA,NA
"29","2021-04-07 11:45:19-03","UFMS","CGMS","76001","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","S.N. Moreira; V.J. Pott, A. Pott., E.B. Souza & F.A. Ferreira","533","2012","03","07",NA,"Brasil","Mato Grosso do Sul","Bandeirantes",NA,"-54.4813889","-19.6605556","480","480",NA,"Fruto castanho. Habitat: Solo orgânico. Relevo plano deprimido. Campo graminoso úmido sem Mauritia flexuosa em domínio de Cerrado. Habito: Erva aquática até 10cm.","CGMS1108956",NA,NA,NA,NA,"-54,4813889","-19,6605556",NA,NA,NA,NA,NA,NA,NA
"30","2021-04-07 11:45:19-03","UFMS","CGMS","13669","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","V.J. Pott; A. Pott; A.C.M. Cristaldo; S. Aragaki; D.R. Espírito Santo","7013","2004","04","07",NA,"Brasil","Mato Grosso do Sul","Chapadão do Sul","Fazenda Pedra Branca, Lagoinha, próximo ao Rio Sucuriú.","-52.7836111","-19.2572222","430","430",NA,NA,"CGMS1043120",NA,NA,NA,NA,"-52,7836111","-19,2572222",NA,NA,NA,NA,NA,NA,NA
"31","2021-04-07 11:45:19-03","UFMS","CGMS","66257","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","V.J. Pott; A. Pott; S.N. Moreira; T. Green","11592","2013","08","07",NA,"Brasil","Mato Grosso do Sul","Bandeirantes","Rodovia BR-060, Km 234, Fazenda 7 de Setembro, 9 Km da BR-163 e 33 km de Camapuã.","-54.2797223","-19.6608333","625","625",NA,"Flor amarela. Habitat: Campo úmido, vereda, poucos buritis. Solo hidromórfico, orgânico. Relevo fundo de vale, levemente inclinado. Habito: Erva aquática rosulada emergente, ou submersa fixa. 0,02 - 0,03 m de altura, escapo 0,07 - 0,","CGMS1099218","V.J. Pott",NA,NA,NA,"-54,2797223","-19,6608333",NA,NA,NA,NA,NA,NA,NA
"32","2021-04-07 11:45:19-03","UFMS","CGMS","24681","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","H.C. Vinci-Carlos; R.M. Chiaravalloti","327","2008","10","25",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Área de Proteção Ambiental dos Mananciais do Córrego Guariroba (APA do Guariroba), Fazenda Estância D#?#Casa, margem do Córrego do Açude.","-54.3966666","-20.5847222","554","554",NA,"Flor amarela. Fruto verde imaturo. Vereda preservada. Habitat: Cerrado. Campo graminoso úmido (Vereda), leito de pequeno veio d#?#água. Solo arenoso. Relevo plano-ondulado. Pouco comum. Habito: Erva aquática emergente fixa. 0,15 m de a","CGMS1054126","H.C. Vinci-Carlos; V.J. Pott",NA,"2016","10","-54,3966666","-20,5847222",NA,NA,"28",NA,NA,NA,NA
"33","2021-04-07 11:45:19-03","UFMS","CGMS","14724","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","V.J. Pott; A.C.M. Cristaldo; A. Pott; O.A. Corsino Jr.","7304","2004","11","11",NA,"Brasil","Mato Grosso do Sul","Paranaíba","Fazenda Ponte Nova (Fazenda do Lageado), nascente de córrego que deságua no Córrego do Lageado.","-51.5383333","-19.8358333","430","430",NA,"Flor amarela. Habitat: Campo graminoso úmido de vereda em nascente com buriti (Mauritia flexuosa). Solo hidromórfico com matéria orgânica. Relevo plano. Habito: Erva aquática emergente. 5 cm de altura. Mancha ocasional.","CGMS1044209","V.J. Pott",NA,NA,NA,"-51,5383333","-19,8358333",NA,NA,NA,NA,NA,NA,NA
"34","2021-04-07 11:45:19-03","UFMS","CGMS","68984","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","V.J. Pott; A. Pott","12443","2017","09","11",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Rancho WN (Waldir Neves). A norte do açude grande com aterro.","-54.5091667","-20.5616667","596","596",NA,"Flor amarela clara. Fruto verde, imaturo. Habitat: Campo úmido de vereda com buriti (Mauritia flexuosa) e veios d#?#água. Solo hidromórfico, orgânico. Relevo encosta superior de ondulado. Habito: Erva aquática emergente. 1-2 cm de altu","CGMS1101942","V.J. Pott",NA,"2017","09","-54,5091667","-20,5616667",NA,NA,"11",NA,NA,NA,NA
"35","2021-04-07 11:45:19-03","UFMS","CGMS","24686","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","H.C. Vinci-Carlos; R.M. Chiaravalloti","332","2008","10","25",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Área de Proteção Ambiental dos Mananciais do Córrego Guariroba (APA do Guariroba), Fazenda Estância D#?#Casa, margem do Córrego do Açude.","-54.3983333","-20.5838889","559","559",NA,"Flor amarela. Fruto verde imaturo. Vereda preservada. Habitat: Cerrado. Campo graminoso úmido (Vereda), leito de pequeno veio d#?#água. Solo arenoso. Relevo plano-ondulado. Pouco comum. Habito: Erva aquática emergente fixa. 0,09 m de a","CGMS1054133","H.C. Vinci-Carlos; V.J. Pott",NA,"2016","10","-54,3983333","-20,5838889",NA,NA,"28",NA,NA,NA,NA
"36","2021-04-07 11:45:19-03","UFMS","CGMS","55379","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","A. Pott; G.A. Damasceno-Junior","15118","2008","08","30",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Área de Protenção Ambiental (APA) do Guariroba, Fazenda Cantagalo.","-54.4002778","-20.5425","558","558",NA,"Flor amarela. Fruto não observado. Material em álcool 70°. Habitat: Vereda (campo úmido com Mauritia flexuosa) em área de cerrado, com gado. Solo arenoso hidromórfico. Relevo vale. Ocasional. Habito: Erva aquática.","CGMS1085346","V.J. Pott",NA,NA,NA,"-54,4002778","-20,5425",NA,NA,NA,NA,NA,NA,NA
"37","2021-04-07 11:45:19-03","UFMS","CGMS","77259","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","V.J. Pott; A. Pott","9500","2007","07","21",NA,"Brasil","Mato Grosso do Sul","Ribas do Rio Pardo","Rodovia BR-262, Km 280,5, 58 Km a leste de Campo Grande.","-54.1227778","-20.4777778","470","470",NA,"Flor amarela. Fruto ausente. Cresce ao longo de filetes de água entre plantas graminosas. Material em álcool 70%. Habitat: Campo úmido graminoso de vereda sem buriti. Solo arenoso hidromórfico, com muita matéria orgânica. Relevo leve","CGMS1110247","V.J. Pott",NA,"2019",NA,"-54,1227778","-20,4777778",NA,NA,NA,NA,NA,NA,NA
"38","2021-04-07 11:45:19-03","UFMS","CGMS","77256","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","V.J. Pott; S.N. Moreira & S. Saab de Lima","10938","2010","07","01",NA,"Brasil","Mato Grosso do Sul","Campo Grande","Fazenda Canta Galo, 47 Km leste de Campo Grande, 12 Km da BR-262, entrada à direita a 35 Km de Campo Grande, bacia da APA do Guariroba.","-54.4","-20.5422222","548","548",NA,"Flor amarela clara. Fruto verde, imaturo. Habitat: Campo úmido, em vereda, com buriti, nos veios dágua entre as Poaceae. Solo orgânico encharcado. Habito: Erva aquática. Ocasional.","CGMS1110244","V.J. Pott",NA,"2019",NA,"-54,4","-20,5422222",NA,NA,NA,NA,NA,NA,NA
"39","2021-04-07 11:45:19-03","UFMS","CGMS","13446","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","V.J. Pott; A. Pott; A.C.M Cristaldo; S. Aragaki","6774","2004","03","28",NA,"Brasil","Mato Grosso do Sul","Chapadão do Sul","Fazenda Pouso Frio, entorno do Córrego Pouso Frio, cerca de 700 m da nascente (Rio Aporé).","-52.8675","-18.6672223","800","800",NA,"Flor amarela. Folhas de até 6 cm comprimento; inflorescência 17 cm comprimento com pêlos hialinos na base. Frutos com deiscência circuncisa. Pontos glandulosos na base do escapo, nas folhas emersas e submersas. Espirais de até 4 cm c","CGMS1042866","V.J. Pott; A.C.M. Cristaldo",NA,NA,NA,"-52,8675","-18,6672223",NA,NA,NA,NA,NA,NA,NA
"40","2021-04-07 11:45:19-03","UFMS","CGMS","57720","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","V.J. Pott; A. Pott","5137","2002","03","01",NA,"Brasil","Mato Grosso","Alto Taquari","Nascente do rio Taquari, entre a ferrovia Ferro-Norte e a cidade de Alto Taquari.","-53.2780556","-17.8558333",NA,NA,NA,"Flor amarela. Em trilhos de gado e/ou espaços entre touceiras de gramíneas. Habitat: Campo úmido (brejo) de nascente (minador de água). Solo hidromórfico,argilo-turfoso. Relevo plano deprimido. Rara. Habito: Erva aquática.","CGMS1087654","V.J. Pott",NA,"2004","06","-53,2780556","-17,8558333",NA,NA,"20",NA,NA,NA,NA
"41","2021-04-07 11:45:19-03","UFMS","CGMS","65314","PreservedSpecimen","Plantae",NA,NA,"Lentibulariaceae","Genlisea","repens","Genlisea repens","Benj.","R.C. Oliveira; V.J. Pott; L.K. Reis; P.T.A. Ojeda; D.M. Pineda","4","2017","10","25",NA,"Brasil","Mato Grosso do Sul","Alcinópolis","Parque Estadual das Nascentes do Rio Taquari. Vereda íngreme.","-53.3752778","-18.1075","529","529",NA,"Flor amarela. Habitat: Vereda íngreme. Habito: Erva aquática emergente. 5 cm, com escapo de 10 cm de altura.","CGMS1098275","V.J. Pott",NA,"2017","10","-53,3752778","-18,1075",NA,NA,"25",NA,NA,NA,NA
