"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","county","decimalLongitude","decimalLatitude","identifiedBy","imagecode","class","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","infraspecificEpithet","fieldNumber","individualCount","sex"
"11","2019-02-15 11:35:37-02","IPA","IPA","13855","S","Plantae","Plantae",NA,"Bromeliaceae","Guzmania","monostachia","Guzmania monostachia","(L.) Rusby ex Mez","Andrade-Lima","664433","1966","02","13","Southern America","Brasil","Ceará","Serra de Baturité",NA,NA,NA,"Epífita. Bráct. laranja.","IPA0013855","Guaramiranga","-38.9331016540527","-4.26332998275757","Andrade-Lima",NA,NA,"1966","09","19","13198","auto",NA,NA,NA,NA,NA,NA
"12","2019-02-15 11:35:37-02","IPA","IPA","16543","S","Plantae","Plantae",NA,"Bromeliaceae","Guzmania","monostachia","Guzmania monostachia","(L.) Rusby ex Mez","Andrade-Lima","685338","1968","03","10","Southern America","Brasil","Ceará","Serra de Pacatuba, Encosta alta, propriedade Pitaguari, epífita.",NA,NA,NA,"Bráct. verm. fl. alvas.","IPA0016543",NA,NA,NA,"Smith, L.B.",NA,NA,"1970","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2019-02-15 11:35:37-02","IPA","IPA","8588","S","Plantae","Plantae",NA,"Bromeliaceae","Guzmania","monostachia","Guzmania monostachia","(L.) Rusby ex Mez","Andrade-Lima","552361","1955","11","24","Southern America","Brasil","Ceará","Serra de Maranguape",NA,NA,NA,"Epífita. Infl. am-laranja.","IPA0008588",NA,NA,NA,"Smith, L.B.",NA,NA,"1960","07",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-02-15 11:35:37-02","IPA","IPA","45549","S","Plantae","Plantae",NA,"Bromeliaceae","Guzmania","monostachia","Guzmania monostachia","(L.) Rusby ex Mez","Uitt.","73-8281","1973","03","23","Southern America","Brasil","Pernambuco","Sítio Cafundó",NA,NA,NA,NA,"IPA0045549","Taquaritinga do Norte","-36.0442008972168","-7.90305995941162","Andrade-Lima",NA,NA,"1973",NA,NA,"25558","auto",NA,NA,NA,NA,NA,NA
"15","2019-02-15 11:35:37-02","IPA","IPA","45550","S","Plantae","Plantae",NA,"Bromeliaceae","Guzmania","monostachia","Guzmania monostachia","(L.) Rusby ex Mez","Andrade-Lima","738281","1973","03","23","Southern America","Brasil","Pernambuco","Sítio Cafundó.",NA,NA,NA,NA,"IPA0045550","Taquaritinga do Norte","-36.0442008972168","-7.90305995941162","Andrade-Lima",NA,NA,"1973",NA,NA,"25558","auto",NA,NA,NA,NA,NA,NA
"16","2021-03-21 19:40:01-03","UFC","EAC","4190","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Guzmania","monostachia","Guzmania monostachia","(L.) Rusby ex Mez","Fernandes, A.","EAC4190","1978","10","19","Southern America","Brasil","Ceará","entre Baturité e Mulungu","760","760",NA,"Erva, abundante, sobre fanerógamo vivo, comportamento independente; brácteas incialmente vermelhas e depois verdes; fruto marrom.","EAC0004190","Baturité","-38.8847007751465","-4.32860994338989","Lima-Verde, L.W.","EAC0004190",NA,"1998","08","14","35980","auto",NA,NA,NA,NA,NA,NA
"17","2021-03-21 19:40:01-03","UFC","EAC","20909","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Guzmania","monostachia","Guzmania monostachia","(L.) Rusby ex Mez","Oliveira, M.R.L.","s.n.","1994","01","09","Southern America","Brasil","Ceará","Sítio Cana Brava",NA,NA,NA,"Erva epífita.","EAC0020909","Guaramiranga","-38.9331016540527","-4.26332998275757","Lima-Verde, L.W.","EAC0020909",NA,"1994",NA,NA,"13198","auto",NA,NA,NA,NA,NA,NA
"18","2021-03-21 19:40:01-03","UFC","EAC","33780","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Guzmania","monostachia","Guzmania monostachia","(L.) Rusby ex Mez","Monteiro, F.J.S.","14","2004","02","18","Southern America","Brasil","Ceará","Lagoa Boaçu, Serra da Aratanha.",NA,NA,NA,"Epífita, indivíduo com inflorescência.","EAC0033780","Pacatuba","-38.6203002929688","-3.98416996002197","Monteiro, F.S.","EAC0033780",NA,"2004","02","18","16295","auto",NA,NA,NA,NA,NA,NA
"19","2021-03-21 19:40:01-03","UFC","EAC","27407","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Guzmania","monostachia","Guzmania monostachia","(L.) Rusby ex Mez","Weber, A. .G.","s.n.","1999","02","07","Southern America","Brasil","Ceará","Serra da Aratanha, Na divisa dos municípios Pacatuba e Maranguape.",NA,NA,NA,"Epífita, folhas verdes com pigmentação um pouco rxa, bráctea da flor vermelha (ápice) e as outras verdes com listras pretas, flor branca.","EAC0027407","Pacatuba","-38.6203002929688","-3.98416996002197","Oliveira, R.","EAC0027407",NA,"1999","02","07","16295","auto",NA,NA,NA,NA,NA,NA
"20","2021-03-21 19:40:01-03","UFC","EAC","15316","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Guzmania","monostachia","Guzmania monostachia","(L.) Rusby ex Mez","Lima-Verde, L.W.","s.n.","1987","02",NA,"Southern America","Brasil","Ceará",NA,"800","800",NA,"Planta de meia sombra, em florestas higrófilas, flores esbranquiçadas com brácteas vermelhas no ápice e rajadas de bordô da metade para baixo.","EAC0015316","Pacoti","-38.9233016967773","-4.22499990463257","Lima-Verde, L.W.","EAC0015316_1 EAC0015316_2",NA,NA,NA,NA,"9622","auto",NA,NA,NA,NA,NA,NA
"21","2021-03-21 19:40:01-03","UFC","EAC","16288","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Guzmania","monostachia","Guzmania monostachia","(L.) Rusby ex Mez","Fernandes, A.; Fontella, J.","EAC16288","1990","02","08","Southern America","Brasil","Ceará","Pico Alto, Serra de Baturité",NA,NA,NA,"Epífita.","EAC0016288","Pacoti","-38.9233016967773","-4.22499990463257","Lima-Verde, L.W.","EAC0016288",NA,"2001","04","17","9622","auto",NA,NA,NA,NA,NA,NA
"22","2021-03-21 19:40:01-03","UFC","EAC","20868","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Guzmania","monostachia","Guzmania monostachia","(L.) Rusby ex Mez","Lima-Verde, L.W.","s.n.","1994","03","12","Southern America","Brasil","Ceará","Sítio Olho d'Água dos Tangarás",NA,NA,NA,"Erva epífita, flor branca.","EAC0020868","Pacoti","-38.9233016967773","-4.22499990463257","Lima-Verde, L.W.","EAC0020868",NA,"1994","03","12","9622","auto",NA,NA,NA,NA,NA,NA
"23","2021-03-21 19:40:01-03","UFC","EAC","41693","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Guzmania","monostachia","Guzmania monostachia","(L.) Rusby ex Mez","Monteiro, F.J.S.","112","2007","12","13","Southern America","Brasil","Ceará","Morro do Coquinho","1009","1009",NA,NA,"EAC0041693","Itapagé","-39.595056","-3.625694","Gomes, V.","EAC0041693",NA,"2007","12",NA,NA,NA,"-39.595056","-3.625694",NA,NA,NA,NA
"24","2021-03-21 19:40:01-03","UFC","EAC","46910","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Guzmania","monostachia","Guzmania monostachia","(L.) Rusby ex Mez","Monteiro, F.J.S.","F164","2008","05","04","Southern America","Brasil","Ceará","Retiro.","817","817",NA,NA,"EAC0046910","Uruburetama","-39.583944","-3.603944",NA,"EAC0046910",NA,NA,NA,NA,NA,NA,"-39.583944","-3.603944",NA,NA,NA,NA
"25","2021-03-21 19:40:01-03","UFC","EAC","48967","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Guzmania","monostachia","Guzmania monostachia","(L.) Rusby ex Mez","Silveira, A.; Oliveira, R.F.","28","2002","08","08","Southern America","Brasil","Ceará","Sítio Arvoredo","935","935",NA,NA,"EAC0048967","Guaramiranga","-38.931667","-4.230556","Lima-Verde, L.W.","EAC0048967",NA,"2002","08","15",NA,NA,"-38.931667","-4.230556",NA,NA,NA,NA
"26","2021-03-21 19:40:01-03","UFC","EAC","48968","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Guzmania","monostachia","Guzmania monostachia","(L.) Rusby ex Mez","Gomes, V.; Otutumi, A.","627","2003","08","21","Southern America","Brasil","Ceará","Sítio Lagoa, mata do Pico Alto",NA,NA,NA,NA,"EAC0048968","Guaramiranga","-38.971111","-4.205833","Gomes, V.","EAC0048968",NA,"2003","09","21",NA,NA,"-38.971111","-4.205833",NA,NA,NA,NA
"27","2021-03-21 19:40:01-03","UFC","EAC","48970","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Guzmania","monostachia","Guzmania monostachia","(L.) Rusby ex Mez","Gomes, V.; Alexandre","307","2003","05","10","Southern America","Brasil","Ceará","Sítio Lagoa",NA,NA,NA,"Floresta ombrófila montana","EAC0048970","Guaramiranga","-38.971111","-4.205833","Lima-Verde, L.W.","EAC0048970",NA,"2004","09","15",NA,NA,"-38.971111","-4.205833",NA,NA,NA,NA
"28","2021-03-21 19:40:01-03","UFC","EAC","51229","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Guzmania","monostachia","Guzmania monostachia","(L.) Rusby ex Mez","Gomes, V.; Silveira, A.","1031","2003","11","02","Southern America","Brasil","Ceará","Sítio Arvoredo","935","935",NA,NA,"EAC0051229","Guaramiranga","-38.931806","-4.231944","Lima-Verde, L.W.","EAC0051229",NA,"2012","02","14",NA,NA,"-38.931806","-4.231944",NA,NA,NA,NA
"29","2021-03-21 19:40:01-03","UFC","EAC","46827","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Guzmania","monostachia","Guzmania monostachia","(L.) Rusby ex Mez","Carvalho, A.M.M.","s.n.","2010","03","09","Southern America","Brasil","Ceará","Pico Alto",NA,NA,NA,NA,"EAC0046827","Guaramiranga","-38.9331016540527","-4.26332998275757","Lima-Verde, L.W.","EAC0046827",NA,"2010","04","15","13198","auto",NA,NA,NA,NA,NA,NA
"30","2021-03-21 19:40:01-03","UFC","EAC","51920","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Guzmania","monostachia","Guzmania monostachia","(L.) Rusby ex Mez","Fortunato, M.E.M.","65","2012","03","03","Southern America","Brasil","Ceará","Pico Alto, coleta em casa de vegetação.","950","950",NA,"Erva, epífita; flor branca; fruto seco.; Floresta de altitude","EAC0051920","Guaramiranga","-38.9331016540527","-4.26332998275757","Fortunato, M.E.M.","EAC0051920",NA,"2012","03","30","13198","auto",NA,NA,NA,NA,NA,NA
"31","2021-03-21 19:40:01-03","UFC","EAC","51930","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Guzmania","monostachia","Guzmania monostachia","(L.) Rusby ex Mez","Fortunato, M.E.M.","55","2011","03","26","Southern America","Brasil","Ceará","Beija Flor","820","820",NA,"Erva, epífita; flor branca; fruto seco.; Floresta de altitude","EAC0051930","Maranguape","-38.6856002807617","-3.89083003997803","Fortunato, M.E.M.","EAC0051930",NA,"2011","03","26","40608","auto",NA,NA,NA,NA,NA,NA
"32","2021-03-21 19:40:01-03","UFC","EAC","33782","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Guzmania","monostachia","Guzmania monostachia","(L.) Rusby ex Mez","Monteiro, F.J.S.","s.n.","2003","05","24","Southern America","Brasil","Ceará","Serra de Maranguape",NA,NA,NA,"Epífita sobre laranjeira. Indivíduo com frutos.","EAC0033782","Maranguape","-38.6856002807617","-3.89083003997803","Monteiro, F.S.","EAC0033782",NA,"2003","05","24","40608","auto",NA,NA,NA,NA,NA,NA
"33","2021-03-21 19:40:01-03","UFC","EAC","53407","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Guzmania","monostachia","Guzmania monostachia","(L.) Rusby ex Mez","Moro, M.F.","27","2007","02","06","Southern America","Brasil","Ceará","Pico Alto",NA,NA,NA,"Epífita","EAC0053407","Pacoti","-38.9233016967773","-4.22499990463257","Lima-Verde, L.W.","EAC0053407",NA,NA,NA,NA,"9622","auto",NA,NA,NA,NA,NA,NA
"34","2021-03-21 19:40:01-03","UFC","EAC","16297","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Guzmania","monostachia","Guzmania monostachia","(L.) Rusby ex Mez","Fernandes, A.; Fontella, J.","EAC16297","1990","02","08","Southern America","Brasil","Ceará","Pico Alto, Serra de Baturité",NA,NA,NA,"Sobre uma Mirtácea.","EAC0016297","Pacoti","-38.9233016967773","-4.22499990463257","Lima-Verde, L.W.","EAC0016297",NA,"2006","08","23","9622","auto",NA,NA,NA,NA,NA,NA
"35","2021-03-21 19:40:01-03","UFC","EAC","26144","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Guzmania","monostachia","Guzmania monostachia","(L.) Rusby ex Mez","Borges-Nojosa, D.M.","s.n.","1997","09","09","Southern America","Brasil","Ceará","Sítio Genipapo, Ibiapaba.",NA,NA,NA,"Erva (aprox. 0,25 m).; Mata úmida","EAC0026144","São Benedito","-40.8650016784668","-4.0486102104187","Martinelli, G.","EAC0026144",NA,"1998","08",NA,"27894","auto",NA,NA,NA,NA,NA,NA
"36","2021-03-21 19:40:01-03","UFC","EAC","49295","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Guzmania","monostachia","Guzmania monostachia alba","Ariza-Julia","Lima-Verde, L.W.","3093","2004","12","12","Southern America","Brasil","Ceará","Sítio Olho d'Água dos Tangarás","820","820",NA,"Epífita, Flor branca; Mata ombrófila","EAC0049295","Pacoti","-38.916528","-4.235528","Lima-Verde, L.W.","EAC0049295",NA,"2004","12","12",NA,NA,"-38.916528","-4.235528","alba",NA,NA,NA
"37","2021-03-21 19:40:01-03","UFC","EAC","39859","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Guzmania","monostachia","Guzmania monostachia monostachia","(L.) Rusby ex Mez","Martinelli, G.; Barbará, T.; Azoury, R.","15066","1998","08","15","Southern America","Brasil","Ceará","Serra de Baturité - Mata do Tasso","1000","1000",NA,"Epífeta, ciófila; folhas concolores com bainha castanho-clara; infl. com escapo verde, brácteas escapais passadas paleáceas, brácteas florais passadas paleáceas, sépalas persistente marrom; cápsula imatura verde. Em cultivo no JBRJ.;","EAC0039859","Pacoti","-38.936389","-4.240833","Vieira, C.M.","EAC0039859",NA,"2002","10",NA,NA,NA,"-38.936389","-4.240833","monostachia",NA,NA,NA
"38","2020-12-21 16:19:25-03","MBM","MBM","47773","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Guzmania","monostachia","Guzmania monostachia","(L.) Rusby ex Mez","Baltazar","10506","1971","09","10","Southern America","Venezuela",NA,"Universidad Central de Venezuela",NA,NA,NA,NA,"MBM047773",NA,NA,NA,"Smith, L.B.","MBM047773",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:19:29-03","MBM","MBM","132082","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","setacea","Tillandsia setacea","Sw.","Thompson, S.A.; Nishida, J.H.; Nishida, J.H.","2631","1985","08","11","Northern America","USA",NA,"Alachua Co., Florida",NA,NA,NA,NA,"MBM132082",NA,NA,NA,"Brasil","MBM132082",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:19:29-03","MBM","MBM","132083","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","setacea","Tillandsia setacea","Sw.","Thompson, S.A.; Nishida, J.H.; Nishida, J.H.","2778","1985","08","21","Northern America","USA",NA,"Collier Co., Florida",NA,NA,NA,NA,"MBM132083",NA,NA,NA,"Smith, L.B.","MBM132083",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:19:29-03","MBM","MBM","132601","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","setacea","Tillandsia setacea","Sw.","Kral, R.","45076","1972","01","21","Northern America","USA",NA,"Tilland. Sumner Co., Florida",NA,NA,NA,NA,"MBM132601",NA,NA,NA,"Kral, R.","MBM132601",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:19:29-03","MBM","MBM","132602","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","setacea","Tillandsia setacea","Sw.","Kral, R.","45096","1972","01","21","Northern America","USA",NA,"Martin Co., Floriada",NA,NA,NA,NA,"MBM132602",NA,NA,NA,"Kral, R.","MBM132602",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2015-09-03 20:55:21-03","MNHN","RECOLNAT_MNHN_P","P01746449","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Guzmania","monostachia","Guzmania monostachia","(L.) Rusby ex Mez","Cuatrecasas, J.",NA,"1946","10","7",NA,"Colômbia",NA,"Departamento del Vale. Plana e lValle; Zarzal, Hacienda de El Medio. Colômbia, América do Sul","1000",NA,"hb","Plantae Colombiane. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01746449' target='other'> <mi>dwc_moreinfo</mi></a>","P01746449",NA,NA,NA,NA,"P01746449_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"22102",NA,NA
"44","2015-09-03 21:19:17-03","MNHN","RECOLNAT_MNHN_P","P02176530","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Guzmania","monostachia","Guzmania monostachia","(L.) Rusby ex Mez","Steyermark, J.A.|Delascio, F.|Dunsterville, G.C.K.|Dunsterville, E.",NA,"1970","8","4",NA,"Venezuela",NA,"Estado Lara, Distrito Palavecino, sela nublada, Fila de Terepaima, entre el Alto de Chuparral y la Loma Redonda, 21-23km al sur de Cabudare. Venezuela","1300","1460","hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02176530' target='other'> <mi>dwc_moreinfo</mi></a>","P02176530",NA,NA,NA,NA,"P02176530_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"103425",NA,NA
"45","2015-09-03 21:20:08-03","MNHN","RECOLNAT_MNHN_P","P02176545","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Guzmania","monostachia","Guzmania monostachia","(L.) Rusby ex Mez","Remy",NA,"1856","11","1",NA,"Equador",NA,"Republique de L´Equateur. Equador",NA,NA,"hb",". . Specimen in monographia Bromeliacearum citatum <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02176545' target='other'> <mi>dwc_moreinfo</mi></a>","P02176545",NA,NA,NA,NA,"P02176545_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2004-08-09 17:42:53-03","MNHN","RECOLNAT_MNHN_P","P00372267","PreservedSpecimen",NA,NA,NA,"Bromeliaceae","Tillandsia","setacea","Tillandsia setacea","Sw.","Poeppig, E.F.",NA,NA,NA,NA,NA,"Brésil",NA,"Prov. Pará",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00372267' target='other'> <mi>dwc_moreinfo</mi></a>","P00372267",NA,NA,NA,"Mez","P00372267_01 P00372267_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-03-11 09:00:24-03","URCA","HCDAL","3778","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Guzmania","monostachia","Guzmania monostachia","(L.) Rusby ex Mez","Carmo, F.O.M.B.; Jorge, A.L.","07","2008","03","15",NA,"Brasil","Ceará","Sítio Melo, Região do Cariri.","667","667",NA,"Epífita; flor branca. Planta exótica.; Mata Úmida.",NA,"Barbalha","-39.393972","-7.315083",NA,NA,NA,NA,NA,NA,NA,NA,"-39.393972","-7.315083",NA,NA,NA,NA
"48","2015-11-10 20:23:00-02","MO","MOBOT","2384381","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Guzmania","monostachia","Guzmania monostachia","(L.) Rusby ex Mez","Bradley C. Bennett|Patricia Gómez A.","Bennett 3767","1989","4","20","South America","Ecuador","Morona-Santiago","Centro Shuar Yukutais. South of Centro, low-lying area at base of scarf. Swampy, some places perenially flooded.",NA,NA,NA,NA,NA,NA,"-78.16666","-3.5","M.A. Spencer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2011-02-18 09:01:00-02","MO","MOBOT","2112876","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Guzmania","monostachia","Guzmania monostachia","(L.) Rusby ex Mez","H.J.F. Schimpff","Schimpff 467","1933","11","21","South America","Ecuador","Chimborazo","SW of Huigra.","1200.00000000",NA,NA,NA,NA,"Alausí","-78.96666","-2.46666","L.B. Smith",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
