"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","class","monthIdentified","dayIdentified","relatedCatalogItem","individualCount","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","651016","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees",NA,"A. F. M. Glaziou","16696",NA,NA,NA,"South America","Brazil","Rio de Janeiro","Petrópolis","Orgaos, Petropolis","-43.073169","-22.496706",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=163447' target='other'> <mi>dwc_moreinfo</mi></a>","NY00651016","NY00651016_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-11-01 11:16:00-02","NY","NYBG","00861933","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Chusquea","pinifolia","Chusquea pinifolia",NA,"L. G. Clark","L. G. Clark","720A","1990","03","01","South America","Brazil","Minas Gerais","Caeté","Serra da Piedade, trail descending behind the sanctuary","-43.67","-19.82","1550","1550","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938297' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861933","NY00861933_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","651025","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees",NA,"K. Kubitzki","84-7","1984","02","28","South America","Brazil",NA,NA,"Serra da Mantiqueira, nahe Serra das Agulhas Negras","-44.658333","-22.384444","2300","2300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=163452' target='other'> <mi>dwc_moreinfo</mi></a>","NY00651025","NY00651025_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-11-01 14:47:00-02","NY","NYBG","651012","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Chusquea","pinifolia","Chusquea pinifolia",NA,"L. G. Clark","G. Martinelli","9882","1984","06","02","South America","Brazil","Rio de Janeiro","Petrópolis","Entre Araras e Vale das Videiras, Morro do Cuca, Pico do Pindoba","-43.1783","-22.505","1700","1700","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=163441' target='other'> <mi>dwc_moreinfo</mi></a>","NY00651012","NY00651012_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-11-01 14:47:00-02","NY","NYBG","651018","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Chusquea","pinifolia","Chusquea pinifolia",NA,NA,"A. F. M. Glaziou","6445","1872",NA,NA,"South America","Brazil","Rio de Janeiro",NA,"Hautes Orgues",NA,NA,NA,NA,"sheet","[date on label reads 23 8 1872] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=163449' target='other'> <mi>dwc_moreinfo</mi></a>","NY00651018","NY00651018_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-11-01 11:16:00-02","NY","NYBG","00861932","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Chusquea","pinifolia","Chusquea pinifolia",NA,NA,"L. G. Clark","660","1990","02","10","South America","Brazil","Minas Gerais","Itamonte","Parque Nacional de Itatiaia, Pico das Agulhas Negras, near abrigo Rebouças, Rio Campo Belo","-44.63","-22.38","2300","2300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938284' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861932","NY00861932_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","651022","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees","A. S. Hitchcock","P. von Luetzelburg","6277","1915","08",NA,"South America","Brazil","Rio de Janeiro",NA,"Serra dos Orgaos","-43.055882","-22.471337","2300","2300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=163445' target='other'> <mi>dwc_moreinfo</mi></a>","NY00651022","NY00651022_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2016-11-01 11:16:00-02","NY","NYBG","00861908","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Chusquea","pinifolia","Chusquea pinifolia",NA,NA,"L. G. Clark","703","1990","02","23","South America","Brazil","Minas Gerais","Caparaó","Parque Nacional do Caparaó, trail to Pico da Bandeira","-41.82","-20.45","2200","2200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=938294' target='other'> <mi>dwc_moreinfo</mi></a>","NY00861908","NY00861908_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-11-01 14:47:00-02","NY","NYBG","651028","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Poaceae","Chusquea","pinifolia","Chusquea pinifolia",NA,NA,"L. G. Clark","704","1990","02","23","South America","Brazil","Minas Gerais","Caparaó","Parque Nacional do Caparaó, trail to Pico da Bandeira","-41.82","-20.45","2200","2200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=163455' target='other'> <mi>dwc_moreinfo</mi></a>","NY00651028","NY00651028_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-01-28 13:11:30-03","MCN-PUC-MINAS","HPUC-MG","ANG4731","S","Plantae",NA,NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia",NA,NA,"M. F. Vasconcelos","17-144",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,"Pico da Verruguinha - Serra do Caraça","-43.466667","-20.133333",NA,NA,NA,NA,NA,NA,"43°28'W","20°08'S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-01-28 13:11:30-03","MCN-PUC-MINAS","HPUC-MG","ANG5190","S","Plantae",NA,NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia",NA,NA,"M.F.Vasconcelos","17-231",NA,NA,NA,NA,"Brasil","Minas Gerais","Catas Altas","Pico do Inficionado - Serra do Caraça","-43.45","-20.133333",NA,NA,NA,NA,NA,NA,"43°27' W","20°08' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-02-08 11:09:51-03","UNESP-IBB","BOTU","15635","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees",NA,"Amaral Jr., A.","97","1982","02","17",NA,"Brasil","São Paulo","Campos do Jordão","Pico do Itapeva e arredores.","-45.5","-22.75",NA,NA,NA,NA,"BOTU015635",NA,"45°30'W","22°45'S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-06-29 11:32:00-03","UFRJ","RFA","30784","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees",NA,"K.T.Ribeiro; B.Medina","163","1999","06","29",NA,"Brasil","Rio de Janeiro","Itatiaia","Planalto do Itatiaia. Parque Nacional do Itatiaia, Maciço das Prateleiras","-44.666667","-22.5",NA,NA,NA,NA,"RFA30677",NA,"44º40'W","22º30'S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-11-13 09:20:39-03","UFRJ","RFA","13250","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees","S.A. Renvoize","G.G. Hatschbach","22210","1969","09","25",NA,"Brasil","Paraná","Campina Grande do Sul","Serra Ibitiraquire, abrigo 1","-49.0553016662598","-25.3055992126465","1600","1600",NA,"Caespitosa até 70 cm de altura.","RFA30676",NA,NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA
"25","2020-06-29 11:32:00-03","UFRJ","RFA","13559","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees","Professor Pilger","Markgraf; Brade","3728","1938","11","22",NA,"Brasil","Rio de Janeiro","Itatiaia","Base das Agulhas Negras","-44.5633010864258","-22.4960994720459",NA,NA,NA,NA,"RFA30675",NA,NA,NA,"19648","auto","1939",NA,NA,NA,NA,NA,NA
"26","2020-11-13 09:20:39-03","UFRJ","RFA","23126","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees",NA,"F. Segadas-Vianna; A.C. Brade","5019","1950","05",NA,NA,"Brasil","Rio de Janeiro","Itatiaia","Serra do Itatiaia, Base das Agulhas","-44.5633010864258","-22.4960994720459","2600","2600",NA,NA,"RFA30678",NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA
"27","2020-11-13 09:20:39-03","UFRJ","RFA","23128","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees",NA,"F. Segadas-Vianna","5124","1950","08",NA,NA,"Brasil","Rio de Janeiro","Resende","Serra do Itatiaia","-44.4467010498047","-22.468900680542",NA,NA,NA,NA,"RFA30674",NA,NA,NA,"36089","auto",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:53:12-03","EAO","IAN","38739","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees",NA,"sc","s.n.",NA,NA,NA,"Southern America","Brasil","Rio de Janeiro",NA,"Serra dos Órgãos. (Herb. Jardim Botânico do Rio de Janeiro 16625).",NA,NA,NA,NA,NA,NA,"IAN038739","IAN038739 IAN038739_e",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:53:12-03","EAO","IAN","66744","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees",NA,"Brade, AK","16971","1941","09","18","Southern America","Brasil","Minas Gerais",NA,"Serra do Caparaó.",NA,NA,NA,NA,NA,NA,"IAN066744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:53:12-03","EAO","IAN","67809","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees",NA,"Sampaio, AJ de","6774","1934","02","03","Southern America","Brasil","Minas Gerais",NA,"Cipó, km 140.",NA,NA,NA,NA,NA,NA,"IAN067809",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-12-04 15:26:40-03","PUCPR","HUCP","14575","S","Plantae","Monocotiledonea",NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees.) Nees.","Nogaroli, RL","Basso, RL","038","1989","05",NA,NA,"Brasil","Paraná","Antonina","Pico Paraná","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,NA,NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA,NA
"32","2019-12-04 15:26:40-03","PUCPR","HUCP","20285","S","Plantae","Monocotiledonea",NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees.) Nees.","Ariati, V","Selusniaki, M; Ariati, V; Michelon, C; Kersten, RA","2367","2008","08","30",NA,"Brasil","Paraná","Campina Grande do Sul","Morro Caratuva","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"HUCP00006632","HUCP00006632",NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA
"33","2019-12-04 15:26:40-03","PUCPR","HUCP","20273","S","Plantae","Monocotiledonea",NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees.) Nees.","Selusniaki, M","Selusniaki, M","2680","2009","04","18",NA,"Brasil","Paraná","Campina Grande do Sul","Morro Caratuva","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"HUCP00006092","HUCP00006092",NA,NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA
"34","2019-12-04 15:26:40-03","PUCPR","HUCP","15053","S","Plantae","Monocotiledonea",NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees.) Nees.","Nogaroli, RL","Basso, RL","003","1989","07","29",NA,"Brasil","Paraná","Campina Grande do Sul","Serra dos Orgãos","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"HUCP00006933","HUCP00006933",NA,NA,"55154","auto","2003",NA,NA,NA,NA,NA,NA
"35","2019-12-04 15:26:40-03","PUCPR","HUCP","22239","S","Plantae","Monocotiledonea",NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees.) Nees.","Barea, CFS","Barea, CFS","020","2011","09","18",NA,"Brasil","Paraná","Morretes",NA,"-48.834400177002","-25.476900100708",NA,NA,NA,NA,"HUCP00006844","HUCP00006844",NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"36","2019-10-09 11:28:54-03","UFBA","ALCB","74588","PreservedSpecimen","Plantae","Monocotyledon",NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","Nees","Hatschbach, G","Cordeiro, J; Barbosa, E; Marinero, F","2272","2006","02","07","Southern America","Brasil","Paraná","Tijucas do Sul","Serra Papanduva","-49.183333","-25.916667","1673","1673",NA,NA,"ALCB020897","ALCB020897","-49.183333","-25.916667",NA,NA,"2006",NA,NA,NA,NA,NA,NA
"37","2020-02-08 10:16:50-03","NBC","NL-BOTANY","L.1233815","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees",NA,"Sellow F",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1233815 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1233815","NL-L1233815",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"38","2020-02-08 10:16:50-03","NBC","NL-BOTANY","AMD.125619","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees",NA,"Weevers T",NA,"1925","08","01","Southern America","Brazil",NA,NA,"Serra Hakaya.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.125619 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-AMD125619","NL-AMD125619",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"39","2020-02-08 10:16:50-03","NBC","NL-BOTANY","AMD.125620","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees",NA,"Weevers T",NA,"1925","08","01","Southern America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.125620 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-AMD125620","NL-AMD125620",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"40","2020-02-08 10:16:50-03","NBC","NL-BOTANY","L.1233814","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees",NA,"Alleizette AC d'",NA,"1909","12","01","Southern America","Brazil",NA,NA,"Rio de Janeiro.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1233814 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1233814","NL-L1233814",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"41","2020-02-08 10:16:50-03","NBC","NL-BOTANY","U.1497871","PreservedSpecimen","Plantae",NA,"Poales","Gramineae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees","Clark LG","Camerik AM",NA,"1975","05","24","Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1497871 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1497871","NL-U1497871",NA,NA,NA,NA,"2001","Magnoliopsidae","01","01","U 0137254",NA,NA
"42","2020-11-04 12:18:36-03","ESALQ","ESA","28073","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees","Souza, V.C.","Leoni, L.S.","3437.0","1996","08","08",NA,"Brasil","Minas Gerais","Alto Caparaó",NA,"-41.8683013916016","-20.4333000183105",NA,NA,NA,NA,"ESA028073","ESA028073",NA,NA,"21645","auto",NA,NA,NA,NA,NA,NA,NA
"43","2020-11-04 12:18:36-03","ESALQ","ESA","69989","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia",NA,NA,"Krieger, L. et al.","273.0","1988","09","17",NA,"Brasil","Minas Gerais","Caparaó",NA,"-41.9043998718262","-20.523099899292",NA,NA,NA,NA,"ESA069989","ESA069989",NA,NA,"15056","auto",NA,NA,NA,NA,NA,NA,NA
"44","2020-11-04 12:18:36-03","ESALQ","ESA","64533","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees","Souza, V.C.","Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23377.0","2000","02","18",NA,"Brasil","Espírito Santo","Iúna","Parque Nacional do Caparaó. Entre o Terreirão e Arrozal. Campo de altitude","-41.5358009338379","-20.3458003997803",NA,NA,NA,"Espiguetas castanhas","ESA064533","ESA064533",NA,NA,"32198","auto",NA,NA,NA,NA,NA,NA,NA
"45","2020-11-04 12:18:36-03","ESALQ","ESA","33932","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees",NA,"Grandi, T.S.M. et al.","2229.0","1986","04","27",NA,"Brasil","Minas Gerais","Caeté",NA,"-43.6697006225586","-19.8799991607666",NA,NA,NA,NA,"ESA033932","ESA033932",NA,NA,"22051","auto",NA,NA,NA,NA,NA,NA,NA
"46","2020-11-04 12:18:36-03","ESALQ","ESA","64534","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees","Souza, V.C.","Souza, V.C.; Souza, J.P.; Forster, W.; Mazine, F.F.","23378.0","2000","02","18",NA,"Brasil","Espírito Santo","Iúna","Parque Nacional do Caparaó. Entre o Terreirão e Arrozal. Campo de altitude","-41.5358009338379","-20.3458003997803",NA,NA,NA,"Planta de ca. 1,5m alt.; espiguetas castanhas. N.V. bengala","ESA064534","ESA064534",NA,NA,"32198","auto",NA,NA,NA,NA,NA,NA,NA
"47","2021-01-14 15:33:00-03","MN","R","225717","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees","Pianissola, E.M.","Alves, R.J.V.","4934","1996","05","02",NA,"Brasil","Minas Gerais","Ouro Preto","Parque Estadual de Itacolomi.","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"R010003312,R010033434,R010033435","R010003312 R010033434 R010033435",NA,NA,"44599","auto","2017",NA,"12","12",NA,NA,NA
"48","2015-07-02 14:42:51-03","JBP","HPL","5164","S","Plantae",NA,NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees) Nees","H. Lorenzi","H. Lorenzi","5536","2005","08","25",NA,"Brasil","MG","Alto Caparaó","Coletada na estrada de terra, trilha, que da acesso ao Pico da Bandeira em mata de altitude, muito comum.","-41.8683","-20.4333",NA,NA,NA,NA,NA,NA,NA,NA,"21645","auto","2005",NA,"08","25",NA,NA,NA
"49","2019-07-26 11:40:56-03","IPA","IPA","65845","S","Plantae","Plantae",NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees.) Nees.",NA,"Martinelli, G.; Farney, C.; Plowman, P.; Pessoa, S.; Farney, C.; Plowman, P.; Pessoa, S.","65845","1985","02",NA,"Southern America","Brasil","Rio de Janeiro","Macaé","Pico do Frade de Macaé, Floresta higrófila de encsta,","-41.7868995666504","-22.3708000183105",NA,NA,NA,"Nos campos de altitudes, com ramos formando emaranhados: colmos na base amarelados, no ápice vinosos, folhas. Inflorescência com espigas castanhas. frequente.","IPA0065845",NA,NA,NA,"47209","auto",NA,NA,NA,NA,NA,NA,NA
"50","2019-02-15 11:47:34-02","IPA","IPA","27461","S","Plantae","Plantae",NA,"Poaceae","Chusquea","pinifolia","Chusquea pinifolia","(Nees.) Nees.",NA,"Harley, R.M.","19596","1977","02","17","Southern America","Brasil","Bahia",NA,"Serra das Almas, Lower NE slopes of the Pico das Almas, ca 25 Km WNW of the Vila do Rio das Contas. Sandstone, metamorphic and quartzite rock outcrops with associated marsh and damp flushes.","-41.95","-13.55","1500","1500",NA,"Erect bamboo to 5 m with graceful shoots, arching slightly at tips. Spikelets pale yellow-green.","IPA0027461",NA,"-41.95","-13.55",NA,NA,NA,NA,NA,NA,NA,NA,NA
