"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","geoFlag","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","class"
"27","2020-09-02 16:31:34-03","Cenargen","CEN","101923","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","glocimarii","Diplusodon glocimarii","T.B.Cavalc.","T. B. Cavalcanti","Jimi Naoki Nakajima","4091","2005","12","08",NA,"Brasil","MG","DELFINOPOLIS","Trilha Paraíso Perdido; ca. 5 km da rodovia MG 050. Região da Represa de Furnas.","-46.8539009094238","-20.343900680542","41380",NA,NA,"Exsicatas","Cálice verde, corola lilás. Doação HUFU. Herbário nº 43.759","CEN00101923","CEN00101923","auto",NA,"2017","06",NA,NA,NA,"1",NA
"28","2020-09-02 16:31:34-03","Cenargen","CEN","37572","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","glocimarii","Diplusodon glocimarii","T.B.Cavalc.","T. B. Cavalcanti","Maria Ana Farinaccio","320","1999","05","15",NA,"Brasil","MG","SAO ROQUE DE MINAS","Parque Nacional da Serra da Canastra. Cachoeira dos Rolinhos.","-46.3657989501953","-20.2453002929688","57119",NA,NA,"Exsicatas","Erva em afloramento rochoso. Flores de cálice verde, corola rosa escuro, estigma, estilete e filete róseos, anteras amarelas. Doação da Universidade de São Paulo - Herbário SPF.","CEN00037572","CEN00037572","auto",NA,"2001","07",NA,NA,NA,"1",NA
"29","2020-09-02 16:31:34-03","Cenargen","CEN","71960","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","glocimarii","Diplusodon glocimarii","T.B.Cavalc.","T. B. Cavalcanti","Vinícius Castro Souza","5049","1994","01","12",NA,"Brasil","MG","CAPITOLIO","Estrada Passos-Piumhi, a 45 Km de arredores da Represa de Furnas, ca. 800 m.s.m.","-46.0499992370605","-20.6152992248535","29474",NA,NA,"Exsicatas","Campo recentemente queimado, dominado por Velloziaceae, 20. Subarbusto 30-50 cm altura, hipanto verde-claro; pétalas róseas com nervura filetes e estilete lilases, anteras amarelas. Doação da Universidade de São Paulo. Ex Herb. Hort. Bot. Reg. Kew.","CEN00071960","CEN00071960","auto",NA,"2012","10",NA,"-46193055.0","-20383333.0","1",NA
"30","2019-11-13 11:24:01-03","USP","SPF","108544","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","glocimarii","Diplusodon glocimarii","T.B.Cavalc.","Cavalcanti, TB","Souza, VC","5049","1994","01","12",NA,"Brasil","Minas Gerais","Capitólio",NA,"-46.193056","-20.393889",NA,"800","800",NA,NA,"SPF00108544",NA,NA,NA,"2001","04",NA,"-46.193056","-20.393889",NA,NA
"31","2021-03-15 18:28:08-03","USP","SPF","166000","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","glocimarii","Diplusodon glocimarii","T.B.Cavalc.","Cavalcanti, TB","Cavalcanti, TB; et al.","2521","2000","02","24",NA,"Brasil","Minas Gerais","Capitólio","MG050, lado esquerdo da estrada. Do lado direito vê-se reservatório de Furnas.","-46.433333","-21.066667",NA,"750","750",NA,"Subarbusto em solo pedregoso. Folhas glaucas a argênteas, flor lilás, fruto ocre-dourado. Frequência ocasional.; Campo limpo com <em>Vellozia</em>.","SPF00166000",NA,NA,"isotype","2002","10","01","-46.433333","-21.066667",NA,NA
"32","2019-11-13 11:24:01-03","USP","SPF","161895","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","glocimarii","Diplusodon glocimarii","T.B.Cavalc.","Cavalcanti, TB","Sasaki, D","234","2003","03","18",NA,"Brasil","São Paulo","Pedregulho","Estreito","-47.273056","-20.164444",NA,"720","720",NA,NA,"SPF00161895",NA,NA,NA,"2004","07",NA,"-47.273056","-20.164444",NA,NA
"33","2019-11-13 11:24:01-03","USP","SPF","137604","PreservedSpecimen","Plantae",NA,NA,"Lythraceae","Diplusodon","glocimarii","Diplusodon glocimarii","T.B.Cavalc.","Cavalcanti, TB","Farinaccio, MA","320","1999","05","15",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-46.3657989501953","-20.2453002929688","57119",NA,NA,NA,NA,"SPF00137604",NA,"auto",NA,"2001","04",NA,NA,NA,NA,NA
"34","2019-10-07 09:34:03-03","UEFS","HUEFS","184764","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Lythraceae","Diplusodon","glocimarii","Diplusodon glocimarii","T.B.Cavalc.","T.B.Cavalcanti","Pastore, J.F.B.","3989","2012","02","10",NA,"Brasil","Minas Gerais","Delfinópolis","Canastra - Serra da Babilonia. Entre Delfinópolis e São Roque de Minas. Estrada para cachoeira do Quilombo. A trinta metros do ponto de parada para cahoeira.","-46.8539009094238","-20.343900680542","41380",NA,NA,NA,NA,"HUEFS0184764","HUEFS0184764","auto",NA,"2013","07",NA,NA,NA,NA,"Rosanae"
"35","2019-10-07 09:34:03-03","UEFS","HUEFS","184704","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Lythraceae","Diplusodon","glocimarii","Diplusodon glocimarii","T.B.Cavalc.","T.B.Cavalcanti","Pastore, J.F.B.","3928","2012","02","09",NA,"Brasil","Minas Gerais","Delfinópolis","Canastra - Serra da Babilônia. MG-438 Entre Ibiraci e Delfinópolis",NA,"-20.266667",NA,NA,NA,NA,NA,"HUEFS0184704","HUEFS0184704",NA,NA,"2013","07",NA,NA,"20S16'",NA,"Rosanae"
"36","2019-05-06 11:58:35-03","UFU","HUFU","48379","S","Plantae",NA,NA,"Lythraceae","Diplusodon","glocimarii","Diplusodon glocimarii","T.B.Cavalc.","Bernardes, P.H.N.","Bernardes, P.H.N.; Nakajima, J.N.; Melo, K.B.S.; Castro, W.S. & Oliveira, A.L.F.","181","2007","05","22",NA,"Brasil","Minas Gerais","Capitólio","Região de Furnas, Estrada para pedreira, próximo a cachoeira da rodovia.","-46.0499992370605","-20.6152992248535","29474",NA,NA,NA,"Subarbusto, ca. 0,3 m. Cálice verde, corola púrpura, estames amarelos.; Campo rupestre.","HUFU00039358",NA,"auto",NA,"2007","08","29",NA,NA,NA,NA
"37","2019-05-06 11:58:35-03","UFU","HUFU","32614","S","Plantae",NA,NA,"Lythraceae","Diplusodon","glocimarii","Diplusodon glocimarii","T.B.Cavalc.","Cavalcanti, T.B.","Volpi, R.L.; Romero, R.; Pacheco, R.A.; Mendonça, I.; Cruz, M.P.; Alves, A.S.S. & Carvalho, S","665","2003","05","17",NA,"Brasil","Minas Gerais","Delfinópolis","Condomínio de Pedra","-46.8539009094238","-20.343900680542","41380",NA,NA,NA,"Subarbusto, ca. 0,8 m. HIpanto verde, corola pink e estames amarelos.; Campo rupestre.","HUFU00039371",NA,"auto",NA,"2017","06","27",NA,NA,NA,NA
"38","2019-05-06 11:58:35-03","UFU","HUFU","26838","S","Plantae",NA,NA,"Lythraceae","Diplusodon","glocimarii","Diplusodon glocimarii","T.B.Cavalc.","Cavalcanti, T.B.","Romero, R.; Nakajima, J.N.; Volpi, R.L. & Pacheco, R.A.","6275","2002","04","10",NA,"Brasil","Minas Gerais","Delfinópolis","Estrada para Casa Branca, Fazenda Paraíso, Sete Cidades.","-46.8539009094238","-20.343900680542","41380",NA,NA,NA,"Subarbusto 0,6 m. Cálice verde, orola magenta, anteras amarelas.; Campo rupestre.","HUFU00039373",NA,"auto",NA,"2017","06","27",NA,NA,NA,NA
"39","2019-05-06 11:58:35-03","UFU","HUFU","43320","S","Plantae",NA,NA,"Lythraceae","Diplusodon","glocimarii","Diplusodon glocimarii","T.B.Cavalc.",NA,"Nakajima, J.N.; Romero, R.; Rezende, T.M.; Vargas, B.C. & Silva, M.A.O.","4005","2005","11","09",NA,"Brasil","Minas Gerais","Delfinópolis","Fazenda José Antunes, Trilha escada de Pedras.","-46.8539009094238","-20.343900680542","41380",NA,NA,NA,"Subarbusto, ca. 0,3 m. Cálice verde, corola magenta, anteras amarelas, filetes e estiletes magenta.; Campo rupestre.","HUFU00039370",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
"40","2019-05-06 11:58:35-03","UFU","HUFU","35607","S","Plantae",NA,NA,"Lythraceae","Diplusodon","glocimarii","Diplusodon glocimarii","T.B.Cavalc.","Pacheco, R.A.","Romero, R.; Nakajima, J.N.; Hattori, E.K.O.; Santos, A.P.M.; Volpi, R.L. & Pacheco, R.A.","7033","2003","11","28",NA,"Brasil","Minas Gerais","Delfinópolis","Parque Nacional da Serra da Canastra, Estrada para Casinha Branca.","-46.8539009094238","-20.343900680542","41380",NA,NA,NA,"Subarbusto 1 m. Cálice verde, corola magenta, anteras amrelas.; Cerrado.","HUFU00039368",NA,"auto",NA,"2004","01","05",NA,NA,NA,NA
"41","2019-05-06 11:58:35-03","UFU","HUFU","24329","S","Plantae",NA,NA,"Lythraceae","Diplusodon","glocimarii","Diplusodon glocimarii","T.B.Cavalc.","Cavalcanti, T.B.","Farinaccio, M.A.; Campos-Filho, E.M. & Vechi, C.","320","1999","12","15",NA,"Brasil","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra, Cachoeira dos Rolinhos.","-46.3657989501953","-20.2453002929688","57119",NA,NA,NA,"Erva em afloramentos rochoso, ca. 0,4m. Flores de cálice verde, corola rosa escuro, estígma, estilete e filete róseos e anteras amarelas.; Afloramento rochoso.","HUFU00039356",NA,"auto",NA,"2017","06","27",NA,NA,NA,NA
"42","2019-05-06 11:58:35-03","UFU","HUFU","43759","S","Plantae",NA,NA,"Lythraceae","Diplusodon","glocimarii","Diplusodon glocimarii","T.B.Cavalc.",NA,"Nakajima, J.N.; Romero, R.; Castro, W.S.; Melo, K.B.S. & Bernardes, P.H.N.","4091","2005","12","08",NA,"Brasil","Minas Gerais",NA,"Região da Represa de Furnas, Trilha Paraíso Perdido, cerca de 5 km da rodovia MG-050.",NA,NA,NA,NA,NA,NA,"Subarbusto, ca. 0,3 m. Cálice verde, corola lilás.; Campo rupestre.","HUFU00039363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
