"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","typeStatus","infraspecificEpithet"
"11","2020-12-11 11:42:58-03","UFMG","BHCB","22678","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vitaceae","Cissus","trianae","Cissus trianae","Planch.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-12-11 11:42:58-03","UFMG","BHCB","12227","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vitaceae","Cissus","trianae","Cissus trianae","Planch.",NA,"Ramirez, BR; Gonzales, MS; Munoz, A","s.n.","1995","11","03","Southern America","Brasil","Bahia","Ricanrte","Depto de narino, Reserva Natural de Planada-Pilapí",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-12-11 11:42:58-03","UFMG","BHCB","14152","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vitaceae","Cissus","trianae","Cissus trianae","Planch.",NA,"Silverstone-Sopkin, P","2790","1986","12","30","Southern America","Colombia",NA,NA,"Cerro del Inglês, El Cairo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-12-11 11:42:58-03","UFMG","BHCB","22671","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vitaceae","Cissus","trianae","Cissus trianae","Planch.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-12-11 11:42:58-03","UFMG","BHCB","22829","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vitaceae","Cissus","trianae","Cissus trianae","Planch.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-12-11 11:42:58-03","UFMG","BHCB","30065","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vitaceae","Cissus","trianae","Cissus trianae","Planch.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-12-11 11:42:58-03","UFMG","BHCB","30073","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vitaceae","Cissus","trianae","Cissus trianae","Planch.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-12-11 11:42:58-03","UFMG","BHCB","30074","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vitaceae","Cissus","trianae","Cissus trianae","Planch.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-11 11:42:58-03","UFMG","BHCB","31985","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vitaceae","Cissus","trianae","Cissus trianae","Planch.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-12-11 11:42:58-03","UFMG","BHCB","32237","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vitaceae","Cissus","trianae","Cissus trianae","Planch.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-11 11:42:58-03","UFMG","BHCB","34757","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vitaceae","Cissus","trianae","Cissus trianae","Planch.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-11 11:42:58-03","UFMG","BHCB","48545","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vitaceae","Cissus","trianae","Cissus trianae","Planch.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-11 11:42:58-03","UFMG","BHCB","49074","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vitaceae","Cissus","trianae","Cissus trianae","Planch.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-11 11:42:58-03","UFMG","BHCB","49076","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vitaceae","Cissus","trianae","Cissus trianae","Planch.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-11 11:42:58-03","UFMG","BHCB","60892","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vitaceae","Cissus","trianae","Cissus trianae","Planch.",NA,NA,"s.n.",NA,NA,NA,"Southern America","Bolívia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-11 11:42:58-03","UFMG","BHCB","86618","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vitaceae","Cissus","trianae","Cissus trianae","Planch.",NA,"Lombardi, JA; Salino, A; Mota, RC da; Almeida, TE; Viana, PL","5894","2004","03","07","Southern America","Brasil","Minas Gerais","Santa Maria do Salto","Fazenda Duas Barras","-40.049278","-16.413889","820","820",NA,"Interior e borda de mata hidrófila em encosta e pasto adjacente. Liana, folíolos papiráceos, estéril. Coordenadas originais: 16°24'50S; 40°02'57,4W",NA,NA,NA,"-40.049278","-16.413889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-11 11:42:58-03","UFMG","BHCB","69955","PreservedSpecimen","Plantae","Dicotyledon",NA,"Vitaceae","Cissus","trianae","Cissus trianae","Planch.",NA,"Sánchez Veja, I","9972",NA,NA,NA,"Southern America","Peru",NA,NA,"Dept. San Matin: Prov. Rioja. Dist. Pardo Miguel",NA,"-5.666667",NA,NA,NA,NA,NA,NA,NA,NA,"-5.666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2015-12-21 05:16:00-02","MO","MOBOT","1342940","PreservedSpecimen","Plantae",NA,NA,"Vitaceae","Cissus","martiniana","Cissus martiniana","Woodson & Seibert","J.S. Miller (MO)","Carla Restrepo|M.L. Mondragón","Restrepo 407","1987","11","15","South America","Colombia","Nariño","Ricaurte","Localidad: Reserva Natural La Planada, vertiente occidental Cordillera Occidental.","-77.95","1.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2008-05-27 22:02:00-03","MO","MOBOT","1814042","PreservedSpecimen","Plantae",NA,NA,"Vitaceae","Cissus","martiniana","Cissus martiniana","Woodson & Seibert",NA,"Vicente Pérez","Pérez 534",NA,NA,NA,"South America","Colombia","Antioquia","Andes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2014-09-11 10:14:00-03","MO","MOBOT","1342892","PreservedSpecimen","Plantae",NA,NA,"Vitaceae","Cissus","trianae","Cissus trianae","Planch.","R.L. Liesner (MO)","Gerrit Davidse|Ángel C. González","Davidse 19867","1981","12","2","South America","Venezuela","Anzoátegui","Pedro María Freites","Cerro Peonía, above Los Pajaritos; 31 airline km NE of Bergantín and N of Mundo Nuevo, Serranía de Turimiquire.","-64.1","10.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1440","1",NA,NA
"31","2012-02-14 16:45:00-02","MO","MOBOT","1315256","PreservedSpecimen","Plantae",NA,NA,"Vitaceae","Cissus","trianae","Cissus trianae","Planch.","J.A. Lombardi (BHCB)","José Campos de la Cruz|S. Nuñez","Campos de la Cruz 4598","1997","11","10","South America","Peru","Cajamarca","San Ignacio","Huarango. Nuevo Mundo, quebrada Santa Rosa ( a dos horas de Pisaguas) Bosque primario.","-78.5666667","-5.1680556","1700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA
"32","2008-09-30 13:22:00-03","MO","MOBOT","100151226","PreservedSpecimen","Plantae",NA,NA,"Vitaceae","Cissus","trianae","Cissus trianae","Planch.","N. Cuello","Nidia Cuello","Cuello A. 1872","2000","1","21","South America","Venezuela","Portuguesa",NA,"Mpio. Sucre. Alto de la Divisoria de la Concepción. Vertiente Sur del Parque Nacional Guaramacal. Parcela de estudio fitosociológico No. 15.",NA,NA,"1880.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"33","2020-05-15 19:13:00-03","MO","MOBOT","100169112","PreservedSpecimen","Plantae",NA,NA,"Vitaceae","Cissus","trianae","Cissus trianae","Planch.","J. A. Lombardi (HRCB)","Alfredo F. Fuentes|H. Huaylla","Fuentes Claros 12874","2008","6","9","South America","Bolivia","La Paz","Franz Tamayo","Madidi, Apolobamba, Pelechuco-Apolo, puente Corapara","-68.9961111","-14.7708334","2350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"08-91","9",NA,NA
"34","2019-09-10 04:35:00-03","MO","MOBOT","100206396","PreservedSpecimen","Plantae",NA,NA,"Vitaceae","Cissus","trianae","Cissus trianae","Planch.","A. Fuentes (LPB)","M. Reguerin|L. Cayola|Pablo Solíz|J. Delgado|Alvaro Ochoa|Salas, J.","Reguerín Lopez 107","2009","5","19","South America","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, Pelechuco, río Santa Ana, senda hacia Apolo.","-68.9703611","-14.775","2455.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"09-03","4",NA,NA
"35","2019-09-10 04:35:00-03","MO","MOBOT","100206400","PreservedSpecimen","Plantae",NA,NA,"Vitaceae","Cissus","trianae","Cissus trianae","Planch.","J. A. Lombardi (HRCB)","M. Reguerin|L. Cayola|Pablo Solíz|J. Delgado|Alvaro Ochoa|Salas, J.","Reguerín Lopez 111","2009","5","19","South America","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, Pelechuco, río Santa Ana, senda hacia Apolo.","-68.9703611","-14.775","2455.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"09-03","4",NA,NA
"36","2018-01-11 14:52:00-02","MO","MOBOT","100216108","PreservedSpecimen","Plantae",NA,NA,"Vitaceae","Cissus","trianae","Cissus trianae","Planch.","J. A. Lombardi (HRCB)","L.M. Quiñones|Vania Torrez|B. Coaquira|F. Delgado|R. Huasurco","Quiñones Guzmán 99","2009","5","15","South America","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, Pelechuco - río abajo, Santa Ana.","-68.9753056","-14.7754167","2486.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"09-02","5",NA,NA
"37","2013-11-26 05:40:00-02","MO","MOBOT","100219222","PreservedSpecimen","Plantae",NA,NA,"Vitaceae","Cissus","trianae","Cissus trianae","Planch.","A. Fuentes (LPB)","Javier Quisbert|Julia Gutiérrez R.|Concepción Miranda|Alejandro Noa","Quisbert Quispe 1086","2008","7","13","South America","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, Sumpulo, 8 km al NW de la comunidad Virgen del Rosario. Bosque de yungas montano pluvial, con Anacardiaceae y Melastomataceae. Ladera levemente pronunciada, pendiente 15º, exposición NW, parcela temporal de muestreo ( 0,1 ha), plantas secadas en campo.","-68.7825","-14.5666667","1527.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"08-13","4",NA,NA
"38","2015-03-21 17:47:00-03","MO","MOBOT","100232708","PreservedSpecimen","Plantae",NA,NA,"Vitaceae","Cissus","trianae","Cissus trianae","Planch.","J.A. Lombardi (HRCB)","H. van der Werff|Rodolfo Vásquez|E. Machaca","van der Werff 22642","2009","10","19","South America","Peru","Pasco","Oxapampa","La Suiza Nueva. Chontabamba.","-75.4533333","-10.5194445","2400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"517","4",NA,NA
"39","2020-07-23 16:15:00-03","MO","MOBOT","100236282","PreservedSpecimen","Plantae",NA,NA,"Vitaceae","Cissus","trianae","Cissus trianae","Planch.","J. A. Lombardi (HRCB)","Vania Torrez","Torrez Flores 450","2009","5","16","South America","Bolivia","La Paz","Franz Tamayo","Madidi, Apolobamba, Pelechuco-río abajo, Santa Ana","-68.9725556","-14.7705278","2184.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"09-04","6",NA,NA
"40","2020-08-07 10:05:00-03","MO","MOBOT","100340654","PreservedSpecimen","Plantae",NA,NA,"Vitaceae","Cissus","trianae","Cissus trianae","Planch.","G. Arellano","Gabriel Arellano|Pablo Solíz|M. Sullca|R. Huasurco","Arellano Torres 323B","2009","7","17","South America","Bolivia","La Paz","Franz Tamayo","Santa Ana, bajando desde Pelechuco por el camino antiguo de Pelechuco a Apolo. Parcela temporal de muestreo (0,1 ha). Plantas alcoholizadas.","-68.9707377","-14.7679155","2139.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"09-05","11",NA,NA
"41","2012-09-26 16:08:00-03","MO","MOBOT","100341362","PreservedSpecimen","Plantae",NA,NA,"Vitaceae","Cissus","trianae","Cissus trianae","Planch.","A. Fuentes (LPB)","L. Cayola|P. Calvi|D. Alanes|I. Jiménez|F. Carita|A. Puyasaca|S. Carita","Cayola Pérez 3706","2010","5","8","South America","Bolivia","La Paz","Bautista Saavedra","Área Natural de Manejo Integrado Apolobamba, Wayrapata, Kumamita.","-68.9181389","-15.1125556","2889.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10-03","11",NA,NA
"42","2012-08-28 11:50:00-03","MO","MOBOT","100342483","PreservedSpecimen","Plantae",NA,NA,"Vitaceae","Cissus","trianae","Cissus trianae","Planch.","A. Fuentes (LPB)","L. Cayola|I. Jiménez|P. Calvi|L. Samo","Cayola Pérez 3818","2010","5","26","South America","Bolivia","La Paz","Bautista Saavedra","Área Natural de Manejo Integrado Apolobamba, Chullina Titiriwaya.","-68.8797223","-15.1363889","2706.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10-08","8",NA,NA
"43","2020-08-07 10:50:00-03","MO","MOBOT","100344944","PreservedSpecimen","Plantae",NA,NA,"Vitaceae","Cissus","trianae","Cissus trianae","Planch.","A. Fuentes (LPB)","Gabriel Arellano|Pablo Solíz|M. Sullca|R. Huasurco","Arellano Torres 343","2009","7","17","South America","Bolivia","La Paz","Franz Tamayo","Santa Ana, bajando desde Pelechuco por el camino antiguo de Pelechuco a Apolo. Parcela temporal de muestreo (0,1 ha). Plantas alcoholizadas.","-68.9707377","-14.7679155","2139.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"09-05","4",NA,NA
"44","2013-04-18 11:37:00-03","MO","MOBOT","100347485","PreservedSpecimen","Plantae",NA,NA,"Vitaceae","Cissus","trianae","Cissus trianae","Planch.","A. Fuentes (LPB)","Gabriel Arellano|Pablo Solíz|Óscar Quiroga|Mamani, Juan Carlos|Rogelio Mamani|Chura, Vladimir","Arellano Torres 2937","2010","9","25","South America","Bolivia","La Paz","Larecaja","Enfrente de la comunidad de Lambramani, en el Camino del Oro (Ancoma-Tipuani). Parcela temporal de muestreo (0,1 ha). Parcela nº 434. Plantas alcoholizadas.","-68.3790833","-15.6556493","2272.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10-28","5",NA,NA
"45","2013-12-03 05:36:00-02","MO","MOBOT","100347560","PreservedSpecimen","Plantae",NA,NA,"Vitaceae","Cissus","trianae","Cissus trianae","Planch.","A. Fuentes (LPB)","Gabriel Arellano|Pablo Solíz|Óscar Quiroga|B. Apaza|J. Salas|Chacón, Martín","Arellano Torres 2855","2010","7","16","South America","Bolivia","La Paz","Larecaja","Cocapunco, cerca de la línea de bosque, bajando por el camino antiguo Ingenio-Mapiri. Parcela temporal de muestreo (0,1 ha). Parcela nº 401. Plantas alcoholizadas.","-68.4021372","-15.5622075","3106.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10-24","5",NA,NA
"46","2013-12-03 05:36:00-02","MO","MOBOT","100349422","PreservedSpecimen","Plantae",NA,NA,"Vitaceae","Cissus","trianae","Cissus trianae","Planch.","G. Arellano","Gabriel Arellano|Pablo Solíz|B. Apaza|J. Salas|Coda, Severino|M. Reguerin","Arellano Torres 2369","2010","5","27","South America","Bolivia","La Paz","Franz Tamayo","Piara, a 3 horas a pie de Pelechuco, bajando por el camino antiguo Pelechuco-Apolo. Parcela temporal de muestreo (0,1 ha). Parcela nº 387. Plantas alcoholizadas.","-69.0150986","-14.7765923","2821.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10-10","2",NA,NA
"47","2013-12-03 05:36:00-02","MO","MOBOT","100349966","PreservedSpecimen","Plantae",NA,NA,"Vitaceae","Cissus","trianae","Cissus trianae","Planch.","A. Fuentes","Gabriel Arellano|Pablo Solíz|Óscar Quiroga|J. Salas|B. Apaza|Chacón, Martín","Arellano Torres 2799","2010","7","9","South America","Bolivia","La Paz","Larecaja","Cocapunco, cerca de la línea de bosque, bajando por el camino antiguo Ingenio-Mapiri. Parcela temporal de muestreo (0,1 ha). Parcela nº 398. Plantas alcoholizadas.","-68.3952777","-15.5562222","2888.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10-21","4",NA,NA
"48","2019-01-25 04:36:00-02","MO","MOBOT","100353080","PreservedSpecimen","Plantae",NA,NA,"Vitaceae","Cissus","trianae","Cissus trianae","Planch.","J.A. Lombardi (HRCB)","Rodolfo Vásquez|Luis Valenzuela G.|R. Rivera|J. Mateo M.","Vásquez Martínez 35147","2009","2","11","South America","Peru","Pasco","Oxapampa","Dist. Huancabamba. Parque Nacional Yanachaga-Chemillen, Sector Tunqui (Quebrada Muchuymayo)","-75.515","-10.2980555","1923.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"260","4",NA,NA
"49","2012-08-17 15:42:00-03","MO","MOBOT","100354067","PreservedSpecimen","Plantae",NA,NA,"Vitaceae","Cissus","trianae","Cissus trianae","Planch.","A. Fuentes (LPB)","M. Cornejo|S. Achá|E. Cachaca|L. Marconi|R. Villanueva|R. Chura|C. Mamani","Cornejo Mejia 1246","2010","7","4","South America","Bolivia","La Paz","Bautista Saavedra","Área Natural de Manejo Integrado Apolobamba, Carijana, Tapuri a 1,35 km al NW del campamento Tapuri, por la senda de los sampoñeros pasando el pajonal.","-68.7629444","-15.2040556","2719.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10-13","2",NA,NA
"50","2017-02-01 15:01:00-02","MO","MOBOT","100356778","PreservedSpecimen","Plantae",NA,NA,"Vitaceae","Cissus","trianae","Cissus trianae","Planch.","A. Fuentes (LPB)","I. Loza|A. Escalante|E. Cachaca|R. Villanueva|E. Huayua|C. Mamani|D. Mamani","Loza Rivera 1921","2010","7","5","South America","Bolivia","La Paz","Bautista Saavedra","Área Natural de Manejo Integrado Apolobamba, localidad Carijana, sobre el camino sampoñeros.","-68.7628056","-15.2010278","2680.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10-22","1",NA,NA
