"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","individualCount"
"21","2020-08-31 09:12:51-03","INPA","INPA","127796","S","Plantae","Dicotyledon Magnoliids","Magnoliales","Myristicaceae","Iryanthera","campinae","Iryanthera campinae","W.A.Rodrigues","Noriega, R","559","1973","09",NA,"Southern America","Peru",NA,NA,NA,NA,NA,NA,NA,"INPA0127796","INPA0127796 INPA0127796_e INPA0127796_e1",NA,NA,NA,"Rodrigues, WA",NA,NA,NA,NA,"1985",NA,NA,NA,NA
"22","2020-08-31 09:12:51-03","INPA","INPA","144247","S","Plantae","Dicotyledon Magnoliids","Magnoliales","Myristicaceae","Iryanthera","campinae","Iryanthera campinae","W.A.Rodrigues","Cordeiro, I dos R.","80","1985","06","17","Southern America","Brasil","Roraima",NA,"BR174, T.F de Roraima. 6km ao S do Equador, na BR 174, estrada Manaus, Caracaraí.","-60.6101","-0.074242",NA,NA,"INPA0144247","INPA0144247 INPA0144247_e INPA0144247_e1",NA,NA,NA,"Rodrigues, WA","-60.6101","-0.074242",NA,NA,"1988",NA,NA,NA,NA
"23","2021-01-10 20:49:13-03","INPA","INPA","81587","S","Plantae","Dicotyledon Magnoliids","Magnoliales","Myristicaceae","Iryanthera","campinae","Iryanthera campinae","W.A.Rodrigues","Rodrigues, WA","10104","1979","02","12","Southern America","Brasil","Amazonas","Presidente Figueiredo","BR174, km 350, Estrada Manaus-Caracaraí, km 350, lado direito.","-60.833333","0.666667",NA,NA,"INPA0081587","INPA0081587 INPA0081587_1 INPA0081587_1e INPA0081587_2 INPA0081587_2e INPA0081587_e","holotype",NA,NA,"Rodrigues, WA","-60.833333","0.666667",NA,NA,NA,NA,NA,NA,NA
"24","2020-08-31 09:12:51-03","INPA","INPA","153908","S","Plantae","Dicotyledon Magnoliids","Magnoliales","Myristicaceae","Iryanthera","campinae","Iryanthera campinae","W.A.Rodrigues","Ferreira, CAC","9120","1987","08","22","Southern America","Brasil","Roraima","São Luís","BR 174, km 330, Vila São José de Boiaçu, BR-174. Estrada Manaus-Caracaraí, km 330, estrada vicinal para vila São José do Boiaçu a 14 km da BR-174.","-60.8","-0.166667",NA,NA,"INPA0153908","INPA0153908 INPA0153908_e INPA0153908_e1",NA,NA,NA,"Rodrigues, WA","-60.8","-0.166667",NA,NA,"1994",NA,NA,NA,NA
"25","2021-01-10 20:49:13-03","INPA","INPA","101945","S","Plantae","Dicotyledon Magnoliids","Magnoliales","Myristicaceae","Iryanthera","campinae","Iryanthera campinae","W.A.Rodrigues","Steward, WC","94","1977","11","18","Southern America","Brasil","Roraima","Caracaraí","BR174, km 350. Rio Bracinho, BR 174 Manaus-Venezuela. Estrada Manaus Caracaraí, km 350, north of Rio Brancinho. Cerrado on white sand.","-60.688992","-0.05343",NA,NA,"INPA0101945","INPA0101945 INPA0101945_1 INPA0101945_1e INPA0101945_2 INPA0101945_2e INPA0101945_3 INPA0101945_3e INPA0101945_4 INPA0101945_4e INPA0101945_5 INPA0101945_5e INPA0101945_6 INPA0101945_6e INPA0101945_7 INPA0101945_7e INPA0101945_8 INPA0101945_8e INPA0101945_e",NA,NA,NA,NA,"-60.688992","-0.05343",NA,NA,NA,NA,NA,NA,NA
"26","2021-01-10 20:49:13-03","INPA","INPA","81587","Dupli","Plantae","Dicotyledon Magnoliids","Magnoliales","Myristicaceae","Iryanthera","campinae","Iryanthera campinae","W.A.Rodrigues","Rodrigues, WA","10104","1979","02","12","Southern America","Brasil","Amazonas","Presidente Figueiredo","BR174, km 350, Estrada Manaus-Caracaraí, km 350, lado direito.","-60.833333","0.666667",NA,NA,"INPA0081587","INPA0081587 INPA0081587_1 INPA0081587_1e INPA0081587_2 INPA0081587_2e INPA0081587_e",NA,NA,NA,"Rodrigues, WA","-60.833333","0.666667",NA,NA,NA,NA,NA,NA,NA
"27","2021-01-10 20:49:13-03","INPA","INPA","101945","S","Plantae","Dicotyledon Magnoliids","Magnoliales","Myristicaceae","Iryanthera","campinae","Iryanthera campinae","W.A.Rodrigues","Steward, WC","94","1977","11","18","Southern America","Brasil","Roraima","Caracaraí","BR174, km 350. Rio Bracinho, BR 174 Manaus-Venezuela. Estrada Manaus Caracaraí, km 350, north of Rio Brancinho. Cerrado on white sand.","-60.688992","-0.05343",NA,NA,"INPA0101945","INPA0101945 INPA0101945_1 INPA0101945_1e INPA0101945_2 INPA0101945_2e INPA0101945_3 INPA0101945_3e INPA0101945_4 INPA0101945_4e INPA0101945_5 INPA0101945_5e INPA0101945_6 INPA0101945_6e INPA0101945_7 INPA0101945_7e INPA0101945_8 INPA0101945_8e INPA0101945_e",NA,NA,NA,NA,"-60.688992","-0.05343",NA,NA,NA,NA,NA,NA,NA
"28","2021-01-10 20:49:13-03","INPA","INPA","101945","S","Plantae","Dicotyledon Magnoliids","Magnoliales","Myristicaceae","Iryanthera","campinae","Iryanthera campinae","W.A.Rodrigues","Steward, WC","94","1977","11","18","Southern America","Brasil","Roraima","Caracaraí","BR174, km 350. Rio Bracinho, BR 174 Manaus-Venezuela. Estrada Manaus Caracaraí, km 350, north of Rio Brancinho. Cerrado on white sand.","-60.688992","-0.05343",NA,NA,"INPA0101945","INPA0101945 INPA0101945_1 INPA0101945_1e INPA0101945_2 INPA0101945_2e INPA0101945_3 INPA0101945_3e INPA0101945_4 INPA0101945_4e INPA0101945_5 INPA0101945_5e INPA0101945_6 INPA0101945_6e INPA0101945_7 INPA0101945_7e INPA0101945_8 INPA0101945_8e INPA0101945_e",NA,NA,NA,NA,"-60.688992","-0.05343",NA,NA,NA,NA,NA,NA,NA
"29","2021-01-10 20:49:13-03","INPA","INPA","101945","S","Plantae","Dicotyledon Magnoliids","Magnoliales","Myristicaceae","Iryanthera","campinae","Iryanthera campinae","W.A.Rodrigues","Steward, WC","94","1977","11","18","Southern America","Brasil","Roraima","Caracaraí","BR174, km 350. Rio Bracinho, BR 174 Manaus-Venezuela. Estrada Manaus Caracaraí, km 350, north of Rio Brancinho. Cerrado on white sand.","-60.688992","-0.05343",NA,NA,"INPA0101945","INPA0101945 INPA0101945_1 INPA0101945_1e INPA0101945_2 INPA0101945_2e INPA0101945_3 INPA0101945_3e INPA0101945_4 INPA0101945_4e INPA0101945_5 INPA0101945_5e INPA0101945_6 INPA0101945_6e INPA0101945_7 INPA0101945_7e INPA0101945_8 INPA0101945_8e INPA0101945_e",NA,NA,NA,NA,"-60.688992","-0.05343",NA,NA,NA,NA,NA,NA,NA
"30","2021-01-10 20:49:13-03","INPA","INPA","101945","S","Plantae","Dicotyledon Magnoliids","Magnoliales","Myristicaceae","Iryanthera","campinae","Iryanthera campinae","W.A.Rodrigues","Steward, WC","94","1977","11","18","Southern America","Brasil","Roraima","Caracaraí","BR174, km 350. Rio Bracinho, BR 174 Manaus-Venezuela. Estrada Manaus Caracaraí, km 350, north of Rio Brancinho. Cerrado on white sand.","-60.688992","-0.05343",NA,NA,"INPA0101945","INPA0101945 INPA0101945_1 INPA0101945_1e INPA0101945_2 INPA0101945_2e INPA0101945_3 INPA0101945_3e INPA0101945_4 INPA0101945_4e INPA0101945_5 INPA0101945_5e INPA0101945_6 INPA0101945_6e INPA0101945_7 INPA0101945_7e INPA0101945_8 INPA0101945_8e INPA0101945_e",NA,NA,NA,NA,"-60.688992","-0.05343",NA,NA,NA,NA,NA,NA,NA
"31","2021-01-10 20:49:13-03","INPA","INPA","101945","S","Plantae","Dicotyledon Magnoliids","Magnoliales","Myristicaceae","Iryanthera","campinae","Iryanthera campinae","W.A.Rodrigues","Steward, WC","94","1977","11","18","Southern America","Brasil","Roraima","Caracaraí","BR174, km 350. Rio Bracinho, BR 174 Manaus-Venezuela. Estrada Manaus Caracaraí, km 350, north of Rio Brancinho. Cerrado on white sand.","-60.688992","-0.05343",NA,NA,"INPA0101945","INPA0101945 INPA0101945_1 INPA0101945_1e INPA0101945_2 INPA0101945_2e INPA0101945_3 INPA0101945_3e INPA0101945_4 INPA0101945_4e INPA0101945_5 INPA0101945_5e INPA0101945_6 INPA0101945_6e INPA0101945_7 INPA0101945_7e INPA0101945_8 INPA0101945_8e INPA0101945_e",NA,NA,NA,NA,"-60.688992","-0.05343",NA,NA,NA,NA,NA,NA,NA
"32","2020-09-12 05:00:02-03","US","US","3008788","PreservedSpecimen","Plantae",NA,"Magnoliales","Myristicaceae","Iryanthera","campinae","Iryanthera campinae","W.A. Rodrigues","W. C. Steward, I. Araujo, G. Rogers, J. F. Ramos & J. Ribamar","94","1977","11","18","South America - Neotropics","Brazil","Amazonas",NA,"Estrada Manasu-Caracaraí, km 350, north of Rio Brancinho",NA,NA,NA,NA,"US01347413","US01347413_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"33","2020-09-12 05:00:02-03","US","US","3294522","PreservedSpecimen","Plantae",NA,"Magnoliales","Myristicaceae","Iryanthera","campinae","Iryanthera campinae","W.A. Rodrigues","O. Huber & L. O. A. Teixeira","10630","1985","6","29","South America - Neotropics","Brazil","Maranhão","São Luís","En ela lado oriental de la Rodovia BR-174 (Manaus-Caracaraí), en el km 350","-60.63","-0.03",NA,NA,"US01347412","US01347412_01",NA,"100",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"34","2020-09-12 05:00:02-03","US","US","3350385","PreservedSpecimen","Plantae",NA,"Magnoliales","Myristicaceae","Iryanthera","campinae","Iryanthera campinae","W.A. Rodrigues","C. A. Cid Ferreira, J. Ramos, E. Batista & J. A. Coelho","9050","1987","8","21","South America - Neotropics","Brazil","Roraima","São Luiz","São Luiz do Anauá. Entre kms 350 e 355 da estrada Manaus-Caracaraí (BR-174) próximo ao Equador","-60.75",NA,NA,NA,"US01347411","US01347411_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1"
"35","2015-03-13 19:00:54-03","F","FMNH-SEEDPLANTS","V0229648F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Myristicaceae","Iryanthera","campinae","Iryanthera campinae",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0229648F","V0229648F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"36","2009-11-26 13:54:14-02","INPA","INPAW","6791","S","Plantae",NA,NA,"Myristicaceae","Iryanthera","campinae","Iryanthera campinae","W.A. Rodrigues","Rodrigues, W.A.","10104","1979","02","12",NA,"Brasil","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2009-11-26 13:54:14-02","INPA","INPAW","6792","S","Plantae",NA,NA,"Myristicaceae","Iryanthera","campinae","Iryanthera campinae","W.A. Rodrigues","Rodrigues, W.A.","10104","1979","02","12",NA,"Brasil","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-11-21 10:10:57-03","IBt","SP","225818","S","Plantae",NA,NA,"Myristicaceae","Iryanthera","campinae","Iryanthera campinae","W.A.Rodrigues","Huber, O; Teixeira, LOA","10630","1985","06",NA,NA,"Brasil","Roraima","São Luiz","Campina sobre suelo arenoso blanco semi-inundado en el lado oriental de la Rodovia BR-174 (Manaus-Caracaraí), en el Km 350.","-60.633333","-0.033333",NA,NA,"SP011758","SP011758",NA,"100","100","Rodrigues, WA","-60.633333","-0.033333",NA,NA,"1985","08",NA,NA,NA
