"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","county","identifiedBy","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","maximumElevationInMeters","fieldNumber","individualCount"
"28","2021-03-26 15:10:34-03","UFPI","TEPB","25687","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","scaberrima","Wedelia scaberrima","Benth.","R. BARROS","2166","2005","04","23",NA,"Brasil","Tocantins",NA,NA,NA,"Arbusto, 1,8m, flor amarela, pouco frequente Ambiente: Brejo (Vereda)",NA,NA,"-47.3142013549805","-7.71000003814697","Goiatins",NA,NA,NA,NA,NA,NA,"92862","auto",NA,NA,NA,NA,NA,NA
"29","2021-04-07 11:41:40-03","UFMS","CGMS","48329","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","M. Rocha; A.L.B. Sartori; M.G. Pereira; J.P.S.P. Bento","344","2014","12","13",NA,"Brasil","Mato Grosso do Sul","Borda de mata próxima a BR 262.","191",NA,"Inflorescência amarela. Fruto ausente. Habitat: Borda de mata semidecidual. Habito: Subarbusto. 1,5 m de altura.","CGMS1078296",NA,"-56.7605556","-20.0777778","Miranda",NA,"2020",NA,NA,"-56,7605556","-20,0777778",NA,NA,NA,NA,NA,"191",NA,NA
"30","2020-05-21 10:21:42-03","UFCG","CSTR","3321","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","scaberrima","Wedelia scaberrima","Bentl","Lucena, M.F.A.; Queiroga, I.S.; Lacerda, R.R.A. & Angelis, P. d'","2046","2011","07","28",NA,"Brasil","Paraíba","Sítio Maniçoba II","213",NA,"Erva ereta ca. 30 cm alt; folhas membranáceas; receptáculo verde; capítulo com flores amarelas.; Na margem do riacho dos Carneiros",NA,NA,"-37.822278","-6.668639","Pombal","Lucena, M.F.A.","2012","03","22","-37.822278","-6.668639",NA,NA,NA,NA,NA,"213",NA,NA
"31","2019-11-19 14:04:59-03","UFRPE","PEUFR","6645","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","scaberrima","Wedelia scaberrima","Benth.","R. Barreto; A. Chiapeta",NA,"1983","04","06",NA,"Brasil","Pernambuco","Estrada da Usina São José",NA,NA,"Arbusto com cerca de 2 m de altura; flores amarelas","PEUFR006645",NA,"-34.9063987731934","-7.83416986465454","Igarassu","M. Ataíde","1983","09","29",NA,NA,"24709","auto",NA,NA,NA,NA,NA,NA
"32","2020-04-22 16:17:54-03","UFPB","JPB","59495","PreservedSpecimen","Plantae","Angiosperma","Dicotyledon","Asteraceae","Wedelia","scaberrima","Wedelia scaberrima","Benth.","Oliveira, ACP; Roque, AA; Jardim, AB","1383","2011","08","07","Southern America","Brasil","Rio Grande do Norte","Área alagada","210",NA,"Erva, ca.0,60m alt. Folhas verdes escuras em ambas as faces. Flores amarelas.","JPB0059495",NA,"-36.0425","-6.392778","Santa Cruz",NA,NA,NA,NA,"-36.0425","-6.392778",NA,NA,NA,NA,NA,"210",NA,NA
"33","2020-11-24 00:00:00-03","C","MARCGRAVE","C10020162",NA,NA,NA,NA,"Compositae","Wedelia","scaberrima","Wedelia scaberrima","Benth.","MarcGrave, G.","162","1638 - 1644",NA,NA,NA,"BRAZIL",NA,"NE Brazil",NA,NA,NA,"C10020162","C10020162",NA,NA,NA,"Andrade-Lima, D.","1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-06-29 09:29:39-03","UFRRJ","RBR","15827","S","Plantae",NA,NA,"Asteraceae","Wedelia","scaberrima","Wedelia scaberrima","Benth.","L.M.C. Cordeiro","29","1957","02","19",NA,"Brasil","Pernambuco","Mostruário de Plantas Vivas do S.A.F.P.A.",NA,NA,NA,"RBR00015827","RBR00015827",NA,NA,"Pernambuco","A.C. Souza",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-21 19:33:04-03","UFC","EAC","56217","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Batista, W.","183","2014","01","27","Southern America","Brasil","Ceará","congl. 89, sub. 3, árv. 1RN.&nf;Estrato inferior.",NA,NA,"Inventário Florestal Nacional - CE; Arbusto, com odor característico; flor amarela.&nf;Dups RB.","EAC0056217","EAC0056217","-40.86","-4.140006","São Benedito","Quaresma, A.S.","2014","02","28","-40.86","-4.140006",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-21 19:33:04-03","UFC","EAC","56223","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Mayer, M.","16","2014","03","06","Southern America","Brasil","Ceará","congl. 196, sub. 1, árv. 2RN.&nf;Região de serra, plantas predominantemente da Caatinga. Solo raso, vermelho, com presença de rochas expostas.",NA,NA,"Inventário Florestal Nacional - CE; Arbusto, folhas com odor característico; flor amarela.&nf;Dups RB.","EAC0056223","EAC0056223","-39.059983","-5.039981","Quixadá","Quaresma, A.S.","2014","03","24","-39.059983","-5.039981",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:17:49-03","MBM","MBM","200884","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Ramos, J.E.; et al.; et al.","1980","1989","11","05","Southern America","Colombia",NA,NA,NA,NA,NA,"MBM200884","MBM200884",NA,NA,NA,"Pruski, J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:17:49-03","MBM","MBM","89245","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Steyermark, J.A.; et al.; et al.","122989","1980","05","31","Southern America","Venezuela",NA,NA,NA,NA,NA,"MBM089245","MBM089245",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:17:49-03","MBM","MBM","32184","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","scaberrima","Wedelia scaberrima","Baker","Hatschbach, G.","35443","1974","11","13","Southern America","Brazil","Paraná","Rio Jaguariaíva",NA,NA,NA,"MBM032184","MBM032184","-49.7057991027832","-24.2511005401611","Jaguariaíva","Sáenz, A.A.",NA,NA,NA,NA,NA,"44368","auto",NA,NA,NA,NA,NA,NA
"40","2015-09-04 09:45:24-03","MNHN","RECOLNAT_MNHN_P","P04368605","PreservedSpecimen",NA,NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.",NA,NA,NA,NA,NA,NA,"[Guyane francaise]",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04368605' target='other'> <mi>dwc_moreinfo</mi></a>","P04368605","P04368605_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2015-09-04 09:45:24-03","MNHN","RECOLNAT_MNHN_P","P04368608","PreservedSpecimen",NA,NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.",NA,NA,NA,NA,NA,NA,"[Guyane francaise]",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04368608' target='other'> <mi>dwc_moreinfo</mi></a>","P04368608","P04368608_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-08-20 15:42:00-03","URCA","HCDAL","12399","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","scaberrima","Wedelia scaberrima","Benth.","Sousa, J.F.O.","HCDAL12399","2016","02","09",NA,"Brasil","Pernambuco","Serra da Mata Nova, Chapada do Araripe","984",NA,"Arbustiva ca. 1,5m; flor de cor amarela, inflorescência (capítulos), brácteas amarelas.; Caatinga",NA,NA,"-39.506667","-7.516306","Moreilândia","Sousa, J F O","2017","05","30","-39.506667","-7.516306",NA,NA,NA,NA,NA,"984",NA,NA
"43","2017-09-21 16:32:00-03","MO","MOBOT","100364784","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Thomas B. Croat","Croat 101788","2011","1","15","South America","Guyana",NA,"Region 9: Upper Takutu-Upper Essequibo, Rupununi area, Upper Essequibo River basin, Upper Takutu River basin, Kanuku Mountains, ca. 20 km SE of Lethem, vicinity of abandoned Mocomoco hydroelectric plant; along stream, solid sandstone banks on mostly steep slopes, xerophytic conditions.","325.00000000",NA,NA,NA,NA,"-59.6611111","3.2586111",NA,"John Pruski (MO), 2011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4636","4"
"44","2019-07-30 14:24:00-03","MO","MOBOT","100419800","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Wilmer A. Díaz","Díaz 2339","1994","5",NA,"South America","Venezuela","Bolívar","Mun. Raul Leoni. Bajo Caroní - Sector III.","300.00000000",NA,NA,NA,NA,"-63.2166667","7.45",NA,"J Pruski",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"45","2012-06-20 13:34:00-03","MO","MOBOT","100481658","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Manuel Rimachi Y.","Rimachi Y. 11409","1995","10","31","South America","Peru","Loreto","Dtto. Punchana. Margen de Yarina Cocha, en chacra inundable, altura del km 4, de la Carretera de Nanay.","95.00000000",NA,NA,NA,NA,NA,NA,"Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"46","2016-06-13 13:11:00-03","MO","MOBOT","100833050","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Ángel Fernández","Fernández 27741","2010","5","26","South America","Venezuela","Bolívar","Guri. Vía edificio de comunicaciones, sector La Becerra.","180.00000000",NA,NA,NA,NA,"-63.0388889","7.7875","Raúl Leoni","John Pruski",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"200.00000000",NA,"1"
"47","2016-12-20 13:30:00-02","MO","MOBOT","100944085","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","John Pruski","Pruski 1358","1979","12","12","South America","Venezuela","Yaracuy","Roadsides along forest 5.9-7 km N of the Salom Plaza on the road to Candelaria.","1380.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1420.00000000",NA,"1"
"48","2017-11-19 16:32:00-02","MO","MOBOT","101010991","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","John Pruski|Julian A. Steyermark","Pruski 1458","1979","12","21","South America","Venezuela","Bolívar","Dry dwarf-tree chaparral, ca 16.8 km ESE of Upata. [Pruski FVG 3: 173-391. 1997 estimated long. and lat. as 07°55'N 062°16'W]","400.00000000",NA,NA,NA,NA,"-62.2666667","7.9166667",NA,"John Pruski (NY)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"49","2008-05-27 22:02:00-03","MO","MOBOT","1292933","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Ramiro Fonnegra G.","Fonnegra G. 1575","1980","3","11","South America","Colombia","La Guajira","Loma de Chimbolo.",NA,NA,NA,NA,NA,NA,NA,"Maicao","John Pruski (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2013-10-05 06:32:00-03","MO","MOBOT","1340382","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Ronald L. Liesner|Ángel C. González","Liesner 10711","1981","3","18","South America","Venezuela","Táchira","7 km W of Rubio.","900.00000000",NA,NA,NA,NA,"-72.41666","7.7",NA,"J. L. Strother (UC), July/",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1000.00000000","114",NA
"51","2008-05-27 22:02:00-03","MO","MOBOT","1815761","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Wedelia","calycina","Wedelia calycina","Rich.","Alwyn H. Gentry|L. Puig R.","Gentry 14394","1975","6","25","South America","Venezuela","Yaracuy","5 km N of Salom, cloud forest and adjacent cleared area.forest.","800.00000000",NA,NA,NA,NA,NA,NA,NA,"V.M. Badillo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1000.00000000","3941",NA
