"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","typeStatus","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","county","infraspecificEpithet","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"15","2021-03-15 16:37:00-03","NY","NYBG","00946755","PreservedSpecimen","Plantae","Malvaceae","Guazuma","ulmifolia","Guazuma ulmifolia","G. T. Prance","59134","1964","09","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1013301' target='other'> <mi>dwc_moreinfo</mi></a>","NY00946755",NA,"Magnoliophyta","Malvales","Lam.","G. T. Prance","Mato Grosso","Grounds of a brick factory. 5 km S of Chavantina.","-52.3531","-14.6733","NY00946755_01 NY00946755_02",NA,NA,"Nova Xavantina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","628181","PreservedSpecimen","Plantae","Malvaceae","Guazuma","ulmifolia","Guazuma ulmifolia glabra","L. Riedel","1835","1831",NA,NA,"South America","Brazil","sheet",NA,"dupla <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=532399' target='other'> <mi>dwc_moreinfo</mi></a>","NY00628181",NA,"Magnoliophyta","Malvales","K.Schum.",NA,NA,"Brasilia",NA,NA,"NY00628181_01",NA,NA,NA,"glabra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","02104890","PreservedSpecimen","Plantae","Malvaceae","Guazuma","ulmifolia","Guazuma ulmifolia","J. M. Pires","51849","1961","09",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2248537' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104890",NA,"Magnoliophyta","Malvales","Lam.",NA,"Pará","Vicinity of Belém.","-48.4555221","-1.2849922","NY02104890_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","2104884","PreservedSpecimen","Plantae","Malvaceae","Guazuma","ulmifolia","Guazuma ulmifolia","J. J. Strudwick","4155","1981","08","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2248531' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104884",NA,"Magnoliophyta","Malvales","Lam.",NA,"Pará","Sete Varas airstrip on Rio Curua.","-55.1657197","-0.2209974","NY02104884_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","02104876","PreservedSpecimen","Plantae","Malvaceae","Guazuma","ulmifolia","Guazuma ulmifolia","E. de Oliveira","3462","1965","10","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2248523' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104876",NA,"Magnoliophyta","Malvales","Lam.",NA,"Pará","Marajõ, Rio Genipapo, Retiro São José.","-50.7972222","-3.3722222","NY02104876_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","627108","PreservedSpecimen","Plantae","Malvaceae","Guazuma","ulmifolia","Guazuma ulmifolia","D. C. Daly","D393","1980","10","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=460015' target='other'> <mi>dwc_moreinfo</mi></a>","NY00627108",NA,"Magnoliophyta","Malvales","Lam.","L. J. Dorr","Maranhão","Road from Sao Luiz Gonzaga to Santo Antonio, 53 to 35 km from Bacabal","-44.67","-4.32","NY00627108_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","609697","PreservedSpecimen","Plantae","Malvaceae","Guazuma","ulmifolia","Guazuma ulmifolia","G. G. Hatschbach","44168","1981","10","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=460028' target='other'> <mi>dwc_moreinfo</mi></a>","NY00609697",NA,"Magnoliophyta","Malvales","Lam.","G. G. Hatschbach","Bahia","Corrego Serra Negra","-42.8958","-12.3169","NY00609697_01",NA,NA,"Oliveira dos Brejinhos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01806443","PreservedSpecimen","Plantae","Malvaceae","Guazuma","ulmifolia","Guazuma ulmifolia","W. W. Thomas","16068","2013","02","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2198632' target='other'> <mi>dwc_moreinfo</mi></a>","NY01806443",NA,"Magnoliophyta","Malvales","Lam.",NA,"Rio Grande do Norte","Baía Formosa, RPPN Mata Estrela:3-4 Km E of Bahia Formosa on road to BR 101. (of Ecoaçucar of Grupo Farías).","-35.0133","-6.3733","NY01806443_01","55","70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00946860","PreservedSpecimen","Plantae","Malvaceae","Guazuma","ulmifolia","Guazuma ulmifolia","T. C. Plowman","8415","1980","02","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1017396' target='other'> <mi>dwc_moreinfo</mi></a>","NY00946860",NA,"Magnoliophyta","Malvales","Lam.","P. Matehaitis","Tocantins","Road from highway BR-153 to Itaporã, 12 km west of village of presidente Kennedy. Fazenda Primavera along Ribeirão Feínho.","-48.6008","-8.5006","NY00946860_01","400","500","Presidente Kennedy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1738073","PreservedSpecimen","Plantae","Malvaceae","Guazuma","ulmifolia","Guazuma ulmifolia","L.A. Gomes","233","2011","04","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1965170' target='other'> <mi>dwc_moreinfo</mi></a>","NY01738073",NA,"Magnoliophyta","Malvales","Lam.","L.A. Gomes","Sergipe","Capela. RVS Mata do Junco. Margem da estrada principal.",NA,NA,"NY01738073_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00946868","PreservedSpecimen","Plantae","Malvaceae","Guazuma","ulmifolia","Guazuma ulmifolia","C. W. Mosén","415",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1018800' target='other'> <mi>dwc_moreinfo</mi></a>","NY00946868",NA,"Magnoliophyta","Malvales","Lam.",NA,"Minas Gerais","Minas Geraes [Gerais]: Caldas.",NA,NA,"NY00946868_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","02342666","PreservedSpecimen","Plantae","Malvaceae","Guazuma","ulmifolia","Guazuma ulmifolia tomentella","C. A. Cid Ferreira","4891","1984","06","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2523745' target='other'> <mi>dwc_moreinfo</mi></a>","NY02342666",NA,"Magnoliophyta","Malvales","K.Schum.",NA,"Rondônia","BR-364, rodovia Cuiabá-Porto Velho, km 378, Reserva Ecológica do CNPq-INPA.","-63.05","-10.183333","NY02342666_01",NA,NA,"Ouro Preto do Oeste","tomentella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00946760","PreservedSpecimen","Plantae","Malvaceae","Guazuma","ulmifolia","Guazuma ulmifolia","B. Dubs","304","1987","09","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1013198' target='other'> <mi>dwc_moreinfo</mi></a>","NY00946760",NA,"Magnoliophyta","Malvales","Lam.","B. Dubs","Mato Grosso","Fazenda Salina, Pantanal do Rio Negro.","-56.17","-19.5","NY00946760_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00946775","PreservedSpecimen","Plantae","Malvaceae","Guazuma","ulmifolia","Guazuma ulmifolia","M. C. D. Macedo","1239","1978","08","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1013286' target='other'> <mi>dwc_moreinfo</mi></a>","NY00946775",NA,"Magnoliophyta","Malvales","Lam.","D. C. Daly","Mato Grosso","Estrada Porto Cercado, km 15.","-56.6228","-16.2569","NY00946775_01",NA,NA,"Poconé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00946863","PreservedSpecimen","Plantae","Malvaceae","Guazuma","ulmifolia","Guazuma ulmifolia","A. Macedo","2603","1950","09","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1018855' target='other'> <mi>dwc_moreinfo</mi></a>","NY00946863",NA,"Magnoliophyta","Malvales","Lam.","L. B. Smith","Minas Gerais",NA,"-49.465","-18.9692","NY00946863_01",NA,NA,"Ituiutaba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00946771","PreservedSpecimen","Plantae","Malvaceae","Guazuma","ulmifolia","Guazuma ulmifolia","G. G. Hatschbach","25072","1970","10","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1013291' target='other'> <mi>dwc_moreinfo</mi></a>","NY00946771",NA,"Magnoliophyta","Malvales","Lam.","G. G. Hatschbach","Mato Grosso do Sul","Rod. BR-267, Entroncamento.","-54.5464","-21.8019","NY00946771_01",NA,NA,"Rio Brilhante",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","02104857","PreservedSpecimen","Plantae","Malvaceae","Guazuma","ulmifolia","Guazuma ulmifolia","G. T. Prance","6625","1968","07","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2248501' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104857",NA,"Magnoliophyta","Malvales","Lam.",NA,"Rondônia","Basin of Rio Madeira. E. bank of Rio Madeira at Misericórdia between Cachoeiras Misericórdia and Madeira.",NA,NA,"NY02104857_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","609699","PreservedSpecimen","Plantae","Malvaceae","Guazuma","ulmifolia","Guazuma ulmifolia","W. R. Anderson","36948","1972","03","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=459990' target='other'> <mi>dwc_moreinfo</mi></a>","NY00609699",NA,"Magnoliophyta","Malvales","Lam.","W. Meijer","Bahia","Espigao Mestre. Ca. 3km S of Cocos",NA,NA,"NY00609699_01","535","535",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00947174","PreservedSpecimen","Plantae","Malvaceae","Guazuma","ulmifolia","Guazuma ulmifolia","B. Dubs","1881","1995","10","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1044577' target='other'> <mi>dwc_moreinfo</mi></a>","NY00947174",NA,"Magnoliophyta","Malvales","Lam.","J. A. Ratter","Mato Grosso","Serra das Araras, Vale do Currupira.","-56.85","-15.17","NY00947174_01",NA,NA,"Alto Paraguai",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","609691","PreservedSpecimen","Plantae","Malvaceae","Guazuma","ulmifolia","Guazuma ulmifolia","G. G. Hatschbach","39265","1976","11","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=460020' target='other'> <mi>dwc_moreinfo</mi></a>","NY00609691",NA,"Magnoliophyta","Malvales","Lam.","C. L. Cristóbal","Paraná","Rio Uba","-49.9692","-23.1608","NY00609691_01",NA,NA,"Jacarezinho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","609695","PreservedSpecimen","Plantae","Malvaceae","Guazuma","ulmifolia","Guazuma ulmifolia","R. M. Harley","25292","1988","10","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=460022' target='other'> <mi>dwc_moreinfo</mi></a>","NY00609695",NA,"Magnoliophyta","Malvales","Lam.","C. L. Cristóbal","Bahia","Livramento do Brumado. Arredores da cidade, na beira da estrada para Rio de Contas","-41.83","-13.63","NY00609695_01","500","500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","867297","PreservedSpecimen","Plantae","Malvaceae","Guazuma","ulmifolia","Guazuma ulmifolia","D. C. Daly","7681","1993","04","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=407322' target='other'> <mi>dwc_moreinfo</mi></a>","NY00867297",NA,"Magnoliophyta","Malvales","Lam.","L. J. Dorr","Acre","Rio Juruá, Reserva Extrativista do Alto Juruá, S of confluence with Rio Acuriá and N of São João do Breu, Colocação Tapaúna","-72.68","-9.08","NY00867297_01","200","200","Marechal Thaumaturgo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","164745","PreservedSpecimen","Plantae","Malvaceae","Guazuma","ulmifolia","Guazuma ulmifolia","J. A. Silva","454","1986","07","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=407323' target='other'> <mi>dwc_moreinfo</mi></a>","NY00164745",NA,"Magnoliophyta","Malvales","Lam.","L. J. Dorr","Roraima","Estrada das Confianças l, ll, lll.","-60.67","2.83","NY00164745_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","02104859","PreservedSpecimen","Plantae","Malvaceae","Guazuma","ulmifolia","Guazuma ulmifolia","C. A. Cid Ferreira","4720","1984","06","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2248503' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104859",NA,"Magnoliophyta","Malvales","Lam.",NA,"Rondônia","BR 364, rodovia Cuiabá-Porto velho, km 234, ao Norte da cidade, morro da Torre da EMBRATEL","-62.03","-11.2","NY02104859_01",NA,NA,"Cacoal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","627104","PreservedSpecimen","Plantae","Malvaceae","Guazuma","ulmifolia","Guazuma ulmifolia","S. B. d. Silva","363","1984","05","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=459989' target='other'> <mi>dwc_moreinfo</mi></a>","NY00627104",NA,"Magnoliophyta","Malvales","Lam.","G. C. P. Pinto; H. P. Bautista","Bahia","Fazenda Poço da Mata. Folha SC.23-Z-C. Ponto 16","-44.98","-11.47","NY00627104_01",NA,NA,"Riachao das Neves",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00946774","PreservedSpecimen","Plantae","Malvaceae","Guazuma","ulmifolia","Guazuma ulmifolia","G. T. Prance","59133","1964","09","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1013300' target='other'> <mi>dwc_moreinfo</mi></a>","NY00946774",NA,"Magnoliophyta","Malvales","Lam.","G. T. Prance","Mato Grosso","Grounds of a brick factory. 5 km S of Chavantina.","-52.3531","-14.6733","NY00946774_01",NA,NA,"Nova Xavantina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","2104874","PreservedSpecimen","Plantae","Malvaceae","Guazuma","ulmifolia","Guazuma ulmifolia","W. Milliken","2287","1994","11",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2248519' target='other'> <mi>dwc_moreinfo</mi></a>","NY02104874",NA,"Magnoliophyta","Malvales","Lam.",NA,"Roraima","Estação Ecológica da Ilha de Maracá","-61.433333","3.366667","NY02104874_01",NA,NA,"Alto Alegre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00946870","PreservedSpecimen","Plantae","Malvaceae","Guazuma","ulmifolia","Guazuma ulmifolia","P. Clausen","88","1838",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1017529' target='other'> <mi>dwc_moreinfo</mi></a>","NY00946870",NA,"Magnoliophyta","Malvales","Lam.",NA,"Minas Gerais",NA,NA,NA,"NY00946870_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00946864","PreservedSpecimen","Plantae","Malvaceae","Guazuma","ulmifolia","Guazuma ulmifolia","R. S. Santos","24290","1963","09","20","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1018848' target='other'> <mi>dwc_moreinfo</mi></a>","NY00946864",NA,"Magnoliophyta","Malvales","Lam.","M. H. Nee","Minas Gerais","Serra do Espinhaco, entre Montes Claros e Riacho dos Machados.","-43.426363","-16.403631","NY00946864_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
