"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","maximumElevationInMeters","identifiedBy","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","3986493","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R.Sm.","H. H. van der Werff","18482","2003","07","15","South America","Peru","Pasco","Oxapampa","Along old road Oxapampa-Cerro de Pasco.","-75.1","-10.58","2000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4287079' target='other'> <mi>dwc_moreinfo</mi></a>","NY03986493",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","3986497","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R.Sm.","G. Calatayud","3328","2005","08","21","South America","Peru","Cusco","La Convencion","Dist. Echarati, Localidad Alturas de San Antonio","-72.52","-12.42","1936","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4287083' target='other'> <mi>dwc_moreinfo</mi></a>","NY03986497",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","3986490","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R.Sm.","I. Jiménez-Pérez","2263","2004","04","07","South America","Bolivia","La Paz","Caranavi","Serrania de Bella Vista, bajando de la cumbre hacia el km 52","-67.48","-15.67","1570","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4287076' target='other'> <mi>dwc_moreinfo</mi></a>","NY03986490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-12-04 15:26:14-03","PUCPR","HUCP","20376","S","Plantae","Monilofita",NA,"Grammitidaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R. Sm.","Kersten, RA","1220","2007","09","08",NA,"Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí","-49.0661010742188","-26.9193992614746",NA,NA,NA,"HUCP00001895","HUCP00001895",NA,"Michelon, C","34291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"15","2019-08-27 13:35:32-03","IAP","PACA-AGP","77438","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Grammitidaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R. Sm.","P. Krieger","13400",NA,NA,NA,NA,"Brasil","MG",NA,NA,NA,NA,NA,NA,"ASSL 16999","PACA077438",NA,NA,"P. Labiak",NA,NA,"Filicopsida","2000","09",NA,NA,NA,NA,NA
"16","2020-12-20 21:19:09-03","UFV","VIC","3395","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) Sm, A.R.","Campos Porto","s.n.","1937","11","20",NA,"Brasil","São Paulo","Campos do Jordão",NA,"-45.5900001525879","-22.7299995422363",NA,NA,NA,"VIC003395","VIC003395",NA,"Schwartsburd, P.B.","21048","auto",NA,"2018","04",NA,NA,NA,NA,NA
"17","2019-11-21 14:53:53-03","UFJF","CESJ","13400","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R.Sm.","L. Krieger","CESJ13400","1974","11","03","América do Sul","Brasil","Espírito Santo","Venda Nova do Imigrante","No chão da mata, sobre húmus.","-41.1347007751465","-20.3397006988525",NA,NA,"Raro.","CESJ013400",NA,NA,"V.A.O. Dittrich","15909","auto",NA,"2013","07",NA,NA,NA,NA,NA
"18","2019-11-21 14:53:53-03","UFJF","CESJ","29434","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R.Sm.","L.S. Leoni","690","1988","06",NA,"América do Sul","Brasil","Minas Gerais","Carangola","Fazenda Neblina, 20º43' S, 42º43' W. Elev.: 1300msm.","-42.483333","-20.716667",NA,NA,"Cresce no interior da floresta estacional semidecidual, como epífita, ao lado de manancial hídrico.","CESJ029434",NA,NA,"V.A.O. Dittrich",NA,NA,NA,"2010","09","-42.483333","-20.716667",NA,NA,NA
"19","2019-11-21 14:53:53-03","UFJF","CESJ","57199","PreservedSpecimen","Plantae","Polypodiopsida",NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R.Sm.","A. Salino; V.A.O. Dittrich; A.C. Meinberg; P.O.Morais","6091","2001","03","04","América do Sul","Brasil","São Paulo","São Luis do Paraitinga","Parque Estadual da Serra do Mar, Núcleo Santa Virgínia, Trilha da Pirapitinga. Lat. 23º20'29S,: Lon.45º08'48W. Floresta Ombrófila Densa Montana. Entre 900-950m. alt.","-45.310001373291","-23.2199993133545",NA,NA,"Epífita, em Cyathea, a 2m. de altura.","CESJ057199",NA,NA,"A. Salino","27362","auto",NA,"2002","01",NA,NA,NA,NA,NA
"20","2021-03-01 16:43:56-03","UNICAMP","UEC","163600","S","Plantae","Pteridophyta",NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R.Sm.","Paciência, MLB","3003","2008","06","19",NA,"Brazil","São Paulo","Ubatuba","Núcleo Santa Virgínia Parque Estadual da Serra do Mar. Trilha do Cunha.","-45.0699996948242","-23.4300003051758","900",NA,"Platna de hábito epífita.","UEC028001","UEC028001","900","Nóbrega, GA","34265","auto",NA,"2009",NA,NA,NA,NA,NA,NA
"21","2019-11-06 09:57:15-03","UFOP","OUPR","7111","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R.Sm.","Damazio, L.B.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Ouro Preto","Manso","-43.5080986022949","-20.2875003814697",NA,NA,"Na mata, pendente das árvores.",NA,NA,NA,"Labiak, P.H.","44599","auto",NA,"2001","07",NA,NA,NA,NA,NA
"22","2020-10-14 10:05:35-03","FURB","FURB","13781","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R.Sm.","Gasper, A.L. de; Korte, A.; Cadorin, T.J. & Schmitt, J.","2214","2009","07","29",NA,"Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí - Trilha da Chuva.","-49.0816667","-27.0575","350",NA,"Coleta Extra IFFSC (Epífita) Habitat: Floresta Ombrófila Densa; Estágio Avançado; mata ciliar Habito: epífita de Cyathea;","FURB00252","FURB00252","350","Gasper, AL de",NA,NA,NA,"2009","07","-49.0816667","-27.0575000","29",NA,NA
"23","2020-10-14 10:05:35-03","FURB","FURB","6696","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R.Sm.","Gasper, A.L. de","735","2007","03","22",NA,"Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí.","-49.0877777","-27.0566667",NA,NA,"Código: 60. Habitat: Floresta Ombrófila Densa; interior da mata Habito: epífita;","FURB11000","FURB11000",NA,"Labiak, PH",NA,NA,NA,"2007","09","-49.0877777","-27.0566667","28",NA,NA
"24","2021-03-16 17:56:50-03","UCS","HUCS","48849","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R. Sm.","Gonzatti, F.","3902","2017","11","13",NA,"Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó","-41.837111","-20.409917","1360",NA,"Erva epífita, pendenteem cáudice de Alsophila e Cyathea, interior de mata ciliar do Rio Caparaó, Vale Verde","HUCS003739","HUCS003739","1360","Gonzatti, F.",NA,NA,NA,"2018","11","-41.837111","-20.409917",NA,NA,NA
"25","2020-12-21 16:29:18-03","MBM","MBM","259370","PreservedSpecimen","Plantae",NA,NA,"Grammitidaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R. Smith","Dittrich, VA de O; et al.; et al.","713","2000","01","12","Southern America","Brazil","Paraná","Adrianópolis","Parque Estadual das Lauráceas","-48.9911003112793","-24.6571998596191",NA,NA,NA,"MBM259370","MBM259370",NA,"Dittrich, VA de O","49901","auto",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-21 16:29:18-03","MBM","MBM","287406","PreservedSpecimen","Plantae",NA,NA,"Grammitidaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R. Smith","Labiak, P.","982","1999","02","14","Southern America","Brazil","São Paulo","Salesópolis","Estação Biológica de Boracéia","-45.8400001525879","-23.5300006866455",NA,NA,NA,"MBM287406","MBM287406",NA,"Labiak, P.","18032","auto",NA,NA,NA,NA,NA,NA,NA,NA
"27","2015-09-05 12:45:20-03","MNHN","RECOLNAT_MNHN_P","P00696346","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R.Sm.","s.c.",NA,NA,NA,NA,NA,"Venezuela",NA,NA,"Tovar",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00696346' target='other'> <mi>dwc_moreinfo</mi></a>","P00696346","P00696346_01",NA,"Labiak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2015-09-05 12:45:20-03","MNHN","RECOLNAT_MNHN_P","P00696347","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R.Sm.","s.c.",NA,NA,NA,NA,NA,"Venezuela",NA,NA,"Tovar",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00696347' target='other'> <mi>dwc_moreinfo</mi></a>","P00696347","P00696347_01",NA,"Labiak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2015-09-27 05:07:54-03","MNHN","RECOLNAT_MNHN_P","P00696399","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R.Sm.","Gardner, G.",NA,"1836",NA,NA,NA,"Brésil",NA,NA,"Rio de Janeiro : Serra dos Orgaos",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00696399' target='other'> <mi>dwc_moreinfo</mi></a>","P00696399","P00696399_01",NA,"Labiak",NA,NA,NA,NA,NA,NA,NA,NA,"129",NA
"30","2015-09-05 08:01:05-03","MNHN","RECOLNAT_MNHN_P","P00696400","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R.Sm.","Gardner, G.",NA,"1836",NA,NA,NA,"Brésil",NA,NA,"Rio de Janeiro : Serra dos Orgaos",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00696400' target='other'> <mi>dwc_moreinfo</mi></a>","P00696400","P00696400_01",NA,"Labiak",NA,NA,NA,NA,NA,NA,NA,NA,"129",NA
"31","2012-08-29 13:59:34-03","MNHN","RECOLNAT_MNHN_P","P00696401","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R.Sm.","Glaziou, A.",NA,"1870","3","12",NA,"Brésil",NA,NA,"Alto Macahé. Rio Janeiro",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00696401' target='other'> <mi>dwc_moreinfo</mi></a>","P00696401","P00696401_01",NA,"Labiak",NA,NA,NA,NA,NA,NA,NA,NA,"4421",NA
"32","2015-09-27 21:34:17-03","MNHN","RECOLNAT_MNHN_P","P00696432","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R.Sm.","Linden, J.",NA,"1851",NA,NA,NA,"Nouvelle-Grenade",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00696432' target='other'> <mi>dwc_moreinfo</mi></a>","P00696432","P00696432_01",NA,"Labiak",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2015-09-03 17:02:34-03","MNHN","RECOLNAT_MNHN_P","P01368556","PreservedSpecimen",NA,NA,NA,"Pteridophyta","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R.Sm.","Glaziou, A.",NA,"1870","3","12",NA,"Brésil",NA,NA,"Alto Macahé. Rio Janeiro",NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01368556' target='other'> <mi>dwc_moreinfo</mi></a>","P01368556","P01368556_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4421",NA
"34","2020-09-29 14:53:42-03","UFPR","UPCB","79772","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R.Sm.","Mynssen, C.M. | Sylvestre, L. | Labiak, P.H. | Oliveira, J.A. | Barbosa, N.M.","1327","2012","07","24",NA,"Brasil","Rio de Janeiro","Santa Maria Magdalena","Parque Estadual do Desengano. Rio Macapá.","-41.911944","-21.876111",NA,NA,"Epífita, às margens da trilha. Floresta Ombrófila Densa Montana..","UPCB0008224","UPCB0008224",NA,"Matos, F.B.",NA,NA,NA,"2013",NA,"-41.911944","-21.876111",NA,NA,NA
"35","2020-09-29 14:53:42-03","UFPR","UPCB","80037","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R.Sm.","Labiak, P.H. et al.","5367","2012","07","24",NA,"Brasil","Rio de Janeiro","Santa Maria Magdalena","Parque Estadual do Desengano. Pico do Desengano.","-41.911","-21.9",NA,NA,"Epífita sobre Cyatheaceae, no interior da mata..",NA,NA,NA,"Matos, F.B.",NA,NA,NA,"2017",NA,"-41.911","-21.900",NA,NA,NA
"36","2020-09-29 14:53:42-03","UFPR","UPCB","49613","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R.Sm.","Labiak, P.H.","1085","1999","05","24",NA,"Brasil","São Paulo","Salesópolis","Estação Biológica de Boracéia","-45.8400001525879","-23.5300006866455",NA,NA,"Epífita em local sombreado e úmido..","UPCB0008227","UPCB0008227",NA,"Matos, F.B.","18032","auto",NA,"2016",NA,NA,NA,NA,NA,NA
"37","2020-09-29 14:53:42-03","UFPR","UPCB","43816","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R.Sm.","Dittrich, V.A.O.","713","2000","01","12",NA,"Brasil","Paraná","Adrianópolis","Foz do Rio Caratuval, Parque Estadual das Lauráceas","-48.9911003112793","-24.6571998596191",NA,NA,"Rupícola pendente em matacão ao lado de rio. Floresta Ombrófila Densa Submontana-Montana. Alt. entre 500 e 800m s.n.m..","UPCB0008225","UPCB0008225",NA,"Matos, F.B.","49901","auto",NA,"2016",NA,NA,NA,NA,NA,NA
"38","2020-09-29 14:53:42-03","UFPR","UPCB","67397","PreservedSpecimen","Plantae","Polypodiophyta",NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Copel.) A.R.Sm.","Kersten, R.","1220","2007","09","08",NA,"Brasil","Santa Catarina","Blumenau","Parque Nacional da Serra do Itajaí, Parque das Nascentes.","-49.0661010742188","-26.9193992614746",NA,NA,"Epífita. Floresta ombrófila densa..","UPCB0008226","UPCB0008226",NA,"Matos, F.B.","34291","auto",NA,"2016",NA,NA,NA,NA,NA,NA
"39","2009-10-28 17:01:00-02","MO","MOBOT","2744346","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R. Sm.","R. Bonino","Bonino 104","2002","2",NA,"South America","Peru","Cajamarca","San Ignacio","Dist. San José de Lourdes. Localidad de Buenos Aires (Cerro El Parco). Bosque primario.","-77.885","-5.70111","1900.00000000",NA,NA,NA,NA,NA,"A.R. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"40","2009-10-28 17:01:00-02","MO","MOBOT","2744390","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R. Sm.","R. Bonino","Bonino 161","2002","2",NA,"South America","Peru","Cajamarca","San Ignacio","Dist. San José de Lourdes. Localidad de Buenos Aires (Cerro El Parco). Bosque primario.","-77.885","-5.70111","1900.00000000",NA,NA,NA,NA,NA,"A.R. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"41","2009-10-28 17:02:00-02","MO","MOBOT","2744449","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R. Sm.","R. Bonino","Bonino 228","2002","2",NA,"South America","Peru","Cajamarca","San Ignacio","Dist. San José de Lourdes. Localidad de Buenos Aires (Cerro El Parco). Bosque primario.","-77.885","-5.70111","1900.00000000",NA,NA,NA,NA,NA,"A.R. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2"
"42","2017-11-18 05:19:00-02","MO","MOBOT","100166922","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R. Sm.","Iván Jiménez","Jiménez Pérez 3003","2005","6","26","South America","Bolivia","La Paz","Franz Tamayo","Senda Kiara-Mojos, entre Tokuaqe y Karjata, antes de cruzar el puente sobre el río Tawakuni.","-68.9219445","-14.5936111","1900.00000000",NA,NA,NA,NA,NA,"I. Jimenez (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"43","2017-11-18 05:19:00-02","MO","MOBOT","100166923","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R. Sm.","Iván Jiménez","Jiménez Pérez 3003","2005","6","26","South America","Bolivia","La Paz","Franz Tamayo","Senda Kiara-Mojos, entre Tokuaqe y Karjata, antes de cruzar el puente sobre el río Tawakuni.","-68.9219445","-14.5936111","1900.00000000",NA,NA,NA,NA,NA,"I. Jimenez (LPB)",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1"
"44","2015-03-12 06:15:00-03","MO","MOBOT","100235119","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R. Sm.","H. van der Werff|Rodolfo Vásquez|Antonio Peña|César Rojas","van der Werff 23415","2009","11","8","South America","Peru","Pasco","Oxapampa","Laguna San Daniel.","-75.4563889","-10.4327778","2400.00000000",NA,NA,NA,NA,NA,"A.R. Smith",NA,NA,NA,NA,NA,NA,NA,NA,"531","7"
"45","2020-05-13 07:38:00-03","MO","MOBOT","100326150","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R. Sm.","Alfredo F. Fuentes|Modesto Chambi|D. Alanes","Fuentes Claros 15395","2009","9","30","South America","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, sector Fuertecillo, parcela permanente 2, entre Mojos y Queara.","-68.9353055","-14.5954444","2000.00000000",NA,NA,NA,NA,NA,"A.R. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,NA,"09-159","4"
"46","2012-05-15 05:10:00-03","MO","MOBOT","1062999","PreservedSpecimen","Plantae",NA,NA,"Polypodiaceae","Terpsichore","chrysleri","Terpsichore chrysleri","(Proctor ex Copel.) A.R. Sm.","John L. Clark|Claire Watt","Clark 842","1995","5","12","South America","Ecuador","Esmeraldas","Quinindé","Bilsa Biological Station. Montañas de Mache, 35 km W of Quinindé, 5 km W of Santa Isabel. Premontane Wet Forest. Mature forest, 3rd lot W of Station following road towards Piedrita.","-79.73333","0.35","400.00000000",NA,NA,NA,NA,"600.00000000","Alan R. Smith (UC)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
