"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","coordinatePrecision","geoFlag","typeStatus","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","fieldNumber","individualCount","relatedCatalogItem"
"16","2020-09-02 16:24:12-03","Cenargen","CEN","89285","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Comanthera","bahiensis","Comanthera bahiensis","(Moldenke) L.R.Parra & Giul.","Lidyanne Yuriko Salene Aona","1282","2010","04","24",NA,"Brasil","BA","MORRO DO CHAPEU","Trilha para Cachoeira do Agreste","-41.1561012268066","-11.5500001907349",NA,NA,"Exsicatas","Doação Universidade Federal do Recôncavo da Bahia, Herbário do Recôncavo da Bahia - HURB nº 1512.","CEN00089285","CEN00089285","A. M. Giulietti","98143","auto",NA,NA,NA,NA,"2017",NA,NA,"1",NA
"17","2019-10-07 09:21:07-03","UEFS","HUEFS","107338","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Comanthera","bahiensis","Comanthera bahiensis","(Moldenke) L.R.Parra & Giul.","Harley, R.M.","22922","1980","06","01",NA,"Brasil","Bahia","Morro do Chapéu","3,0 Km S.E. of Morro do Chapéu on the road to Mundo Novo.","-41.116667","-11.716667","1000","1000",NA,"Campo rupestre.","HUEFS0107338","HUEFS0107338","M.Watanabe",NA,NA,NA,"Lilianae","41W7'","11S43'","2013","01",NA,NA,NA
"18","2019-10-07 09:21:07-03","UEFS","HUEFS","63169","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Comanthera","bahiensis","Comanthera bahiensis","(Moldenke) L.R.Parra & Giul.","Giulietti, A.M.","PCD3269","1996","06","29",NA,"Brasil","Bahia","Morro do Chapéu","Estrada Morro do Chapéu-Jacobina.","-41.084444","-11.482778","950","950",NA,"Campo rupestre.","HUEFS0063169","HUEFS0063169","M.Watanabe",NA,NA,NA,"Lilianae","41W5'4''","11S28'58''","2013","01",NA,NA,NA
"19","2019-10-07 09:21:07-03","UEFS","HUEFS","63308","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Comanthera","bahiensis","Comanthera bahiensis","(Moldenke) L.R.Parra & Giul.","Giulietti, A.M.","PCD3269","1996","06","29",NA,"Brasil","Bahia","Morro do Chapéu","Estrada Morro do Chapéu-Jacobina.","-41.084444","-11.482778","950","950",NA,"Arbusto e pequenas árvores perenifólias, agrupadas densamente, e ervas anuais.","HUEFS0063308","HUEFS0063308","M.Watanabe",NA,NA,NA,"Lilianae","41W5'4''","11S28'58''","2013","01",NA,NA,NA
"20","2019-10-07 09:21:07-03","UEFS","HUEFS","66873","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Comanthera","bahiensis","Comanthera bahiensis","(Moldenke) L.R.Parra & Giul.","Junqueira, M.E.R.","159","2002","12","03",NA,"Brasil","Bahia","Morro do Chapéu","Cachoeira do Agreste.","-40.916667","-11.45",NA,NA,NA,"Solo arenoso.","HUEFS0066873","HUEFS0066873","M.Watanabe",NA,NA,NA,"Lilianae","40W55'0''","11S27'0''","2013","01",NA,NA,NA
"21","2019-10-07 09:21:07-03","UEFS","HUEFS","6990","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Comanthera","bahiensis","Comanthera bahiensis","(Moldenke) L.R.Parra & Giul.","Queiroz, L.P.de","1291","1986","11","19",NA,"Brasil","Bahia","Morro do Chapéu","BA-052, 2 km a SE da cidade","-41.133333","-11.55","1000","1000",NA,NA,"HUEFS0006990","HUEFS0006990","M.Watanabe",NA,NA,NA,"Lilianae","41W8'","11S33'","2013","01",NA,NA,NA
"22","2019-10-07 09:21:07-03","UEFS","HUEFS","72798","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Comanthera","bahiensis","Comanthera bahiensis","(Moldenke) L.R.Parra & Giul.","Giulietti, A.M.",NA,"2003","07","01",NA,"Peru","Huánuco",NA,NA,NA,NA,NA,NA,NA,NA,"HUEFS0072798","HUEFS0072798","M.Watanabe",NA,NA,NA,"Lilianae",NA,NA,"2013","01",NA,NA,NA
"23","2019-10-07 09:21:07-03","UEFS","HUEFS","88207","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Comanthera","bahiensis","Comanthera bahiensis","(Moldenke) L.R.Parra & Giul.","Souza, E.B.","950","2004","06","18",NA,"Brasil","Bahia","Morro do Chapéu","Chapada Diamantina, Serra as Guaribas","-41.1975","-11.439167","1080","1080",NA,"Vegetação arbustiva sobre areias quartzosas.","HUEFS0088207","HUEFS0088207","M.Watanabe",NA,NA,NA,"Lilianae","41W11'51''","11S26'21''","2013","01",NA,NA,NA
"24","2019-10-07 09:21:07-03","UEFS","HUEFS","54817","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Comanthera","bahiensis","Comanthera bahiensis","(Moldenke) L.R.Parra & Giul.","Furlan, A.","SPF18152","1980","11","28",NA,"Brasil","Bahia","Morro do Chapéu","Estrada do Feijão.","-41.1561012268066","-11.5500001907349",NA,NA,NA,NA,"HUEFS0054817","HUEFS0054817","M.Watanabe","98143","auto",NA,"Lilianae",NA,NA,"2013","01",NA,NA,NA
"25","2019-10-07 09:21:27-03","UEFS","HUEFS","64970","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Syngonanthus","bahiensis","Syngonanthus bahiensis","Moldenke","Giulietti, A.M.","2114","2002","06","29",NA,"Brasil","Bahia","Morro do Chapéu","5 km na estrada para Utinga.","-41.176944","-11.568333",NA,NA,NA,"Cerrado de altitude. Solo arenoso úmido.","HUEFS0064970",NA,NA,NA,NA,NA,"Lilianae","41W10'37''","11S34'6''",NA,NA,NA,NA,NA
"26","2019-09-04 20:01:43-03","F","FMNH-SEEDPLANTS","V0045834F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Eriocaulaceae","Syngonanthus","bahiensis","Syngonanthus bahiensis",NA,"H. S. Irwin et al.","30703","1971","2","20","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0045834F","V0045834F_01",NA,NA,NA,"Isotype","Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA
"27","2020-07-23 12:05:16-03","CEPLAC","CEPEC","30767","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Comanthera","bahiensis","Comanthera bahiensis",NA,"R. M. Harley","22922","1994","06","01",NA,"Brasil","Bahia","MORRO DO CHAPÉU","3Km SE cidade de Morro do Chapéu, Rod. p/ Mundo Novo.","-41.116667","-11.566667",NA,NA,NA,NA,NA,NA,"R. Ramos",NA,NA,NA,NA,"41W7'","11S34'",NA,NA,NA,NA,"05/08/1998"
"28","2020-07-23 12:05:16-03","CEPLAC","CEPEC","72262","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Comanthera","bahiensis","Comanthera bahiensis",NA,"A. M. Giulietti","3269","1996","06","29",NA,"Brasil","Bahia","MORRO DO CHAPÉU","Estrada Morro do Chapéu/Jacobina.","-41.084444","-11.482778",NA,NA,NA,NA,NA,NA,"R. Ramos",NA,NA,NA,NA,"41W5'4","11S28'58",NA,NA,NA,NA,"05/08/1998"
