"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","stateProvince","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","locality","phylum","order","scientificNameAuthorship","typeStatus","year","month","day","minimumElevationInMeters","maximumElevationInMeters","imagecode","decimalLongitude","decimalLatitude","identifiedBy","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","2862029","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","macrocarpa","Pouteria macrocarpa","W. W. Thomas","7187","South America","Brazil","Bahia","sheet",NA,"Site: SG <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637196' target='other'> <mi>dwc_moreinfo</mi></a>","NY02862029","7.3 km N of Serra Grande on rd to Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz. Southern Bahian moist forest.","Magnoliophyta","Ericales","(Mart.) D.Dietr.",NA,NA,NA,NA,NA,NA,"NY02862029_01","-39.0617","-14.4231","A. Alves-Araújo","Uruçuca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","01212039","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","macrocarpa","Pouteria macrocarpa","J. M. Pires","51949","South America","Brazil","Pará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1460497' target='other'> <mi>dwc_moreinfo</mi></a>","NY01212039","Vicinity of Belem.","Magnoliophyta","Ericales","(Mart.) D.Dietr.",NA,"1961","09",NA,NA,NA,"NY01212039_01","-48.4555221","-1.2849922","T. D. Pennington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","01212033","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","macrocarpa","Pouteria macrocarpa","M. G. da Silva","5325","South America","Brazil","Pará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1460435' target='other'> <mi>dwc_moreinfo</mi></a>","NY01212033",NA,"Magnoliophyta","Ericales","(Mart.) D.Dietr.",NA,"1980","06","02",NA,NA,"NY01212033_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01212027","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","macrocarpa","Pouteria macrocarpa","G. T. Prance","4619","South America","Brazil","Roraima","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1331332' target='other'> <mi>dwc_moreinfo</mi></a>","NY01212027","San Salvador, 40 km north west of Boa Vista.","Magnoliophyta","Ericales","(Mart.) D.Dietr.",NA,"1967","03","01",NA,NA,NA,"-60.9600807","3.0794101",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01212030","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","macrocarpa","Pouteria macrocarpa","C. A. Cid Ferreira","2059","South America","Brazil","Pará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1460360' target='other'> <mi>dwc_moreinfo</mi></a>","NY01212030","Rio Parú do Oeste, margem esquerda, ao lado da cachoeira Pancada. Mata de terra firme, solo argilo-pedregoso.","Magnoliophyta","Ericales","(Mart.) D.Dietr.",NA,"1980","09","04",NA,NA,NA,"-56.05175","-1.054011",NA,"Oriximiná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01212028","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","macrocarpa","Pouteria macrocarpa","M. G. da Silva","5325","South America","Brazil","Pará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1460353' target='other'> <mi>dwc_moreinfo</mi></a>","NY01212028",NA,"Magnoliophyta","Ericales","(Mart.) D.Dietr.",NA,"1980","06","02",NA,NA,"NY01212028_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01252073","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","macrocarpa","Pouteria macrocarpa","C. A. Cid Ferreira","2059","South America","Brazil","Pará","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1495205' target='other'> <mi>dwc_moreinfo</mi></a>","NY01252073","Rio Parú do Oeste, margem esquerda, ao lado da cachoeira Pancada. Mata de terra firme, solo argilo-pedregoso.","Magnoliophyta","Ericales","(Mart.) D.Dietr.",NA,"1980","09","04",NA,NA,"NY01252073_01 NY01252073_02","-56.05175","-1.054011",NA,"Oriximiná",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01212029","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","macrocarpa","Pouteria macrocarpa","U. N. Maciel","398","South America","Brazil","Pará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1330993' target='other'> <mi>dwc_moreinfo</mi></a>","NY01212029","Itinga do Pará, Fazenda Caboré.","Magnoliophyta","Ericales","(Mart.) D.Dietr.",NA,"1979","12","01",NA,NA,"NY01212029_01","-47.538503","-4.436442",NA,"Paragominas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01212032","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","macrocarpa","Pouteria macrocarpa","U. N. Maciel","416","South America","Brazil","Pará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1330994' target='other'> <mi>dwc_moreinfo</mi></a>","NY01212032","Itinga do Pará, Fazenda Caboré.","Magnoliophyta","Ericales","(Mart.) D.Dietr.",NA,"1979","12","03",NA,NA,"NY01212032_01","-47.538503","-4.436442",NA,"Paragominas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01404452","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","multiflora","Pouteria multiflora","I. L. do Amaral","1374","South America","Brazil","Pará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1330886' target='other'> <mi>dwc_moreinfo</mi></a>","NY01404452","Estrada Santarem-Cuiaba, BR-163, km 1221, proximo a uma piçarreira","Magnoliophyta","Ericales","(A.DC.) Eyma",NA,"1983","05","21",NA,NA,"NY01404452_01","-55.67","-5.916667","A. Alves-Araújo","Itaituba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01212081","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","multiflora","Pouteria multiflora","B. V. Rabelo","2691","South America","Brazil","Amapá","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1461877' target='other'> <mi>dwc_moreinfo</mi></a>","NY01212081","Rio Maracá.","Magnoliophyta","Ericales","(A.DC.) Eyma",NA,"1984","05","28",NA,NA,"NY01212081_01","-51.2894","-0.115","T. D. Pennington","Mazagão",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01212082","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","multiflora","Pouteria multiflora","W. A. Ducke","1697","South America","Brazil","Amazonas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1461878' target='other'> <mi>dwc_moreinfo</mi></a>","NY01212082",NA,"Magnoliophyta","Ericales","(A.DC.) Eyma",NA,"1945","03","14",NA,NA,"NY01212082_01",NA,NA,"T. D. Pennington",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","2699392","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","multiflora","Pouteria multiflora","J. E. Huber","108","South America","Brazil","Pará",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2993888' target='other'> <mi>dwc_moreinfo</mi></a>","NY02699392","Amazone","Magnoliophyta","Ericales","(A.DC.) Eyma",NA,"1896",NA,NA,NA,NA,"NY02699392_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","866846","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","multiflora","Pouteria multiflora","D. C. Daly","7822","South America","Brazil","Acre","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=589707' target='other'> <mi>dwc_moreinfo</mi></a>","NY00866846","Basin of Rio Purus, Rio Iaco, right bank, Nova Olinda, between Igarapé Santo Antõnio and Ig. Boa Esperança","Magnoliophyta","Ericales","(A.DC.) Eyma",NA,"1993","10","21",NA,NA,"NY00866846_01","-69.22","-10.12","T. D. Pennington","Sena Madureira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01212083","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","multiflora","Pouteria multiflora","L. S. Coêlho","168","South America","Brazil","Pará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1330747' target='other'> <mi>dwc_moreinfo</mi></a>","NY01212083","Coletas botanicas executadas em abas as margens do rio Mapuera, da Cachoeira do Tabuleiro e Cachoeria do Tabuleirinho.","Magnoliophyta","Ericales","(A.DC.) Eyma",NA,"1985","11","17",NA,NA,"NY01212083_01","-57.2819209","-1.108402","A. Alves-Araújo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","195516","PreservedSpecimen","Plantae","Sapotaceae","Radlkoferella","macrocarpa","Radlkoferella macrocarpa","W. L. Balée","1461","South America","Brazil","Pará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=259130' target='other'> <mi>dwc_moreinfo</mi></a>","NY00195516","Basin of the Tio Gurupi; Tembé Indian Reserve; 6km SSW of F.U.N.A.I. Post Canindé","Magnoliophyta","Ericales","(Huber) Aubrév.",NA,"1985","08","11",NA,NA,"NY00195516_01","-46.1167","-1.2","J. M. Pires","Viseu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","195515","PreservedSpecimen","Plantae","Sapotaceae","Radlkoferella","macrocarpa","Radlkoferella macrocarpa","W. L. Balée","1461","South America","Brazil","Pará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=259129' target='other'> <mi>dwc_moreinfo</mi></a>","NY00195515","Basin of the Rio Gurupi; Tembé Indian Reserve; 6km SSW of F.U.N.A.I. Post Canindé.","Magnoliophyta","Ericales","(Huber) Aubrév.",NA,"1985","08","11",NA,NA,"NY00195515_01","-46.1167","-1.2","J. M. Pires","Viseu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","195514","PreservedSpecimen","Plantae","Sapotaceae","Radlkoferella","macrocarpa","Radlkoferella macrocarpa","W. L. Balée","1689","South America","Brazil","Pará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=259132' target='other'> <mi>dwc_moreinfo</mi></a>","NY00195514","Igarapé Ipixuna, affluent of Rio Xingu; 5 km S of settlement, Araweté Indian Reserve.","Magnoliophyta","Ericales","(Huber) Aubrév.",NA,"1985","11","02",NA,NA,"NY00195514_01","-52.2064018249512","-3.20333003997803","J. M. Pires","Altamira","748499","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","195513","PreservedSpecimen","Plantae","Sapotaceae","Radlkoferella","macrocarpa","Radlkoferella macrocarpa","W. L. Balée","1815","South America","Brazil","Pará","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=259131' target='other'> <mi>dwc_moreinfo</mi></a>","NY00195513","Igarapé Ipixuna, affluent of Rio Xingu; 5 km S of settlement, Araweté Indian Reserve.","Magnoliophyta","Ericales","(Huber) Aubrév.",NA,"1985","11","04",NA,NA,"NY00195513_01","-52.2064018249512","-3.20333003997803","J. M. Pires","Altamira","748499","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-09-10 21:44:17-03","UNEMAT","TANG","2825","S","Plantae","Sapotaceae","Pouteria","macrocarpa","Pouteria macrocarpa","Lautert, M; Oliveira, VF; Thomé, RS; Virtuoso, VS","409",NA,"Brasil","Mato Grosso",NA,NA,NA,"TANG000002825","Resgate da flora da UHE colider",NA,NA,"(Huber) Ducke.",NA,"2015","01","07","306","306",NA,"-55.499444","-10.823333","Lautert, M","Colider",NA,NA,"2015","04","01","-55.499444","-10.823333",NA,NA,NA,NA,NA
"31","2021-03-30 12:34:18-03","EAO","IAN","175506","PreservedSpecimen","Plantae","Aquifoliaceae","Labatia","macrocarpa","Labatia macrocarpa","Cordeiro, MR","MC-04-13100250","Southern America","Brasil","Pará",NA,NA,"Árvore aprox. 16 m de altura por 73 CAP. Botões marrons. Frutos marrons e peludos.","IAN175506","Frechal, Margem do rio Guamá . Solo argiloso, mata primária de várzea, luminosidade intensa, freqüência rara.","Dicotiledônea",NA,"Mart.",NA,"2001","08","12","6","6",NA,"-48.205","-1.496111","Cordeiro, MR","Santa Izabel do Pará",NA,NA,"2001",NA,NA,"-48.205","-1.496111",NA,NA,NA,NA,NA
"32","2021-03-30 12:49:34-03","EAO","IAN","129129","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","macrocarpa","Pouteria macrocarpa","Pires, JM; Belém, RP","13038","Southern America","Brasil","Pará",NA,NA,"Árvore 0-30-1, com 12m e 13cm de diâmetro.","IAN129129","Rio Itacaiunas, afluente do Rio Tocantins, Serra Buritirama (B 4), região com minério de manganês.","Dicotiledônea",NA,"(Mart.) D.Dietr.",NA,"1970","09",NA,NA,NA,NA,"-50.216667","-5.516667",NA,NA,NA,NA,NA,NA,NA,"-50.216667","-5.516667",NA,NA,NA,NA,NA
"33","2021-03-30 12:49:34-03","EAO","IAN","142493","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","macrocarpa","Pouteria macrocarpa","Rosa, NA; Santos, RR dos","149","Southern America","Brasil","Mato Grosso",NA,NA,"Árvore de 6m x 50cm. Leite branco.","IAN142493","A margem da Cachoeira Andorinha Humboldt.","Dicotiledônea",NA,"(Mart.) D.Dietr.",NA,"1974","07","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:49:34-03","EAO","IAN","175851","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","macrocarpa","Pouteria macrocarpa","Nascimento, MP do; Ferreira, GC","131","Southern America","Brasil","Pará",NA,NA,"Árvore 27m alt. x 28,3cm DAP; base com pequenas sapopemas 90cm; fuste torto com 20m alt.; ritidoma marrom-escuro escamoso com desprendimentos de pequenas placas papiraceas deixando depressões; lenticelas elípticas marrom-claras em sent","IAN175851","Campo Experimental da Embrapa Amazônia Oriental, rodovia PA-150, Km34.","Dicotiledônea",NA,"(Mart.) D.Dietr.",NA,"2002","08","26",NA,NA,NA,"-48.798694","-2.164694","Cordeiro, MR","Moju",NA,NA,"2002","09",NA,"-48.798694","-2.164694",NA,NA,NA,NA,NA
"35","2021-03-30 12:49:34-03","EAO","IAN","186378","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","macrocarpa","Pouteria macrocarpa","Oliveira, JCL de; Xavier-Júnior, SR","541","Southern America","Brasil","Pará",NA,NA,"13m de altura. DAP: 20,7. Frutos de cor marrom.","IAN186378","Área atrás da ETEPA de Paragominas.","Dicotiledônea",NA,"(Mart.) D.Dietr.",NA,"2011","11","08",NA,NA,NA,"-47.406389","-2.991667","Cordeiro, MR","Paragominas",NA,NA,"2011","12","02","-47.406389","-2.991667",NA,NA,NA,NA,NA
"36","2021-03-30 12:49:34-03","EAO","IAN","186682","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","macrocarpa","Pouteria macrocarpa","Félix-da-Silva, MM; Trindade, MJS; Lobato, LCB; Souza, CA","276","Southern America","Brasil","Pará",NA,NA,"Árvore DE 40 m de altura. Botões florais verdes, Látex branco.","IAN186682","Flona de Caxiuanã, Grade do PPBio. Parcela 22.","Dicotiledônea",NA,"(Mart.) D.Dietr.",NA,"2007","07","16",NA,NA,NA,"-51.637778","-1.982778","Félix-da-Silva, MM","Portel",NA,NA,NA,NA,NA,"-51.637778","-1.982778",NA,NA,NA,NA,NA
"37","2021-04-08 17:44:12-03","EAO","IAN","XILO4380","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","macrocarpa","Pouteria macrocarpa","Pires, JM; Belém, RP","13038","Southern America","Brasil","Pará",NA,NA,"Árvore 0-30-1, com 12m e 13cm de diâmetro.","IANXILO4380","Rio Itacaiunas, afluente do Rio Tocantins, Serra Buritirama (B 4), região com minério de manganês.","Dicotiledônea",NA,"(Mart.) D.Dietr.",NA,"1970","09",NA,NA,NA,NA,"-50.216667","-5.516667",NA,NA,NA,NA,NA,NA,NA,"-50.216667","-5.516667",NA,NA,NA,NA,NA
"38","2021-03-30 12:49:34-03","EAO","IAN","193640","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","macrocarpa","Pouteria macrocarpa","Cruz, ED","880","Southern America","Brasil","Pará",NA,NA,"DAP=36,7 cm, AC= 10, AT= 18m. Fruto marrom.","IAN193640","Várzea alta, ao lado da ponte do rio Acará na Alça viária.","Dicotiledônea",NA,"(Mart.) D.Dietr.",NA,"2014","01","15",NA,NA,NA,"-48.417444","-1.684194","Alves-Araújo, A","Acará",NA,NA,"2019","05","17","-48.417444","-1.684194",NA,NA,NA,NA,NA
"39","2021-03-30 12:49:34-03","EAO","IAN","194360","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","macrocarpa","Pouteria macrocarpa","Cruz, ED; Silva, MVF da; Nascimento, MP do","1053","Southern America","Brasil","Pará",NA,NA,"DAP=20,7cm; AC=4,7m; AT= 10m.","IAN194360","Ao lado da ponte que dá acesso a cidade.","Dicotiledônea",NA,"(Mart.) D.Dietr.",NA,"2015","05","26",NA,NA,NA,"-48.764361","-1.872972","Cordeiro, MR","Moju",NA,NA,"2015","11","20","-48.764361","-1.872972",NA,NA,NA,NA,NA
"40","2021-03-30 12:49:34-03","EAO","IAN","189115","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","macrocarpa","Pouteria macrocarpa","Oliveira, JCL de; Carvalho, LT de; Nascimento, EAP; Souza, HJR","644","Southern America","Brasil","Pará",NA,NA,"Arbusto com 3 m de alt, botões florais marroms, presença de látex branco.","IAN189115","Propriedade do Sr. José Antônio, Comunidade Jundiá","Dicotiledônea",NA,"(Mart.) D.Dietr.",NA,"2012","11","29",NA,NA,NA,"-46.462944","-1.227944","Oliveira, JCL de; Nascimento, EAP","Bragança",NA,NA,"2013","03","21","-46.462944","-1.227944",NA,NA,NA,NA,NA
"41","2021-04-08 17:44:12-03","EAO","IAN","XILO4205","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","macrocarpa","Pouteria macrocarpa","Rosa, NA; Santos, RR dos","149","Southern America","Brasil","Mato Grosso",NA,NA,"Árvore de 6m x 50cm. Leite branco.","IANXILO4205","A margem da Cachoeira Andorinha Humboldt.","Dicotiledônea",NA,"(Mart.) D.Dietr.",NA,"1974","07","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:49:34-03","EAO","IAN","193580","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","macrocarpa","Pouteria macrocarpa","Hamada, MOS; Cordeiro, MR; Hopkins, MJG","74","Southern America","Brasil","Amapá",NA,NA,"Árvore de 12 m. Frutos verdes com vestitura marron.","IAN193580","Parque Nacional Montanhas do Tumucumaque. Rio Amapari.&nf;Cabeceiras do Rio Amapari. Rio Anacuí. Mata ciliar.","Dicotiledônea",NA,"(Mart.) D.Dietr.",NA,"2006","03","04",NA,NA,NA,"-52.741389","1.844722","Cordeiro, MR","Amapá",NA,NA,"2016","02","25","-52.741389","1.844722",NA,NA,NA,NA,NA
