"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","scientificNameAuthorship","minimumElevationInMeters","identifiedBy","county","decimalLongitude","decimalLatitude","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","fieldNumber","individualCount","coordinatePrecision","geoFlag"
"11","2016-09-30 03:43:00-03","NY","NYBG","1242384","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Bursera","simaruba","Bursera simaruba","G. S. Bunting","11936","1982","10","28","South America","Venezuela","Zulia","en el área de reserva carbonífera de Guasare, unos 1,5 km al suroeste del Campamento Carichuano.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1507799' target='other'> <mi>dwc_moreinfo</mi></a>","NY01242384","NY01242384_01",NA,"150","D. C. Daly","Mara",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1242389","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Bursera","simaruba","Bursera simaruba","J. A. Steyermark","110887","1974","08","30","South America","Venezuela","Falcón","La Peñita (vieja toma de agua) de las escarpas que miran al norte, a lo largo del Golfete de Guare, al sur de Chichiriviche.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1507804' target='other'> <mi>dwc_moreinfo</mi></a>","NY01242389","NY01242389_01","(L.) Sarg.","10",NA,"Silva","-68.27","10.9","100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1210645","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Bursera","simaruba","Bursera simaruba","B. Hoffman","1117","1992","03","01","South America","Guyana","Upper Takutu-Upper Essequibo","S Pakaraima Mts, Tipuru R., 1-2 km upstream from Tipuru Village","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1507786' target='other'> <mi>dwc_moreinfo</mi></a>","NY01210645",NA,"(L.) Sarg.","330","D. C. Daly",NA,"-59.55","4.216666667","360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1242403","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Bursera","simaruba","Bursera simaruba","J. J. Wurdack","40989","1955","12","29","South America","Venezuela","Bolívar","Along Rio Parguaza just below Raudal Maraca (about 110 km above river mouth).","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1507831' target='other'> <mi>dwc_moreinfo</mi></a>","NY01242403","NY01242403_01","(L.) Sarg.","115",NA,NA,"-66.91916","5.948873","115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1210643","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Bursera","simaruba","Bursera simaruba","A. C. Smith","3142","1938","03","04","South America","Guyana",NA,"Western extremity of Kanuku Mountains, in drainage of Takautu River","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1507782' target='other'> <mi>dwc_moreinfo</mi></a>","NY01210643",NA,"(L.) Sarg.","300","A. C. Smith",NA,NA,NA,"300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-09-30 03:43:00-03","NY","NYBG","1242398","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Bursera","simaruba","Bursera simaruba","W. E. Broadway","3497","1910","04","09","South America","Trinidad and Tobago","Tobago","Chelsea, near Scarborough.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1507815' target='other'> <mi>dwc_moreinfo</mi></a>","NY01242398","NY01242398_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1210640","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Bursera","simaruba","Bursera simaruba","R. Callejas Posada","2176","1986","03","08","South America","Colombia","Antioquia","Carr. Liborina-Sabanalarga, 3 km N de Liborina.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1507767' target='other'> <mi>dwc_moreinfo</mi></a>","NY01210640",NA,"(L.) Sarg.","910","D. C. Daly","Liborina",NA,NA,"910",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1210629","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Bursera","simaruba","Bursera simaruba","R. Callejas Posada","11032","1993","12","31","South America","Colombia","Bolívar","archipiélago San Bernardo, isla de Tintipán, mar caribe, 2 horas por bote NW de Tolú (Dept. Sucre).","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1507730' target='other'> <mi>dwc_moreinfo</mi></a>","NY01210629",NA,"(L.) Sarg.",NA,"D. C. Daly","Cartagena","-76.07","9.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1210628","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Bursera","simaruba","Bursera simaruba","J. L. Zarucchi","4657","1987","03","12","South America","Colombia","Antioquia","4.2 km E of Bolombolo, on road to Venecia. Hacienda La Plata.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1507728' target='other'> <mi>dwc_moreinfo</mi></a>","NY01210628",NA,"(L.) Sarg.","920","D. C. Daly","Venecia","-75.8","6.02","920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-09-30 03:43:00-03","NY","NYBG","1242408","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Bursera","simaruba","Bursera simaruba","F. J. Guánchez","4672","1987","03","23","South America","Venezuela","Bolívar","Río Orinoco medio y el borde NW de la Serrania de Los Pijiguaos (Bajo Río Suapure)","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1507839' target='other'> <mi>dwc_moreinfo</mi></a>","NY01242408","NY01242408_01",NA,"130","D. C. Daly","Cedeño","-66.833","6.55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2016-09-30 03:43:00-03","NY","NYBG","1242411","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Bursera","simaruba","Bursera simaruba","A. Gröger","817","1993","03","02","South America","Venezuela","Bolívar","Laja 1,5 km al Norte del campamento del BAUXIVEN en Los Pijiguaos.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1507848' target='other'> <mi>dwc_moreinfo</mi></a>","NY01242411","NY01242411_01",NA,NA,"A. Gröger",NA,"-66.8","6.58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-09-30 03:43:00-03","NY","NYBG","1242402","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Bursera","simaruba","Bursera simaruba","G. Davidse","15316","1978","04","17","South America","Venezuela","Amazonas","23 km NE of Puerto Ayacucho and 10 km E of the highway, hills and base of hills, near Cachama","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1507829' target='other'> <mi>dwc_moreinfo</mi></a>","NY01242402",NA,NA,"90","D. C. Daly","Mun. Atures","-67.4","5.85","90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1210634","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Bursera","simaruba","Bursera simaruba","J. L. Zarucchi","3948","1985","08","06","South America","Colombia","Bolívar","ca. 16 km SW of crossing of Canal del Dique at Pasacaballos, Isla Barú.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1507744' target='other'> <mi>dwc_moreinfo</mi></a>","NY01210634",NA,"(L.) Sarg.","5",NA,"Cartagena","-75.68","10.15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-09-30 03:43:00-03","NY","NYBG","1242385","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Bursera","simaruba","Bursera simaruba","M. B. Kalloo","B1076","1967","07","20","South America","Trinidad and Tobago",NA,"Little Tobago.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1507800' target='other'> <mi>dwc_moreinfo</mi></a>","NY01242385","NY01242385_01",NA,"30","M. B. Kalloo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-09-30 03:43:00-03","NY","NYBG","1242410","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Bursera","simaruba","Bursera simaruba","A. Gröger","456","1993","06","01","South America","Venezuela","Amazonas","Limon de Parhueña; 2-3 km al Sur de la comunidad.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1507846' target='other'> <mi>dwc_moreinfo</mi></a>","NY01242410","NY01242410_01",NA,NA,"A. Gröger","Mun. Atures","-67.37","5.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-09-30 03:43:00-03","NY","NYBG","1210630","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Bursera","simaruba","Bursera simaruba","R. Romero-Castañeda","9691","1963","04","20","South America","Colombia","Bolívar","Alrededores de Sincé.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1507735' target='other'> <mi>dwc_moreinfo</mi></a>","NY01210630",NA,NA,NA,"R. Romero-Castañeda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-09-30 03:43:00-03","NY","NYBG","1242383","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Bursera","simaruba","Bursera simaruba","G. S. Bunting","9095","1980","02","20","South America","Venezuela","Zulia","Dtto. Lagunillas: cuenca del Embalse Burro Negro, alrededores de la planta de tratamiento de INOS, cerca de la toma de agua del embalse, detrás de la piscina de las oficinas de MARNR","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1507798' target='other'> <mi>dwc_moreinfo</mi></a>","NY01242383","NY01242383_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-09-30 03:43:00-03","NY","NYBG","1242407","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Bursera","simaruba","Bursera simaruba","M. Colella","1550","1989","09","28","South America","Venezuela","Bolívar","Cercanias al Palmar, Minas de Manganeso-Dolomita","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1507837' target='other'> <mi>dwc_moreinfo</mi></a>","NY01242407","NY01242407_01",NA,NA,"D. C. Daly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-09-30 03:43:00-03","NY","NYBG","1242409","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Bursera","simaruba","Bursera simaruba","A. Fernandez","6589","1990","01",NA,"South America","Venezuela","Amazonas","Rio Ocamo, alrededor del raudal Arata","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1507842' target='other'> <mi>dwc_moreinfo</mi></a>","NY01242409","NY01242409_01",NA,"270","D. C. Daly","Mun. Atabapo","-67.48","3.05","270",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-09-30 03:43:00-03","NY","NYBG","1210635","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Bursera","simaruba","Bursera simaruba","J. L. Zarucchi","5468","1987","09","19","South America","Colombia","Antioquia","Mpio. de Antioquia; along road Santa Fé de Antioquia-Anza, 9 km from crossing of Río Tonuzco on way to Anza along west bank of Río Cauca","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1507746' target='other'> <mi>dwc_moreinfo</mi></a>","NY01210635",NA,NA,"590","D. C. Daly",NA,"-75.85","6.47","590",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2016-09-30 03:43:00-03","NY","NYBG","1242413","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Bursera","simaruba","Bursera simaruba","A. Gröger","1255","1994","09","02","South America","Venezuela","Bolívar","carretera de Cd. Guayana hacia Cd. Piar: app. km 70; Piedra Elefante.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1507853' target='other'> <mi>dwc_moreinfo</mi></a>","NY01242413","NY01242413_01",NA,"200","D. C. Daly",NA,"-63.08","8","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2016-09-30 03:43:00-03","NY","NYBG","1210641","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Bursera","simaruba","Bursera simaruba","A. H. Gentry","47455","1984","07","01","South America","Colombia","Bolívar","Galerazamba, N tip of Bolivar. Altitude near sea level.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1507771' target='other'> <mi>dwc_moreinfo</mi></a>","NY01210641",NA,NA,NA,"D. C. Daly",NA,"-75.25","10.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-09-30 03:43:00-03","NY","NYBG","1242400","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Bursera","simaruba","Bursera simaruba","G. Davidse","15316","1978","04","17","South America","Venezuela","Amazonas","23 km NE of Puerto Ayacucho and 10 km E of the highway, hills and base of hills, near Cachama","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1507824' target='other'> <mi>dwc_moreinfo</mi></a>","NY01242400","NY01242400_01",NA,"90","D. C. Daly","Mun. Atures","-67.4","5.85","90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-09-30 03:43:00-03","NY","NYBG","1210631","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Bursera","simaruba","Bursera simaruba","R. Romero-Castañeda","9720","1963","04","25","South America","Colombia","Bolívar","Corozal, alrededores de Palmitos.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1507737' target='other'> <mi>dwc_moreinfo</mi></a>","NY01210631",NA,NA,NA,"R. Romero-Castañeda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2016-09-30 03:43:00-03","NY","NYBG","1210646","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Bursera","simaruba","Bursera simaruba","G. S. Bunting","7671","1979","05","24","South America","Venezuela","Zulia","vía entre la carretera Lara-Zulia y Piedras Blancas, (desviando en km 70 de la Lara-Zulia al SE del Puente sobre el Lago), entre km 8-9 de la vía, en la finca Méndez.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1507788' target='other'> <mi>dwc_moreinfo</mi></a>","NY01210646",NA,NA,NA,"D. C. Daly","Bolívar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2016-09-30 03:43:00-03","NY","NYBG","1242397","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Bursera","simaruba","Bursera simaruba","W. E. Broadway","470","1923","01","05","South America","Venezuela",NA,"Vicinity of Cristobal Colon","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1507814' target='other'> <mi>dwc_moreinfo</mi></a>","NY01242397","NY01242397_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1242405","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Bursera","simaruba","Bursera simaruba","J. A. Steyermark","88232","1961","01","08","South America","Venezuela","Bolívar","E. of Miamo. Altiplanicie Nuria","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1507835' target='other'> <mi>dwc_moreinfo</mi></a>","NY01242405","NY01242405_01","(L.) Sarg.","300","J. A. Steyermark",NA,NA,NA,"500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2016-09-30 03:43:00-03","NY","NYBG","1242401","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Bursera","simaruba","Bursera simaruba","G. Davidse","15316","1978","04","17","South America","Venezuela","Amazonas","23 km NE of Puerto Ayacucho and 10 km E of the highway, hills and base of hills, near Cachama","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1507827' target='other'> <mi>dwc_moreinfo</mi></a>","NY01242401","NY01242401_01",NA,"90","D. C. Daly","Mun. Atures","-67.4","5.85","90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2016-09-30 03:43:00-03","NY","NYBG","1242393","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Bursera","simaruba","Bursera simaruba","L. Valverde","1266","1990","10","26","South America","Venezuela","Mérida","Carretera Ejido - Los Guaimaros - Mérida","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1507809' target='other'> <mi>dwc_moreinfo</mi></a>","NY01242393","NY01242393_01",NA,NA,"D. C. Daly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-09-30 03:43:00-03","NY","NYBG","1242386","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Bursera","simaruba","Bursera simaruba","A. L. Bernardi","475","1953","04","27","South America","Venezuela","Mérida","Entre Ejido y Las Gonzalez.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1507801' target='other'> <mi>dwc_moreinfo</mi></a>","NY01242386","NY01242386_01",NA,"1000",NA,NA,NA,NA,"1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2016-09-30 03:43:00-03","NY","NYBG","1210632","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Bursera","simaruba","Bursera simaruba","R. Romero-Castañeda","10767","1966","12","20","South America","Colombia","Magdalena","corregimiento de Riofrío. Orillas de Río Riofrío.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1507738' target='other'> <mi>dwc_moreinfo</mi></a>","NY01210632",NA,NA,NA,"R. Romero-Castañeda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2016-09-30 03:43:00-03","NY","NYBG","1242394","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Bursera","simaruba","Bursera simaruba","M. J. Jansen-Jacobs","2695","1992","09","29","South America","Guyana",NA,"Rupununi district, Kusad Mountains","sheet","Separate: Woodnr Uw 34413. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1507811' target='other'> <mi>dwc_moreinfo</mi></a>","NY01242394","NY01242394_01",NA,"250","D. C. Daly",NA,"-59.83","2.75","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2016-09-30 03:43:00-03","NY","NYBG","1242387","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Bursera","simaruba","Bursera simaruba","A. L. Bernardi","528","1953","05","07","South America","Venezuela","Mérida","Antes de Estanques.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1507802' target='other'> <mi>dwc_moreinfo</mi></a>","NY01242387","NY01242387_01",NA,"600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","1210636","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Bursera","simaruba","Bursera simaruba","J. L. Zarucchi","6419","1988","05","10","South America","Colombia","Antioquia","along road from San Andrés to Ituango, 1.5 km before crossing of Río Cauca.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1507754' target='other'> <mi>dwc_moreinfo</mi></a>","NY01210636",NA,"(L.) Sarg.","350",NA,"Toledo","-75.7","7.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2017-01-10 17:02:00-02","NY","NYBG","02684790","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Burseraceae","Bursera","simaruba","Bursera simaruba","D. C. Daly","13969","2010","10","23","South America","Colombia","Huila",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1637138' target='other'> <mi>dwc_moreinfo</mi></a>","NY02684790","NY02684790_01",NA,"826",NA,NA,"-75.65003","2.18928",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
