"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","verbatimLongitude","verbatimLatitude","yearIdentified","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","monthIdentified","class","individualCount","dayIdentified"
"11","2021-03-01 16:24:51-03","UNICAMP","UEC","189204","S","Plantae","Magnoliopsida",NA,"Asteraceae","Minasia","pereirae","Minasia pereirae","B.L.Rob.",NA,"Loeuille, BFP; et al.","494","2009","07","12",NA,"Brazil","Minas Gerais","Santana Do Riacho","Serra doCipó, Área de Proteção Ambiental Morro da Pedreira, Rodovia Belo Horizonte - Conceição do mato dentro (MG 010), Km 118 atual (antigo 128), Alto Palácio, elevação a leste da Estátua do Velho Juca","-43.557583","-19.257778",NA,"Erva até 40 cm. Flores roxas.; Campo limpo, campo sujo, brejo e capão de mata. campo rupestre","UEC128800","UEC128800","Loeuille, BFP","-43.557583","-19.257778","2009",NA,NA,"1332","1332",NA,NA,NA,NA
"12","2021-03-01 16:24:51-03","UNICAMP","UEC","28124","S","Plantae","Magnoliopsida",NA,"Asteraceae","Minasia","pereirae","Minasia pereirae","B.L.Rob.",NA,"Menezes, NL; Semir, J; Furlan, A; Pirani, JR; Castro, NM","191","1980","07","20",NA,"Brazil","Minas Gerais",NA,"Estrada Diamantina-Curralinho, a 3 Km do munícipio de Diamantina.",NA,NA,NA,"Planta scaule, escapo floral 30 cm. Flores lilases.; Solo Arenoso.","UEC128489","UEC128489","Semir, J; Monge, M",NA,NA,"2010",NA,NA,NA,NA,"06",NA,NA,NA
"13","2021-03-01 16:24:51-03","UNICAMP","UEC","40192","S","Plantae","Magnoliopsida",NA,"Asteraceae","Minasia","pereirae","Minasia pereirae","B.L.Rob.",NA,"Tamashiro, JY; Martins, FR; Semir, J; Leitão Filho, HF","17458","1985","06","05",NA,"Brazil","Minas Gerais",NA,"Estrada Diamantina - Biri-Biri km 10.",NA,NA,NA,"Planta com xilopódio,.; Local arenoso-úmido.","UEC128490","UEC128490","Semir, J; Monge, M",NA,NA,"2010",NA,NA,NA,NA,"06",NA,NA,NA
"14","2021-03-01 16:24:51-03","UNICAMP","UEC","90480","S","Plantae","Magnoliopsida",NA,"Asteraceae","Minasia","pereirae","Minasia pereirae","B.L.Rob.",NA,"Splett","563","1994","08","22",NA,"Brazil","Minas Gerais",NA,"Minas Gerais, estrada Diamantina-Biribirí, 5,7 km depois de Diamantina.","-43.666667","-18.25",NA,"Plantas perenes geralmente em grupos pequenos.Folhas em roseta basal.Inflorescências capituliformes;flores com pétalas rosa-lilás.; Solo arenoso.","UEC169606",NA,"Marques, D; Nakajima, J","-43.666667","-18.25","2019",NA,NA,"1200","1200","07",NA,NA,NA
"15","2021-03-01 16:24:51-03","UNICAMP","UEC","120387","S","Plantae","Magnoliopsida",NA,"Asteraceae","Minasia","pereirae","Minasia pereirae","B.L.Rob.",NA,"Semir, J; Mansanares, ME; Belinello, R","0199","2001","06","20",NA,"Brazil","Minas Gerais","Diamantina","Diamantina, estrada para Conselheiro da Mata, 18°18'36.5S e 43°53'11.8 W, alt.1305m.","-43.6002998352051","-18.2493991851807",NA,"Flores lilases, roseta 40 cm.","UEC128486","UEC128486","Semir, J",NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA
"16","2021-03-01 16:24:51-03","UNICAMP","UEC","127949","S","Plantae","Magnoliopsida",NA,"Asteraceae","Minasia","pereirae","Minasia pereirae","B.L.Rob.",NA,"Souza, VC; Souza, J de P; Romão, GO; Araújo, AO","25381","2001","07","08",NA,"Brazil","Minas Gerais","Diamantina","Estrada entre Diamantina e Gouveia, ca. 5Km de Diamantina. Beira da Estrada.","-43.6002998352051","-18.2493991851807",NA,"Erva, ca. 40 cm alt.; flores rosa-forte.; Afloramento rochoso.","UEC128487","UEC128487",NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA
"17","2019-08-20 10:06:17-03","UNICAMP","UEC","137867","S","Plantae","Magnoliopsida",NA,"Asteraceae","Minasia","pereirae","Minasia pereirae","B.L.Rob.",NA,"Mansanares, ME; Belinello, R; Costa, JY; Forni-Martins, ER","394","2004","07","06",NA,"Brazil","Minas Gerais","Diamantina","Estrada para Biribiri, Afloramento a 10km do asfalto.","-43.6002998352051","-18.2493991851807",NA,"Rosetas até 20cm, flores magenta.",NA,NA,"Mansanares, ME",NA,NA,"2004","101169","auto",NA,NA,NA,NA,NA,NA
"18","2019-08-20 10:06:17-03","UNICAMP","UEC","120382","S","Plantae","Magnoliopsida",NA,"Asteraceae","Minasia","pereirae","Minasia pereirae","B.L.Rob.",NA,"Semir, J; Mansanares, ME; Belinello, R","01120","2001","06","20",NA,"Brazil","Minas Gerais","Diamantina","Estrada para Conselheiro da Mata, KM 185, próximo a grande Inselberg, 18°18'29.7S e 43°53'37.3, alt. 1286m.","-43.6002998352051","-18.2493991851807",NA,NA,"UEC128485","UEC128485","Semir, J",NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA
"19","2021-03-01 16:24:51-03","UNICAMP","UEC","120386","S","Plantae","Magnoliopsida",NA,"Asteraceae","Minasia","pereirae","Minasia pereirae","B.L.Rob.",NA,"Semir, J; Mansanares, ME; Belinello, R","01131","2001","06","21",NA,"Brazil","Minas Gerais","Diamantina","Estrada para Conselheiro Mata, 2 Km do asfalto, 18°15'52.5 S e 43°42'07.7W. alt. 1458m.","-43.6002998352051","-18.2493991851807",NA,"Flores magenta escuro.; Crescendo em campo arenoso branco.","UEC128491","UEC128491","Semir, J",NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA
"20","2021-03-01 16:24:51-03","UNICAMP","UEC","28123","S","Plantae","Magnoliopsida",NA,"Asteraceae","Minasia","pereirae","Minasia pereirae","B.L.Rob.",NA,"Menezes, NL; Semir, J; Furlan, A; Pirani, JR; Castro, NM","136","1980","07","18",NA,"Brazil","Minas Gerais","Diamantina","Estrada para Conselheiro Mata. Km 185.","-43.6002998352051","-18.2493991851807",NA,"Planta scaule, 40 a 50 cm.","UEC128488","UEC128488","Semir, J; Monge, M",NA,NA,"2010","101169","auto",NA,NA,"06",NA,NA,NA
"21","2021-03-01 16:24:51-03","UNICAMP","UEC","120383","S","Plantae","Magnoliopsida",NA,"Asteraceae","Minasia","pereirae","Minasia pereirae","B.L.Rob.",NA,"Semir, J; Mansanares, ME; Belinello, R","01119","2001","06","20",NA,"Brazil","Minas Gerais","Diamantina","Estrada para Conselheiro Mata, KM 185, próximo á grande Inselberg, 18°18'29.7'S e 43°53'37.3, alt. 1286m.","-43.6002998352051","-18.2493991851807",NA,"Flores púrpura á lavanda, quanto mais velhas tornando-se lavanda.; Crescendo em campos arenosos (areia branca).","UEC128484","UEC128484","Semir, J",NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA
"22","2019-08-20 10:06:17-03","UNICAMP","UEC","137881","S","Plantae","Magnoliopsida",NA,"Asteraceae","Minasia","pereirae","Minasia pereirae","B.L.Rob.",NA,"Mansanares, ME; Belinello, R; Costa, JY; Forni-Martins, ER","408","2004","07","08",NA,"Brazil","Minas Gerais","Diamantina","Estrada para Conselheiro Mata., km 187","-43.6002998352051","-18.2493991851807",NA,"Rosetas com folhas prateadas. Flores magenta. Crescendo sobre areia branca.",NA,NA,"Mansanares, ME",NA,NA,"2004","101169","auto",NA,NA,NA,NA,NA,NA
"23","2021-03-01 16:24:51-03","UNICAMP","UEC","201474","S","Plantae","Magnoliopsida",NA,"Asteraceae","Minasia","pereirae","Minasia pereirae","B.L.Rob.",NA,"Morandi, MEF; Futemma, NY; Oliveira, DC; Oliveira, SM; Pereira, JM; Savietto, VF","38","2017","05","01",NA,"Brazil","Minas Gerais","Jaboticatubas","Parque Nacional da Serra do Cipó, trilha para as Vellozia gigantes","-43.7449989318848","-19.513599395752",NA,"Planta herbácea com aproximadamente 30cm, corola lilás, cálice roxo, tricomas brancos; Campo rupestre","UEC183873","UEC183873",NA,NA,NA,NA,"31264","auto","1300","1300",NA,NA,NA,NA
"24","2020-12-21 16:16:44-03","MBM","MBM","409596","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Minasia","pereirae","Minasia pereirae","H. Rob.",NA,"Loeuille, B.; Pirani, J.R.; Cordeiro, I.; Keeley, S.C.; Pirani, J.R.; Cordeiro, I.; Keeley, S.C.","494","2009","07","12","Southern America","Brazil","Minas Gerais","Santana do Riacho","Serra do Cipó, APA do Morro da Pedreira, Alto do Palácio, elevação a leste da estátua do Velho Juca","-43.557583","-19.257778",NA,"Erva até 40 cm. Flores roxas.; Campo Limpo, campo sujo, brejo e capão de mata. No campo rupestre.","MBM409596","MBM409596","Loeuille, B.","-43.557583","-19.257778","2015",NA,NA,"1332","1332","12",NA,NA,NA
"25","2020-12-21 16:16:44-03","MBM","MBM","113694","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Minasia","pereirae","Minasia pereirae","H. Rob.",NA,"Hatschbach, G.; et al.; et al.","51160","1987","03","20","Southern America","Brazil","Minas Gerais","Gouveia","Barro Preto, Torre Telemig","-43.7407989501953","-18.4543991088867",NA,NA,"MBM113694","MBM113694","Robinson, H.",NA,NA,NA,"37970","auto",NA,NA,NA,NA,NA,NA
"26","2020-12-11 11:33:19-03","UFMG","BHCB","120913","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Minasia","pereirae","Minasia pereirae","H.Rob.",NA,"Almeida, TE; Souza, DT; Echternacht, LA; Viana, MM","1344","2008","06","18","Southern America","Brasil","Minas Gerais","Buenópolis","Parque Nacional das Sempre Vivas., Caminho entre a vila de Macacos e o Campos São Domingos.","-43.784722","-17.959722",NA,"Erva terrestre. Estames e gineceu roxos.; Campos rupestres e campos limpos; campo limpo.","BHCB025621",NA,NA,"-43.784722","-17.959722","2015",NA,NA,"1220","1220","06",NA,NA,NA
"27","2020-12-11 11:33:19-03","UFMG","BHCB","144568","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Minasia","pereirae","Minasia pereirae","H.Rob.",NA,"Rodrigues, LC","56","2007","08","26","Southern America","Brasil","Minas Gerais","Morro do Pilar","Parque Nacional da Serra do Cipó, Alto do Palácio.","-43.516667","-19.25",NA,"Erva, flores rosas.; Campo.","BHCB052030",NA,NA,"-43.516667","-19.25","2012",NA,NA,"1400","1400","03",NA,NA,NA
"28","2020-12-11 11:33:19-03","UFMG","BHCB","84431","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Minasia","pereirae","Minasia pereirae","H.Rob.",NA,"Souza, VC de; Souza, JP; Romão, GO; Araújo, AO","25381","2001","07","08","Southern America","Brasil","Minas Gerais","Diamantina","Estrada entre Diamantina e Gouveia, ca. 5km de Diamantina.","-43.6002998352051","-18.2493991851807",NA,"Prensado em álcool.; Erva, ca. 0,4m. Flores rosa-forte.; Afloramento rochoso, beira de estrada.","BHCB052029",NA,NA,NA,NA,"2009","101169","auto",NA,NA,"03",NA,NA,NA
"29","2021-02-11 17:18:07-03","UFPR","UPCB","87251","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Minasia","pereirae","Minasia pereirae","H.Rob.",NA,"Semir, J. et al.","01/131","2001","06","21",NA,"Brasil","Minas Gerais","Diamantina","Estrada para Conselheiro Mata, 2 Km de asfalto.","-43.702222","-18.264444",NA,"Flores magenta escuro, crescendo em campo arenoso branco.",NA,NA,"Semir, J.","-43.702222","-18.264444","2001",NA,NA,"1458","1458",NA,NA,NA,NA
"30","2021-03-04 11:04:30-03","UFRB","HURB","14855","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Minasia","pereirae","Minasia pereirae","H.Rob.",NA,"Semir, J.; Mansanares, M.E. & Belinello, R.","131","2001","06","21",NA,"Brasil","Minas Gerais","diamantina","Estrada para Conselheiro Mata; 20km do asfalto","-43.702417","-18.264583",NA,NA,"HURB000014855",NA,NA,"43º42'08,7W","18º15'52,5S",NA,NA,NA,"1458","1458",NA,NA,NA,NA
"31","2019-05-23 11:07:55-03","UFLA","ESAL","28098","S","Plantae",NA,NA,"Asteraceae","Minasia","pereirae","Minasia pereirae","H.Rob.",NA,"Mansanares, ME; Campos, CCF; Pifano, DS","730",NA,NA,NA,NA,"Brasil","Minas Gerais","Diamantina","São João da Chapada, Parque Nacional das Sempre-vivas","-43.6002998352051","-18.2493991851807",NA,"; ; ;",NA,NA,"M.E.Mansanares",NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA
"32","2019-05-23 11:07:55-03","UFLA","ESAL","12748","S","Plantae",NA,NA,"Asteraceae","Minasia","pereirae","Minasia pereirae","H.Rob.",NA,"D' Angelo Neto, S","423",NA,NA,NA,NA,"Brasil","Minas Gerais","Francisco Sá",NA,"-43.4883003234863","-16.4757995605469",NA,"erva; 0.30; rosa;",NA,NA,"M. E. Mansanares",NA,NA,NA,"45875","auto",NA,NA,NA,NA,NA,NA
"33","2019-05-23 11:07:55-03","UFLA","ESAL","26655","S","Plantae",NA,NA,"Asteraceae","Minasia","pereirae","Minasia pereirae","H.Rob.",NA,"Mansanares, ME; Verola, CF","348",NA,NA,NA,NA,"Brasil","Minas Gerais","Diamantina","Estrada para Biribiri","-43.6002998352051","-18.2493991851807",NA,"; ; flores magenta;",NA,NA,NA,NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA
"34","2019-05-23 11:07:55-03","UFLA","ESAL","28099","S","Plantae",NA,NA,"Asteraceae","Minasia","pereirae","Minasia pereirae","H.Rob.",NA,"Mansanares, ME; Campos, CCF; Pifano, DS","816",NA,NA,NA,NA,"Brasil","Minas Gerais","Diamantina","São João da Chapada, Parque Nacional das Sempre-vivas","-43.6002998352051","-18.2493991851807",NA,"; ; ;",NA,NA,"M.E.Mansanares",NA,NA,NA,"101169","auto",NA,NA,NA,NA,NA,NA
"35","2019-06-10 10:10:19-03","FZB-BH","BHZB","11299","S","Plantae",NA,NA,"Asteraceae","Minasia","pereirae","Minasia pereirae",NA,NA,"Loeuille, L.","494","2009","07","12",NA,"Brasil","MG","Santana do Riacho","Serra do Cipó, APP Morro da Pedreia","-43.7144012451172","-19.1688995361328",NA,NA,NA,NA,NA,"43oW33'27,3''","19oS15' 28''",NA,"26557","auto","1332","1332",NA,NA,NA,NA
"36","2019-06-10 10:10:19-03","FZB-BH","BHZB","8742","S","Plantae",NA,NA,"Asteraceae","Minasia","pereirae","Minasia pereirae",NA,NA,"Andrade, I.R. et al.","483","2012","05","16",NA,"Brasil","MG","Santana do Riacho","RPPN Brumas do Espinhaço e Ermo dos Gerais","-43.709722","-19.038611",NA,"Ponto 85 635786 7894395 1341m, Duplicata doada para Herbário HUFU.",NA,NA,"Jimi Nakajima","43W 42' 35","19S 02' 19","2013",NA,NA,"1341","1341","02",NA,NA,NA
"37","2020-09-12 05:00:02-03","US","US","3694040","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Minasia","pereirae","Minasia pereirae","H. Rob.",NA,"B. Loeuille, J. R. Pirani, I. Cordeiro & S. C. Keeley","494","2009","7","12","South America - Neotropics","Brazil","Minas Gerais",NA,"Santana do Riacho: Serra do Cipó, Área de Proteção Ambiental Morro da Pedreira, Rodovia Belo Horizonte - Conceição do Mato Dentro (MG 010), km 118 atual (antigo 125), Alto do Palácio, elevação a leste da Estátua do Velho Juca.","-43.5576","-19.2578",NA,NA,"US03066490","US03066490_01",NA,NA,NA,NA,NA,NA,"1332",NA,NA,"Dicotyledonae","1",NA
"38","2020-09-12 05:00:02-03","US","US","3471395","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Minasia","pereirae","Minasia pereirae","H. Rob.",NA,"G. Hatschbach, M. M. Hatschbach, A. C. Cervi & J. Cordeiro","51160","1987","3","20","South America - Neotropics","Brazil","Minas Gerais",NA,"Barro Preto, torre Telemig (Mun. Gouveia)",NA,NA,NA,NA,"US01636492","US01636492_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"39","2020-09-12 05:00:02-03","US","US","3062417","PreservedSpecimen","Plantae",NA,"Asterales","Asteraceae","Minasia","pereirae","Minasia pereirae","H. Rob.",NA,"G. Hatschbach, M. M. Hatschbach, A. C. Cervi & J. Cordeiro","51160","1987","3","20","South America - Neotropics","Brazil","Minas Gerais",NA,"Barro Preto, torre telemig (mun. Gouveia)",NA,NA,NA,NA,"US01636493","US01636493_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"40","2020-09-02 16:21:30-03","Cenargen","CEN","94104","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Minasia","pereirae","Minasia pereirae","H.Rob.",NA,"Guilherme de M. Antar","35","2012","07","04",NA,"Brasil",NA,NA,"Parque Nacional da Serra do Cipó. Trilha do Travessão.","-43.524444","-19.330833","Exsicatas","Solo areno-quartzítico. Folhas acinzentadas. Capítulos com tricomas vináceos. Corola arroxeada. Doação Universidade de São Paulo - Herbário SPF.","CEN00094104","CEN00094104","B. Loeville","-43.524444","-19.330833","2015",NA,NA,"1100","1100","12",NA,"1",NA
"41","2021-03-15 18:25:32-03","USP","SPF","216032","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Minasia","pereirae","Minasia pereirae","H.Rob.",NA,"Loeuille, B","862","2013","07","14",NA,"Brasil","Minas Gerais","Santana do Riacho","Parque Nacional da Serra do Cipó, Trilha do Travessão.","-43.557972","-19.304056",NA,"Caulirosula até 25 cm. Flores roxas.; Campo limpo.","SPF00216032",NA,"Loeuille, B","-43.557972","-19.304056","2015",NA,NA,"1330","1330","12",NA,NA,NA
"42","2021-03-15 18:25:32-03","USP","SPF","218120","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Minasia","pereirae","Minasia pereirae","H.Rob.",NA,"Pena, MA","118","2007","05","29",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Km 118 da rodovia MG 010, lado direito, sentido Morro do Pilar. Próximo à estátua do Juquinha.","-43.551944","-19.261111",NA,"Erva ca. 80 cm alt. Folhas discolores. Capítulos laranja, lilás, alvos e róseos.","SPF00218120",NA,"Loeuille, B","-43.551944","-19.261111","2015",NA,NA,"1370","1370","12",NA,NA,NA
"43","2019-11-13 11:16:29-03","USP","SPF","222599","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Minasia","pereirae","Minasia pereirae","H.Rob.",NA,"Antar, GM","35","2012","07","04",NA,"Brasil","Minas Gerais","Santana do Riacho","Parque Nacional da Serra do Cipó, Trilha do Travessão.","-43.524444","-19.331083",NA,NA,"SPF00222599",NA,"Loeuille, B","-43.524444","-19.331083","2015",NA,NA,"1100","1100","12",NA,NA,NA
"44","2021-03-15 18:25:32-03","USP","SPF","224419","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Minasia","pereirae","Minasia pereirae","H.Rob.",NA,"Siniscalchi, CM","554","2014","09","03",NA,"Brasil","Minas Gerais","Bocaiúva","Parque Nacional das Sempre-Vivas, Estrada em direção ao norte do parque.","-43.776667","-17.8075",NA,"Erva em rosetas, folhas prateadas. Inflorescências velhas, frutos com pápus estramíneo.","SPF00224419",NA,"Loeuille, B","-43.776667","-17.8075","2017",NA,NA,"124","124","07",NA,NA,NA
"45","2020-04-29 16:29:36-03","UFVJM","HDJF","6917","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Minasia","pereirae","Minasia pereirae","H. Rob.",NA,"Faria, JEQ; Otoni, TJO; Oliveira, PA","7983","2017","07","08","Southern America","Brasil","Minas Gerais","Serro","Fazenda Tempo Perdido, próximo ao Distrito de Capivarí","-43.438611","-18.415556",NA,NA,"HDJF006917",NA,"Faria, JEQ","-43.438611","-18.415556","2017",NA,NA,"1279","1279","07",NA,NA,NA
"46","2020-04-29 16:29:36-03","UFVJM","HDJF","6894","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Minasia","pereirae","Minasia pereirae","H. Rob.",NA,"Faria, JEQ; Chaves, DA","7960","2017","06","29","Southern America","Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, na estátua do Juquinha","-43.553056","-19.256111",NA,NA,"HDJF006894",NA,"Faria, JEQ","-43.553056","-19.256111","2017",NA,NA,"1348","1348","06",NA,NA,NA
"47","2020-04-29 16:29:36-03","UFVJM","HDJF","5569","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Minasia","pereirae","Minasia pereirae","H. Rob.",NA,"Chaves, DA; Gonçalves, MF","23","2013","08","12","Southern America","Brasil","Minas Gerais",NA,"Cadeia do Espinhaço: Parque Nacional das Sempre Vivas, passando pela casa de apoio, sentido Curimataí","-43.801167","-17.915817",NA,NA,"HDJF005569","HDJF005569_01","Rivera, VL","-43.801167","-17.915817","2015",NA,NA,"1309","1309","11",NA,NA,NA
"48","2020-04-29 16:29:36-03","UFVJM","HDJF","6273","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Asteraceae","Minasia","pereirae","Minasia pereirae","H. Rob.",NA,"Faria, JEQ; Proença, CEB; Caires, CS","7131","2017","02","26","Southern America","Brasil","Minas Gerais","Diamantina","Estrada entre Diamantina e Milho Verde","-43.546944","-18.324167",NA,NA,"HDJF006273",NA,"Chaves, DA","-43.546944","-18.324167","2017",NA,NA,"1105","1105","02",NA,NA,NA
