"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","individualCount","relatedCatalogItem"
"14","2020-04-27 16:10:29-03","UFES","VIES","29613","S","Plantae",NA,NA,"Marantaceae","Goeppertia","singularis","Goeppertia singularis","(H.Kenn.) Borchs. & S.Suárez","M.N. Saka","Folli, D.A.","1675","1992","10","16",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale.","-40.0722007751465","-19.3910999298096",NA,NA,"VIES029613",NA,NA,NA,NA,"2013",NA,NA,"48094","auto",NA,NA,NA,NA,NA
"15","2020-04-27 16:10:29-03","UFES","VIES","29620","S","Plantae",NA,NA,"Marantaceae","Goeppertia","singularis","Goeppertia singularis","(H.Kenn.) Borchs. & S.Suárez","M.N. Saka","Folli, D.A.","1026","1989","12","26",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale.","-40.0722007751465","-19.3910999298096",NA,NA,"VIES029620",NA,NA,NA,NA,"2013",NA,NA,"48094","auto",NA,NA,NA,NA,NA
"16","2021-02-12 18:12:15-03","UFES","VIES","36966","S","Plantae",NA,NA,"Marantaceae","Goeppertia","singularis","Goeppertia singularis","(H.Kenn.) Borchs. & S.Suárez",NA,"Gurtler, J.; Dutra, S.C.","JAC 484","2018","02","21",NA,"Brasil","Espírito Santo","Nova Venécia","Fazenda Santa Rita. Ao pé da pedra da torre (P7).","-40.439444","-18.782222",NA,NA,"VIES036966","VIES036966",NA,NA,NA,NA,NA,NA,NA,NA,NA,"40º26'22''W","18º46'56''S",NA,NA
"17","2021-02-12 18:12:15-03","UFES","VIES","36967","S","Plantae",NA,NA,"Marantaceae","Goeppertia","singularis","Goeppertia singularis","(H.Kenn.) Borchs. & S.Suárez",NA,"Gurtler, J.; Dutra, S.C.","JAC 485","2018","02","21",NA,"Brasil","Espírito Santo","Nova Venécia","Fazenda Santa Rita. Ao pé da pedra da torre (P7).","-40.439444","-18.782222",NA,NA,"VIES036967","VIES036967",NA,NA,NA,NA,NA,NA,NA,NA,NA,"40º26'22''W","18º46'56''S",NA,NA
"18","2020-12-21 16:33:49-03","MBM","MBM","420804","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Goeppertia","singularis","Goeppertia singularis","(H. Kenn.) Borchs. & S. Suárez","Mazziero, F.F.F.","Mazziero, F.F.F.; Bonin Junior, P.; Bonin Junior, P.","4243","2019","01","29","Southern America","Brazil","Espírito Santo","Marilândia",NA,"-40.449722","-19.528889",NA,"Erva terrícola, com 0,5-0,7 m de altura. Flores alvas e bracteas verdes.; Vegetação secundária média/avançada","MBM420804",NA,NA,"85","85","2019","02","01",NA,NA,NA,"-40.449722","-19.528889",NA,NA
"19","2018-06-26 05:23:00-03","MO","MOBOT","100462003","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Calathea","singularis","Calathea singularis","H. Kenn.","H. Kennedy","Pedro Fiaschi|J. Lima da Paixão|Talmon S. dos Santos","Fiaschi 1995","2004","3","3","South America","Brazil","Espírito Santo","Linhares","Estrada de Linhares para o Pontal do Vale, ca. 8, 1 km após o viaduto, ramal à direita para Povoação. Ca. 3 km da estrada.","-39.8875","-19.5055556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"20","2020-07-10 09:47:15-03","MBML","MBML-HERBARIO","29364",NA,"Plantae",NA,NA,"Marantaceae","Goeppertia","singularis","Goeppertia singularis","(H.Kenn.) Borchs. & S.Suárez","M.N. Saka/IV-2016","V. Demuner; T. Cruz, M. Belizário e Elias Bausen.","3206","2007","03","15",NA,"Brasil","Espírito Santo","Santa Leopoldina","Colina Verde (Morro do Agudo), propr.: Dona Maria.","-40.432222","-20.093889",NA,"Herbácea flores brancas. Interior de mata, fundo de vale.","MBML029364","MBML029364",NA,"150","150",NA,NA,NA,NA,NA,NA,"40W25'56","20S5'38",NA,NA
"21","2020-07-10 09:47:15-03","MBML","MBML-HERBARIO","32970",NA,"Plantae",NA,NA,"Marantaceae","Goeppertia","singularis","Goeppertia singularis","(H.Kenn.) Borchs. & S.Suárez","M.N. Saka/IX-2013","V. Demuner; T. A. Cruz, M.Belizário.","4898","2008","01","28",NA,"Brasil","Espírito Santo","Santa Leopoldina","Morro Agudo, propr.: Dona Maria","-40.428889","-20.0975",NA,"Herbácea flores amarelo claro, brácteas verdes. Interior de mata.","MBML032970","MBML032970",NA,"135","135",NA,NA,NA,NA,NA,NA,"40W25'44","20S5'51",NA,NA
"22","2020-07-10 09:47:15-03","MBML","MBML-HERBARIO","36514",NA,"Plantae",NA,NA,"Marantaceae","Goeppertia","singularis","Goeppertia singularis","(H.A. Kenn.) Borchs. & S.Suárez","M.N. Saka/XII-2012","L. Kollmann; & R.S.Lopes","11439","2009","01","17",NA,"Brasil","Espírito Santo","Jaguaré","Giral","-40.059167","-18.826111",NA,"Mussununga.Erva 40 cm na sombra, bracteas verdes, flores amarelas.","MBML036514","MBML036514",NA,NA,NA,NA,NA,NA,NA,NA,NA,"40W3'33","18S49'34",NA,NA
"23","2020-07-10 09:47:15-03","MBML","MBML-HERBARIO","39095",NA,"Plantae",NA,NA,"Marantaceae","Goeppertia","singularis","Goeppertia singularis","(H.A. Kenn.) Borchs. & S.Suárez","M.N. Saka/XII-2012","L. Kollmann; A.P.Fontana","11377","2009","01","13",NA,"Brasil","Espírito Santo","Nova Venécia","APA da Pedra do Elefante. Serra de Baixo, Fazenda Neblina. Floresta Estacional Semidecidual.","-40.445556","-18.787222",NA,"Erva 30cm na sombra, brácteas verdes, flores amarelas.","MBML039095","MBML039095",NA,NA,NA,NA,NA,NA,NA,NA,NA,"40W26'44","18S47'14",NA,NA
"24","2020-07-10 09:47:15-03","MBML","MBML-HERBARIO","43761",NA,"Plantae",NA,NA,"Marantaceae","Goeppertia","singularis","Goeppertia singularis","(H.A. Kenn.) Borchs. & S.Suárez","M.N. Saka/XII-2012","W. W. Thomas; S.C. Sant'Ana, A. M. V. de Carvalho & J.L. Paixão","11534","1997","04","15",NA,"Brasil","Bahia","Pau Brasil","11.1 km. W of Pau Brasil on road to Agua Vermelha, then 1.75 km. Left (S) on road to Fazenda of Sr. Ney Ferreira de Melo. Southern Bahian Moist Forest on crest of mountain ridge","-39.700278","-15.380833",NA,"Herb in forest. Leaves bright green and shiny above, pale green beneath, inflorescence pale shiny green, corolla yellow","MBML043761","MBML043761",NA,"500","500",NA,NA,NA,NA,NA,NA,"39W42'1","15S22'51",NA,NA
"25","2020-10-02 11:41:56-03","MBML","MBML-HERBARIO","43492",NA,"Plantae",NA,NA,"Marantaceae","Goeppertia","singularis","Goeppertia singularis","(H.A. Kenn.) Borchs. & S.Suárez","M.N. Saka/XII-2012","D. Sucre","8698","1972","03","16",NA,"Brasil","Espírito Santo","São Mateus","Reserva Biológica de Sooretama, Lagoa do Macuco","-39.956389","-19.045833",NA,"Umbrófila crescendo em local úmido. Bainha, pecíolo e nervura média na face dorsal verde pálida. Lâmina face ventral verde claro, dorsal verde cinéreo fosco. Pedúnculo albo esverdeado. Brácteas verde pálido muito lúcidas. Flores albas","MBML043492","MBML043492","ISOTIPO","40","40",NA,NA,NA,NA,NA,NA,"39W57'23","19S2'45",NA,NA
"26","2021-02-25 10:11:37-03","CVRD","CVRD","14991","PreservedSpecimen","Plantae","Magnoliophyta","Zingiberales","Marantaceae","Goeppertia","singularis","Goeppertia singularis","(H. Kenn.) Borchs. & S.Suárez","Saka, M.N.","Saka, M.N.","191","2012","12","06","América do Sul","BRASIL","ES","Linhares",NA,"-39.964611","-19.212639",NA,"Erva, 40cm de altura. Folhas membranáceas, verde claro discolores, caule rosado, catáfilos verdes. Escapo esbranquiçado, cálice verde hialino, pétalas <ll>dwc_commonname:</ll> Caeté da baixada","CVRD014991",NA,NA,"53","53","2012","12","06",NA,NA,"Liliopsida","39°57'52,6W","19°12'45,5''S",NA,NA
"27","2021-02-25 10:11:37-03","CVRD","CVRD","14119","PreservedSpecimen","Plantae","Magnoliophyta","Zingiberales","Marantaceae","Goeppertia","singularis","Goeppertia singularis","(H. Kenn.) Borchs. & S.Suárez","Geovane S. Siqueira","J.R. Stehmann","4709","2007","02","07","América do Sul","BRASIL","ES","Linhares","Curso de Taxonomia UFMG","-39.962833","-19.209417",NA,"Flor creme. Herbácea na Mata de Tabuleiro <ll>dwc_commonname:</ll> Caeté da baixada","CVRD014119",NA,NA,"22","22","2017","12","11",NA,NA,"Liliopsida","39°57'46,2W","19°12'33,9S",NA,NA
"28","2021-02-25 10:11:37-03","CVRD","CVRD","3997","PreservedSpecimen","Plantae","Magnoliophyta","Zingiberales","Marantaceae","Goeppertia","singularis","Goeppertia singularis","(H. Kenn.) Borchs. & S.Suárez","Saka, M.N.","Folli, D.A.","1675","1992","10","16","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Caeté da baixada","CVRD003997",NA,NA,NA,NA,"2012","12","05","48094","auto","Liliopsida",NA,NA,NA,NA
"29","2021-02-25 10:11:37-03","CVRD","CVRD","9898","PreservedSpecimen","Plantae","Magnoliophyta","Zingiberales","Marantaceae","Goeppertia","singularis","Goeppertia singularis","(H. Kenn.) Borchs. & S.Suárez","Saka, M.N.","Vieira, S.","268","2006","12","12","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Caeté da baixada","CVRD009898","CVRD009898",NA,NA,NA,"2012","12","05","48094","auto","Liliopsida",NA,NA,NA,NA
"30","2021-02-25 10:11:37-03","CVRD","CVRD","2468","PreservedSpecimen","Plantae","Magnoliophyta","Zingiberales","Marantaceae","Goeppertia","singularis","Goeppertia singularis","(H. Kenn.) Borchs. & S.Suárez","Saka, M.N.","Folli, D.A.","1026","1989","12","26","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Caeté da baixada","CVRD002468",NA,NA,NA,NA,"2012","12","05","48094","auto","Liliopsida",NA,NA,NA,NA
"31","2021-02-25 10:11:37-03","CVRD","CVRD","11756","PreservedSpecimen","Plantae","Magnoliophyta","Zingiberales","Marantaceae","Goeppertia","singularis","Goeppertia singularis","(H. Kenn.) Borchs. & S.Suárez","Saka, M.N.","Romão, G.O.","1314","2006","04","10","América do Sul","BRASIL","ES","Linhares","Taxonomia de Campo USP, UNICAMP, ESAlq","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Caeté da baixada","CVRD011756",NA,NA,NA,NA,"2012","12","05","48094","auto","Liliopsida",NA,NA,NA,NA
"32","2019-10-07 09:22:50-03","UEFS","HUEFS","191422","PreservedSpecimen","Plantae","Angiospermae","Zingiberales","Marantaceae","Goeppertia","singularis","Goeppertia singularis","(H.Kenn.) Borchs. & S.Suárez","M.N.Saka","Thomas, W.W.","11534CEPEC","1997","04","15",NA,"Brasil","Bahia","Pau Brasil","11.1 Km.W of Pau Brasil on road to Agua Vermelha , then 1.75 km.left (S) on road to Fazenda of Sr. Ney Ferreira de Melo.","-39.700278","-15.380833",NA,NA,"HUEFS0191422","HUEFS0191422",NA,NA,NA,"2014","10",NA,NA,NA,"Lilianae","39W42'1''","15S22'51''",NA,NA
"33","2020-07-23 12:12:25-03","CEPLAC","CEPEC","7019","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Goeppertia","singularis","Goeppertia singularis",NA,"M. N. Saka","T. S. dos Santos","1831","1971","08","16",NA,"Brasil","Bahia","ITAPEBÍ","Faz. Ventania, Rod. a Itaimbé.","-39.5339012145996","-15.9507999420166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43726","auto",NA,NA,NA,NA,"30/10/2014"
"34","2020-07-23 12:12:25-03","CEPLAC","CEPEC","100807","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Goeppertia","singularis","Goeppertia singularis",NA,"M. N. Saka","P. Fiaschi","1995","1928","11","03",NA,"Brasil","Espírito Santo","LINHARES","Estrada Linhares para o Pontal do vale, ca. 8,1Km após o viaduto, ramal à direita para Povoação. Ca. 3Km da estrada.","-39.8875","-19.505556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W53'15","19S30'20",NA,"30/10/2014"
"35","2020-07-23 12:12:25-03","CEPLAC","CEPEC","76779","PreservedSpecimen","Plantae",NA,NA,"Marantaceae","Goeppertia","singularis","Goeppertia singularis",NA,"M. N. Saka","W. W. Thomas","11534","1997","04","15",NA,"Brasil","Bahia","PAU BRASIL","11.1Km ao W da cidade, Rod. para Água Vermelha, depois 1.75Km a esquerda ao S Rod. p/ Faz. Ney de Melo.","-39.700278","-15.380833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W42'1","15S22'51",NA,"30/10/2014"
