"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","00939525","PreservedSpecimen","Plantae","Cyperaceae","Scleria","melaleuca","Scleria melaleuca","Rchb. ex Schltdl. & Cham.","M. Alves",NA,NA,NA,"W. R. Anderson","9555","1973","05","01","Brazil","Goiás","Caiapônia","Serra do Caiapó, ca. 16 km (straight line) S of Caiapônia.","-51.81666667","-17.0922",NA,NA,"800","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986976' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939525","NY00939525_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","568916","PreservedSpecimen","Plantae","Cyperaceae","Scleria","melaleuca","Scleria melaleuca","Rchb. ex Schltdl. & Cham.","M. Alves",NA,NA,NA,"B. D. Sucre","8604","1972","03","10","Brazil","Espírito Santo","Atilio Vivacqua","Flecheira.","-41.181209","-21.036038",NA,NA,"100","100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=501614' target='other'> <mi>dwc_moreinfo</mi></a>","NY00568916","NY00568916_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","813650","PreservedSpecimen","Plantae","Cyperaceae","Scleria","melaleuca","Scleria melaleuca","Rchb. ex Schltdl. & Cham.","W. W. Thomas",NA,NA,NA,"J. L. Paixão","79","1998","11","18","Brazil","Bahia","Ilhéus","Área do CEPEC, km 22 da Rod. Ilhéus/Itabuna (BR 415). Quadra do Arboreto.","-39.2273659","-14.771874",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=805232' target='other'> <mi>dwc_moreinfo</mi></a>","NY00813650","NY00813650_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","612526","PreservedSpecimen","Plantae","Cyperaceae","Scleria","melaleuca","Scleria melaleuca","Rchb. ex Schltdl. & Cham.",NA,NA,NA,NA,"F. C. Hoehne","20378","1927","05","18","Brazil","São Paulo",NA,"Itapira, S.Paulo.","-46.809771","-22.434053",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=501633' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612526","NY00612526_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","568952","PreservedSpecimen","Plantae","Cyperaceae","Scleria","melaleuca","Scleria melaleuca","Rchb. ex Schltdl. & Cham.","M. Alves",NA,NA,NA,"B. D. Sucre","2024","1967","12","24","Brazil","Rio de Janeiro",NA,"Ilha Furtada, in the Sepetiba Bay.",NA,NA,NA,NA,NA,NA,"Herbarium Bradeanum Rio de Janeiro - Brasil <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=501615' target='other'> <mi>dwc_moreinfo</mi></a>","NY00568952","NY00568952_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00939524","PreservedSpecimen","Plantae","Cyperaceae","Scleria","melaleuca","Scleria melaleuca","Rchb. ex Schltdl. & Cham.","M. Alves",NA,NA,NA,"W. R. Anderson","7789","1973","03","23","Brazil","Goiás","São João d'Aliança","3 km by road S of São João da Aliança. Serra Geral do Paraná.","-47.5","-14.73",NA,NA,"1040","1040","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986948' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939524","NY00939524_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","612510","PreservedSpecimen","Plantae","Cyperaceae","Scleria","melaleuca","Scleria melaleuca","Rchb. ex Schltdl. & Cham.",NA,NA,NA,NA,"S. A. Mori","10108","1978","05","12","Brazil","Bahia","Ilhéus","Area do CEPEC (Centro de Pesq. do Cacau), Km 22 rodovia Ilhéus/Itabuna -BR 415.","-39.2273659","-14.771874",NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=501624' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612510","NY00612510_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01201130","PreservedSpecimen","Plantae","Cyperaceae","Scleria","melaleuca","Scleria melaleuca","Rchb. ex Schltdl. & Cham.",NA,NA,NA,NA,"A. da Silva","184","1944","04","28","Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1452654' target='other'> <mi>dwc_moreinfo</mi></a>","NY01201130","NY01201130_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01091827","PreservedSpecimen","Plantae","Cyperaceae","Scleria","melaleuca","Scleria melaleuca","Rchb. ex Schltdl. & Cham.","C. F. S. Muniz",NA,NA,NA,"C. F. S. Muniz","430","1982","03","20","Brazil","Paraná","Guairá","Parque Nacional de Sete Quedas.","-54.2556","-24.08",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1264308' target='other'> <mi>dwc_moreinfo</mi></a>","NY01091827","NY01091827_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01201133","PreservedSpecimen","Plantae","Cyperaceae","Scleria","melaleuca","Scleria melaleuca","Rchb. ex Schltdl. & Cham.","E. L. Core",NA,NA,NA,"A. Goeldi","s.n.","1914",NA,NA,"Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1452661' target='other'> <mi>dwc_moreinfo</mi></a>","NY01201133","NY01201133_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00939528","PreservedSpecimen","Plantae","Cyperaceae","Scleria","melaleuca","Scleria melaleuca","Rchb. ex Schltdl. & Cham.","M. Alves",NA,NA,NA,"L. Roth","1560","1949","06","20","Brazil","Minas Gerais","Juiz de Fora",NA,"-43.3503","-21.7644",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=991681' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939528","NY00939528_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","636745","PreservedSpecimen","Plantae","Cyperaceae","Scleria","melaleuca","Scleria melaleuca","Rchb. ex Schltdl. & Cham.","E. Palla",NA,NA,NA,"P. von Luetzelburg","s.n.","1910",NA,NA,"Brazil","Rio de Janeiro",NA,"Rio de Janeiro, Fenchte Granitfelsen, Corcovado.","-43.212076","-22.951842",NA,NA,NA,NA,"Communicavit herb. reg. monacense <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=501616' target='other'> <mi>dwc_moreinfo</mi></a>","NY00636745","NY00636745_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","612517","PreservedSpecimen","Plantae","Cyperaceae","Scleria","melaleuca","Scleria melaleuca","Rchb. ex Schltdl. & Cham.",NA,NA,NA,NA,"J. L. Hage","750","1981","05","27","Brazil","Bahia","Ilhéus","Area do CEPEC (Centro de Pesquisas do Cacau), Km 22 da Rodovia Ilhéus/Itabuna (BR 415). Quadra D'.","-39.22095","-14.7739696",NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=501626' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612517","NY00612517_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","612518","PreservedSpecimen","Plantae","Cyperaceae","Scleria","melaleuca","Scleria melaleuca","Rchb. ex Schltdl. & Cham.",NA,NA,NA,NA,"J. L. Hage","1059","1981","07","07","Brazil","Bahia","Ilhéus","Area do CEPEC (Centro de Pesquisas do Cacau), km 22 da Rodovia Ilhéus/Itabuna (BR 415). Quadra D.","-39.22095","-14.7739696",NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=501627' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612518","NY00612518_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00939521","PreservedSpecimen","Plantae","Cyperaceae","Scleria","melaleuca","Scleria melaleuca","Rchb. ex Schltdl. & Cham.","M. Alves",NA,NA,NA,"H. S. Irwin","21443","1968","03","19","Brazil","Tocantins","Guaraí","Ca. 2 km S. of Guará.","-48.52","-8.85",NA,NA,"550","550","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986866' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939521","NY00939521_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01201129","PreservedSpecimen","Plantae","Cyperaceae","Scleria","melaleuca","Scleria melaleuca","Rchb. ex Schltdl. & Cham.","F. J. Hermann",NA,NA,NA,"W. A. Archer","7782","1942","11","06","Brazil","Pará","Belém","Northeast woods of the I.A.N.","-48.4447503","-1.4380977",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1452650' target='other'> <mi>dwc_moreinfo</mi></a>","NY01201129","NY01201129_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","612525","PreservedSpecimen","Plantae","Cyperaceae","Scleria","melaleuca","Scleria melaleuca","Rchb. ex Schltdl. & Cham.",NA,NA,NA,NA,"E. W. D. Holway","1849","1922","05","14","Brazil","Rio de Janeiro",NA,"Reserva Florestal, Itatiaya.","-44.59557","-22.46247",NA,NA,"600","600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=501619' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612525","NY00612525_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01201135","PreservedSpecimen","Plantae","Cyperaceae","Scleria","melaleuca","Scleria melaleuca","Rchb. ex Schltdl. & Cham.","M. Alves",NA,NA,NA,"W. A. Rodrigues","3886","1961","12","14","Brazil","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1452663' target='other'> <mi>dwc_moreinfo</mi></a>","NY01201135","NY01201135_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","802091","PreservedSpecimen","Plantae","Cyperaceae","Scleria","melaleuca","Scleria melaleuca","Rchb. ex Schltdl. & Cham.","W. W. Thomas",NA,NA,NA,"P. G. Delprete","8023","2001","11","20","Brazil","Acre","Porto Walter","Basin of Rio Juruá, Igarapé Ouro Preto, 100-2000 m upstream from mouth with Rio Juruá","-72.78","-8.38",NA,NA,"200","200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=137406' target='other'> <mi>dwc_moreinfo</mi></a>","NY00802091","NY00802091_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","686445","PreservedSpecimen","Plantae","Cyperaceae","Scleria","melaleuca","Scleria melaleuca","Rchb. ex Schltdl. & Cham.",NA,NA,NA,NA,"T. S. dos Santos","2842","1974","11","11","Brazil","Bahia","Ilhéus","Ilhéus. CEPEC","-39.2273659","-14.771874",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=834214' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686445","NY00686445_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00939520","PreservedSpecimen","Plantae","Cyperaceae","Scleria","melaleuca","Scleria melaleuca","Rchb. ex Schltdl. & Cham.",NA,NA,NA,NA,"H. S. Irwin","11911","1966","01","21","Brazil","Goiás","Itaberaí","Serra Dourada, ca. 30 km S.E. of Goiás Velho","-49.93527778","-16.125",NA,NA,"700","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=986860' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939520","NY00939520_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1016213","PreservedSpecimen","Plantae","Cyperaceae","Scleria","melaleuca","Scleria melaleuca","Rchb. ex Schltdl. & Cham.","C. F. S. Muniz",NA,NA,NA,"F. C. Hoehne","s.n.","1926","04","27","Brazil","Rio de Janeiro","Resende",NA,"-44.4467","-22.4692",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1142717' target='other'> <mi>dwc_moreinfo</mi></a>","NY01016213","NY01016213_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","612523","PreservedSpecimen","Plantae","Cyperaceae","Scleria","melaleuca","Scleria melaleuca","Rchb. ex Schltdl. & Cham.",NA,NA,NA,NA,"M. Sobral","1983","1983","04","15","Brazil","Rio Grande do Sul",NA,"Parque Est. Turvo, Tenente Portela.","-53.92676","-27.202723",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=501618' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612523","NY00612523_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","710132","PreservedSpecimen","Plantae","Cyperaceae","Scleria","melaleuca","Scleria melaleuca","Rchb. ex Schltdl. & Cham.","W. W. Thomas",NA,NA,NA,"G. T. Prance","7464","1968","09","23","Brazil","Acre","Tarauacá","Vicinity of Tarauacá","-70.77","-8.15",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=739040' target='other'> <mi>dwc_moreinfo</mi></a>","NY00710132",NA,"Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1738051","PreservedSpecimen","Plantae","Cyperaceae","Scleria","melaleuca","Scleria melaleuca","Rchb. ex Schltdl. & Cham.","L.A. Gomes",NA,NA,NA,"L.A. Gomes","157","2011","06","28","Brazil","Sergipe","Santa Luzia do Itanhy","RPPN Mata do Crasto.","-37.4339","-11.3697",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1954554' target='other'> <mi>dwc_moreinfo</mi></a>","NY01738051","NY01738051_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","612521","PreservedSpecimen","Plantae","Cyperaceae","Scleria","melaleuca","Scleria melaleuca","Rchb. ex Schltdl. & Cham.",NA,NA,NA,NA,"J. P. Lanna Sobrinho","861","1965","03","02","Brazil","Rio de Janeiro",NA,"RJ, Angra dos Reis a Jacuacanga.","-44.26743","-22.998892",NA,NA,NA,NA,"Instituto de Conservaçao da Natureza Tijuca - Rio de Janeiro Guanabara <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=501622' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612521","NY00612521_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","612512","PreservedSpecimen","Plantae","Cyperaceae","Scleria","melaleuca","Scleria melaleuca","Rchb. ex Schltdl. & Cham.",NA,NA,NA,NA,"S. A. Mori","11635","1979","03","30","Brazil","Bahia","Ilhéus","CEPEC, km 22 da Rodovia Ilhéus/Itabuna. Quadra E', recentemente limpa de toda sua vegetaçao.","-39.2273659","-14.771874",NA,NA,NA,NA,"A coleta é testemunha para um estudo de plantas invasoras. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=501636' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612512","NY00612512_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1487772","PreservedSpecimen","Plantae","Cyperaceae","Scleria","melaleuca","Scleria melaleuca","Rchb. ex Schltdl. & Cham.","D. Cárdenas-López",NA,NA,NA,"D. Cárdenas-López","42061","2011","07","26","Colombia","Caquetá","Belén de Los Andaquíes","vereda Las Verdes, sector bocana quebrada Los Verdes.","-75.87952778","1.605972222",NA,NA,"500","600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2353058' target='other'> <mi>dwc_moreinfo</mi></a>","NY01487772","NY01487772_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2016-09-27 18:11:00-03","NY","NYBG","637279","PreservedSpecimen","Plantae","Cyperaceae","Scleria","melaleuca","Scleria melaleuca",NA,"B. De Wilde",NA,NA,NA,"C. E. Cerón Martínez","722","1987","01","17","Ecuador","Napo",NA,"Reserva Biológica Jatun Sacha. Río Napo, 8 km abajo de Misahuallí. Bosque Muy Húmedo Tropical.","-77.6","-1.07",NA,NA,"450","450","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=501638' target='other'> <mi>dwc_moreinfo</mi></a>","NY00637279",NA,"Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","612515","PreservedSpecimen","Plantae","Cyperaceae","Scleria","melaleuca","Scleria melaleuca","Rchb. ex Schltdl. & Cham.",NA,NA,NA,NA,"R. P. Belém","1324","1965","07","08","Brazil","Bahia",NA,"Margem do Rio Cachoeira. CEPEC, Ilhéus.","-39.2264351","-14.7874296",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=501620' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612515","NY00612515_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","612508","PreservedSpecimen","Plantae","Cyperaceae","Scleria","melaleuca","Scleria melaleuca","Rchb. ex Schltdl. & Cham.",NA,NA,NA,NA,"G. G. Hatschbach","Ha.13609","1966","01","21","Brazil","Paraná","Antonina","Pinheirinho. Moist places by road.","-48.7117","-25.4286",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=501631' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612508","NY00612508_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00939526","PreservedSpecimen","Plantae","Cyperaceae","Scleria","melaleuca","Scleria melaleuca","Rchb. ex Schltdl. & Cham.","M. Alves",NA,NA,NA,"T. C. Plowman","8134","1980","01","31","Brazil","Tocantins","Presidente Kennedy","Road from highway BR-153 to Itaporã, 12 km west of village of Presidente Kennedy. Fazenda Primavera along Ribeirão Feínho.","-48.6008","-8.5006",NA,NA,"400","500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987150' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939526","NY00939526_01","Magnoliophyta","Poales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
