"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","typeStatus","coordinatePrecision","geoFlag","individualCount","minimumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","maximumElevationInMeters"
"11","2020-07-23 12:10:57-03","CEPLAC","CEPEC","148145","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","lanulosa","Byrsonima lanulosa",NA,"A. Francener","1354",NA,NA,NA,NA,"Brasil","Rondonia",NA,"-60.1458015441895","-12.7405996322632",NA,"<ll>dwc_commonname:</ll>",NA,NA,"A. Francener","VILHENA",NA,NA,NA,NA,NA,"196523","auto",NA,NA,NA,NA,NA,NA
"12","2019-11-01 15:03:00-03","UnB","UB","94338","PreservedSpecimen","Plantae","Dicotyledoneae",NA,"Malpighiaceae","Byrsonima","lanulosa","Byrsonima lanulosa","W.R. Anderson","Farias, R","324","1999","01","20","Southern America","Brasil","Mato Grosso",NA,"-59.855","-13.487222",NA,NA,NA,NA,"Francener, A",NA,NA,"-59.855","-13.487222",NA,NA,NA,NA,NA,NA,"2015","06","09",NA
"13","2021-02-23 13:22:40-03","MN","R-TIPOS","184610","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Byrsonima","lanulosa","Byrsonima lanulosa","W.R. Anderson","Vieira, M.G.; Petersen, R.H., Nelson, B.W., Ramos, J.F. & Mota, C.D.A.","954","1979","11","06",NA,"Brasil","Rondônia","Fazensa São Francsico de Assis","-60.166667","-12.75",NA,NA,"R000184610","R000184610_001","Francener, A.",NA,NA,"60°10'W","12°45'S",NA,"Isoparatypus",NA,NA,NA,NA,"2014","02",NA,NA
"14","2020-05-22 17:52:55-03","UFMT","UFMT","11220","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","lanulosa","Byrsonima lanulosa","W.R.Anderson","Dubs, A.","2049","1996","01","02",NA,"Brasil","Mato Grosso","MT- 170, between Itamarati and Campo Novo do Parecis.","-57.8918991088867","-13.6752996444702",NA,"Herb, 20 cm high; calyx glands brownish yellow, petals golden yellow.; cerrado.",NA,NA,NA,"Campo Novo do Parecis",NA,NA,NA,NA,"Paratype","92744","auto",NA,NA,NA,NA,NA,NA
"15","2018-12-04 20:30:08-02","UNIR","RON","11782","S","Plantae","Angiosperma","Malpighiales","Malpighiaceae","Byrsonima","lanulosa","Byrsonima lanulosa","W.R.Anderson","Francener, A","1354","2013","03","20","Southern America","Brasil","Rondônia","Margem da BR-364, km 54, de Vilhena a Pimenta Buen, Cerra sensu strictu em solo arenoso.","-60.391667","-12.524722",NA,"Subarbusto, 30cm, heliófilo. Folhas discolores crassas com face abaxial lanosa. Flores e botões amarelos e frutos verdes.","RON00011782","RON00011782","Francener, A","Vilhena",NA,"-60.391667","-12.524722",NA,NA,NA,NA,NA,"530","2013","03","20","530"
"16","2018-12-04 20:30:08-02","UNIR","RON","11780","S","Plantae","Angiosperma","Malpighiales","Malpighiaceae","Byrsonima","lanulosa","Byrsonima lanulosa","W.R.Anderson","Francener, A","1352","2013","03","20","Southern America","Brasil","Rondônia","Margem da BR-364, km 54, de Vilhena a Pimenta Buen, Cerra sensu strictu em solo arenoso.","-60.391667","-12.524722",NA,"Subarbusto, 30cm, heliófilo. Folhas discolores crassas com face abaxial lanosa. Flores e botões amarelos e frutos verdes.","RON00011780","RON00011780","Francener, A","Vilhena",NA,"-60.391667","-12.524722",NA,NA,NA,NA,NA,"530","2013","03","20","530"
"17","2018-12-04 20:30:08-02","UNIR","RON","8734","S","Plantae","Angiosperma","Malpighiales","Malpighiaceae","Byrsonima","lanulosa","Byrsonima lanulosa","W.R.Anderson","Bigio, NC","1277","2013","12","07","Southern America","Brasil","Rondônia","Cerrado, na beira da BR-364.","-60.386053","-12.525622",NA,"Liana rastejante, flores amarelas, folhas discolor, planta frequente.","RON00008734","RON00008734","Bigio, NC","Vilhena",NA,"-60.386053","-12.525622",NA,NA,NA,NA,NA,NA,"2015","11",NA,NA
"18","2018-12-04 20:30:08-02","UNIR","RON","11781","S","Plantae","Angiosperma","Malpighiales","Malpighiaceae","Byrsonima","lanulosa","Byrsonima lanulosa","W.R.Anderson","Francener, A","1353","2013","03","20","Southern America","Brasil","Rondônia","Margem da BR-364, km 54, de Vilhena a Pimenta Buen, Cerra sensu strictu em solo arenoso.","-60.391667","-12.524722",NA,"Subarbusto, 30cm, heliófilo. Folhas discolores crassas com face abaxial lanosa. Flores e botões amarelos e frutos verdes.","RON00011781","RON00011781","Francener, A","Vilhena",NA,"-60.391667","-12.524722",NA,NA,NA,NA,NA,"530","2013","03","20","530"
"19","2019-11-21 10:08:24-03","IBt","SP","446919","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","lanulosa","Byrsonima lanulosa","W.R.Anderson","Francener, A; Hall, CF; Koch, AK","1352","2013","03","20",NA,"Brasil","Rondônia","Margem da rodovia BR-364, Km 54, de Vilhena a Pimenta Bueno","-60.391667","-12.524722",NA,NA,NA,NA,"Francener, A","Vilhena",NA,"-60.391667","-12.524722",NA,NA,NA,NA,NA,"530","2013","03","20","530"
"20","2019-11-21 10:08:24-03","IBt","SP","446920","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","lanulosa","Byrsonima lanulosa","W.R.Anderson","Francener, A; Hall, CF; Koch, AK","1353","2013","03","20",NA,"Brasil","Rondônia","Margem da rodovia BR-364, Km 54, de Vilhena a Pimenta Bueno","-60.391667","-12.524722",NA,NA,NA,NA,"Francener, A","Vilhena",NA,"-60.391667","-12.524722",NA,NA,NA,NA,NA,"530","2013","03","20","530"
"21","2019-11-21 10:08:24-03","IBt","SP","446921","S","Plantae",NA,NA,"Malpighiaceae","Byrsonima","lanulosa","Byrsonima lanulosa","W.R.Anderson","Francener, A; Hall, CF; Koch, AK","1354","2013","03","20",NA,"Brasil","Rondônia","Margem da rodovia BR-364, Km 54, de Vilhena a Pimenta Bueno","-60.391667","-12.524722",NA,NA,NA,NA,"Francener, A","Vilhena",NA,"-60.391667","-12.524722",NA,NA,NA,NA,NA,"530","2013","03","20","530"
