"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","continentOcean","country","locality","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","identifiedBy","day","stateProvince","county","decimalLongitude","decimalLatitude","maximumElevationInMeters","imagecode","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","01138109","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","hernandiifolia","Peperomia hernandiifolia","(Vahl) A.Dietr.","A. M. Amorim","6712","2007","01","South America","Brazil","Serra do Peito-de-Moça. Estrada que liga Arataca a Una, ramal ca. 22,4 km de Arataca, com entrada no Assentamento Santo Antônio. RPPN Caminho das Pedras. Trilha até Mormaço.","1000","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1391695' target='other'> <mi>dwc_moreinfo</mi></a>","NY01138109","G. Mathieu","20","Bahia","Arataca","-39.3417","-15.1736","1000","NY01138109_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","4122547","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","hernandiifolia","Peperomia hernandiifolia","(Vahl) A.Dietr.","J. A. Steyermark","130442","1985","02","South America","Venezuela","Cerro Marahuaca: Sima Camp, south-central portion of forested slopes along eastern branch of Caño Negro","1140","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4440471' target='other'> <mi>dwc_moreinfo</mi></a>","NY04122547",NA,"21","Amazonas","Atabapo","-65.52","3.72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","4122537","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","hernandiifolia","Peperomia hernandiifolia","(Vahl) A.Dietr.","T. B. Croat","95118","2005","02","South America","Ecuador","Along road from Lita to San Lorenzo, vicinity of Alto Tambo, 17.8 km NW of Lita, vicinity of abandoned white house, 2.3 km E of RR track crossing in Alto Tambo","841","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4440461' target='other'> <mi>dwc_moreinfo</mi></a>","NY04122537",NA,"21","Esmeraldas",NA,"-78.5433","0.5647",NA,"NY04122537_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","559267","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","hernandiifolia","Peperomia hernandiifolia","(Vahl) A.Dietr.","G. T. Prance","9642","1969","02","South America","Brazil","Vicinity of Auaris","760","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=396498' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559267","E. F. Guimarães; C. L. F. Ichaso","06","Roraima",NA,"-64.37","4.05","800","NY00559267_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","559268","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","hernandiifolia","Peperomia hernandiifolia","(Vahl) A.Dietr.","G. T. Prance","29203","1984","02","South America","Brazil","Plateau of northern massif of Serra Araca. North part of North Slope","1400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=396503' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559268","R. Callejas Posada","21","Amazonas",NA,"-63.3745909","0.9016571","1400","NY00559268_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1552792","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","hernandiifolia","Peperomia hernandiifolia","(Vahl) A.Dietr.","R. Callejas Posada","1837","1983","12","South America","Brazil","4 km al N de Rio Caraguaçu",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1889285' target='other'> <mi>dwc_moreinfo</mi></a>","NY01552792","G. Mathieu","01","Paraná","Paranaguá","-49","-25.5",NA,"NY01552792_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","87391","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","hernandiifolia","Peperomia hernandiifolia","(Vahl) A.Dietr.","H. T. Beck","946","1989","02","South America","Venezuela","Serrania de Tapirapeco, campo Tamacuari, stream trail from camp","1300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=611449' target='other'> <mi>dwc_moreinfo</mi></a>","NY00087391","R. Callejas Posada","11","Amazonas",NA,NA,NA,"1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","559259","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","hernandiifolia","Peperomia hernandiifolia","(Vahl) A.Dietr.","R. L. Liesner","17715","1985","02","South America","Venezuela","Slope of Cerro de Marahuaca, Rio Yameduaka arriba","1225","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=396499' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559259","J. A. Steyermark","19","Amazonas","Mun. Atabapo","-65.47","3.63","1225","NY00559259_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","559263","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","hernandiifolia","Peperomia hernandiifolia","(Vahl) A.Dietr.","G. G. Hatschbach","9172","1962","05","South America","Brazil","Sitio fo meio","5","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=396507' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559263",NA,"03","Paraná","Paranaguá","-48.5092","-25.5203","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","4122538","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","hernandiifolia","Peperomia hernandiifolia","(Vahl) A.Dietr.","B. Maguire","42190","1957","11","South America","Venezuela","along banks of Canon Grande east of Cumbre Camp","1100","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4440462' target='other'> <mi>dwc_moreinfo</mi></a>","NY04122538",NA,"24","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","559266","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","hernandiifolia","Peperomia hernandiifolia","(Vahl) A.Dietr.","G. T. Prance","10182","1969","02","South America","Brazil","Serra dos Surucucus, northwest of Mission Station",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=396497' target='other'> <mi>dwc_moreinfo</mi></a>","NY00559266","E. F. Guimarães; C. L. F. Ichaso","22","Roraima",NA,NA,NA,NA,"NY00559266_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","4122542","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","hernandiifolia","Peperomia hernandiifolia","(Vahl) A.Dietr.","B. Maguire","36910","1953","12","South America","Venezuela","Cerro de la Neblina, Río Yatua, east of Camp 3","800","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4440466' target='other'> <mi>dwc_moreinfo</mi></a>","NY04122542",NA,"27","Amazonas",NA,NA,NA,"900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","4122546","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","hernandiifolia","Peperomia hernandiifolia","(Vahl) A.Dietr.","R. L. Liesner","19178","1985","10","South America","Venezuela","17 km E of El Pauji by road and 64 km W of Santa Elena by road. 4 km N of highway. Río Las Ahllas","850","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4440470' target='other'> <mi>dwc_moreinfo</mi></a>","NY04122546",NA,"30","Bolívar",NA,"-61.5","4.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 10:10:07-03","NBC","NL-BOTANY","U.1480433","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","hernandiifolia","Peperomia hernandiifolia","(Vahl) A.Dietr.","Renz J",NA,"1985","02","Southern America","Guyana",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1480433 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1480433",NA,"15","Upper Mazaruni",NA,"-60.766667","5.283333",NA,"NL-U1480433","Magnoliopsidae","-60.766667","5.283333","U 0119114",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-02-08 10:10:07-03","NBC","NL-BOTANY","U.1480429","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","hernandiifolia","Peperomia hernandiifolia","(Vahl) A.Dietr.","Maas PJM; Westra LYT",NA,"1979","11","Southern America","Guyana","Pakaraima Mts., Mt. Korak, Mazaruni R.",NA,NA,"Forest.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1480429 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1480429",NA,"14","Cuyuni-Mazaruni",NA,"-60.616667","5.983333",NA,"NL-U1480429","Magnoliopsidae","-60.616667","5.983333","U 0120612",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-02-08 10:10:07-03","NBC","NL-BOTANY","U.1480430","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","hernandiifolia","Peperomia hernandiifolia","(Vahl) A.Dietr.","Clarke HD; David K; Chin C; Perry C",NA,"1997","07","Southern America","Guyana",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1480430 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1480430",NA,"12","Cuyuni-Mazaruni",NA,"-61.183333","5.816667",NA,"NL-U1480430","Magnoliopsidae","-61.183333","5.816667","U 0118568",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-02-08 10:10:07-03","NBC","NL-BOTANY","U.1480431","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","hernandiifolia","Peperomia hernandiifolia","(Vahl) A.Dietr.","Mutchnick P; Henkel TW; Williams (Guyana) R",NA,"1994","10","Southern America","Guyana",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1480431 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1480431",NA,"27",NA,NA,"-60.033333","5.083333",NA,"NL-U1480431","Magnoliopsidae","-60.033333","5.083333","U 0118567",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-02-08 10:10:07-03","NBC","NL-BOTANY","U.1480432","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","hernandiifolia","Peperomia hernandiifolia","(Vahl) A.Dietr.","Hahn WJ; Gopaul D",NA,"1989","02","Southern America","Guyana","Region Cuyuni - Mazaruni, c. 2-5 km NW of northern tip of Prow of Roraima.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1480432 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1480432",NA,"24","Cuyuni-Mazaruni",NA,"-60.583333","5.25",NA,"NL-U1480432","Magnoliopsidae","-60.583333","5.25","U 0118566",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-02-08 10:10:07-03","NBC","NL-BOTANY","U.1480434","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","hernandiifolia","Peperomia hernandiifolia","(Vahl) A.Dietr.","Hatschbach GG",NA,"1962","05","Southern America","Brazil","Est Parana (Brasil), Mun. Paranagua, Sitio do Meio.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1480434 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1480434",NA,"03",NA,NA,NA,NA,NA,"NL-U1480434","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-02-08 10:10:07-03","NBC","NL-BOTANY","U.1480435","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","hernandiifolia","Peperomia hernandiifolia","(Vahl) A.Dietr.","Prance GT; Steward JR; Ramos JF; Farias LG",NA,"1969","02","Southern America","Brazil","Brazilian Amazonia, Territory of Roraima, Serra dos Surucucus, Serra dos Surucucus, Northwest of Mission Station.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1480435 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1480435",NA,"22",NA,NA,"-63.575","2.741667",NA,"NL-U1480435","Magnoliopsidae","-63.575","2.741667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-02-08 10:10:07-03","NBC","NL-BOTANY","U.1480971","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","hernandiifolia","Peperomia hernandiifolia","(Vahl) A.Dietr.","Liesner RL",NA,"1985","02","Southern America","Venezuela","Territorio Federal Amazonas; Dpto. Atabapo, slope of Cerro de Marahuaca, Rio Yameduaka arriba.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1480971 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1480971",NA,"19",NA,NA,"-65.466667","3.633333",NA,"NL-U1480971","Magnoliopsidae","-65.466667","3.633333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-02-08 10:10:07-03","NBC","NL-BOTANY","U.1572104","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","hernandiifolia","Peperomia hernandiifolia","(Vahl) A.Dietr.","Bautista HP; et al.",NA,"1996","07","Southern America","Brazil",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1572104 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1572104","Carvalho-Silva M","08","Bahia",NA,NA,NA,NA,"NL-U1572104","Magnoliopsidae",NA,NA,"U 0119146","2013","08","01",NA,NA,NA,NA,NA
"33","2021-04-07 11:47:01-03","UFMS","CGMS","72254","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","hernandiifolia","Peperomia hernandiifolia","(Vahl) A.Dietr.","J.V. Gonzalez; W.L.C. Tabosa, D.P.F.L. Maidana, G.A. Damasceno Junior","633","2018","11",NA,"Brasil","Fazenda Harmonia. Parque Nacional da Serra da Bodoquena","501",NA,"Erva erecta sobre sustrato rochoso; inflorescencia em espiga cor verde Habitat: Floresta estacional semi-decidual Habito: Erva ereta","CGMS1105057","G.A. Damasceno Junior","01","Mato Grosso do Sul","Porto Murtinho","-56.7225","-21.2525","501",NA,NA,"-56,7225","-21,2525",NA,"2018","12","11",NA,NA,NA,NA,NA
"34","2021-04-07 11:47:01-03","UFMS","CGMS","72237","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","hernandiifolia","Peperomia hernandiifolia","(Vahl) A.Dietr.","L.P. Oliveira; C. Estodutto, E.O. Souza, C. F. Hall","114","2018","11",NA,"Brasil","Fazenda Ouro Verde. Parque Nacional da Serra da Bodoquena","489",NA,NA,"CGMS1105040","G.A. Damasceno Junior","06","Mato Grosso do Sul","Bodoquena","-56.835","-20.7191667","489",NA,NA,"-56,835","-20,7191667",NA,"2018","12","11",NA,NA,NA,NA,NA
"35","2020-10-14 10:04:36-03","FURB","FURB","23835","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","hernandiifolia","Peperomia hernandiifolia","(Vahl) A.Dietr.","Cadorin, T.J.; Grosch, B. & Zimmermann, R.","1843","2010","04",NA,"Brasil","Sol Nascente.","13",NA,"Epífita IFFSC e8000b (Abaixo de 4m) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio médio de regeneração; interior do fragmento Habito: epífita;","FURB03840","Borgo, M","07","Santa Catarina","Garuva","-48.7272223","-26.055","13","FURB03840",NA,"-48.7272223","-26.0550000",NA,"2011","05",NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:39:32-03","MBM","MBM","21814","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","hernandiifolia","Peperomia hernandiifolia","(Vahl) A. Dietr.","Hatschbach, G.","24402",NA,NA,"Southern America","Brazil","Sertão do Guarani",NA,NA,NA,"MBM021814","Hatschbach, G.",NA,"Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,"MBM021814",NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA
"37","2020-12-21 16:39:32-03","MBM","MBM","199979","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","hernandiifolia","Peperomia hernandiifolia","(Vahl) A. Dietr.","O. Téllez V.; et al.; et al.","5433",NA,NA,"Southern America","Costa Rica",NA,NA,NA,NA,"MBM199979",NA,NA,NA,NA,NA,NA,NA,"MBM199979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-12-21 16:39:32-03","MBM","MBM","96913","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","hernandiifolia","Peperomia hernandiifolia","(Vahl) A. Dietr.","Hatschbach, G.; Silva, J.M.; Silva, J.M.","48620",NA,NA,"Southern America","Brazil","Rod. BR-262",NA,NA,NA,"MBM096913","Hatschbach, G.",NA,"Espírito Santo","Muniz Freire","-41.4131011962891","-20.4641990661621",NA,"MBM096913",NA,NA,NA,NA,NA,NA,NA,"30072","auto",NA,NA,NA
"39","2020-12-21 16:39:32-03","MBM","MBM","84430","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","hernandiifolia","Peperomia hernandiifolia","(Vahl) A. Dietr.","Hatschbach, G.","46683",NA,NA,"Southern America","Brazil","Ibatiba, 22km L",NA,NA,NA,"MBM084430","Callejas, R.",NA,"Espírito Santo","Ibatiba","-41.5106010437012","-20.2339000701904",NA,"MBM084430",NA,NA,NA,NA,NA,NA,NA,"18895","auto",NA,NA,NA
"40","2020-12-21 16:39:32-03","MBM","MBM","76449","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","hernandiifolia","Peperomia hernandiifolia","(Vahl) A. Dietr.","Hatschbach, G.; Guimarães, O.; Guimarães, O.","45172",NA,NA,"Southern America","Brazil","Rod. BR-262",NA,NA,NA,"MBM076449","Callejas, R.",NA,"Espírito Santo","Muniz Freire","-41.4131011962891","-20.4641990661621",NA,"MBM076449",NA,NA,NA,NA,NA,NA,NA,"30072","auto",NA,NA,NA
"41","2020-12-21 16:39:32-03","MBM","MBM","33190","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","hernandiifolia","Peperomia hernandiifolia","(Vahl) A. Dietr.","Hatschbach, G.","32127",NA,NA,"Southern America","Brazil","Cambará",NA,NA,NA,"MBM033190","Callejas, R.",NA,"Paraná","Matinhos","-48.5428009033203","-25.8174991607666",NA,"MBM033190",NA,NA,NA,NA,NA,NA,NA,"15275","auto",NA,NA,NA
"42","2020-12-21 16:39:32-03","MBM","MBM","45120","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","hernandiifolia","Peperomia hernandiifolia","(Vahl) A. Dietr.","Hatschbach, G.","6626",NA,NA,"Southern America","Brazil","Rio Guaraguaçu",NA,NA,NA,"MBM045120","Yuncker, T.G.",NA,"Paraná","Paranaguá","-48.5092010498047","-25.5200004577637",NA,"MBM045120",NA,NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA
"43","2015-09-03 18:40:57-03","MNHN","RECOLNAT_MNHN_P","P01656410","PreservedSpecimen",NA,NA,NA,"Piperaceae","Peperomia","hernandiifolia","Peperomia hernandiifolia","(Vahl) A.Dietr.","Prance, G.T.|Ramos, J.F.|Steward, J.R.|Farias, L.G.",NA,"1969","2",NA,"Brasil","Serra dos Surucucus, Northwest of Mission Station.",NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01656410' target='other'> <mi>dwc_moreinfo</mi></a>","P01656410",NA,"22","Roraima",NA,"-63.55","2.7",NA,"P01656410_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10162",NA,NA
