"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","identifiedBy","county","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","fieldNumber","individualCount","class","relatedCatalogItem","typeStatus","sex"
"12","2020-12-11 11:43:59-03","UFMG","BHCB","157983","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum","R. Br.","Arruda, AJ; Marino, F; Arruda, LJ; Jorge, TB","1088","2012","04","24","Southern America","Brasil","Pará","Floresta Nacional de Carajás, S11D.",NA,"Campo brejoso alagado.",NA,NA,"-50.363889","-6.407778",NA,"Canaã dos Carajás",NA,NA,NA,"-50.363889","-6.407778","819","819",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-12-11 11:43:59-03","UFMG","BHCB","106594","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum","R.Br.","Heringer, G; Carmo, FF; Carmo, JE do","142","2007","01","06","Southern America","Brasil","Minas Gerais","Serra do Capanema, Distrito de São Bartolomeu",NA,"Aquático com folhas saindo da lâmina d'água; Lagoa temporária de campo rupestre de hematita (canga)","BHCB044328",NA,"-43.579306","-20.219167",NA,"Ouro Preto","2017","11",NA,"-43.579306","-20.219167","1756","1756",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-12-11 11:43:59-03","UFMG","BHCB","114487","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum","R. Br.","Mota, NFO; Viana, PL; Silva, LVC; Garcia, LC; Maciel, GM; Silva, DF","1219","2007","12","16","Southern America","Brasil","Pará","Floresta Nacional de Carajás, Serra do Tarzan.",NA,"Ambiente úmido.",NA,NA,"-50.161667","-6.332778",NA,"Canaã dos Carajás",NA,NA,NA,"-50.161667","-6.332778","666","666",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-12-11 11:43:59-03","UFMG","BHCB","117067","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum","R. Br.","Rezende, SG","1861","2007","02","02","Southern America","Brasil","Minas Gerais","Sítio Lagartixa, Próximo à BR040",NA,"Herbáceo; Afloramento de canga hematítica couraçada","BHCB021094",NA,"-43.932808","-20.301561",NA,"Itabirito","2014","07","01","-43.932808","-20.301561","1260","1260",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-12-11 11:43:59-03","UFMG","BHCB","125712","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum","R. Br.","Carmo, FF","2036","2008","01","17","Southern America","Brasil","Minas Gerais","Parque Estadual do Rola Moça, C2",NA,"Afloramento de canga, em poça sazonal","BHCB021092",NA,"-44.001111","-20.044722",NA,"Nova Lima","2014","07","01","-44.001111","-20.044722","1430","1430",NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-12-11 11:43:59-03","UFMG","BHCB","125713","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum","R.Br.","Carmo, FF","2487","2008","02","28","Southern America","Brasil","Minas Gerais","Serra do Capanema, C2",NA,"Lagoa sazonal, afloramento de canga","BHCB044327",NA,"-43.581167","-20.218806",NA,"Ouro Preto","2017","11",NA,"-43.581167","-20.218806",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-12-11 11:43:59-03","UFMG","BHCB","130842","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum","R. Br.","Giorni, VT; Viana, PL; Versieux, LM; Garcia, LC; Silva, LVC; Silva, DF","133","2009","03","14","Southern America","Brasil","Pará","Floresta Nacional de Carajás, Serra do Tarzan.",NA,NA,NA,NA,"-50.166667","-6.3375",NA,"Canaã dos Carajás",NA,NA,NA,"-50.166667","-6.3375","750","750",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-11 11:43:59-03","UFMG","BHCB","134056","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum","R. Br.","Carmo, FF","4979","2009","03","16","Southern America","Brasil","Minas Gerais","Chapada de Canga.",NA,"Coletado em brejo. Afloramento de canga","BHCB038686",NA,"-43.405278","-20.137361",NA,"Catas Altas","2016","06","29","-43.405278","-20.137361","910","910",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-12-11 11:43:59-03","UFMG","BHCB","139102","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum","R. Br.","Gontijo, FD; Arruda, AJ; Almeida, TE; Pivari, MOD; Silva, LVC","59","2010","02","14","Southern America","Brasil","Pará","Floresta Nacional de Carajás, S11A.",NA,"Ambiente úmido.",NA,NA,"-50.395278","-6.366111",NA,"Canaã dos Carajás",NA,NA,NA,"-50.395278","-6.366111","732","732",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-11 11:43:59-03","UFMG","BHCB","139232","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum","R. Br.","Costa, LVC; Souza, DT; Arruda, AJ; Dayrell, F; Costa, F; Almeida, TE; Pivari, MOD","753","2010","02","13","Southern America","Brasil","Pará","Floresta Nacional de Carajás, S11C.",NA,NA,NA,NA,"-50.385278","-6.352778",NA,"Canaã dos Carajás",NA,NA,NA,"-50.385278","-6.352778","600","600",NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-11 11:43:59-03","UFMG","BHCB","139289","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum","R. Br.","Costa, LVC; Souza, DT; Arruda, AJ; Dayrell, F; Costa, F; Almeida, TE; Pivari, MOD","811","2010","02","18","Southern America","Brasil","Pará","Floresta Nacional de Carajás, Serra do Tarzan.",NA,NA,NA,NA,"-50.099722","-6.3225",NA,"Canaã dos Carajás",NA,NA,NA,"-50.099722","-6.3225","650","650",NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-12-11 11:43:59-03","UFMG","BHCB","142655","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum","R. Br.","Silva, LVC; Arruda, AJ; Pivari, MOD; Santos, AO","976","2010","05","25","Southern America","Brasil","Pará","Floresta Nacional de Carajás, N1.",NA,"Ambiente úmido.",NA,NA,"-50.283056","-6.033056",NA,"Parauapebas",NA,NA,NA,"-50.283056","-6.033056","700","700",NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-12-11 11:43:59-03","UFMG","BHCB","157758","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum","R. Br.","Arruda, AJ; Viana, PL; Marino, F; Meyer, PB; Jorge, TB; Arruda, LJ","862","2012","03","25","Southern America","Brasil","Pará","Floresta Nacional de Carajás, N6.",NA,"Campo rupestre sobre canga.",NA,NA,"-50.174167","-6.130556",NA,"Parauapebas",NA,NA,NA,"-50.174167","-6.130556","697","697",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-12-11 11:43:59-03","UFMG","BHCB","157761","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum","R. Br.","Arruda, AJ; Viana, PL; Marino, F; Meyer, PB; Jorge, TB; Arruda, LJ","896","2012","03","27","Southern America","Brasil","Pará","Floresta Nacional de Carajás, N3.",NA,"Campo graminoso alagado sobre canga.",NA,NA,"-50.207778","-6.041667",NA,"Parauapebas",NA,NA,NA,"-50.207778","-6.041667","694","694",NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-12-11 11:43:59-03","UFMG","BHCB","157764","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum","R. Br.","Arruda, AJ; Viana, PL; Marino, F; Meyer, PB; Jorge, TB; Arruda, LJ","899","2012","03","27","Southern America","Brasil","Pará","Floresta Nacional de Carajás, N3.",NA,"Campo graminoso alagado sobre canga.",NA,NA,"-50.207778","-6.041667",NA,"Parauapebas",NA,NA,NA,"-50.207778","-6.041667","694","694",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-12-11 11:43:59-03","UFMG","BHCB","157984","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum","R. Br.","Arruda, AJ; Marino, F; Arruda, LJ; Jorge, TB","912","2012","04","19","Southern America","Brasil","Pará","Floresta Nacional de Carajás, N1.",NA,"Campo brejoso alagado.",NA,NA,"-50.2975","-6.013611",NA,"Parauapebas",NA,NA,NA,"-50.2975","-6.013611","683","683",NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-12-11 11:43:59-03","UFMG","BHCB","158996","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum","R. Br.","Meyer, PB; Arruda, AJ; Viana, PL; Marino, F; Jorge, TB; Arruda, LJ","1183","2012","03","23","Southern America","Brasil","Pará","Floresta Nacional de Carajás, N8.",NA,"Brejo com rodeado por campo rupestre sobre canga e campos graminosos.",NA,NA,"-50.132222","-6.185556",NA,"Parauapebas",NA,NA,NA,"-50.132222","-6.185556","711","711",NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-12-11 11:43:59-03","UFMG","BHCB","159181","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum","R. Br.","Silva, LVC; Jorge, TB; Santos, FMG; Pereira, RA","1325","2012","06","24","Southern America","Brasil","Pará","N7",NA,"Erva emergente 20 cm, pétalas azul claro; Campo brejoso","BHCB022159",NA,"-50.172778","-6.155556",NA,"Parauapebas","2015","02","11","-50.172778","-6.155556","680","680",NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-12-11 11:43:59-03","UFMG","BHCB","159275","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum","R. Br.","Arruda, AJ; Paula, LFA de; Silva, LVC; Jorge, TB","1260","2012","07","25","Southern America","Brasil","Pará","Floresta Nacional de Carajás, N1.",NA,"Campo brejoso alagado sobre canga.",NA,NA,"-50.283333","-6.1",NA,"Parauapebas",NA,NA,NA,"-50.283333","-6.1","676","676",NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-12-11 11:43:59-03","UFMG","BHCB","184347","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum","R. Br.","Mota, RC da","3704","2016","03","16","Southern America","Brasil","Minas Gerais","Chapada de Canga",NA,"Projeto desenvolvido pelo Instituto Prístino!; Erva aquática; inflorescências branco-acastanhadas.; Coletada em margem de lagoa perene","BHCB038888",NA,"-43.389167","-20.125833",NA,"Catas Altas","2016","03","30","-43.389167","-20.125833","917","917",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-12-11 11:43:59-03","UFMG","BHCB","167504","PreservedSpecimen","Plantae","Monocotyledon",NA,"Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum","R. Br.","Miranda, E; Tomich, S; Machado, TM; Souza, FS","913","2013","02","22","Southern America","Brasil","Minas Gerais","Mina Fazendão",NA,"Erva; Campo Rupestre Ferruginoso Aberto, ambiente sombreado e úmido. Litotipo: Canga; fragmentos de formação ferrífera cimentados por limonita","BHCB021983",NA,"-43.415556","-20.159167",NA,"Catas Altas","2015","02","11","-43.415556","-20.159167","872","872",NA,NA,NA,NA,NA,NA,NA,NA
"33","2008-05-27 22:02:00-03","MO","MOBOT","1373329","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum","R. Br.","Gerrit Davidse","Davidse 4400","1973","11","23","South America","Venezuela","Bolívar","29 km SE of Caicara along Highway 19 to Ciudad Bolívar. Shallow pond with about 1 ft of standing open water in Trachypogon-Curatella savanna.",NA,NA,NA,NA,NA,NA,"N. Hensold (F)",NA,NA,NA,NA,NA,NA,"40.00000000",NA,NA,NA,"836",NA,NA,NA,NA,NA
"34","2008-05-27 22:02:00-03","MO","MOBOT","1373331","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum","R. Br.","Julian A. Steyermark|Bruce K. Holst|Bruno J. Manara","Steyermark 131807","1985","9","12","South America","Venezuela","Bolívar","wet margins of small swamp in open savanna at base of mountain. Serranía de Pijiguao, SW of Caicara del Orinoco.",NA,NA,NA,NA,"-66.75","6.58333","N. Hensold (F)",NA,NA,NA,NA,NA,NA,"160.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2008-05-27 22:02:00-03","MO","MOBOT","1373332","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum","R. Br.","Tetsuo M. Koyama|Getulio Agostini","Koyama 7408","1967","3","2","South America","Venezuela","Bolívar","Uaipan-tepui, above Salto Hacha, plateau at southern foot of the peak of Uaipan.",NA,NA,NA,NA,NA,NA,"N. Hensold (F)",NA,NA,NA,NA,NA,NA,"1200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2008-05-27 22:02:00-03","MO","MOBOT","599967","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum","R. Br.","James C. Solomon","Solomon 18527","1988","6","30","South America","Bolivia","Santa Cruz","Las Lomas de Arena, ca. 6 km al sureste de la Refineria El Palmar (ca. 16 km al sureste de Santa Cruz). Sabana sobre arena con dunas activas.",NA,NA,NA,NA,"-63.1","-17.88333","N. Hensold (F)","Andrés Ibáñez",NA,NA,NA,NA,NA,"400.00000000",NA,NA,NA,"88-103","5",NA,NA,NA,NA
"37","2014-09-11 10:09:00-03","MO","MOBOT","599994","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum","R. Br.","Gerrit Davidse|Otto Huber","Davidse 22860","1982","11","27","South America","Venezuela","Bolívar","At top of Salto Aicha near eastern base of Uaipan-tepui.",NA,NA,NA,NA,"-62.5333333","5.6333333","N. Hensold (F)","Piar",NA,NA,NA,NA,NA,"1100.00000000",NA,NA,NA,"82-10","3",NA,NA,NA,NA
"38","2014-10-22 12:11:00-02","MO","MOBOT","100750485","PreservedSpecimen","Plantae",NA,NA,"Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum","R. Br.","Ricardo S. Secco|Calvin R. Sperling|M. Condon|A.L. Mesquita|B.G. Ribeiro|Lucival R. Marinho","Secco 192","1982","5","14","South America","Brazil","Pará","N5, arredores do lago, canga.",NA,NA,NA,NA,"-49.1178016662598","-5.36860990524292","N. Hensold","Marabá",NA,NA,NA,NA,NA,NA,NA,"262883","auto",NA,"1",NA,NA,NA,NA
"39","2020-09-12 05:00:02-03","US","US","1878267","PreservedSpecimen","Plantae",NA,"Eriocaulales","Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum","Aiton","T. Lasser","146","1941","11","10","South America - Neotropics","Venezuela","Guarico","Llanos de Calabozo, en cienegas cerca de Mision Arriba.",NA,NA,"US03843243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Monocotyledonae",NA,NA,NA
"40","2019-10-07 09:21:08-03","UEFS","HUEFS","153129","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum","R.Br.","França, A.R.","TEPB10539","1999","06","25",NA,"Brasil","Piauí","Calumbi, próximo à casa de D.Raimunda.",NA,"Cerrado.","HUEFS0153129","HUEFS0153129","-42.0861015319824","-4.41110992431641","E.C.O.Chagas","Boa Hora","2017","10",NA,NA,NA,NA,NA,"19690","auto",NA,NA,"Lilianae",NA,NA,NA
"41","2019-10-07 09:21:08-03","UEFS","HUEFS","250074","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum","R.Br.","Giulietti, A.M.","2485","2004","06","27",NA,"Brasil","Mato Grosso","Trevo da cidade em frente ao posto de gasolina Itália. 22 km do trevo do Lagarto na MT-70.",NA,"Pantanal. Solo pantanoso na margem da lagoa.","HUEFS0250074","HUEFS0250074","-56.3456001281738","-15.7749996185303",NA,"Nossa Senhora do Livramento",NA,NA,NA,NA,NA,NA,NA,"89753","auto",NA,NA,"Lilianae",NA,NA,NA
"42","2019-10-07 09:21:08-03","UEFS","HUEFS","112465","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum","R.Br.","Giulietti, A.M.","2582","2006","07","29",NA,"Brasil","Mato Grosso","Ca. 30 km de Cuiabá na rodovia MT 060 em direção a Paconé. Área de lagoa na estrada da cidade, rodeado por cerrado. Margem unida da lagoa.",NA,NA,"HUEFS0112465",NA,"-56.333333","-15.766667",NA,"Nossa Senhora do Livramento",NA,NA,NA,"56W20'","15S46'",NA,NA,NA,NA,NA,NA,"Lilianae",NA,NA,NA
"43","2019-10-07 09:21:08-03","UEFS","HUEFS","249532","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum","R.Br.","Harley, R.M.","58343","2019","04","29",NA,"Brasil","Bahia","Cerca de 30 km de Xique-Xique, na margem da rodovia BR-330 para Gentio de Ouro. Base da Serra do Açuruá.",NA,"Campo arenoso aberto, com lagoas temporárias e áreas alagadas.","HUEFS0249532","HUEFS0249532","-42.737778","-11.117778",NA,"Xique Xique",NA,NA,NA,"42W44'16''","11S7'4''","411","411",NA,NA,NA,NA,"Lilianae",NA,NA,NA
"44","2019-10-07 09:21:08-03","UEFS","HUEFS","161286","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum","R.Br.","Martinelli, G.","16307","2009","04","08",NA,"Brasil","Piauí","Parque Nacional da Serra da Confusão. Lajedos do Canto verde.",NA,"Caatinga.","HUEFS0161286","HUEFS0161286","-43.457222","-8.901667","E.C.O.Chagas","Caracol","2017","10",NA,"43W27'26''","8S54'6''","600","600",NA,NA,NA,NA,"Lilianae",NA,NA,NA
"45","2019-10-07 09:21:08-03","UEFS","HUEFS","183368","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum","R.Br.","Queiroz, R.T.","1047","2006","06","24",NA,"Brasil","Rio Grande do Norte","Bastiões. Solo limoso.",NA,NA,"HUEFS0183368","HUEFS0183368","-37.968333","-6.130278","E.C.O.Chagas","Serrinha dos Pintos","2017","10",NA,"37W58'6''","6S7'49''",NA,NA,NA,NA,NA,NA,"Lilianae",NA,NA,NA
"46","2019-10-07 09:21:08-03","UEFS","HUEFS","184035","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum","R.Br.","Faria, J.E.Q.","1455","2011","07","30",NA,"Brasil","Goiás","Margem da BR-040, ca. 5Km ao sul de Cristalina.",NA,"Campo limpo úmido.","HUEFS0184035","HUEFS0184035","-47.575278","-16.786667","E.C.O.Chagas","Cristalina","2017","10",NA,"47W34'31''","16S47'12''","1141","1141",NA,NA,NA,NA,"Lilianae",NA,NA,NA
"47","2019-10-07 09:21:08-03","UEFS","HUEFS","210850","PreservedSpecimen","Plantae","Angiospermae","Poales","Eriocaulaceae","Eriocaulon","cinereum","Eriocaulon cinereum","R.Br.","Araújo, D.","698","2009","05","27",NA,"Brasil","Bahia","Entrando a direita na estrada para Gentio do Ouro, cerca de 2 Km da comunidade de cotovelo.",NA,NA,"HUEFS0210850","HUEFS0210850","-42.738889","-11.129167",NA,"Gentio do Ouro",NA,NA,NA,"42W44'20''","11S7'45''","405","405",NA,NA,NA,NA,"Lilianae",NA,NA,NA
