"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","imagecode","order","fieldNumber","individualCount","class"
"12","2021-03-15 16:37:00-03","NY","NYBG","1776978","PreservedSpecimen","Plantae","Marchantiophyta","Pallaviciniaceae","Pallavicinia","lyellii","Pallavicinia lyellii","(Hook.) Gray","R. Grolle","I. Sastre-de Jesús","494","1984","11","30","South America","Venezuela","Amazonas","Río Negro","Cerro de la Neblina Massif Camp VII. ca. 5.3 km NE of Pico Phelps.","-65.97","0.85","1730","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1995897' target='other'> <mi>dwc_moreinfo</mi></a>","NY01776978","1850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1776965","PreservedSpecimen","Plantae","Marchantiophyta","Pallaviciniaceae","Pallavicinia","lyellii","Pallavicinia lyellii","(Hook.) Gray","R. Grolle","W. D. Reese","12906","1978","01","30","South America","Bolivia",NA,NA,"Beni. Vicinity of Guayaramerin. Along a stream ca. 5 km W of town.",NA,NA,NA,"packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1995884' target='other'> <mi>dwc_moreinfo</mi></a>","NY01776965",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-06-29 11:31:51-03","UFRJ","RFA","42732","PreservedSpecimen","Plantae",NA,"Pallaviciniaceae","Pallavicinia","lyellii","Pallavicinia lyellii","(Hook.) S.F.Gray","Travassos, J.","Travassos, J.; Granado, R.;Custódio, V. R.","2","2018","01","10",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Parque Nacional da Tijuca. Cachoeira das Almas - Floresta da Tijuca, RJ. S","-43.286389","-22.949167","629",NA,"No paredão rochoso com muito contato com a água Habitat: Mata Atlântica Habito: Rupícola","RFA38258","629","2018","01","11","43º17'11''W","22º56'57''S",NA,NA,NA,NA,NA,NA,NA
"15","2019-10-09 11:07:59-03","UFBA","ALCB","119934","PreservedSpecimen","Plantae","Bryophyta","Pallaviciniaceae","Pallavicinia","lyellii","Pallavicinia lyellii","(Hook.f.) Gray","Bastos, C","Bastos, C","5757","2015","09","18","Southern America","Brasil","Bahia","Santa Teresinha","Recôncavo Sul, Povoado de Pedra Branca, Serra da Jiboia, Morro da Pioneira, interior da mata.","-39.476111","-12.848611",NA,NA,NA,NA,NA,NA,NA,NA,"-39.476111","-12.848611",NA,NA,NA,NA,NA,NA,NA
"16","2020-12-21 13:20:07-03","IAP","PACA-BRYOPHYTES","111449","PreservedSpecimen","Plantae",NA,"Pallaviciniaceae","Pallavicinia","lyellii","Pallavicinia lyellii","(Hook.) Gray",NA,"Krieger, L.","13943","1975","07","03",NA,"Brasil","MG","Ibitipoca","Parque Estadual de Ibitipoca.",NA,NA,NA,NA,"Hepática Habitat: Fértil, sobre arenito na mata de galeria.","PACA111449",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-12-09 17:05:01-03","IAP","PACA-BRYOPHYTES","110500","PreservedSpecimen","Plantae",NA,"Pallaviciniaceae","Pallavicinia","lyellii","Pallavicinia lyellii","(Hook.) Gray",NA,"Silva Junior, A.","4918","1989","06","17",NA,"Brasil","RS","Sapiranga","Picada Verão","-51.0069007873535","-29.6380996704102",NA,NA,"Habitat: Sobre rocha.","PACA110500",NA,NA,NA,NA,NA,NA,"11711","auto",NA,NA,NA,NA,NA
"18","2020-12-09 17:05:01-03","IAP","PACA-BRYOPHYTES","110499","PreservedSpecimen","Plantae",NA,"Pallaviciniaceae","Pallavicinia","lyellii","Pallavicinia lyellii","(Hook.) Gray","Costa, D. P.","Silva Junior, A.","3099","1989","06","17",NA,"Brasil","RS","Sapiranga","Picada Verão","-51.0069007873535","-29.6380996704102",NA,NA,"Habitat: Sobre rocha.","PACA110499",NA,"2016","06",NA,NA,NA,"11711","auto",NA,NA,NA,NA,NA
"19","2019-10-25 11:39:36-03","IECOS","HBRA","8228","S","Plantae",NA,"Pallaviciniaceae","Pallavicinia","lyellii","Pallavicinia lyellii","(Hook.) S. F. Gray","D. F. Peralta","M. R. Pietrobom","7988","2008","08","31","América do Sul","Brasil","Pará","Oriximiná","ESEC do Grão Pará, Serra do Acari, trilha 3 de 4000m","-58.69966667","-1.2775",NA,"exsicata","Epíxila",NA,NA,"2011","10","01","-58.69966667","-1.27750000",NA,NA,NA,NA,NA,NA,NA
"20","2019-11-21 14:50:17-03","UFJF","CESJ","56492","PreservedSpecimen","Plantae","Hepática","Pallaviciniaceae","Pallavicinia","lyellii","Pallavicinia lyellii","(Hook.) Gray","P.S.Machado; A.P. Luizi-Ponzo","P.S. Machado; A.P. Luizi-Ponzo","694","2010","08","05","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Mata FAEFID/UFJF, atrás do campo de futbol","-43.3502998352051","-21.7642002105713",NA,NA,"Barranco","CESJ056492",NA,"2010",NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA
"21","2020-06-30 18:33:04-03","UFJF","CESJ","54577-C","PreservedSpecimen","Plantae","Hepática","Pallaviciniaceae","Pallavicinia","lyellii","Pallavicinia lyellii","(Hook.) Gray","H.C.S. Gomes; A.P. Luizi-Ponzo","H.C.S. Gomes; T.S. Siviero; K.B.L. Baldini","248","2009","09","30","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Gruta dos Viajantes","-43.793098449707","-21.8425006866455",NA,NA,"Sobre solo. Em mistura com Leucobryum crispum (A), Cyclodiction albicans (B), Plagiochila micropteryx (D). Planta em A e B","CESJ54577C",NA,"2009","11",NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA
"22","2020-06-30 18:33:04-03","UFJF","CESJ","54578","PreservedSpecimen","Plantae","Hepática","Pallaviciniaceae","Pallavicinia","lyellii","Pallavicinia lyellii","(Hook.) Gray","H.C.S. Gomes; A.P. Luizi-Ponzo","H.C.S. Gomes; T.S. Siviero; K.B.L. Baldini","249","2009","09","30","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Gruta dos Viajantes","-43.793098449707","-21.8425006866455",NA,NA,"Sobre solo","CESJ054578",NA,"2009","11",NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA
"23","2019-11-21 14:50:17-03","UFJF","CESJ","56493","PreservedSpecimen","Plantae","Hepática","Pallaviciniaceae","Pallavicinia","lyellii","Pallavicinia lyellii","(Hook.) Gray","P.S.Machado; A.P. Luizi-Ponzo","P.S. Machado; A.P. Luizi-Ponzo","695","2010","08","05","América do Sul","Brasil","Minas Gerais","Juiz de Fora","Mata FAEFID/UFJF, atrás do campo de futbol","-43.3502998352051","-21.7642002105713",NA,NA,"Barranco","CESJ056493",NA,"2010",NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA
"24","2020-06-30 18:33:04-03","UFJF","CESJ","54174","PreservedSpecimen","Plantae","Hepática","Pallaviciniaceae","Pallavicinia","lyellii","Pallavicinia lyellii","(Hook.) Gray","H.C.S. Gomes; A.P. Luizi-Ponzo","T.S. Siviero; L.M. Rocha; H.C.S. Gomes","167","2009","06","17","América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Mata Grande","-43.793098449707","-21.8425006866455",NA,NA,"Sobre sambabaiaçu, cerca de 1m de altura","CESJ054174",NA,"2009","07",NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA
"25","2021-03-24 16:38:57-03","FURB","FURB","60855","PreservedSpecimen","Plantae",NA,"Pallaviciniaceae","Pallavicinia","lyellii","Pallavicinia lyellii","(Hook.) S.F. Gray","Bones, F.L.V.","Bones, F.L.V.","113","2018","04","27",NA,"Brasil","Santa Catarina","Blumenau","Parque Natural Minicipal São Francisco de Assis. PNMSFA","-49.0730556","-26.9219445",NA,NA,"Beira de trilha","FURB60855",NA,"2018","04","27","-49.0730556","-26.9219445",NA,NA,"FURB60855",NA,NA,NA,NA
"26","2021-03-16 17:56:02-03","UCS","HUCS","47171","PreservedSpecimen","Plantae","Bryophyta","Pallaviciniaceae","Pallavicinia","lyellii","Pallavicinia lyellii","(Hook.) S.F. Gray",NA,"Vital, D.M.","14814","1987","04","24",NA,"Brasil","São Paulo","Santo André","Reserva Biológica do Alto da Serra","-46.538333","-23.663889",NA,NA,"No barranco bem ensolarado",NA,NA,NA,NA,NA,"-46.538333","-23.663889",NA,NA,NA,"Pallaviciniales",NA,NA,NA
"27","2021-03-16 17:56:02-03","UCS","HUCS","42188","PreservedSpecimen","Plantae","Bryophyta","Pallaviciniaceae","Pallavicinia","lyellii","Pallavicinia lyellii","(Hook.) S.F. Gray",NA,"Bordin, J.","1279","2008","11","02",NA,"Brasil","São Paulo","Mogi das Cruzes","Parque das Neblinas, trilha do Mirante","-46.16","-23.757222","800",NA,"rocha, local aberto, ao lado da casa",NA,"800",NA,NA,NA,"-46.16","-23.757222",NA,NA,NA,"Pallaviciniales",NA,NA,NA
"28","2021-03-16 17:56:02-03","UCS","HUCS","41752","PreservedSpecimen","Plantae","Bryophyta","Pallaviciniaceae","Pallavicinia","lyellii","Pallavicinia lyellii","(Hook.) S.F. Gray",NA,"Bordin, J.","639","2007","04","05",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Jardim Botânico de Caxias do Sul, área de mata nativa","-51.1794013977051","-29.1681003570557",NA,NA,"no solo úmido",NA,NA,NA,NA,NA,NA,NA,"49662","auto",NA,"Pallaviciniales",NA,NA,NA
"29","2021-03-16 17:56:02-03","UCS","HUCS","29549","PreservedSpecimen","Plantae","Bryophyta","Pallaviciniaceae","Pallavicinia","lyellii","Pallavicinia lyellii","(Hook.) S.F. Gray","Bordin, J.","Yano, O.","29145","2006","10","04",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","UCS","-51.1794013977051","-29.1681003570557","780",NA,"Associada com Telaranea nematodes&nf;; barranco",NA,"780","2006","11",NA,NA,NA,"49662","auto",NA,"Pallaviciniales",NA,NA,NA
"30","2021-01-18 18:18:10-03","UFES","VIES","45938","S","Plantae",NA,"Pallaviciniaceae","Pallavicinia","lyellii","Pallavicinia lyellii","(Hook.) S.F. Gray","Silva, L.T.P.","Silva, L.T.P.","7","2007","06","28",NA,"Brasil","Espírito Santo","Domingos Martins",NA,"-40.6591987609863","-20.3633003234863",NA,NA,NA,"VIES045938",NA,NA,NA,NA,NA,NA,"48150","auto","VIES045938",NA,NA,NA,NA
"31","2020-10-01 14:25:44-03","JBB","HEPH","25316","S","Plantae","Metzgeriidae","Pallaviciniaceae","Pallavicinia","lyellii","Pallavicinia lyellii","(Hook.) S.F.Gray","Sousa, RV","Carvalho-Silva, M","570","2009","06","11","Southern America","Brasil","Minas Gerais","Jaboticatubas","Parque Nacional, Serra do Cipó, trilha da Cachoeira da Farofa","-43.602778","-19.370833","780",NA,NA,NA,"780","2009",NA,NA,"-43.602778","-19.370833",NA,NA,NA,"Metzgeriales",NA,NA,NA
"32","2019-05-02 10:54:59-03","IBt","SP-BRYOPHYTA","086549","S","Plantae",NA,"Pallaviciniaceae","Pallavicinia","lyellii","Pallavicinia lyellii","(Hook. f.) S.F. Gray","Yano, O.; Peralta, D.F.","Vital, D.M.","284","1964","12","14","Southern America","BRASIL","Goiás","Itaberaí","Córrego Rico","-49.810278","-16.020278","700",NA,"sobre chão brejoso nas cabeceiras do corrego","SP060807","700","2005","07",NA,"-49.810278","-16.020278",NA,NA,NA,NA,NA,NA,NA
"33","2019-05-02 10:54:59-03","IBt","SP-BRYOPHYTA","086631","S","Plantae",NA,"Pallaviciniaceae","Pallavicinia","lyellii","Pallavicinia lyellii","(Hook. f.) S.F. Gray","Hell, K.G.","Vital, D.M.","421","1965","05","29","Southern America","BRASIL","São Paulo","São Paulo","Reserva Florestal da Cantareira, Pico do Pavão","-46.636111","-23.5475","760",NA,NA,"SP061003","760","1966","09","16","-46.636111","-23.5475",NA,NA,NA,NA,NA,NA,NA
"34","2019-05-02 10:54:59-03","IBt","SP-BRYOPHYTA","086898","S","Plantae",NA,"Pallaviciniaceae","Pallavicinia","lyellii","Pallavicinia lyellii","(Hook. f.) S.F. Gray",NA,"Vital, D.M.","858","1966","04","21","Southern America","BRASIL","São Paulo","Caraguatatuba",NA,"-45.43","-23.62","10",NA,"sobre tronco podre nas bordas do riacho","SP061268","10",NA,NA,NA,"-45.43","-23.62",NA,NA,NA,NA,NA,NA,NA
"35","2019-05-02 10:54:59-03","IBt","SP-BRYOPHYTA","087868","S","Plantae",NA,"Pallaviciniaceae","Pallavicinia","lyellii","Pallavicinia lyellii","(Hook. f.) S.F. Gray",NA,"Eiten, G.; Eiten, L.T.","2047","1990","03","13","Southern America","BRASIL","São Paulo","São Paulo","Instituto de Botânica","-46.636111","-23.5475","760",NA,"On dead log on ground mixed","SP062273","760",NA,NA,NA,"-46.636111","-23.5475",NA,NA,NA,NA,NA,NA,NA
"36","2019-05-02 10:54:59-03","IBt","SP-BRYOPHYTA","126055","S","Plantae",NA,"Pallaviciniaceae","Pallavicinia","lyellii","Pallavicinia lyellii","(Hook. f.) S.F. Gray",NA,"Griffin III, D.G.; Vital, D.M.; Yano, O.","271","1974","07","23","Southern America","BRASIL","Amazonas","Manaus","Tarumã Alta","-60.025","-3.101944","90",NA,"associado a Calypogeia rhombifolia (Spruce) Steph., Fissidens prionodes Mont. In shade, on floor of a small cave, near the Tarumã waterfall","SP067314","90",NA,NA,NA,"-60.025","-3.101944",NA,NA,NA,NA,NA,NA,NA
"37","2019-05-02 10:54:59-03","IBt","SP-BRYOPHYTA","126939","S","Plantae",NA,"Pallaviciniaceae","Pallavicinia","lyellii","Pallavicinia lyellii","(Hook. f.) S.F. Gray","Peralta, D.F.","Vital, D.M.","5312","1975","10","23","Southern America","BRASIL","São Paulo","Cananéia","Ilha do Cardoso","-47.939722","-25.016389","20",NA,"Associada a Prionolejeunea aemula (Gott.) A. Evans. On rocky crevices","SP068194","20","2008","08",NA,"-47.939722","-25.016389",NA,NA,NA,NA,NA,NA,NA
"38","2019-05-02 10:54:59-03","IBt","SP-BRYOPHYTA","132783","S","Plantae",NA,"Pallaviciniaceae","Pallavicinia","lyellii","Pallavicinia lyellii","(Hook. f.) S.F. Gray",NA,"Vital, D.M.","7473","1977","07","26","Southern America","BRASIL","Minas Gerais","Congonhas",NA,"-43.857778","-20.499722","870",NA,"in partial shade, on rocky outcrop","SP069409","870",NA,NA,NA,"-43.857778","-20.499722",NA,NA,NA,NA,NA,NA,NA
"39","2019-05-02 10:54:59-03","IBt","SP-BRYOPHYTA","132936","S","Plantae",NA,"Pallaviciniaceae","Pallavicinia","lyellii","Pallavicinia lyellii","(Hook. f.) S.F. Gray",NA,"Vital, D.M.","7858","1978","02","14","Southern America","BRASIL","São Paulo","Santo André","Reserva Biológica de Paranapiacaba","-46.538333","-23.663889","800",NA,"on humid bank, along a stream in a humid forest","SP069571","800",NA,NA,NA,"-46.538333","-23.663889",NA,NA,NA,NA,NA,NA,NA
"40","2019-05-02 10:54:59-03","IBt","SP-BRYOPHYTA","133981","S","Plantae",NA,"Pallaviciniaceae","Pallavicinia","lyellii","Pallavicinia lyellii","(Hook. f.) S.F. Gray","Peralta, D.F.","Vital, D.M.","9776","1981","01","24","Southern America","BRASIL","São Paulo","Cananéia","Ilha do Cardoso","-47.939722","-25.016389","20",NA,"sobre pau podre nos bordos do rio Perequê, próximo á represa","SP070768","20","2010","02",NA,"-47.939722","-25.016389",NA,NA,NA,NA,NA,NA,NA
"41","2019-05-02 10:54:59-03","IBt","SP-BRYOPHYTA","173816","S","Plantae",NA,"Pallaviciniaceae","Pallavicinia","lyellii","Pallavicinia lyellii","(Hook. f.) S.F. Gray",NA,"Yano, O.","3718","1981","07","21","Southern America","BRASIL","São Paulo","Cananéia","Ilha Comprida","-47.939722","-25.016389","20",NA,"No barranco úmido perto do riacho que vem da cachoeira","SP081525","20",NA,NA,NA,"-47.939722","-25.016389",NA,NA,NA,NA,NA,NA,NA
"42","2019-05-02 10:54:59-03","IBt","SP-BRYOPHYTA","207577","S","Plantae",NA,"Pallaviciniaceae","Pallavicinia","lyellii","Pallavicinia lyellii","(Hook. f.) S.F. Gray","Peralta, D.F.","Vital, D.M.","12613","1984","10","23","Southern America","BRASIL","São Paulo","Cananéia","Ilha do Cardoso","-47.939722","-25.016389","20",NA,"No solo humoso e muito úmido, a sombra de arbustos em uma área brejosa","SP089058","20",NA,NA,NA,"-47.939722","-25.016389",NA,NA,NA,NA,NA,NA,NA
"43","2019-05-02 10:54:59-03","IBt","SP-BRYOPHYTA","208891","S","Plantae",NA,"Pallaviciniaceae","Pallavicinia","lyellii","Pallavicinia lyellii","(Hook. f.) S.F. Gray",NA,"Vital, D.M.; Giancotti, C.","13970","1986","09","02","Southern America","BRASIL","São Paulo","Cubatão",NA,"-46.419722","-23.89","5",NA,"Sobre barranco a sombra, ao longo do riacho","SP090726","5",NA,NA,NA,"-46.419722","-23.89",NA,NA,NA,NA,NA,NA,NA
"44","2019-05-02 10:54:59-03","IBt","SP-BRYOPHYTA","220345","S","Plantae",NA,"Pallaviciniaceae","Pallavicinia","lyellii","Pallavicinia lyellii","(Hook. f.) S.F. Gray","Peralta, D.F.","Yano, O.; Wanderley, M.G.L.","10650","1987","09","07","Southern America","BRASIL","Minas Gerais","Santana do Riacho","na Cachoeira Farofa","-43.714444","-19.168889","700",NA,"mata ciliarparedão úmidona cachoeira","SP091715","700","2006","08",NA,"-43.714444","-19.168889",NA,NA,NA,NA,NA,NA,NA
"45","2019-05-02 10:54:59-03","IBt","SP-BRYOPHYTA","220350","S","Plantae",NA,"Pallaviciniaceae","Pallavicinia","lyellii","Pallavicinia lyellii","(Hook. f.) S.F. Gray","Peralta, D.F.","Yano, O.; Wanderley, M.G.L.","10655","1987","09","07","Southern America","BRASIL","Minas Gerais","Santana do Riacho","na Cachoeira Farofa","-43.714444","-19.168889","700",NA,"mata ciliarparedão úmidona cachoeira","SP091720","700","2006","08",NA,"-43.714444","-19.168889",NA,NA,NA,NA,NA,NA,NA
"46","2019-05-02 10:54:59-03","IBt","SP-BRYOPHYTA","220544","S","Plantae",NA,"Pallaviciniaceae","Pallavicinia","lyellii","Pallavicinia lyellii","(Hook. f.) S.F. Gray","Peralta, D.F.","Yano, O.; Wanderley, M.G.L.","10851","1987","09","09","Southern America","BRASIL","Minas Gerais","Santana do Riacho","Serra da Bandeirinha, posto do IBDF","-43.714444","-19.168889","700",NA,"mata ciliarsolo arenoso","SP091234","700","2006","08",NA,"-43.714444","-19.168889",NA,NA,NA,NA,NA,NA,NA
"47","2019-05-02 10:54:59-03","IBt","SP-BRYOPHYTA","434395","S","Plantae",NA,"Pallaviciniaceae","Pallavicinia","lyellii","Pallavicinia lyellii","(Hook. f.) S.F. Gray",NA,"Vital, D.M.","10508","1982","06","03","Southern America","BRASIL","São Paulo","Cananéia","Ilha do Cardoso","-47.939722","-25.016389","20",NA,NA,"SP081752","20",NA,NA,NA,"-47.939722","-25.016389",NA,NA,NA,NA,NA,NA,NA
"48","2015-04-21 05:44:00-03","MO","MOBOT","100562104","PreservedSpecimen","Plantae",NA,"Pallaviciniaceae","Pallavicinia","lyellii","Pallavicinia lyellii","(Hook.) Gray","S. Churchill","Ivan Linneo|A. Rossell","Linneo Foronda 2988","2012","9","19","South America","Bolivia","Beni","Itenez","Cerro San Simón, 0.5 km antes de la mina Manganeso, sobre el camino que va a Tiquin. <2974-2992>","-62.1169445","-13.63","246.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12-14","1",NA
"49","2018-05-09 05:28:00-03","MO","MOBOT","101017376","PreservedSpecimen","Plantae",NA,"Pallaviciniaceae","Pallavicinia","lyellii","Pallavicinia lyellii","(Hook.) Gray",NA,"Barbosa, Ivan Darío","Barbosa 083","2005","4","25","South America","Colombia","Boyacá","Santa María","Quebrada afluente del río Lengupá.","-73.0666667","4.7666667","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
