"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","month","stateProvince","county","minimumElevationInMeters","day","maximumElevationInMeters","decimalLongitude","decimalLatitude","identifiedBy","imagecode","infraspecificEpithet","typeStatus","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","relatedCatalogItem","coordinatePrecision","geoFlag","fieldNumber","individualCount"
"12","2021-03-15 16:37:00-03","NY","NYBG","920247","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","leprieurii","Thelypteris leprieurii","(Hook.) R.M.Tryon","W. R. Anderson","10145","1973","South America","Brazil","Serra Dourada, ca. 17 km (straight line) S of Goiás Velho, ca. 6 km NE of Mossâmedes, in and along margin of forest on lower eastern slope of serra","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987612' target='other'> <mi>dwc_moreinfo</mi></a>","NY00920247","05","Goiás","Goiás","700","12","780","-50.1333","-15.9333","A. R. Smith","NY00920247_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","816053","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","leprieurii","Thelypteris leprieurii leprieurii","(Hook.) R.M.Tryon","A. C. Brade","8449","1926","South America","Brazil","Serra Araribá, Poço Grande, pr. Juquiá.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=807632' target='other'> <mi>dwc_moreinfo</mi></a>","NY00816053","06","São Paulo","Iguape",NA,NA,NA,"-47.5497","-24.7003","A. Salino","NY00816053_01","leprieurii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","4032289","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","leprieurii","Thelypteris leprieurii","(Hook.) R.M.Tryon","G. S. Jenman","s.n.","1895","South America","Guyana","Demerara, British Guiana. Chinabowa, Potaro River.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4336335' target='other'> <mi>dwc_moreinfo</mi></a>","NY04032289",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","4032318","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","leprieurii","Thelypteris leprieurii","(Hook.) R.M.Tryon","J. A. Steyermark","121662","1980","South America","Venezuela","Distrito Arismendi: PENINSULA DE PARIA: between Tacarigua and headwaters of Río Tacarigua, east of Cerro Humo. North of Río Grande Arriba. From ranch house to summit of ridge.","sheet","[Lat. 10° 41-42' N, Long. 62° 36-37' W] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4336364' target='other'> <mi>dwc_moreinfo</mi></a>","NY04032318","02","Sucre",NA,"700","23","900","-62.608","10.692",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","920248","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","leprieurii","Thelypteris leprieurii leprieurii","(Hook.) R.M.Tryon","H. S. Irwin","5882","1964","South America","Brazil","Parque Municipal do Gama, ca. 20 km S of Brasília.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987613' target='other'> <mi>dwc_moreinfo</mi></a>","NY00920248","09","Distrito Federal","Brasília","700","03","1000","-48.0638","-16.01719","A. R. Smith","NY00920248_01","leprieurii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","4032307","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","leprieurii","Thelypteris leprieurii","(Hook.) R.M.Tryon","Collector unknown","s.n.",NA,"South America","Trinidad and Tobago","Trinidad.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4336353' target='other'> <mi>dwc_moreinfo</mi></a>","NY04032307",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","4032323","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","leprieurii","Thelypteris leprieurii","(Hook.) R.M.Tryon","B.R. Chambi","459","2006","South America","Peru","Puerto Maldonado. Pantiacolla.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4336369' target='other'> <mi>dwc_moreinfo</mi></a>","NY04032323","04","Madre de Dios","Manú","750","20",NA,"-71.28","-12.62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","4032282","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","leprieurii","Thelypteris leprieurii","(Hook.) R.M.Tryon","S. S. Tillett","44986","1960","South America","Guyana","British Guiana, upper Mazaruni River Basin, Mt. Ayanganna, NE side","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4336328' target='other'> <mi>dwc_moreinfo</mi></a>","NY04032282","08",NA,NA,"800","01","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","4032326","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","leprieurii","Thelypteris leprieurii","(Hook.) R.M.Tryon","E. P. Killip","25497","1929","South America","Peru","Pichis Trail, Yapas","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4336372' target='other'> <mi>dwc_moreinfo</mi></a>","NY04032326","06","Junín",NA,"1350","28","1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","4032349","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","leprieurii","Thelypteris leprieurii","(Hook.) R.M.Tryon","G. T. Prance","30543","1988","South America","French Guiana","Vicinity of Saül. Eau Clair.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4336396' target='other'> <mi>dwc_moreinfo</mi></a>","NY04032349","06",NA,NA,NA,"21",NA,"-53.2","3.62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","4032322","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","leprieurii","Thelypteris leprieurii","(Hook.) R.M.Tryon","J. A. Steyermark","107150","1973","South America","Venezuela","Sierra Parima: Sierra Parima: Vecindades de Simarawoehi, Río Matacuni. A unos 6-7 Km. al Oeste de la frontera Venezolana-Brasilera. Bordering quebrada north of camp.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4336368' target='other'> <mi>dwc_moreinfo</mi></a>","NY04032322","04","Amazonas",NA,"795","18","830","-64.6","3.82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","4032297","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","leprieurii","Thelypteris leprieurii","(Hook.) R.M.Tryon","B. M. Boom","9206","1989","South America","Guyana","Upper Potaro River region, upper slopes of Mt. Wokomung.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4336343' target='other'> <mi>dwc_moreinfo</mi></a>","NY04032297","07",NA,NA,"1530","13",NA,"-59.83","5.08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-09-29 18:59:00-03","NY","NYBG","816050","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","leprieurii","Thelypteris leprieurii",NA,"A. M. Amorim","1926","1996","South America","Brazil","Reserva Biológica do Mico-leão (IBAMA). Entrada no km 46 da Rod. BA-001 Ilhéus/Una. Coletas efetuadas na picada paralela ao rio Maruim.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=807627' target='other'> <mi>dwc_moreinfo</mi></a>","NY00816050","01","Bahia","Una",NA,"24",NA,"-39.08","-15.15","A. R. Smith","NY00816050_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1580370","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","leprieurii","Thelypteris leprieurii","(Hook.) R.M.Tryon","D. Sanín","5174","2011","South America","Colombia","Vereda Venados Abajo, camino de la cabaña de Venados a la vereda Alto Bonito, al frente de la cabaña, Parque Nacional Natural Las Orquídeas, bosque al borde del camino",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1661613' target='other'> <mi>dwc_moreinfo</mi></a>","NY01580370","07","Antioquia","Frontino","900","24","920","-76.3208","6.53628","R. C. Moran",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","4032312","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","leprieurii","Thelypteris leprieurii","(Hook.) R.M.Tryon","W. Meier","7821","2000","South America","Venezuela","Límites Distrito Nirgua-Distrito San Felipe. Al noroeste de Nirgua: Montaña El Zapatero, parte suroeste: Fila Jaiguao y extensión al este (según mapa de la Cartografía Nacional 1977, Hoja 6446).","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4336358' target='other'> <mi>dwc_moreinfo</mi></a>","NY04032312","12","Yaracuy",NA,"1100","28","1400","-68.6417","10.23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","4032304","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","leprieurii","Thelypteris leprieurii","(Hook.) R.M.Tryon","J. T. Mickel","9606","1984","South America","Trinidad and Tobago","Trinidad. 10 1/4 Mile Gulley on Blanchesseuse road.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4336350' target='other'> <mi>dwc_moreinfo</mi></a>","NY04032304","07",NA,NA,"701","15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","816055","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","leprieurii","Thelypteris leprieurii leprieurii","(Hook.) R.M.Tryon","J. Campos","3888","1997","South America","Peru","San José de Lourdes. Localidad Laurel.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=560379' target='other'> <mi>dwc_moreinfo</mi></a>","NY00816055","05","Cajamarca","San Ignacio","1500","17","1600","-78.95","-5.01666667","A. R. Smith",NA,"leprieurii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","4032294","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","leprieurii","Thelypteris leprieurii","(Hook.) R.M.Tryon","T. W. Henkel","4203","1993","South America","Guyana","Pakaraima Mts, Mt. Wokomung; Suruwabaru Creek, hills E adjacent creek 1-2 km from Yuarba Creek.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4336340' target='other'> <mi>dwc_moreinfo</mi></a>","NY04032294","11","Potaro-Siparuni",NA,"800","08","850","-59.9","5.03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","4032324","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","leprieurii","Thelypteris leprieurii","(Hook.) R.M.Tryon","H. H. van der Werff","18185","2003","South America","Peru","Along road Chatarra-Pto. Bermudez.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4336370' target='other'> <mi>dwc_moreinfo</mi></a>","NY04032324","07","Pasco","Oxapampa","700","09",NA,"-75.05","-10.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","816054","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","leprieurii","Thelypteris leprieurii","(Hook.) R.M.Tryon","D. Clarke","5202","1997","South America","Guyana","Paruima, 5km W; near campo on trail to Ararata savanna.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=807633' target='other'> <mi>dwc_moreinfo</mi></a>","NY00816054","07","Cuyuni-Mazaruni",NA,"685","02","685","-61.1","5.8","G. S. McKee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","4032285","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","leprieurii","Thelypteris leprieurii","(Hook.) R.M.Tryon","G. S. Jenman","s.n.",NA,"South America","Guyana","Guiana.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4336331' target='other'> <mi>dwc_moreinfo</mi></a>","NY04032285",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","4032357","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","leprieurii","Thelypteris leprieurii","(Hook.) R.M.Tryon","J.-J. de Granville","8546","1986","South America","French Guiana","Mont Galbao. Pente entre Crique Mana et le sommet.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4336404' target='other'> <mi>dwc_moreinfo</mi></a>","NY04032357","01",NA,NA,"400","10",NA,"-53.28","3.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","4032284","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","leprieurii","Thelypteris leprieurii","(Hook.) R.M.Tryon","G. S. Jenman","s.n.",NA,"South America","Guyana","Guiana.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4336330' target='other'> <mi>dwc_moreinfo</mi></a>","NY04032284",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","4032301","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","leprieurii","Thelypteris leprieurii","(Hook.) R.M.Tryon","A. Fendler","17","1878","South America","Trinidad and Tobago","Trinidad.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4336347' target='other'> <mi>dwc_moreinfo</mi></a>","NY04032301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","816052","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","leprieurii","Thelypteris leprieurii leprieurii","(Hook.) R.M.Tryon","A. C. Brade","8449","1926","South America","Brazil","Serra Araribá, Poço Grande, pr. Juquiá.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=807631' target='other'> <mi>dwc_moreinfo</mi></a>","NY00816052","06","São Paulo","Iguape",NA,NA,NA,"-47.5497","-24.7003","A. Salino","NY00816052_01","leprieurii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","4032339","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","leprieurii","Thelypteris leprieurii","(Hook.) R.M.Tryon","W. D. Rodríguez-Duque","5435","2005","South America","Colombia","Mpio Caramanta. Sector Cuchilla Potrerito, límites con Valparaíso","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4336386' target='other'> <mi>dwc_moreinfo</mi></a>","NY04032339","04","Antioquia",NA,"2540","15",NA,"-75.66033","5.578",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","4032354","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","leprieurii","Thelypteris leprieurii","(Hook.) R.M.Tryon","J.-J. de Granville","14151","2000","South America","French Guiana","Pic Matécho, zone sommitale 2.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4336401' target='other'> <mi>dwc_moreinfo</mi></a>","NY04032354","09",NA,NA,"420","16",NA,"-53.03","3.75",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","4032287","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","leprieurii","Thelypteris leprieurii","(Hook.) R.M.Tryon","G. S. Jenman","s.n.",NA,"South America","Guyana","Guiana.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4336333' target='other'> <mi>dwc_moreinfo</mi></a>","NY04032287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1016032","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","leprieurii","Thelypteris leprieurii leprieurii","(Hook.) R.M.Tryon","P. H. Labiak E.","3693","2006","South America","Brazil","Serra do Peito de Moça. Estrada que liga Arataca à Una, ramal ca. 22.4 km de Arataca com entrada no Assentamento Santo Antônio. RPPN Caminho das Pedras'.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1140203' target='other'> <mi>dwc_moreinfo</mi></a>","NY01016032","08","Bahia","Arataca","750","06","750","-39.3417","-15.1736","F. B. Matos","NY01016032_01","leprieurii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","920249","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","leprieurii","Thelypteris leprieurii leprieurii","(Hook.) R.M.Tryon","H. S. Irwin","18233","1966","South America","Brazil","30 km S. of Brasília, D.F., on road to Belo Horizonte.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=987614' target='other'> <mi>dwc_moreinfo</mi></a>","NY00920249","07","Distrito Federal","Brasília",NA,"15",NA,"-47.8","-16.05","C. V. Morton; D. B. Lellinger","NY00920249_01","leprieurii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","4032330","PreservedSpecimen","Plantae","Pteridophyta","Polypodiales","Thelypteridaceae","Thelypteris","leprieurii","Thelypteris leprieurii","(Hook.) R.M.Tryon","H. H. van der Werff","11296","1989","South America","Ecuador","Along new road Mendez-Morona, km 15.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4336376' target='other'> <mi>dwc_moreinfo</mi></a>","NY04032330","08","Morona-Santiago",NA,"800","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
