"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","previousCatalogNumber","infraspecificEpithet","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","typeStatus","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","02175724","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.",NA,"G. Martinelli","1980","06","27","Brazil","Pará","Oriximiná","Rio Mapuera, entre as cachoeiras do Patauá e Paraíso Grande","-58.088665","-0.4916751",NA,NA,"80","80","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2328553' target='other'> <mi>dwc_moreinfo</mi></a>","NY02175724","NY02175724_01",NA,NA,NA,"7219",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","2175747","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.",NA,"M. A. S. da Costa","1995","01","03","Brazil","Amazonas",NA,"solo arenoso, pequena população com indivíduos distantes entre si","-59.966667","-2.883333",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2328578' target='other'> <mi>dwc_moreinfo</mi></a>","NY02175747","NY02175747_01",NA,NA,NA,"58",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","778023","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta erecta","L.","C. H. L. Sastre","L. P. de Queiroz","1994","10","11","Brazil","Bahia","Barreiras","Rio de Janeiro, próximo à Cachoeira do Acaba-vida, a ca. 19 km da BR-242 na estrada para Cotias, entrando na BR-242 a ca. 70 km W de Barreiras","-45.48","-11.87",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=743783' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778023","NY00778023_01",NA,NA,NA,"4095",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,"erecta",NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00972601","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.","C. H. L. Sastre","W. R. Anderson","1973","04","30","Brazil","Goiás","Caiapônia","Serra do Caiapó, ca. 12 km (straight line) S of Caiapônia.","-51.81666667","-17.0566",NA,NA,"860","860","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1114363' target='other'> <mi>dwc_moreinfo</mi></a>","NY00972601","NY00972601_01",NA,NA,NA,"9517",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","642199","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.","J. J. Wurdack","G. Eiten","1961","01","07","Brazil","São Paulo","Sao Paulo","Parque do Estado (on old maps Parque de Agua Funda), grounds of the Instituto de Botânica. 9.7 km south and 0.8 km east of center of Sao Paulo (Praça da Sé); about 100 m north of Adminstration Buildings","-46.63","-23.6",NA,NA,"760","760","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414974' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642199","NY00642199_01",NA,NA,NA,"2481",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","642215","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.","S. M. Silva","G. Gatti","1998","01","19","Brazil","Paraná","Guaraqueçaba","Reserva Natural Salto Marato, Trilha do Bracinho","-48.32","-25.27",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414983' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642215","NY00642215_01",NA,NA,NA,"214",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00972616","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.",NA,"C. E. O. Kuntze","1892","07",NA,"Brazil","Mato Grosso",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1114164' target='other'> <mi>dwc_moreinfo</mi></a>","NY00972616","NY00972616_01",NA,NA,NA,NA,NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","642213","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.","R. Reitz","R. Reitz","1956","01","19","Brazil","Santa Catarina","Palhoça","Piloes","-48.694057","-27.77489",NA,NA,"200","200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414971' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642213","NY00642213_01",NA,NA,NA,"2451",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","642225","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta erecta","L.",NA,"R. M. Harley","1974","01","25","Brazil","Bahia",NA,"About 2 km N of the town of Rio de Contas in flood plain of the Rio Brumado","-41.83","-13.58",NA,NA,"980","980","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=475470' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642225","NY00642225_01",NA,NA,NA,"15488",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,"erecta",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00972605","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.",NA,"R. M. Harley","1968","10","03","Brazil","Mato Grosso",NA,"Correga do Gato, c. 51 km along the road S. of Base Camp.","-51.77","-12.82",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1114080' target='other'> <mi>dwc_moreinfo</mi></a>","NY00972605","NY00972605_01",NA,NA,NA,"10442",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","2175749","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.",NA,"G. T. Prance","1971","11","01","Brazil","Amazonas",NA,"Basin of Rio Negro. Road Camanaus-Uaupés near Camanaus","-66.9356","-0.1483",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2328580' target='other'> <mi>dwc_moreinfo</mi></a>","NY02175749","NY02175749_01",NA,NA,NA,"15975",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","2176052","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.",NA,"G. T. Prance","1971","10","16","Brazil","Amazonas",NA,"Tapuruquara beside road to airport.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2328583' target='other'> <mi>dwc_moreinfo</mi></a>","NY02176052","NY02176052_01",NA,NA,NA,"15323",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00972597","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.","B. Maguire","H. S. Irwin","1965","11","25","Brazil","Distrito Federal","Brasília","10 km W. of Taguatinga, on road to Brazlândia.","-48.13","-15.8",NA,NA,"1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1114388' target='other'> <mi>dwc_moreinfo</mi></a>","NY00972597","NY00972597_01",NA,NA,NA,"10644",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00972617","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.",NA,"A. Amaral","1998","10","15","Brazil","Mato Grosso do Sul","Anaurilândia","MS 274, à ± 30 km de Bataguassu. Distrito de Quebracho. Divisa Bataguassu-Anaurilândia. Córrego Quebracho.","-52.5097","-21.9964",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1114129' target='other'> <mi>dwc_moreinfo</mi></a>","NY00972617","NY00972617_01",NA,NA,NA,"214",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01198192","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.","O. Kosovsky","A. M. V. de Carvalho","2002","03","16","Brazil","Alagoas","Murici","Murici: Bananeiras.","-35.8797","-9.2244",NA,NA,"572","572","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1411547' target='other'> <mi>dwc_moreinfo</mi></a>","NY01198192","NY01198192_01",NA,NA,NA,"7094",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","2176065","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.",NA,"J. M. Pires","1961","09","16","Brazil","Amapá",NA,"Rio Araguari, 20 minutes downriver from Porto Platón","-51.37","0.73",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2328601' target='other'> <mi>dwc_moreinfo</mi></a>","NY02176065","NY02176065_01",NA,NA,NA,"50967",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1550995","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.","A. M. Amorim","L. A. Mattos Silva","1979","03","15","Brazil","Bahia","Ilhéus","Km 1 do ramal que liga a Rod BR-415 (trecho Ilhéus/Itabuna) ao Pov. de Japu, com entrada a 13 km de Ilhéus.","-39.0492","-14.7892",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1838690' target='other'> <mi>dwc_moreinfo</mi></a>","NY01550995","NY01550995_01",NA,NA,NA,"313",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","02057922","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.","M. F. González Giraldo","J. C. Betancur","2011","01","25","Colombia","Antioquia","Urrao","Corregimiento La Encarnación, vereda Calles, Parque Nacional Natural Las Orquídeas, frente a la cabaña de Calles","-76.25233","6.51919",NA,NA,"1357",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1500327' target='other'> <mi>dwc_moreinfo</mi></a>","NY02057922","NY02057922_01",NA,NA,NA,"14599",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","2175734","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.",NA,"J. H. Kirkbride Jr.","1977","02","15","Brazil","Pará",NA,"Base of Cachoeira do Curua, on Rio Curua, in area of constant spray and high humidity",NA,NA,NA,NA,"270","270","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2328564' target='other'> <mi>dwc_moreinfo</mi></a>","NY02175734","NY02175734_01",NA,NA,NA,"2796",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","2175748","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.",NA,"G. T. Prance","1971","07","11","Brazil","Amazonas",NA,"Rio Ituxi, lake west of Boca do Curuquetê.","-65.6833","-8.3167",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2328579' target='other'> <mi>dwc_moreinfo</mi></a>","NY02175748","NY02175748_01",NA,NA,NA,"14102",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00972594","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.","B. Maguire","H. S. Irwin","1965","12","03","Brazil","Goiás","Corumbá de Goiás","Serra dos Pirineus, ca. 5 km S. of Corumbá de Goiás","-48.8086","-15.96878",NA,NA,"1000","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1114406' target='other'> <mi>dwc_moreinfo</mi></a>","NY00972594","NY00972594_01",NA,NA,NA,"10976",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00972611","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.","C. H. L. Sastre","E. P. Heringer","1961","05","15","Brazil","Distrito Federal","Brasilia","Fundaçao Zoobotânica","-47.9294","-15.7797",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1114353' target='other'> <mi>dwc_moreinfo</mi></a>","NY00972611","NY00972611_01",NA,NA,NA,"8325/519",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","642234","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.",NA,"B. Løjtnant","1979","05","17","Ecuador","Pastaza",NA,"Montalvo, within the military camp.","-76.97","-2.08",NA,NA,"250","250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=415004' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642234",NA,NA,NA,NA,"13307",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","642207","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.","C. H. L. Sastre","R. M. Harley","1980","05","25","Brazil","Bahia",NA,"Serras dos Lençois. Serra da Larguinha, ca. 2 km NE of Caeté-Açu (Capao Grande).","-41.48","-12.6",NA,NA,"1000","1400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414970' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642207","NY00642207_01",NA,NA,NA,"22595",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","02175738","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.",NA,"G. T. Prance","1969","02","14","Brazil","Roraima",NA,"Serra dos Surucucus","-63.55","2.7",NA,NA,"1800","1800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2328569' target='other'> <mi>dwc_moreinfo</mi></a>","NY02175738","NY02175738_01",NA,NA,NA,"9877",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","642222","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.","E. F. Guimarães","B. D. Sucre","1967","10","25","Brazil","Rio de Janeiro",NA,"Mata do Sumari",NA,NA,NA,NA,"300","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414978' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642222","NY00642222_01",NA,NA,NA,"1724",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","2175726","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.",NA,"G. L. Sobel","1984","10","17","Brazil","Pará",NA,"Ilha do Marajó, Sitio Campina on river Pracuuba-mirím, ca. 1 hour by boat upstream from São Sebastião de Boa Vista","-49.6395457","-1.6123151",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2328556' target='other'> <mi>dwc_moreinfo</mi></a>","NY02175726","NY02175726_01",NA,NA,NA,"4664",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","02175722","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.",NA,"G. T. Prance","1967","02","18","Brazil","Roraima",NA,"Plateau of Serra Tepequem","-61.726002","3.785408",NA,NA,"1200","1200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2328551' target='other'> <mi>dwc_moreinfo</mi></a>","NY02175722","NY02175722_01",NA,NA,NA,"4509",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","2176063","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.",NA,"D. F. Austin","1979","10","23","Brazil","Amapá",NA,"Arredores da Agua Fria e Igarapé Agua Fria.","-51.9778","0.8058",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2328599' target='other'> <mi>dwc_moreinfo</mi></a>","NY02176063","NY02176063_01",NA,NA,NA,"7191",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","645078","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.","M. Sobral","M. Sobral","1983","06","03","Brazil","Rio Grande do Sul","Torres","Torres","-49.7267","-29.3356",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414946' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645078","NY00645078_01",NA,NA,NA,"2108",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00972618","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.",NA,"D. Philcox","1968","01","14","Brazil","Goiás","Aragarças","Km 16 N. of Aragarças on Xavantina road.","-52.25","-15.85",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1114168' target='other'> <mi>dwc_moreinfo</mi></a>","NY00972618","NY00972618_01",NA,NA,NA,"4033",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","642239","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta coriacea","Sastre","M. do C. E. Amaral","R. M. Harley","1991","12","21","Brazil","Bahia","Abaíra","Agua Limpa","-41.87","-13.3",NA,NA,"1350","1650","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=342343' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642239","NY00642239_01",NA,NA,NA,"H50222",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,"coriacea",NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","642212","PreservedSpecimen","Plantae","Ochnaceae","Sauvagesia","erecta","Sauvagesia erecta","L.","L. B. Smith","R. Reitz","1957","11","08","Brazil","Santa Catarina","Joinville","Palácio Episcopal","-48.8456","-26.3044",NA,NA,"30","30","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=414986' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642212","NY00642212_01",NA,NA,NA,"5666",NA,NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
