"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","dayIdentified","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"11","2020-06-29 11:32:52-03","UFRJ","RFA","15766","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","M.C. Vianna","P. Occhioni","6846","1975","01",NA,NA,"Brasil","Rio de Janeiro","Guapimirim","Serra dos Órgãos, loc. Limoeiro, Rio Soberbo","-42.9818992614746","-22.5372009277344",NA,NA,NA,"Arvoreta 6 m altura, flor amarelo-ouro","RFA51069",NA,NA,NA,NA,NA,"21463","auto",NA,NA,NA,NA,NA,NA
"12","2020-11-24 17:11:09-03","UTFPR","DVPR","577","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Rau, TG","Rau, TG","s.n.","2012","12","22",NA,"Brasil","Paraná","Paranaguá","Margem da Rdovia Café Gov. Ney Braga","-48.5092010498047","-25.5200004577637",NA,NA,NA,"Arbórea 15 m, folhas verdes, algumas folhas amarelas.","DVPR000577","DVPR000577","2012","12",NA,NA,"24916","auto","22",NA,NA,NA,NA,NA
"13","2019-12-04 15:25:58-03","PUCPR","HUCP","20930","S","Plantae","Eudicotiledonea",NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Selusniaki, M","Selusniaki, M","2299","2009","03",NA,NA,"Brasil","Paraná","Curitiba","São Francisco","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00019698","HUCP00019698",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"14","2019-12-04 15:25:58-03","PUCPR","HUCP","18875","S","Plantae","Eudicotiledonea",NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Bonaldi, R","Bonaldi, R","321","2008","01","16",NA,"Brasil","Paraná","Paranaguá","Tinguçu","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"HUCP00019287","HUCP00019287",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA
"15","2019-12-04 15:25:58-03","PUCPR","HUCP","20928","S","Plantae","Eudicotiledonea",NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Selusniaki, M","Selusniaki, M","2300","2009","03",NA,NA,"Brasil","Paraná","Curitiba","São Francisco","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"HUCP00019580","HUCP00019580",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA
"16","2020-02-08 10:08:27-03","NBC","NL-BOTANY","L.2158951","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.",NA,"Hatschbach GG",NA,"1967","12","13","Southern America","Brazil",NA,NA,"Paraná, Mun. Antonina, Batel.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2158951 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2158951","NL-L2158951",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"17","2020-02-08 10:08:27-03","NBC","NL-BOTANY","L.2158952","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.",NA,"Hatschbach GG",NA,"1960","01","03","Southern America","Brazil",NA,NA,"Paraná, Paranagua, Alexandra.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2158952 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2158952","NL-L2158952",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"18","2020-02-08 10:08:27-03","NBC","NL-BOTANY","L.2158953","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.",NA,"Hatschbach GG",NA,"1968","01","30","Southern America","Brazil",NA,NA,"Paraná, Mun Guaraqueçaba, Rio do Cedro.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2158953 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2158953","NL-L2158953",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"19","2020-02-08 10:08:27-03","NBC","NL-BOTANY","U.1769369","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.",NA,"Rizzini CT",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Estrada para, Campo das Antas, a allura do km 1, Estado do Rio.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1769369 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1769369","NL-U1769369",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"20","2020-02-08 10:08:27-03","NBC","NL-BOTANY","U.1769370","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.",NA,"Kuhlmann M",NA,"1945","04","16","Southern America","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1769370 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1769370","NL-U1769370",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0098264",NA,NA,NA
"21","2020-02-08 10:08:27-03","NBC","NL-BOTANY","U.1769371","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.",NA,"Hatschbach GG",NA,"1960","01","03","Southern America","Brazil",NA,NA,"Paraná, Paranagua, Alexandra.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1769371 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1769371","NL-U1769371",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"22","2020-02-08 10:08:27-03","NBC","NL-BOTANY","U.1769372","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.",NA,"Hatschbach GG",NA,"1960","01","03","Southern America","Brazil",NA,NA,"Paraná, Paranagua, Alexandra.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1769372 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1769372","NL-U1769372",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"23","2020-02-08 10:08:27-03","NBC","NL-BOTANY","U.1769373","PreservedSpecimen","Plantae",NA,"Myrtales","Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.",NA,"Hatschbach GG; Silva JM",NA,"1991","01","23","Southern America","Brazil",NA,NA,"Rio Bananal (mun. Guaraquecaba) Parana.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1769373 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1769373","NL-U1769373",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"24","2020-11-04 11:20:59-03","ESALQ","ESA","20843","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Barbosa, A.R.","Hoffmann, J.R.R.; Sanches, C.D.; Bastos, E.B.; Gorenstein, M.R.; Pereira, V.F.","53.0","1994","09","08",NA,"Brasil","São Paulo","Cananéia","Ilha Comprida. Estrada entre a balsa e a Praia da Ilha Comprida. Área de mata de restinga com transição para dunas.","-479.119",NA,NA,NA,NA,"Árvore, ca. 6 m alt.; frutos imaturos verdes.","ESA020843","ESA020843",NA,NA,"-479,119","-25,017,778",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-04 11:20:59-03","ESALQ","ESA","16487","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Hatschbach, G.","Ribas, O.S. ; Hatschbach, G.","27.0","1989","01","22",NA,"Brasil","Paraná","Antonina",NA,"-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"ESA016487","ESA016487","1989","01",NA,NA,"38300","auto","01",NA,NA,NA,NA,NA
"26","2020-11-04 11:20:59-03","ESALQ","ESA","16404","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Hatschbach, G.","Hatschbach, G. ; Silva, J.M.","54890.0","1991","01","23",NA,"Brasil","Paraná","Guaraqueçaba",NA,"-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"ESA016404","ESA016404","1991","01",NA,NA,"37295","auto","01",NA,NA,NA,NA,NA
"27","2020-11-04 11:20:59-03","ESALQ","ESA","99682","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata",NA,NA,"Braga, J.M.A.","1778.0","1995","01","24",NA,"Brasil","Rio de Janeiro","Silva Jardim",NA,"-42.3917007446289","-22.6508007049561",NA,NA,NA,NA,"ESA099682","ESA099682",NA,NA,NA,NA,"29995","auto",NA,NA,NA,NA,NA,NA
"28","2020-11-04 11:20:59-03","ESALQ","ESA","4797","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Catharino, E.L.M.","Catharino, E.L.M. ; Jaramillo, C.B.J.","555.0","1985","12","11",NA,"Brasil","São Paulo","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"ESA004797","ESA004797","1986","04",NA,NA,"55628","auto","18",NA,NA,NA,NA,NA
"29","2020-11-04 11:20:59-03","ESALQ","ESA","4798","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Barbosa, A.R.","Catharino, E.L.M.","804.0","1986","05","22",NA,"Brasil","São Paulo","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"ESA004798","ESA004798",NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:20:59-03","ESALQ","ESA","29140","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Ivanauskas, N.M.","Ivanauskas, N.M.","245.0","1995","07","20",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA029140","ESA029140",NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:20:59-03","ESALQ","ESA","29650","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Ivanauskas, N.M.","Ivanauskas, N.M.",NA,"1995","02","10",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA029650","ESA029650",NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:20:59-03","ESALQ","ESA","29141","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Ivanauskas, N.M.","Ivanauskas, N.M.","459.0","1995","09","30",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA029141","ESA029141",NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:20:59-03","ESALQ","ESA","73212","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata",NA,NA,"Ivanauskas, N.M. et al.","4519.0","2001","09","16",NA,"Brasil","São Paulo","São Sebastião",NA,"-45.4099998474121","-23.7600002288818",NA,NA,NA,NA,"ESA073212",NA,NA,NA,NA,NA,"41977","auto",NA,NA,NA,NA,NA,NA
"34","2015-07-02 14:04:33-03","JBP","HPL","9195","S","Plantae",NA,NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata",NA,"H. Lorenzi","H. Lorenzi","188","1993","04","28",NA,"Brasil","SP","Eldorado","Coletado na estrada para Sete Barras sentido Eldorado.","-48.1","-24.52",NA,NA,NA,NA,NA,NA,"1993","04",NA,NA,"38804","auto","28",NA,NA,NA,NA,NA
"35","2015-07-02 14:04:33-03","JBP","HPL","8748","S","Plantae",NA,NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata",NA,"E. R. Salviani","E. R. Salviani","301","1998","09","12",NA,"Brasil","SP","Jacupiranga","Coletado na estrada para Eldorado.","-48","-24.69",NA,NA,NA,NA,NA,NA,"1998","09",NA,NA,"35797","auto","12",NA,NA,NA,NA,NA
"36","2015-07-02 14:04:33-03","JBP","HPL","8749","S","Plantae",NA,NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata",NA,"H. Lorenzi","H. Lorenzi","1349","1994","02","18",NA,"Brasil","SP","Juquiá","Coletado na estrada Tapirai-Juquiá.","-47.63","-24.32",NA,NA,NA,NA,NA,NA,"1994","02",NA,NA,"32505","auto","18",NA,NA,NA,NA,NA
"37","2015-07-02 14:04:33-03","JBP","HPL","8750","S","Plantae",NA,NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata",NA,"H> Lo","H. Lorenzi","1582","1994","06","21",NA,"Brasil","SP","Juquiá","Coletado na estrada para Iapiraí; em baixo da serra.","-47.63","-24.32",NA,NA,NA,NA,NA,NA,"1994","06",NA,NA,"32505","auto","21",NA,NA,NA,NA,NA
"38","2019-02-15 11:52:07-02","IPA","IPA","52653","S","Plantae","Plantae",NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Hatschbach, G.","Ribas, O.S.; Hatschbach, G.; Hatschbach, G.","27","1989","01","22","Southern America","Brasil","Paraná","Antonina","Reserva Biológica de Sapitanduva","-48.7118988037109","-25.4286003112793",NA,NA,NA,"Árvore 10-15m, flores amarelas.","IPA0052653",NA,"1989",NA,NA,NA,"38300","auto",NA,NA,NA,NA,NA,NA
"39","2019-08-27 13:34:23-03","IAP","PACA-AGP","100166","PreservedSpecimen","Plantae","Magnoliophyta","Polygalales","Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.",NA,"C. Luchiari","295","1994","02","10",NA,"Brasil","RJ","Silva Jardim","reserva Biológica de Poço das Antas, estr. Juturnaiba, esquerda Km 0.","-42.3917007446289","-22.6508007049561",NA,NA,NA,"Jardim Botânico do Rio de Janeiro - RB 365736. Árvore com cerca de 16 m, heliófita, folha discolor, botão amarelo, flores abertas, avermelhadas, fruto muito jovem verde claro.","PACA100166",NA,NA,NA,NA,NA,"29995","auto",NA,"Magnoliopsida",NA,NA,NA,NA
"40","2019-08-27 13:34:23-03","IAP","PACA-AGP","103458","PreservedSpecimen","Plantae","Magnoliophyta","Polygalales","Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.",NA,"J.M.A. Braga","1778","1995","01","24",NA,"Brasil","RJ","Silva Jardim","Reserva Biológica de Poço das Antas, trilha do Pau Preto, margem do rio Pau Preto.","-42.3917007446289","-22.6508007049561",NA,NA,NA,"Árvore com 20 m de alt., folhas breve discolores e cartaceas. Inflorescências com reque verde-clara. Flores amarelas.&nf;RB 310222 Habitat: base de encosta. Mata alterada densa.","PACA103458",NA,NA,NA,NA,NA,"29995","auto",NA,"Magnoliopsida",NA,NA,NA,NA
"41","2019-11-21 14:49:03-03","UFJF","CESJ","68187","PreservedSpecimen","Plantae","Angiosperma",NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","V.A. Campos","V.A. Campos","s.n.","2014",NA,NA,"América do Sul","Brasil","Minas Gerais","Lima Duarte","RPPN Fazenda da Serra","-43.793098449707","-21.8425006866455",NA,NA,NA,"Árvore, ca 27m. Indivíduo FS1595. Dentro da parcela 23 da fitossociologia. Altitude 1070 m.s.m.","CESJ068187",NA,"2014",NA,NA,NA,"30417","auto",NA,NA,NA,NA,NA,NA
"42","2021-04-07 11:49:22-03","UFMS","CGMS","13031","PreservedSpecimen","Plantae",NA,NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.",NA,"M. Cazaro",NA,"2004","09",NA,NA,"Brasil","Mato Grosso","Cuiabá","Chapada dos Guimarães e Campo Verde.","-56.0966987609863","-15.5960998535156",NA,NA,NA,"Flor amarela. Habitat: Cerrado. Habito: Árvore.","CGMS1042420",NA,NA,NA,NA,NA,"74875","auto",NA,NA,NA,NA,NA,NA
"43","2019-11-27 13:53:22-03","UFS","ASE","28058","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Shimizu, GH","Sakai, L","32629","1995","11","07","Southern America","Brasil","São Paulo","Cananéia","Estrada Parequera-Açú, 4 km estrada de terra. 24 52 46, 47 51 03.","-47.550054","-25.0054",NA,NA,NA,"mata de encosta, restinga, árvore 15m, flores amarelas.","ASE0032344",NA,"2014","06","-47.550054","-25.0054",NA,NA,"17",NA,NA,NA,NA,NA
"44","2019-08-20 10:28:18-03","UNICAMP","UEC","144410","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Camargo, R","Camargo, R; Silva, MJ; Dias, AS","356","2006","11","20",NA,"Brazil","São Paulo","Cananéia","Fazenda Folha Larga, Na borda da mata.","-24.883333","-47.916667","100","100",NA,"Árvore, cerca de 10m de altura; flores amarelas.",NA,NA,"2006","12","-24.883333","-47.916667",NA,NA,"09",NA,NA,NA,NA,NA
"45","2019-08-20 10:28:18-03","UNICAMP","UEC","144428","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Dias, AS; Silva, MJ","Silva, JM; Dias, AS; Camargo, R","939","2006","11","20",NA,"Brazil","São Paulo","Cananéia","Fazenda Folha Larga, Em trilha no interior da mata.","-47.916667","-24.883333","100","100",NA,"Árvore com cerca de 12,0 m de altura; flores amarelas.",NA,NA,"2006","12","-47.916667","-24.883333",NA,NA,"09",NA,NA,NA,NA,NA
"46","2021-02-12 10:04:35-03","UNICAMP","UEC","145544","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Yamamoto, K","Polisel, RT; Ivanauskas, NM; Lattore, RPS; Rocha, E","636","2008","03","30",NA,"Brazil","São Paulo","Bananal","Estação Ecológica de Bananal, Próximo a cachoeirra Sete Quedas (SAD 69,Zona 23K)","-44.366667","-22.806667","1115","1115",NA,"Árvore de 7m,flores e botões florais amarelos",NA,NA,"2008","06","-44.366667","-22.806667",NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-01 16:43:17-03","UNICAMP","UEC","151937","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Shimizu, GH","Quinet, A","1069","2006","07","20",NA,"Brazil","Rio de Janeiro","Cachoeiras de Macacu","São José da Boa Morte","-42.654167","-22.542778",NA,NA,NA,"Árvore de 12m de altura. Folhas discolores verdes cartáceas. Flores com pétalas amarelas. Semi-heliófila.","UEC049757",NA,"2014","04","-42.654167","-22.542778",NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-01 16:43:17-03","UNICAMP","UEC","152103","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.",NA,"Silva, AFS","2577","2006","04","25",NA,"Brazil","Minas Gerais",NA,"PESB, Parque Estadual Serra do Brigadeiro. Fazenda da Neblina.",NA,NA,"1300","1300",NA,"Árvore de 25m; folhas verde-amareladas luzidias na face superior.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-01 16:43:17-03","UNICAMP","UEC","161014","S","Plantae","Magnoliopsida",NA,"Vochysiaceae","Vochysia","bifalcata","Vochysia bifalcata","Warm.","Shimizu, GH","Stefani, EJF; Belinello, R; Galvão, JC","136","2010","06","01",NA,"Brazil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar.","-45.524167","-23.623611","50","90",NA,"Árvore com 27 m.; Mata Atlântica.","UEC005705","UEC005705","2010","12","-45.524167","-23.623611",NA,NA,NA,NA,NA,NA,NA,NA
