"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","decimalLongitude","decimalLatitude","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","class","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount"
"11","2020-02-08 08:58:23-03","NBC","NL-BOTANY","L.1432157","PreservedSpecimen","Plantae",NA,"Commelinales","Commelinaceae","Callisia","umbellulata","Callisia umbellulata","Lam.",NA,"Smith HH",NA,"1898","01","01","Southern America","Colombia",NA,NA,"Santa Marta.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1432157 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1432157",NA,NA,"NL-L1432157",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"12","2020-02-08 08:58:23-03","NBC","NL-BOTANY","L.1432158","PreservedSpecimen","Plantae",NA,"Commelinales","Commelinaceae","Callisia","umbellulata","Callisia umbellulata","Lam.",NA,"Smith HH",NA,"1898","02","01","Southern America","Colombia",NA,NA,"Santa Marta.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1432158 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1432158",NA,NA,"NL-L1432158",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"13","2020-02-08 08:58:23-03","NBC","NL-BOTANY","U.1209946","PreservedSpecimen","Plantae",NA,"Commelinales","Commelinaceae","Callisia","umbellulata","Callisia umbellulata","Lam.",NA,"Smith HH",NA,"1898","01","01","Southern America","Colombia",NA,NA,"Santa Marta.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1209946 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1209946",NA,NA,"NL-U1209946",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"14","2020-02-08 08:58:23-03","NBC","NL-BOTANY","U.1209947","PreservedSpecimen","Plantae",NA,"Commelinales","Commelinaceae","Callisia","umbellulata","Callisia umbellulata","Lam.",NA,"Belshaw CM",NA,"1937","08","25","Southern America","Peru",NA,NA,"Department San Martin, District San Martin, near Tatapoto on trail to Juan Guerra where it crosses Rio Hahuashiyacu.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1209947 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1209947",NA,NA,"NL-U1209947",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"15","2020-02-08 08:58:23-03","NBC","NL-BOTANY","U.1209948","PreservedSpecimen","Plantae",NA,"Commelinales","Commelinaceae","Callisia","umbellulata","Callisia umbellulata","Lam.",NA,"Smith HH",NA,"1898","02","01","Southern America","Colombia",NA,NA,"Santa Marta.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1209948 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1209948",NA,NA,"NL-U1209948",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"16","2019-12-19 08:08:03-03","FPS","FPS","275","MachineObservation","Plantae",NA,NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult.f.","Schwirkowski, P.","Schwirkowski, P.","489","2014","10","19",NA,"Brasil","Santa Catarina","São Bento do Sul","Rio Natal - Parque das Aves",NA,NA,NA,NA,"FPS00275","-49.274243","-26.363233","FPS00275_v01 FPS00275_v02 FPS00275_v03",NA,NA,"2014","10",NA,"19","-49.274243","-26.363233",NA,NA
"17","2019-02-15 11:36:43-02","IPA","IPA","72997","S","Plantae","Plantae",NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult. f.","Alcina Viana","Bocage, A.; Cano, O.; Ferreira, C.; Cano, O.; Ferreira, C.","1151","2006","09","13","Southern America","Brasil","Pernambuco","Arcoverde","Serra das Varas, Mata da Balança, interior da mata.","905","905",NA,"Erva delica.da, rasteira, ca.ule avermelhado. Botões verdes claros.","IPA0072997","-37","-8.5",NA,NA,NA,"2006","10",NA,"25","-37","-8.5",NA,NA
"18","2019-07-26 11:39:44-03","IPA","IPA","73378","S","Plantae","Plantae",NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult. f.","Alcina Viana","Bocage, A.; Cano, O.; Ferreira, C.; Pieter, W.; Cano, O.; Ferreira, C.; Pieter, W.","-73378","2006","09","13","Southern America","Brasil","Pernambuco","Arcoverde","Serra das Varas, Mata da Balança, interior da mata.",NA,NA,NA,"Erva escandente, rasteira; caule avermelhado; flores com bordos verdes claros.; Mata/Caatinga.","IPA0073378","-37.010278","-8.418611",NA,NA,NA,"2006","10",NA,"24","-37.010278","-8.418611",NA,NA
"19","2019-02-15 11:36:43-02","IPA","IPA","25803","S","Plantae","Plantae",NA,"Commelinaceae","Callisia","umbellulata","Callisia umbellulata","Lam.","Roxana Barreto","Lima, V.C.; Andrade-Lima; Zoé Brito; Andrade-Lima; Zoé Brito","55","1980","08","19","Southern America","Brasil","Pernambuco","Inajá","mata de brejo.","950","1000",NA,"Erva formando pequena colônia, com folhas verde verde brilhantes na face ventral e verde mais claro na face dorsal. Flores branco-esverdeadas. Saprófita, sobre tronco de árvore em decomposição.","IPA0025803","-38.033333","-8.7",NA,NA,NA,"1993","07",NA,"27","-38.033333","-8.7",NA,NA
"20","2019-02-15 11:36:43-02","IPA","IPA","22559","S","Plantae","Plantae",NA,"Commelinaceae","Callisia","umbellulata","Callisia umbellulata","Lam.",NA,"Luetzelburg","26148","1933","03","02","Southern America","Brasil","Ceará","Crato",NA,NA,NA,NA,NA,"IPA0022559","-39.4094009399414","-7.23416996002197",NA,"30071","auto",NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-02-15 11:36:43-02","IPA","IPA","25192","S","Plantae","Plantae",NA,"Commelinaceae","Callisia","umbellulata","Callisia umbellulata","Lam.","Roxana Barreto","Andrade-Lima","71-6338","1971","07","22","Southern America","Brasil","Pernambuco","Arcoverde","Estação Experimental, capoeiras do Retiro.",NA,NA,NA,NA,"IPA0025192","-37.0539016723633","-8.41888999938965",NA,"23066","auto","1993","07",NA,"27",NA,NA,NA,NA
"22","2019-08-27 13:25:17-03","IAP","PACA-AGP","2786","PreservedSpecimen","Plantae","Magnoliophyta","Commelinales","Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Shultes f.","Roxanna Barreto","Rambo, B.",NA,"1936","10","14",NA,"Brasil","RS","Novo Hamburgo","ad montem Ferrabraz",NA,NA,NA,"Habitat: ad rupes humidas in silva primaeva Fenofase: flor","PACA002786","-51.1305999755859","-29.6783008575439",NA,"20722","auto","1995","07","Liliatae","28",NA,NA,NA,NA
"23","2019-08-27 13:25:17-03","IAP","PACA-AGP","34089","PreservedSpecimen","Plantae","Magnoliophyta","Commelinales","Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Shultes f.","Roxanna Barreto","C. Orth SJ",NA,"1936",NA,NA,NA,"Brasil","RS","Novo Hamburgo","ad montem Ferrabraz",NA,NA,NA,"Habitat: in silva primaeva ad viam Fenofase: flor","PACA034089","-51.1305999755859","-29.6783008575439",NA,"20722","auto","1995","07","Liliatae","28",NA,NA,NA,NA
"24","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0004367","PreservedSpecimen","Plantae","Magnoliophyta","Commelinales","Commelinaceae","Aploleia","monandra","Aploleia monandra","(Sw.) H.E.Moore",NA,"S. G. Tressens; J. Kehl, A. Keller, V. Marunak, V. Revilla, R. Rios, F. Robledo, A. Schinini","5433","1995","9","20",NA,"Argentina","Misiones",NA,"Dep. Guarani. Predio Guarani. Aproximadamente 2 km NW de Vivienda de hues pedes.",NA,NA,NA,"Formando cesped. Flores blancas.",NA,"-54.25","-27.0639",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-11-27 13:47:06-03","UFS","ASE","41301","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult.f.",NA,"Gonzatti, F","2058","2015","09","01","Southern America","Brasil","Rio Grande do Sul","Itati","Vila Nova - Parque Estadual da Mata Paludosa",NA,NA,NA,NA,"ASE0042815","-51.091","-29.0949",NA,NA,NA,"2019","08",NA,"28","-51.091","-29.0949",NA,NA
"26","2019-11-27 13:47:06-03","UFS","ASE","11336","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult.f.","Aona, LYS","Lemos, IC; Prata, AP; Costa, SM; Silva, AC","64","2006","08","26","Southern America","Brasil","Sergipe","Poço Redondo","Serra da Guia.","699","699",NA,"Erva. Inflorescência verde.; Erva. Inflorescência verde.; Campo de Altitude.","ASE0020483","-37.2","-9.916667","ASE0020483",NA,NA,"2014","03",NA,"25","-37.2","-9.916667",NA,NA
"27","2021-03-01 16:19:09-03","UNICAMP","UEC","192776","S","Plantae","Liliopsida",NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult.f.","Aona, LYS","Lemos, IC; et al.","64","2014","03","25",NA,"Brazil","Sergipe","Poço Redondo","Serra da Guia",NA,NA,NA,"Erva. Inflorescência verde.","UEC123986","-37.2","-9.916667","UEC123986",NA,NA,"2014","03",NA,"25","-37.2","-9.916667",NA,NA
"28","2021-03-01 16:19:09-03","UNICAMP","UEC","16031","S","Plantae","Liliopsida",NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult.f.","Barreto, R","Davis, PH; Shepherd, GJ; et al.","D59802","1976","08","21",NA,"Brazil","São Paulo","Ubatuba","Serra do Mar, above Ubatuba.","30","50",NA,"Flowers small, whitish.","UEC131892","-45.0699996948242","-23.4300003051758","UEC131892","34265","auto","1995","07",NA,"28",NA,NA,NA,NA
"29","2019-11-19 14:05:58-03","UFRPE","PEUFR","40497","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult. f.","R. Barreto","M.C. Tschá; A.P.S. Gomes; A. Laurênio; E. I. Silva","244","1995","09","16",NA,"Brasil","Pernambuco","Inajá/Floresta","Reserva Biológica de Serra Negra",NA,NA,NA,"Erva com cerca de 30m de altura. Botão verde-claro.","PEUFR040497","-38.570833","-8.6",NA,NA,NA,"1998","03",NA,"05","38°34'15''W","08°36'00''S",NA,NA
"30","2019-11-19 14:05:58-03","UFRPE","PEUFR","40577","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult. f.","R. Barreto","E. Freire; M. Oliveira; D. S. Pimentel","150","1996","09","29",NA,"Brasil","Pernambuco","Inajá/Floresta","Reserva Biológica de Serra Negra","1100","1100",NA,"Erva com cerca de 30cm. Caule verde claro. Botões verde claro.","PEUFR040577","-37.154167","-8.625",NA,NA,NA,"1998","03",NA,"05","37°09'15''W","08°37'30''S",NA,NA
"31","2019-11-19 14:05:58-03","UFRPE","PEUFR","40578","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult. f.","R. Barreto","M. Oliveira; E. Freire; L.M. Nascimento","314","1996","09","28",NA,"Brasil","Pernambuco","Inajá/Floresta","Reserva Biológica de Serra Negra","1100","1100",NA,"Erva com cerca de 25cm de altura. Caule esverdeado com estrias vináceas.","PEUFR040578","-37.154167","-8.625",NA,NA,NA,"1998","03",NA,"05","37°09'15''W","08°37'30''S",NA,NA
"32","2019-11-19 14:05:58-03","UFRPE","PEUFR","40503","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult. f.","R. Barreto","A.P.S. Gomes; A. Laurênio; M. Tschá; E. Inácio","125","1995","09","14",NA,"Brasil","Pernambuco","Inajá/Floresta","Reserva Biológica de Serra Negra",NA,NA,NA,"Erva com cerca de 30cm de altura. Ramos verde-vináceo com botões esverdeados.","PEUFR040503","-38.570833","-8.6",NA,NA,NA,"1998","03",NA,"05","38°34'15''W","08°36'00''S",NA,NA
"33","2019-11-19 14:05:58-03","UFRPE","PEUFR","19956","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult. f.","R. Barreto","M.F. Sales","306","1994","08","26",NA,"Brasil","Pernambuco","Inajá/Floresta","Reserva Biológica de Serra Negra",NA,NA,NA,"Erva prostrada. Ramos verdes com manchas violáceas. Brácteas verde claro; pedicelo levemente vináceo; tépalas exteriores verdes e interiores brancas.","PEUFR019956",NA,NA,NA,NA,NA,"1996","09",NA,"23",NA,NA,NA,NA
"34","2020-10-14 10:00:38-03","FURB","FURB","43158","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult.f.","Funez, L.A.","Funez, L.A.; Zermiani, A.E.","2527","2013","12","14",NA,"Brasil","Santa Catarina","Ascurra","Início do morro do 80.","401","401",NA,NA,"FURB04476","-49.42","-26.9302778","FURB04476",NA,NA,"2014","01",NA,"22","-49.4200000","-26.9302778",NA,NA
"35","2019-11-08 08:51:12-03","FURB","FURB","44815","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult.f.","Funez, L.A.","Funez, L.A.","3566","2014","10","02",NA,"Brasil","Santa Catarina","Ascurra","Morro do 80.","910","910",NA,NA,"FURB22377","-49.4297223","-26.9611111","FURB22377",NA,NA,"2014","10",NA,NA,"-49.4297223","-26.9611111",NA,NA
"36","2021-03-24 16:38:35-03","FURB","FURB","67208","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult.f.",NA,"Funez, L.A.","9610","2020","01","12",NA,"Brasil","Santa Catarina","Corupá","Rota das Cachoeiras. RPPN Emílio Fiorentino Battistella","600","600",NA,"Flores verdes, inconspícuas Habitat: Floresta ombrófila densa Habito: Erva","FURB67208","-49.3541667","-26.3927777","FURB67208",NA,NA,NA,NA,NA,NA,"-49.3541667","-26.3927777",NA,NA
"37","2021-03-16 17:51:41-03","UCS","HUCS","45442","PreservedSpecimen","Plantae","Angiospermae","Commelinales","Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult.f.","Bonatto, L.","Gaio, J.","s.n.","2015","10","03",NA,"Brasil","Rio Grande do Sul","Derrubadas","Parque Estadual do Turvo, Alojamento","436","436",NA,"na margem de caminho, à sombra.",NA,"-53.949206","-27.183128",NA,NA,NA,"2016","09",NA,NA,"-53.949206","-27.183128",NA,NA
"38","2021-03-16 17:51:41-03","UCS","HUCS","44529","PreservedSpecimen","Plantae","Angiospermae","Commelinales","Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult.f.","Ferrarese, M.D.","Gonzatti, F.","2058","2015","09","01",NA,"Brasil","Rio Grande do Sul","Itati","Vila Nova",NA,NA,NA,"Parque Estadual da Mata Paludosa",NA,"-51.152833","-29.163667",NA,NA,NA,"2016","04",NA,"12","-51.152833","-29.163667",NA,NA
"39","2019-08-16 08:39:00-03","UTFPR","HCF","28616","S","Plantae",NA,NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult.f.","M.D. Ferrarese","F. Gonzatti","2058","2015","09","01",NA,"Brasil","RS","Itati","Reserva Biológica Estadual da Mata",NA,NA,NA,NA,NA,"-51.152778","-29.163611",NA,NA,NA,"2016","04",NA,"12","51°09'10 W","29°09'49 S",NA,NA
"40","2021-03-21 19:40:03-03","UFC","EAC","36660","PreservedSpecimen","Plantae","Monocotyledon",NA,"Commelinaceae","Callisia","umbellulata","Callisia umbellulata","Lam.",NA,"Luetzelburg, P.","26148","1936","03","25","Southern America","Brasil","Ceará",NA,"Cariri cearense",NA,NA,NA,NA,"EAC0036660",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:21:10-03","MBM","MBM","422228","PreservedSpecimen","Plantae",NA,NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult.f.","Bonatto, L.","Gaio, J.","s.n.","2015","10","03","Southern America","Brazil","Rio Grande do Sul","Derrubadas","Parque Estadual do Turvo, Alojamento","436","436",NA,"Na margem de caminho, à sombra.","MBM422228","-53.949167","-27.183056",NA,NA,NA,"2016","09",NA,NA,"-53.949167","-27.183056",NA,NA
"42","2015-09-03 21:47:59-03","MNHN","RECOLNAT_MNHN_P","P01764992","PreservedSpecimen",NA,NA,NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult.f.",NA,"Smith, H.H.",NA,"1898","1","1",NA,"Colômbia",NA,NA,"Santa Marta. Colômbia, América do Sul",NA,NA,"hb","Plants of Santa Marta, United States of Colombia . . Reçu le 19 decembre 1903 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01764992' target='other'> <mi>dwc_moreinfo</mi></a>","P01764992",NA,NA,"P01764992_01",NA,NA,NA,NA,NA,NA,NA,NA,"2291",NA
"43","2015-09-03 21:47:59-03","MNHN","RECOLNAT_MNHN_P","P01764993","PreservedSpecimen",NA,NA,NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult.f.",NA,"Glaziou, A.",NA,"1882","8","29",NA,"Brasil",NA,NA,"BRÉSIL: Province de RJ, Petropolis, Minas Geraes. Brasil, América do Sul",NA,NA,"hb",". . Reçu le 16 juillet 1889? <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01764993' target='other'> <mi>dwc_moreinfo</mi></a>","P01764993",NA,NA,"P01764993_01",NA,NA,NA,NA,NA,NA,NA,NA,"14361",NA
"44","2017-03-16 16:29:44-03","MNHN","RECOLNAT_MNHN_P","P01762071","PreservedSpecimen",NA,NA,NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult.f.",NA,"Vervoorst, F.|Bacigalupo, M.N.|Correa, M.N.",NA,"1971","2","30",NA,"Argentina",NA,NA,"Argentina: Prov. Salta, depto. Anta, 2 km del desvio a Finca El Rey, camino a Finca EL Rey. Argentina, América do Sul",NA,NA,"hb",". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01762071' target='other'> <mi>dwc_moreinfo</mi></a>","P01762071",NA,NA,"P01762071_01",NA,NA,NA,NA,NA,NA,NA,NA,"4260",NA
"45","2015-09-03 21:47:58-03","MNHN","RECOLNAT_MNHN_P","P01764989","PreservedSpecimen",NA,NA,NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult.f.",NA,"Saint-Hilaire, A. de",NA,"1816","1","1",NA,"Brésil","Rio de Janeiro","Rio de Janeiro","Brésil. Province. Rio de Janeiro, Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,"hb","Voyage d'Auguste de Saint-Hilaire, de 1816 à 1821. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01764989' target='other'> <mi>dwc_moreinfo</mi></a>","P01764989",NA,NA,"P01764989_01",NA,NA,NA,NA,NA,NA,NA,NA,"B2 24 2ªpart",NA
"46","2015-09-03 21:47:59-03","MNHN","RECOLNAT_MNHN_P","P01764991","PreservedSpecimen",NA,NA,NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult.f.",NA,"Smith, H.H.",NA,"1898","2","1",NA,"Colômbia",NA,NA,"Santa Marta. Colômbia, América do Sul","2500",NA,"hb",". . Reçu le 19 Décembre 1903 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01764991' target='other'> <mi>dwc_moreinfo</mi></a>","P01764991",NA,NA,"P01764991_01",NA,NA,NA,NA,NA,NA,NA,NA,"2282",NA
"47","2015-09-03 21:47:59-03","MNHN","RECOLNAT_MNHN_P","P01764996","PreservedSpecimen",NA,NA,NA,"Commelinaceae","Callisia","monandra","Callisia monandra","(Sw.) Schult. & Schult.f.",NA,"Saint-Hilaire, A. de",NA,"1816","1","1",NA,"Brésil","Rio de Janeiro",NA,"BRÉSIL: Province de Rio de Janeiro. Rio de Janeiro, Sudeste, Brasil, América do Sul",NA,NA,"hb","Voyage d'Auguste de Saint-Hilaire, de 1816 à 1821 . . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01764996' target='other'> <mi>dwc_moreinfo</mi></a>","P01764996",NA,NA,"P01764996_01",NA,NA,NA,NA,NA,NA,NA,NA,"B2 24 2ªpart",NA
